dataset,problem_type,model,seed,method,alpha,disagreement_reduction,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
space-ga,regression,controlled_mlp,1,DescriptorGate-Ridge-LODO,0.75,0.75,0.09856794582818072,0.09748830360066614,0.18712234365541708,-0.0010796422275145823,-0.010953279166399255,0.08855439782723636,-0.012191853301525366,False
space-ga,regression,tabm_d,0,DescriptorGate-Ridge-LODO,1.0,1.0,0.10573746788440574,0.10122601570652025,0.18712234365541708,-0.004511452177885497,-0.042666542599804874,0.08138487577101133,-0.05543354505546154,False
space-ga,regression,tabm_d,1,DescriptorGate-Ridge-LODO,1.0,1.0,0.10454985083810502,0.09947211854671165,0.18712234365541708,-0.005077732291393369,-0.048567570883063384,0.08257249281731206,-0.06149423516409543,False
space-ga,regression,tabicl_v2,0,DescriptorGate-Ridge-LODO,1.0,1.0,0.09679473764677436,0.09718106828320726,0.18712234365541708,0.00038633063643289667,0.003991235947585328,0.09032760600864272,0.00427699408302631,False
space-ga,regression,tabicl_v2,1,DescriptorGate-Ridge-LODO,1.0,1.0,0.09679473764677436,0.09718106828320726,0.18712234365541708,0.00038633063643289667,0.003991235947585328,0.09032760600864272,0.00427699408302631,False
space-ga,regression,tabpfn_2_6,0,DescriptorGate-Ridge-LODO,1.0,1.0,0.0926907867357219,0.09385497782851548,0.18712234365541708,0.0011641910927935872,0.012559944022407593,0.09443155691969518,0.012328411505315095,False
space-ga,regression,tabpfn_2_6,1,DescriptorGate-Ridge-LODO,1.0,1.0,0.09167428493929576,0.09426964474816293,0.18712234365541708,0.002595359808867173,0.028310663241995836,0.09544805871612132,0.027191331534423477,False
space-ga,regression,catboost,0,DescriptorGate-Ridge-LODO,1.0,1.0,0.10330920537019658,0.10383162158336887,0.18712234365541708,0.0005224162131722832,0.005056821522344162,0.0838131382852205,0.0062331064539603975,False
space-ga,regression,catboost,1,DescriptorGate-Ridge-LODO,1.0,1.0,0.10354127823466128,0.10386035854665769,0.18712234365541708,0.0003190803119964142,0.0030816725216899965,0.0835810654207558,0.003817614795769001,False
california_housing,regression,controlled_mlp,0,DescriptorGate-Ridge-LODO,0.75,0.75,65288.85728446,63754.97135067246,113685.69177493482,-1533.8859337875401,-0.023493839493996388,48396.83449047482,-0.03169393101710878,False
california_housing,regression,controlled_mlp,1,DescriptorGate-Ridge-LODO,0.75,0.75,64520.1255845563,64741.731840183704,113685.69177493482,221.6062556274046,0.0034346841953520444,49165.56619037852,0.004507346763165557,False
california_housing,regression,tabm_d,0,DescriptorGate-Ridge-LODO,1.0,1.0,61213.62526426933,59719.42700710045,113685.69177493482,-1494.1982571688786,-0.02440956977663352,52472.06651066549,-0.028476070346213016,False
california_housing,regression,tabm_d,1,DescriptorGate-Ridge-LODO,1.0,1.0,60757.61536706057,59679.55036904751,113685.69177493482,-1078.064998013062,-0.01774370161666235,52928.07640787425,-0.020368490056303565,False
california_housing,regression,tabicl_v2,0,DescriptorGate-Ridge-LODO,0.75,0.75,58786.472722064536,59167.000072140894,113685.69177493482,380.52735007635783,0.006473042733409878,54899.219052870285,0.006931380020358646,False
california_housing,regression,tabicl_v2,1,DescriptorGate-Ridge-LODO,0.75,0.75,58786.472722064536,59167.000072140894,113685.69177493482,380.52735007635783,0.006473042733409878,54899.219052870285,0.006931380020358646,False
california_housing,regression,tabpfn_2_6,0,DescriptorGate-Ridge-LODO,1.0,1.0,52551.071898163886,55129.424755787695,113685.69177493482,2578.3528576238095,0.0490637538777567,61134.619876770936,0.042175004323589414,False
california_housing,regression,tabpfn_2_6,1,DescriptorGate-Ridge-LODO,1.0,1.0,54313.17628513846,54401.088392162084,113685.69177493482,87.9121070236215,0.0016186147273378412,59372.51548979636,0.001480686918827448,False
california_housing,regression,catboost,0,DescriptorGate-Ridge-LODO,1.0,1.0,61413.13394131962,61829.80327400173,113685.69177493482,416.6693326821114,0.006784694184150248,52272.5578336152,0.00797109133263346,False
california_housing,regression,catboost,1,DescriptorGate-Ridge-LODO,1.0,1.0,61831.466240340924,61616.87780275022,113685.69177493482,-214.58843759070442,-0.0034705377478287864,51854.2255345939,-0.004138301852518161,False
house_16H,regression,controlled_mlp,0,DescriptorGate-Ridge-LODO,0.75,0.75,35132.52082471339,35095.703955620535,50393.3899336474,-36.816869092857814,-0.0010479427103038846,15260.869108934006,-0.002412501465680255,False
house_16H,regression,controlled_mlp,1,DescriptorGate-Ridge-LODO,0.5,0.5,34917.082595512366,34001.22247718613,50393.3899336474,-915.8601183262363,-0.026229571609282874,15476.307338135033,-0.05917820694019647,False
house_16H,regression,tabm_d,0,DescriptorGate-Ridge-LODO,0.75,0.75,32600.462808318527,31740.895404740062,50393.3899336474,-859.567403578465,-0.026366723952125387,17792.92712532887,-0.04830949947267754,False
house_16H,regression,tabm_d,1,DescriptorGate-Ridge-LODO,0.75,0.75,33142.88866885011,31996.888623562732,50393.3899336474,-1146.0000452873755,-0.034577554682626764,17250.50126479729,-0.06643285477309532,False
house_16H,regression,tabicl_v2,0,DescriptorGate-Ridge-LODO,0.75,0.75,31199.829036407562,30278.815326630058,50393.3899336474,-921.0137097775041,-0.029519831942116062,19193.560897239837,-0.047985556964052045,False
house_16H,regression,tabicl_v2,1,DescriptorGate-Ridge-LODO,0.75,0.75,31199.829036407562,30278.815326630058,50393.3899336474,-921.0137097775041,-0.029519831942116062,19193.560897239837,-0.047985556964052045,False
house_16H,regression,tabpfn_2_6,0,DescriptorGate-Ridge-LODO,1.0,1.0,31369.48447927035,30499.35982272932,50393.3899336474,-870.1246565410329,-0.027737932930202613,19023.905454377047,-0.04573848722218252,False
house_16H,regression,tabpfn_2_6,1,DescriptorGate-Ridge-LODO,1.0,1.0,31882.828313849026,30686.67173896587,50393.3899336474,-1196.1565748831563,-0.037517266759034,18510.561619798373,-0.06462022057741247,False
house_16H,regression,catboost,0,DescriptorGate-Ridge-LODO,1.0,1.0,34215.12273969059,34729.6277496328,50393.3899336474,514.5050099422078,0.015037356839447086,16178.26719395681,0.03180223220286501,False
house_16H,regression,catboost,1,DescriptorGate-Ridge-LODO,1.0,1.0,35128.93209784728,35184.56926953966,50393.3899336474,55.63717169237498,0.0015837991185557402,15264.457835800116,0.0036448835779733834,False
phoneme,classification,controlled_mlp,0,DescriptorGate-Ridge-LODO,0.5,0.5,0.3585542106189193,0.3493072722713567,0.6047907936193667,-0.009246938347562572,-0.025789512641898545,0.24623658300044743,-0.037553064759454406,False
phoneme,classification,controlled_mlp,1,DescriptorGate-Ridge-LODO,0.5,0.5,0.3506957337800562,0.35017945315497956,0.6047907936193667,-0.0005162806250766372,-0.0014721611224402004,0.2540950598393105,-0.0020318404671194022,False
phoneme,classification,tabm_d,0,DescriptorGate-Ridge-LODO,0.5,0.5,0.33520741385103775,0.31947043435523736,0.6047907936193667,-0.015736979495800385,-0.046946991162891506,0.26958337976832897,-0.058375184365312964,False
phoneme,classification,tabm_d,1,DescriptorGate-Ridge-LODO,0.5,0.5,0.3313458844398033,0.328352107932257,0.6047907936193667,-0.0029937765075462863,-0.009035200520470552,0.27344490917956343,-0.01094837170868798,False
phoneme,classification,tabicl_v2,0,DescriptorGate-Ridge-LODO,0.5,0.5,0.27519762861127134,0.28015442227411347,0.6047907936193667,0.004956793662842129,0.01801176008621723,0.3295931650080954,0.015039127594531222,False
phoneme,classification,tabicl_v2,1,DescriptorGate-Ridge-LODO,0.5,0.5,0.27519762861127134,0.28015442227411347,0.6047907936193667,0.004956793662842129,0.01801176008621723,0.3295931650080954,0.015039127594531222,False
phoneme,classification,tabpfn_2_6,0,DescriptorGate-Ridge-LODO,0.5,0.5,0.2733860621868599,0.2675064524663923,0.6047907936193667,-0.005879609720467582,-0.02150661841878705,0.3314047314325068,-0.01774147790543845,False
phoneme,classification,tabpfn_2_6,1,DescriptorGate-Ridge-LODO,0.5,0.5,0.27207804445116474,0.2669208776329328,0.6047907936193667,-0.0051571668182319175,-0.018954733479634285,0.332712749168202,-0.015500358285413122,False
phoneme,classification,catboost,0,DescriptorGate-Ridge-LODO,0.5,0.5,0.29941843953678904,0.295178589707049,0.6047907936193667,-0.004239849829740017,-0.014160282968207353,0.3053723540825777,-0.013884196696448468,False
phoneme,classification,catboost,1,DescriptorGate-Ridge-LODO,0.5,0.5,0.29917673742027806,0.2983040028463715,0.6047907936193667,-0.000872734573906575,-0.0029171204333329342,0.30561405619908866,-0.002855675503806155,False
