panel,dataset,problem_type,model,seed,method,gate_family,split,alpha,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,orbit_mean_task_loss,orbit_max_C,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t005,SafeGram,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t005,SafeGram,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t01,SafeGram,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t01,SafeGram,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t02,SafeGram,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,SafeGram-t02,SafeGram,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G1-point-t01,G1,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G1-point-t01,G1,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G2-oneSE-t01,G2,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G2-oneSE-t01,G2,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G3-validation-min,G3,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G3-validation-min,G3,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.001,G4,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.001,G4,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.01,G4,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.01,G4,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.05,G4,validation,0.0,True,0.010918418126008255,0.010918418126008255,0.03964252166224692,0.0,0.0011813103847351798,0.0,2.678164835674249e-05,2.678164835674249e-05,0.6459857848778665,0.0,0.0,0.6459590032295097,0.0,False
development,steel-plates-fault,classification,controlled_mlp,0,G4-constrained-0.05,G4,test,0.0,True,0.014531851562611262,0.014531851562611262,0.041265503766362524,0.0,0.0012817623126289426,0.0,2.29065532434954e-05,2.29065532434954e-05,0.6455976337440515,0.0,0.0,0.6455747271908081,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw,fixed,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw,fixed,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.00271712148573724,0.0013585595895866482,0.0019372968205958365,0.5000004244499106,0.05158914197858311,0.07960408197885459,0.00038530863263939785,0.05171309801344299,0.6459857848778665,0.05132778938080359,133.2121448440014,0.6456004762452271,0.07950395216453816,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.02737617480997831,0.01368808790897639,0.027270144152191388,0.49999998159029746,0.059304555829839255,0.09047193361179072,0.0014089876937921665,0.05915161263744543,0.6455976337440515,0.05774262494365326,40.98163894408762,0.6441886460502594,0.08963620408042429,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.00271712148573724,0.0006792798568872043,0.0009686486738026696,0.7500001893721382,0.09449910915419174,0.14608509794092012,0.00038530863263939785,0.09460992319512529,0.6459857848778665,0.09422461456248589,244.54322218798742,0.6456004762452271,0.14594879965159024,False
development,steel-plates-fault,classification,controlled_mlp,1,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.02737617480997831,0.006844044145313892,0.013635071572053245,0.7499999838246462,0.10905827622807603,0.16845406013565078,0.0014089876937921665,0.10897781621075421,0.6455976337440515,0.10756882851696205,76.34476084560399,0.6441886460502594,0.1669834281875399,False
development,steel-plates-fault,classification,controlled_mlp,1,GramAnchor,fixed,validation,1.0,False,0.00271712148573724,0.0,0.0,1.0,0.42201321462161745,0.6532746650562385,0.00038530863263939785,0.42201321462161745,0.6459857848778665,0.42162790598897804,1094.2602118742836,0.6456004762452271,0.65307867869172,False
development,steel-plates-fault,classification,controlled_mlp,1,GramAnchor,fixed,test,1.0,False,0.02737617480997831,0.0,0.0,1.0,0.4378203227961304,0.6781498280006016,0.0014089876937921665,0.4378203227961304,0.6455976337440515,0.43641133510233826,309.73395795088567,0.6441886460502594,0.6774589055211159,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t0,SafeGram,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t0,SafeGram,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t005,SafeGram,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t005,SafeGram,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t01,SafeGram,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t01,SafeGram,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t02,SafeGram,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,SafeGram-t02,SafeGram,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G1-point-t01,G1,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G1-point-t01,G1,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G2-oneSE-t01,G2,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G2-oneSE-t01,G2,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G3-validation-min,G3,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G3-validation-min,G3,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.001,G4,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.001,G4,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.01,G4,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.01,G4,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.05,G4,validation,0.0,True,0.00271712148573724,0.00271712148573724,0.003874597706971822,0.0,0.00023517522953139753,0.0,0.00038530863263939785,0.00038530863263939785,0.6459857848778665,0.0,0.0,0.6456004762452271,0.0,False
development,steel-plates-fault,classification,controlled_mlp,1,G4-constrained-0.05,G4,test,0.0,True,0.02737617480997831,0.02737617480997831,0.05454028833903476,0.0,0.0017154060032611462,0.0,0.0014089876937921665,0.0014089876937921665,0.6455976337440515,0.0,0.0,0.6441886460502594,0.0,False
development,steel-plates-fault,classification,tabm_d,0,Raw,fixed,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,Raw,fixed,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.004362289434962315,0.0021811444695464463,0.0055705427501514205,0.500000056835915,0.022373416691242414,0.03386734519491612,0.0002218636186270856,0.02207557459300394,0.6459857848778665,0.021853710974376855,98.50065147954324,0.6457639212592394,0.033841641279311684,False
development,steel-plates-fault,classification,tabm_d,0,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.009148854088278716,0.004574426997058503,0.006540699405820297,0.5000000051460931,0.027235455930196655,0.04135825655062629,0.0010468265312041421,0.027648323108867567,0.6455976337440515,0.026601496577663426,25.411561309077918,0.6445508072128474,0.04127137268308303,False
development,steel-plates-fault,classification,tabm_d,0,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.004362289434962315,0.0010905723411019778,0.0027852722662001874,0.7500000040434275,0.038246468177391905,0.05847078224843989,0.0002218636186270856,0.03795544029685656,0.6459857848778665,0.03773357667822948,170.07554871649822,0.6457639212592394,0.058432463375546,False
development,steel-plates-fault,classification,tabm_d,0,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.009148854088278716,0.002287213340463021,0.003270350111676417,0.7500000198502081,0.04483606838932355,0.06873880771212566,0.0010468265312041421,0.045245848202018255,0.6455976337440515,0.04419902167081411,42.22191581252046,0.6445508072128474,0.0685733710612179,False
development,steel-plates-fault,classification,tabm_d,0,GramAnchor,fixed,validation,1.0,False,0.004362289434962315,0.0,0.0,1.0,0.11375808504822466,0.1760682212290704,0.0002218636186270856,0.11375808504822467,0.6459857848778665,0.11353622142959759,511.7387976098612,0.6457639212592394,0.17581691651060652,False
development,steel-plates-fault,classification,tabm_d,0,GramAnchor,fixed,test,1.0,False,0.009148854088278716,0.0,0.0,1.0,0.09578343456165281,0.14832470261276692,0.0010468265312041421,0.09578343456165281,0.6455976337440515,0.09473660803044867,90.49886032356783,0.6445508072128474,0.14698082287741854,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t0,SafeGram,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t0,SafeGram,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t005,SafeGram,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t005,SafeGram,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t01,SafeGram,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t01,SafeGram,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t02,SafeGram,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,SafeGram-t02,SafeGram,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G1-point-t01,G1,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G1-point-t01,G1,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G2-oneSE-t01,G2,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G2-oneSE-t01,G2,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G3-validation-min,G3,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G3-validation-min,G3,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.001,G4,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.001,G4,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.01,G4,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.01,G4,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.05,G4,validation,0.0,True,0.004362289434962315,0.004362289434962315,0.01114108599037801,0.0,0.000532288440152567,0.0,0.0002218636186270856,0.0002218636186270856,0.6459857848778665,0.0,0.0,0.6457639212592394,0.0,False
development,steel-plates-fault,classification,tabm_d,0,G4-constrained-0.05,G4,test,0.0,True,0.009148854088278716,0.009148854088278716,0.013081399411892656,0.0,0.0006309437688877157,0.0,0.0010468265312041421,0.0010468265312041421,0.6455976337440515,0.0,0.0,0.6445508072128474,0.0,False
development,steel-plates-fault,classification,tabm_d,1,Raw,fixed,validation,0.0,True,0.004741595162633335,0.004741595162633335,0.007247043570974662,0.0,0.0008525996625304114,0.0,0.001123829696310668,0.001123829696310668,0.6459857848778665,0.0,0.0,0.6448619551815559,0.0,False
development,steel-plates-fault,classification,tabm_d,1,Raw,fixed,test,0.0,True,0.007253452386201852,0.007253452386201852,0.010734626302215111,0.0,0.0006080373388121984,0.0,0.0008120460940462759,0.0008120460940462759,0.6455976337440515,0.0,0.0,0.6447855876500053,0.0,False
development,steel-plates-fault,classification,tabm_d,1,Raw+GramAnchor@0.5,fixed,validation,0.5,False,0.004741595162633335,0.002370798140749561,0.0036235216514490264,0.4999998820158883,0.033469418193832895,0.05059101753114295,0.001123829696310668,0.03372820627307295,0.6459857848778665,0.03260437657676228,29.011848222018532,0.6448619551815559,0.0505602421026416,False
development,steel-plates-fault,classification,tabm_d,1,Raw+GramAnchor@0.5,fixed,test,0.5,False,0.007253452386201852,0.003626726940155121,0.005367314180586628,0.49999989700708636,0.03996144153811529,0.061057335741797135,0.0008120460940462759,0.04018093620066461,0.6455976337440515,0.039368890106618336,48.48110272958819,0.6447855876500053,0.061057335741797135,False
development,steel-plates-fault,classification,tabm_d,1,Raw+GramAnchor@0.75,fixed,validation,0.75,False,0.004741595162633335,0.001185399223676913,0.0018117618478255932,0.7499999086766026,0.05593906385019217,0.08544551023786125,0.001123829696310668,0.05618418695247594,0.6459857848778665,0.055060357256165274,48.99350625536822,0.6448619551815559,0.08538316893057128,False
development,steel-plates-fault,classification,tabm_d,1,Raw+GramAnchor@0.75,fixed,test,0.75,False,0.007253452386201852,0.001813363042323473,0.002683656432897076,0.7500000074760248,0.06618103306814237,0.10175234451971943,0.0008120460940462759,0.06642049134995937,0.6455976337440515,0.06560844525591308,80.79399154424634,0.6447855876500053,0.10175234451971943,False
development,steel-plates-fault,classification,tabm_d,1,GramAnchor,fixed,validation,1.0,False,0.004741595162633335,0.0,0.0,1.0,0.15769718394963606,0.24364572689614308,0.001123829696310668,0.15769718394963606,0.6459857848778665,0.1565733542533254,139.3212465975296,0.6448619551815559,0.24280135150668544,False
development,steel-plates-fault,classification,tabm_d,1,GramAnchor,fixed,test,1.0,False,0.007253452386201852,0.0,0.0,1.0,0.12195730876288814,0.18862182519886966,0.0008120460940462759,0.12195730876288814,0.6455976337440515,0.12114526266884186,149.1852045801949,0.6447855876500053,0.1878845696758974,False
