dataset,problem_type,model,method,gate_family,alpha,disagreement_reduction,normalized_excess_risk,absolute_task_difference,relative_task_difference,denominator_sensitive,raw_fallback
space-ga,regression,tabm_d,SafeGram-t0,SafeGram,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,SafeGram-t005,SafeGram,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,SafeGram-t01,SafeGram,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabm_d,SafeGram-t02,SafeGram,1.0,1.0,-0.05846389010977848,-0.004794592234639433,-0.045617056741434125,False,False
space-ga,regression,tabpfn_2_6,G1-point-t01,G1,0.25,0.25,5.470158365813082e-05,5.999617236601695e-06,7.409596103008834e-05,False,False
space-ga,regression,tabpfn_2_6,G2-oneSE-t01,G2,0.125,0.12500000000000006,-0.0007658198642368731,-7.231756209991752e-05,-0.000780202268712077,False,True
space-ga,regression,tabpfn_2_6,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,G4-constrained-0.05,G4,1.0,1.0,0.019759871519869285,0.0018797754508303802,0.020435303632201716,False,False
space-ga,regression,tabpfn_2_6,GramAnchor,fixed,1.0,1.0,0.019759871519869285,0.0018797754508303802,0.020435303632201716,False,False
space-ga,regression,tabpfn_2_6,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.5,0.003394603206135216,0.00032399454020091284,0.0035340394127429398,False,False
space-ga,regression,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.75,0.009984982921281828,0.0009506780735458534,0.010343843071640879,False,False
space-ga,regression,tabpfn_2_6,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
space-ga,regression,tabpfn_2_6,SafeGram-t02,SafeGram,0.25,0.25,5.470158365813082e-05,5.999617236601695e-06,7.409596103008834e-05,False,False
steel-plates-fault,classification,catboost,G1-point-t01,G1,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,G2-oneSE-t01,G2,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,catboost,G4-constrained-0.001,G4,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,G4-constrained-0.01,G4,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,G4-constrained-0.05,G4,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,GramAnchor,fixed,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,catboost,Raw+GramAnchor@0.5,fixed,0.5,0.49999999999999956,0.0002163123678660907,0.00013929073541330624,0.08370728197186245,False,False
steel-plates-fault,classification,catboost,Raw+GramAnchor@0.75,fixed,0.75,0.75,0.0003256268326586364,0.00020968194907195576,0.1260069142307201,False,False
steel-plates-fault,classification,catboost,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,catboost,SafeGram-t005,SafeGram,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,SafeGram-t01,SafeGram,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,catboost,SafeGram-t02,SafeGram,1.0,1.0,0.0004357288509807835,0.00028058028801092967,0.16860976947224177,False,False
steel-plates-fault,classification,controlled_mlp,G1-point-t01,G1,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,G2-oneSE-t01,G2,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,G4-constrained-0.05,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,GramAnchor,fixed,1.0,1.0,0.6336289967048432,0.4085853601816948,8466.012292144125,False,False
steel-plates-fault,classification,controlled_mlp,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,Raw+GramAnchor@0.5,fixed,0.5,0.5000000033513579,0.08605379022142964,0.055492030619941346,1182.635026203539,False,False
steel-plates-fault,classification,controlled_mlp,Raw+GramAnchor@0.75,fixed,0.75,0.7499999831815918,0.15975253776842413,0.10301647469759223,2187.4289672072523,False,False
steel-plates-fault,classification,controlled_mlp,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,controlled_mlp,SafeGram-t02,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabicl_v2,G1-point-t01,G1,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,G2-oneSE-t01,G2,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabicl_v2,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabicl_v2,G4-constrained-0.01,G4,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,G4-constrained-0.05,G4,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,GramAnchor,fixed,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabicl_v2,Raw+GramAnchor@0.5,fixed,0.5,0.4999999874453044,0.0002400893103961486,0.0001549366981371543,0.5776856130798885,False,False
steel-plates-fault,classification,tabicl_v2,Raw+GramAnchor@0.75,fixed,0.75,0.7499999905839783,0.0003613466830867563,0.0002331876494955055,0.8694463731389249,False,False
steel-plates-fault,classification,tabicl_v2,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabicl_v2,SafeGram-t005,SafeGram,0.875,0.8749999952919891,0.0004223889977534854,0.0002725800517041126,1.0163219958556562,False,False
steel-plates-fault,classification,tabicl_v2,SafeGram-t01,SafeGram,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabicl_v2,SafeGram-t02,SafeGram,1.0,1.0,0.0004834313124202145,0.0003119724539127197,1.1631976185723873,False,False
steel-plates-fault,classification,tabm_d,G1-point-t01,G1,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,G2-oneSE-t01,G2,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,G4-constrained-0.05,G4,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,GramAnchor,fixed,1.0,1.0,0.16743269627665797,0.10794093534964527,119.84203245188135,False,False
steel-plates-fault,classification,tabm_d,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,Raw+GramAnchor@0.5,fixed,0.5,0.49999995107658973,0.05116435421244008,0.03298519334214088,36.946332019333056,False,False
steel-plates-fault,classification,tabm_d,Raw+GramAnchor@0.75,fixed,0.75,0.7500000136631164,0.08516285779046867,0.054903733463363594,61.5079536783834,False,False
steel-plates-fault,classification,tabm_d,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabm_d,SafeGram-t02,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabpfn_2_6,G1-point-t01,G1,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,G2-oneSE-t01,G2,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,G3-validation-min,G3,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,G4-constrained-0.001,G4,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,G4-constrained-0.01,G4,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,G4-constrained-0.05,G4,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,GramAnchor,fixed,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
steel-plates-fault,classification,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.5000000003738606,-0.0001441669643508045,-9.303133053362986e-05,-0.3281327436557737,False,False
steel-plates-fault,classification,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.7500000002803954,-0.00021431097921783052,-0.00013829549421918454,-0.48815016440810605,False,False
steel-plates-fault,classification,tabpfn_2_6,SafeGram-t0,SafeGram,0.5,0.5,-0.0001006582611451523,-6.496250370471667e-05,-0.29413267168399015,False,True
steel-plates-fault,classification,tabpfn_2_6,SafeGram-t005,SafeGram,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,SafeGram-t01,SafeGram,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
steel-plates-fault,classification,tabpfn_2_6,SafeGram-t02,SafeGram,1.0,1.0,-0.00028323222576346404,-0.00018277062795970923,-0.6456090314611012,False,False
wilt,classification,catboost,G1-point-t01,G1,0.875,0.875,0.03693828793667648,0.0058760293139711525,0.11081672424699815,False,False
wilt,classification,catboost,G2-oneSE-t01,G2,0.375,0.3749999999999999,0.012021487764941045,0.0019121743058243927,0.03605245870099594,False,False
wilt,classification,catboost,G3-validation-min,G3,0.5,0.5,0.02292235751157026,0.0036448095653259585,0.06864677560410432,False,True
wilt,classification,catboost,G4-constrained-0.001,G4,0.5,0.5,0.02292235751157026,0.0036448095653259585,0.06864677560410432,False,True
wilt,classification,catboost,G4-constrained-0.01,G4,0.75,0.75,0.03117724158145481,0.0049589185685007114,0.09348337415460233,False,False
wilt,classification,catboost,G4-constrained-0.05,G4,1.0,1.0,0.04435122179521492,0.007056106834257947,0.13312013405472528,False,False
wilt,classification,catboost,GramAnchor,fixed,1.0,1.0,0.04435122179521492,0.007056106834257947,0.13312013405472528,False,False
wilt,classification,catboost,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,catboost,Raw+GramAnchor@0.5,fixed,0.5,0.49999999999999994,0.01661798239001696,0.0026438980851919078,0.049882003825562286,False,False
wilt,classification,catboost,Raw+GramAnchor@0.75,fixed,0.75,0.75,0.02846553624262615,0.004528804605364343,0.08544293431299219,False,False
wilt,classification,catboost,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,catboost,SafeGram-t005,SafeGram,0.125,0.125,0.0036906919969122098,0.0005868449388867457,0.011052707174993386,False,True
wilt,classification,catboost,SafeGram-t01,SafeGram,0.125,0.125,0.0036906919969122098,0.0005868449388867457,0.011052707174993386,False,True
wilt,classification,catboost,SafeGram-t02,SafeGram,0.5,0.49999999999999994,0.01810799526232857,0.0028799700805263867,0.054280039096030006,False,False
wilt,classification,controlled_mlp,G1-point-t01,G1,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,G2-oneSE-t01,G2,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,G4-constrained-0.05,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,GramAnchor,fixed,1.0,1.0,-0.03260466278396219,-0.005032147146259842,-0.08811788370593343,False,False
wilt,classification,controlled_mlp,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,Raw+GramAnchor@0.5,fixed,0.5,0.5000000028781926,-0.08878096678355374,-0.013791881713940343,-0.24745488937401106,False,False
wilt,classification,controlled_mlp,Raw+GramAnchor@0.75,fixed,0.75,0.7499999976949672,-0.08677143123986408,-0.01344515768543118,-0.2389559256361687,False,False
wilt,classification,controlled_mlp,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,controlled_mlp,SafeGram-t02,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G1-point-t01,G1,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G2-oneSE-t01,G2,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,G4-constrained-0.05,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,GramAnchor,fixed,1.0,1.0,0.016273483052763604,0.002946115809256279,0.0948399919676871,False,False
wilt,classification,tabicl_v2,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,Raw+GramAnchor@0.5,fixed,0.5,0.5000000025944111,0.005676998801253387,0.0010277514569728974,0.033084897619382526,False,False
wilt,classification,tabicl_v2,Raw+GramAnchor@0.75,fixed,0.75,0.7500000019458082,0.010211394260892154,0.0018486485019231502,0.059510834069258056,False,False
wilt,classification,tabicl_v2,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabicl_v2,SafeGram-t02,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G1-point-t01,G1,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G2-oneSE-t01,G2,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G3-validation-min,G3,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G4-constrained-0.001,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G4-constrained-0.01,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,G4-constrained-0.05,G4,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,GramAnchor,fixed,1.0,1.0,0.049026580439361714,0.008872796688171203,0.28558258629600425,False,False
wilt,classification,tabm_d,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,Raw+GramAnchor@0.5,fixed,0.5,0.4999999880994669,0.018364633967603274,0.003326899461478461,0.10767916145997167,False,False
wilt,classification,tabm_d,Raw+GramAnchor@0.75,fixed,0.75,0.7499999967234752,0.03169026139606263,0.005737822584646106,0.1851429207888891,False,False
wilt,classification,tabm_d,SafeGram-t0,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,SafeGram-t005,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,SafeGram-t01,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabm_d,SafeGram-t02,SafeGram,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabpfn_2_6,G1-point-t01,G1,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,G2-oneSE-t01,G2,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,G3-validation-min,G3,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,G4-constrained-0.001,G4,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,G4-constrained-0.01,G4,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,G4-constrained-0.05,G4,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,GramAnchor,fixed,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,Raw,fixed,0.0,0.0,0.0,0.0,0.0,False,True
wilt,classification,tabpfn_2_6,Raw+GramAnchor@0.5,fixed,0.5,0.5000000012809775,-0.015439538113385092,-0.0025856333429742154,-0.05794899419172112,False,False
wilt,classification,tabpfn_2_6,Raw+GramAnchor@0.75,fixed,0.75,0.750000000960733,-0.01882190710479094,-0.003152213305073027,-0.07065863918658437,False,False
wilt,classification,tabpfn_2_6,SafeGram-t0,SafeGram,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,SafeGram-t005,SafeGram,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,SafeGram-t01,SafeGram,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
wilt,classification,tabpfn_2_6,SafeGram-t02,SafeGram,1.0,1.0,-0.020232462016537958,-0.0033890196555778213,-0.0760137158415065,False,False
