dataset,model,seed,interface,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
delta_elevators,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m4,True,1.1973281564559797e-15,1.2657432639227895e-15,1.2305109852874905e-15
delta_elevators,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m5,True,8.353661280592622e-16,8.719709953962434e-16,8.460777201480591e-16
delta_elevators,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m6,True,1.06850632314161e-15,1.1168044746665717e-15,1.105552520308981e-15
delta_elevators,catboost,0,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m7,True,8.01121865539619e-16,8.178432184122814e-16,8.077821065500441e-16
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m0,True,1.1436869221093653e-14,1.1407347781509943e-14,1.1274311332852315e-14
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m1,True,8.40180629713255e-15,8.334076662778664e-15,8.27591749457614e-15
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m2,True,9.409063977976408e-15,9.31363474474842e-15,9.230363606241819e-15
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m3,True,8.267012159092019e-15,8.200456220443066e-15,8.103679136816661e-15
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m4,True,8.993491305627914e-15,8.956793860341937e-15,8.845990512272996e-15
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m5,True,8.310479332373984e-15,8.271901710203232e-15,8.146197899559295e-15
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m6,True,1.0486902196993393e-14,1.040206107107434e-14,1.0334847221847315e-14
delta_elevators,catboost,0,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,9.545378302086752e-15,9.50737003747241e-15,9.395977091875222e-15
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m0,True,9.10849725545916e-16,9.13729971344839e-16,9.023994904225807e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m1,True,9.120636106196812e-16,8.979012553692007e-16,9.091603560955782e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m2,True,8.844342502821627e-16,8.948390230198413e-16,8.796736516553321e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m3,True,1.1798900035475502e-15,1.2059173280474633e-15,1.1778381677867754e-15
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m4,True,9.502040804326537e-16,9.838640092816134e-16,9.663049627302317e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m5,True,6.880859450181704e-16,7.048197656034557e-16,6.86748083047283e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m6,True,8.317368277292708e-16,8.506874922013102e-16,8.48284880893407e-16
delta_elevators,catboost,1,GramAnchor-m16,gram_anchor__pivot_tie_v2__orthogonal_all__m7,True,7.753114369426719e-16,7.703402611462434e-16,7.77084338257103e-16
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m0,True,1.222009965127542e-15,1.2447930199643566e-15,1.2221527013116188e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m1,True,1.1522517770317578e-15,1.1429039581992131e-15,1.160521351971349e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m2,True,1.1210968197825217e-15,1.1554800529587701e-15,1.1249205562284736e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m3,True,1.515408235702717e-15,1.58296738233644e-15,1.5281898924683721e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m4,True,1.1973281564559797e-15,1.2657432639227895e-15,1.2305109852874905e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m5,True,8.353661280592622e-16,8.719709953962434e-16,8.460777201480591e-16
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m6,True,1.06850632314161e-15,1.1168044746665717e-15,1.105552520308981e-15
delta_elevators,catboost,1,RankAdaptiveGram,rank_adaptive_gram__orthogonal_all__m7,True,8.01121865539619e-16,8.178432184122814e-16,8.077821065500441e-16
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m0,True,1.1436869221093653e-14,1.1407347781509943e-14,1.1274311332852315e-14
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m1,True,8.40180629713255e-15,8.334076662778664e-15,8.27591749457614e-15
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m2,True,9.409063977976408e-15,9.31363474474842e-15,9.230363606241819e-15
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m3,True,8.267012159092019e-15,8.200456220443066e-15,8.103679136816661e-15
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m4,True,8.993491305627914e-15,8.956793860341937e-15,8.845990512272996e-15
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m5,True,8.310479332373984e-15,8.271901710203232e-15,8.146197899559295e-15
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m6,True,1.0486902196993393e-14,1.040206107107434e-14,1.0334847221847315e-14
delta_elevators,catboost,1,PCA-canonicalization,pca__v1__orthogonal_all__m7,True,9.545378302086752e-15,9.50737003747241e-15,9.395977091875222e-15
