dataset,problem_type,model,seed,target_safe_alpha,log_n_rows,log_n_raw_features,median_empirical_rank,mean_gram_spectrum_entropy,median_block_condition_log10,class_imbalance,categorical_fraction,raw_gram_validation_disagreement
satimage,classification,controlled_mlp,1,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.0521699971170973
satimage,classification,tabm_d,0,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.027056088089442765
satimage,classification,tabm_d,1,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.031218754823969328
satimage,classification,tabicl_v2,0,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.03612323097486778
satimage,classification,tabicl_v2,1,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.03612323097486778
satimage,classification,tabpfn_2_6,0,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.030271021709082437
satimage,classification,tabpfn_2_6,1,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.025591457733565387
satimage,classification,catboost,0,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.02514600870218633
satimage,classification,catboost,1,1.0,6.932447891572508,3.6109179126442243,8.0,0.5134778653038523,1.8908673528768194,0.23828125,0.0,0.02566790116323399
space-ga,regression,controlled_mlp,0,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.3669203713058882
space-ga,regression,controlled_mlp,1,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.23811173832309504
space-ga,regression,tabm_d,0,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.13303637224963985
space-ga,regression,tabm_d,1,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.13028838661898376
space-ga,regression,tabicl_v2,0,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.14387703728835524
space-ga,regression,tabicl_v2,1,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.14387703728835524
space-ga,regression,tabpfn_2_6,0,0.25,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.11104399245330676
space-ga,regression,tabpfn_2_6,1,0.25,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.1109256501804663
space-ga,regression,catboost,0,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.1042205534657143
space-ga,regression,catboost,1,1.0,6.932447891572508,1.9459101490553132,8.0,0.5008305924831947,1.657206961367824,0.0,0.0,0.09890221322205044
california_housing,regression,controlled_mlp,0,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.1932343095684267
california_housing,regression,controlled_mlp,1,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.17201658241990722
california_housing,regression,tabm_d,0,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.1369613021752276
california_housing,regression,tabm_d,1,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.13708010068788035
california_housing,regression,tabicl_v2,0,0.25,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.17343995005006257
california_housing,regression,tabicl_v2,1,0.25,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.17343995005006257
california_housing,regression,tabpfn_2_6,0,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.11787666863271698
california_housing,regression,tabpfn_2_6,1,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.12918873025036157
california_housing,regression,catboost,0,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.09746406923979141
california_housing,regression,catboost,1,1.0,6.932447891572508,2.3025850929940455,8.0,0.47000319485616515,1.9458872160309784,0.0,0.1111111111111111,0.0969397949928052
house_16H,regression,controlled_mlp,0,0.75,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.2611157812391403
house_16H,regression,controlled_mlp,1,0.5,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.31345628180043716
house_16H,regression,tabm_d,0,1.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.20418442315414265
house_16H,regression,tabm_d,1,0.75,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.21208779712114412
house_16H,regression,tabicl_v2,0,0.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.18258224724700772
house_16H,regression,tabicl_v2,1,0.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.18258224724700772
house_16H,regression,tabpfn_2_6,0,0.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.10832490892624143
house_16H,regression,tabpfn_2_6,1,1.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.12861214122292403
house_16H,regression,catboost,0,0.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.13267702212077342
house_16H,regression,catboost,1,0.0,6.932447891572508,2.833213344056216,8.0,0.3751856203502423,2.104626878865989,0.0,0.0,0.12484035827961912
phoneme,classification,controlled_mlp,0,1.0,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.08284604452624458
phoneme,classification,controlled_mlp,1,0.5,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.05898351783231135
phoneme,classification,tabm_d,0,1.0,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.0759463317315309
phoneme,classification,tabm_d,1,0.75,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.07318514895579653
phoneme,classification,tabicl_v2,0,0.75,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.05032080187974211
phoneme,classification,tabicl_v2,1,0.75,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.05032080187974211
phoneme,classification,tabpfn_2_6,0,0.75,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.06219758941766805
phoneme,classification,tabpfn_2_6,1,1.0,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.07540178574575904
phoneme,classification,catboost,0,0.75,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.05863089396922436
phoneme,classification,catboost,1,1.0,6.932447891572508,1.791759469228055,8.0,0.408389570031866,2.165802633021973,0.7060546875,0.0,0.064418354710445
