dataset,problem_type,model,method,alpha,raw_fallback,raw_disagreement,method_disagreement,disagreement_reduction,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,normalized_excess_risk,denominator_sensitive,fit_seconds,predictive_rank
CPMP-2015-regression,regression,controlled_mlp,SafeRankGram-t01,0.0,True,0.0633876987324591,0.0633876987324591,0.0,469.70525342509086,469.70525342509086,1585.5685638698344,0.0,0.0,0.0,False,5.641283626202494,5.5
CPMP-2015-regression,regression,tabm_d,GramAnchor-m16,1.0,False,0.033675213972077095,0.0,1.0,452.2212055464022,472.573861225304,1585.5685638698344,20.352655678901755,0.045043659228042404,0.01795238146343545,False,0.39455774950329214,6.5
CPMP-2015-regression,regression,tabm_d,PCA-canonicalization,1.0,False,0.033675213972077095,0.0,1.0,452.2212055464022,495.5318448241112,1585.5685638698344,43.310639277709015,0.09592520906650531,0.03819138879875415,False,0.7034463045420125,8.0
CPMP-2015-regression,regression,tabm_d,RankAdaptiveGram,1.0,False,0.033675213972077095,0.0,1.0,452.2212055464022,453.67779319042825,1585.5685638698344,1.4565876440260297,0.0032691807876933,0.0012775588809217997,False,0.6266627390868962,3.0
CPMP-2015-regression,regression,tabm_d,Raw,0.0,True,0.033675213972077095,0.033675213972077095,0.0,452.2212055464022,452.2212055464022,1585.5685638698344,0.0,0.0,0.0,False,5.442028644727543,1.0
CPMP-2015-regression,regression,tabm_d,Raw+GramAnchor@0.5,0.5,False,0.033675213972077095,0.0168376069860385,0.5,452.2212055464022,457.8417892091415,1585.5685638698344,5.62058366273925,0.0124455786501856,0.004956716130926251,False,5.836586394230835,4.0
CPMP-2015-regression,regression,tabm_d,Raw+GramAnchor@0.75,0.75,False,0.033675213972077095,0.00841880349301925,0.75,452.2212055464022,464.1106936896425,1585.5685638698344,11.889488143240271,0.02631808695164655,0.0104865527746735,False,5.836586394230835,5.0
CPMP-2015-regression,regression,tabm_d,SafeGram-t01,1.0,False,0.033675213972077095,0.0,1.0,452.2212055464022,472.573861225304,1585.5685638698344,20.352655678901755,0.045043659228042404,0.01795238146343545,False,5.836586394230835,6.5
CPMP-2015-regression,regression,tabm_d,SafeRankGram-t01,0.875,False,0.033675213972077095,0.0041509182551144,0.875,452.2212055464022,452.67044413856115,1585.5685638698344,0.44923859215890616,0.0010278614855614003,0.0003909046416804,False,6.068691383814439,2.0
cardiotocography,classification,catboost,GramAnchor-m16,1.0,False,0.00492261935519255,0.0,1.0,0.0181949507870055,0.027474752998655,2.01796768586807,0.009279802211649452,0.5097852814434362,0.0046404815849736,False,15.081927762599662,7.5
cardiotocography,classification,catboost,PCA-canonicalization,1.0,False,0.00492261935519255,0.0,1.0,0.0181949507870055,0.01558719228052575,2.01796768586807,-0.0026077585064797,-0.14382655438144254,-0.00130399526669645,False,9.278352046618238,1.0
cardiotocography,classification,catboost,RankAdaptiveGram,1.0,False,0.00492261935519255,0.0,1.0,0.0181949507870055,0.018902025839042852,2.01796768586807,0.0007070750520373501,0.03676988585973735,0.00035375324804544996,False,9.215575449517928,3.5
cardiotocography,classification,catboost,Raw,0.0,True,0.00492261935519255,0.00492261935519255,0.0,0.0181949507870055,0.0181949507870055,2.01796768586807,0.0,0.0,0.0,False,86.66564180050045,2.0
cardiotocography,classification,catboost,Raw+GramAnchor@0.5,0.5,False,0.00492261935519255,0.00246130967759625,0.5000000000000003,0.0181949507870055,0.02270623765911545,2.01796768586807,0.0045112868721099,0.2478466088222433,0.00225592402720085,False,101.74756956310011,5.0
cardiotocography,classification,catboost,Raw+GramAnchor@0.75,0.75,False,0.00492261935519255,0.0012306548387980999,0.75,0.0181949507870055,0.025053512884901097,2.01796768586807,0.00685856209789555,0.376790465381592,0.00342970876216995,False,101.74756956310011,6.0
cardiotocography,classification,catboost,SafeGram-t01,1.0,False,0.00492261935519255,0.0,1.0,0.0181949507870055,0.027474752998655,2.01796768586807,0.009279802211649452,0.5097852814434362,0.0046404815849736,False,101.74756956310011,7.5
cardiotocography,classification,catboost,SafeRankGram-t01,1.0,False,0.00492261935519255,0.0,1.0,0.0181949507870055,0.018902025839042852,2.01796768586807,0.0007070750520373501,0.03676988585973735,0.00035375324804544996,False,95.88121725001838,3.5
cardiotocography,classification,controlled_mlp,GramAnchor-m16,1.0,False,0.0129327283275387,0.0,1.0,0.013172775039461649,0.3488081235198246,2.01796768586807,0.3356353484803629,75.59903625932631,0.1673407374025176,False,0.29227357206400484,8.0
cardiotocography,classification,controlled_mlp,PCA-canonicalization,1.0,False,0.0129327283275387,0.0,1.0,0.013172775039461649,0.03753377983299825,2.01796768586807,0.02436100479353655,6.342378017400944,0.012132533195125951,False,0.5260454565286636,4.0
cardiotocography,classification,controlled_mlp,RankAdaptiveGram,1.0,False,0.0129327283275387,0.0,1.0,0.013172775039461649,0.18505001196427479,2.01796768586807,0.1718772369248131,37.46200738748357,0.08571392576727249,False,0.42199317645281553,7.0
cardiotocography,classification,controlled_mlp,Raw,0.0,True,0.0129327283275387,0.0129327283275387,0.0,0.013172775039461649,0.013172775039461649,2.01796768586807,0.0,0.0,0.0,False,4.2395514354575425,1.5
cardiotocography,classification,controlled_mlp,Raw+GramAnchor@0.5,0.5,False,0.0129327283275387,0.0064663643131477495,0.49999999168754045,0.013172775039461649,0.05788860872211145,2.01796768586807,0.0447158336826498,8.634363125580604,0.02231681781936475,False,4.531825007521547,5.0
cardiotocography,classification,controlled_mlp,Raw+GramAnchor@0.75,0.75,False,0.0129327283275387,0.0032331821685748,0.749999995772231,0.013172775039461649,0.09624166336699655,2.01796768586807,0.08306888832753484,16.261651272231713,0.04145463560262505,False,4.531825007521547,6.0
cardiotocography,classification,controlled_mlp,SafeGram-t01,0.0,True,0.0129327283275387,0.0129327283275387,0.0,0.013172775039461649,0.013172775039461649,2.01796768586807,0.0,0.0,0.0,False,4.531825007521547,1.5
cardiotocography,classification,controlled_mlp,SafeRankGram-t01,0.25,False,0.0129327283275387,0.009699546376163399,0.24999999208335155,0.013172775039461649,0.02295783602813895,2.01796768586807,0.00978506098867725,1.798788485313906,0.00488495208828665,False,4.661544611910358,3.0
cardiotocography,classification,tabm_d,GramAnchor-m16,1.0,False,0.01627363726175735,0.0,1.0,0.015707792593765,0.0217956613137391,2.01796768586807,0.0060878687199741,0.4011478037966459,0.0030396822863849,False,0.4363219579681754,6.5
cardiotocography,classification,tabm_d,PCA-canonicalization,1.0,False,0.01627363726175735,0.0,1.0,0.015707792593765,0.045391984135574104,2.01796768586807,0.029684191541809,1.9185396104310808,0.0148236653022212,False,0.3125320145627484,8.0
cardiotocography,classification,tabm_d,RankAdaptiveGram,1.0,False,0.01627363726175735,0.0,1.0,0.015707792593765,0.005924625620935349,2.01796768586807,-0.009783166972829549,-0.6200232483884446,-0.004886264413368251,False,0.324736604001373,1.5
cardiotocography,classification,tabm_d,Raw,0.0,True,0.01627363726175735,0.01627363726175735,0.0,0.015707792593765,0.015707792593765,2.01796768586807,0.0,0.0,0.0,False,2.650381449609995,3.0
cardiotocography,classification,tabm_d,Raw+GramAnchor@0.5,0.5,False,0.01627363726175735,0.00813681864865845,0.4999999989721366,0.015707792593765,0.0184324732585225,2.01796768586807,0.00272468066475745,0.1800416189377255,0.00136040626579235,False,3.0867034075781703,4.0
cardiotocography,classification,tabm_d,Raw+GramAnchor@0.75,0.75,False,0.01627363726175735,0.0040684093191205,0.7499999998130907,0.015707792593765,0.02002197562333245,2.01796768586807,0.00431418302956745,0.2846608607489509,0.00215405450441005,False,3.0867034075781703,5.0
cardiotocography,classification,tabm_d,SafeGram-t01,1.0,False,0.01627363726175735,0.0,1.0,0.015707792593765,0.0217956613137391,2.01796768586807,0.0060878687199741,0.4011478037966459,0.0030396822863849,False,3.0867034075781703,6.5
cardiotocography,classification,tabm_d,SafeRankGram-t01,1.0,False,0.01627363726175735,0.0,1.0,0.015707792593765,0.005924625620935349,2.01796768586807,-0.009783166972829549,-0.6200232483884446,-0.004886264413368251,False,2.975118053611368,1.5
debutanizer,regression,catboost,GramAnchor-m16,1.0,False,0.17953992390213103,0.0,1.0,0.08762165716776255,0.0934925952408055,0.1569418532648913,0.005870938073042949,0.067048944131901,0.08462401914697895,False,1.8990944739198312,7.0
debutanizer,regression,catboost,PCA-canonicalization,1.0,False,0.17953992390213103,0.0854450635245487,0.5241073088561615,0.08762165716776255,0.10379428372277545,0.1569418532648913,0.0161726265550129,0.1844999099191647,0.23343152088559954,False,9.977282458217815,8.0
debutanizer,regression,catboost,RankAdaptiveGram,1.0,False,0.17953992390213103,0.0,1.0,0.08762165716776255,0.0898854145064055,0.1569418532648913,0.0022637573386429504,0.0258492266569776,0.03263627004852015,False,0.9252988690277562,4.0
debutanizer,regression,catboost,Raw,0.0,True,0.17953992390213103,0.17953992390213103,0.0,0.08762165716776255,0.08762165716776255,0.1569418532648913,0.0,0.0,0.0,False,9.056877119350247,1.5
debutanizer,regression,catboost,Raw+GramAnchor@0.5,0.5,False,0.17953992390213103,0.0897699619510655,0.49999999999999994,0.08762165716776255,0.0899061913275971,0.1569418532648913,0.00228453415983455,0.02609578315607575,0.0329209288952595,False,10.955971593270078,5.0
debutanizer,regression,catboost,Raw+GramAnchor@0.75,0.75,False,0.17953992390213103,0.04488498097553275,0.75,0.08762165716776255,0.0915449010059588,0.1569418532648913,0.0039232438381962,0.044809303140328396,0.056543511615583,False,10.955971593270078,6.0
debutanizer,regression,catboost,SafeGram-t01,0.0,True,0.17953992390213103,0.17953992390213103,0.0,0.08762165716776255,0.08762165716776255,0.1569418532648913,0.0,0.0,0.0,False,10.955971593270078,1.5
debutanizer,regression,catboost,SafeRankGram-t01,0.125,True,0.17953992390213103,0.15708938584527565,0.12500000000000006,0.08762165716776255,0.0877392726309945,0.1569418532648913,0.00011761546323195,0.00134774865290985,0.0016880885051653,False,9.982175988378003,3.0
debutanizer,regression,controlled_mlp,GramAnchor-m16,1.0,False,0.18935315994342916,0.0,1.0,0.11507538009125184,0.09487046913599455,0.1569418532648913,-0.0202049109552573,-0.1753139894298369,-0.4857019893957169,False,0.3790603158995509,4.5
debutanizer,regression,controlled_mlp,PCA-canonicalization,1.0,False,0.18935315994342916,0.0012434583453958502,0.9934047158402668,0.11507538009125184,0.1059916996101786,0.1569418532648913,-0.0090836804810732,-0.07858151755778155,-0.22014463842370702,False,3.389902321039699,7.0
debutanizer,regression,controlled_mlp,RankAdaptiveGram,1.0,False,0.18935315994342916,0.0,1.0,0.11507538009125184,0.09378610792366976,0.1569418532648913,-0.02128927216758205,-0.18477830804756484,-0.51134859567409,False,0.3488532119663432,1.5
debutanizer,regression,controlled_mlp,Raw,0.0,True,0.18935315994342916,0.18935315994342916,0.0,0.11507538009125184,0.11507538009125184,0.1569418532648913,0.0,0.0,0.0,False,2.7685559417586774,8.0
debutanizer,regression,controlled_mlp,Raw+GramAnchor@0.5,0.5,False,0.18935315994342916,0.09467657997171455,0.5,0.11507538009125184,0.0976672253662822,0.1569418532648913,-0.01740815472496965,-0.1512239101716037,-0.41713353613530535,False,3.1476162576582283,6.0
debutanizer,regression,controlled_mlp,Raw+GramAnchor@0.75,0.75,False,0.18935315994342916,0.04733828998585725,0.75,0.11507538009125184,0.09420482946618625,0.1569418532648913,-0.02087055062506555,-0.18122319765574654,-0.5006924956845269,False,3.1476162576582283,3.0
debutanizer,regression,controlled_mlp,SafeGram-t01,1.0,False,0.18935315994342916,0.0,1.0,0.11507538009125184,0.09487046913599455,0.1569418532648913,-0.0202049109552573,-0.1753139894298369,-0.4857019893957169,False,3.1476162576582283,4.5
debutanizer,regression,controlled_mlp,SafeRankGram-t01,1.0,False,0.18935315994342916,0.0,1.0,0.11507538009125184,0.09378610792366976,0.1569418532648913,-0.02128927216758205,-0.18477830804756484,-0.51134859567409,False,3.1174091537250206,1.5
debutanizer,regression,tabm_d,GramAnchor-m16,1.0,False,0.22676002103481763,0.0,1.0,0.08336079129392485,0.08728349304109455,0.1569418532648913,0.0039227017471697,0.047168904054678704,0.053175025337325946,False,0.4311799656134099,6.0
debutanizer,regression,tabm_d,PCA-canonicalization,1.0,False,0.22676002103481763,0.0071293216866234,0.9685707357975795,0.08336079129392485,0.09526409696894844,0.1569418532648913,0.01190330567502355,0.14285757295897406,0.16171061218955415,False,3.0954367850208655,8.0
debutanizer,regression,tabm_d,RankAdaptiveGram,1.0,False,0.22676002103481763,0.0,1.0,0.08336079129392485,0.08769757700205855,0.1569418532648913,0.00433678570813365,0.05209715318597615,0.058853615408022544,False,0.3546116870129481,7.0
debutanizer,regression,tabm_d,Raw,0.0,True,0.22676002103481763,0.22676002103481763,0.0,0.08336079129392485,0.08336079129392485,0.1569418532648913,0.0,0.0,0.0,False,2.948868308099918,2.0
debutanizer,regression,tabm_d,Raw+GramAnchor@0.5,0.5,False,0.22676002103481763,0.1133800105174088,0.5,0.08336079129392485,0.0839268855762367,0.1569418532648913,0.0005660942823118851,0.00684210715612195,0.0076288229057097,False,3.380048273713328,4.0
debutanizer,regression,tabm_d,Raw+GramAnchor@0.75,0.75,False,0.22676002103481763,0.05669000525870435,0.75,0.08336079129392485,0.08527065192678396,0.1569418532648913,0.0019098606328591,0.0229915703088988,0.02585581094105405,False,3.380048273713328,5.0
debutanizer,regression,tabm_d,SafeGram-t01,0.0,True,0.22676002103481763,0.22676002103481763,0.0,0.08336079129392485,0.08336079129392485,0.1569418532648913,0.0,0.0,0.0,False,3.380048273713328,2.0
debutanizer,regression,tabm_d,SafeRankGram-t01,0.0,True,0.22676002103481763,0.22676002103481763,0.0,0.08336079129392485,0.08336079129392485,0.1569418532648913,0.0,0.0,0.0,False,3.303479995112866,2.0
delta_elevators,regression,catboost,GramAnchor-m16,1.0,False,0.1193462806494561,0.0,1.0,0.0016688399613298999,0.0016805542222174002,0.0023153644039325,1.1714260887479172e-05,0.00702921848478505,0.018054721259721553,False,0.7015748263802379,8.0
delta_elevators,regression,catboost,PCA-canonicalization,1.0,False,0.1193462806494561,0.0,1.0,0.0016688399613298999,0.0016773478419358,0.0023153644039325,8.50788060586746e-06,0.0050938639251226995,0.01318845033231405,False,0.39672800246626133,6.0
delta_elevators,regression,catboost,RankAdaptiveGram,1.0,False,0.1193462806494561,0.0,1.0,0.0016688399613298999,0.00167325456390575,0.0023153644039325,4.414602575842958e-06,0.0026525672928340576,0.0067803541766287,False,0.3747748414753005,4.0
delta_elevators,regression,catboost,Raw,0.0,True,0.1193462806494561,0.1193462806494561,0.0,0.0016688399613298999,0.0016688399613298999,0.0023153644039325,0.0,0.0,0.0,False,3.9020894195418805,1.0
delta_elevators,regression,catboost,Raw+GramAnchor@0.5,0.5,False,0.1193462806494561,0.05967314032472805,0.5,0.0016688399613298999,0.0016714069790125501,0.0023153644039325,2.5670176826441717e-06,0.0015427968071382,0.0039401759266154005,False,4.603664245922118,2.0
delta_elevators,regression,catboost,Raw+GramAnchor@0.75,0.75,False,0.1193462806494561,0.029836570162364,0.75,0.0016688399613298999,0.00167516311232215,0.0023153644039325,6.323150992233934e-06,0.00379607866176515,0.0097334208667837,False,4.603664245922118,5.0
delta_elevators,regression,catboost,SafeGram-t01,0.75,False,0.1193462806494561,0.029450447958638,0.75,0.0016688399613298999,0.0016775327662223501,0.0023153644039325,8.692804892432792e-06,0.00522373400425965,0.01334749979601695,False,4.603664245922118,7.0
delta_elevators,regression,catboost,SafeRankGram-t01,0.625,False,0.1193462806494561,0.044175671937957,0.625,0.0016688399613298999,0.0016721466800108998,0.0023153644039325,3.306718681010982e-06,0.0019905463394848995,0.005054346961036051,False,4.276864261017181,3.0
delta_elevators,regression,controlled_mlp,GramAnchor-m16,1.0,False,0.0859997863482283,0.0,1.0,0.0016848299710367,0.00174884033945495,0.0023153644039325,6.401036841822017e-05,0.037993182282861096,0.10151084387475776,False,0.18052410543896255,8.0
delta_elevators,regression,controlled_mlp,PCA-canonicalization,1.0,False,0.0859997863482283,0.0,1.0,0.0016848299710367,0.0016819314658684998,0.0023153644039325,-2.898505168259964e-06,-0.0017163831685346504,-0.004625274173511699,False,0.24190543452277774,3.0
delta_elevators,regression,controlled_mlp,RankAdaptiveGram,1.0,False,0.0859997863482283,0.0,1.0,0.0016848299710367,0.0017077125996960499,0.0023153644039325,2.2882628659355695e-05,0.01358277790898475,0.03628231156542145,False,0.1886352334404364,6.0
delta_elevators,regression,controlled_mlp,Raw,0.0,True,0.0859997863482283,0.0859997863482283,0.0,0.0016848299710367,0.0016848299710367,0.0023153644039325,0.0,0.0,0.0,False,2.251572017208673,4.0
delta_elevators,regression,controlled_mlp,Raw+GramAnchor@0.5,0.5,False,0.0859997863482283,0.04299989317411415,0.5,0.0016848299710367,0.00168484221589685,0.0023153644039325,1.2244860140490536e-08,8.441413652550021e-06,1.1039705030500141e-05,False,2.4320961226476356,5.0
delta_elevators,regression,controlled_mlp,Raw+GramAnchor@0.75,0.75,False,0.0859997863482283,0.02149994658705705,0.75,0.0016848299710367,0.00170912348722135,0.0023153644039325,2.4293516184650463e-05,0.0144202232508539,0.03851964733529835,False,2.4320961226476356,7.0
delta_elevators,regression,controlled_mlp,SafeGram-t01,0.25,False,0.0859997863482283,0.0644998397611712,0.24999999999999994,0.0016848299710367,0.00167666693275225,0.0023153644039325,-8.163038284511245e-06,-0.00484426773688165,-0.012951649818906499,False,2.4320961226476356,2.0
delta_elevators,regression,controlled_mlp,SafeRankGram-t01,0.5,False,0.0859997863482283,0.04299989317411415,0.5,0.0016848299710367,0.0016730826774136501,0.0023153644039325,-1.1747293623097944e-05,-0.00697091316438735,-0.01864130825885595,False,2.4402072506491095,1.0
delta_elevators,regression,tabm_d,GramAnchor-m16,1.0,False,0.1443645895804059,0.0,1.0,0.0016590826639926001,0.0016646350173422,0.0023153644039325,5.55235334957977e-06,0.0033431893603771998,0.0084825596113114,False,0.259840702987276,5.0
delta_elevators,regression,tabm_d,PCA-canonicalization,1.0,False,0.1443645895804059,0.0,1.0,0.0016590826639926001,0.0016692806174553,0.0023153644039325,1.0197953462700486e-05,0.0061506305206619,0.01551447462037605,False,0.20939622144214803,8.0
delta_elevators,regression,tabm_d,RankAdaptiveGram,1.0,False,0.1443645895804059,0.0,1.0,0.0016590826639926001,0.0016653912636646999,0.0023153644039325,6.308599672077735e-06,0.0038078577448454,0.0095783677818464,False,0.21367050148546696,6.5
delta_elevators,regression,tabm_d,Raw,0.0,True,0.1443645895804059,0.1443645895804059,0.0,0.0016590826639926001,0.0016590826639926001,0.0023153644039325,0.0,0.0,0.0,False,2.4836094678612426,3.0
delta_elevators,regression,tabm_d,Raw+GramAnchor@0.5,0.5,False,0.1443645895804059,0.07218229479020295,0.5,0.0016590826639926001,0.0016580583517663001,0.0023153644039325,-1.0243122263164928e-06,-0.0006187606270950499,-0.00155209865541125,False,2.7434501708485186,1.0
delta_elevators,regression,tabm_d,Raw+GramAnchor@0.75,0.75,False,0.1443645895804059,0.03609114739510145,0.75,0.0016590826639926001,0.00166039992564375,0.0023153644039325,1.317261651145765e-06,0.0007916508953251,0.0020220226514481503,False,2.7434501708485186,4.0
delta_elevators,regression,tabm_d,SafeGram-t01,0.625,False,0.1443645895804059,0.05372088530198525,0.625,0.0016590826639926001,0.00165871940395245,0.0023153644039325,-3.6326004015962185e-07,-0.00021969373094955002,-0.0005487862380942,False,2.7434501708485186,2.0
delta_elevators,regression,tabm_d,SafeRankGram-t01,1.0,False,0.1443645895804059,0.0,1.0,0.0016590826639926001,0.0016653912636646999,0.0023153644039325,6.308599672077735e-06,0.0038078577448454,0.0095783677818464,False,2.6972799693467095,6.5
first-order-theorem-proving,classification,catboost,GramAnchor-m16,1.0,False,0.0307608540767078,0.0,1.0,1.2824117156477723,1.2922733762270093,1.5936783099392764,0.009861660579236833,0.007713400378521697,0.0312901382481505,False,35.425978697952814,7.0
first-order-theorem-proving,classification,catboost,PCA-canonicalization,1.0,False,0.0307608540767078,0.0,1.0,1.2824117156477723,1.3000577296936187,1.5936783099392764,0.01764601404584635,0.0137685560959141,0.0565571683483659,False,18.82867563155014,8.0
first-order-theorem-proving,classification,catboost,RankAdaptiveGram,1.0,False,0.0307608540767078,0.0,1.0,1.2824117156477723,1.2842722359797296,1.5936783099392764,0.0018605203319576,0.0014707659815878,0.005639429710073699,False,17.3417420363985,3.0
first-order-theorem-proving,classification,catboost,Raw,0.0,True,0.0307608540767078,0.0307608540767078,0.0,1.2824117156477723,1.2824117156477723,1.5936783099392764,0.0,0.0,0.0,False,175.55611010990106,2.0
first-order-theorem-proving,classification,catboost,Raw+GramAnchor@0.5,0.5,False,0.0307608540767078,0.0153804270383539,0.5,1.2824117156477723,1.2845141611421802,1.5936783099392764,0.002102445494408,0.00165163396770285,0.0065488984625489,False,210.98208880785387,4.0
first-order-theorem-proving,classification,catboost,Raw+GramAnchor@0.75,0.75,False,0.0307608540767078,0.007690213519176901,0.75,1.2824117156477723,1.2876530926444576,1.5936783099392764,0.0052413769966853496,0.00410506777709525,0.01653753817729935,False,210.98208880785387,5.0
first-order-theorem-proving,classification,catboost,SafeGram-t01,0.625,False,0.0307608540767078,0.01175747493797955,0.625,1.2824117156477723,1.29115228794458,1.5936783099392764,0.0087405722968078,0.00684184552544235,0.027642780282865,False,210.98208880785387,6.0
first-order-theorem-proving,classification,catboost,SafeRankGram-t01,0.5,False,0.0307608540767078,0.01538042703835385,0.5,1.2824117156477723,1.2806027521636945,1.5936783099392764,-0.0018089634840777501,-0.0013998697400324,-0.0059948319327802,False,192.89785214629956,1.0
first-order-theorem-proving,classification,controlled_mlp,GramAnchor-m16,1.0,False,0.05417987608077825,0.0,1.0,1.3659462410211733,1.3426716566957986,1.5936783099392764,-0.0232745843253747,-0.0170394424016349,-0.10220538942001109,False,0.1448011065367609,4.0
first-order-theorem-proving,classification,controlled_mlp,PCA-canonicalization,1.0,False,0.05417987608077825,0.0,1.0,1.3659462410211733,1.359748298923662,1.5936783099392764,-0.006197942097511349,-0.0045273036664439,-0.0275854393466412,False,0.21997428906615818,6.0
first-order-theorem-proving,classification,controlled_mlp,RankAdaptiveGram,1.0,False,0.05417987608077825,0.0,1.0,1.3659462410211733,1.421144076081053,1.5936783099392764,0.05519783505987945,0.04042127665075225,0.24200604718808705,False,0.14336364041082555,8.0
first-order-theorem-proving,classification,controlled_mlp,Raw,0.0,True,0.05417987608077825,0.05417987608077825,0.0,1.3659462410211733,1.3659462410211733,1.5936783099392764,0.0,0.0,0.0,False,1.2963693890487775,7.0
first-order-theorem-proving,classification,controlled_mlp,Raw+GramAnchor@0.5,0.5,False,0.05417987608077825,0.0270899380492389,0.499999999840394,1.3659462410211733,1.3225054702716208,1.5936783099392764,-0.043440770749552396,-0.0318002754518092,-0.1908665247994471,False,1.4411704955855384,2.0
first-order-theorem-proving,classification,controlled_mlp,Raw+GramAnchor@0.75,0.75,False,0.05417987608077825,0.0135449690268319,0.7499999998802951,1.3659462410211733,1.321074819919561,1.5936783099392764,-0.0448714211016123,-0.03284759366515145,-0.1971513769169251,False,1.4411704955855384,1.0
first-order-theorem-proving,classification,controlled_mlp,SafeGram-t01,0.375,False,0.05417987608077825,0.03357830223593905,0.37499999984921545,1.3659462410211733,1.3290125644185975,1.5936783099392764,-0.0369336766025758,-0.02702793714644215,-0.1625964478945099,False,1.4411704955855384,3.0
first-order-theorem-proving,classification,controlled_mlp,SafeRankGram-t01,0.25,False,0.05417987608077825,0.04063490709393295,0.24999999933878156,1.3659462410211733,1.353154078100161,1.5936783099392764,-0.01279216292101255,-0.0093703240753945,-0.05598998502662185,False,1.4397330294596031,5.0
first-order-theorem-proving,classification,tabm_d,GramAnchor-m16,1.0,False,0.05985696086069975,0.0,1.0,1.335978715758781,1.3624134006378479,1.5936783099392764,0.0264346848790669,0.020357252216768998,0.08877192424142,False,0.7316729270387441,8.0
