dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
bank-marketing,16,label_target_complementarity,,1.0,,0.15631088314660269,0.42006524933114225,0.06571159199012867,0.0
bank-marketing,16,geometry + complementarity,,1.0,,0.15584232305774648,0.4200517416645375,0.06578764816846554,"[5.267444017550443e-06, 0.0]"
bank-marketing,32,ID-factor joint,2.0,0.01,0.003266828194593663,0.059360649197940485,0.2766737018082811,0.04567390892804652,
bank-marketing,32,ID-factor residual,2.0,0.02,0.003527972756042419,0.15080031958208562,0.41866897035255796,0.04275190563851554,
bank-marketing,32,ID-factor joint,4.0,0.01,0.005315862549330262,0.060622152254854456,0.28779026804260704,0.04538982699490451,
bank-marketing,32,ID-factor residual,4.0,0.02,0.002415361395951919,0.14949699650687576,0.4194748061026177,0.04331853522407788,
bank-marketing,32,ID-factor joint,8.0,0.01,0.003961367152158773,0.07107182108468701,0.298923262520101,0.04422750977760866,
bank-marketing,32,ID-factor residual,8.0,0.02,0.003685777978095178,0.1504481398024914,0.4181430231898038,0.042983874287332524,
bank-marketing,32,ID-factor joint,16.0,0.01,0.004918210819103938,0.022545566593753952,0.2356013902187822,0.045565448935583445,
bank-marketing,32,ID-factor residual,16.0,0.02,0.0025594961999666145,0.14858899930662095,0.4164984952033485,0.04313531703389937,
bank-marketing,32,feature-bilinear MLP,4.0,0.01,0.004923344221728115,-0.020652400714393337,0.16418148925188275,0.04735870337918853,
bank-marketing,32,feature-bilinear MLP,8.0,0.01,0.005305568732520373,-0.07212060677606225,0.2652714058335231,0.049874286007848004,
bank-marketing,32,feature-bilinear MLP,16.0,0.01,0.004068447725323391,-0.1612644530411449,0.2549741830158616,0.052181724956083864,
bank-marketing,32,signed bilinear,4.0,0.02,0.004120684298058969,-0.06432690745250058,0.23851271828952048,0.049260580242059024,
bank-marketing,32,signed bilinear,8.0,0.02,0.005127306050293204,-0.1480638742004312,0.15207144022331212,0.05108258144001306,
bank-marketing,32,signed bilinear,16.0,0.02,0.005082476213238456,-0.03161703020301121,0.09131261723757142,0.04800709171358087,
bank-marketing,32,DeepSets,,0.01,0.004828751578052024,0.1218166684547467,0.39954856404681416,0.04464009808431596,
bank-marketing,32,cosine_diversity,,1.0,,0.15015828653319818,0.4189818371168896,0.04316246780102171,4.760696810990339e-06
bank-marketing,32,rbf_diversity,,1.0,,0.15025439406551744,0.41874125462249684,0.04312170353129485,1.5779945597088852e-07
bank-marketing,32,euclidean_neighbor_diversity,,1.0,,0.1501587093508434,0.4191534209899768,0.04323940348033188,1.0089685853898901e-05
bank-marketing,32,label_target_complementarity,,1.0,,0.1502746110009473,0.4186565579021644,0.04311391743108608,0.0
bank-marketing,32,geometry + complementarity,,1.0,,0.15025439406551067,0.41874125462249684,0.043121703531297365,"[1.5779945602164975e-07, 0.0]"
bank-marketing,64,ID-factor joint,2.0,0.01,0.0012342743523065822,0.22138568685791715,0.5197439189793119,0.030870536730237003,
bank-marketing,64,ID-factor residual,2.0,0.02,0.000863558218806449,0.27869010809442774,0.5591373858077381,0.028511659695668295,
bank-marketing,64,ID-factor joint,4.0,0.01,0.001464215820385452,0.21361461896053235,0.5196974331356812,0.031064328396831528,
bank-marketing,64,ID-factor residual,4.0,0.02,0.0007062411243904278,0.27759821542092233,0.5589227234303435,0.02848077003694781,
bank-marketing,64,ID-factor joint,8.0,0.01,0.0017139861581604657,0.17426582254093592,0.48689960171245567,0.03211832452949246,
bank-marketing,64,ID-factor residual,8.0,0.02,0.001201338676225798,0.2754295939826672,0.5605503364108706,0.028374776555165293,
bank-marketing,64,ID-factor joint,16.0,0.01,0.0011424057910574598,0.1959165862337895,0.49826964965432846,0.03139940572720529,
bank-marketing,64,ID-factor residual,16.0,0.02,0.0007349022495018828,0.2786729318506953,0.5591414016005124,0.02846239744462902,
bank-marketing,64,feature-bilinear MLP,4.0,0.01,0.0014698258772654301,0.11381502726346626,0.3830928187829093,0.032241104234375595,
bank-marketing,64,feature-bilinear MLP,8.0,0.01,0.0013153255834772914,0.016140420474143102,0.37612322788693053,0.035210738924115574,
bank-marketing,64,feature-bilinear MLP,16.0,0.01,0.001678708685104781,0.0912906077416068,0.36012005029962985,0.03445415116275243,
bank-marketing,64,signed bilinear,4.0,0.02,0.0013665333116677494,0.058428565873316574,0.2984152038887964,0.033257857990003595,
bank-marketing,64,signed bilinear,8.0,0.02,0.0012391674086467406,0.1062391918116058,0.3654864880437984,0.03248814285853117,
bank-marketing,64,signed bilinear,16.0,0.02,0.001942388771091134,-0.011427647119390372,0.13165940893249825,0.03318751585413007,
bank-marketing,64,DeepSets,,0.01,0.0011914223723408092,0.2645633632631236,0.5318271960560534,0.03023897329382957,
bank-marketing,64,cosine_diversity,,1.0,,0.27811793610746893,0.5587646472238611,0.028503706281217955,8.165205827026512e-07
bank-marketing,64,rbf_diversity,,1.0,,0.27786024320081404,0.5586102217380825,0.028493632785761697,7.599507934524302e-09
bank-marketing,64,euclidean_neighbor_diversity,,1.0,,0.2782627869358424,0.5585858836000559,0.02850936846750981,8.593360201758173e-07
bank-marketing,64,label_target_complementarity,,1.0,,0.2783481629046868,0.5586769082362754,0.02850790782957811,1.516312074396745e-07
bank-marketing,64,geometry + complementarity,,1.0,,0.27833826796574845,0.5586769082362754,0.028507743724120512,"[3.4362688051740054e-09, 1.4706046665641783e-07]"
