dataset,K,parameterization,rank,regularization,val_mse,r2,spearman,mae,coefficient
diamonds,16,label_target_complementarity,,1.0,,0.14593097302264513,0.4191264056567674,0.08616242046499939,3.518381286382425e-05
diamonds,16,geometry + complementarity,,1.0,,0.1586112119854597,0.4366777322039382,0.08603569157386348,"[0.0012656972722972907, 0.0016462016879599428]"
diamonds,32,ID-factor joint,2.0,0.01,0.0026598167947632814,0.036352082442983824,0.20766059931082909,0.04586623854231221,
diamonds,32,ID-factor residual,2.0,0.02,0.0017493938653525998,0.09029067035064631,0.33426832346918733,0.04519917619015327,
diamonds,32,ID-factor joint,4.0,0.01,0.0035254508729155518,0.04326204094638597,0.23410702854395077,0.04612052723174064,
diamonds,32,ID-factor residual,4.0,0.02,0.002548314062498791,0.092836326317007,0.3351431578405524,0.045067094750169547,
diamonds,32,ID-factor joint,8.0,0.01,0.0025268247165665557,0.052777900612644535,0.22327217625728235,0.045611344063278304,
diamonds,32,ID-factor residual,8.0,0.02,0.0025510396844472356,0.09508675748207396,0.3361638993493868,0.04494378057338217,
diamonds,32,ID-factor joint,16.0,0.01,0.0029241995047400516,-0.04632106650702794,0.24513476057447978,0.047988071623800865,
diamonds,32,ID-factor residual,16.0,0.02,0.0025110656111628684,0.09302697529163939,0.3337624552703051,0.04507883461531501,
diamonds,32,feature-bilinear MLP,4.0,0.01,0.0034914528736311014,-0.039390379487114435,0.1871323534109383,0.048961254838976655,
diamonds,32,feature-bilinear MLP,8.0,0.01,0.0026004342308263684,-0.17962757552097264,0.1681341905185244,0.0511742750457491,
diamonds,32,feature-bilinear MLP,16.0,0.01,0.0031671044409475437,-0.2523498577235508,0.20539191977468238,0.053376115114688934,
diamonds,32,signed bilinear,4.0,0.02,0.003643382656784839,0.018124115571771515,0.1199404737820146,0.046493422862211246,
diamonds,32,signed bilinear,8.0,0.02,0.0028493805914248083,0.03538516203459807,0.15387027200485592,0.046857837926060956,
diamonds,32,signed bilinear,16.0,0.02,0.0033659536509612216,-0.03562534999361766,0.16319275239455333,0.04764587394854711,
diamonds,32,DeepSets,,0.01,0.003203676902007863,0.08516451323446339,0.3752824669088027,0.044902168504781154,
diamonds,32,cosine_diversity,,1.0,,0.08981449609031067,0.33862728398974606,0.04531096376228926,0.00010281735012540594
diamonds,32,rbf_diversity,,1.0,,0.09152757516999921,0.3342394827756259,0.04512983781739854,1.2651392039506757e-06
diamonds,32,euclidean_neighbor_diversity,,1.0,,0.08915079226659894,0.33554960474559614,0.04527177667352262,2.0240887329557754e-05
diamonds,32,label_target_complementarity,,1.0,,0.09332894971905681,0.3346226867588542,0.045026976897336715,1.3685269086261235e-06
diamonds,32,geometry + complementarity,,1.0,,0.10084637720153966,0.33665759847925575,0.04499487539795347,"[0.00022409955091998938, 0.00026658056223578623]"
diamonds,64,ID-factor joint,2.0,0.01,0.001205735941490931,0.08592226380590162,0.3022406724238126,0.028659832591614063,
diamonds,64,ID-factor residual,2.0,0.02,0.0010360039896242428,0.2524245102942332,0.5216755153037907,0.02569699410610935,
diamonds,64,ID-factor joint,4.0,0.01,0.0014418987299847253,0.10517292557684088,0.3549820259808406,0.028218516198770405,
diamonds,64,ID-factor residual,4.0,0.02,0.0007638287036017062,0.2503982260747155,0.5225671429903941,0.0257442321130411,
diamonds,64,ID-factor joint,8.0,0.01,0.0014297437133415783,0.1537746163230438,0.4882837116220267,0.027247501597171927,
diamonds,64,ID-factor residual,8.0,0.02,0.0008753917473382942,0.24899766041812355,0.5191382644145208,0.025759304412413805,
diamonds,64,ID-factor joint,16.0,0.01,0.0015273928542741402,0.11413255406305833,0.35351346273231743,0.027987948468477346,
diamonds,64,ID-factor residual,16.0,0.02,0.0008439795636673687,0.24752626144281653,0.5221826004095743,0.025806345693958063,
diamonds,64,feature-bilinear MLP,4.0,0.01,0.0012773583485085704,0.07386486890891863,0.3612609005196253,0.02895043268377983,
diamonds,64,feature-bilinear MLP,8.0,0.01,0.001397151170821881,-0.07907660651891013,0.3927020024385597,0.03053050545064294,
diamonds,64,feature-bilinear MLP,16.0,0.01,0.0016824083173334668,-0.06273650307332512,0.39222765212842187,0.03171006330007216,
diamonds,64,signed bilinear,4.0,0.02,0.0016809325833883639,0.04162448071139113,0.20728445338762844,0.029593368382696734,
diamonds,64,signed bilinear,8.0,0.02,0.0013529301641334432,0.008505671756153688,0.11559149541464905,0.030052130014793982,
diamonds,64,signed bilinear,16.0,0.02,0.0013978019639041095,-0.056602618499807855,0.2531182783006454,0.03085932981929204,
diamonds,64,DeepSets,,0.01,0.0013537294242884188,0.20888486447211996,0.5047919055733788,0.026541890210939598,
diamonds,64,cosine_diversity,,1.0,,0.2466661818886553,0.522822571748983,0.025849813161804257,2.149971442122478e-05
diamonds,64,rbf_diversity,,1.0,,0.24873817576572965,0.5220938878964675,0.025785833948768485,7.127902688230722e-08
diamonds,64,euclidean_neighbor_diversity,,1.0,,0.24744435386815988,0.5225488893868743,0.025822457432483053,1.6278303989179271e-06
diamonds,64,label_target_complementarity,,1.0,,0.24938774367668815,0.5221574104367168,0.02576864343272758,8.877734964452908e-08
diamonds,64,geometry + complementarity,,1.0,,0.24728238482101506,0.5182069655629341,0.025876471374264607,"[2.783977248703878e-05, 3.210679063074094e-05]"
