record_type,dataset,model,method,seed,problem_type,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,C_recomputed,reported_raw_loss,reported_method_loss,reported_C,denominator_clipped,aggregation_semantics
aggregated_report,2dplanes,tabpfn_2_6,GuardedGram-G2-g0p0-t01,,regression,0.9646361826974531,0.9678475159982263,4.3739142822513895,0.003211333300773167,3.4092780995539362,3.4092780995539362,0.0009419393804199582,0.9646361826974532,0.9678475159982264,0.0009419393804199,False,"independent medians of raw loss, method loss, and per-seed C"
seed,2dplanes,tabpfn_2_6,GuardedGram-G2-g0p0-t01,0.0,regression,0.9689723064116189,0.96606881887757,4.3739142822513895,-0.0029034875340488986,3.4049419758397708,3.4049419758397708,-0.000852727463390269,0.9689723064116189,0.96606881887757,-0.000852727463390269,False,per-seed
seed,2dplanes,tabpfn_2_6,GuardedGram-G2-g0p0-t01,1.0,regression,0.9616412994857364,0.9701024330579666,4.3739142822513895,0.008461133572230217,3.412272982765653,3.412272982765653,0.0024796180185362704,0.9616412994857364,0.9701024330579666,0.0024796180185362704,False,per-seed
seed,2dplanes,tabpfn_2_6,GuardedGram-G2-g0p0-t01,2.0,regression,0.9646361826974531,0.9678475159982263,4.3739142822513895,0.003211333300773167,3.4092780995539362,3.4092780995539362,0.0009419393804199582,0.9646361826974531,0.9678475159982263,0.0009419393804199582,False,per-seed
aggregated_report,2dplanes,tabpfn_2_6,PureGram,,regression,0.9646361826974531,0.9729957590310897,4.3739142822513895,0.008359576333636598,3.4092780995539362,3.4092780995539362,0.002452007753409835,0.9646361826974532,0.9729957590310896,0.0024520077534098,False,"independent medians of raw loss, method loss, and per-seed C"
seed,2dplanes,tabpfn_2_6,PureGram,0.0,regression,0.9689723064116189,0.967819918862004,4.3739142822513895,-0.001152387549614886,3.4049419758397708,3.4049419758397708,-0.00033844557639801465,0.9689723064116189,0.967819918862004,-0.00033844557639801465,False,per-seed
seed,2dplanes,tabpfn_2_6,PureGram,1.0,regression,0.9616412994857364,0.9765998374506532,4.3739142822513895,0.014958537964916752,3.412272982765653,3.412272982765653,0.004383745978257822,0.9616412994857364,0.9765998374506532,0.004383745978257822,False,per-seed
seed,2dplanes,tabpfn_2_6,PureGram,2.0,regression,0.9646361826974531,0.9729957590310897,4.3739142822513895,0.008359576333636598,3.4092780995539362,3.4092780995539362,0.002452007753409835,0.9646361826974531,0.9729957590310897,0.002452007753409835,False,per-seed
aggregated_report,2dplanes,tabpfn_2_6,Raw+Gram@0.75,,regression,0.9646361826974531,0.9678475159982263,4.3739142822513895,0.003211333300773167,3.4092780995539362,3.4092780995539362,0.0009419393804199582,0.9646361826974532,0.9678475159982264,0.0009419393804199,False,"independent medians of raw loss, method loss, and per-seed C"
seed,2dplanes,tabpfn_2_6,Raw+Gram@0.75,0.0,regression,0.9689723064116189,0.96606881887757,4.3739142822513895,-0.0029034875340488986,3.4049419758397708,3.4049419758397708,-0.000852727463390269,0.9689723064116189,0.96606881887757,-0.000852727463390269,False,per-seed
seed,2dplanes,tabpfn_2_6,Raw+Gram@0.75,1.0,regression,0.9616412994857364,0.9701024330579666,4.3739142822513895,0.008461133572230217,3.412272982765653,3.412272982765653,0.0024796180185362704,0.9616412994857364,0.9701024330579666,0.0024796180185362704,False,per-seed
seed,2dplanes,tabpfn_2_6,Raw+Gram@0.75,2.0,regression,0.9646361826974531,0.9678475159982263,4.3739142822513895,0.003211333300773167,3.4092780995539362,3.4092780995539362,0.0009419393804199582,0.9646361826974531,0.9678475159982263,0.0009419393804199582,False,per-seed
aggregated_report,2dplanes,tabpfn_2_6,SafeGram-t01,,regression,0.9646361826974531,0.9701024330579666,4.3739142822513895,0.005466250360513514,3.4092780995539362,3.4092780995539362,0.002452007753409835,0.9646361826974532,0.9701024330579666,0.0024520077534098,False,"independent medians of raw loss, method loss, and per-seed C"
seed,2dplanes,tabpfn_2_6,SafeGram-t01,0.0,regression,0.9689723064116189,0.967819918862004,4.3739142822513895,-0.001152387549614886,3.4049419758397708,3.4049419758397708,-0.00033844557639801465,0.9689723064116189,0.967819918862004,-0.00033844557639801465,False,per-seed
seed,2dplanes,tabpfn_2_6,SafeGram-t01,1.0,regression,0.9616412994857364,0.9701024330579666,4.3739142822513895,0.008461133572230217,3.412272982765653,3.412272982765653,0.0024796180185362704,0.9616412994857364,0.9701024330579666,0.0024796180185362704,False,per-seed
seed,2dplanes,tabpfn_2_6,SafeGram-t01,2.0,regression,0.9646361826974531,0.9729957590310897,4.3739142822513895,0.008359576333636598,3.4092780995539362,3.4092780995539362,0.002452007753409835,0.9646361826974531,0.9729957590310897,0.002452007753409835,False,per-seed
aggregated_report,2dplanes,tabpfn_2_6,SafeRankGram-t01,,regression,0.9646361826974531,0.971537799019287,4.3739142822513895,0.006901616321833948,3.4092780995539362,3.4092780995539362,0.0021701473870451658,0.9646361826974532,0.971537799019287,0.0021701473870451,False,"independent medians of raw loss, method loss, and per-seed C"
seed,2dplanes,tabpfn_2_6,SafeRankGram-t01,0.0,regression,0.9689723064116189,0.971537799019287,4.3739142822513895,0.0025654926076681406,3.4049419758397708,3.4049419758397708,0.0007534614762518547,0.9689723064116189,0.971537799019287,0.0007534614762518547,False,per-seed
seed,2dplanes,tabpfn_2_6,SafeRankGram-t01,1.0,regression,0.9616412994857364,0.9690464347831701,4.3739142822513895,0.007405135297433696,3.412272982765653,3.412272982765653,0.0021701473870451658,0.9616412994857364,0.9690464347831701,0.0021701473870451658,False,per-seed
seed,2dplanes,tabpfn_2_6,SafeRankGram-t01,2.0,regression,0.9646361826974531,0.9746640279931382,4.3739142822513895,0.010027845295685123,3.4092780995539362,3.4092780995539362,0.0029413397801127308,0.9646361826974531,0.9746640279931382,0.0029413397801127308,False,per-seed
aggregated_report,Brazilian_houses,catboost,BlockGuard-Greedy-t01,,regression,959.1540277399796,1045.924430850446,4729.547636266773,86.77040311046642,3770.3936085267937,3770.3936085267937,0.004862206234514842,959.1540277399796,1045.924430850446,0.0048622062345148,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,BlockGuard-Greedy-t01,0.0,regression,922.5436997096795,922.5436997096795,4729.547636266773,0.0,3807.0039365570938,3807.0039365570938,0.0,922.5436997096795,922.5436997096795,0.0,False,per-seed
seed,Brazilian_houses,catboost,BlockGuard-Greedy-t01,1.0,regression,959.1540277399796,1045.924430850446,4729.547636266773,86.77040311046642,3770.3936085267937,3770.3936085267937,0.02301361929805791,959.1540277399796,1045.924430850446,0.02301361929805791,False,per-seed
seed,Brazilian_houses,catboost,BlockGuard-Greedy-t01,2.0,regression,1076.4139476942353,1094.1762370903289,4729.547636266773,17.762289396093593,3653.1336885725377,3653.1336885725377,0.004862206234514842,1076.4139476942353,1094.1762370903289,0.004862206234514842,False,per-seed
aggregated_report,Brazilian_houses,catboost,GuardedGram-G2-g0p0-t01,,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,GuardedGram-G2-g0p0-t01,0.0,regression,922.5436997096795,922.5436997096795,4729.547636266773,0.0,3807.0039365570938,3807.0039365570938,0.0,922.5436997096795,922.5436997096795,0.0,False,per-seed
seed,Brazilian_houses,catboost,GuardedGram-G2-g0p0-t01,1.0,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,per-seed
seed,Brazilian_houses,catboost,GuardedGram-G2-g0p0-t01,2.0,regression,1076.4139476942353,1072.2404026589636,4729.547636266773,-4.1735450352716725,3653.1336885725377,3653.1336885725377,-0.0011424561461648795,1076.4139476942353,1072.2404026589636,-0.0011424561461648795,False,per-seed
aggregated_report,Brazilian_houses,catboost,PureGram,,regression,959.1540277399796,1434.8963521346518,4729.547636266773,475.7423243946722,3770.3936085267937,3770.3936085267937,0.12840598794588615,959.1540277399796,1434.8963521346518,0.1284059879458861,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,PureGram,0.0,regression,922.5436997096795,1434.8963521346518,4729.547636266773,512.3526524249723,3807.0039365570938,3807.0039365570938,0.13458159249720245,922.5436997096795,1434.8963521346518,0.13458159249720245,False,per-seed
seed,Brazilian_houses,catboost,PureGram,1.0,regression,959.1540277399796,1443.2951439877172,4729.547636266773,484.1411162477376,3770.3936085267937,3770.3936085267937,0.12840598794588615,959.1540277399796,1443.2951439877172,0.12840598794588615,False,per-seed
seed,Brazilian_houses,catboost,PureGram,2.0,regression,1076.4139476942353,1276.311768732705,4729.547636266773,199.89782103846983,3653.1336885725377,3653.1336885725377,0.0547195471284764,1076.4139476942353,1276.311768732705,0.0547195471284764,False,per-seed
aggregated_report,Brazilian_houses,catboost,Raw+Gram@0.75,,regression,959.1540277399796,1256.3259705370326,4729.547636266773,297.171942797053,3770.3936085267937,3770.3936085267937,0.0788172200708687,959.1540277399796,1256.3259705370326,0.0788172200708687,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,Raw+Gram@0.75,0.0,regression,922.5436997096795,1260.8063303383994,4729.547636266773,338.26263062872,3807.0039365570938,3807.0039365570938,0.08885271364721298,922.5436997096795,1260.8063303383994,0.08885271364721298,False,per-seed
seed,Brazilian_houses,catboost,Raw+Gram@0.75,1.0,regression,959.1540277399796,1256.3259705370326,4729.547636266773,297.171942797053,3770.3936085267937,3770.3936085267937,0.0788172200708687,959.1540277399796,1256.3259705370326,0.0788172200708687,False,per-seed
seed,Brazilian_houses,catboost,Raw+Gram@0.75,2.0,regression,1076.4139476942353,1176.7972863674165,4729.547636266773,100.38333867318124,3653.1336885725377,3653.1336885725377,0.027478692878717514,1076.4139476942353,1176.7972863674165,0.027478692878717514,False,per-seed
aggregated_report,Brazilian_houses,catboost,SafeGram-t01,,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,SafeGram-t01,0.0,regression,922.5436997096795,922.5436997096795,4729.547636266773,0.0,3807.0039365570938,3807.0039365570938,0.0,922.5436997096795,922.5436997096795,0.0,False,per-seed
seed,Brazilian_houses,catboost,SafeGram-t01,1.0,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,per-seed
seed,Brazilian_houses,catboost,SafeGram-t01,2.0,regression,1076.4139476942353,1076.4139476942353,4729.547636266773,0.0,3653.1336885725377,3653.1336885725377,0.0,1076.4139476942353,1076.4139476942353,0.0,False,per-seed
aggregated_report,Brazilian_houses,catboost,SafeRankGram-t01,,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,catboost,SafeRankGram-t01,0.0,regression,922.5436997096795,922.5436997096795,4729.547636266773,0.0,3807.0039365570938,3807.0039365570938,0.0,922.5436997096795,922.5436997096795,0.0,False,per-seed
seed,Brazilian_houses,catboost,SafeRankGram-t01,1.0,regression,959.1540277399796,959.1540277399796,4729.547636266773,0.0,3770.3936085267937,3770.3936085267937,0.0,959.1540277399796,959.1540277399796,0.0,False,per-seed
seed,Brazilian_houses,catboost,SafeRankGram-t01,2.0,regression,1076.4139476942353,1076.4139476942353,4729.547636266773,0.0,3653.1336885725377,3653.1336885725377,0.0,1076.4139476942353,1076.4139476942353,0.0,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,BlockGuard-Greedy-t01,,regression,2954.690271671243,1140.245348894303,4729.547636266773,-1814.4449227769398,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1140.245348894303,-0.97221283867586,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,BlockGuard-Greedy-t01,0.0,regression,1262.6676695590268,1136.4205430530656,4729.547636266773,-126.2471265059612,3466.8799667077465,3466.8799667077465,-0.03641519975260328,1262.6676695590268,1136.4205430530656,-0.03641519975260328,False,per-seed
seed,Brazilian_houses,controlled_mlp,BlockGuard-Greedy-t01,1.0,regression,2954.690271671243,1229.1511549930665,4729.547636266773,-1725.5391166781765,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1229.1511549930665,-0.9722128386758601,False,per-seed
seed,Brazilian_houses,controlled_mlp,BlockGuard-Greedy-t01,2.0,regression,2956.850683182502,1140.245348894303,4729.547636266773,-1816.605334288199,1772.6969530842712,1772.6969530842712,-1.0247692540609001,2956.850683182502,1140.245348894303,-1.0247692540609001,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,GuardedGram-G2-g0p0-t01,,regression,2954.690271671243,1294.119219078137,4729.547636266773,-1660.571052593106,1774.8573645955303,1774.8573645955303,-0.9144485621298928,2954.690271671243,1294.119219078137,-0.9144485621298928,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,GuardedGram-G2-g0p0-t01,0.0,regression,1262.6676695590268,1105.4981697221697,4729.547636266773,-157.16949983685709,3466.8799667077465,3466.8799667077465,-0.045334566338075435,1262.6676695590268,1105.4981697221697,-0.045334566338075435,False,per-seed
seed,Brazilian_houses,controlled_mlp,GuardedGram-G2-g0p0-t01,1.0,regression,2954.690271671243,1331.6745066312094,4729.547636266773,-1623.0157650400336,1774.8573645955303,1774.8573645955303,-0.9144485621298928,2954.690271671243,1331.6745066312094,-0.9144485621298928,False,per-seed
seed,Brazilian_houses,controlled_mlp,GuardedGram-G2-g0p0-t01,2.0,regression,2956.850683182502,1294.119219078137,4729.547636266773,-1662.7314641043652,1772.6969530842712,1772.6969530842712,-0.937967124731286,2956.850683182502,1294.119219078137,-0.937967124731286,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,PureGram,,regression,2954.690271671243,1140.245348894303,4729.547636266773,-1814.4449227769398,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1140.245348894303,-0.97221283867586,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,PureGram,0.0,regression,1262.6676695590268,1136.4205430530656,4729.547636266773,-126.2471265059612,3466.8799667077465,3466.8799667077465,-0.03641519975260328,1262.6676695590268,1136.4205430530656,-0.03641519975260328,False,per-seed
seed,Brazilian_houses,controlled_mlp,PureGram,1.0,regression,2954.690271671243,1229.1511549930665,4729.547636266773,-1725.5391166781765,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1229.1511549930665,-0.9722128386758601,False,per-seed
seed,Brazilian_houses,controlled_mlp,PureGram,2.0,regression,2956.850683182502,1140.245348894303,4729.547636266773,-1816.605334288199,1772.6969530842712,1772.6969530842712,-1.0247692540609001,2956.850683182502,1140.245348894303,-1.0247692540609001,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,Raw+Gram@0.75,,regression,2954.690271671243,1294.119219078137,4729.547636266773,-1660.571052593106,1774.8573645955303,1774.8573645955303,-0.9144485621298928,2954.690271671243,1294.119219078137,-0.9144485621298928,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,Raw+Gram@0.75,0.0,regression,1262.6676695590268,1105.4981697221697,4729.547636266773,-157.16949983685709,3466.8799667077465,3466.8799667077465,-0.045334566338075435,1262.6676695590268,1105.4981697221697,-0.045334566338075435,False,per-seed
seed,Brazilian_houses,controlled_mlp,Raw+Gram@0.75,1.0,regression,2954.690271671243,1331.6745066312094,4729.547636266773,-1623.0157650400336,1774.8573645955303,1774.8573645955303,-0.9144485621298928,2954.690271671243,1331.6745066312094,-0.9144485621298928,False,per-seed
seed,Brazilian_houses,controlled_mlp,Raw+Gram@0.75,2.0,regression,2956.850683182502,1294.119219078137,4729.547636266773,-1662.7314641043652,1772.6969530842712,1772.6969530842712,-0.937967124731286,2956.850683182502,1294.119219078137,-0.937967124731286,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,SafeGram-t01,,regression,2954.690271671243,1140.245348894303,4729.547636266773,-1814.4449227769398,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1140.245348894303,-0.97221283867586,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,SafeGram-t01,0.0,regression,1262.6676695590268,1105.4981697221697,4729.547636266773,-157.16949983685709,3466.8799667077465,3466.8799667077465,-0.045334566338075435,1262.6676695590268,1105.4981697221697,-0.045334566338075435,False,per-seed
seed,Brazilian_houses,controlled_mlp,SafeGram-t01,1.0,regression,2954.690271671243,1229.1511549930665,4729.547636266773,-1725.5391166781765,1774.8573645955303,1774.8573645955303,-0.9722128386758601,2954.690271671243,1229.1511549930665,-0.9722128386758601,False,per-seed
seed,Brazilian_houses,controlled_mlp,SafeGram-t01,2.0,regression,2956.850683182502,1140.245348894303,4729.547636266773,-1816.605334288199,1772.6969530842712,1772.6969530842712,-1.0247692540609001,2956.850683182502,1140.245348894303,-1.0247692540609001,False,per-seed
aggregated_report,Brazilian_houses,controlled_mlp,SafeRankGram-t01,,regression,2954.690271671243,1229.2214176814932,4729.547636266773,-1725.4688539897497,1774.8573645955303,1774.8573645955303,-0.9487104277061895,2954.690271671243,1229.2214176814932,-0.9487104277061896,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,controlled_mlp,SafeRankGram-t01,0.0,regression,1262.6676695590268,1200.403514229724,4729.547636266773,-62.26415532930287,3466.8799667077465,3466.8799667077465,-0.017959708996914243,1262.6676695590268,1200.403514229724,-0.017959708996914243,False,per-seed
seed,Brazilian_houses,controlled_mlp,SafeRankGram-t01,1.0,regression,2954.690271671243,1229.2214176814932,4729.547636266773,-1725.4688539897497,1774.8573645955303,1774.8573645955303,-0.972173250881467,2954.690271671243,1229.2214176814932,-0.972173250881467,False,per-seed
seed,Brazilian_houses,controlled_mlp,SafeRankGram-t01,2.0,regression,2956.850683182502,1275.0745986284642,4729.547636266773,-1681.7760845540379,1772.6969530842712,1772.6969530842712,-0.9487104277061895,2956.850683182502,1275.0745986284642,-0.9487104277061895,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,BlockGuard-Greedy-t01,,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.42968049932,-0.0018525621993796,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,BlockGuard-Greedy-t01,0.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
seed,Brazilian_houses,tabicl_v2,BlockGuard-Greedy-t01,1.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
seed,Brazilian_houses,tabicl_v2,BlockGuard-Greedy-t01,2.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,GuardedGram-G2-g0p0-t01,,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,GuardedGram-G2-g0p0-t01,0.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
seed,Brazilian_houses,tabicl_v2,GuardedGram-G2-g0p0-t01,1.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
seed,Brazilian_houses,tabicl_v2,GuardedGram-G2-g0p0-t01,2.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,PureGram,,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.42968049932,-0.0018525621993796,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,PureGram,0.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
seed,Brazilian_houses,tabicl_v2,PureGram,1.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
seed,Brazilian_houses,tabicl_v2,PureGram,2.0,regression,967.399294306095,960.4296804993199,4729.547636266773,-6.969613806775101,3762.1483419606784,3762.1483419606784,-0.0018525621993796294,967.399294306095,960.4296804993199,-0.0018525621993796294,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,Raw+Gram@0.75,,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,Raw+Gram@0.75,0.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
seed,Brazilian_houses,tabicl_v2,Raw+Gram@0.75,1.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
seed,Brazilian_houses,tabicl_v2,Raw+Gram@0.75,2.0,regression,967.399294306095,956.9510129580271,4729.547636266773,-10.448281348067894,3762.1483419606784,3762.1483419606784,-0.002777211422403051,967.399294306095,956.9510129580271,-0.002777211422403051,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,SafeGram-t01,,regression,967.399294306095,960.4547635996953,4729.547636266773,-6.944530706399746,3762.1483419606784,3762.1483419606784,-0.0018458949714833784,967.399294306095,960.4547635996952,-0.0018458949714833,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,SafeGram-t01,0.0,regression,967.399294306095,960.4547635996953,4729.547636266773,-6.944530706399746,3762.1483419606784,3762.1483419606784,-0.0018458949714833784,967.399294306095,960.4547635996953,-0.0018458949714833784,False,per-seed
seed,Brazilian_houses,tabicl_v2,SafeGram-t01,1.0,regression,967.399294306095,960.4547635996953,4729.547636266773,-6.944530706399746,3762.1483419606784,3762.1483419606784,-0.0018458949714833784,967.399294306095,960.4547635996953,-0.0018458949714833784,False,per-seed
seed,Brazilian_houses,tabicl_v2,SafeGram-t01,2.0,regression,967.399294306095,960.4547635996953,4729.547636266773,-6.944530706399746,3762.1483419606784,3762.1483419606784,-0.0018458949714833784,967.399294306095,960.4547635996953,-0.0018458949714833784,False,per-seed
aggregated_report,Brazilian_houses,tabicl_v2,SafeRankGram-t01,,regression,967.399294306095,949.4981963032191,4729.547636266773,-17.901098002875983,3762.1483419606784,3762.1483419606784,-0.004758211632225714,967.399294306095,949.4981963032192,-0.0047582116322257,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabicl_v2,SafeRankGram-t01,0.0,regression,967.399294306095,949.4981963032191,4729.547636266773,-17.901098002875983,3762.1483419606784,3762.1483419606784,-0.004758211632225714,967.399294306095,949.4981963032191,-0.004758211632225714,False,per-seed
seed,Brazilian_houses,tabicl_v2,SafeRankGram-t01,1.0,regression,967.399294306095,949.4981963032191,4729.547636266773,-17.901098002875983,3762.1483419606784,3762.1483419606784,-0.004758211632225714,967.399294306095,949.4981963032191,-0.004758211632225714,False,per-seed
seed,Brazilian_houses,tabicl_v2,SafeRankGram-t01,2.0,regression,967.399294306095,949.4981963032191,4729.547636266773,-17.901098002875983,3762.1483419606784,3762.1483419606784,-0.004758211632225714,967.399294306095,949.4981963032191,-0.004758211632225714,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,BlockGuard-Greedy-t01,,regression,2320.516449826237,2294.3194502751508,4729.547636266773,-26.196999551086265,2409.031186440536,2409.031186440536,-0.010874495813312254,2320.516449826237,2294.3194502751508,-0.0108744958133122,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,BlockGuard-Greedy-t01,0.0,regression,2475.5015976503278,2324.1593276530334,4729.547636266773,-151.34226999729435,2254.0460386164455,2254.0460386164455,-0.06714249283488001,2475.5015976503278,2324.1593276530334,-0.06714249283488001,False,per-seed
seed,Brazilian_houses,tabm_d,BlockGuard-Greedy-t01,1.0,regression,2320.516449826237,2294.3194502751508,4729.547636266773,-26.196999551086265,2409.031186440536,2409.031186440536,-0.010874495813312254,2320.516449826237,2294.3194502751508,-0.010874495813312254,False,per-seed
seed,Brazilian_houses,tabm_d,BlockGuard-Greedy-t01,2.0,regression,2258.178948355299,2259.6728911604846,4729.547636266773,1.4939428051857249,2471.3686879114744,2471.3686879114744,0.0006045001753454435,2258.178948355299,2259.6728911604846,0.0006045001753454435,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,GuardedGram-G2-g0p0-t01,,regression,2320.516449826237,2226.989072250113,4729.547636266773,-93.52737757612385,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2226.989072250113,-0.0538922651215915,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,GuardedGram-G2-g0p0-t01,0.0,regression,2475.5015976503278,2317.0589131195866,4729.547636266773,-158.4426845307412,2254.0460386164455,2254.0460386164455,-0.07029256803822641,2475.5015976503278,2317.0589131195866,-0.07029256803822641,False,per-seed
seed,Brazilian_houses,tabm_d,GuardedGram-G2-g0p0-t01,1.0,regression,2320.516449826237,2190.6883024404015,4729.547636266773,-129.82814738583556,2409.031186440536,2409.031186440536,-0.05389226512159153,2320.516449826237,2190.6883024404015,-0.05389226512159153,False,per-seed
seed,Brazilian_houses,tabm_d,GuardedGram-G2-g0p0-t01,2.0,regression,2258.178948355299,2226.989072250113,4729.547636266773,-31.189876105185704,2471.3686879114744,2471.3686879114744,-0.012620486881519857,2258.178948355299,2226.989072250113,-0.012620486881519857,False,per-seed
aggregated_report,Brazilian_houses,tabm_d,PureGram,,regression,2320.516449826237,2272.861516135993,4729.547636266773,-47.65493369024398,2409.031186440536,2409.031186440536,-0.019781783630894594,2320.516449826237,2272.861516135993,-0.0197817836308945,False,"independent medians of raw loss, method loss, and per-seed C"
seed,Brazilian_houses,tabm_d,PureGram,0.0,regression,2475.5015976503278,2324.1593276530334,4729.547636266773,-151.34226999729435,2254.0460386164455,2254.0460386164455,-0.06714249283488001,2475.5015976503278,2324.1593276530334,-0.06714249283488001,False,per-seed
