scope,dataset,model,method,seed,split,problem_type,n_rows,family,selected_alpha,invariant_feature_fraction,raw_disagreement_recomputed,raw_disagreement_stored,method_disagreement_recomputed,method_disagreement_stored,disagreement_reduction,disagreement_reduction_stored,disagreement_mismatch,disagreement_matches_tolerance,raw_fallback,inference_multiplier,raw_loss_recomputed,raw_loss_stored,method_loss_recomputed,method_loss_stored,trivial_loss_recomputed,trivial_loss_stored,raw_loss_mismatch,method_loss_mismatch,trivial_loss_mismatch,absolute_loss_mismatch,loss_matches_tolerance,trivial_matches_tolerance,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,denominator_clipped,C_recomputed,C_stored,C_difference,C_matches_tolerance,C_stable,delta_L,delta_sigma,delta_logloss
general,mfeat-fourier,controlled_mlp,SafeGram-t01,0,validation,classification,256,safety_reference,0.5,,0.06094336723141486,0.06094336723141486,0.030471683522710815,0.030471683522710815,0.5000000015259514,0.5000000015259514,0.0,True,False,2.0,0.5984423881833324,0.5984423881833324,0.5777721965170612,0.5777721965170612,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5984423881833324,0.5777721965170612,2.302573656302008,-0.020670191666271154,1.7041312681186755,1.7041312681186755,False,-0.012129459774005908,-0.012129459774005908,0.0,True,-0.008976994768309826,-0.020670191666271154,,-0.020670191666271154
general,mfeat-fourier,controlled_mlp,SafeGram-t01,0,test,classification,400,safety_reference,0.5,,0.062498662215511716,0.062498662215511716,0.031249331204069756,0.031249331204069756,0.4999999984589446,0.4999999984589446,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.5848318727966317,0.5848318727966317,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.5848318727966317,2.302596522337036,-0.003957663887493301,1.7138069856529112,1.7138069856529112,False,-0.002309282154072645,-0.002309282154072645,0.0,True,-0.001718783056041639,-0.003957663887493301,,-0.003957663887493301
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,0,validation,classification,256,safety_reference,0.5,,0.06094336723141486,0.06094336723141486,0.030471683543883337,0.030471683543883337,0.5000000011785383,0.5000000011785383,0.0,True,False,2.0,0.5984423881833324,0.5984423881833324,0.5759082126921466,0.5759082126921466,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5984423881833324,0.5759082126921466,2.302573656302008,-0.02253417549118575,1.7041312681186755,1.7041312681186755,False,-0.013223262733781651,-0.013223262733781651,0.0,True,-0.009786516678635249,-0.02253417549118575,,-0.02253417549118575
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,0,test,classification,400,safety_reference,0.5,,0.062498662215511716,0.062498662215511716,0.031249331062725084,0.031249331062725084,0.5000000007205079,0.5000000007205079,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.5868084113298996,0.5868084113298996,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.5868084113298996,2.302596522337036,-0.0019811253542254548,1.7138069856529112,1.7138069856529112,False,-0.001155979273518192,-0.001155979273518192,0.0,True,-0.000860387538592605,-0.0019811253542254548,,-0.0019811253542254548
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,0,validation,classification,256,BlockGuard-Greedy,,0.6447368421052632,0.06094336723141486,0.06094336723141486,0.013442282079014812,0.013442282079014812,0.7794299414410165,0.7794299414410165,0.0,True,False,1.0,0.5984423881833324,0.5984423881833324,0.60945614088737,0.60945614088737,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5984423881833324,0.60945614088737,2.302573656302008,0.011013752704037594,1.7041312681186755,1.7041312681186755,False,0.006462972019870594,0.006462972019870594,0.0,True,0.004783235782227249,0.011013752704037594,,0.011013752704037594
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,0,test,classification,400,BlockGuard-Greedy,,0.6447368421052632,0.062498662215511716,0.062498662215511716,0.01163819964035791,0.01163819964035791,0.8137848199018027,0.8137848199018027,0.0,True,False,1.0,0.588789536684125,0.588789536684125,0.625781185678483,0.625781185678483,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.625781185678483,2.302596522337036,0.03699164899435792,1.7138069856529112,1.7138069856529112,False,0.021584489562729355,0.021584489562729355,0.0,True,0.01606518929196201,0.03699164899435792,,0.03699164899435792
general,mfeat-fourier,controlled_mlp,Raw,1,validation,classification,256,fixed,0.0,,0.0668350020875972,0.0668350020875972,0.0668350020875972,0.0668350020875972,0.0,0.0,0.0,True,True,1.0,0.614798766808152,0.614798766808152,0.614798766808152,0.614798766808152,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.614798766808152,2.302573656302008,0.0,1.687774889493856,1.687774889493856,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,controlled_mlp,Raw,1,test,classification,400,fixed,0.0,,0.071009871215344,0.071009871215344,0.071009871215344,0.071009871215344,0.0,0.0,0.0,True,True,1.0,0.6478278904374973,0.6478278904374973,0.6478278904374973,0.6478278904374973,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.6478278904374973,2.302596522337036,0.0,1.6547686318995387,1.6547686318995387,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,1,validation,classification,256,fixed,0.5,,0.0668350020875972,0.0668350020875972,0.0334175008999925,0.0334175008999925,0.5000000021516584,0.5000000021516584,0.0,True,False,2.0,0.614798766808152,0.614798766808152,0.5964945376930699,0.5964945376930699,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.5964945376930699,2.302573656302008,-0.018304229115082116,1.687774889493856,1.687774889493856,False,-0.010845183933605826,-0.010845183933605826,0.0,True,-0.007949465184309966,-0.018304229115082116,,-0.018304229115082116
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,1,test,classification,400,fixed,0.5,,0.071009871215344,0.071009871215344,0.03550493568333768,0.03550493568333768,0.49999999893443436,0.49999999893443436,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5858385974828222,0.5858385974828222,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5858385974828222,2.302596522337036,-0.061989292954675146,1.6547686318995387,1.6547686318995387,False,-0.03746100316363655,-0.03746100316363655,0.0,True,-0.02692147423716192,-0.061989292954675146,,-0.061989292954675146
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,1,validation,classification,256,fixed,0.75,,0.0668350020875972,0.0668350020875972,0.016708750393579472,0.016708750393579472,0.7500000019199495,0.7500000019199495,0.0,True,False,2.0,0.614798766808152,0.614798766808152,0.626137078842883,0.626137078842883,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.626137078842883,2.302573656302008,0.011338312034731013,1.687774889493856,1.687774889493856,False,0.006717905394439919,0.006717905394439919,0.0,True,0.0049241908087060415,0.011338312034731013,,0.011338312034731013
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,1,test,classification,400,fixed,0.75,,0.071009871215344,0.071009871215344,0.01775246784432573,0.01775246784432573,0.7499999994298014,0.7499999994298014,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5943099589144679,0.5943099589144679,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5943099589144679,2.302596522337036,-0.053517931523029416,1.6547686318995387,1.6547686318995387,False,-0.0323416400887387,-0.0323416400887387,0.0,True,-0.023242426974879223,-0.053517931523029416,,-0.053517931523029416
general,mfeat-fourier,controlled_mlp,PureGram,1,validation,classification,256,fixed,1.0,,0.0668350020875972,0.0668350020875972,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.614798766808152,0.614798766808152,0.7357960916717623,0.7357960916717623,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.7357960916717623,2.302573656302008,0.12099732486361026,1.687774889493856,1.687774889493856,False,0.07169044024579364,0.07169044024579364,0.0,True,0.05254873151720803,0.12099732486361026,,0.12099732486361026
general,mfeat-fourier,controlled_mlp,PureGram,1,test,classification,400,fixed,1.0,,0.071009871215344,0.071009871215344,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.6478278904374973,0.6478278904374973,0.669489963894979,0.669489963894979,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.669489963894979,2.302596522337036,0.021662073457481612,1.6547686318995387,1.6547686318995387,False,0.013090696209666077,0.013090696209666077,0.0,True,0.009407672272298728,0.021662073457481612,,0.021662073457481612
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,1,validation,classification,256,G2,0.75,,0.0668350020875972,0.0668350020875972,0.016708750393579472,0.016708750393579472,0.7500000019199495,0.7500000019199495,0.0,True,False,2.0,0.614798766808152,0.614798766808152,0.626137078842883,0.626137078842883,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.626137078842883,2.302573656302008,0.011338312034731013,1.687774889493856,1.687774889493856,False,0.006717905394439919,0.006717905394439919,0.0,True,0.0049241908087060415,0.011338312034731013,,0.011338312034731013
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,1,test,classification,400,G2,0.75,,0.071009871215344,0.071009871215344,0.01775246784432573,0.01775246784432573,0.7499999994298014,0.7499999994298014,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5943099589144679,0.5943099589144679,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5943099589144679,2.302596522337036,-0.053517931523029416,1.6547686318995387,1.6547686318995387,False,-0.0323416400887387,-0.0323416400887387,0.0,True,-0.023242426974879223,-0.053517931523029416,,-0.053517931523029416
general,mfeat-fourier,controlled_mlp,SafeGram-t01,1,validation,classification,256,safety_reference,0.25,,0.0668350020875972,0.0668350020875972,0.05012625148489043,0.05012625148489043,0.2500000012090591,0.2500000012090591,0.0,True,False,2.0,0.614798766808152,0.614798766808152,0.5869654998296746,0.5869654998296746,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.5869654998296746,2.302573656302008,-0.027833266978477433,1.687774889493856,1.687774889493856,False,-0.01649110148025979,-0.01649110148025979,0.0,True,-0.012087894301361186,-0.027833266978477433,,-0.027833266978477433
general,mfeat-fourier,controlled_mlp,SafeGram-t01,1,test,classification,400,safety_reference,0.25,,0.071009871215344,0.071009871215344,0.05325740350228311,0.05325740350228311,0.24999999872165501,0.24999999872165501,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5968250164235926,0.5968250164235926,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5968250164235926,2.302596522337036,-0.05100287401390469,1.6547686318995387,1.6547686318995387,False,-0.03082175539873364,-0.03082175539873364,0.0,True,-0.022150156798699135,-0.05100287401390469,,-0.05100287401390469
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,1,validation,classification,256,safety_reference,0.5,,0.0668350020875972,0.0668350020875972,0.03341750107406316,0.03341750107406316,0.499999999547175,0.499999999547175,0.0,True,False,2.0,0.614798766808152,0.614798766808152,0.576164715166946,0.576164715166946,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.576164715166946,2.302573656302008,-0.038634051641206035,1.687774889493856,1.687774889493856,False,-0.02289052401578977,-0.02289052401578977,0.0,True,-0.016778638779031855,-0.038634051641206035,,-0.038634051641206035
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,1,test,classification,400,safety_reference,0.5,,0.071009871215344,0.071009871215344,0.035504935629047135,0.035504935629047135,0.49999999969898357,0.49999999969898357,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5759185682312988,0.5759185682312988,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5759185682312988,2.302596522337036,-0.0719093222061985,1.6547686318995387,1.6547686318995387,False,-0.043455816613862504,-0.043455816613862504,0.0,True,-0.031229666816839297,-0.0719093222061985,,-0.0719093222061985
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,1,validation,classification,256,BlockGuard-Greedy,,0.6447368421052632,0.0668350020875972,0.0668350020875972,0.012294901899025334,0.012294901899025334,0.8160409738162193,0.8160409738162193,0.0,True,False,1.0,0.614798766808152,0.614798766808152,0.5709582571468026,0.5709582571468026,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.614798766808152,0.5709582571468026,2.302573656302008,-0.04384050966134945,1.687774889493856,1.687774889493856,False,-0.025975329965062285,-0.025975329965062285,0.0,True,-0.019039785998315652,-0.04384050966134945,,-0.04384050966134945
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,1,test,classification,400,BlockGuard-Greedy,,0.6447368421052632,0.071009871215344,0.071009871215344,0.01125161647303767,0.01125161647303767,0.8415485582431758,0.8415485582431758,0.0,True,False,1.0,0.6478278904374973,0.6478278904374973,0.6375822488340023,0.6375822488340023,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.6375822488340023,2.302596522337036,-0.01024564160349506,1.6547686318995387,1.6547686318995387,False,-0.00619158558241094,-0.00619158558241094,0.0,True,-0.004449603525456633,-0.01024564160349506,,-0.01024564160349506
general,mfeat-fourier,controlled_mlp,Raw,2,validation,classification,256,fixed,0.0,,0.0579820948889508,0.0579820948889508,0.0579820948889508,0.0579820948889508,0.0,0.0,0.0,True,True,1.0,0.5856303671177399,0.5856303671177399,0.5856303671177399,0.5856303671177399,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5856303671177399,2.302573656302008,0.0,1.7169432891842682,1.7169432891842682,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,controlled_mlp,Raw,2,test,classification,400,fixed,0.0,,0.06188478731012563,0.06188478731012563,0.06188478731012563,0.06188478731012563,0.0,0.0,0.0,True,True,1.0,0.624761809712978,0.624761809712978,0.624761809712978,0.624761809712978,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.624761809712978,2.302596522337036,0.0,1.6778347126240583,1.6778347126240583,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,2,validation,classification,256,fixed,0.5,,0.0579820948889508,0.0579820948889508,0.028991047508554822,0.028991047508554822,0.49999999889484115,0.49999999889484115,0.0,True,False,2.0,0.5856303671177399,0.5856303671177399,0.5707611415395812,0.5707611415395812,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5707611415395812,2.302573656302008,-0.014869225578158618,1.7169432891842682,1.7169432891842682,False,-0.008660289289591557,-0.008660289289591557,0.0,True,-0.006457654693243982,-0.014869225578158618,,-0.014869225578158618
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,2,test,classification,400,fixed,0.5,,0.06188478731012563,0.06188478731012563,0.030942393790646203,0.030942393790646203,0.49999999780909987,0.49999999780909987,0.0,True,False,2.0,0.624761809712978,0.624761809712978,0.60067449991111,0.60067449991111,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.60067449991111,2.302596522337036,-0.024087309801868018,1.6778347126240583,1.6778347126240583,False,-0.014356187543763799,-0.014356187543763799,0.0,True,-0.010460933805902059,-0.024087309801868018,,-0.024087309801868018
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,2,validation,classification,256,fixed,0.75,,0.0579820948889508,0.0579820948889508,0.014495523758976645,0.014495523758976645,0.7499999993663743,0.7499999993663743,0.0,True,False,2.0,0.5856303671177399,0.5856303671177399,0.5913133573763398,0.5913133573763398,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5913133573763398,2.302573656302008,0.005682990258599974,1.7169432891842682,1.7169432891842682,False,0.003309946399743932,0.003309946399743932,0.0,True,0.002468103568824374,0.005682990258599974,,0.005682990258599974
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,2,test,classification,400,fixed,0.75,,0.06188478731012563,0.06188478731012563,0.015471196913131282,0.015471196913131282,0.7499999986167865,0.7499999986167865,0.0,True,False,2.0,0.624761809712978,0.624761809712978,0.6274469604110556,0.6274469604110556,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.6274469604110556,2.302596522337036,0.0026851506980776207,1.6778347126240583,1.6778347126240583,False,0.0016003666379497928,0.0016003666379497928,0.0,True,0.0011661403428822642,0.0026851506980776207,,0.0026851506980776207
general,mfeat-fourier,controlled_mlp,PureGram,2,validation,classification,256,fixed,1.0,,0.0579820948889508,0.0579820948889508,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.5856303671177399,0.5856303671177399,0.6634285007972706,0.6634285007972706,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.6634285007972706,2.302573656302008,0.0777981336795307,1.7169432891842682,1.7169432891842682,False,0.045311999627252186,0.045311999627252186,0.0,True,0.03378746797810433,0.0777981336795307,,0.0777981336795307
general,mfeat-fourier,controlled_mlp,PureGram,2,test,classification,400,fixed,1.0,,0.06188478731012563,0.06188478731012563,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.624761809712978,0.624761809712978,0.7362267983764316,0.7362267983764316,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.7362267983764316,2.302596522337036,0.11146498866345356,1.6778347126240583,1.6778347126240583,False,0.06643383154776153,0.06643383154776153,0.0,True,0.04840838921719616,0.11146498866345356,,0.11146498866345356
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,2,validation,classification,256,G2,0.75,,0.0579820948889508,0.0579820948889508,0.014495523758976645,0.014495523758976645,0.7499999993663743,0.7499999993663743,0.0,True,False,2.0,0.5856303671177399,0.5856303671177399,0.5913133573763398,0.5913133573763398,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5913133573763398,2.302573656302008,0.005682990258599974,1.7169432891842682,1.7169432891842682,False,0.003309946399743932,0.003309946399743932,0.0,True,0.002468103568824374,0.005682990258599974,,0.005682990258599974
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,2,test,classification,400,G2,0.75,,0.06188478731012563,0.06188478731012563,0.015471196913131282,0.015471196913131282,0.7499999986167865,0.7499999986167865,0.0,True,False,2.0,0.624761809712978,0.624761809712978,0.6274469604110556,0.6274469604110556,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.6274469604110556,2.302596522337036,0.0026851506980776207,1.6778347126240583,1.6778347126240583,False,0.0016003666379497928,0.0016003666379497928,0.0,True,0.0011661403428822642,0.0026851506980776207,,0.0026851506980776207
general,mfeat-fourier,controlled_mlp,SafeGram-t01,2,validation,classification,256,safety_reference,0.5,,0.0579820948889508,0.0579820948889508,0.028991047508554822,0.028991047508554822,0.49999999889484115,0.49999999889484115,0.0,True,False,2.0,0.5856303671177399,0.5856303671177399,0.5707611415395812,0.5707611415395812,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5707611415395812,2.302573656302008,-0.014869225578158618,1.7169432891842682,1.7169432891842682,False,-0.008660289289591557,-0.008660289289591557,0.0,True,-0.006457654693243982,-0.014869225578158618,,-0.014869225578158618
general,mfeat-fourier,controlled_mlp,SafeGram-t01,2,test,classification,400,safety_reference,0.5,,0.06188478731012563,0.06188478731012563,0.030942393790646203,0.030942393790646203,0.49999999780909987,0.49999999780909987,0.0,True,False,2.0,0.624761809712978,0.624761809712978,0.60067449991111,0.60067449991111,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.60067449991111,2.302596522337036,-0.024087309801868018,1.6778347126240583,1.6778347126240583,False,-0.014356187543763799,-0.014356187543763799,0.0,True,-0.010460933805902059,-0.024087309801868018,,-0.024087309801868018
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,2,validation,classification,256,safety_reference,0.25,,0.0579820948889508,0.0579820948889508,0.043486571118156944,0.043486571118156944,0.25000000083743357,0.25000000083743357,0.0,True,False,2.0,0.5856303671177399,0.5856303671177399,0.5888418336014276,0.5888418336014276,2.302573656302008,2.302573656302008,0.0,0.0,0.0,0.0,True,True,0.5856303671177399,0.5888418336014276,2.302573656302008,0.0032114664836877527,1.7169432891842682,1.7169432891842682,False,0.00187045577097281,0.00187045577097281,0.0,True,0.0013947291001519793,0.0032114664836877527,,0.0032114664836877527
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,2,test,classification,400,safety_reference,0.25,,0.06188478731012563,0.06188478731012563,0.04641359045378997,0.04641359045378997,0.2500000004654497,0.2500000004654497,0.0,True,False,2.0,0.624761809712978,0.624761809712978,0.6085736420997754,0.6085736420997754,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.624761809712978,0.6085736420997754,2.302596522337036,-0.01618816761320263,1.6778347126240583,1.6778347126240583,False,-0.009648249312880804,-0.009648249312880804,0.0,True,-0.007030396969753233,-0.01618816761320263,,-0.01618816761320263
