scope,dataset,model,method,seed,problem_type,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,denominator_clipped,C_recomputed,C_stored,C_difference,C_matches_tolerance,C_stable,delta_L,delta_sigma,delta_logloss
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,1,classification,0.6478278904374973,0.5943099589144679,2.302596522337036,-0.053517931523029416,1.6547686318995387,1.6547686318995387,False,-0.0323416400887387,-0.0323416400887387,0.0,True,-0.023242426974879223,-0.053517931523029416,,-0.053517931523029416
general,mfeat-fourier,controlled_mlp,SafeGram-t01,1,classification,0.6478278904374973,0.5968250164235926,2.302596522337036,-0.05100287401390469,1.6547686318995387,1.6547686318995387,False,-0.03082175539873364,-0.03082175539873364,0.0,True,-0.022150156798699135,-0.05100287401390469,,-0.05100287401390469
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,1,classification,0.6478278904374973,0.5759185682312988,2.302596522337036,-0.0719093222061985,1.6547686318995387,1.6547686318995387,False,-0.043455816613862504,-0.043455816613862504,0.0,True,-0.031229666816839297,-0.0719093222061985,,-0.0719093222061985
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,1,classification,0.6478278904374973,0.6375822488340023,2.302596522337036,-0.01024564160349506,1.6547686318995387,1.6547686318995387,False,-0.00619158558241094,-0.00619158558241094,0.0,True,-0.004449603525456633,-0.01024564160349506,,-0.01024564160349506
general,mfeat-fourier,controlled_mlp,Raw,2,classification,0.624761809712978,0.624761809712978,2.302596522337036,0.0,1.6778347126240583,1.6778347126240583,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,2,classification,0.624761809712978,0.60067449991111,2.302596522337036,-0.024087309801868018,1.6778347126240583,1.6778347126240583,False,-0.014356187543763799,-0.014356187543763799,0.0,True,-0.010460933805902059,-0.024087309801868018,,-0.024087309801868018
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,2,classification,0.624761809712978,0.6274469604110556,2.302596522337036,0.0026851506980776207,1.6778347126240583,1.6778347126240583,False,0.0016003666379497928,0.0016003666379497928,0.0,True,0.0011661403428822642,0.0026851506980776207,,0.0026851506980776207
general,mfeat-fourier,controlled_mlp,PureGram,2,classification,0.624761809712978,0.7362267983764316,2.302596522337036,0.11146498866345356,1.6778347126240583,1.6778347126240583,False,0.06643383154776153,0.06643383154776153,0.0,True,0.04840838921719616,0.11146498866345356,,0.11146498866345356
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,2,classification,0.624761809712978,0.6274469604110556,2.302596522337036,0.0026851506980776207,1.6778347126240583,1.6778347126240583,False,0.0016003666379497928,0.0016003666379497928,0.0,True,0.0011661403428822642,0.0026851506980776207,,0.0026851506980776207
general,mfeat-fourier,controlled_mlp,SafeGram-t01,2,classification,0.624761809712978,0.60067449991111,2.302596522337036,-0.024087309801868018,1.6778347126240583,1.6778347126240583,False,-0.014356187543763799,-0.014356187543763799,0.0,True,-0.010460933805902059,-0.024087309801868018,,-0.024087309801868018
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,2,classification,0.624761809712978,0.6085736420997754,2.302596522337036,-0.01618816761320263,1.6778347126240583,1.6778347126240583,False,-0.009648249312880804,-0.009648249312880804,0.0,True,-0.007030396969753233,-0.01618816761320263,,-0.01618816761320263
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,2,classification,0.624761809712978,0.5545218376207037,2.302596522337036,-0.07023997209227428,1.6778347126240583,1.6778347126240583,False,-0.04186346340541621,-0.04186346340541621,0.0,True,-0.030504680872610605,-0.07023997209227428,,-0.07023997209227428
general,mfeat-fourier,tabm_d,Raw,0,classification,0.5036816895751923,0.5036816895751923,2.302596522337036,0.0,1.7989148327618438,1.7989148327618438,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,0,classification,0.5036816895751923,0.49476557443985697,2.302596522337036,-0.008916115135335356,1.7989148327618438,1.7989148327618438,False,-0.004956385356857942,-0.004956385356857942,0.0,True,-0.003872200382846876,-0.008916115135335356,,-0.008916115135335356
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,0,classification,0.5036816895751923,0.4991309990578657,2.302596522337036,-0.00455069051732665,1.7989148327618438,1.7989148327618438,False,-0.002529686472338466,-0.002529686472338466,0.0,True,-0.001976329970614172,-0.00455069051732665,,-0.00455069051732665
general,mfeat-fourier,tabm_d,PureGram,0,classification,0.5036816895751923,0.5163105863911902,2.302596522337036,0.012628896815997881,1.7989148327618438,1.7989148327618438,False,0.007020286111382465,0.007020286111382465,0.0,True,0.005484632975637475,0.012628896815997881,,0.012628896815997881
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,0,classification,0.5036816895751923,0.49476557443985697,2.302596522337036,-0.008916115135335356,1.7989148327618438,1.7989148327618438,False,-0.004956385356857942,-0.004956385356857942,0.0,True,-0.003872200382846876,-0.008916115135335356,,-0.008916115135335356
general,mfeat-fourier,tabm_d,SafeGram-t01,0,classification,0.5036816895751923,0.49591599815136006,2.302596522337036,-0.007765691423832266,1.7989148327618438,1.7989148327618438,False,-0.004316875530960924,-0.004316875530960924,0.0,True,-0.0033725801930554575,-0.007765691423832266,,-0.007765691423832266
general,mfeat-fourier,tabm_d,SafeRankGram-t01,0,classification,0.5036816895751923,0.48533937256512744,2.302596522337036,-0.01834231701006489,1.7989148327618438,1.7989148327618438,False,-0.010196323181072579,-0.010196323181072579,0.0,True,-0.007965927522312172,-0.01834231701006489,,-0.01834231701006489
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,0,classification,0.5036816895751923,0.48887952769096976,2.302596522337036,-0.014802161884222564,1.7989148327618438,1.7989148327618438,False,-0.008228383920486693,-0.008228383920486693,0.0,True,-0.006428465317579395,-0.014802161884222564,,-0.014802161884222564
general,mfeat-fourier,tabm_d,Raw,1,classification,0.48629760978893044,0.48629760978893044,2.302596522337036,0.0,1.8162989125481057,1.8162989125481057,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,1,classification,0.48629760978893044,0.47657509957997257,2.302596522337036,-0.009722510208957869,1.8162989125481057,1.8162989125481057,False,-0.005352924092939114,-0.005352924092939114,0.0,True,-0.004222411575211596,-0.009722510208957869,,-0.009722510208957869
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,1,classification,0.48629760978893044,0.4815665943346704,2.302596522337036,-0.004731015454260024,1.8162989125481057,1.8162989125481057,False,-0.0026047559801832564,-0.0026047559801832564,0.0,True,-0.002054643706947949,-0.004731015454260024,,-0.004731015454260024
general,mfeat-fourier,tabm_d,PureGram,1,classification,0.48629760978893044,0.502507442200218,2.302596522337036,0.016209832411287595,1.8162989125481057,1.8162989125481057,False,0.00892465017696159,0.00892465017696159,0.0,True,0.007039805825310339,0.016209832411287595,,0.016209832411287595
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,1,classification,0.48629760978893044,0.4815665943346704,2.302596522337036,-0.004731015454260024,1.8162989125481057,1.8162989125481057,False,-0.0026047559801832564,-0.0026047559801832564,0.0,True,-0.002054643706947949,-0.004731015454260024,,-0.004731015454260024
general,mfeat-fourier,tabm_d,SafeGram-t01,1,classification,0.48629760978893044,0.4776857773207941,2.302596522337036,-0.008611832468136349,1.8162989125481057,1.8162989125481057,False,-0.004741418061003359,-0.004741418061003359,0.0,True,-0.0037400527554847995,-0.008611832468136349,,-0.008611832468136349
general,mfeat-fourier,tabm_d,SafeRankGram-t01,1,classification,0.48629760978893044,0.46742648591855185,2.302596522337036,-0.018871123870378592,1.8162989125481057,1.8162989125481057,False,-0.010389877866470824,-0.010389877866470824,0.0,True,-0.008195584283791593,-0.018871123870378592,,-0.018871123870378592
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,1,classification,0.48629760978893044,0.5530002578090623,2.302596522337036,0.06670264802013182,1.8162989125481057,1.8162989125481057,False,0.03672448822124434,0.03672448822124434,0.0,True,0.028968448172774754,0.06670264802013182,,0.06670264802013182
general,mfeat-fourier,tabm_d,Raw,2,classification,0.50367737287535,0.50367737287535,2.302596522337036,0.0,1.7989191494616863,1.7989191494616863,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabm_d,Raw+Gram@0.5,2,classification,0.50367737287535,0.48659481895631385,2.302596522337036,-0.017082553919036125,1.7989191494616863,1.7989191494616863,False,-0.009496009825760073,-0.009496009825760073,0.0,True,-0.0074188220790406085,-0.017082553919036125,,-0.017082553919036125
general,mfeat-fourier,tabm_d,Raw+Gram@0.75,2,classification,0.50367737287535,0.4875846740934989,2.302596522337036,-0.016092698781851045,1.7989191494616863,1.7989191494616863,False,-0.008945759895138516,-0.008945759895138516,0.0,True,-0.006988935588905367,-0.016092698781851045,,-0.016092698781851045
general,mfeat-fourier,tabm_d,PureGram,2,classification,0.50367737287535,0.49795495141667667,2.302596522337036,-0.005722421458673299,1.7989191494616863,1.7989191494616863,False,-0.00318103315559551,-0.00318103315559551,0.0,True,-0.0024852037268193595,-0.005722421458673299,,-0.005722421458673299
general,mfeat-fourier,tabm_d,GuardedGram-G2-g0p0-t01,2,classification,0.50367737287535,0.48659481895631385,2.302596522337036,-0.017082553919036125,1.7989191494616863,1.7989191494616863,False,-0.009496009825760073,-0.009496009825760073,0.0,True,-0.0074188220790406085,-0.017082553919036125,,-0.017082553919036125
general,mfeat-fourier,tabm_d,SafeGram-t01,2,classification,0.50367737287535,0.4910344826443901,2.302596522337036,-0.01264289023095988,1.7989191494616863,1.7989191494616863,False,-0.007028048055824618,-0.007028048055824618,0.0,True,-0.00549071020837289,-0.01264289023095988,,-0.01264289023095988
general,mfeat-fourier,tabm_d,SafeRankGram-t01,2,classification,0.50367737287535,0.4966043594685414,2.302596522337036,-0.007073013406808548,1.7989191494616863,1.7989191494616863,False,-0.0039318128382396155,-0.0039318128382396155,0.0,True,-0.0030717554457303465,-0.007073013406808548,,-0.007073013406808548
general,mfeat-fourier,tabm_d,BlockGuard-Greedy-t01,2,classification,0.50367737287535,0.483818210917293,2.302596522337036,-0.01985916195805698,1.7989191494616863,1.7989191494616863,False,-0.011039496668874582,-0.011039496668874582,0.0,True,-0.008624681643269742,-0.01985916195805698,,-0.01985916195805698
general,mfeat-fourier,catboost,Raw,0,classification,0.5731691130129043,0.5731691130129043,2.302596522337036,0.0,1.7294274093241317,1.7294274093241317,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,catboost,Raw+Gram@0.5,0,classification,0.5731691130129043,0.5772895459167487,2.302596522337036,0.004120432903844451,1.7294274093241317,1.7294274093241317,False,0.0023825416907522793,0.0023825416907522793,0.0,True,0.0017894723907870707,0.004120432903844451,,0.004120432903844451
general,mfeat-fourier,catboost,Raw+Gram@0.75,0,classification,0.5731691130129043,0.5814360255549564,2.302596522337036,0.00826691254205214,1.7294274093241317,1.7294274093241317,False,0.004780144282137224,0.004780144282137224,0.0,True,0.0035902566784308267,0.00826691254205214,,0.00826691254205214
general,mfeat-fourier,catboost,PureGram,0,classification,0.5731691130129043,0.5871655282516531,2.302596522337036,0.013996415238748838,1.7294274093241317,1.7294274093241317,False,0.008093092062313678,0.008093092062313678,0.0,True,0.006078535732583788,0.013996415238748838,,0.013996415238748838
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,0,classification,0.5731691130129043,0.5814360255549564,2.302596522337036,0.00826691254205214,1.7294274093241317,1.7294274093241317,False,0.004780144282137224,0.004780144282137224,0.0,True,0.0035902566784308267,0.00826691254205214,,0.00826691254205214
general,mfeat-fourier,catboost,SafeGram-t01,0,classification,0.5731691130129043,0.5871655282516531,2.302596522337036,0.013996415238748838,1.7294274093241317,1.7294274093241317,False,0.008093092062313678,0.008093092062313678,0.0,True,0.006078535732583788,0.013996415238748838,,0.013996415238748838
general,mfeat-fourier,catboost,SafeRankGram-t01,0,classification,0.5731691130129043,0.584527931521621,2.302596522337036,0.011358818508716673,1.7294274093241317,1.7294274093241317,False,0.006567964892585894,0.006567964892585894,0.0,True,0.004933047713104318,0.011358818508716673,,0.011358818508716673
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,0,classification,0.5731691130129043,0.5871655282516531,2.302596522337036,0.013996415238748838,1.7294274093241317,1.7294274093241317,False,0.008093092062313678,0.008093092062313678,0.0,True,0.006078535732583788,0.013996415238748838,,0.013996415238748838
general,mfeat-fourier,catboost,Raw,1,classification,0.5763371966996348,0.5763371966996348,2.302596522337036,0.0,1.7262593256374013,1.7262593256374013,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,catboost,Raw+Gram@0.5,1,classification,0.5763371966996348,0.5781316808918413,2.302596522337036,0.0017944841922065136,1.7262593256374013,1.7262593256374013,False,0.0010395217946434097,0.0010395217946434097,0.0,True,0.0007793307141735755,0.0017944841922065136,,0.0017944841922065136
general,mfeat-fourier,catboost,Raw+Gram@0.75,1,classification,0.5763371966996348,0.5808358112356408,2.302596522337036,0.004498614536005974,1.7262593256374013,1.7262593256374013,False,0.002605989997675994,0.002605989997675994,0.0,True,0.0019537137715469463,0.004498614536005974,,0.004498614536005974
general,mfeat-fourier,catboost,PureGram,1,classification,0.5763371966996348,0.5848575832422377,2.302596522337036,0.008520386542602898,1.7262593256374013,1.7262593256374013,False,0.004935751202651342,0.004935751202651342,0.0,True,0.0037003384917628007,0.008520386542602898,,0.008520386542602898
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,1,classification,0.5763371966996348,0.5808358112356408,2.302596522337036,0.004498614536005974,1.7262593256374013,1.7262593256374013,False,0.002605989997675994,0.002605989997675994,0.0,True,0.0019537137715469463,0.004498614536005974,,0.004498614536005974
general,mfeat-fourier,catboost,SafeGram-t01,1,classification,0.5763371966996348,0.5808358112356408,2.302596522337036,0.004498614536005974,1.7262593256374013,1.7262593256374013,False,0.002605989997675994,0.002605989997675994,0.0,True,0.0019537137715469463,0.004498614536005974,,0.004498614536005974
general,mfeat-fourier,catboost,SafeRankGram-t01,1,classification,0.5763371966996348,0.5755327013906848,2.302596522337036,-0.0008044953089499929,1.7262593256374013,1.7262593256374013,False,-0.0004660338669874773,-0.0004660338669874773,0.0,True,-0.00034938613914584776,-0.0008044953089499929,,-0.0008044953089499929
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,1,classification,0.5763371966996348,0.5848575832422377,2.302596522337036,0.008520386542602898,1.7262593256374013,1.7262593256374013,False,0.004935751202651342,0.004935751202651342,0.0,True,0.0037003384917628007,0.008520386542602898,,0.008520386542602898
general,mfeat-fourier,catboost,Raw,2,classification,0.5791666876926069,0.5791666876926069,2.302596522337036,0.0,1.7234298346444292,1.7234298346444292,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,catboost,Raw+Gram@0.5,2,classification,0.5791666876926069,0.5764723599739203,2.302596522337036,-0.0026943277186866066,1.7234298346444292,1.7234298346444292,False,-0.001563352139161783,-0.001563352139161783,0.0,True,-0.0011701258525101828,-0.0026943277186866066,,-0.0026943277186866066
general,mfeat-fourier,catboost,Raw+Gram@0.75,2,classification,0.5791666876926069,0.5772212765347327,2.302596522337036,-0.0019454111578742772,1.7234298346444292,1.7234298346444292,False,-0.0011288020659545135,-0.0011288020659545135,0.0,True,-0.000844877137180668,-0.0019454111578742772,,-0.0019454111578742772
general,mfeat-fourier,catboost,PureGram,2,classification,0.5791666876926069,0.5794732772838814,2.302596522337036,0.0003065895912744976,1.7234298346444292,1.7234298346444292,False,0.0001778950236971799,0.0001778950236971799,0.0,True,0.00013314950678520193,0.0003065895912744976,,0.0003065895912744976
general,mfeat-fourier,catboost,GuardedGram-G2-g0p0-t01,2,classification,0.5791666876926069,0.5772212765347327,2.302596522337036,-0.0019454111578742772,1.7234298346444292,1.7234298346444292,False,-0.0011288020659545135,-0.0011288020659545135,0.0,True,-0.000844877137180668,-0.0019454111578742772,,-0.0019454111578742772
general,mfeat-fourier,catboost,SafeGram-t01,2,classification,0.5791666876926069,0.5794732772838814,2.302596522337036,0.0003065895912744976,1.7234298346444292,1.7234298346444292,False,0.0001778950236971799,0.0001778950236971799,0.0,True,0.00013314950678520193,0.0003065895912744976,,0.0003065895912744976
general,mfeat-fourier,catboost,SafeRankGram-t01,2,classification,0.5791666876926069,0.5740428421100452,2.302596522337036,-0.005123845582561737,1.7234298346444292,1.7234298346444292,False,-0.002973051457948601,-0.002973051457948601,0.0,True,-0.00222524681717197,-0.005123845582561737,,-0.005123845582561737
general,mfeat-fourier,catboost,BlockGuard-Greedy-t01,2,classification,0.5791666876926069,0.5794732772838814,2.302596522337036,0.0003065895912744976,1.7234298346444292,1.7234298346444292,False,0.0001778950236971799,0.0001778950236971799,0.0,True,0.00013314950678520193,0.0003065895912744976,,0.0003065895912744976
general,mfeat-fourier,tabicl_v2,Raw,0,classification,0.3329462013969758,0.3329462013969758,2.302596522337036,0.0,1.9696503209400604,1.9696503209400604,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,0,classification,0.3329462013969758,0.31997319442309063,2.302596522337036,-0.012973006973885148,1.9696503209400604,1.9696503209400604,False,-0.006586451836635391,-0.006586451836635391,0.0,True,-0.005634077376577511,-0.012973006973885148,,-0.012973006973885148
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,0,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,PureGram,0,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,0,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,0,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,0,classification,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,0,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,Raw,1,classification,0.3329462013969758,0.3329462013969758,2.302596522337036,0.0,1.9696503209400604,1.9696503209400604,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,1,classification,0.3329462013969758,0.31997319442309063,2.302596522337036,-0.012973006973885148,1.9696503209400604,1.9696503209400604,False,-0.006586451836635391,-0.006586451836635391,0.0,True,-0.005634077376577511,-0.012973006973885148,,-0.012973006973885148
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,1,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,PureGram,1,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,1,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,1,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,1,classification,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,1,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,Raw,2,classification,0.3329462013969758,0.3329462013969758,2.302596522337036,0.0,1.9696503209400604,1.9696503209400604,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.5,2,classification,0.3329462013969758,0.31997319442309063,2.302596522337036,-0.012973006973885148,1.9696503209400604,1.9696503209400604,False,-0.006586451836635391,-0.006586451836635391,0.0,True,-0.005634077376577511,-0.012973006973885148,,-0.012973006973885148
general,mfeat-fourier,tabicl_v2,Raw+Gram@0.75,2,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,PureGram,2,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,GuardedGram-G2-g0p0-t01,2,classification,0.3329462013969758,0.3208094338302269,2.302596522337036,-0.012136767566748863,1.9696503209400604,1.9696503209400604,False,-0.006161889467241228,-0.006161889467241228,0.0,True,-0.005270905019187021,-0.012136767566748863,,-0.012136767566748863
general,mfeat-fourier,tabicl_v2,SafeGram-t01,2,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabicl_v2,SafeRankGram-t01,2,classification,0.3329462013969758,0.33216591738482876,2.302596522337036,-0.0007802840121470256,1.9696503209400604,1.9696503209400604,False,-0.0003961535729725961,-0.0003961535729725961,0.0,True,-0.000338871358736819,-0.0007802840121470256,,-0.0007802840121470256
general,mfeat-fourier,tabicl_v2,BlockGuard-Greedy-t01,2,classification,0.3329462013969758,0.3273920833527552,2.302596522337036,-0.005554118044220568,1.9696503209400604,1.9696503209400604,False,-0.002819849790174806,-0.002819849790174806,0.0,True,-0.0024121108454482412,-0.005554118044220568,,-0.005554118044220568
general,mfeat-fourier,tabpfn_2_6,Raw,0,classification,0.36169976468078757,0.36169976468078757,2.302596522337036,0.0,1.9408967576562486,1.9408967576562486,False,0.0,0.0,0.0,True,0.0,0.0,,0.0
general,mfeat-fourier,tabpfn_2_6,Raw+Gram@0.5,0,classification,0.36169976468078757,0.35315935433075746,2.302596522337036,-0.008540410350030114,1.9408967576562486,1.9408967576562486,False,-0.004400239382306549,-0.004400239382306549,0.0,True,-0.0037090346776698707,-0.008540410350030114,,-0.008540410350030114
