cell,rho,effect_gap,n_train,seed,world,model,true_ate,plugin_ate,causal_absolute_error,predictive_rmse,predictive_mae,predictive_r2,mean_80_interval_width,runtime_seconds
0,0.25,0.6,128,8,low_effect,ridge,-0.04999999999999999,0.18593208491802216,0.23593208491802214,1.0045615,0.80618215,0.014072411641616989,,0.0021789073944091797
0,0.25,0.6,128,8,low_effect,tabpfn,-0.04999999999999999,0.025500498712062836,0.07550049871206282,1.005813,0.8031895,0.011614133837240526,2.5167994499206543,0.9147870540618896
0,0.25,0.6,128,8,high_effect,ridge,0.55,0.20475228130817413,0.3452477186918259,1.0061976,0.8107416,0.042961135939336925,,0.010317325592041016
0,0.25,0.6,128,8,high_effect,tabpfn,0.55,-0.007210083305835724,0.5572100833058358,1.018479,0.8192135,0.019455736218476183,2.493168830871582,0.7769701480865479
0,0.25,0.6,128,9,low_effect,ridge,-0.04999999999999999,0.31350916624069214,0.3635091662406921,1.0432228,0.82606256,-0.04941330704300362,,0.010024785995483398
0,0.25,0.6,128,9,low_effect,tabpfn,-0.04999999999999999,0.3210028111934662,0.3710028111934662,1.0118599,0.8040929,0.012736367523338621,2.4490997791290283,0.8153777122497559
0,0.25,0.6,128,9,high_effect,ridge,0.55,0.28510576486587524,0.2648942351341248,0.96465033,0.7668816,0.04478020226226187,,0.02613210678100586
0,0.25,0.6,128,9,high_effect,tabpfn,0.55,0.14287793636322021,0.40712206363677983,0.96090245,0.76546717,0.05218830781736339,2.5006635189056396,1.0730345249176025
0,0.25,0.6,128,10,low_effect,ridge,-0.04999999999999999,0.29967448115348816,0.34967448115348815,1.0065026,0.80140555,0.05220448917561271,,0.0018672943115234375
0,0.25,0.6,128,10,low_effect,tabpfn,-0.04999999999999999,0.22583623230457306,0.27583623230457305,1.0042512,0.79815423,0.05643990365395746,2.290938377380371,0.724334716796875
0,0.25,0.6,128,10,high_effect,ridge,0.55,0.18849974870681763,0.3615002512931824,1.0011687,0.80633235,0.028072142304002345,,0.01004338264465332
0,0.25,0.6,128,10,high_effect,tabpfn,0.55,0.13578708469867706,0.414212915301323,0.9967099,0.8003394,0.0367101764488742,2.372018337249756,0.7854652404785156
0,0.25,0.6,128,11,low_effect,ridge,-0.04999999999999999,0.19729302823543549,0.24729302823543547,1.0051696,0.79299843,-0.0007712315124037694,,0.0019338130950927734
0,0.25,0.6,128,11,low_effect,tabpfn,-0.04999999999999999,0.11363015323877335,0.16363015323877333,0.99212146,0.78610027,0.02504233990475868,2.2693350315093994,1.1630520820617676
0,0.25,0.6,128,11,high_effect,ridge,0.55,0.3314475417137146,0.21855245828628544,0.9924427,0.7933301,0.049515863608904254,,0.001972675323486328
0,0.25,0.6,128,11,high_effect,tabpfn,0.55,0.42188435792922974,0.1281156420707703,0.9874131,0.79020375,0.05912539793121041,1.9964170455932617,1.2941672801971436
0,0.25,0.6,128,12,low_effect,ridge,-0.04999999999999999,0.23633602261543274,0.28633602261543273,0.9535274,0.76526475,0.053235330976507456,,0.010018110275268555
0,0.25,0.6,128,12,low_effect,tabpfn,-0.04999999999999999,0.04595357924699783,0.09595357924699782,0.9571494,0.7723834,0.0460290662683045,2.326551914215088,1.20280122756958
0,0.25,0.6,128,12,high_effect,ridge,0.55,0.21261388063430786,0.3373861193656922,1.0081515,0.80013376,0.01269578950664385,,0.001874685287475586
0,0.25,0.6,128,12,high_effect,tabpfn,0.55,0.11519792675971985,0.4348020732402802,1.0106521,0.80997586,0.007792134264729023,2.4063053131103516,1.5981459617614746
0,0.25,0.6,128,13,low_effect,ridge,-0.04999999999999999,0.28420764207839966,0.33420764207839965,0.9828286,0.7837747,0.05076783426189191,,0.0018842220306396484
0,0.25,0.6,128,13,low_effect,tabpfn,-0.04999999999999999,0.2207934558391571,0.2707934558391571,0.9846655,0.78728163,0.047216266588872347,2.396756172180176,1.1447134017944336
0,0.25,0.6,128,13,high_effect,ridge,0.55,0.14382986724376678,0.40617013275623326,0.99159646,0.78371274,0.05119571608795459,,0.002597808837890625
0,0.25,0.6,128,13,high_effect,tabpfn,0.55,0.00374520942568779,0.5462547905743123,1.0155509,0.802848,0.0048008469503193485,2.3743295669555664,1.196526288986206
0,0.25,0.6,128,14,low_effect,ridge,-0.04999999999999999,0.25258246064186096,0.30258246064186095,0.95979786,0.7722635,0.04695175076664038,,0.010912418365478516
0,0.25,0.6,128,14,low_effect,tabpfn,-0.04999999999999999,0.16344982385635376,0.21344982385635375,0.96403486,0.774178,0.03851871545385033,2.432426929473877,0.969620943069458
0,0.25,0.6,128,14,high_effect,ridge,0.55,0.39192724227905273,0.1580727577209473,1.0063645,0.80060875,0.021087243948221368,,0.010549068450927734
0,0.25,0.6,128,14,high_effect,tabpfn,0.55,0.3315075635910034,0.21849243640899663,0.9895582,0.7869091,0.053509739889393226,2.403243064880371,1.0985875129699707
0,0.25,0.6,128,15,low_effect,ridge,-0.04999999999999999,0.15670613944530487,0.20670613944530486,0.9957218,0.8007171,0.03599439975937413,,0.002018451690673828
0,0.25,0.6,128,15,low_effect,tabpfn,-0.04999999999999999,0.12265247851610184,0.17265247851610183,1.0088272,0.80947256,0.010451633997130116,2.1000828742980957,0.9039065837860107
0,0.25,0.6,128,15,high_effect,ridge,0.55,0.20324072241783142,0.3467592775821686,1.0008886,0.79576945,-0.01985428575045578,,0.0020155906677246094
0,0.25,0.6,128,15,high_effect,tabpfn,0.55,0.10998743027448654,0.4400125697255135,0.98779315,0.78294575,0.006658210372268769,2.3389384746551514,0.7195911407470703
0,0.25,0.6,128,16,low_effect,ridge,-0.04999999999999999,0.39739662408828735,0.44739662408828734,0.9788197,0.7741834,0.006916777727644652,,0.01005101203918457
0,0.25,0.6,128,16,low_effect,tabpfn,-0.04999999999999999,0.2786925733089447,0.3286925733089447,0.97017056,0.7680706,0.024389581068133714,2.2923941612243652,1.1091358661651611
0,0.25,0.6,128,16,high_effect,ridge,0.55,0.3386458456516266,0.21135415434837346,0.9424347,0.7533423,0.04249823669198505,,0.0022628307342529297
0,0.25,0.6,128,16,high_effect,tabpfn,0.55,0.4034608006477356,0.14653919935226445,0.9443553,0.75586355,0.03859174735850923,2.486490488052368,0.9251654148101807
0,0.25,0.6,128,17,low_effect,ridge,-0.04999999999999999,0.3480401039123535,0.3980401039123535,0.9909664,0.7856358,0.004238503663576698,,0.002304553985595703
0,0.25,0.6,128,17,low_effect,tabpfn,-0.04999999999999999,0.37132829427719116,0.42132829427719115,0.9920883,0.78596663,0.001982472846130845,2.2468886375427246,1.1881906986236572
0,0.25,0.6,128,17,high_effect,ridge,0.55,0.08267644047737122,0.46732355952262883,0.99985677,0.7936114,-0.0017364940718176403,,0.001880645751953125
0,0.25,0.6,128,17,high_effect,tabpfn,0.55,0.014040572568774223,0.5359594274312258,0.99680376,0.7897184,0.00437155908745579,2.593899965286255,0.7432191371917725
0,0.25,0.6,128,18,low_effect,ridge,-0.04999999999999999,0.20841312408447266,0.25841312408447265,1.0016816,0.80070925,0.015862527584892705,,0.0018625259399414062
0,0.25,0.6,128,18,low_effect,tabpfn,-0.04999999999999999,0.04435969889163971,0.0943596988916397,1.0021856,0.8047471,0.014871983040444237,2.4078774452209473,0.8970057964324951
0,0.25,0.6,128,18,high_effect,ridge,0.55,0.16437117755413055,0.3856288224458695,0.9837228,0.7843487,0.02952166396903555,,0.0019316673278808594
0,0.25,0.6,128,18,high_effect,tabpfn,0.55,0.06509096920490265,0.4849090307950974,0.9895838,0.7890949,0.017923032996518207,2.773024082183838,0.9490063190460205
0,0.25,0.6,128,19,low_effect,ridge,-0.04999999999999999,-0.032790012657642365,0.017209987342357624,1.0284365,0.81914425,-0.043144168732570876,,0.002015352249145508
0,0.25,0.6,128,19,low_effect,tabpfn,-0.04999999999999999,-0.004027583636343479,0.04597241636365651,1.0080215,0.8034219,-0.0021410310931708754,2.286400079727173,0.800706148147583
0,0.25,0.6,128,19,high_effect,ridge,0.55,0.23331232368946075,0.3166876763105393,0.9552325,0.7689117,0.03988998105522379,,0.0018858909606933594
0,0.25,0.6,128,19,high_effect,tabpfn,0.55,0.1424415409564972,0.40755845904350285,0.9509161,0.7648307,0.04854720871793983,2.4384055137634277,0.8039882183074951
0,0.25,0.6,128,20,low_effect,ridge,-0.04999999999999999,0.1931534707546234,0.2431534707546234,0.97352606,0.7785361,0.0420390448997513,,0.0019183158874511719
0,0.25,0.6,128,20,low_effect,tabpfn,-0.04999999999999999,0.0351203978061676,0.08512039780616759,0.98798,0.7919719,0.013382213230959783,2.6370456218719482,1.1856231689453125
0,0.25,0.6,128,20,high_effect,ridge,0.55,0.22540470957756042,0.3245952904224396,0.97173667,0.7780918,0.059199321196951815,,0.002010345458984375
0,0.25,0.6,128,20,high_effect,tabpfn,0.55,0.151373952627182,0.39862604737281804,0.98714536,0.7878442,0.02912638240154153,2.583207607269287,1.238785743713379
0,0.25,0.6,128,21,low_effect,ridge,-0.04999999999999999,0.28410276770591736,0.33410276770591735,0.9938264,0.78972936,0.0126747205268819,,0.008224725723266602
0,0.25,0.6,128,21,low_effect,tabpfn,-0.04999999999999999,0.16376933455467224,0.21376933455467223,0.9852789,0.784405,0.029584787384268618,2.388347864151001,1.569993495941162
0,0.25,0.6,128,21,high_effect,ridge,0.55,0.19464793801307678,0.35535206198692326,0.9859716,0.79271233,0.026739375659123765,,0.010449886322021484
0,0.25,0.6,128,21,high_effect,tabpfn,0.55,0.09149567782878876,0.4585043221712113,0.98394465,0.7940483,0.030737061934498544,2.324692487716675,1.3121306896209717
0,0.25,0.6,128,22,low_effect,ridge,-0.04999999999999999,0.29184722900390625,0.34184722900390624,0.9712646,0.7714626,0.005095000531742611,,0.0019288063049316406
0,0.25,0.6,128,22,low_effect,tabpfn,-0.04999999999999999,0.21256870031356812,0.2625687003135681,0.94980127,0.753358,0.04858069064062487,2.4246273040771484,1.1185719966888428
0,0.25,0.6,128,22,high_effect,ridge,0.55,0.3385605812072754,0.21143941879272465,0.9917102,0.7916105,0.06493265013800109,,0.0020606517791748047
0,0.25,0.6,128,22,high_effect,tabpfn,0.55,0.6661286950111389,0.11612869501113887,1.0042596,0.80332196,0.04111764625517489,2.5868473052978516,1.2795054912567139
0,0.25,0.6,128,23,low_effect,ridge,-0.04999999999999999,0.19524309039115906,0.24524309039115905,0.99143624,0.7943903,0.03379048503723692,,0.0018908977508544922
0,0.25,0.6,128,23,low_effect,tabpfn,-0.04999999999999999,0.08129754662513733,0.13129754662513732,0.99144953,0.79654205,0.03376459278194277,2.455127716064453,0.8291473388671875
0,0.25,0.6,128,23,high_effect,ridge,0.55,0.3753792941570282,0.17462070584297185,0.99518293,0.7935291,-0.022719341096958834,,0.001863241195678711
0,0.25,0.6,128,23,high_effect,tabpfn,0.55,0.45864561200141907,0.09135438799858098,0.9750345,0.7754028,0.018273353015458738,2.5534284114837646,1.0145344734191895
0,0.25,0.6,128,24,low_effect,ridge,-0.04999999999999999,0.2294531762599945,0.2794531762599945,1.0047091,0.7955365,-0.004524583575869379,,0.010009765625
0,0.25,0.6,128,24,low_effect,tabpfn,-0.04999999999999999,0.20488443970680237,0.25488443970680236,0.9990572,0.7900793,0.006745690933584458,2.3943777084350586,1.3370118141174316
0,0.25,0.6,128,24,high_effect,ridge,0.55,0.2035217136144638,0.34647828638553624,0.9844513,0.7831741,0.02043816884458738,,0.0020542144775390625
0,0.25,0.6,128,24,high_effect,tabpfn,0.55,0.055177222937345505,0.49482277706265454,0.98138666,0.7856647,0.02652752216550236,2.356161117553711,0.8365509510040283
0,0.25,0.6,128,25,low_effect,ridge,-0.04999999999999999,0.1949264407157898,0.24492644071578978,0.97483313,0.77370983,0.039911081741080934,,0.010405540466308594
0,0.25,0.6,128,25,low_effect,tabpfn,-0.04999999999999999,0.07600217312574387,0.12600217312574385,0.98470414,0.78340125,0.020369285662852565,2.524352550506592,0.9919440746307373
0,0.25,0.6,128,25,high_effect,ridge,0.55,0.3011170029640198,0.24888299703598027,1.0049747,0.80075663,0.036836049689823014,,0.010329008102416992
0,0.25,0.6,128,25,high_effect,tabpfn,0.55,0.28609347343444824,0.2639065265655518,0.9986439,0.79533553,0.04893285943177128,2.2646238803863525,0.7135930061340332
0,0.25,0.6,128,26,low_effect,ridge,-0.04999999999999999,0.3073533773422241,0.3573533773422241,0.9520769,0.75853693,0.03128877927837981,,0.0018591880798339844
0,0.25,0.6,128,26,low_effect,tabpfn,-0.04999999999999999,0.16105766594409943,0.21105766594409942,0.94563496,0.7549509,0.04435345106767974,2.3915255069732666,0.9860427379608154
0,0.25,0.6,128,26,high_effect,ridge,0.55,0.21595622599124908,0.33404377400875096,0.95140594,0.761799,0.05753529031250826,,0.0020291805267333984
0,0.25,0.6,128,26,high_effect,tabpfn,0.55,0.12820884585380554,0.4217911541461945,0.961617,0.7730007,0.03719658410549154,2.4907383918762207,0.8700532913208008
0,0.25,0.6,128,27,low_effect,ridge,-0.04999999999999999,0.26904475688934326,0.31904475688934325,0.98161376,0.7694804,0.026295140840157716,,0.002069711685180664
0,0.25,0.6,128,27,low_effect,tabpfn,-0.04999999999999999,0.21924573183059692,0.2692457318305969,0.9725407,0.7636095,0.044211949925801686,2.116448402404785,1.2661805152893066
0,0.25,0.6,128,27,high_effect,ridge,0.55,0.24127374589443207,0.308726254105568,1.0004288,0.80138713,0.03663227756365406,,0.02614879608154297
0,0.25,0.6,128,27,high_effect,tabpfn,0.55,0.16702009737491608,0.38297990262508397,0.99827254,0.801931,0.04078046208183672,2.320484161376953,1.3305072784423828
0,0.25,0.6,128,28,low_effect,ridge,-0.04999999999999999,0.28264251351356506,0.33264251351356505,1.0141829,0.8135249,0.012554393682930765,,0.001962423324584961
0,0.25,0.6,128,28,low_effect,tabpfn,-0.04999999999999999,0.31253743171691895,0.36253743171691893,1.0523868,0.8397349,-0.06324006154035633,2.1870884895324707,1.1917593479156494
0,0.25,0.6,128,28,high_effect,ridge,0.55,0.10276001691818237,0.44723998308181767,0.9790693,0.77308273,0.028148299330186366,,0.0019338130950927734
0,0.25,0.6,128,28,high_effect,tabpfn,0.55,0.0058920979499816895,0.5441079020500184,1.0032828,0.7915651,-0.02051615392091377,2.438413619995117,1.2588069438934326
0,0.25,0.6,128,29,low_effect,ridge,-0.04999999999999999,0.22652529180049896,0.27652529180049895,0.98452145,0.7840765,-0.025165547875741767,,0.0020194053649902344
0,0.25,0.6,128,29,low_effect,tabpfn,-0.04999999999999999,0.12195390462875366,0.17195390462875365,0.96414465,0.77190495,0.01683138614275781,2.4742660522460938,1.1524808406829834
0,0.25,0.6,128,29,high_effect,ridge,0.55,0.21366296708583832,0.3363370329141617,0.9738697,0.77352273,0.033745250422379414,,0.01028585433959961
0,0.25,0.6,128,29,high_effect,tabpfn,0.55,0.14809924364089966,0.4019007563591004,0.9715233,0.76915276,0.03839563709194349,2.375114679336548,1.0402781963348389
0,0.25,0.6,512,0,low_effect,ridge,-0.04999999999999999,0.3044412434101105,0.35444124341011046,0.9944286,0.7947923,0.04463399660345202,,0.010045289993286133
0,0.25,0.6,512,0,low_effect,tabpfn,-0.04999999999999999,0.28995877504348755,0.33995877504348754,0.99168074,0.7917636,0.04990651120164269,2.3535919189453125,1.2697257995605469
0,0.25,0.6,512,0,low_effect,tabpfn_shuffled_outcome,-0.04999999999999999,,,1.0211357,0.8106792,-0.007371197871191226,,
0,0.25,0.6,512,0,high_effect,ridge,0.55,0.24852976202964783,0.3014702379703522,0.9833519,0.783299,0.0456386075496682,,0.0016713142395019531
0,0.25,0.6,512,0,high_effect,tabpfn,0.55,0.23178672790527344,0.3182132720947266,0.97860247,0.7776813,0.054835138114472715,2.4663074016571045,0.7198176383972168
0,0.25,0.6,512,0,high_effect,tabpfn_shuffled_outcome,0.55,,,1.0079517,0.8026498,-0.0027078505900015593,,
0,0.25,0.6,512,1,low_effect,ridge,-0.04999999999999999,0.21404536068439484,0.2640453606843948,0.9902302,0.79698825,0.05860831065301042,,0.0020287036895751953
0,0.25,0.6,512,1,low_effect,tabpfn,-0.04999999999999999,0.23884472250938416,0.28884472250938414,0.9907298,0.7968031,0.05765822060206671,2.3163576126098633,0.7477536201477051
0,0.25,0.6,512,1,low_effect,tabpfn_shuffled_outcome,-0.04999999999999999,,,1.0285088,0.8235518,-0.015579601483802996,,
0,0.25,0.6,512,1,high_effect,ridge,0.55,0.19705039262771606,0.352949607372284,0.9618314,0.7642456,0.06899723183396111,,0.0020453929901123047
0,0.25,0.6,512,1,high_effect,tabpfn,0.55,0.19034215807914734,0.3596578419208527,0.9609319,0.76338893,0.07073778380817486,2.2536792755126953,0.774590015411377
0,0.25,0.6,512,1,high_effect,tabpfn_shuffled_outcome,0.55,,,0.9958735,0.7881412,0.0019290256174723242,,
0,0.25,0.6,512,2,low_effect,ridge,-0.04999999999999999,0.2570161819458008,0.30701618194580077,0.97785676,0.7780465,0.060403359699466974,,0.00861668586730957
0,0.25,0.6,512,2,low_effect,tabpfn,-0.04999999999999999,0.21503055095672607,0.26503055095672606,0.9710241,0.77227473,0.07348807088651499,2.380314588546753,1.175992727279663
0,0.25,0.6,512,2,low_effect,tabpfn_shuffled_outcome,-0.04999999999999999,,,1.008631,0.8017025,0.0003325686648797399,,
0,0.25,0.6,512,2,high_effect,ridge,0.55,0.21490761637687683,0.3350923836231232,0.97121,0.7731842,0.044858510440968336,,0.003036022186279297
0,0.25,0.6,512,2,high_effect,tabpfn,0.55,0.25954681634902954,0.2904531836509705,0.96666414,0.77007484,0.053778833179634056,2.4523868560791016,1.1540627479553223
0,0.25,0.6,512,2,high_effect,tabpfn_shuffled_outcome,0.55,,,0.9945617,0.7944461,-0.0016243256649279836,,
0,0.25,0.6,512,3,low_effect,ridge,-0.04999999999999999,0.33124929666519165,0.38124929666519164,0.9786517,0.78739315,0.057971885458451,,0.002062559127807617
0,0.25,0.6,512,3,low_effect,tabpfn,-0.04999999999999999,0.37495094537734985,0.42495094537734984,0.97804815,0.7871619,0.059133524863305365,2.4204869270324707,1.2105481624603271
0,0.25,0.6,512,3,high_effect,ridge,0.55,0.26609936356544495,0.2839006364345551,0.9518364,0.7611451,0.04251844217729628,,0.002824068069458008
0,0.25,0.6,512,3,high_effect,tabpfn,0.55,0.30055955052375793,0.2494404494762421,0.94925934,0.75822234,0.04769610298511584,2.281890392303467,0.8301277160644531
0,0.25,0.6,512,4,low_effect,ridge,-0.04999999999999999,0.22338739037513733,0.2733873903751373,0.95120335,0.7606354,0.06480613914846034,,0.010387182235717773
0,0.25,0.6,512,4,low_effect,tabpfn,-0.04999999999999999,0.1826699823141098,0.2326699823141098,0.9497416,0.7593863,0.06767813157020919,2.4741158485412598,0.8358802795410156
0,0.25,0.6,512,4,high_effect,ridge,0.55,0.19575417041778564,0.3542458295822144,1.0053154,0.80507094,0.04749213084951154,,0.0020465850830078125
0,0.25,0.6,512,4,high_effect,tabpfn,0.55,0.1991841197013855,0.35081588029861455,1.0047472,0.8046941,0.04856885997715776,2.3639769554138184,1.1799676418304443
0,0.25,0.6,512,5,low_effect,ridge,-0.04999999999999999,0.26759105920791626,0.31759105920791625,0.9653723,0.77499205,0.05381884547984295,,0.0019674301147460938
0,0.25,0.6,512,5,low_effect,tabpfn,-0.04999999999999999,0.26848912239074707,0.31848912239074706,0.9626793,0.77092564,0.05909044072716596,2.394932985305786,1.1984515190124512
0,0.25,0.6,512,5,high_effect,ridge,0.55,0.21886657178401947,0.3311334282159806,0.96124864,0.77228636,0.05908901513736564,,0.010334014892578125
0,0.25,0.6,512,5,high_effect,tabpfn,0.55,0.202813982963562,0.34718601703643803,0.9580871,0.77097577,0.06526812458406739,2.4367637634277344,1.449483871459961
0,0.25,0.6,512,6,low_effect,ridge,-0.04999999999999999,0.26990896463394165,0.31990896463394164,0.9658519,0.77079654,0.04276682339170068,,0.002063751220703125
0,0.25,0.6,512,6,low_effect,tabpfn,-0.04999999999999999,0.28724199533462524,0.33724199533462523,0.96266395,0.7705772,0.049075365929609704,2.5069103240966797,1.25447416305542
0,0.25,0.6,512,6,high_effect,ridge,0.55,0.16711589694023132,0.3828841030597687,0.97070736,0.7696733,0.04725377812290543,,0.001954793930053711
0,0.25,0.6,512,6,high_effect,tabpfn,0.55,0.16346324980258942,0.38653675019741063,0.9768379,0.77349544,0.035181598037796524,2.530147075653076,1.2292966842651367
0,0.25,0.6,512,7,low_effect,ridge,-0.04999999999999999,0.17199775576591492,0.2219977557659149,0.95524985,0.756171,0.05987146716567093,,0.009954690933227539
0,0.25,0.6,512,7,low_effect,tabpfn,-0.04999999999999999,0.13381634652614594,0.18381634652614592,0.9541895,0.75573754,0.061957542334711624,2.2762417793273926,1.3770105838775635
0,0.25,0.6,512,7,high_effect,ridge,0.55,0.27053311467170715,0.2794668853282929,0.9884869,0.7823678,0.06418032479222802,,0.010350227355957031
0,0.25,0.6,512,7,high_effect,tabpfn,0.55,0.2666580080986023,0.28334199190139775,0.9861251,0.7797774,0.06864686729649072,2.420657157897949,1.221724510192871
0,0.25,0.6,512,8,low_effect,ridge,-0.04999999999999999,0.24478016793727875,0.29478016793727874,0.97417927,0.7750511,0.05589288716883989,,0.010984420776367188
0,0.25,0.6,512,8,low_effect,tabpfn,-0.04999999999999999,0.20708808302879333,0.2570880830287933,0.97367287,0.77441573,0.05687421413442817,2.408669948577881,0.926715612411499
0,0.25,0.6,512,8,high_effect,ridge,0.55,0.2564261257648468,0.29357387423515324,0.97761244,0.7743437,0.06810705347092783,,0.001985311508178711
