dataset,task,model,method,cells,score_mean,score_sd,score_gain_mean,score_gain_sd,proxy_risk_mean,proxy_risk_change_mean,risk_spearman_mean,risk_spearman_gain_mean,lambda_mean,lambda_nonzero_fraction,uncertainty_iqr
abalone,regression,ModernNCA,distance,9,-0.6780705546267564,0.01531975780912839,0.0,0.0,0.5016238373096308,0.0,0.7992634481186358,0.0,0.0,0.0,0.3426018953323364
abalone,regression,ModernNCA,oof_reliability,9,-0.6764004765320661,0.014890614567420015,0.00167007809469017,0.0027871646892650434,0.45768978901388535,-0.04393404829574542,0.8065773518259125,0.007313903707276766,0.07777777777777778,0.3333333333333333,0.3426018953323364
abalone,regression,ModernNCA,permuted_reliability,9,-0.6760976643613575,0.018030578162269616,0.001972890265398856,0.00795628557491067,0.5081126331869099,0.006488795877279093,0.7944844982024345,-0.0047789499162011785,0.2222222222222222,0.7777777777777778,0.3426018953323364
abalone,regression,TabR,distance,9,-0.6786275673924835,0.02253210884883485,0.0,0.0,0.49948815222079346,0.0,0.5743125846198449,0.0,0.0,0.0,0.3426018953323364
abalone,regression,TabR,oof_reliability,9,-0.6775948834063995,0.021699513066385692,0.0010326839860840017,0.0019921053078880992,0.47035021687366274,-0.02913793534713073,0.5830917060040766,0.008779121384231604,0.09444444444444444,0.7777777777777778,0.3426018953323364
abalone,regression,TabR,permuted_reliability,9,-0.6786554196377088,0.022430971410039195,-2.785224522529174e-05,0.001864923569424324,0.5100975828892034,0.010609430668409914,0.5484408500050661,-0.02587173461477874,0.38666666666666666,0.7777777777777778,0.3426018953323364
bank-marketing,classification,ModernNCA,distance,9,0.8910047743055556,0.003643980009316093,0.0,0.0,0.14719225659386362,0.0,0.2798535063431041,0.0,0.0,0.0,0.22633862567211813
bank-marketing,classification,ModernNCA,oof_reliability,9,0.8910047743055556,0.003643980009316093,0.0,0.0,0.14719225659386362,0.0,0.2798535063431041,0.0,0.0,0.0,0.22633862567211813
bank-marketing,classification,ModernNCA,permuted_reliability,9,0.8912760416666666,0.003391709958361754,0.0002712673611111111,0.0018287927290237818,0.14703192004073015,-0.0001603365531334728,0.28294906060426195,0.0030955542611578735,1.1777777777777778,0.6666666666666666,0.22633862567211813
bank-marketing,classification,TabR,distance,9,0.8911675347222222,0.0038790284140016204,0.0,0.0,0.14555599288625368,0.0,0.2441769887678284,0.0,0.0,0.0,0.22633862567211813
bank-marketing,classification,TabR,oof_reliability,9,0.8917643229166666,0.005044916581975526,0.0005967881944444445,0.003467981079534915,0.1053883498600901,-0.040167643026163595,0.3971849454023808,0.15300795663455238,0.6155555555555555,1.0,0.22633862567211813
bank-marketing,classification,TabR,permuted_reliability,9,0.890625,0.0043536510010075595,-0.0005425347222222222,0.0014328464242886563,0.14783913610753846,0.002283143221284768,0.2382058570944588,-0.0059711316733696024,0.38555555555555554,0.8888888888888888,0.22633862567211813
covertype,classification,ModernNCA,distance,9,0.7317708333333334,0.007279322029236105,0.0,0.0,0.42040283897464786,0.0,0.7405973420289247,0.0,0.0,0.0,0.22557862102985382
covertype,classification,ModernNCA,oof_reliability,9,0.7315538194444444,0.007162845361655846,-0.00021701388888888888,0.0006035317779211966,0.37702815812533824,-0.043374680849309594,0.742029854378905,0.0014325123499803441,0.018888888888888886,1.0,0.22557862102985382
covertype,classification,ModernNCA,permuted_reliability,9,0.7318793402777778,0.0070861556470425266,0.00010850694444444444,0.0005336457132407227,0.42168343236941536,0.001280593394767493,0.7405348059605745,-6.253606835012378e-05,0.026666666666666665,0.4444444444444444,0.22557862102985382
covertype,classification,TabR,distance,9,0.7955186631944444,0.009372513052661454,0.0,0.0,0.41942484160083243,0.0,0.39722938920420275,0.0,0.0,0.0,0.22557862102985382
covertype,classification,TabR,oof_reliability,9,0.7955186631944444,0.009372513052661454,0.0,0.0,0.41942484160083243,0.0,0.39722938920420275,0.0,0.0,0.0,0.22557862102985382
covertype,classification,TabR,permuted_reliability,9,0.7957899305555556,0.008470581257089348,0.0002712673611111111,0.0013617513452703052,0.4198624753173337,0.00043763371650129557,0.39723326413718485,3.874932982082955e-06,0.005555555555555556,0.5555555555555556,0.22557862102985382
cpu_act,regression,ModernNCA,distance,9,-0.15730908847712433,0.018367925883624944,0.0,0.0,0.028951752046042303,0.0,0.9112250566492219,0.0,0.0,0.0,0.015603465648988882
cpu_act,regression,ModernNCA,oof_reliability,9,-0.1567410084990847,0.020098386995892684,0.0005680799780396298,0.004874529730154176,0.027925175762397378,-0.0010265762836449237,0.9123571877322016,0.0011321310829797888,0.05333333333333333,0.6666666666666666,0.015603465648988882
cpu_act,regression,ModernNCA,permuted_reliability,9,-0.15597960103985306,0.01706614160530817,0.0013294874372712774,0.0035461740109100116,0.03169956301957831,0.00274781097353601,0.9096361852819257,-0.0015888713672962901,0.08333333333333333,0.6666666666666666,0.015603465648988882
cpu_act,regression,TabR,distance,9,-0.15427802199749185,0.012594399369227667,0.0,0.0,0.03333349590320722,0.0,0.7217917128747187,0.0,0.0,0.0,0.015603465648988882
cpu_act,regression,TabR,oof_reliability,9,-0.1534601979512162,0.013103361755325695,0.0008178240462756448,0.005402293437252242,0.03270937811036371,-0.0006241177928435112,0.7104998108097976,-0.011291902064921058,0.15111111111111108,0.7777777777777778,0.015603465648988882
cpu_act,regression,TabR,permuted_reliability,9,-0.1537222780104963,0.013755912169282684,0.0005557439869955568,0.0029358817148270404,0.04633400587075206,0.013000509967544835,0.6524389696142905,-0.06935274326042819,0.9677777777777778,0.8888888888888888,0.015603465648988882
credit-g,classification,ModernNCA,distance,9,0.7477777777777779,0.027054471801246555,0.0,0.0,0.401492133943571,0.0,0.2560770568019755,0.0,0.0,0.0,0.2845582477748394
credit-g,classification,ModernNCA,oof_reliability,9,0.7505555555555555,0.028443413609793383,0.00277777777777778,0.006180165405913058,0.3239301951535809,-0.07756193878999006,0.29415728347621134,0.038080226674235815,0.35555555555555557,0.6666666666666666,0.2845582477748394
credit-g,classification,ModernNCA,permuted_reliability,9,0.7511111111111111,0.029238007988081408,0.003333333333333336,0.0050000000000000044,0.40575636765182327,0.004264233708252302,0.24932633749548294,-0.006750719306492532,0.8144444444444444,0.5555555555555556,0.2845582477748394
credit-g,classification,TabR,distance,9,0.7327777777777778,0.03123610802331886,0.0,0.0,0.4297795007070009,0.0,0.0934676811108678,0.0,0.0,0.0,0.2845582477748394
credit-g,classification,TabR,oof_reliability,9,0.7355555555555555,0.02833333333333334,0.00277777777777778,0.01034139470499239,0.39454922299935585,-0.03523027770764505,0.15738836764952674,0.06392068653865894,0.18333333333333332,0.6666666666666666,0.2845582477748394
credit-g,classification,TabR,permuted_reliability,9,0.7344444444444445,0.033489218829016884,0.001666666666666668,0.0050000000000000044,0.43997654049760765,0.010197039790606746,0.07173730994969336,-0.021730371161174426,1.2888888888888888,0.7777777777777778,0.2845582477748394
electricity,classification,ModernNCA,distance,9,0.7946506076388888,0.005895433032641549,0.0,0.0,0.33653779016983915,0.0,0.5391708491674783,0.0,0.0,0.0,0.27129490301012993
electricity,classification,ModernNCA,oof_reliability,9,0.7944878472222222,0.005580332922504482,-0.00016276041666666666,0.0008802615418613255,0.28344623099433697,-0.05309155917550217,0.5458914348758748,0.006720585708396658,0.08222222222222222,0.7777777777777778,0.27129490301012993
electricity,classification,ModernNCA,permuted_reliability,9,0.794921875,0.0059351786040738415,0.0002712673611111111,0.0004950164819578629,0.34182851914617157,0.005290728976332402,0.5380135772753335,-0.001157271892144676,0.13333333333333333,0.6666666666666666,0.27129490301012993
electricity,classification,TabR,distance,9,0.80810546875,0.008155904828364308,0.0,0.0,0.3393460375138804,0.0,0.3273835646136071,0.0,0.0,0.0,0.27129490301012993
electricity,classification,TabR,oof_reliability,9,0.8082682291666666,0.008192364128692635,0.00016276041666666666,0.0008457279333832408,0.33512629336069544,-0.004219744153184972,0.3278382589011866,0.0004546942875794781,0.006666666666666666,0.4444444444444444,0.27129490301012993
electricity,classification,TabR,permuted_reliability,9,0.8072374131944444,0.0078610922367991,-0.0008680555555555555,0.0020247160326537644,0.3397251643711772,0.0003791268572967965,0.3273773568717374,-6.2077418697280435e-06,0.003333333333333333,0.3333333333333333,0.27129490301012993
elevators,regression,ModernNCA,distance,9,-0.3093708986628606,0.010601987918443918,0.0,0.0,0.31296503682905397,0.0,0.61477083965872,0.0,0.0,0.0,0.16787509682277837
elevators,regression,ModernNCA,oof_reliability,9,-0.3093708986628606,0.010601987918443918,0.0,0.0,0.31296503682905397,0.0,0.61477083965872,0.0,0.0,0.0,0.16787509682277837
elevators,regression,ModernNCA,permuted_reliability,9,-0.30948388173641134,0.010896810749564058,-0.00011298307355072584,0.0006281246787805306,0.31654666078328675,0.003581623954232782,0.6142784929417275,-0.0004923467169924854,0.04,0.5555555555555556,0.16787509682277837
elevators,regression,TabR,distance,9,-0.3281157169442369,0.011065347249807022,0.0,0.0,0.32024391279426506,0.0,0.5220431247210704,0.0,0.0,0.0,0.16787509682277837
elevators,regression,TabR,oof_reliability,9,-0.32805970973776843,0.01163946699316411,5.600720646840399e-05,0.0012161938249101402,0.30121274849322316,-0.019031164301041927,0.5349329633808451,0.01288983865977458,0.1011111111111111,0.4444444444444444,0.16787509682277837
elevators,regression,TabR,permuted_reliability,9,-0.32133911677312876,0.009675869004327814,0.006776600171108143,0.004446387923590212,0.3507692551615441,0.030525342367279034,0.4696865035731956,-0.052356621147874906,0.8666666666666667,1.0,0.16787509682277837
jannis,classification,ModernNCA,distance,9,0.6530490451388888,0.007831973072743878,0.0,0.0,0.5269851554557035,0.0,0.6206889963023462,0.0,0.0,0.0,0.18921883404254913
jannis,classification,ModernNCA,oof_reliability,9,0.6525065104166666,0.00848542343602677,-0.0005425347222222222,0.0008259189099196142,0.4959906115845014,-0.03099454387120204,0.6241906295326989,0.0035016332303526854,0.044444444444444446,0.7777777777777778,0.18921883404254913
jannis,classification,ModernNCA,permuted_reliability,9,0.6530490451388888,0.007997650066257135,0.0,0.0006905339660024878,0.5283166190800128,0.0013314636243093344,0.6193387984552854,-0.0013501978470607339,0.11444444444444445,0.5555555555555556,0.18921883404254913
jannis,classification,TabR,distance,9,0.6478407118055556,0.009988239578493686,0.0,0.0,0.5424421510348717,0.0,0.44431032664000447,0.0,0.0,0.0,0.18921883404254913
jannis,classification,TabR,oof_reliability,9,0.6446940104166666,0.01277254527297689,-0.003146701388888889,0.006605847615097877,0.5310134160616953,-0.011428734973176487,0.43695841830802207,-0.007351908331982435,0.34888888888888886,0.6666666666666666,0.18921883404254913
jannis,classification,TabR,permuted_reliability,9,0.6468098958333334,0.00926770160942498,-0.0010308159722222222,0.0023089617446469903,0.5454554057925836,0.0030132547577118706,0.43625282304720314,-0.008057503592801378,0.1622222222222222,0.7777777777777778,0.18921883404254913
sulfur,regression,ModernNCA,distance,9,-0.4016470911122829,0.06122423880550012,0.0,0.0,0.2749475476933488,0.0,0.7459717637441976,0.0,0.0,0.0,0.12936080681780973
sulfur,regression,ModernNCA,oof_reliability,9,-0.4017219506758177,0.06121006242874438,-7.48595635347941e-05,0.0002245786906043823,0.2711661434926403,-0.0037814042007084936,0.7465603118262367,0.0005885480820390951,0.003333333333333333,0.1111111111111111,0.12936080681780973
sulfur,regression,ModernNCA,permuted_reliability,9,-0.4026232295031973,0.06026306765256359,-0.0009761383909144087,0.002673950925579354,0.2803912925495145,0.005443744856165722,0.7458793250154059,-9.243872879172166e-05,0.031111111111111114,0.6666666666666666,0.12936080681780973
sulfur,regression,TabR,distance,9,-0.40939644008266945,0.07810671634293875,0.0,0.0,0.3045141821106275,0.0,0.3741724181508207,0.0,0.0,0.0,0.12936080681780973
sulfur,regression,TabR,oof_reliability,9,-0.40992973923481263,0.07774866808541375,-0.0005332991521431864,0.0026361561587888473,0.30012246345318594,-0.004391718657441541,0.37814115595453807,0.00396873780371737,0.021111111111111112,0.6666666666666666,0.12936080681780973
sulfur,regression,TabR,permuted_reliability,9,-0.40860648043782455,0.08293328922561513,0.0007899596448449312,0.009835156369576669,0.34527341960023883,0.04075923748961133,0.3521193882333223,-0.0220530299174984,0.5033333333333334,0.6666666666666666,0.12936080681780973
superconduct,regression,ModernNCA,distance,9,-0.39888475742251006,0.022871875278205524,0.0,0.0,0.1455712813149148,0.0,0.7052940471800461,0.0,0.0,0.0,0.16560946102254093
superconduct,regression,ModernNCA,oof_reliability,9,-0.398943361441744,0.022911316238764228,-5.860401923402092e-05,0.0001441673945680134,0.15159478909400706,0.006023507779092243,0.7062013820791634,0.0009073348991173304,0.013333333333333332,0.4444444444444444,0.16560946102254093
superconduct,regression,ModernNCA,permuted_reliability,9,-0.39899255881389695,0.02316840511263071,-0.00010780139138691667,0.0005905472091859142,0.1652966991227408,0.019725417807825982,0.7046816436787636,-0.0006124035012824929,0.05222222222222222,0.5555555555555556,0.16560946102254093
superconduct,regression,TabR,distance,9,-0.3628854969929384,0.01610358925354666,0.0,0.0,0.14419191470106954,0.0,0.5019599058291708,0.0,0.0,0.0,0.16560946102254093
superconduct,regression,TabR,oof_reliability,9,-0.36337578133648374,0.016356641461187836,-0.000490284343545391,0.0008831933607498403,0.1427756155446534,-0.0014162991564161428,0.5023190399037507,0.0003591340745798193,0.007777777777777777,0.5555555555555556,0.16560946102254093
superconduct,regression,TabR,permuted_reliability,9,-0.3624150462517955,0.015528155464911757,0.0004704507411428866,0.0013576180526724763,0.14526755165894023,0.0010756369578707058,0.5019638165133585,3.910684187640672e-06,0.0044444444444444444,0.4444444444444444,0.16560946102254093
