scope,task,seed,model,representation,key_capacity,alignment_type,rmse,frobenius_cosine,top_eigenvector_angle_deg,feature_diagonal_correlation,risk_spearman,score,score_delta_vs_raw
real,higgs-small,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.1261206288267634,0.6416015625,0.017578125
real,higgs-small,20260833,TabR,raw,deep,cross_fitted_retrieval_risk,,,,,0.1603901671152363,0.6240234375,0.0
real,higgs-small,20260833,TabR,raw,linear,cross_fitted_retrieval_risk,,,,,0.10466598622675946,0.6796875,0.0556640625
real,higgs-small,20260833,TabR,raw,shallow,cross_fitted_retrieval_risk,,,,,0.10128671206926954,0.6494140625,0.025390625
real,higgs-small,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.10558974183994056,0.6240234375,0.0
real,higgs-small,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.10936585353268466,0.6494140625,0.005859375
real,house,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3260147704326952,-0.6459251206112,0.010402891675746928
real,house,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.36260301080749113,-0.6177526970847056,0.038575315202241334
real,house,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.27139538757010984,-0.6293234985959419,0.009897759756695823
real,house,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.3879031560649061,-0.6230423757501469,0.016178882602490896
real,house,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.19436127960117272,-0.6308070785059222,0.034228179279156334
real,house,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.24706934571536932,-0.6077763154555287,0.05725894232954987
real,house,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.542780923951241,-0.602005111126067,0.0543229011608799
real,house,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.49760840360657876,-0.6449145604502223,0.011413451836724597
real,house,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3244036936629734,-0.6170241363105936,0.03930387597635332
real,house,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.4140705051564748,-0.6563280122869469,0.0
real,house,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3441371627144554,-0.5918608206328426,0.047360437719795145
real,house,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.3382634123478745,-0.6392212583526378,0.0
real,house,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.37237999488147233,-0.6294961851043793,0.035539072680699224
real,house,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.462575599707328,-0.6650352577850785,0.0
real,house,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.4057685103112806,-0.6815492758622003,-0.02522126357525334
real,otto,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.5158097832599124,0.7265625,-0.017578125
real,otto,20260831,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.47107174057678886,0.7587890625,0.0146484375
real,otto,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.504158739675528,0.7109375,-0.037109375
real,otto,20260832,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.46150155872475285,0.740234375,-0.0078125
real,otto,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.48655254314764923,0.697265625,-0.046875
real,otto,20260833,TabR,localwarp,standard,cross_fitted_retrieval_risk,,,,,0.36298686763281107,0.7509765625,0.0068359375
real,otto,20260831,TabR,ple,standard,cross_fitted_retrieval_risk,,,,,0.5398734047281044,0.7294921875,-0.0146484375
real,otto,20260831,TabR,plr,standard,cross_fitted_retrieval_risk,,,,,0.44963643168818856,0.74609375,0.001953125
real,otto,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.5196225959590594,0.7626953125,0.0185546875
real,otto,20260831,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.6068280230922294,0.744140625,0.0
real,otto,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.5498083662599803,0.75390625,0.005859375
real,otto,20260832,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.6040278016512037,0.748046875,0.0
real,otto,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.4995469535860981,0.765625,0.021484375
real,otto,20260833,TabR,raw,standard,cross_fitted_retrieval_risk,,,,,0.5137034987673883,0.744140625,0.0
real,otto,20260831,TabR,wrongwarp,standard,cross_fitted_retrieval_risk,,,,,0.6396132511809283,0.7529296875,0.0087890625
