dataset,task,split_seed,model,model_seed,best_validation_loss,epochs,fit_wall_seconds,loss,metric,metric_name,parameters,score
MagicTelescope,classification,20260903,ModernNCA,20260912,0.3218960165977478,28.0,2.378507795976475,0.3117859661579132,0.869140625,accuracy,13185.0,0.869140625
MagicTelescope,classification,20260903,ModernNCA,20260913,0.32472315430641174,24.0,2.043414384126663,0.32508584856987,0.87255859375,accuracy,13185.0,0.87255859375
MagicTelescope,classification,20260903,TabR,20260911,0.33376768231391907,15.0,1.948626388097182,0.334705650806427,0.86376953125,accuracy,43330.0,0.86376953125
MagicTelescope,classification,20260903,TabR,20260912,0.33788609504699707,14.0,1.8128473698161542,0.32414692640304565,0.87109375,accuracy,43330.0,0.87109375
MagicTelescope,classification,20260903,TabR,20260913,0.3308666944503784,18.0,2.3273678969126195,0.327518492937088,0.8681640625,accuracy,43330.0,0.8681640625
sulfur,regression,20260901,ModernNCA,20260911,0.5221347419761129,14.0,1.1583120271097869,0.4076576853656767,0.4076576853656767,standardized_rmse,12929.0,-0.4076576853656767
sulfur,regression,20260901,ModernNCA,20260912,0.5301384998135555,13.0,1.0677520679309964,0.4153320670771767,0.4153320670771767,standardized_rmse,12929.0,-0.4153320670771767
sulfur,regression,20260901,ModernNCA,20260913,0.5059842862601898,18.0,1.478650987148285,0.3910428771173977,0.3910428771173977,standardized_rmse,12929.0,-0.3910428771173977
sulfur,regression,20260901,TabR,20260911,0.45386306237911556,21.0,2.839308605995029,0.42884635623146816,0.42884635623146816,standardized_rmse,42753.0,-0.42884635623146816
sulfur,regression,20260901,TabR,20260912,0.39918718488613264,35.0,4.628279961878434,0.3630072312842711,0.3630072312842711,standardized_rmse,42753.0,-0.3630072312842711
sulfur,regression,20260901,TabR,20260913,0.46186218498552023,22.0,2.9344285239931196,0.4045814205661829,0.4045814205661829,standardized_rmse,42753.0,-0.4045814205661829
sulfur,regression,20260902,ModernNCA,20260911,0.4414257091178007,20.0,1.6611297850031406,0.32565246301045014,0.32565246301045014,standardized_rmse,12929.0,-0.32565246301045014
sulfur,regression,20260902,ModernNCA,20260912,0.44010604291494165,12.0,1.0001759349834174,0.32598119188187397,0.32598119188187397,standardized_rmse,12929.0,-0.32598119188187397
sulfur,regression,20260902,ModernNCA,20260913,0.4482497028317739,10.0,0.8278192800935358,0.3388186699832638,0.3388186699832638,standardized_rmse,12929.0,-0.3388186699832638
sulfur,regression,20260902,TabR,20260911,0.31846652963303385,37.0,4.90724688093178,0.33018092657577713,0.33018092657577713,standardized_rmse,42753.0,-0.33018092657577713
sulfur,regression,20260902,TabR,20260912,0.4157418358351665,15.0,1.9986858849879354,0.3467136545173632,0.3467136545173632,standardized_rmse,42753.0,-0.3467136545173632
sulfur,regression,20260902,TabR,20260913,0.37176173380023403,21.0,2.817173733841628,0.3091152007838601,0.3091152007838601,standardized_rmse,42753.0,-0.3091152007838601
sulfur,regression,20260903,ModernNCA,20260911,0.6486813767437218,18.0,1.5031129149720073,0.474975940223692,0.474975940223692,standardized_rmse,12929.0,-0.474975940223692
sulfur,regression,20260903,ModernNCA,20260912,0.603761550110641,37.0,3.0691871780436486,0.47493698808252827,0.47493698808252827,standardized_rmse,12929.0,-0.47493698808252827
sulfur,regression,20260903,ModernNCA,20260913,0.624617656795799,17.0,1.4138695891015232,0.4604259372684866,0.4604259372684866,standardized_rmse,12929.0,-0.4604259372684866
sulfur,regression,20260903,TabR,20260911,0.519428190930248,25.0,3.2762169539928436,0.47719147012994784,0.47719147012994784,standardized_rmse,42753.0,-0.47719147012994784
sulfur,regression,20260903,TabR,20260912,0.5729705793515119,22.0,2.909810811979696,0.5210828871883381,0.5210828871883381,standardized_rmse,42753.0,-0.5210828871883381
sulfur,regression,20260903,TabR,20260913,0.511201060885167,33.0,4.386696086963639,0.50384887201617,0.50384887201617,standardized_rmse,42753.0,-0.50384887201617
superconduct,regression,20260901,ModernNCA,20260911,0.3927892093149229,48.0,3.701166395097971,0.3587047918856629,0.3587047918856629,standardized_rmse,17729.0,-0.3587047918856629
superconduct,regression,20260901,ModernNCA,20260912,0.42036116910244864,29.0,2.254508821060881,0.3858039630311371,0.3858039630311371,standardized_rmse,17729.0,-0.3858039630311371
superconduct,regression,20260901,ModernNCA,20260913,0.40840472938906786,35.0,2.709044479066506,0.3724552401835226,0.3724552401835226,standardized_rmse,17729.0,-0.3724552401835226
superconduct,regression,20260901,TabR,20260911,0.37793831570154934,12.0,1.4882556379307061,0.34431179653858557,0.34431179653858557,standardized_rmse,52353.0,-0.34431179653858557
superconduct,regression,20260901,TabR,20260912,0.36752840471637704,18.0,2.190934512997046,0.340107466877897,0.340107466877897,standardized_rmse,52353.0,-0.340107466877897
superconduct,regression,20260901,TabR,20260913,0.3751602013656554,16.0,1.9407922739628702,0.3447635257203313,0.3447635257203313,standardized_rmse,52353.0,-0.3447635257203313
superconduct,regression,20260902,ModernNCA,20260911,0.40668929066545806,34.0,2.6344818398356438,0.39616787509890056,0.39616787509890056,standardized_rmse,17729.0,-0.39616787509890056
superconduct,regression,20260902,ModernNCA,20260912,0.4023047114905167,40.0,3.096182043198496,0.40141047749756387,0.40141047749756387,standardized_rmse,17729.0,-0.40141047749756387
superconduct,regression,20260902,ModernNCA,20260913,0.41833614250427914,26.0,2.0276216971687973,0.4121389622131971,0.4121389622131971,standardized_rmse,17729.0,-0.4121389622131971
superconduct,regression,20260902,TabR,20260911,0.35449756934476956,19.0,2.3701650591101497,0.35880141882869915,0.35880141882869915,standardized_rmse,52353.0,-0.35880141882869915
superconduct,regression,20260902,TabR,20260912,0.3569317671598509,18.0,2.193157556001097,0.3726135327189048,0.3726135327189048,standardized_rmse,52353.0,-0.3726135327189048
superconduct,regression,20260902,TabR,20260913,0.3663544689632803,19.0,2.3324258199427277,0.3712464737100191,0.3712464737100191,standardized_rmse,52353.0,-0.3712464737100191
superconduct,regression,20260903,ModernNCA,20260911,0.3819297963464094,29.0,2.255107818869874,0.4171118553555021,0.4171118553555021,standardized_rmse,17729.0,-0.4171118553555021
superconduct,regression,20260903,ModernNCA,20260912,0.391584409989088,28.0,2.1148186300415546,0.42508193179232234,0.42508193179232234,standardized_rmse,17729.0,-0.42508193179232234
superconduct,regression,20260903,ModernNCA,20260913,0.39082128875956995,29.0,2.255498581798747,0.42108771974478154,0.42108771974478154,standardized_rmse,17729.0,-0.42108771974478154
superconduct,regression,20260903,TabR,20260911,0.3515294225933589,17.0,2.1825568850617856,0.38086998513819487,0.38086998513819487,standardized_rmse,52353.0,-0.38086998513819487
superconduct,regression,20260903,TabR,20260912,0.3491261338920859,23.0,2.8332870439626276,0.3767358538586162,0.3767358538586162,standardized_rmse,52353.0,-0.3767358538586162
superconduct,regression,20260903,TabR,20260913,0.3539974627425478,19.0,2.3144496788736433,0.3765194064417138,0.3765194064417138,standardized_rmse,52353.0,-0.3765194064417138
