dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_log_loss,anchor_val_auc,anchor_val_accuracy,anchor_test_log_loss,anchor_test_auc,anchor_test_accuracy,anchor_train_seconds,residual_parameters,residual_best_epoch,val_log_loss,val_auc,val_accuracy,val_anchor_log_loss,val_anchor_auc,val_anchor_accuracy,test_log_loss,test_auc,test_accuracy,test_anchor_log_loss,test_anchor_auc,test_anchor_accuracy,residual_gate,residual_train_seconds,total_train_seconds,val_gain_log_loss,val_gain_pct,test_gain_log_loss,test_gain_pct,validation_safe,substantive_validation_win
churn,mlp,frozen_t_anchor_q_rank_residual,20260827,11,42675,42724,131,64,27,0.3337780294634827,0.8611614065163583,0.865,0.3458005163046907,0.8494326375682308,0.8625,4.478480910882354,55816,19,0.3270800541419923,0.8716676618736215,0.8675,0.3337780294634827,0.8611614065163583,0.865,0.3379044560166666,0.8602138347901058,0.866,0.3458005163046907,0.8494326375682308,0.8625,-0.0802678987383842,5.80117272795178,10.659751223167405,0.006697975321490357,2.006715460648124,0.007896060288024143,2.283414834773349,True,True
churn,resnet,frozen_t_anchor_q_rank_residual,20260827,11,159703,158820,129,64,12,0.3396796098393339,0.8584623089443423,0.8625,0.3521351329465501,0.8476342289901612,0.8575,3.1452787641901523,171912,7,0.3344523067288943,0.8639267174543248,0.860625,0.3396796098393339,0.8584623089443423,0.8625,0.347699343354342,0.8515703685195211,0.861,0.3521351329465501,0.8476342289901612,0.8575,-0.0562277846038341,3.849069360876456,8.521035060053691,0.005227303110439563,1.5388922263871068,0.004435789592208084,1.2596839046109563,True,True
churn,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,11,10075,10052,128,85,29,0.3290442344940048,0.8659396037792182,0.869375,0.3363617241754087,0.8599585718229786,0.8665,8.004155978094786,23144,4,0.3289864926453508,0.8659323805029326,0.869375,0.3290442344940048,0.8659396037792182,0.869375,0.3360429231294504,0.8598945632843938,0.866,0.3363617241754087,0.8599585718229786,0.8665,-0.0244368705898523,3.1061630949843675,11.479794258950278,5.7741848653980465e-05,0.01754835447664789,0.0003188010459583279,0.0947792281478724,True,True
churn,mlp,frozen_t_anchor_q_rank_residual,20260828,11,42675,42724,131,64,38,0.3339606480388961,0.8609772129710781,0.870625,0.3486422033534442,0.8491125948753067,0.8625,5.171473211143166,55816,25,0.3280112721514024,0.8685074784987143,0.868125,0.3339606480388961,0.8609772129710781,0.870625,0.3402885420838163,0.857428306580849,0.863,0.3486422033534442,0.8491125948753067,0.8625,-0.0807112529873848,7.092149849049747,12.645308509003373,0.005949375887493669,1.7814601577850426,0.008353661269627888,2.3960556666053328,True,True
churn,resnet,frozen_t_anchor_q_rank_residual,20260828,11,159703,158820,129,64,9,0.33772413309141,0.8610145332318865,0.86125,0.3444432916729415,0.8533078533078532,0.862,2.0885236428584903,171912,14,0.3341954972821561,0.8646454334447322,0.859375,0.33772413309141,0.8610145332318865,0.86125,0.3418068779627597,0.8555558640304403,0.865,0.3444432916729415,0.8533078533078532,0.862,0.0656514316797256,4.5133264060132205,8.218972532078624,0.0035286358092538883,1.044827853122007,0.0026364137101818064,0.7654129936387771,True,True
churn,ft_transformer,frozen_t_anchor_q_rank_residual,20260829,11,10075,10052,128,85,29,0.3279270220856651,0.8700075122073369,0.87,0.3375014413078004,0.8613775562928105,0.861,8.660818845033646,23144,13,0.3266761074821669,0.8707816066492666,0.869375,0.3279270220856651,0.8700075122073369,0.87,0.3360191044404365,0.8622682775225148,0.8635,0.3375014413078004,0.8613775562928105,0.861,-0.1255268454551696,5.707547904923558,14.737567482050508,0.0012509146034981877,0.3814612762138914,0.0014823368673639314,0.439209048002863,True,True
churn,mlp,frozen_t_anchor_q_rank_residual,20260829,11,42675,42724,131,64,36,0.3350250706370509,0.8610506496133139,0.870625,0.3442650124306188,0.8523500387907168,0.861,5.329174625920132,55816,4,0.3346615559232343,0.8611770569483103,0.869375,0.3350250706370509,0.8610506496133139,0.870625,0.3441561857773016,0.8524518355026829,0.8595,0.3442650124306188,0.8523500387907168,0.861,0.0234472323209047,2.43089733296074,8.140687123173848,0.00036351471381657063,0.1085037346982262,0.00010882665331718444,0.03161130216191131,True,True
churn,resnet,frozen_t_anchor_q_rank_residual,20260829,11,159703,158820,129,64,14,0.3403486161521414,0.8638027178780903,0.863125,0.3446036778466965,0.8569308908291959,0.8655,3.1231352069880813,171912,6,0.3355494216793729,0.8677141219866898,0.8625,0.3403486161521414,0.8638027178780903,0.863125,0.339795231709812,0.8610528864766153,0.864,0.3446036778466965,0.8569308908291959,0.8655,0.0458504892885685,2.945156459929421,7.591723195044324,0.004799194472768498,1.4100819703709855,0.00480844613688447,1.3953554317617,True,True
higgs-small,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,28,14505,14501,128,68,18,0.5440243854915755,0.796371413177825,0.7184666666666667,0.5482000506554435,0.7919357185146447,0.7120666666666666,47.15498668584041,51034,3,0.5440243624921556,0.7963713418332861,0.7183333333333334,0.5440243854915755,0.796371413177825,0.7184666666666667,0.548200060702117,0.7919356828317702,0.7123333333333334,0.5482000506554435,0.7919357185146447,0.7120666666666666,-0.0006668979767709,29.328240391099826,77.1600751799997,2.2999419924119024e-08,4.227645035311599e-06,-1.0046673493135927e-08,-1.8326655535919487e-06,True,False
higgs-small,mlp,frozen_t_anchor_q_rank_residual,20260827,28,81729,81989,128,64,18,0.5372586422752884,0.8010757026380303,0.7237333333333333,0.5412243758062497,0.7989210515686049,0.7205333333333334,23.25148822995834,118522,9,0.5355462041501565,0.8033867038642825,0.7266666666666667,0.5372586422752884,0.8010757026380303,0.7237333333333333,0.5408742517503986,0.8000193615277522,0.7234666666666667,0.5412243758062497,0.7989210515686049,0.7205333333333334,-0.0630375817418098,26.320364623097703,50.33488905709237,0.0017124381251318876,0.31873626413522516,0.00035012405585110873,0.06469110991712759,True,True
higgs-small,resnet,frozen_t_anchor_q_rank_residual,20260827,28,197825,198085,128,64,16,0.5372037598368793,0.8036885358547065,0.7270666666666666,0.5443163040112758,0.7971058994211095,0.7178,27.29394371015951,234618,8,0.5345094506745399,0.8059090365332018,0.7302666666666666,0.5372037598368793,0.8036885358547065,0.7270666666666666,0.5417340047816575,0.7994770085961471,0.7206,0.5443163040112758,0.7971058994211095,0.7178,-0.0441531315445899,29.14664496993646,58.26110429293476,0.00269430916233937,0.5015432436953701,0.00258229922961839,0.47441151598591397,True,True
higgs-small,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,28,14505,14501,128,68,24,0.5409761379692681,0.79886399517397,0.7195333333333334,0.5490961018413254,0.791692994680968,0.7158666666666667,53.229814435122535,51034,18,0.5385399981779585,0.8014673128127532,0.7221333333333333,0.5409761379692681,0.79886399517397,0.7195333333333334,0.548516383384339,0.7927234001297714,0.7142,0.5490961018413254,0.791692994680968,0.7158666666666667,-0.1191634386777877,56.02441677986644,109.83538405806758,0.0024361397913096328,0.45032296626880525,0.0005797184569864555,0.10557686624298404,True,True
higgs-small,mlp,frozen_t_anchor_q_rank_residual,20260828,28,81729,81989,128,64,16,0.5383393591860807,0.800190700385594,0.7233333333333334,0.5428871888025679,0.7963703861686328,0.7186666666666667,20.563031188910827,118522,7,0.5353485242139039,0.8028431833298348,0.7241333333333333,0.5383393591860807,0.800190700385594,0.7233333333333334,0.5409085773404139,0.7979817623400658,0.7194666666666667,0.5428871888025679,0.7963703861686328,0.7186666666666667,-0.0398349836468696,20.953273370862007,42.28174525988288,0.0029908349721767813,0.5555668410904688,0.0019786114621540563,0.3644608867116993,True,True
higgs-small,resnet,frozen_t_anchor_q_rank_residual,20260828,28,197825,198085,128,64,13,0.539395698282376,0.799481678356737,0.7205333333333334,0.5424631760497306,0.7971567564381183,0.7178,20.3061779900454,234618,17,0.5358217176421111,0.8025703261403234,0.7257333333333333,0.539395698282376,0.799481678356737,0.7205333333333334,0.5393315815848917,0.7993274973516171,0.7165333333333334,0.5424631760497306,0.7971567564381183,0.7178,-0.062249582260847,41.54515615804121,63.77718933601864,0.003573980640264929,0.6625897558407917,0.003131594464838905,0.5772916214596314,True,True
higgs-small,ft_transformer,frozen_t_anchor_q_rank_residual,20260829,28,14505,14501,128,68,18,0.5438196168796848,0.7951602147748869,0.7183333333333334,0.5477648046509401,0.7919345499005019,0.7146666666666667,46.002291950862855,51034,26,0.5402301243254775,0.7986391171869547,0.7214666666666667,0.5438196168796848,0.7951602147748869,0.7183333333333334,0.5441200489446664,0.7955516426111757,0.7178,0.5477648046509401,0.7919345499005019,0.7146666666666667,-0.1549010872840881,74.84517361503094,121.52154033700936,0.003589492554207374,0.660052054540268,0.0036447557062737612,0.6653869827573825,True,True
higgs-small,mlp,frozen_t_anchor_q_rank_residual,20260829,28,81729,81989,128,64,15,0.5371139167384112,0.8017383239623173,0.7257333333333333,0.5417712376253447,0.7975853702069693,0.7176666666666667,20.08254797803238,118522,9,0.53486707876146,0.8034573973843915,0.7258,0.5371139167384112,0.8017383239623173,0.7257333333333333,0.5400849340926538,0.7992083433126439,0.7211333333333333,0.5417712376253447,0.7975853702069693,0.7176666666666667,-0.0701986774802208,25.869749098084867,46.621532934950665,0.0022468379769512437,0.41831684246705403,0.001686303532690947,0.3112574857392281,True,True
higgs-small,resnet,frozen_t_anchor_q_rank_residual,20260829,28,197825,198085,128,64,13,0.5392270150708057,0.8028517357564507,0.7247333333333333,0.544605588498076,0.7986012794879707,0.7176666666666667,22.47266889200546,234618,12,0.5352761903355499,0.804767550662961,0.7292,0.5392270150708057,0.8028517357564507,0.7247333333333333,0.5404303706285798,0.8003949773071191,0.7217333333333333,0.544605588498076,0.7986012794879707,0.7176666666666667,0.067601278424263,34.6700728200376,58.965958788990974,0.003950824735255876,0.7326830119475921,0.004175217869496262,0.7666498393839033,True,True
