dataset,model,method,seed,n_fields,anchor_parameters,anchor_target_parameters,anchor_width,anchor_ft_feedforward_width,anchor_best_epoch,anchor_val_loss,anchor_val_rmse,anchor_test_loss,anchor_test_rmse,residual_parameters,residual_best_epoch,val_loss,val_rmse,val_anchor_rmse,test_loss,test_rmse,test_anchor_rmse,residual_gate,residual_train_seconds,total_train_seconds,val_gain_pct,test_gain_pct,validation_safe,strict_validation_win,epoch_zero_fallback
maps-routing,mlp,frozen_t_anchor_q_rank_residual,20260829,986,2320069,2317822,129,64,4,0.1937782168388366,0.1656677802986332,0.1951627731323242,0.1662585796724208,3599638,9,0.1920693218708038,0.1649356655655797,0.1656677802986332,0.1945241391658783,0.1659863315916082,0.1662585796724208,0.0222193356603384,56.01197197497822,90.08526427694596,0.44191739138037156,0.16374979345367896,True,True,False
maps-routing,resnet,frozen_t_anchor_q_rank_residual,20260829,986,2437975,2433918,129,64,10,0.1926001906394958,0.1651634447188049,0.1936018764972686,0.1655923833765386,3715734,2,0.1924584209918975,0.1651026465603601,0.1651634447188049,0.1932972371578216,0.1654620493750037,0.1655923833765386,0.0145879350602626,44.408554011024535,77.4516030040104,0.036810904827213026,0.07870772729837947,True,True,False
weather,ft_transformer,frozen_t_anchor_q_rank_residual,20260827,103,36825,36858,128,108,14,0.1835496872663498,1.6714297617313398,0.1705495715141296,1.6111524011628602,169264,1,0.1827638298273086,1.667847858449349,1.6714297617313398,0.1696087270975113,1.6067022578148618,1.6111524011628602,0.0361879207193851,17.099172290880233,50.47933077719063,0.2143017531457933,0.2762087152516735,True,True,False
weather,mlp,frozen_t_anchor_q_rank_residual,20260827,103,258827,257946,130,64,8,0.1841151714324951,1.6740024716748352,0.1723611056804657,1.6196864249543013,390352,7,0.1809663921594619,1.6596261555439074,1.6740024716748352,0.1674400418996811,1.5963972411397778,1.6196864249543013,-0.0447706878185272,19.03595880512148,33.71087830187753,0.8587989787460921,1.4378822626225685,True,True,False
weather,resnet,frozen_t_anchor_q_rank_residual,20260827,103,374823,374042,129,64,20,0.1832382529973983,1.6700111771905417,0.169310450553894,1.6052888503499507,506448,15,0.179930180311203,1.654867832409589,1.6700111771905417,0.1664929687976837,1.5918760739090272,1.6052888503499507,0.0457447655498981,35.355882263043895,57.93215391295962,0.9067810436112435,0.8355366349177327,True,True,False
weather,ft_transformer,frozen_t_anchor_q_rank_residual,20260828,103,36825,36858,128,108,10,0.1855730414390564,1.6806169889067326,0.1732910871505737,1.6240500893168903,169264,13,0.1836634129285812,1.671947482640699,1.6806169889067326,0.1689920127391815,1.603778532303488,1.6240500893168903,0.0999938771128654,79.92310482216999,112.49793874798344,0.5158525900463035,1.2482100858064582,True,True,False
weather,mlp,frozen_t_anchor_q_rank_residual,20260828,103,258827,257946,130,64,12,0.1815280616283416,1.6621996697692445,0.1681157201528549,1.5996150046302695,390352,0,0.1815280616283416,1.6621996697692445,1.6621996697692445,0.1681157201528549,1.5996150046302695,1.5996150046302695,0.0,9.372937408974394,42.20700404420495,0.0,0.0,True,False,True
weather,resnet,frozen_t_anchor_q_rank_residual,20260828,103,374823,374042,129,64,20,0.1833890974521637,1.670698424799251,0.169311985373497,1.6052961264017365,506448,17,0.1812070906162262,1.660729500499538,1.670698424799251,0.1675503551959991,1.5969230259047458,1.6052961264017365,-0.0622345805168151,38.32209286419675,66.0048983800225,0.596692027222736,0.5215922694437043,True,True,False
weather,ft_transformer,frozen_t_anchor_q_rank_residual,20260829,103,36825,36858,128,108,11,0.1849565058946609,1.6778228811200713,0.1730825304985046,1.6230725190763506,169264,18,0.1802408397197723,1.6562958267208072,1.6778228811200713,0.16829414665699,1.6004636403899135,1.6230725190763506,-0.0871201679110527,72.65810417500325,103.29485931689852,1.2830349759500925,1.3929678693163547,True,True,False
weather,mlp,frozen_t_anchor_q_rank_residual,20260829,103,258827,257946,130,64,12,0.1823034137487411,1.6657457242231188,0.1673457026481628,1.5959474558365143,390352,2,0.1807924211025238,1.6588282274373585,1.6657457242231188,0.167327731847763,1.5958617613049433,1.5959474558365143,-0.0183519106358289,30.20691993716173,52.96914279088378,0.41527927613241183,0.005369508329214871,True,True,False
weather,resnet,frozen_t_anchor_q_rank_residual,20260829,103,374823,374042,129,64,17,0.1852510422468185,1.679158284933877,0.1720006018877029,1.617991701733687,506448,16,0.1812605410814285,1.660974414258653,1.679158284933877,0.1684169620275497,1.6010475159763682,1.617991701733687,-0.0550325214862823,55.493090523872524,84.89179763896391,1.0829158179057572,1.047235640279423,True,True,False
