panel,dataset,model,method,alpha,product_cells,score_bias,absolute_bias,score_rmse,max_absolute_score_error,support_floor
confirmation,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.01,128,1.3747392361699272e-05,1.3747392361699272e-05,0.00021184387331894168,0.0006009927548328298,0.005
confirmation,compustat_kor_direction,onehot_linear,two_disjoint_pairs64,0.01,128,-2.4856656988779535e-11,2.4856656988779535e-11,1.616538449843781e-09,4.849767920589443e-09,0.005
confirmation,compustat_kor_direction,ordinal_forest,two_disjoint_pairs64,0.01,128,2.339744034923004e-05,2.339744034923004e-05,0.00017378126420733623,0.0005826508772494021,0.005
confirmation,compustat_kor_direction,native_histgb,two_disjoint_pairs64,0.01,128,3.0721670409401217e-06,3.0721670409401217e-06,0.00010166870069955047,0.0003842752150787776,0.005
confirmation,compustat_kor_direction,catboost_native,two_disjoint_pairs64,0.01,128,6.512345162659923e-06,6.512345162659923e-06,7.241826111649064e-05,0.0002958970711547382,0.005
confirmation,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,0.01,128,2.877138529515735e-05,2.877138529515735e-05,0.00025984965880122265,0.0011309128915294453,0.005
confirmation,credit_card_default,onehot_linear,disjoint_pair32,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,ordinal_forest,disjoint_pair32,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,native_histgb,disjoint_pair32,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,credit_card_default,catboost_native,disjoint_pair32,1e-06,32,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,5e-07
confirmation,credit_card_default,onehot_adam_mlp,disjoint_pair32,1e-06,32,-5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5e-07
confirmation,credit_card_default,onehot_linear,independent_pair32,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,ordinal_forest,independent_pair32,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,native_histgb,independent_pair32,1e-06,32,4.113243223757249e-07,4.113243223757249e-07,2.079687037546548e-05,3.4969054223454865e-05,5e-07
confirmation,credit_card_default,catboost_native,independent_pair32,1e-06,32,1.7261503590265703e-06,1.7261503590265703e-06,1.701248069379661e-05,4.4073295258573175e-05,5e-07
confirmation,credit_card_default,onehot_adam_mlp,independent_pair32,1e-06,32,0.00010268907172528884,0.00010268907172528884,0.00040783098350404874,0.0015396725527410116,5e-07
confirmation,credit_card_default,onehot_linear,mutually_disjoint_pack64,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,ordinal_forest,mutually_disjoint_pack64,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,native_histgb,mutually_disjoint_pack64,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,credit_card_default,catboost_native,mutually_disjoint_pack64,1e-06,32,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,5e-07
confirmation,credit_card_default,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,32,-5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5e-07
confirmation,credit_card_default,onehot_linear,two_disjoint_pairs64,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,ordinal_forest,two_disjoint_pairs64,1e-06,32,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-07
confirmation,credit_card_default,native_histgb,two_disjoint_pairs64,1e-06,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-07
confirmation,credit_card_default,catboost_native,two_disjoint_pairs64,1e-06,32,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,5e-07
confirmation,credit_card_default,onehot_adam_mlp,two_disjoint_pairs64,1e-06,32,-5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5.551115123125783e-16,5e-07
confirmation,credit_card_default,onehot_linear,disjoint_pair32,0.0001,32,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,5e-05
confirmation,credit_card_default,ordinal_forest,disjoint_pair32,0.0001,32,-8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-05
confirmation,credit_card_default,native_histgb,disjoint_pair32,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,credit_card_default,catboost_native,disjoint_pair32,0.0001,32,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,5e-05
confirmation,credit_card_default,onehot_adam_mlp,disjoint_pair32,0.0001,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,credit_card_default,onehot_linear,independent_pair32,0.0001,32,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,5e-05
confirmation,credit_card_default,ordinal_forest,independent_pair32,0.0001,32,-8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-05
confirmation,credit_card_default,native_histgb,independent_pair32,0.0001,32,4.107521035058353e-07,4.107521035058353e-07,2.0802737918368108e-05,3.497548671232975e-05,5e-05
confirmation,credit_card_default,catboost_native,independent_pair32,0.0001,32,1.725324375071184e-06,1.725324375071184e-06,1.700198991044779e-05,4.403686705406473e-05,5e-05
confirmation,credit_card_default,onehot_adam_mlp,independent_pair32,0.0001,32,0.00010239191261855691,0.00010239191261855691,0.0004069777513262801,0.001538166281510267,5e-05
confirmation,credit_card_default,onehot_linear,mutually_disjoint_pack64,0.0001,32,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,5e-05
confirmation,credit_card_default,ordinal_forest,mutually_disjoint_pack64,0.0001,32,-8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-05
confirmation,credit_card_default,native_histgb,mutually_disjoint_pack64,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,credit_card_default,catboost_native,mutually_disjoint_pack64,0.0001,32,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,5e-05
confirmation,credit_card_default,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,credit_card_default,onehot_linear,two_disjoint_pairs64,0.0001,32,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,5e-05
confirmation,credit_card_default,ordinal_forest,two_disjoint_pairs64,0.0001,32,-8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,8.326672684688674e-16,5e-05
confirmation,credit_card_default,native_histgb,two_disjoint_pairs64,0.0001,32,-1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5e-05
confirmation,credit_card_default,catboost_native,two_disjoint_pairs64,0.0001,32,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,5e-05
confirmation,credit_card_default,onehot_adam_mlp,two_disjoint_pairs64,0.0001,32,-1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,5e-05
confirmation,credit_card_default,onehot_linear,disjoint_pair32,0.01,32,-7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,0.005
confirmation,credit_card_default,ordinal_forest,disjoint_pair32,0.01,32,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.005
confirmation,credit_card_default,native_histgb,disjoint_pair32,0.01,32,-1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,0.005
confirmation,credit_card_default,catboost_native,disjoint_pair32,0.01,32,-1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,0.005
confirmation,credit_card_default,onehot_adam_mlp,disjoint_pair32,0.01,32,-3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,0.005
confirmation,credit_card_default,onehot_linear,independent_pair32,0.01,32,-7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,0.005
confirmation,credit_card_default,ordinal_forest,independent_pair32,0.01,32,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.005
confirmation,credit_card_default,native_histgb,independent_pair32,0.01,32,3.575071767833557e-07,3.575071767833557e-07,2.1309147544361767e-05,3.551073642138469e-05,0.005
confirmation,credit_card_default,catboost_native,independent_pair32,0.01,32,1.6413367602013018e-06,1.6413367602013018e-06,1.6129401002343077e-05,4.096292551875047e-05,0.005
confirmation,credit_card_default,onehot_adam_mlp,independent_pair32,0.01,32,8.68723983724271e-05,8.68723983724271e-05,0.00034901349630307824,0.0014059607777018868,0.005
confirmation,credit_card_default,onehot_linear,mutually_disjoint_pack64,0.01,32,-7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,0.005
confirmation,credit_card_default,ordinal_forest,mutually_disjoint_pack64,0.01,32,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.005
confirmation,credit_card_default,native_histgb,mutually_disjoint_pack64,0.01,32,-1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,0.005
confirmation,credit_card_default,catboost_native,mutually_disjoint_pack64,0.01,32,-1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,0.005
confirmation,credit_card_default,onehot_adam_mlp,mutually_disjoint_pack64,0.01,32,-3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,0.005
confirmation,credit_card_default,onehot_linear,two_disjoint_pairs64,0.01,32,-7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,7.771561172376096e-16,0.005
confirmation,credit_card_default,ordinal_forest,two_disjoint_pairs64,0.01,32,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,0.005
confirmation,credit_card_default,native_histgb,two_disjoint_pairs64,0.01,32,-1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,1.0547118733938987e-15,0.005
confirmation,credit_card_default,catboost_native,two_disjoint_pairs64,0.01,32,-1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.2212453270876722e-15,0.005
confirmation,credit_card_default,onehot_adam_mlp,two_disjoint_pairs64,0.01,32,-3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,3.885780586188048e-16,0.005
confirmation,credit_card_fraud,onehot_linear,disjoint_pair32,1e-06,32,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,5e-07
confirmation,credit_card_fraud,ordinal_forest,disjoint_pair32,1e-06,32,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,5e-07
confirmation,credit_card_fraud,native_histgb,disjoint_pair32,1e-06,32,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,5e-07
confirmation,credit_card_fraud,catboost_native,disjoint_pair32,1e-06,32,-3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,5e-07
confirmation,credit_card_fraud,onehot_adam_mlp,disjoint_pair32,1e-06,32,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,5e-07
confirmation,credit_card_fraud,onehot_linear,independent_pair32,1e-06,32,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,5e-07
confirmation,credit_card_fraud,ordinal_forest,independent_pair32,1e-06,32,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,5e-07
confirmation,credit_card_fraud,native_histgb,independent_pair32,1e-06,32,7.857004443890442e-07,7.857004443890442e-07,1.5620998988384907e-05,3.494556479893742e-05,5e-07
confirmation,credit_card_fraud,catboost_native,independent_pair32,1e-06,32,9.322504155484604e-07,9.322504155484604e-07,1.540108391822719e-05,3.892940736427517e-05,5e-07
confirmation,credit_card_fraud,onehot_adam_mlp,independent_pair32,1e-06,32,3.268654711491277e-06,3.268654711491277e-06,6.304011821307468e-05,0.00019600444479351675,5e-07
confirmation,credit_card_fraud,onehot_linear,mutually_disjoint_pack64,1e-06,32,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,5e-07
confirmation,credit_card_fraud,ordinal_forest,mutually_disjoint_pack64,1e-06,32,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,5e-07
confirmation,credit_card_fraud,native_histgb,mutually_disjoint_pack64,1e-06,32,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,5e-07
confirmation,credit_card_fraud,catboost_native,mutually_disjoint_pack64,1e-06,32,-3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,5e-07
confirmation,credit_card_fraud,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,32,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,5e-07
confirmation,credit_card_fraud,onehot_linear,two_disjoint_pairs64,1e-06,32,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,7.806255641895632e-18,5e-07
confirmation,credit_card_fraud,ordinal_forest,two_disjoint_pairs64,1e-06,32,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,6.123573870198129e-16,5e-07
confirmation,credit_card_fraud,native_histgb,two_disjoint_pairs64,1e-06,32,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,1.0668549377257364e-16,5e-07
confirmation,credit_card_fraud,catboost_native,two_disjoint_pairs64,1e-06,32,-3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,5e-07
confirmation,credit_card_fraud,onehot_adam_mlp,two_disjoint_pairs64,1e-06,32,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,5e-07
confirmation,credit_card_fraud,onehot_linear,disjoint_pair32,0.0001,32,-8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,5e-05
confirmation,credit_card_fraud,ordinal_forest,disjoint_pair32,0.0001,32,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,5e-05
confirmation,credit_card_fraud,native_histgb,disjoint_pair32,0.0001,32,-1.3791051634015616e-16,1.3791051634015616e-16,1.3791051634015616e-16,1.3791051634015616e-16,5e-05
confirmation,credit_card_fraud,catboost_native,disjoint_pair32,0.0001,32,-3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,5e-05
confirmation,credit_card_fraud,onehot_adam_mlp,disjoint_pair32,0.0001,32,-6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,5e-05
confirmation,credit_card_fraud,onehot_linear,independent_pair32,0.0001,32,-8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,5e-05
confirmation,credit_card_fraud,ordinal_forest,independent_pair32,0.0001,32,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,5e-05
confirmation,credit_card_fraud,native_histgb,independent_pair32,0.0001,32,4.630079596465337e-07,4.630079596465337e-07,9.469021734503444e-06,2.251374596005159e-05,5e-05
confirmation,credit_card_fraud,catboost_native,independent_pair32,0.0001,32,4.6890208624808835e-07,4.6890208624808835e-07,9.581544187290235e-06,2.4284349311069937e-05,5e-05
confirmation,credit_card_fraud,onehot_adam_mlp,independent_pair32,0.0001,32,2.9976647710336877e-06,2.9976647710336877e-06,6.373796404755936e-05,0.00019663010306219478,5e-05
confirmation,credit_card_fraud,onehot_linear,mutually_disjoint_pack64,0.0001,32,-8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,5e-05
confirmation,credit_card_fraud,ordinal_forest,mutually_disjoint_pack64,0.0001,32,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,5e-05
confirmation,credit_card_fraud,native_histgb,mutually_disjoint_pack64,0.0001,32,-1.3791051634015616e-16,1.3791051634015616e-16,1.3791051634015616e-16,1.3791051634015616e-16,5e-05
confirmation,credit_card_fraud,catboost_native,mutually_disjoint_pack64,0.0001,32,-3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,5e-05
confirmation,credit_card_fraud,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,32,-6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,5e-05
confirmation,credit_card_fraud,onehot_linear,two_disjoint_pairs64,0.0001,32,-8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,5e-05
confirmation,credit_card_fraud,ordinal_forest,two_disjoint_pairs64,0.0001,32,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,2.6020852139652106e-17,5e-05
