batch,control,dataset,model,strength2_residual,control_residual,strength2_lower
0,lhs16,polish_bankruptcy_2year,ordinal_forest,0.0,8.941356591523634e-06,True
0,lhs16,polish_bankruptcy_2year,catboost_native,0.0,1.3638744719745284e-05,True
0,lhs16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,6.318871626365457e-05,True
0,lhs16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,1.0955564521779745e-05,True
0,lhs16,polish_bankruptcy_3year,catboost_native,0.0,1.6683286462185444e-05,True
0,lhs16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,5.378761497183061e-05,True
0,lhs16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,1.2306630766959122e-05,True
0,lhs16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,2.041030593615368e-05,True
0,lhs16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00016859916914329157,False
0,lhs16,polish_bankruptcy_5year,catboost_native,0.0,2.6301980553243898e-05,True
0,lhs16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0005837481477528811,True
1,sobol16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013100083294651454,True
1,sobol16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,5.738197183503872e-05,False
1,sobol16,credit_card_fraud,native_histgb,8.470257660572782e-08,5.1227871918396236e-08,False
1,sobol16,credit_card_fraud,catboost_native,8.175942473422183e-08,1.7167131756994514e-07,True
1,sobol16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.4880502574332604e-06,False
1,sobol16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,2.8972062483972125e-05,True
1,sobol16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,6.483321535997107e-05,False
1,sobol16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014003607300295105,True
1,sobol16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.0009167704590282457,True
1,sobol16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00023374065353186772,True
1,sobol16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0012406703333101292,True
1,sobol16,polish_bankruptcy_1year,ordinal_forest,0.0,5.994961318070878e-06,True
1,sobol16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,4.871668603495285e-06,True
1,sobol16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.00011798933298887244,False
1,sobol16,polish_bankruptcy_2year,ordinal_forest,0.0,5.883029047605629e-06,True
1,sobol16,polish_bankruptcy_2year,catboost_native,0.0,9.375652536010195e-06,True
1,sobol16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,2.146842991157821e-05,True
1,sobol16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,7.031707118842003e-06,True
1,sobol16,polish_bankruptcy_3year,catboost_native,0.0,1.083598015320377e-05,True
1,sobol16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,2.00566754824399e-05,True
1,sobol16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,8.050570735375104e-06,True
1,sobol16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,1.4448144290618402e-05,True
1,sobol16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.0001891483200635239,False
1,sobol16,polish_bankruptcy_5year,catboost_native,0.0,1.5168435515538148e-05,True
1,sobol16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.00027271695761029856,True
1,lhs16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.0001317277727552503,True
1,lhs16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,8.294286296152303e-05,True
1,lhs16,credit_card_fraud,native_histgb,8.470257660572782e-08,1.1829454973552603e-06,True
1,lhs16,credit_card_fraud,catboost_native,8.175942473422183e-08,3.9360813161616426e-07,True
1,lhs16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.78584376068429e-06,False
1,lhs16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,4.7132120477695666e-05,True
1,lhs16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,0.00012111838057854299,True
1,lhs16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014553570039605823,True
1,lhs16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.000838354701265627,True
1,lhs16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00017959410730186503,True
1,lhs16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0007977033893248396,True
1,lhs16,polish_bankruptcy_1year,ordinal_forest,0.0,9.055673448171968e-06,True
1,lhs16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,7.448446134965106e-06,True
1,lhs16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.0006372651274797926,True
1,lhs16,polish_bankruptcy_2year,ordinal_forest,0.0,9.056347812518547e-06,True
1,lhs16,polish_bankruptcy_2year,catboost_native,0.0,1.3818446057717186e-05,True
1,lhs16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,6.343960178103077e-05,True
1,lhs16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,1.1096835904384751e-05,True
1,lhs16,polish_bankruptcy_3year,catboost_native,0.0,1.6914920362437325e-05,True
1,lhs16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,5.424168920493727e-05,True
1,lhs16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,1.2454729978796004e-05,True
1,lhs16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,2.0556930533886407e-05,True
1,lhs16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00016309982617396896,False
1,lhs16,polish_bankruptcy_5year,catboost_native,0.0,2.6576874260222984e-05,True
1,lhs16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0005811831096206789,True
2,sobol16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013133170309359148,True
2,sobol16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,5.684017342752601e-05,False
2,sobol16,credit_card_fraud,native_histgb,8.470257660572782e-08,5.2438283816064023e-08,False
2,sobol16,credit_card_fraud,catboost_native,8.175942473422183e-08,1.7251852173089657e-07,True
2,sobol16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.463413627901096e-06,False
2,sobol16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,2.8996608806403983e-05,True
2,sobol16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,6.500720594985503e-05,False
2,sobol16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.0001400183972432581,True
2,sobol16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.0009189095270580476,True
2,sobol16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00023321043848704485,True
2,sobol16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0012389424137403023,True
2,sobol16,polish_bankruptcy_1year,ordinal_forest,0.0,5.988887541643109e-06,True
2,sobol16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,4.850021160523401e-06,True
2,sobol16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.0001128730663865227,False
2,sobol16,polish_bankruptcy_2year,ordinal_forest,0.0,5.865669164779016e-06,True
2,sobol16,polish_bankruptcy_2year,catboost_native,0.0,9.457647656880874e-06,True
2,sobol16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,2.078698180518915e-05,True
2,sobol16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,7.0328363320805595e-06,True
2,sobol16,polish_bankruptcy_3year,catboost_native,0.0,1.0755499899424425e-05,True
2,sobol16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,1.9427445664374398e-05,True
2,sobol16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,8.062374746538795e-06,True
2,sobol16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,1.442605471177233e-05,True
2,sobol16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.000191186199711163,False
2,sobol16,polish_bankruptcy_5year,catboost_native,0.0,1.5226974915567439e-05,True
2,sobol16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0002703661856728236,True
2,lhs16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013117947462068066,True
2,lhs16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,8.302885892672412e-05,True
2,lhs16,credit_card_fraud,native_histgb,8.470257660572782e-08,1.2172297806254902e-06,True
2,lhs16,credit_card_fraud,catboost_native,8.175942473422183e-08,4.007890259513471e-07,True
2,lhs16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.769008392776125e-06,False
2,lhs16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,4.663967769038914e-05,True
2,lhs16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,0.00012120897005201087,True
2,lhs16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014510412051088633,True
2,lhs16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.000833320367011359,True
2,lhs16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00017883448943078768,True
2,lhs16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0007965602230485575,True
2,lhs16,polish_bankruptcy_1year,ordinal_forest,0.0,8.964674147261534e-06,True
2,lhs16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,7.4229861689808046e-06,True
2,lhs16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.0006522225245787069,True
2,lhs16,polish_bankruptcy_2year,ordinal_forest,0.0,8.955260014604855e-06,True
2,lhs16,polish_bankruptcy_2year,catboost_native,0.0,1.361503069241914e-05,True
2,lhs16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,6.334450457588984e-05,True
2,lhs16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,1.0983160996860286e-05,True
2,lhs16,polish_bankruptcy_3year,catboost_native,0.0,1.6751395071317735e-05,True
2,lhs16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,5.349850276028717e-05,True
2,lhs16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,1.233499792952052e-05,True
2,lhs16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,2.03801724668684e-05,True
2,lhs16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00016731590855954159,False
2,lhs16,polish_bankruptcy_5year,catboost_native,0.0,2.6238456840877934e-05,True
2,lhs16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0005911638254406606,True
3,sobol16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013342633152093418,True
3,sobol16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,5.696765426102017e-05,False
3,sobol16,credit_card_fraud,native_histgb,8.470257660572782e-08,5.241514330595529e-08,False
3,sobol16,credit_card_fraud,catboost_native,8.175942473422183e-08,1.726436947719802e-07,True
3,sobol16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.4514285921319336e-06,False
3,sobol16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,2.899027427158286e-05,True
3,sobol16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,6.536731736875548e-05,False
3,sobol16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014004842883937063,True
3,sobol16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.000919750146535834,True
3,sobol16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00023316866793399678,True
3,sobol16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0012407685879099514,True
3,sobol16,polish_bankruptcy_1year,ordinal_forest,0.0,5.9904549678180164e-06,True
3,sobol16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,4.855607597419371e-06,True
3,sobol16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.00011808371949994935,False
3,sobol16,polish_bankruptcy_2year,ordinal_forest,0.0,5.870149134540723e-06,True
3,sobol16,polish_bankruptcy_2year,catboost_native,0.0,9.43648762568844e-06,True
3,sobol16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,2.1153547644643e-05,True
3,sobol16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,7.032544922212545e-06,True
3,sobol16,polish_bankruptcy_3year,catboost_native,0.0,1.0776268997173935e-05,True
3,sobol16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,1.9768125262647278e-05,True
3,sobol16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,8.059328550109453e-06,True
3,sobol16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,1.4431755248248735e-05,True
3,sobol16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00019315947478629262,False
3,sobol16,polish_bankruptcy_5year,catboost_native,0.0,1.5211867973624395e-05,True
3,sobol16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.00026453865728250927,True
3,lhs16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013033051458937353,True
3,lhs16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,8.336174060792204e-05,True
3,lhs16,credit_card_fraud,native_histgb,8.470257660572782e-08,1.207826787571397e-06,True
3,lhs16,credit_card_fraud,catboost_native,8.175942473422183e-08,3.890014571282234e-07,True
3,lhs16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.7983620389278985e-06,False
3,lhs16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,4.703407213511884e-05,True
3,lhs16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,0.00012176198485406312,True
3,lhs16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014561465353602664,True
3,lhs16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.0008335392024118476,True
3,lhs16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.0001794079259291029,True
3,lhs16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0008029528753104606,True
3,lhs16,polish_bankruptcy_1year,ordinal_forest,0.0,9.029124966825744e-06,True
3,lhs16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,7.5378191021279e-06,True
3,lhs16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.0006443040139878447,True
3,lhs16,polish_bankruptcy_2year,ordinal_forest,0.0,9.038534695612203e-06,True
3,lhs16,polish_bankruptcy_2year,catboost_native,0.0,1.3687172481857667e-05,True
3,lhs16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,6.56166339889565e-05,True
3,lhs16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,1.107531285370398e-05,True
3,lhs16,polish_bankruptcy_3year,catboost_native,0.0,1.682746816877473e-05,True
3,lhs16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,5.5390903906683305e-05,True
3,lhs16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,1.244523552415254e-05,True
3,lhs16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,2.072477585739964e-05,True
3,lhs16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00016782928894899877,False
3,lhs16,polish_bankruptcy_5year,catboost_native,0.0,2.646118259008079e-05,True
3,lhs16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0005942822223566687,True
4,sobol16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.0001310404483933832,True
4,sobol16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,5.676620531352996e-05,False
4,sobol16,credit_card_fraud,native_histgb,8.470257660572782e-08,5.262792157137231e-08,False
4,sobol16,credit_card_fraud,catboost_native,8.175942473422183e-08,1.705754987436353e-07,True
4,sobol16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.4845997009848134e-06,False
4,sobol16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,2.900254743279879e-05,True
4,sobol16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,6.492657527144601e-05,False
4,sobol16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014000220371581805,True
4,sobol16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.000915912188676875,True
4,sobol16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.000232587586907167,True
4,sobol16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0012341036263576097,True
4,sobol16,polish_bankruptcy_1year,ordinal_forest,0.0,5.987418079604133e-06,True
4,sobol16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,4.8447838759334284e-06,True
4,sobol16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.00011540692722071668,False
4,sobol16,polish_bankruptcy_2year,ordinal_forest,0.0,5.861469193127415e-06,True
4,sobol16,polish_bankruptcy_2year,catboost_native,0.0,9.477485186123778e-06,True
4,sobol16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,2.070429683320051e-05,True
4,sobol16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,7.033109528831824e-06,True
4,sobol16,polish_bankruptcy_3year,catboost_native,0.0,1.073602887028426e-05,True
4,sobol16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,1.940701549803358e-05,True
4,sobol16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,8.065230555691299e-06,True
4,sobol16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,1.4420710458825696e-05,True
4,sobol16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.0001903345863418562,False
4,sobol16,polish_bankruptcy_5year,catboost_native,0.0,1.524113767363904e-05,True
4,sobol16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0002634104991022495,True
4,lhs16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.0001303742504878613,True
4,lhs16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,8.319286737297032e-05,True
4,lhs16,credit_card_fraud,native_histgb,8.470257660572782e-08,1.1746333552022744e-06,True
4,lhs16,credit_card_fraud,catboost_native,8.175942473422183e-08,3.9822145546194664e-07,True
4,lhs16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.802569075906903e-06,False
4,lhs16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,4.7055438392360515e-05,True
4,lhs16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,0.00012212753797018655,True
4,lhs16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00014542448817418725,True
4,lhs16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.0008297495880155124,True
4,lhs16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.0001787451119198174,True
4,lhs16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0007982065517628475,True
4,lhs16,polish_bankruptcy_1year,ordinal_forest,0.0,9.037602769297066e-06,True
4,lhs16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,7.505789608650927e-06,True
4,lhs16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.0006452679689083873,True
4,lhs16,polish_bankruptcy_2year,ordinal_forest,0.0,9.038992673313043e-06,True
4,lhs16,polish_bankruptcy_2year,catboost_native,0.0,1.3787093381881658e-05,True
4,lhs16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,6.432961529771568e-05,True
4,lhs16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,1.1074647498296755e-05,True
4,lhs16,polish_bankruptcy_3year,catboost_native,0.0,1.6970453676153257e-05,True
4,lhs16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,5.514630871148606e-05,True
4,lhs16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,1.2431801030480673e-05,True
4,lhs16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,2.0614438477433886e-05,True
4,lhs16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00016877849045178331,False
4,lhs16,polish_bankruptcy_5year,catboost_native,0.0,2.632460146265769e-05,True
4,lhs16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.0005876982245403271,True
5,sobol16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.0001311164481314088,True
5,sobol16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,5.736484478143738e-05,False
5,sobol16,credit_card_fraud,native_histgb,8.470257660572782e-08,5.224654914458692e-08,False
5,sobol16,credit_card_fraud,catboost_native,8.175942473422183e-08,1.7430276947511577e-07,True
5,sobol16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.466749478140717e-06,False
5,sobol16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,2.897958474407221e-05,True
5,sobol16,heloc_credit_risk,onehot_adam_mlp,9.602593828254518e-05,6.482502442181158e-05,False
5,sobol16,kdd17_stock_direction,ordinal_forest,0.00013276389721734327,0.00013997539019010383,True
5,sobol16,kdd17_stock_direction,onehot_adam_mlp,0.0007806028381460947,0.0009142157716605659,True
5,sobol16,kdd17_stock_return,ordinal_forest,0.00015532984621958025,0.00023369129267418836,True
5,sobol16,kdd17_stock_return,onehot_adam_mlp,0.0004826308630860923,0.0012399501520849682,True
5,sobol16,polish_bankruptcy_1year,ordinal_forest,0.0,5.993099999488175e-06,True
5,sobol16,polish_bankruptcy_1year,catboost_native,-4.235164736271502e-22,4.8650347096813216e-06,True
5,sobol16,polish_bankruptcy_1year,onehot_adam_mlp,0.00015464200790749446,0.00011877627535434076,False
5,sobol16,polish_bankruptcy_2year,ordinal_forest,0.0,5.877709083513602e-06,True
5,sobol16,polish_bankruptcy_2year,catboost_native,0.0,9.400780073051206e-06,True
5,sobol16,polish_bankruptcy_2year,onehot_adam_mlp,1.3849325852650032e-05,2.1312665263163248e-05,True
5,sobol16,polish_bankruptcy_3year,ordinal_forest,4.235164736271502e-22,7.03205316806027e-06,True
5,sobol16,polish_bankruptcy_3year,catboost_native,0.0,1.0811316849626228e-05,True
5,sobol16,polish_bankruptcy_3year,onehot_adam_mlp,1.3119202818296277e-05,1.9985728593528242e-05,True
5,sobol16,polish_bankruptcy_4year,ordinal_forest,8.470329472543003e-22,8.054188093634944e-06,True
5,sobol16,polish_bankruptcy_4year,catboost_native,8.470329472543003e-22,1.4441374903552672e-05,True
5,sobol16,polish_bankruptcy_4year,onehot_adam_mlp,0.00022197162867486508,0.00018430155276394318,False
5,sobol16,polish_bankruptcy_5year,catboost_native,0.0,1.518637500909551e-05,True
5,sobol16,polish_bankruptcy_5year,onehot_adam_mlp,0.00025466675776904924,0.00025990471398777606,True
5,lhs16,compustat_kor_direction,onehot_adam_mlp,0.00011716751380228378,0.00013091701160873305,True
5,lhs16,credit_card_default,onehot_adam_mlp,7.048944334094666e-05,8.285673735776338e-05,True
5,lhs16,credit_card_fraud,native_histgb,8.470257660572782e-08,1.2572141008890952e-06,True
5,lhs16,credit_card_fraud,catboost_native,8.175942473422183e-08,4.0231153705325833e-07,True
5,lhs16,credit_card_fraud,onehot_adam_mlp,1.946881175620496e-06,1.7931970957358086e-06,False
5,lhs16,heloc_credit_risk,ordinal_forest,3.3881317890172014e-21,4.667341503000847e-05,True
