panel,dataset,model,population,joint_risk,strength1_b4_residual,srswor_b4_residual,strength2_b16_residual,srswor_b16_residual
strength2_openml_external,openml-sonar-40,onehot_adam_mlp,32,0.0357689861110221,0.0077295970354664,0.008076867831521119,0.0010014456051683,0.0011538382616458741
strength2_openml_external,openml-pc4-1049,ordinal_forest,32,0.00083360318207,0.0001601167909627117,0.00018823297659645158,8.470329472543003e-22,2.6890425228064513e-05
strength2_openml_external,openml-pc4-1049,onehot_adam_mlp,32,0.0078066856430867,0.0016484773523424,0.001762799983922803,0.0001448280864967,0.000251828569131829
strength2_openml_external,openml-kc1-1067,onehot_adam_mlp,32,0.0072940623212735,0.0014460691676388,0.001647046330610145,9.850671378788592e-05,0.00023529233294430644
strength2_openml_external,openml-blood-transfusion-1464,onehot_adam_mlp,32,0.0292247967833121,0.0061264756996628,0.0065991476607478936,0.0001648981655132,0.0009427353801068419
strength2_openml_external,openml-ilpd-1480,onehot_adam_mlp,64,0.0080118245111011,0.0019224785000724,0.0019075772645478807,0.0003628871638273,0.0003815154529095762
strength2_openml_external,openml-wdbc-1510,ordinal_forest,32,0.0005878636339387,0.00012035249941960946,0.0001327434012119645,8.470329472543003e-22,1.8963343030280645e-05
strength2_openml_external,openml-wdbc-1510,onehot_adam_mlp,32,0.0337825823419613,0.0093936487627684,0.007628325044959003,0.0003953409480683,0.0010897607207084289
strength2_openml_external,openml-mammography-310,onehot_adam_mlp,32,0.001495879698714,0.00027361617498492484,0.0003377792868063871,1.3887707831103702e-05,4.825418382948387e-05
strength2_openml_taskbalanced,openml-credit-g-31,ordinal_forest,128,0.0049249088288308,0.0003749382163490884,0.0012021430999508253,7.167888681554557e-05,0.00027145166773083154
strength2_openml_taskbalanced,openml-credit-g-31,onehot_adam_mlp,128,0.0231277762880529,0.0054846080916352,0.005645362715981417,0.0009985436752053,0.0012747593229635458
strength2_openml_taskbalanced,openml-spambase-44,ordinal_forest,32,0.0007276784493483,0.00014340536640805536,0.00016431448856251937,0.0,2.3473498366074195e-05
strength2_openml_taskbalanced,openml-spambase-44,onehot_adam_mlp,32,0.0079159962293866,0.001593723155918,0.0017874830195389096,0.0001592249180951,0.0002553547170769871
strength2_openml_taskbalanced,openml-banknote-1462,ordinal_forest,32,0.0003566639624392,5.915425681988563e-05,8.053702377659355e-05,-8.470329472543003e-22,1.1505289110941936e-05
strength2_openml_taskbalanced,openml-banknote-1462,onehot_adam_mlp,32,0.0133170880631034,0.0013302416089532,0.0030070844013459293,0.0001959817623251,0.0004295834859065613
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,ordinal_forest,32,0.0013075798935795,0.00024001981361045153,0.0002952599759695645,1.694065894508601e-21,4.2179996567080645e-05
strength2_openml_taskbalanced,openml-qsar-biodeg-1494,onehot_adam_mlp,32,0.0175360901193037,0.0036897706379304,0.0039597622850040615,0.0004328639707938,0.0005656803264291516
strength2_openml_taskbalanced,openml-abalone-183,ordinal_forest,64,0.0026848534284607,0.0004980473715716,0.0006392508163001667,9.470444195800925e-05,0.00012785016326003333
strength2_openml_taskbalanced,openml-abalone-183,onehot_adam_mlp,64,0.0050844289943675,0.000842688277476,0.0012105783319922617,0.0001393720919808,0.0002421156663984524
strength2_openml_taskbalanced,openml-kin8nm-189,ordinal_forest,16,0.0032803863398765,0.0006450258431404,0.0006560772679753,0.0,0.0
strength2_openml_taskbalanced,openml-kin8nm-189,onehot_adam_mlp,16,0.012576117215227,0.0023544592890196,0.0025152234430454003,0.0,0.0
strength2_openml_taskbalanced,openml-pol-201,ordinal_forest,16,0.0008369747056496,0.00016227483355085265,0.00016739494112992,0.0,0.0
strength2_openml_taskbalanced,openml-pol-201,onehot_adam_mlp,16,0.0023687107946155,0.0004384680038752,0.0004737421589231001,0.0,0.0
strength2_openml_taskbalanced,openml-puma32h-308,ordinal_forest,16,0.0048749470341213,0.0009976043576,0.0009749894068242598,0.0,0.0
strength2_openml_taskbalanced,openml-puma32h-308,onehot_adam_mlp,16,0.1132616072527546,0.0227977151607192,0.02265232145055092,0.0,0.0
strength2_openml_multiclass,openml-vehicle-54,ordinal_forest,64,0.0020036484172146,0.00038693869077334215,0.0004770591469558571,6.776263578034403e-21,9.541182939117142e-05
strength2_openml_multiclass,openml-vehicle-54,onehot_adam_mlp,64,0.0325385322511153,0.0061152509394356,0.00774726958359888,0.0010082651950526,0.001549453916719776
strength2_openml_multiclass,openml-segment-36,ordinal_forest,64,0.0006475284339642,0.00012433825682524026,0.00015417343665814287,4.023406499457927e-21,3.0834687331628573e-05
strength2_openml_multiclass,openml-segment-36,onehot_adam_mlp,64,0.0047884246211165,0.0008450367054004,0.001140101100265833,0.0001856899887974,0.00022802022005316666
