panel,dataset,method,better_model,worse_model,quotient_loss_gap,empirical_inversion_rate,raw_theoretical_bound,clipped_theoretical_bound,raw_empirical_markov_bound,clipped_empirical_markov_bound,bound_covers_observed_rate
confirmation,compustat_kor_direction,iid16,onehot_adam_mlp,ordinal_forest,0.022521495392757385,0.0,21.05398062392949,1.0,0.006729489305225702,0.006729489305225702,True
confirmation,compustat_kor_direction,iid16,catboost_native,native_histgb,0.0016473220127118382,0.0,1417.2598056189133,1.0,0.4605920186948856,0.4605920186948856,True
confirmation,compustat_kor_direction,iid16,onehot_adam_mlp,native_histgb,0.003831065921089727,0.0,562.0200817720846,1.0,0.25268098969654273,0.25268098969654273,True
confirmation,compustat_kor_direction,iid16,onehot_adam_mlp,catboost_native,0.0021837439083778887,0.017578125,1635.8732768455861,1.0,0.6246252136143258,0.6246252136143258,True
confirmation,credit_card_default,strength2,ordinal_forest,onehot_linear,0.022626832907678918,0.0,-1.872197333150599e-31,-1.872197333150599e-31,0.0,0.0,True
confirmation,credit_card_default,strength2,native_histgb,onehot_linear,0.02678873842850954,0.0,0.03235443882431351,0.03235443882431351,9.524825299914289e-07,9.524825299914289e-07,True
confirmation,credit_card_default,strength2,catboost_native,onehot_linear,0.02560395816168559,0.0,0.10607561246095072,0.10607561246095072,3.1462723516332702e-06,3.1462723516332702e-06,True
confirmation,credit_card_default,strength2,onehot_adam_mlp,onehot_linear,0.01964511695936505,0.0,4.522557983237157,1.0,0.0005132360217841477,0.0005132360217841477,True
confirmation,credit_card_default,strength2,native_histgb,ordinal_forest,0.004161905520830622,0.0,1.3404603142880425,1.0,3.946181970390798e-05,3.946181970390798e-05,True
confirmation,credit_card_default,strength2,catboost_native,ordinal_forest,0.002977125254006674,0.0,7.845769633039047,1.0,0.00023271068156973258,0.00023271068156973258,True
confirmation,credit_card_default,strength2,ordinal_forest,onehot_adam_mlp,0.0029817159483138678,0.0,196.3183271295276,1.0,0.022278904459099344,0.022278904459099344,True
confirmation,credit_card_default,strength2,native_histgb,catboost_native,0.0011847802668239482,0.0,66.08082616243483,1.0,0.001956334384524626,0.001956334384524626,True
confirmation,credit_card_default,strength2,native_histgb,onehot_adam_mlp,0.00714362146914449,0.0,34.657384284957644,1.0,0.0038948042601836402,0.0038948042601836402,True
confirmation,credit_card_default,strength2,catboost_native,onehot_adam_mlp,0.005958841202320542,0.0,51.11365416165626,1.0,0.005636399324899373,0.005636399324899373,True
confirmation,credit_card_default,iid16,ordinal_forest,onehot_linear,0.022626832907678918,0.0,3.63849660714303,1.0,0.00040550787618729025,0.00040550787618729025,True
confirmation,credit_card_default,iid16,native_histgb,onehot_linear,0.02678873842850954,0.0,2.2111839352268974,1.0,0.00014999733380390208,0.00014999733380390208,True
confirmation,credit_card_default,iid16,catboost_native,onehot_linear,0.02560395816168559,0.0,1.322953761148115,1.0,0.0001392938938831536,0.0001392938938831536,True
confirmation,credit_card_default,iid16,onehot_adam_mlp,onehot_linear,0.01964511695936505,0.0,11.5823158989539,1.0,0.0015118376266608983,0.0015118376266608983,True
confirmation,credit_card_default,iid16,native_histgb,ordinal_forest,0.004161905520830622,0.0,199.15416413112135,1.0,0.018200135609359736,0.018200135609359736,True
confirmation,credit_card_default,iid16,catboost_native,ordinal_forest,0.002977125254006674,0.0,308.02307962360726,1.0,0.0337262692358873,0.0337262692358873,True
confirmation,credit_card_default,iid16,ordinal_forest,onehot_adam_mlp,0.0029817159483138678,0.0,712.2987291712151,1.0,0.08897836794833258,0.08897836794833258,True
confirmation,credit_card_default,iid16,native_histgb,catboost_native,0.0011847802668239482,0.0,1748.306572233178,1.0,0.14173885686142848,0.14173885686142848,True
confirmation,credit_card_default,iid16,native_histgb,onehot_adam_mlp,0.00714362146914449,0.0,118.6878129237535,1.0,0.01354281824468246,0.01354281824468246,True
confirmation,credit_card_default,iid16,catboost_native,onehot_adam_mlp,0.005958841202320542,0.0,150.31207782517592,1.0,0.01900372677642451,0.01900372677642451,True
confirmation,credit_card_fraud,strength2,onehot_linear,ordinal_forest,0.0001537721172883309,0.0,-9.412027021921853e-28,-9.412027021921853e-28,0.0,0.0,True
confirmation,credit_card_fraud,strength2,onehot_linear,native_histgb,0.00045278233677243794,0.0,1.4074631191365412,1.0,1.168141654655811e-05,1.168141654655811e-05,True
confirmation,credit_card_fraud,strength2,onehot_linear,catboost_native,0.0004928577297828784,0.0,5.309615168436622,1.0,0.0005005282984976557,0.0005005282984976557,True
confirmation,credit_card_fraud,strength2,onehot_linear,onehot_adam_mlp,0.00025023981441133825,0.0,143.22571817037,1.0,0.0033598740553859594,0.0033598740553859594,True
confirmation,credit_card_fraud,strength2,ordinal_forest,native_histgb,0.00029901021948410705,0.0,3.22733399764466,1.0,2.6785662976720965e-05,2.6785662976720965e-05,True
confirmation,credit_card_fraud,strength2,ordinal_forest,catboost_native,0.0003390856124945475,0.0,11.217277502892577,1.0,0.0010574334757206183,0.0010574334757206183,True
confirmation,credit_card_fraud,strength2,ordinal_forest,onehot_adam_mlp,9.646769712300736e-05,0.0,963.7624576876404,1.0,0.022608512762267313,0.022608512762267313,True
confirmation,credit_card_fraud,strength2,native_histgb,catboost_native,4.0075393010440474e-05,0.0,982.7285594103655,1.0,0.07719468376782813,0.07719468376782813,True
confirmation,credit_card_fraud,strength2,onehot_adam_mlp,native_histgb,0.0002025425223610997,0.0,225.65948880588286,1.0,0.0051870308899230715,0.0051870308899230715,True
confirmation,credit_card_fraud,strength2,onehot_adam_mlp,catboost_native,0.00024261791537154016,0.0,174.27692158862652,1.0,0.005639796476451922,0.005639796476451922,True
confirmation,credit_card_fraud,iid16,onehot_linear,ordinal_forest,0.0001537721172883309,0.0,220.1587931214239,1.0,0.005694750567334019,0.005694750567334019,True
confirmation,credit_card_fraud,iid16,onehot_linear,native_histgb,0.00045278233677243794,0.0,104.0552935887467,1.0,0.004752672913903912,0.004752672913903912,True
confirmation,credit_card_fraud,iid16,onehot_linear,catboost_native,0.0004928577297828784,0.0,42.333099227996314,1.0,0.0025384533811883205,0.0025384533811883205,True
confirmation,credit_card_fraud,iid16,onehot_linear,onehot_adam_mlp,0.00025023981441133825,0.0,497.6184249637976,1.0,0.044240210678688725,0.044240210678688725,True
confirmation,credit_card_fraud,iid16,ordinal_forest,native_histgb,0.00029901021948410705,0.0,296.82664117159203,1.0,0.012404064075855002,0.012404064075855002,True
confirmation,credit_card_fraud,iid16,ordinal_forest,catboost_native,0.0003390856124945475,0.0,134.71084004113135,1.0,0.006533971168749078,0.006533971168749078,True
confirmation,credit_card_fraud,iid16,ordinal_forest,onehot_adam_mlp,9.646769712300736e-05,0.0,3907.8689320582266,1.0,0.3121612455728925,0.3121612455728925,True
confirmation,credit_card_fraud,iid16,native_histgb,catboost_native,4.0075393010440474e-05,0.009765625,19685.502313222514,1.0,0.9906164263603603,0.9906164263603603,True
confirmation,credit_card_fraud,iid16,onehot_adam_mlp,native_histgb,0.0002025425223610997,0.0,1279.5946217228832,1.0,0.09128126813750424,0.09128126813750424,True
confirmation,credit_card_fraud,iid16,onehot_adam_mlp,catboost_native,0.00024261791537154016,0.0,704.0689268251979,1.0,0.057538808618898034,0.057538808618898034,True
confirmation,heloc_credit_risk,strength2,ordinal_forest,onehot_linear,0.017474880849836616,0.0,1.5120341931056645e-16,1.5120341931056645e-16,0.0,0.0,True
confirmation,heloc_credit_risk,strength2,native_histgb,onehot_linear,0.0172461607583394,0.0,-8.008636116415608e-19,-8.008636116415608e-19,0.0,0.0,True
confirmation,heloc_credit_risk,strength2,catboost_native,onehot_linear,0.020775544302228333,0.0,0.5844478090728317,0.5844478090728317,0.00038429505519590486,0.00038429505519590486,True
confirmation,heloc_credit_risk,strength2,onehot_adam_mlp,onehot_linear,0.011348706666415131,0.0,19.795596363135665,1.0,0.004010315884414134,0.004010315884414134,True
confirmation,heloc_credit_risk,strength2,ordinal_forest,native_histgb,0.00022872009149721428,0.0,8.780821830031256e-13,8.780821830031256e-13,0.0,0.0,True
confirmation,heloc_credit_risk,strength2,catboost_native,ordinal_forest,0.0033006634523917167,0.0,23.155175007848065,1.0,0.015225344538168881,0.015225344538168881,True
confirmation,heloc_credit_risk,strength2,ordinal_forest,onehot_adam_mlp,0.0061261741834214845,0.0,67.93329030928783,1.0,0.013762351394231986,0.013762351394231986,True
confirmation,heloc_credit_risk,strength2,catboost_native,native_histgb,0.003529383543888931,0.0,20.25129703117838,1.0,0.013315942312678837,0.013315942312678837,True
confirmation,heloc_credit_risk,strength2,native_histgb,onehot_adam_mlp,0.00589745409192427,0.0,73.3047629663109,1.0,0.01485053796482054,0.01485053796482054,True
confirmation,heloc_credit_risk,strength2,catboost_native,onehot_adam_mlp,0.009426837635813201,0.0,31.528609542717664,1.0,0.007678723996716154,0.007678723996716154,True
confirmation,heloc_credit_risk,iid16,ordinal_forest,onehot_linear,0.017474880849836616,0.0,9.918993673977662,1.0,0.0014875396209723616,0.0014875396209723616,True
confirmation,heloc_credit_risk,iid16,native_histgb,onehot_linear,0.0172461607583394,0.0,0.006871955285488083,0.006871955285488083,8.489040449148183e-07,8.489040449148183e-07,True
confirmation,heloc_credit_risk,iid16,catboost_native,onehot_linear,0.020775544302228333,0.0,6.36304824798216,1.0,0.0018189548485542132,0.0018189548485542132,True
confirmation,heloc_credit_risk,iid16,onehot_adam_mlp,onehot_linear,0.011348706666415131,0.0,52.273307320913055,1.0,0.010443966713646249,0.010443966713646249,True
confirmation,heloc_credit_risk,iid16,ordinal_forest,native_histgb,0.00022872009149721428,0.375,57940.25292015828,1.0,8.688197518161939,1.0,True
confirmation,heloc_credit_risk,iid16,catboost_native,ordinal_forest,0.0033006634523917167,0.0,530.1281490977653,1.0,0.11376098703487465,0.11376098703487465,True
confirmation,heloc_credit_risk,iid16,ordinal_forest,onehot_adam_mlp,0.0061261741834214845,0.0,260.0964161495774,1.0,0.047944656535710985,0.047944656535710985,True
confirmation,heloc_credit_risk,iid16,catboost_native,native_histgb,0.003529383543888931,0.0,220.64567081882694,1.0,0.0630476167175507,0.0630476167175507,True
confirmation,heloc_credit_risk,iid16,native_histgb,onehot_adam_mlp,0.00589745409192427,0.0,193.63123326881097,1.0,0.03868214924727678,0.03868214924727678,True
confirmation,heloc_credit_risk,iid16,catboost_native,onehot_adam_mlp,0.009426837635813201,0.0,106.66577939658993,1.0,0.023971283020222632,0.023971283020222632,True
confirmation,kdd17_stock_direction,strength2,ordinal_forest,onehot_linear,0.0026653154338819873,0.0,603.8794041589324,1.0,0.06891558733820492,0.06891558733820492,True
confirmation,kdd17_stock_direction,strength2,native_histgb,onehot_linear,0.002230457530482066,0.0,1.5802376255084307e-07,1.5802376255084307e-07,3.027192501382737e-11,3.027192501382737e-11,True
confirmation,kdd17_stock_direction,strength2,catboost_native,onehot_linear,0.0024858831292443595,0.0,135.16537250781226,1.0,0.018624198613163043,0.018624198613163043,True
confirmation,kdd17_stock_direction,strength2,onehot_linear,onehot_adam_mlp,0.009785811576838777,0.0,237.75496468970113,1.0,0.2529077750849222,0.2529077750849222,True
confirmation,kdd17_stock_direction,strength2,ordinal_forest,native_histgb,0.00043485790339992114,0.193359375,22685.72748803597,1.0,2.588927893535525,1.0,True
confirmation,kdd17_stock_direction,strength2,ordinal_forest,catboost_native,0.00017943230463762783,0.455078125,159186.86617764202,1.0,18.78062980970395,1.0,True
confirmation,kdd17_stock_direction,strength2,ordinal_forest,onehot_adam_mlp,0.012451127010720764,0.0,174.53216145259128,1.0,0.1593785831270786,0.1593785831270786,True
confirmation,kdd17_stock_direction,strength2,catboost_native,native_histgb,0.0002554255987622933,0.064453125,12802.595351663036,1.0,1.7640470633544647,1.0,True
confirmation,kdd17_stock_direction,strength2,native_histgb,onehot_adam_mlp,0.012016269107320843,0.0,157.68268309330833,1.0,0.16773225578367165,0.16773225578367165,True
confirmation,kdd17_stock_direction,strength2,catboost_native,onehot_adam_mlp,0.012271694706083136,0.0,156.7334001428725,1.0,0.1615867349944201,0.1615867349944201,True
confirmation,kdd17_stock_direction,iid16,ordinal_forest,onehot_linear,0.0026653154338819873,0.0,842.1484239837398,1.0,0.09910232043036535,0.09910232043036535,True
confirmation,kdd17_stock_direction,iid16,native_histgb,onehot_linear,0.002230457530482066,0.0,413.3971335395092,1.0,0.02841081015718519,0.02841081015718519,True
confirmation,kdd17_stock_direction,iid16,catboost_native,onehot_linear,0.0024858831292443595,0.0,311.7409622306998,1.0,0.03674160251724301,0.03674160251724301,True
confirmation,kdd17_stock_direction,iid16,onehot_linear,onehot_adam_mlp,0.009785811576838777,0.0,316.4017415529669,1.0,0.3121293227548934,0.3121293227548934,True
confirmation,kdd17_stock_direction,iid16,ordinal_forest,native_histgb,0.00043485790339992114,0.271484375,42512.48257792423,1.0,4.47038319062666,1.0,True
confirmation,kdd17_stock_direction,iid16,ordinal_forest,catboost_native,0.00017943230463762783,0.47265625,245651.46149553463,1.0,28.918621858397447,1.0,True
confirmation,kdd17_stock_direction,iid16,ordinal_forest,onehot_adam_mlp,0.012451127010720764,0.0,234.0302483699418,1.0,0.1973428647257878,0.1973428647257878,True
confirmation,kdd17_stock_direction,iid16,catboost_native,native_histgb,0.0002554255987622933,0.236328125,61050.411221117145,1.0,5.64651172864841,1.0,True
confirmation,kdd17_stock_direction,iid16,native_histgb,onehot_adam_mlp,0.012016269107320843,0.0,224.0858924080873,1.0,0.20798776682874923,0.20798776682874923,True
confirmation,kdd17_stock_direction,iid16,catboost_native,onehot_adam_mlp,0.012271694706083136,0.0,213.99014474356096,1.0,0.19998879604933828,0.19998879604933828,True
confirmation,polish_bankruptcy_1year,strength2,ordinal_forest,onehot_linear,0.024702337369532743,0.0,2.449347993488574e-17,2.449347993488574e-17,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,native_histgb,onehot_linear,0.04087189337906172,0.0,-8.031588209690616e-18,-8.031588209690616e-18,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,catboost_native,onehot_linear,0.04443113207942299,0.0,1.0950143825425525e-17,1.0950143825425525e-17,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,onehot_linear,onehot_adam_mlp,0.054733282471762915,0.0,1.1261517815188469,1.0,0.04260770577989617,0.04260770577989617,True
confirmation,polish_bankruptcy_1year,strength2,native_histgb,ordinal_forest,0.016169556009528976,0.0,5.848793613479686e-18,5.848793613479686e-18,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,catboost_native,ordinal_forest,0.019728794709890245,0.0,9.393790634896446e-17,9.393790634896446e-17,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,ordinal_forest,onehot_adam_mlp,0.07943561984129566,0.0,0.534649715106981,0.534649715106981,0.020228354765695775,0.020228354765695775,True
confirmation,polish_bankruptcy_1year,strength2,catboost_native,native_histgb,0.0035592387003612683,0.0,6.4729868294873e-16,6.4729868294873e-16,0.0,0.0,True
confirmation,polish_bankruptcy_1year,strength2,native_histgb,onehot_adam_mlp,0.09560517585082463,0.0,0.3690941041399055,0.3690941041399055,0.01396459451769225,0.01396459451769225,True
confirmation,polish_bankruptcy_1year,strength2,catboost_native,onehot_adam_mlp,0.09916441455118591,0.0,0.34307432119919373,0.34307432119919373,0.012980141734161264,0.012980141734161264,True
confirmation,polish_bankruptcy_1year,iid16,ordinal_forest,onehot_linear,0.024702337369532743,0.0,0.6574335732924889,0.6574335732924889,0.00041104146845771284,0.00041104146845771284,True
confirmation,polish_bankruptcy_1year,iid16,native_histgb,onehot_linear,0.04087189337906172,0.0,0.06415002617749689,0.06415002617749689,2.2307482543661335e-05,2.2307482543661335e-05,True
confirmation,polish_bankruptcy_1year,iid16,catboost_native,onehot_linear,0.04443113207942299,0.0,0.18096554551647545,0.18096554551647545,7.142986130015266e-05,7.142986130015266e-05,True
confirmation,polish_bankruptcy_1year,iid16,onehot_linear,onehot_adam_mlp,0.054733282471762915,0.0,11.018936109265464,1.0,0.4867769899558752,0.4867769899558752,True
confirmation,polish_bankruptcy_1year,iid16,native_histgb,ordinal_forest,0.016169556009528976,0.0,1.9442497645493833,1.0,0.001101853734315219,0.001101853734315219,True
confirmation,polish_bankruptcy_1year,iid16,catboost_native,ordinal_forest,0.019728794709890245,0.0,1.9485325900085837,1.0,0.0010066951521327896,0.0010066951521327896,True
confirmation,polish_bankruptcy_1year,iid16,ordinal_forest,onehot_adam_mlp,0.07943561984129566,0.0,5.294906128359672,1.0,0.23114108345766712,0.23114108345766712,True
confirmation,polish_bankruptcy_1year,iid16,catboost_native,native_histgb,0.0035592387003612683,0.0,36.659730148325814,1.0,0.014072772774580078,0.014072772774580078,True
confirmation,polish_bankruptcy_1year,iid16,native_histgb,onehot_adam_mlp,0.09560517585082463,0.0,3.6231595574815434,1.0,0.15954430944090742,0.15954430944090742,True
confirmation,polish_bankruptcy_1year,iid16,catboost_native,onehot_adam_mlp,0.09916441455118591,0.0,3.3931718401662865,1.0,0.14830757001677095,0.14830757001677095,True
confirmation,polish_bankruptcy_2year,strength2,ordinal_forest,onehot_linear,0.01610226523509821,0.0,5.878770792907724e-17,5.878770792907724e-17,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,native_histgb,onehot_linear,0.03958582114688229,0.0,-4.3691508299284635e-18,-4.3691508299284635e-18,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,catboost_native,onehot_linear,0.03412732229323466,0.0,1.7952501838244108e-27,1.7952501838244108e-27,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,onehot_linear,onehot_adam_mlp,0.0384112892953692,0.0,0.18669256221736702,0.18669256221736702,0.0003090967823661477,0.0003090967823661477,True
confirmation,polish_bankruptcy_2year,strength2,native_histgb,ordinal_forest,0.023483555911784082,0.0,1.522460950444198e-17,1.522460950444198e-17,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,catboost_native,ordinal_forest,0.01802505705813645,0.0,4.69145098752556e-17,4.69145098752556e-17,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,ordinal_forest,onehot_adam_mlp,0.05451355453046741,0.0,0.09269061927947564,0.09269061927947564,0.00015346284733857676,0.00015346284733857676,True
confirmation,polish_bankruptcy_2year,strength2,native_histgb,catboost_native,0.005458498853647631,0.0,-2.2978935548920657e-16,-2.2978935548920657e-16,0.0,0.0,True
confirmation,polish_bankruptcy_2year,strength2,native_histgb,onehot_adam_mlp,0.0779971104422515,0.0,0.045278054533769624,0.045278054533769624,7.496442708784704e-05,7.496442708784704e-05,True
confirmation,polish_bankruptcy_2year,strength2,catboost_native,onehot_adam_mlp,0.07253861158860386,0.0,0.05234874904548025,0.05234874904548025,8.667099373788376e-05,8.667099373788376e-05,True
confirmation,polish_bankruptcy_2year,iid16,ordinal_forest,onehot_linear,0.01610226523509821,0.0,1.5048315047590117,1.0,0.00034686805429782086,0.00034686805429782086,True
confirmation,polish_bankruptcy_2year,iid16,native_histgb,onehot_linear,0.03958582114688229,0.0,0.03505033824274151,0.03505033824274151,2.5110635429521557e-06,2.5110635429521557e-06,True
confirmation,polish_bankruptcy_2year,iid16,catboost_native,onehot_linear,0.03412732229323466,0.0,0.4882231081559475,0.4882231081559475,0.0002623428316821259,0.0002623428316821259,True
confirmation,polish_bankruptcy_2year,iid16,onehot_linear,onehot_adam_mlp,0.0384112892953692,0.0,2.403243225962376,1.0,0.05577214943902099,0.05577214943902099,True
confirmation,polish_bankruptcy_2year,iid16,native_histgb,ordinal_forest,0.023483555911784082,0.0,0.8071089255640642,0.8071089255640642,0.00017021894494023652,0.00017021894494023652,True
confirmation,polish_bankruptcy_2year,iid16,catboost_native,ordinal_forest,0.01802505705813645,0.0,2.9510312494280893,1.0,0.0012172287310283684,0.0012172287310283684,True
confirmation,polish_bankruptcy_2year,iid16,ordinal_forest,onehot_adam_mlp,0.05451355453046741,0.0,1.3244778563030997,1.0,0.027720467866266453,0.027720467866266453,True
confirmation,polish_bankruptcy_2year,iid16,native_histgb,catboost_native,0.005458498853647631,0.0,20.927726732347644,1.0,0.010386865579791299,0.010386865579791299,True
confirmation,polish_bankruptcy_2year,iid16,native_histgb,onehot_adam_mlp,0.0779971104422515,0.0,0.5918807158436249,0.5918807158436249,0.013526919065727555,0.013526919065727555,True
confirmation,polish_bankruptcy_2year,iid16,catboost_native,onehot_adam_mlp,0.07253861158860386,0.0,0.7819361974721042,0.7819361974721042,0.01569662465804699,0.01569662465804699,True
confirmation,polish_bankruptcy_3year,strength2,ordinal_forest,onehot_linear,0.015740997261997514,0.0,3.157953815038167e-17,3.157953815038167e-17,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,native_histgb,onehot_linear,0.03112448363317666,0.0,-3.341384427550723e-17,-3.341384427550723e-17,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,catboost_native,onehot_linear,0.03052205902702275,0.0,3.273704380565031e-17,3.273704380565031e-17,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,onehot_linear,onehot_adam_mlp,0.02837757748029178,0.0,0.31992050315704623,0.31992050315704623,0.0009443947590568341,0.0009443947590568341,True
confirmation,polish_bankruptcy_3year,strength2,native_histgb,ordinal_forest,0.015383486371179145,0.0,-1.0371515756066964e-16,-1.0371515756066964e-16,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,catboost_native,ordinal_forest,0.014781061765025236,0.0,1.7540500511792015e-16,1.7540500511792015e-16,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,ordinal_forest,onehot_adam_mlp,0.04411857474228929,0.0,0.1323578677935411,0.1323578677935411,0.00039071605424050325,0.00039071605424050325,True
confirmation,polish_bankruptcy_3year,strength2,native_histgb,catboost_native,0.000602424606153909,0.0,-5.1565950113520125e-15,-5.1565950113520125e-15,0.0,0.0,True
confirmation,polish_bankruptcy_3year,strength2,native_histgb,onehot_adam_mlp,0.05950206111346844,0.0,0.07276603166037766,0.07276603166037766,0.0002148029221612294,0.0002148029221612294,True
confirmation,polish_bankruptcy_3year,strength2,catboost_native,onehot_adam_mlp,0.05889963650731453,0.0,0.07426214361625391,0.07426214361625391,0.0002192193952417252,0.0002192193952417252,True
confirmation,polish_bankruptcy_3year,iid16,ordinal_forest,onehot_linear,0.015740997261997514,0.0,1.8795548023409452,1.0,0.0004224325786008425,0.0004224325786008425,True
confirmation,polish_bankruptcy_3year,iid16,native_histgb,onehot_linear,0.03112448363317666,0.0,0.23333376630740643,0.23333376630740643,1.639252022603593e-05,1.639252022603593e-05,True
confirmation,polish_bankruptcy_3year,iid16,catboost_native,onehot_linear,0.03052205902702275,0.0,0.768990086212367,0.768990086212367,0.00025874204129410226,0.00025874204129410226,True
confirmation,polish_bankruptcy_3year,iid16,onehot_linear,onehot_adam_mlp,0.02837757748029178,0.0,4.161840471136289,1.0,0.07332946818591028,0.07332946818591028,True
confirmation,polish_bankruptcy_3year,iid16,native_histgb,ordinal_forest,0.015383486371179145,0.0,2.9230830326364696,1.0,0.0005093981021861379,0.0005093981021861379,True
confirmation,polish_bankruptcy_3year,iid16,catboost_native,ordinal_forest,0.014781061765025236,0.0,5.410579952381641,1.0,0.0015823568755456074,0.0015823568755456074,True
confirmation,polish_bankruptcy_3year,iid16,ordinal_forest,onehot_adam_mlp,0.04411857474228929,0.0,1.9611048310836523,1.0,0.03039172427573391,0.03039172427573391,True
confirmation,polish_bankruptcy_3year,iid16,native_histgb,catboost_native,0.000602424606153909,0.00390625,2596.821108558316,1.0,0.7079419945906719,0.7079419945906719,True
confirmation,polish_bankruptcy_3year,iid16,native_histgb,onehot_adam_mlp,0.05950206111346844,0.0,1.0104557635510871,1.0,0.016683298733029466,0.016683298733029466,True
confirmation,polish_bankruptcy_3year,iid16,catboost_native,onehot_adam_mlp,0.05889963650731453,0.0,1.172576462885552,1.0,0.017091221139462796,0.017091221139462796,True
confirmation,polish_bankruptcy_4year,strength2,ordinal_forest,onehot_linear,0.02735698747179259,0.0,4.182894463286253e-17,4.182894463286253e-17,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,native_histgb,onehot_linear,0.05613478249427243,0.0,-3.6641022859831524e-22,-3.6641022859831524e-22,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,catboost_native,onehot_linear,0.06197080969005037,0.0,7.662927300901022e-18,7.662927300901022e-18,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,onehot_linear,onehot_adam_mlp,0.020517068328694446,0.0,10.596270787800051,1.0,0.22370838496561438,0.22370838496561438,True
confirmation,polish_bankruptcy_4year,strength2,native_histgb,ordinal_forest,0.02877779502247984,0.0,3.779918041798195e-17,3.779918041798195e-17,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,catboost_native,ordinal_forest,0.03461382221825778,0.0,5.0690840861125236e-17,5.0690840861125236e-17,0.0,0.0,True
confirmation,polish_bankruptcy_4year,strength2,ordinal_forest,onehot_adam_mlp,0.047874055800487036,0.0,1.9461809377282335,1.0,0.04108775654651225,0.04108775654651225,True
