panel,dataset,left_model,right_model,coupling,gap_multiplier,absolute_gap,method,inversion_probability
confirmation,compustat_kor_direction,onehot_linear,catboost_native,common,1.0,5.5369602387682966e-05,disjoint_pack_cross128,0.0732421875
confirmation,compustat_kor_direction,onehot_linear,catboost_native,common,1.0,5.5369602387682966e-05,independent_cover_u128,0.150390625
confirmation,compustat_kor_direction,onehot_linear,catboost_native,common,2.0,0.00011073920477536593,disjoint_pack_cross128,0.0029296875
confirmation,compustat_kor_direction,onehot_linear,catboost_native,common,2.0,0.00011073920477536593,independent_cover_u128,0.0283203125
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.3842400596920742e-05,disjoint_pack_cross128,0.3427734375
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.3842400596920742e-05,independent_cover_u128,0.39453125
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.5,2.7684801193841483e-05,disjoint_pack_cross128,0.220703125
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,0.5,2.7684801193841483e-05,independent_cover_u128,0.302734375
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,1.0,5.5369602387682966e-05,disjoint_pack_cross128,0.0732421875
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,1.0,5.5369602387682966e-05,independent_cover_u128,0.150390625
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00011073920477536593,disjoint_pack_cross128,0.0029296875
confirmation,compustat_kor_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00011073920477536593,independent_cover_u128,0.0283203125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.25,4.942435797719478e-05,disjoint_pack_cross128,0.376953125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.25,4.942435797719478e-05,independent_cover_u128,0.392578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.5,9.884871595438956e-05,disjoint_pack_cross128,0.2578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,0.5,9.884871595438956e-05,independent_cover_u128,0.3134765625
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.00019769743190877913,disjoint_pack_cross128,0.1142578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,1.0,0.00019769743190877913,independent_cover_u128,0.1552734375
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.00039539486381755826,disjoint_pack_cross128,0.00390625
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,common,2.0,0.00039539486381755826,independent_cover_u128,0.01953125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,4.942435797719478e-05,disjoint_pack_cross128,0.376953125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.25,4.942435797719478e-05,independent_cover_u128,0.392578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,9.884871595438956e-05,disjoint_pack_cross128,0.2578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,0.5,9.884871595438956e-05,independent_cover_u128,0.3134765625
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.00019769743190877913,disjoint_pack_cross128,0.1142578125
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,1.0,0.00019769743190877913,independent_cover_u128,0.1552734375
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.00039539486381755826,disjoint_pack_cross128,0.00390625
confirmation,compustat_kor_direction,onehot_linear,onehot_adam_mlp,candidate_independent,2.0,0.00039539486381755826,independent_cover_u128,0.01953125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,3.861394033858517e-05,disjoint_pack_cross128,0.3623046875
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,0.25,3.861394033858517e-05,independent_cover_u128,0.3984375
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,7.722788067717033e-05,disjoint_pack_cross128,0.236328125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,0.5,7.722788067717033e-05,independent_cover_u128,0.30078125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.00015445576135434067,disjoint_pack_cross128,0.08203125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,1.0,0.00015445576135434067,independent_cover_u128,0.150390625
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.00030891152270868134,disjoint_pack_cross128,0.001953125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,common,2.0,0.00030891152270868134,independent_cover_u128,0.0244140625
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,3.861394033858517e-05,disjoint_pack_cross128,0.3486328125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.25,3.861394033858517e-05,independent_cover_u128,0.3876953125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,7.722788067717033e-05,disjoint_pack_cross128,0.244140625
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,0.5,7.722788067717033e-05,independent_cover_u128,0.2900390625
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00015445576135434067,disjoint_pack_cross128,0.083984375
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,1.0,0.00015445576135434067,independent_cover_u128,0.1376953125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.00030891152270868134,disjoint_pack_cross128,0.001953125
confirmation,compustat_kor_direction,ordinal_forest,native_histgb,candidate_independent,2.0,0.00030891152270868134,independent_cover_u128,0.01953125
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,0.25,3.441145558947319e-05,disjoint_pack_cross128,0.3671875
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,0.25,3.441145558947319e-05,independent_cover_u128,0.3876953125
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,0.5,6.882291117894638e-05,disjoint_pack_cross128,0.2509765625
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,0.5,6.882291117894638e-05,independent_cover_u128,0.3037109375
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,1.0,0.00013764582235789276,disjoint_pack_cross128,0.0859375
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,1.0,0.00013764582235789276,independent_cover_u128,0.1552734375
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,2.0,0.0002752916447157855,disjoint_pack_cross128,0.0029296875
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,common,2.0,0.0002752916447157855,independent_cover_u128,0.025390625
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.25,3.441145558947319e-05,disjoint_pack_cross128,0.3623046875
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.25,3.441145558947319e-05,independent_cover_u128,0.3955078125
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.5,6.882291117894638e-05,disjoint_pack_cross128,0.25390625
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,0.5,6.882291117894638e-05,independent_cover_u128,0.3095703125
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00013764582235789276,disjoint_pack_cross128,0.08984375
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,1.0,0.00013764582235789276,independent_cover_u128,0.166015625
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.0002752916447157855,disjoint_pack_cross128,0.001953125
confirmation,compustat_kor_direction,ordinal_forest,catboost_native,candidate_independent,2.0,0.0002752916447157855,independent_cover_u128,0.0263671875
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.25,6.445033888903978e-05,disjoint_pack_cross128,0.375
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.25,6.445033888903978e-05,independent_cover_u128,0.3984375
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.00012890067777807955,disjoint_pack_cross128,0.2587890625
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,0.5,0.00012890067777807955,independent_cover_u128,0.29296875
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.0002578013555561591,disjoint_pack_cross128,0.1064453125
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,1.0,0.0002578013555561591,independent_cover_u128,0.1572265625
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.0005156027111123182,disjoint_pack_cross128,0.0029296875
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,common,2.0,0.0005156027111123182,independent_cover_u128,0.017578125
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,6.445033888903978e-05,disjoint_pack_cross128,0.361328125
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.25,6.445033888903978e-05,independent_cover_u128,0.3798828125
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.00012890067777807955,disjoint_pack_cross128,0.24609375
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,0.5,0.00012890067777807955,independent_cover_u128,0.2705078125
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.0002578013555561591,disjoint_pack_cross128,0.083984375
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,1.0,0.0002578013555561591,independent_cover_u128,0.130859375
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0005156027111123182,disjoint_pack_cross128,0.0
confirmation,compustat_kor_direction,ordinal_forest,onehot_adam_mlp,candidate_independent,2.0,0.0005156027111123182,independent_cover_u128,0.01953125
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,0.25,2.36397040467519e-05,disjoint_pack_cross128,0.3603515625
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,0.25,2.36397040467519e-05,independent_cover_u128,0.400390625
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,0.5,4.72794080935038e-05,disjoint_pack_cross128,0.236328125
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,0.5,4.72794080935038e-05,independent_cover_u128,0.3056640625
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,1.0,9.45588161870076e-05,disjoint_pack_cross128,0.0888671875
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,1.0,9.45588161870076e-05,independent_cover_u128,0.1455078125
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,2.0,0.0001891176323740152,disjoint_pack_cross128,0.0009765625
confirmation,compustat_kor_direction,native_histgb,catboost_native,common,2.0,0.0001891176323740152,independent_cover_u128,0.025390625
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.25,2.36397040467519e-05,disjoint_pack_cross128,0.3408203125
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.25,2.36397040467519e-05,independent_cover_u128,0.3876953125
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.5,4.72794080935038e-05,disjoint_pack_cross128,0.232421875
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,0.5,4.72794080935038e-05,independent_cover_u128,0.296875
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,1.0,9.45588161870076e-05,disjoint_pack_cross128,0.08203125
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,1.0,9.45588161870076e-05,independent_cover_u128,0.1533203125
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,2.0,0.0001891176323740152,disjoint_pack_cross128,0.0029296875
confirmation,compustat_kor_direction,native_histgb,catboost_native,candidate_independent,2.0,0.0001891176323740152,independent_cover_u128,0.0263671875
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.25,5.306242593904906e-05,disjoint_pack_cross128,0.3798828125
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.25,5.306242593904906e-05,independent_cover_u128,0.3994140625
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.5,0.00010612485187809812,disjoint_pack_cross128,0.265625
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,0.5,0.00010612485187809812,independent_cover_u128,0.310546875
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,1.0,0.00021224970375619624,disjoint_pack_cross128,0.1083984375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,1.0,0.00021224970375619624,independent_cover_u128,0.15625
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,2.0,0.0004244994075123925,disjoint_pack_cross128,0.0068359375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,common,2.0,0.0004244994075123925,independent_cover_u128,0.021484375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.25,5.306242593904906e-05,disjoint_pack_cross128,0.359375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.25,5.306242593904906e-05,independent_cover_u128,0.3896484375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.5,0.00010612485187809812,disjoint_pack_cross128,0.2646484375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,0.5,0.00010612485187809812,independent_cover_u128,0.2958984375
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,1.0,0.00021224970375619624,disjoint_pack_cross128,0.103515625
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,1.0,0.00021224970375619624,independent_cover_u128,0.16015625
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,2.0,0.0004244994075123925,disjoint_pack_cross128,0.0048828125
confirmation,compustat_kor_direction,native_histgb,onehot_adam_mlp,candidate_independent,2.0,0.0004244994075123925,independent_cover_u128,0.025390625
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.25,5.051585927616885e-05,disjoint_pack_cross128,0.365234375
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.25,5.051585927616885e-05,independent_cover_u128,0.4013671875
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.5,0.0001010317185523377,disjoint_pack_cross128,0.267578125
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,0.5,0.0001010317185523377,independent_cover_u128,0.298828125
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,1.0,0.0002020634371046754,disjoint_pack_cross128,0.1171875
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,1.0,0.0002020634371046754,independent_cover_u128,0.1591796875
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,2.0,0.0004041268742093508,disjoint_pack_cross128,0.0048828125
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,common,2.0,0.0004041268742093508,independent_cover_u128,0.01953125
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.25,5.051585927616885e-05,disjoint_pack_cross128,0.365234375
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.25,5.051585927616885e-05,independent_cover_u128,0.4072265625
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.5,0.0001010317185523377,disjoint_pack_cross128,0.2587890625
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,0.5,0.0001010317185523377,independent_cover_u128,0.3134765625
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,1.0,0.0002020634371046754,disjoint_pack_cross128,0.1123046875
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,1.0,0.0002020634371046754,independent_cover_u128,0.162109375
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,2.0,0.0004041268742093508,disjoint_pack_cross128,0.0068359375
confirmation,compustat_kor_direction,catboost_native,onehot_adam_mlp,candidate_independent,2.0,0.0004041268742093508,independent_cover_u128,0.021484375
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,0.25,2.736532036994583e-05,disjoint_pack_cross128,0.3662109375
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,0.25,2.736532036994583e-05,independent_cover_u128,0.4072265625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,0.5,5.473064073989166e-05,disjoint_pack_cross128,0.2451171875
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,0.5,5.473064073989166e-05,independent_cover_u128,0.3056640625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,1.0,0.00010946128147978332,disjoint_pack_cross128,0.0791015625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,1.0,0.00010946128147978332,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,2.0,0.00021892256295956663,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,common,2.0,0.00021892256295956663,independent_cover_u128,0.0244140625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,0.25,2.736532036994583e-05,disjoint_pack_cross128,0.3662109375
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,0.25,2.736532036994583e-05,independent_cover_u128,0.4072265625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,0.5,5.473064073989166e-05,disjoint_pack_cross128,0.2451171875
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,0.5,5.473064073989166e-05,independent_cover_u128,0.3056640625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,1.0,0.00010946128147978332,disjoint_pack_cross128,0.0791015625
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,1.0,0.00010946128147978332,independent_cover_u128,0.1611328125
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,2.0,0.00021892256295956663,disjoint_pack_cross128,0.0048828125
confirmation,kdd17_stock_direction,onehot_linear,ordinal_forest,candidate_independent,2.0,0.00021892256295956663,independent_cover_u128,0.0244140625
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,0.25,5.439879676408819e-10,disjoint_pack_cross128,0.3671875
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,0.25,5.439879676408819e-10,independent_cover_u128,0.404296875
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,0.5,1.0879759352817638e-09,disjoint_pack_cross128,0.240234375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,0.5,1.0879759352817638e-09,independent_cover_u128,0.306640625
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,1.0,2.1759518705635275e-09,disjoint_pack_cross128,0.0771484375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,1.0,2.1759518705635275e-09,independent_cover_u128,0.162109375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,2.0,4.351903741127055e-09,disjoint_pack_cross128,0.005859375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,common,2.0,4.351903741127055e-09,independent_cover_u128,0.017578125
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,0.25,5.439879676408819e-10,disjoint_pack_cross128,0.3544921875
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,0.25,5.439879676408819e-10,independent_cover_u128,0.3916015625
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,0.5,1.0879759352817638e-09,disjoint_pack_cross128,0.240234375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,0.5,1.0879759352817638e-09,independent_cover_u128,0.310546875
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,1.0,2.1759518705635275e-09,disjoint_pack_cross128,0.0859375
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,1.0,2.1759518705635275e-09,independent_cover_u128,0.1650390625
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,2.0,4.351903741127055e-09,disjoint_pack_cross128,0.0087890625
confirmation,kdd17_stock_direction,onehot_linear,native_histgb,candidate_independent,2.0,4.351903741127055e-09,independent_cover_u128,0.017578125
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,0.25,1.4983571399953893e-05,disjoint_pack_cross128,0.3544921875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,0.25,1.4983571399953893e-05,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,0.5,2.9967142799907786e-05,disjoint_pack_cross128,0.21875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,0.5,2.9967142799907786e-05,independent_cover_u128,0.3154296875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,1.0,5.993428559981557e-05,disjoint_pack_cross128,0.064453125
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,1.0,5.993428559981557e-05,independent_cover_u128,0.150390625
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,2.0,0.00011986857119963114,disjoint_pack_cross128,0.0009765625
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,common,2.0,0.00011986857119963114,independent_cover_u128,0.0234375
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.4983571399953893e-05,disjoint_pack_cross128,0.3544921875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,0.25,1.4983571399953893e-05,independent_cover_u128,0.3984375
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,0.5,2.9967142799907786e-05,disjoint_pack_cross128,0.21875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,0.5,2.9967142799907786e-05,independent_cover_u128,0.3154296875
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,1.0,5.993428559981557e-05,disjoint_pack_cross128,0.064453125
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,1.0,5.993428559981557e-05,independent_cover_u128,0.150390625
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00011986857119963114,disjoint_pack_cross128,0.0009765625
confirmation,kdd17_stock_direction,onehot_linear,catboost_native,candidate_independent,2.0,0.00011986857119963114,independent_cover_u128,0.0234375
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,0.25,0.00020012261259549636,disjoint_pack_cross128,0.3681640625
confirmation,kdd17_stock_direction,onehot_linear,onehot_adam_mlp,common,0.25,0.00020012261259549636,independent_cover_u128,0.3984375
