panel,dataset,task,method,set_size,validation_winner_covered,test_winner_covered,wrong_singleton,correct_singleton,best_validation_regret,worst_validation_regret,best_test_regret,worst_test_regret,mean_member_test_loss
openml_external,openml-blood-transfusion-1464,binclass,iid_u_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.01924569688551009,0.01924569688551009,0.3191275535340467
openml_external,openml-breast-w-15,binclass,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.009674054689878558,0.009674054689878558,0.06126037667306118
openml_external,openml-breast-w-15,binclass,iid_u_union64,1.09765625,0.9921875,0.10546875,0.0078125,0.89453125,4.967914109918817e-06,6.706684048390403e-05,0.008653744234305429,0.009598476137613882,0.06071243216914228
openml_external,openml-ilpd-1480,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3423418773692635
openml_external,openml-ilpd-1480,binclass,iid_u_union64,1.080078125,0.99609375,0.99609375,0.00390625,0.916015625,5.128111730887206e-06,0.00011025440221407493,0.0001798594051431793,0.003866977210578355,0.3443652956771243
openml_external,openml-kc1-1067,binclass,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00630400750866042,0.00630400750866042,0.23313242991755345
openml_external,openml-kc1-1067,binclass,iid_u_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00630400750866042,0.00630400750866042,0.23313242991755345
openml_external,openml-mammography-310,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022872225217038744
openml_external,openml-mammography-310,binclass,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022872225217038744
openml_external,openml-pc4-1049,binclass,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015170355823812237,0.015170355823812237,0.1483615648876026
openml_external,openml-pc4-1049,binclass,iid_u_union64,1.0078125,1.0,0.0078125,0.0,0.9921875,0.0,1.980796119833094e-05,0.015051837418938703,0.015170355823812237,0.14830230568516584
openml_external,openml-sonar-40,binclass,cover_cross_union64,1.51953125,0.7734375,0.0,0.2265625,0.25390625,0.00013214474840484618,0.0004351663266435452,0.13824452532731585,0.24384771010608416,0.5296679430355873
openml_external,openml-sonar-40,binclass,iid_u_union64,1.486328125,0.728515625,0.0,0.271484375,0.2421875,0.0001583458623127036,0.0004420013998368993,0.13586249860298272,0.23471660766280722,0.5239113784517823
openml_external,openml-wdbc-1510,binclass,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.035966927277747376,0.035966927277747376,0.08285136046350088
openml_external,openml-wdbc-1510,binclass,iid_u_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.035966927277747376,0.035966927277747376,0.08285136046350088
openml_taskbalanced,openml-abalone-183,regression,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38730389580446345
openml_taskbalanced,openml-abalone-183,regression,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38730389580446345
openml_taskbalanced,openml-banknote-1462,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014354677505912034
openml_taskbalanced,openml-banknote-1462,binclass,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.014354677505912034
openml_taskbalanced,openml-credit-g-31,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34323034723011114
openml_taskbalanced,openml-credit-g-31,binclass,iid_u_union64,1.013671875,1.0,1.0,0.0,0.986328125,0.0,7.535575815419962e-05,0.0,8.224347216358684e-05,0.3432714689661929
openml_taskbalanced,openml-kin8nm-189,regression,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07546624309271797
openml_taskbalanced,openml-kin8nm-189,regression,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07546624309271797
openml_taskbalanced,openml-pol-201,regression,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004683229458674506
openml_taskbalanced,openml-pol-201,regression,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004683229458674506
openml_taskbalanced,openml-puma32h-308,regression,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12412627972591486
openml_taskbalanced,openml-puma32h-308,regression,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12412627972591486
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,cover_cross_union64,1.1640625,0.986328125,0.986328125,0.013671875,0.822265625,3.326995983504597e-05,0.00043250947785559757,0.000157554071962278,0.002048202935509614,0.16440118316308366
openml_taskbalanced,openml-qsar-biodeg-1494,binclass,iid_u_union64,1.39453125,0.8984375,0.8984375,0.1015625,0.50390625,0.00024714827306034147,0.0012072242568716678,0.0011704016774340652,0.005716962039774088,0.1667419865179518
openml_taskbalanced,openml-spambase-44,binclass,cover_cross_union64,1.00390625,1.0,1.0,0.0,0.99609375,0.0,8.608793745970924e-06,0.0,1.3372913573770772e-05,0.09120642925458702
openml_taskbalanced,openml-spambase-44,binclass,iid_u_union64,1.21484375,0.984375,0.984375,0.015625,0.76953125,3.44351749838837e-05,0.0005079188310122846,5.3491654295083086e-05,0.0007890019008524755,0.09162098957537392
subsample_repeat,compustat_kor_direction,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4960074806056861
subsample_repeat,compustat_kor_direction,binclass,iid_u_union64,1.03125,1.0,1.0,0.0,0.96875,0.0,2.389300633498688e-05,0.0,3.556728362818888e-05,0.4960252642475002
subsample_repeat,credit_card_default,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26946579645702107
subsample_repeat,credit_card_default,binclass,iid_u_union64,1.19921875,0.982421875,0.982421875,0.017578125,0.783203125,2.6349055322255404e-06,3.2497168230781665e-05,2.820765482244717e-05,0.00034789440947684844,0.2696538474891707
subsample_repeat,credit_card_fraud,binclass,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00013081383810046622,0.00013081383810046622,0.002383215463128721
subsample_repeat,credit_card_fraud,binclass,iid_u_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.00013081383810046622,0.00013081383810046622,0.002383215463128721
subsample_repeat,heloc_credit_risk,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35786129555170393
subsample_repeat,heloc_credit_risk,binclass,iid_u_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35786129555170393
subsample_repeat,kdd17_stock_return,regression,cover_cross_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012528588687522602,0.0012528588687522602,0.5928629701290992
subsample_repeat,kdd17_stock_return,regression,iid_u_union64,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0012528588687522602,0.0012528588687522602,0.5928629701290992
subsample_repeat,polish_bankruptcy_3year,binclass,cover_cross_union64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.047186662206262484
subsample_repeat,polish_bankruptcy_3year,binclass,iid_u_union64,1.005859375,1.0,1.0,0.0,0.994140625,0.0,3.5298316766830607e-06,0.0,1.1489261457854537e-05,0.04719240683699141
