dataset,model,task,split,persistent_schema_risk,same_seed_conditional_schema_risk,persistent_fraction_of_member_loss,conditional_fraction_of_member_loss,mean_member_proper_loss,quotient_centroid_proper_loss,joint_schema_seed_risk,ambiguity_identity_error,hard_flip_fraction,maximum_probability_deviation,anova_total,anova_feature,anova_category,anova_class,anova_feature:category,anova_feature:class,anova_category:class,anova_feature:category:class
bank_marketing_subscription,onehot_linear,binclass,validation,2.4376661386614596e-14,2.4376661386614596e-14,1.461866995949612e-13,1.461866995949612e-13,0.16675019994400925,0.16675019994398485,2.4376661386614596e-14,2.0489579523218524e-17,0.0,4.0531158447265625e-06,2.4376661386614596e-14,4.409153926173755e-15,1.9691164872984845e-15,1.0114273470226441e-15,5.9903538285432935e-15,2.3066639495180833e-15,1.5756731541012873e-15,7.114272693957048e-15
bank_marketing_subscription,onehot_linear,binclass,test,2.690343295055534e-14,2.690343295055534e-14,1.582083104840544e-13,1.582083104840544e-13,0.1700506937229881,0.17005069372296117,2.690343295055534e-14,1.9475396604707277e-17,0.0,3.874301910400391e-06,2.690343295055534e-14,4.641221633547313e-15,2.1226241126198e-15,1.168962157184977e-15,6.8579499426073306e-15,2.2810126382414175e-15,1.6268409642428987e-15,8.204821502111601e-15
bank_marketing_subscription,ordinal_forest,binclass,validation,0.0010078809585746383,0.0014207714095251659,0.006320603828829519,0.008909914543515264,0.15945960004287799,0.15799694447699794,0.0014626555658800741,2.970713952610282e-17,0.016666666666666666,0.41961085610091686,0.0014207714095251659,0.00011173824178306661,0.0009829661484279824,0.0,0.00032606701931411707,0.0,0.0,0.0
bank_marketing_subscription,ordinal_forest,binclass,test,0.0009751341734725044,0.0013825175678810475,0.006005632555795801,0.008514615465745612,0.16236993595810995,0.16094588373429145,0.0014240522238184866,1.3877787807814457e-17,0.017666666666666667,0.43428757786750793,0.0013825175678810475,0.00011024746547876217,0.0009497285437713579,0.0,0.00032254155863092757,0.0,0.0,0.0
bank_marketing_subscription,native_histgb,binclass,validation,0.00012626664694380315,0.0004849634887762318,0.0008140568455273352,0.003126620191671176,0.155107898960065,0.15428401715051712,0.0008238818095478578,1.3877787807814457e-17,0.005,0.30965670943260193,0.0004849634887762318,0.0,0.0,0.0004849634887762318,0.0,0.0,0.0,0.0
bank_marketing_subscription,native_histgb,binclass,test,0.00010624078583650519,0.0004499343373409408,0.0006655562937848718,0.002818659779757513,0.159627047071161,0.15883689911646043,0.0007901479547005421,1.7564075194265172e-17,0.0033333333333333335,0.29763558506965637,0.0004499343373409408,0.0,0.0,0.0004499343373409408,0.0,0.0,0.0,0.0
bank_marketing_subscription,catboost_native,binclass,validation,5.105142035444145e-05,0.00020751490193608268,0.00031905223716216725,0.0012968903362046197,0.16000959845485468,0.15975771130594651,0.00025188714890818186,1.2088854223213374e-17,0.006666666666666667,0.1882961243391037,0.00020751490193608268,0.00010002451913010432,0.0,2.689978334555246e-05,0.0,8.05905994604259e-05,0.0,0.0
bank_marketing_subscription,catboost_native,binclass,test,5.456325759487869e-05,0.00021392546418891626,0.0003379014758015206,0.0013248059820340512,0.16147682535405233,0.16122347692457326,0.00025334842947908134,3.577867169202165e-18,0.009,0.18390417098999023,0.00021392546418891626,0.00010285185120654291,0.0,2.791446129654378e-05,0.0,8.315915168582955e-05,0.0,0.0
bank_marketing_subscription,onehot_adam_mlp,binclass,validation,0.0008652996758318183,0.00307433066955308,0.005383286055447789,0.019126323383087986,0.1607381935344399,0.15742297307210804,0.003315220462331878,3.0357660829594124e-18,0.030333333333333334,0.9154228195548058,0.00307433066955308,0.000290818988466341,0.0002127236366687724,0.0005266954805903304,0.000814276296523206,0.00024771149512963907,0.0002479074240165947,0.0007341973481581962
bank_marketing_subscription,onehot_adam_mlp,binclass,test,0.0008309718092631854,0.0030676489244039298,0.004993362897676039,0.01843369913571028,0.1664152648808938,0.16309928407166283,0.0033159808092309943,1.0408340855860843e-17,0.034333333333333334,0.9629361741244793,0.0030676489244039298,0.00029678091553950463,0.0002070525973312461,0.0005240235919659299,0.000822813028634884,0.00024209967988041058,0.0002460026008886258,0.0007288765101633291
german_credit_risk,onehot_linear,binclass,validation,4.635309690470763e-15,4.635309690470763e-15,1.4712701807648222e-14,1.4712701807648222e-14,0.31505496074562955,0.3150549607456249,4.635309690470763e-15,2.7627012954894435e-17,0.0,3.5762786865234375e-07,4.635309690470763e-15,2.7864839760037244e-16,6.688572205180944e-16,8.505963160428887e-17,1.35204861584287e-15,3.247459959386212e-16,3.4002754886237493e-16,1.5859222801041408e-15
german_credit_risk,onehot_linear,binclass,test,3.872299946718213e-15,3.872299946718213e-15,1.174947758739131e-14,1.174947758739131e-14,0.3295720952626596,0.32957209526265574,3.872299946718213e-15,1.3480639469835238e-17,0.0,4.470348358154297e-07,3.872299946718213e-15,2.2686083708656244e-16,6.157665054618199e-16,7.760996130424993e-17,1.1629022934273023e-15,2.4850442059582535e-16,2.9157834989332303e-16,1.2490775789491298e-15
german_credit_risk,ordinal_forest,binclass,validation,0.0036228726861673955,0.00474617588966949,0.010942087105307375,0.014334776433121865,0.3310952153186707,0.3262237268921305,0.004871488426540316,8.933825901280557e-17,0.14,0.3408035933971405,0.00474617588966949,0.000344741894723226,0.003531426400806027,0.0,0.0008700075941402374,0.0,0.0,0.0
german_credit_risk,ordinal_forest,binclass,test,0.0035091504313656714,0.004673443947976764,0.010440832078425973,0.013904973423944068,0.33609873284109937,0.3312898943207847,0.004808838520314675,1.3010426069826053e-17,0.19333333333333333,0.2761375904083252,0.004673443947976764,0.00033856430021150113,0.003452035831207941,0.0,0.0008828438165573223,0.0,0.0,0.0
german_credit_risk,native_histgb,binclass,validation,0.003338912088287927,0.003338912088287927,0.008700930429575747,0.008700930429575747,0.38374195901377073,0.3804030469254828,0.003338912088287927,2.2985086056692694e-17,0.09333333333333334,0.28920021653175354,0.003338912088287927,0.00040617172526601926,0.0,0.0025265686377558883,0.0,0.00040617172526601926,0.0,0.0
german_credit_risk,native_histgb,binclass,test,0.005029794926310743,0.005029794926310743,0.013642739011125816,0.013642739011125816,0.36867926024304104,0.36364946531673026,0.005029794926310743,3.903127820947816e-17,0.10666666666666667,0.3073388338088989,0.005029794926310743,0.0005762129959490434,0.0,0.0038773689344126557,0.0,0.0005762129959490436,0.0,0.0
german_credit_risk,catboost_native,binclass,validation,0.0011167884980145253,0.004867081663875441,0.0034166355574480945,0.01489005689382036,0.326867902425233,0.32070272705727043,0.0061651753679626605,8.847089727481716e-17,0.09333333333333334,0.34610438346862793,0.004867081663875441,0.0020509575884358052,0.0,0.0007049921068147033,0.0,0.0021111319686249325,0.0,0.0
german_credit_risk,catboost_native,binclass,test,0.00120128650993623,0.0053486142573450635,0.003732215043285259,0.01661733352275216,0.32186958575645336,0.3150226778622747,0.006846907894178606,2.688821387764051e-17,0.1,0.4113906919956207,0.0053486142573450635,0.0022704180996332667,0.0,0.0007823271330875424,0.0,0.0022958690246242543,0.0,0.0
german_credit_risk,onehot_adam_mlp,binclass,validation,0.0035989145227446518,0.015348922843247313,0.010742337164697434,0.04581473198517189,0.3350215570008147,0.318560068797876,0.016461488202938763,7.28583859910259e-17,0.24,0.5182127058506012,0.015348922843247313,0.001166096385575379,0.0016474559973211392,0.001966312843850782,0.004199397884499946,0.0012787203053415243,0.0013104498822416905,0.00378048954441685
german_credit_risk,onehot_adam_mlp,binclass,test,0.0035996959863569093,0.01561919421469586,0.010981255986952721,0.0476480154522972,0.3278036675070552,0.3111351612200444,0.016668506287010814,3.8163916471489756e-17,0.18,0.5936340615153313,0.01561919421469586,0.0012263492850616673,0.001691878361306263,0.0020585466605512444,0.00422581812472564,0.0013028771577362954,0.001300807998459808,0.003812916626854939
lendingclub_loan_default,onehot_linear,binclass,validation,6.860461812418479e-16,6.860461812418479e-16,2.719339336124055e-15,2.719339336124055e-15,0.252284138330337,0.2522841383303363,6.860461812418479e-16,3.559878476450387e-17,0.0,6.258487701416016e-07,6.860461812418479e-16,4.5957008620150815e-17,4.573979094063893e-17,3.970503780588008e-21,2.283970266556133e-16,9.145650391749853e-17,9.150275415631089e-17,1.8298912644785485e-16
lendingclub_loan_default,onehot_linear,binclass,test,7.114857577582534e-16,7.114857577582534e-16,2.7589858178369176e-15,2.7589858178369176e-15,0.25787945452944294,0.2578794545294423,7.114857577582534e-16,4.535194298315944e-17,0.0,9.5367431640625e-07,7.114857577582534e-16,4.756350415782164e-17,4.7457951002685436e-17,6.413165251306045e-21,2.3707502715101287e-16,9.478560157726492e-17,9.477571775787761e-17,1.8982154294633963e-16
lendingclub_loan_default,ordinal_forest,binclass,validation,0.0004579616757794846,0.001269851219155202,0.0017872742890468558,0.004955813018737686,0.2562346913319685,0.25486994921633016,0.001364742115638455,9.280770596475918e-17,0.009046624913013222,0.234066903591156,0.001269851219155202,0.0002618460778235267,0.000392170460009329,0.0,0.0006158346813223463,0.0,0.0,0.0
lendingclub_loan_default,ordinal_forest,binclass,test,0.0004269850785444735,0.0012481797666672478,0.0016399361781338072,0.004793926671044152,0.26036688758849647,0.25902198961440165,0.0013448979740947943,2.211772431870429e-17,0.006958942240779402,0.21019421517848969,0.0012481797666672478,0.000263969240808592,0.00035993406292800044,0.0,0.0006242764629306552,0.0,0.0,0.0
lendingclub_loan_default,native_histgb,binclass,validation,0.0011039262098311456,0.0011039262098311456,0.004233522615863953,0.004233522615863953,0.2607583116940224,0.2596543854841913,0.0011039262098311456,1.5829351718288365e-17,0.014613778705636743,0.26650160551071167,0.0011039262098311456,0.0,0.0,0.0011039262098311458,0.0,0.0,0.0,0.0
lendingclub_loan_default,native_histgb,binclass,test,0.0010466001592592533,0.0010466001592592533,0.0039087966294009645,0.0039087966294009645,0.2677550812920262,0.26670848113276685,0.0010466001592592535,8.304988641238964e-17,0.011830201809324982,0.2863923907279968,0.0010466001592592533,0.0,0.0,0.0010466001592592535,0.0,0.0,0.0,0.0
lendingclub_loan_default,catboost_native,binclass,validation,9.626764375216154e-05,0.0003740838884199372,0.00038070853931022343,0.0014793852346328478,0.2528644193970051,0.25240390917443495,0.00046051022257016637,1.2305694657710475e-17,0.0027835768963117608,0.2329881489276886,0.0003740838884199372,0.00021441715534578374,0.0,3.989580005594334e-05,0.0,0.00011977093301821008,0.0,0.0
lendingclub_loan_default,catboost_native,binclass,test,9.58445668631934e-05,0.00036980942409473114,0.0003724288195567953,0.0014369900327596944,0.25735002725420697,0.2568986865453801,0.0004513407088268931,4.027811070783649e-17,0.0048712595685455815,0.17330360412597656,0.00036980942409473114,0.00021381865176398242,0.0,3.971181464966858e-05,0.0,0.00011627895768108016,0.0,0.0
lendingclub_loan_default,onehot_adam_mlp,binclass,validation,0.0008543250725070884,0.0032597201062492037,0.003324892481386856,0.01268629380253102,0.2569481802162632,0.2526734998811051,0.004274680335158121,2.2551405187698492e-17,0.010438413361169102,0.6545059597119689,0.0032597201062492037,0.0006852051942849994,0.0001393793527158465,0.000682317823825675,0.000551575534203089,0.0006011115102005494,0.00019000832616829019,0.00041012236485075363
lendingclub_loan_default,onehot_adam_mlp,binclass,test,0.0009092803269942461,0.003497435725013531,0.003506260975115451,0.013486404612014835,0.2593304758110044,0.25472082902397275,0.0046096467870316475,1.8214596497756474e-17,0.011830201809324982,0.758857935667038,0.003497435725013531,0.0007287343609429658,0.00015052103265524608,0.0007034992855989782,0.0006180942193060302,0.0006528033951245541,0.00019915853800994197,0.00044462489337581453
fremtpl_claim_count,onehot_linear,regression,validation,0.0,0.0,0.0,0.0,0.9185866409871918,0.9185866409871919,0.0,1.1102230246251565e-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,onehot_linear,regression,test,0.0,0.0,0.0,0.0,0.952428030525571,0.9524280305255711,0.0,1.1102230246251565e-16,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,ordinal_forest,regression,validation,0.0028247125782529738,0.005387956998190055,0.0030836569632589684,0.0058818767060132,0.916026851205807,0.9103540912349002,0.005672759970906701,7.025630077706069e-17,,0.89283886551857,0.005387956998190055,0.0007115934769792297,0.0026723248693253936,0.0,0.002004038651885432,0.0,0.0,0.0
fremtpl_claim_count,ordinal_forest,regression,test,0.003065720214427399,0.005727222787530433,0.003196747725103389,0.0059720017276977035,0.9590122455872704,0.9529853130201138,0.006026932567156688,1.0408340855860843e-16,,1.1134466230869293,0.005727222787530433,0.000734425757031234,0.0028960133121470697,0.0,0.002096783718352129,0.0,0.0,0.0
fremtpl_claim_count,native_histgb,regression,validation,0.0,0.0,0.0,0.0,0.9053119543615875,0.9019710136133426,0.0033409407482448946,2.5153490401663703e-17,,1.2659410685300827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,native_histgb,regression,test,0.0,0.0,0.0,0.0,0.9414461600799992,0.937569200486142,0.0038769595938573094,1.6609977282477928e-16,,1.317877858877182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,catboost_native,regression,validation,0.0001271752743514809,0.000538039006775919,0.0001406983802116401,0.0005952510590606795,0.903885845453106,0.9031925000069271,0.0006933454461790602,1.212138028838794e-16,,0.6033123508095741,0.000538039006775919,0.000538039006775919,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,catboost_native,regression,test,0.00014958528512365427,0.0006344907170862252,0.00015988754210630524,0.0006781894433020107,0.9355656053815546,0.934763885390106,0.0008017199914486593,3.5344990823027445e-17,,0.6172235012054443,0.0006344907170862252,0.0006344907170862252,0.0,0.0,0.0,0.0,0.0,0.0
fremtpl_claim_count,onehot_adam_mlp,regression,validation,0.0010749746756644695,0.004161652406156308,0.0011700475181712104,0.004529717005942095,0.9187444603486359,0.912691805900056,0.00605265444857983,8.673617379884035e-19,,0.7383305430412292,0.004161652406156308,0.001096154981414359,0.0008068979179883099,0.0,0.002258599506753639,0.0,0.0,0.0
fremtpl_claim_count,onehot_adam_mlp,regression,test,0.0010953229358598136,0.004282109164537119,0.0011489486054971044,0.0044917559854794975,0.9533263112199096,0.9469685658662922,0.0063577453536175586,1.196959198423997e-16,,1.4225793480873108,0.004282109164537119,0.001125595043298755,0.0008277083949703188,0.0,0.0023288057262680455,0.0,0.0,0.0
