dataset,model,split,method,categorical_fields,binary_factors,full_joint_cell_count,maximum_grand_method_mean_squared_difference,unbiased_between_repetition_risk,mean_repetition_brier,repetition_brier_std,grand_mean_brier,hard_flip_fraction
bank_marketing_subscription,onehot_adam_mlp,validation,oa32,9,11,32768,3.290779159419729e-05,6.351054120708661e-05,0.1642758984520433,0.00035449828927092267,0.1642203267284871,0.007
bank_marketing_subscription,onehot_adam_mlp,validation,marginal32,9,11,32768,3.290779159419729e-05,7.664056589916012e-05,0.1641369666909659,0.0008521601023499523,0.16406990619580414,0.005
bank_marketing_subscription,onehot_adam_mlp,validation,iid32,9,11,32768,3.290779159419729e-05,7.72270890067936e-05,0.163458371471682,0.0008051729595380761,0.16339079776880105,0.007
bank_marketing_subscription,onehot_adam_mlp,test,oa32,9,11,32768,3.6975877605439645e-05,6.868508639293348e-05,0.17551220592637579,0.00020604305570328453,0.175452106475782,0.006
bank_marketing_subscription,onehot_adam_mlp,test,marginal32,9,11,32768,3.6975877605439645e-05,8.109376165243625e-05,0.17550709073235257,0.00044874223262748376,0.1754361336909067,0.007
bank_marketing_subscription,onehot_adam_mlp,test,iid32,9,11,32768,3.6975877605439645e-05,7.856482875531026e-05,0.1753703076029794,0.00038590331346996336,0.17530156337781846,0.008
german_credit_risk,ordinal_forest,validation,oa32,13,15,524288,2.4363295326307534e-05,5.7692531946956315e-05,0.3210397445295282,0.0008679014814363437,0.32098926356407453,0.013333333333333334
german_credit_risk,ordinal_forest,validation,marginal32,13,15,524288,2.4363295326307534e-05,5.770250119779683e-05,0.32152244214483994,0.0008409938784123545,0.32147195245629184,0.02666666666666667
german_credit_risk,ordinal_forest,validation,iid32,13,15,524288,2.4363295326307534e-05,0.0001181088946300963,0.322001002790423,0.0007006048007480744,0.32189765750762167,0.03333333333333333
german_credit_risk,ordinal_forest,test,oa32,13,15,524288,2.5752042250344452e-05,5.0114575754256407e-05,0.32814394674323105,0.0005207035838281353,0.3281000964894461,0.04
german_credit_risk,ordinal_forest,test,marginal32,13,15,524288,2.5752042250344452e-05,5.4632824670377364e-05,0.32847827270197494,0.0008522016146611545,0.32843046898038836,0.05333333333333334
german_credit_risk,ordinal_forest,test,iid32,13,15,524288,2.5752042250344452e-05,9.88590628882651e-05,0.3274599049786274,0.0009134776337480869,0.3273734032986002,0.04666666666666667
german_credit_risk,catboost_native,validation,oa32,13,15,524288,0.00010361778308051553,0.0002449134535465641,0.3174171132093173,0.0008629028381891831,0.317202813937464,0.05333333333333334
german_credit_risk,catboost_native,validation,marginal32,13,15,524288,0.00010361778308051553,0.0001597840129469292,0.31690117014540686,0.001750930305801866,0.31676135913407827,0.02666666666666667
german_credit_risk,catboost_native,validation,iid32,13,15,524288,0.00010361778308051553,0.00025452104225820644,0.3168347797163512,0.002756985436241706,0.31661207380437534,0.04666666666666667
german_credit_risk,catboost_native,test,oa32,13,15,524288,0.00010322333737910254,0.00026877401747696595,0.3127482716737192,0.0011967793612318984,0.31251309440842684,0.05333333333333334
german_credit_risk,catboost_native,test,marginal32,13,15,524288,0.00010322333737910254,0.00014230856363054115,0.31393979575835157,0.0012313610465581582,0.3138152757651749,0.03333333333333333
german_credit_risk,catboost_native,test,iid32,13,15,524288,0.00010322333737910254,0.00024511497444500326,0.31436242680311105,0.0008986071551718713,0.31414795120047173,0.05333333333333334
german_credit_risk,onehot_adam_mlp,validation,oa32,13,15,524288,0.00010680887591045735,0.00031787504373025945,0.3218522185464684,0.002516934619305166,0.3215740778832044,0.04
german_credit_risk,onehot_adam_mlp,validation,marginal32,13,15,524288,0.00010680887591045735,0.00043170287174129006,0.3201477777277985,0.0017854616873581998,0.31977003771502494,0.04
german_credit_risk,onehot_adam_mlp,validation,iid32,13,15,524288,0.00010680887591045735,0.0007229604612458266,0.32128947152692555,0.004602631250603686,0.3206568811233354,0.06666666666666667
german_credit_risk,onehot_adam_mlp,test,oa32,13,15,524288,0.00012614026624511814,0.0003242767472953891,0.3148070126966131,0.0023581524047975476,0.31452327054272966,0.02666666666666667
german_credit_risk,onehot_adam_mlp,test,marginal32,13,15,524288,0.00012614026624511814,0.00045546138408354513,0.31430707070160613,0.0017912946381689384,0.31390854199053303,0.03333333333333333
german_credit_risk,onehot_adam_mlp,test,iid32,13,15,524288,0.00012614026624511814,0.0007826372702528883,0.3144900040328597,0.003579239466631273,0.31380519642138843,0.02666666666666667
compustat_kor_direction,ordinal_forest,validation,oa32,3,5,512,2.3251690133806004e-05,0.00012777553078730859,0.5246769464237386,0.0004790472777923783,0.5245651428342997,0.081
compustat_kor_direction,ordinal_forest,validation,marginal32,3,5,512,2.3251690133806004e-05,6.626076895637697e-05,0.5242557912156013,0.0003622421792710004,0.5241978130427646,0.059
compustat_kor_direction,ordinal_forest,validation,iid32,3,5,512,2.3251690133806004e-05,7.378778273558547e-05,0.5244379462612418,0.00045233406422503895,0.5243733819513484,0.062
compustat_kor_direction,ordinal_forest,test,oa32,3,5,512,2.5230837906484123e-05,0.000126619802051287,0.5145122441277525,0.0006474681783582618,0.5144014518009576,0.079
compustat_kor_direction,ordinal_forest,test,marginal32,3,5,512,2.5230837906484123e-05,6.963928557355007e-05,0.5147721061329495,0.00035088220517980214,0.5147111717580726,0.062
compustat_kor_direction,ordinal_forest,test,iid32,3,5,512,2.5230837906484123e-05,7.86397860403606e-05,0.5147545216592773,0.00031944262771616715,0.5146857118464919,0.062
compustat_kor_direction,catboost_native,validation,oa32,3,5,512,1.7205922434049516e-05,6.55361971508018e-05,0.4970468267765019,0.0002771422219932522,0.49698948260399495,0.098
compustat_kor_direction,catboost_native,validation,marginal32,3,5,512,1.7205922434049516e-05,3.8662726724795294e-05,0.4974083107621132,0.0003714877290403471,0.497374480876229,0.082
compustat_kor_direction,catboost_native,validation,iid32,3,5,512,1.7205922434049516e-05,4.502030726486217e-05,0.49713974858358256,0.0003218348226201121,0.49710035581472584,0.085
compustat_kor_direction,catboost_native,test,oa32,3,5,512,1.8683780442526804e-05,7.50208225405189e-05,0.49701180798961364,0.00031441374567788087,0.4969461647698907,0.096
compustat_kor_direction,catboost_native,test,marginal32,3,5,512,1.8683780442526804e-05,4.247210485148889e-05,0.49690004613408134,0.00021247347420514677,0.4968628830423364,0.076
compustat_kor_direction,catboost_native,test,iid32,3,5,512,1.8683780442526804e-05,5.040084255700761e-05,0.4969139769429537,0.0003421743231754866,0.4968698762057163,0.082
compustat_kor_direction,onehot_adam_mlp,validation,oa32,3,5,512,5.073642372443607e-05,0.00016276177531201778,0.4992632867049276,0.0015755170066826466,0.49912087015152956,0.135
compustat_kor_direction,onehot_adam_mlp,validation,marginal32,3,5,512,5.073642372443607e-05,0.00016297625692609098,0.49919356568309214,0.001344316051695753,0.4990509614582818,0.107
compustat_kor_direction,onehot_adam_mlp,validation,iid32,3,5,512,5.073642372443607e-05,0.00012506307958050244,0.4986400619732744,0.0008861652885711074,0.4985306317786414,0.104
compustat_kor_direction,onehot_adam_mlp,test,oa32,3,5,512,4.919167307480245e-05,0.0001514015834654163,0.5010611832720984,0.0008363561670044484,0.5009287068865661,0.122
compustat_kor_direction,onehot_adam_mlp,test,marginal32,3,5,512,4.919167307480245e-05,0.00015017878463286915,0.5009753501609416,0.000873920426565538,0.5008439437243878,0.083
compustat_kor_direction,onehot_adam_mlp,test,iid32,3,5,512,4.919167307480245e-05,0.00011335842898044453,0.5006839946189613,0.0007161003006972572,0.5005848059936033,0.083
