panel,dataset,model,method,alpha,actual_score_rmse,first_order_correlation,first_relative_approximation_rmse,second_relative_approximation_rmse,observed_bias,quadratic_bias_term,quadratic_to_observed_bias_ratio,global_mse_bound,actual_score_mse,actual_to_global_bound_ratio,bound_violated,nondegenerate
confirmation,compustat_kor_direction,native_histgb,two_disjoint_pairs64,0.01,0.00010166870069956264,0.9998133659473122,0.03757592254936301,2.1788187138739345e-05,3.0721670408173485e-06,3.2770228508169597e-06,1.0666812081758124,0.0646890401677726,1.0336524701937248e-08,1.59787881766822e-07,False,True
confirmation,compustat_kor_direction,catboost_native,disjoint_pair32,1e-06,9.871760476425645e-05,0.9981870662374789,0.12382156037012633,8.070602882809595e-05,8.278315789339828e-06,1.0691673684281405e-05,1.2915276435877587,21103590.152082354,9.745165490391949e-09,4.617776132005844e-16,False,True
confirmation,compustat_kor_direction,catboost_native,disjoint_pair32,0.0001,9.870708903056184e-05,0.998187417384667,0.12380969073892541,8.068718324162497e-05,8.276450026000196e-06,1.068951029341172e-05,1.2915574020058087,2109.941184389045,9.743089424887263e-09,4.617706643661006e-12,False,True
confirmation,compustat_kor_direction,catboost_native,disjoint_pair32,0.01,9.765726940484735e-05,0.9982223900386629,0.12262151588862283,7.881978009933216e-05,8.090994706661254e-06,1.0474357506926747e-05,1.294569813313966,0.20683670075375404,9.536942267610934e-09,4.610855922984857e-08,False,True
confirmation,compustat_kor_direction,catboost_native,independent_pair32,1e-06,0.00011276727423175483,0.9992149124427011,0.11994325558082196,7.913427382535553e-05,9.475840067040257e-06,1.2770404658033239e-05,1.347680476631559,25213174.816171993,1.2716458137659798e-08,5.043576713513813e-16,False,True
confirmation,compustat_kor_direction,catboost_native,independent_pair32,0.0001,0.0001127553752545855,0.9992150665658412,0.11993163650356917,7.911612680796734e-05,9.473449142262925e-06,1.2767820667465897e-05,1.3477478451334195,2520.8182849681025,1.2713774648802394e-08,5.043510960157634e-12,False,True
confirmation,compustat_kor_direction,catboost_native,independent_pair32,0.01,0.0001115672307768329,0.9992304109111861,0.1187688143576136,7.731826021260668e-05,9.235908122999744e-06,1.2510838850106535e-05,1.3545867589296807,0.24711482060269607,1.2447246983211092e-08,5.037029730897205e-08,False,True
confirmation,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,1e-06,5.593578502080224e-05,0.9991448574680774,0.07496211692591066,3.089058391460025e-05,5.197211547593072e-06,3.5040076741363138e-06,0.6742091681373037,6913747.663295969,3.1288120458934043e-09,4.52549355034143e-16,False,True
confirmation,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,0.0001,5.592990926832834e-05,0.9991450251025793,0.07495481766457175,3.088317333679838e-05,5.1963300001346224e-06,3.5032985483797975e-06,0.6741870797830463,691.2378807651497,3.1281547507634406e-09,4.525438836339239e-12,False,True
confirmation,compustat_kor_direction,catboost_native,mutually_disjoint_pack64,0.01,5.534318320646264e-05,0.9991617166681251,0.07422434211523968,3.0148987779551174e-05,5.108571259821014e-06,3.4327749616750417e-06,0.6719638010482237,0.06776177637144885,3.0628679274240883e-09,4.5200525892863326e-08,False,True
confirmation,compustat_kor_direction,catboost_native,two_disjoint_pairs64,1e-06,7.317047937541594e-05,0.9993099595731225,0.08364112924968681,3.804965480298414e-05,6.630404505343469e-06,5.4886572785054626e-06,0.8278012712621277,10835980.938164858,5.35391905202817e-09,4.94087160413083e-16,False,True
confirmation,compustat_kor_direction,catboost_native,two_disjoint_pairs64,0.0001,7.316302337400675e-05,0.9993100993306951,0.08363272202605793,3.804045261117256e-05,6.629230087614932e-06,5.487546585779572e-06,0.8277803776990165,1083.3835517997245,5.3528279892254595e-09,4.9408429547719305e-12,False,True
confirmation,compustat_kor_direction,catboost_native,two_disjoint_pairs64,0.01,7.241826111654658e-05,0.9993240071356757,0.08279169308824585,3.712964865434966e-05,6.51234516270035e-06,5.377086728967427e-06,0.8256759423264065,0.10620366158217084,5.2444045431443225e-09,4.9380637776661533e-08,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,1e-06,0.0004023525901001323,0.9967147193283864,0.1616459655606579,0.0008131027733993659,6.815531746164585e-05,5.539962586783972e-05,0.8128437799298001,107929258.70809463,1.618876067602851e-07,1.4999418016770242e-15,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,0.0001,0.0004022635843516624,0.9967146427104806,0.16164790037946744,0.0008129175821171764,6.814011689781224e-05,5.5388097847471206e-05,0.812855926421951,10790.788975131723,1.6181599129544702e-07,1.499575162375666e-11,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,disjoint_pair32,0.01,0.00039343288003268023,0.9967070357150574,0.161838748568109,0.0007945110454760016,6.662981079869778e-05,5.4242378385755014e-05,0.8140857333308701,1.0578167802305387,1.5478943109080937e-07,1.4632915074109038e-07,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,independent_pair32,1e-06,0.0004488623338708296,0.995991236136312,0.17251919573513277,0.0009521941410278308,5.766666217247931e-05,6.503891168295104e-05,1.1278424870234651,126592881.39261907,2.014773947679681e-07,1.5915381066578292e-15,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,independent_pair32,0.0001,0.00044876456939164276,0.995991177290482,0.17252067038912938,0.0009519774311774906,5.7655850871875605e-05,6.50253710690534e-05,1.1278191213161444,12656.781721777728,2.0138963874126655e-07,1.5911599264981243e-11,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,independent_pair32,0.01,0.0004390628049367105,0.9959853812155637,0.17266521345401073,0.0009304396014526615,5.6580852805879615e-05,6.367963960281724e-05,1.1254627041641188,1.2407393120064436,1.9277614667889188e-07,1.553719986248737e-07,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,1e-06,0.00021656682197546817,0.999126667724694,0.09111042154440895,0.0002116566051800281,1.4022894990831469e-05,1.7542609788906665e-05,1.2509977290977703,34159132.86310396,4.690118838055413e-08,1.373020461863455e-15,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.0001,0.00021651968835045395,0.9991266550590259,0.09111124584267967,0.00021160765073253076,1.402015113129231e-05,1.7538959374713116e-05,1.250982190596148,3415.2369682827893,4.68807754433777e-08,1.3726946586359353e-11,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,mutually_disjoint_pack64,0.01,0.00021184387331893399,0.9991254290134989,0.09119140845623117,0.0002067410220274867,1.374739236175345e-05,1.71761596562901e-05,1.249412194277353,0.3347943307796089,4.487782666276855e-08,1.3404595758316793e-07,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,1e-06,0.00026564961383888686,0.9981788591325093,0.11899151886109668,0.0004048955042506391,2.9368864116678393e-05,2.7129109309406396e-05,0.9237370979560611,52870445.877733536,7.05697173327497e-08,1.334766827878602e-15,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,0.0001,0.0002655917221177647,0.9981788305849911,0.11899260253155715,0.0004048016908871063,2.936291332384231e-05,2.7123467301502782e-05,0.923732158398563,5285.997803716569,7.053896285747995e-08,1.3344493410096428e-11,False,True
confirmation,compustat_kor_direction,onehot_adam_mlp,two_disjoint_pairs64,0.01,0.00025984965880123057,0.9981760645866992,0.11909762626782423,0.00039547432991759817,2.8771385295161223e-05,2.6562725241189973e-05,0.9232341428362609,0.5181842764157013,6.752184517911595e-08,1.303046970976559e-07,False,True
confirmation,kdd17_stock_direction,onehot_linear,disjoint_pair32,1e-06,3.911290735387012e-09,0.9999999999980057,2.985590721540589e-06,1.4889133605662262e-10,-1.43213075501951e-10,8.636132667145479e-15,-6.030268281633145e-05,0.017116092005994385,1.529819521672427e-17,8.937901952949626e-16,False,True
confirmation,kdd17_stock_direction,onehot_linear,disjoint_pair32,0.0001,3.910837547228907e-09,0.9999999999980032,2.9851639156349743e-06,2.1833772431272106e-10,-1.431976605624529e-10,8.634393548483258e-15,-6.02970293967724e-05,1.7112703184198543e-06,1.529465032081541e-17,8.937600422438298e-12,False,True
confirmation,kdd17_stock_direction,onehot_linear,disjoint_pair32,0.01,3.86560518609915e-09,0.9999999999980372,2.9597547323296255e-06,1.49652718676783e-10,-1.4165772037639665e-10,8.461418446110769e-15,-5.9731431676494986e-05,1.6775515326076025e-10,1.4942903454796645e-17,8.907567466240068e-08,False,True
confirmation,kdd17_stock_direction,onehot_linear,independent_pair32,1e-06,4.145267437663404e-09,0.999999999998203,3.008709102594988e-06,1.585933887068484e-10,-1.601187862814281e-10,9.686868687135182e-15,-6.0498014705840586e-05,0.019196255392919078,1.718324212975252e-17,8.951351072402852e-16,False,True
confirmation,kdd17_stock_direction,onehot_linear,independent_pair32,0.0001,4.144788363272084e-09,0.9999999999982035,3.0082749365732183e-06,2.124297464714444e-10,-1.6010260393067614e-10,9.684917664106487e-15,-6.04919434558355e-05,1.919245471876487e-06,1.7179270576315682e-17,8.951054374258414e-12,False,True
confirmation,kdd17_stock_direction,onehot_linear,independent_pair32,0.01,4.096972175865118e-09,0.999999999998234,2.982570023842115e-06,1.5036064441573978e-10,-1.5848494005993574e-10,9.490866983416258e-15,-5.9884976956340504e-05,1.881428753915279e-10,1.678518100981296e-17,8.92150764406187e-08,False,True
confirmation,kdd17_stock_direction,onehot_linear,mutually_disjoint_pack64,1e-06,2.2092224349626174e-09,0.9999999999991411,1.7941369721899691e-06,2.4129295302086857e-10,-2.1139971757885774e-11,2.7063032753513255e-15,-0.00012801830136512847,0.005362868501264135,4.880663767142156e-18,9.100845500857771e-16,False,True
confirmation,kdd17_stock_direction,onehot_linear,mutually_disjoint_pack64,0.0001,2.208967306594355e-09,0.9999999999991436,1.7937368775643627e-06,3.744582653175727e-10,-2.113743598680443e-11,2.7057582529361773e-15,-0.0001280078744945846,5.361806704784451e-07,4.879536561602719e-18,9.100545450936542e-12,False,True
confirmation,kdd17_stock_direction,onehot_linear,mutually_disjoint_pack64,0.01,2.183502726712522e-09,0.9999999999991561,1.7784475496116277e-06,3.1597318284976645e-10,-2.088416840982726e-11,2.6515496499101996e-15,-0.00012696457899958734,5.256157930407784e-11,4.7676841575610196e-18,9.07066382077133e-08,False,True
confirmation,kdd17_stock_direction,onehot_linear,two_disjoint_pairs64,1e-06,2.7569996712546856e-09,0.9999999999988778,2.1737799436502333e-06,2.0973004762787792e-10,3.076425987305473e-11,4.339415755275975e-15,0.00014105379986978679,0.008601363734678001,7.601047187298445e-18,8.837025641240361e-16,False,True
confirmation,kdd17_stock_direction,onehot_linear,two_disjoint_pairs64,0.0001,2.7566787322614104e-09,0.9999999999988783,2.1733510930461554e-06,3.348687127572864e-10,3.075963169246677e-11,4.338541985913908e-15,0.0001410466168545329,8.599660747252945e-07,7.599277632902377e-18,8.836717931378714e-12,False,True
confirmation,kdd17_stock_direction,onehot_linear,two_disjoint_pairs64,0.01,2.724647735539825e-09,0.9999999999988973,2.1550291465677867e-06,2.5364322076614765e-10,3.02987124671177e-11,4.251635528846849e-15,0.0001403239670154639,8.430213456786929e-11,7.423705282782296e-18,8.806070357335589e-08,False,True
confirmation,kdd17_stock_direction,ordinal_forest,disjoint_pair32,1e-06,0.00021109002368039208,0.9978156543327633,0.27716324916955704,0.00016822311856014733,5.8907686749113594e-05,5.6937406415466636e-05,0.9665530859828475,112509261.73863468,4.455899809738849e-08,3.960473778674465e-16,False,True
confirmation,kdd17_stock_direction,ordinal_forest,disjoint_pair32,0.0001,0.00021106759094629497,0.9978161060581403,0.2771367830451024,0.0001681874773610111,5.889604390775489e-05,5.692592182400324e-05,0.9665491609786674,11248.698598523917,4.45495279478725e-08,3.9604161812743746e-12,False,True
confirmation,kdd17_stock_direction,ordinal_forest,disjoint_pair32,0.01,0.00020882701305074115,0.9978610180407715,0.274488517764027,0.00016464641990849823,5.7737927679147225e-05,5.578367594245293e-05,0.9661530675719056,1.1027054797102165,4.3608721379694414e-08,3.9547025186774704e-08,False,True
confirmation,kdd17_stock_direction,ordinal_forest,independent_pair32,1e-06,0.00023122642054393804,0.9983471247812657,0.3004529656800485,0.00019602696411050597,5.4412141317033264e-05,6.824817281911167e-05,1.2542820621864987,134839776.33172956,5.346565755756209e-08,3.965125055237942e-16,False,True
confirmation,kdd17_stock_direction,ordinal_forest,independent_pair32,0.0001,0.0002312019581700818,0.9983474659530297,0.3004241271164009,0.0001959853160325304,5.43998064312636e-05,6.823440554317266e-05,1.2543133885851165,13481.3079350885,5.345434546168025e-08,3.965071172549352e-12,False,True
confirmation,kdd17_stock_direction,ordinal_forest,independent_pair32,0.01,0.0002287587291778306,0.9983813869807531,0.2975383995731555,0.00019184769993384597,5.317368887287643e-05,6.686512826498229e-05,1.2574852277944888,1.321567290960543,5.2330556175056046e-08,3.959734516206216e-08,False,True
confirmation,kdd17_stock_direction,ordinal_forest,mutually_disjoint_pack64,1e-06,0.00010858191690953464,0.9982913032859636,0.1706193425249242,5.667347093105463e-05,2.2613448664150274e-05,1.7450547107019523e-05,0.7716888903674546,34482942.451847665,1.1790032679749084e-08,3.4190912495976255e-16,False,True
confirmation,kdd17_stock_direction,ordinal_forest,mutually_disjoint_pack64,0.0001,0.0001085708348926429,0.998291655806275,0.17060233813562942,5.666138432967583e-05,2.2609440412954152e-05,1.7447027315950125e-05,0.7716700191285493,3447.61151603826,1.1787626189285522e-08,3.419070314172459e-12,False,True
confirmation,kdd17_stock_direction,ordinal_forest,mutually_disjoint_pack64,0.01,0.0001074632921057647,0.9983267059167262,0.16890196811274555,5.5460674006457154e-05,2.221049076815154e-05,1.7096952230124918e-05,0.7697692234086463,0.3379679949062113,1.154835915020891e-08,3.41699785904688e-08,False,True
confirmation,kdd17_stock_direction,ordinal_forest,two_disjoint_pairs64,1e-06,0.00014695962156446076,0.9986076970868578,0.20352831673634258,8.48731361973587e-05,3.612917945874987e-05,2.8948030558065503e-05,0.8012368670347642,57186985.84677843,2.1597130370369524e-08,3.776581341117522e-16,False,True
confirmation,kdd17_stock_direction,ordinal_forest,two_disjoint_pairs64,0.0001,0.00014694443162488805,0.9986079856250183,0.20350828745601496,8.485493900247252e-05,3.6122604121078755e-05,2.894219072230071e-05,0.8012210477763415,5717.566337274857,2.15926659855614e-08,3.7765483969623755e-12,False,True
confirmation,kdd17_stock_direction,ordinal_forest,two_disjoint_pairs64,0.01,0.00014542663716447712,0.9986366719371949,0.2015050393309412,8.304743805136442e-05,3.546827314697539e-05,2.836136800935929e-05,0.7996264123667337,0.5604907692652541,2.114890679696848e-08,3.773283692913003e-08,False,True
confirmation,kdd17_stock_direction,native_histgb,disjoint_pair32,1e-06,7.088801724651538e-10,0.9999999999945269,4.327036312986798e-06,1.1112294330326834e-09,-5.370795089138107e-12,1.9765664124441304e-15,-0.00036802119232616737,0.003877898896794357,5.025110989142262e-19,1.2958334198182014e-16,False,True
confirmation,kdd17_stock_direction,native_histgb,disjoint_pair32,0.0001,7.087745000073763e-10,0.9999999999945184,4.327781473352248e-06,2.7468731941079053e-10,-5.3699947291066635e-12,1.9761674176761487e-15,-0.00036800174252776184,3.877131110114456e-07,5.023612918607063e-19,1.2957036468283792e-12,False,True
confirmation,kdd17_stock_direction,native_histgb,disjoint_pair32,0.01,6.982452349523322e-10,0.9999999999945824,4.305274999923722e-06,4.4678781014444086e-10,-5.290230991626112e-12,1.936482934461308e-15,-0.0003660488431462747,3.800736310198819e-11,4.875464081336375e-19,1.2827683068287724e-08,False,True
confirmation,kdd17_stock_direction,native_histgb,independent_pair32,1e-06,7.886264465205792e-10,0.9999999999954465,4.3270574067399505e-06,1.0906143048121395e-09,2.36426435987824e-11,2.4462916069336995e-15,0.0001034694617254935,0.0047994701640368944,6.21931672151676e-19,1.295834021038192e-16,False,True
confirmation,kdd17_stock_direction,native_histgb,independent_pair32,0.0001,7.885088862962959e-10,0.9999999999954423,4.327766082344032e-06,2.7788271692704325e-10,2.3639118875698135e-11,2.4457977922269283e-15,0.00010346399986766412,4.798519915100645e-07,6.21746263768225e-19,1.2957042479111695e-12,False,True
confirmation,kdd17_stock_direction,native_histgb,independent_pair32,0.01,7.767951187088533e-10,0.9999999999954934,4.30526266008105e-06,4.367462534266158e-10,2.3287932491616056e-11,2.3966824082979952e-15,0.0001029152076579074,4.703970115679863e-11,6.034106564499015e-19,1.2827688986342354e-08,False,True
confirmation,kdd17_stock_direction,native_histgb,mutually_disjoint_pack64,1e-06,4.1370213769612017e-10,0.9999999999976426,2.720080298835633e-06,4.701126600075422e-10,-1.6111573511785687e-12,6.731952663442032e-16,-0.0004178333456082101,0.0013207667418945644,1.7114945873433958e-19,1.2958341038239308e-16,False,True
confirmation,kdd17_stock_direction,native_histgb,mutually_disjoint_pack64,0.0001,4.1364046747185884e-10,0.9999999999976456,2.7212539809648248e-06,1.4738959361344567e-09,-1.6109170906580432e-12,6.7305937344266e-16,-0.00041781130596095555,1.3205052427728763e-07,1.710984363303379e-19,1.2957043318590324e-12,False,True
confirmation,kdd17_stock_direction,native_histgb,mutually_disjoint_pack64,0.01,4.074955923926624e-10,0.9999999999976716,2.706367733361506e-06,9.535818406097711e-10,-1.5869907029134156e-12,6.595433053253513e-16,-0.00041559367935461387,1.2944860726994458e-11,1.6605265781944686e-19,1.2827689792997952e-08,False,True
