panel,dataset,task,model,method,mean_selection_score,exact_quotient_validation_loss,score_bias,mc_standard_error,standardized_bias,score_rmse
confirmation,credit_card_fraud,binclass,ordinal_forest,iid_cross32,0.001555462210671,0.0015554948793369,-3.2668665941914046e-08,1.285197458276799e-07,-0.2541918032246688,4.1127616161125295e-06
confirmation,credit_card_fraud,binclass,native_histgb,iid_cross32,0.0018547548829249,0.001854505098821,2.4978410385055085e-07,3.479207567193386e-07,0.7179338945047397,1.1136265869924326e-05
confirmation,credit_card_fraud,binclass,catboost_native,iid_cross32,0.0018942942995509,0.0018945804918315,-2.861922805447344e-07,2.769925899653129e-07,-1.033212767823766,8.86838194907233e-06
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,iid_cross32,0.0016524553904254,0.0016519625764599,4.92813965476558e-07,5.635317375581006e-07,0.8745096906378738,1.8039748260479322e-05
confirmation,credit_card_fraud,binclass,onehot_linear,iid_u32,0.0014017227620444,0.0014017227620486,-4.1769972897176536e-15,1.465327409408624e-14,-0.2850555625246513,4.689233749590772e-13
confirmation,credit_card_fraud,binclass,ordinal_forest,iid_u32,0.0015554631509337,0.0015554948793369,-3.1728403206403993e-08,1.2858879934801969e-07,-0.2467431328955217,4.114963901781116e-06
confirmation,credit_card_fraud,binclass,native_histgb,iid_u32,0.0018547569902581,0.001854505098821,2.518914370465159e-07,3.4588805857335293e-07,0.7282455430391708,1.107128373483527e-05
confirmation,credit_card_fraud,binclass,catboost_native,iid_u32,0.00189429599107,0.0018945804918315,-2.8450076145890985e-07,2.768638115997409e-07,-1.027583777796896,8.864208737443654e-06
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,iid_u32,0.0016524642273132,0.0016519625764599,5.016508532993975e-07,5.617461644777309e-07,0.8930205224735169,1.7982875658898068e-05
confirmation,credit_card_fraud,binclass,onehot_linear,strength2_mean32,0.0014017227620486,0.0014017227620486,-4.336808689942019e-19,1.355914945167831e-20,,6.134672304182066e-19
confirmation,credit_card_fraud,binclass,ordinal_forest,strength2_mean32,0.0015554948793369,0.0015554948793369,-4.336808689942019e-19,1.355914945167831e-20,,6.134672304182066e-19
confirmation,credit_card_fraud,binclass,native_histgb,strength2_mean32,0.0018545168977558,0.001854505098821,1.179893478948403e-08,1.7745797759370325e-08,0.6648861296333568,5.679880923870101e-07
confirmation,credit_card_fraud,binclass,catboost_native,strength2_mean32,0.0018946443709335,0.0018945804918315,6.387910203814288e-08,1.1858964034319767e-07,0.5386566807461189,3.7954060920443902e-06
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,strength2_mean32,0.0016524924676745,0.0016519625764599,5.29891214582582e-07,1.679220510351462e-07,3.1555785039314186,5.399569194714931e-06
confirmation,credit_card_fraud,binclass,onehot_linear,iid_mean32,0.0014017227620444,0.0014017227620486,-4.176780449283157e-15,1.465327420076777e-14,-0.2850407623617875,4.689233764412658e-13
confirmation,credit_card_fraud,binclass,ordinal_forest,iid_mean32,0.0015556256455235,0.0015554948793369,1.307661865478961e-07,1.2863925661996622e-07,1.01653406575734,4.1185326925413015e-06
confirmation,credit_card_fraud,binclass,native_histgb,iid_mean32,0.0018554203370791,0.001854505098821,9.152382580426224e-07,3.445935640762425e-07,2.65599347595512,1.1064911154519894e-05
confirmation,credit_card_fraud,binclass,catboost_native,iid_mean32,0.0018946150762203,0.0018945804918315,3.4584388813700684e-08,2.7665622052594345e-07,0.1250085349534279,8.853066608818995e-06
confirmation,credit_card_fraud,binclass,onehot_adam_mlp,iid_mean32,0.0016534481004373,0.0016519625764599,1.485523977360053e-06,5.646197097806842e-07,2.631016862548204,1.812879720666221e-05
confirmation,heloc_credit_risk,binclass,onehot_linear,strength2_cross32,0.3692202505741025,0.3692202505741027,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,ordinal_forest,strength2_cross32,0.3517453697242662,0.351745369724266,1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,native_histgb,strength2_cross32,0.3519740898157631,0.3519740898157633,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,catboost_native,strength2_cross32,0.3484472323689936,0.3484447062718743,2.526097119315285e-06,4.47187180489225e-06,0.5648858530675503,0.0001431221922155745
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,strength2_cross32,0.357875855575039,0.3578715439076875,4.311667351430959e-06,8.172773236597368e-06,0.5275647845120034,0.00026156428309162517
confirmation,heloc_credit_risk,binclass,onehot_linear,iid_cross32,0.3692202505517136,0.3692202505741027,-2.2389035070347063e-11,8.64435351093373e-11,-0.2590018448693532,2.7662837282866326e-09
confirmation,heloc_credit_risk,binclass,ordinal_forest,iid_cross32,0.351750162903995,0.351745369724266,4.793179728956876e-06,6.982314087254356e-06,0.6864743792758383,0.00022348545730158464
confirmation,heloc_credit_risk,binclass,native_histgb,iid_cross32,0.3519739318961855,0.3519740898157633,-1.5791957774791146e-07,1.7278352159682469e-07,-0.9139736028555028,5.5313274551852445e-06
confirmation,heloc_credit_risk,binclass,catboost_native,iid_cross32,0.3484497880241348,0.3484447062718743,5.08175226049401e-06,9.759207311876178e-06,0.52071362950861,0.00031233597714442495
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,iid_cross32,0.3578918011846419,0.3578715439076875,2.025727695437185e-05,1.1358277583228998e-05,1.7834814130870178,0.00036402895241872295
confirmation,heloc_credit_risk,binclass,onehot_linear,iid_u32,0.3692202505517136,0.3692202505741027,-2.2389035070347063e-11,8.644353559940827e-11,-0.2590018434010041,2.76628374396839e-09
confirmation,heloc_credit_risk,binclass,ordinal_forest,iid_u32,0.3517499876069081,0.351745369724266,4.617882642055093e-06,6.951975849960069e-06,0.6642547013568262,0.0002225111509470168
confirmation,heloc_credit_risk,binclass,native_histgb,iid_u32,0.351973932041223,0.3519740898157633,-1.5777454021037585e-07,1.7271437055087538e-07,-0.9134997841068542,5.529111383522539e-06
confirmation,heloc_credit_risk,binclass,catboost_native,iid_u32,0.3484495951421873,0.3484447062718743,4.888870312969029e-06,9.76092784333359e-06,0.5008612287107496,0.00031238794873107435
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,iid_u32,0.357893018564499,0.3578715439076875,2.147465681151539e-05,1.116895445287354e-05,1.922709677268888,0.00035805111018013164
confirmation,heloc_credit_risk,binclass,onehot_linear,strength2_mean32,0.3692202505741025,0.3692202505741027,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,ordinal_forest,strength2_mean32,0.3517453697242662,0.351745369724266,1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,native_histgb,strength2_mean32,0.3519740898157631,0.3519740898157633,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,heloc_credit_risk,binclass,catboost_native,strength2_mean32,0.3484518748406888,0.3484447062718743,7.168568814497345e-06,4.4655776935491615e-06,1.60529483673587,0.0001430781805002531
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,strength2_mean32,0.3579216491923173,0.3578715439076875,5.0105284629731184e-05,8.05640374677911e-06,6.219311519704173,0.00026262885650836173
confirmation,heloc_credit_risk,binclass,onehot_linear,iid_mean32,0.3692202505517155,0.3692202505741027,-2.2387203202356428e-11,8.644352832939704e-11,-0.2589806736838524,2.7662834965099546e-09
confirmation,heloc_credit_risk,binclass,ordinal_forest,iid_mean32,0.3518055443014536,0.351745369724266,6.017457718759944e-05,6.946809264363453e-06,8.66218934443615,0.0002302983597642045
confirmation,heloc_credit_risk,binclass,native_histgb,iid_mean32,0.3519739694311419,0.3519740898157633,-1.203846213271298e-07,1.7280266837456186e-07,-0.6966595045059589,5.530995656042204e-06
confirmation,heloc_credit_risk,binclass,catboost_native,iid_mean32,0.3485001876997223,0.3484447062718743,5.548142784800314e-05,9.762205841292335e-06,5.6832880549728735,0.0003172791635659702
confirmation,heloc_credit_risk,binclass,onehot_adam_mlp,iid_mean32,0.3580157153121842,0.3578715439076875,0.0001441714044966,1.1245908214226166e-05,12.819898735640278,0.0003876740077369503
confirmation,kdd17_stock_direction,binclass,onehot_linear,strength2_cross32,0.5005383963726376,0.500538396239319,1.3331868942145775e-10,1.3216608988347613e-10,1.0087208416243365,4.231415625484955e-09
confirmation,kdd17_stock_direction,binclass,ordinal_forest,strength2_cross32,0.497865115094626,0.4978730808054369,-7.9657108109088e-06,7.077803006870955e-06,-1.1254496350316454,0.00022662973115302476
confirmation,kdd17_stock_direction,binclass,native_histgb,strength2_cross32,0.4983079387277067,0.4983079387088369,1.886985012689024e-11,2.311496188826572e-11,0.8163478797025184,7.399194344346494e-10
confirmation,kdd17_stock_direction,binclass,catboost_native,strength2_cross32,0.4980554423613884,0.4980525131100746,2.9292513137879617e-06,3.7488477089734575e-06,0.7813737823428616,0.00011999888448571796
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,strength2_cross32,0.5104231662762098,0.5103242078161577,9.895846005203436e-05,5.243314936254097e-05,1.8873262669728503,0.001680776479053711
confirmation,kdd17_stock_direction,binclass,onehot_linear,iid_cross32,0.5005383960499247,0.500538396239319,-1.89394278038435e-10,1.6351175567338238e-10,-1.1582915079008351,5.235802774913031e-09
confirmation,kdd17_stock_direction,binclass,ordinal_forest,iid_cross32,0.4978716527240147,0.4978730808054369,-1.4280814222833449e-06,7.822711702241785e-06,-0.1825558037469403,0.00025033084794721683
confirmation,kdd17_stock_direction,binclass,native_histgb,iid_cross32,0.4983029103655463,0.4983079387088369,-5.028343290580661e-06,4.170778044758101e-06,-1.205612774551828,0.00013355958626340306
confirmation,kdd17_stock_direction,binclass,catboost_native,iid_cross32,0.4980575457041415,0.4980525131100746,5.032594066922691e-06,4.722800040930507e-06,1.0655954144379034,0.00015121337042435878
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,iid_cross32,0.5102944295142253,0.5103242078161577,-2.9778301932403828e-05,5.181708204703571e-05,-0.5746811814948068,0.0016584139950386542
confirmation,kdd17_stock_direction,binclass,onehot_linear,iid_u32,0.5005383960499243,0.500538396239319,-1.893946111053424e-10,1.6351177091951239e-10,-1.1582934368594826,5.235803274517911e-09
confirmation,kdd17_stock_direction,binclass,ordinal_forest,iid_u32,0.4978708128543848,0.4978730808054369,-2.2679510521816937e-06,7.792409365065435e-06,-0.2910461894300966,0.0002493674131955513
confirmation,kdd17_stock_direction,binclass,native_histgb,iid_u32,0.4983042720815429,0.4983079387088369,-3.666627294007796e-06,4.104650868389381e-06,-0.8932860337148576,0.00013139999511840072
confirmation,kdd17_stock_direction,binclass,catboost_native,iid_u32,0.4980579772944571,0.4980525131100746,5.464184382519832e-06,4.705202443960162e-06,1.1613069676808356,0.00015066559551052928
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,iid_u32,0.5102954952217356,0.5103242078161577,-2.871259442216445e-05,5.151791363660139e-05,-0.5573322441723517,0.001648823255766976
confirmation,kdd17_stock_direction,binclass,onehot_linear,strength2_mean32,0.5005383963726473,0.500538396239319,1.3332834836177199e-10,1.3216607487203672e-10,1.008794038037829,4.231415449691467e-09
confirmation,kdd17_stock_direction,binclass,ordinal_forest,strength2_mean32,0.4979325223250427,0.4978730808054369,5.9441519605740734e-05,7.0286694638224665e-06,8.457008813929074,0.00023263950943696162
confirmation,kdd17_stock_direction,binclass,native_histgb,strength2_mean32,0.4983079387277092,0.4983079387088369,1.8872292617544417e-11,2.3114959932908258e-11,0.8164536158540491,7.399194341773942e-10
confirmation,kdd17_stock_direction,binclass,catboost_native,strength2_mean32,0.4980683412948207,0.4980525131100746,1.5828184746158325e-05,3.742987379312465e-06,4.228757177659986,0.0001208169063607057
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,strength2_mean32,0.5107719031693201,0.5103242078161577,0.0004476953531623,5.350945115407682e-05,8.366659412619466,0.001769861792559267
confirmation,kdd17_stock_direction,binclass,onehot_linear,iid_mean32,0.5005383960499399,0.500538396239319,-1.8937906798299764e-10,1.6351179479092518e-10,-1.1581982096468804,5.235803475685248e-09
confirmation,kdd17_stock_direction,binclass,ordinal_forest,iid_mean32,0.4979644530354669,0.4978730808054369,9.1372230029918e-05,7.791690279265265e-06,11.726881684847228,0.0002655491900315815
confirmation,kdd17_stock_direction,binclass,native_histgb,iid_mean32,0.4983365238864119,0.4983079387088369,2.8585177575035647e-05,4.128203196357835e-06,6.924363025602839,0.00013515984420879384
confirmation,kdd17_stock_direction,binclass,catboost_native,iid_mean32,0.4980881330439175,0.4980525131100746,3.561993384293416e-05,4.703483397763135e-06,7.573096539444394,0.00015466894292572524
confirmation,kdd17_stock_direction,binclass,onehot_adam_mlp,iid_mean32,0.5107678513386563,0.5103242078161577,0.0004436435224985,5.336382586813414e-05,8.313562891739972,0.001764330534851746
confirmation,kdd17_stock_return,regression,onehot_linear,strength2_cross32,0.3773402016726705,0.3773402016726704,5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,ordinal_forest,strength2_cross32,0.3639737958733974,0.363982695464431,-8.899591033617593e-06,6.190878475516107e-06,-1.4375328265308378,0.00019830790818911102
confirmation,kdd17_stock_return,regression,native_histgb,strength2_cross32,0.3631913097203859,0.363191309720386,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,kdd17_stock_return,regression,catboost_native,strength2_cross32,0.3632442536158323,0.3632442536158323,-5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,strength2_cross32,0.3717898541241559,0.3717900148663143,-1.6074215841710426e-07,1.840660506068356e-05,-0.0087328520325808,0.0005890113838752717
confirmation,kdd17_stock_return,regression,onehot_linear,iid_cross32,0.3773402016726705,0.3773402016726704,5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,ordinal_forest,iid_cross32,0.3639705390114858,0.363982695464431,-1.2156452945222274e-05,8.805618749583558e-06,-1.380533644588824,0.0002820419029661007
confirmation,kdd17_stock_return,regression,native_histgb,iid_cross32,0.3631918358456946,0.363191309720386,5.26125308653036e-07,7.255100218171595e-06,0.0725179932504954,0.0002321638031299691
confirmation,kdd17_stock_return,regression,catboost_native,iid_cross32,0.3632416099048386,0.3632442536158323,-2.6437109936772174e-06,4.955152927916702e-06,-0.5335276291439737,0.00015858693111286487
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,iid_cross32,0.3717532528173833,0.3717900148663143,-3.676204893093837e-05,2.533517008741296e-05,-1.4510283058728122,0.000811558495636846
confirmation,kdd17_stock_return,regression,onehot_linear,iid_u32,0.3773402016726705,0.3773402016726704,5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,ordinal_forest,iid_u32,0.3639707225377764,0.363982695464431,-1.1972926654613136e-05,8.792168346337479e-06,-1.3617717703961678,0.0002816040279977252
confirmation,kdd17_stock_return,regression,native_histgb,iid_u32,0.3631916530521883,0.363191309720386,3.433318023216003e-07,7.182341778131588e-06,0.0478022089351078,0.00022983519333785756
confirmation,kdd17_stock_return,regression,catboost_native,iid_u32,0.3632416591875429,0.3632442536158323,-2.5944282894263537e-06,4.950334062285569e-06,-0.524091557616721,0.00015843193416180688
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,iid_u32,0.3717552960990821,0.3717900148663143,-3.4718767232211345e-05,2.4840446050189558e-05,-1.3976708454454831,0.0007956521218534137
confirmation,kdd17_stock_return,regression,onehot_linear,strength2_mean32,0.3773402016726705,0.3773402016726704,5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,ordinal_forest,strength2_mean32,0.3640318263916402,0.363982695464431,4.913092720920664e-05,6.174589369399551e-06,7.956954587570312,0.00020360357359897974
confirmation,kdd17_stock_return,regression,native_histgb,strength2_mean32,0.3631913097203859,0.363191309720386,-1.1102230246251563e-16,3.471142259629647e-18,,1.5704761098706087e-16
confirmation,kdd17_stock_return,regression,catboost_native,strength2_mean32,0.3632442536158323,0.3632442536158323,-5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,strength2_mean32,0.3719627933803079,0.3717900148663143,0.0001727785139936,1.807074666041917e-05,9.561227172314428,0.0006035242704313129
confirmation,kdd17_stock_return,regression,onehot_linear,iid_mean32,0.3773402016726705,0.3773402016726704,5.551115123125783e-17,1.7355711298148236e-18,,7.852380549353044e-17
confirmation,kdd17_stock_return,regression,ordinal_forest,iid_mean32,0.3640527493333845,0.363982695464431,7.00538689535346e-05,8.789935347491542e-06,7.969782050049602,0.00028987034876019007
confirmation,kdd17_stock_return,regression,native_histgb,iid_mean32,0.3632186707066609,0.363191309720386,2.736098627492689e-05,7.217031504172058e-06,3.79116902276371,0.00023256014351500954
confirmation,kdd17_stock_return,regression,catboost_native,iid_mean32,0.3632620285782804,0.3632442536158323,1.7774962448036113e-05,4.9465739528457935e-06,3.5933885993577577,0.00015928524543693586
confirmation,kdd17_stock_return,regression,onehot_adam_mlp,iid_mean32,0.3722554045670929,0.3717900148663143,0.0004653897007786,2.5170254456025598e-05,18.48967008226764,0.0009302334567177301
confirmation,polish_bankruptcy_1year,binclass,onehot_linear,strength2_cross32,0.0761144578055985,0.0761144578055985,0.0,0.0,,0.0
