dataset,split_seed,model,method,target_loss,mean_score,bias,rmse,ordinary_bias
kdd17_stock_return,2026082801,resnet,iid_cross32,1.5314268315136483,1.5307569476664922,-0.0006698838471561608,0.009613688406226995,0.0028067810380218994
kdd17_stock_return,2026082801,ft_transformer,iid_cross32,1.4974589563467855,1.4969553431716087,-0.0005036131751767758,0.01565608781625995,0.005252024110025122
kdd17_stock_return,2026082801,tabm,iid_cross32,1.3328845303360435,1.3327136160171325,-0.0001709143189110307,0.00427308668151128,0.00016394281058174087
kdd17_stock_return,2026082801,mlp,strength2_cross32,1.3621809801664668,1.3622654324434862,8.445227701936453e-05,0.0020635003475427574,0.00011341941868647787
kdd17_stock_return,2026082801,resnet,strength2_cross32,1.5314268315136483,1.531682101681824,0.00025527016817572523,0.003962650076415959,0.0014374942272874502
kdd17_stock_return,2026082801,ft_transformer,strength2_cross32,1.4974589563467855,1.4979687682100922,0.000509811863306675,0.008922179704875823,0.0030233207154668484
kdd17_stock_return,2026082801,tabm,strength2_cross32,1.3328845303360435,1.3328343501169155,-5.018021912794879e-05,0.0013428294703340215,-1.5509122800239084e-05
kdd17_stock_return,2026082811,mlp,iid_cross32,1.1341773223724478,1.132869665092309,-0.0013076572801389297,0.01340085943673981,-0.000796093053821556
kdd17_stock_return,2026082811,resnet,iid_cross32,1.162253412687809,1.162362850505197,0.00010943781738803615,0.0057764189894818855,0.0029866583724613704
kdd17_stock_return,2026082811,ft_transformer,iid_cross32,1.0698658920648394,1.0693369217780437,-0.0005289702867956603,0.010595633619653865,0.0039436336141374095
kdd17_stock_return,2026082811,tabm,iid_cross32,1.1261912843046495,1.1259466399772808,-0.0002446443273687038,0.008202137673957628,0.0001400427212283617
