panel,dataset,model,task,method,product_cells,probability_count,minimum_probability,at_or_below_clip_count,at_or_below_clip_fraction,exact_zero_count,exact_zero_fraction,quantile_0.001,quantile_0.01,quantile_0.05
confirmation,compustat_kor_direction,catboost_native,binclass,independent_pair32,128,3072000,0.34133324958384037,0,0.0,0,0.0,0.37699248641729355,0.40736480988562107,0.4367510788142681
confirmation,compustat_kor_direction,catboost_native,binclass,mutually_disjoint_pack64,128,3072000,0.3508281731046736,0,0.0,0,0.0,0.3771599101847969,0.4077531136572361,0.43675283901393414
confirmation,compustat_kor_direction,catboost_native,binclass,two_disjoint_pairs64,128,3072000,0.3437203555367887,0,0.0,0,0.0,0.3773077304307371,0.407729531172663,0.4367669402854517
confirmation,compustat_kor_direction,onehot_adam_mlp,binclass,exact_quotient,128,3000,0.3419350227341056,0,0.0,0,0.0,0.3462594404520933,0.36610722305835225,0.40062552480376323
confirmation,compustat_kor_direction,onehot_adam_mlp,binclass,disjoint_pair32,128,3072000,0.3149869709741324,0,0.0,0,0.0,0.34212780034635215,0.36563008155673743,0.39876421308144927
confirmation,compustat_kor_direction,onehot_adam_mlp,binclass,independent_pair32,128,3072000,0.3141230179462582,0,0.0,0,0.0,0.3422527395086363,0.3658557596709579,0.3988424263894558
confirmation,compustat_kor_direction,onehot_adam_mlp,binclass,mutually_disjoint_pack64,128,3072000,0.33204492810182273,0,0.0,0,0.0,0.3450090073236497,0.3658349804137833,0.39966404932783917
confirmation,compustat_kor_direction,onehot_adam_mlp,binclass,two_disjoint_pairs64,128,3072000,0.32359989860560745,0,0.0,0,0.0,0.34442598866019397,0.3658694770396687,0.3994602526072413
confirmation,credit_card_default,onehot_linear,binclass,exact_quotient,32,3000,0.0038347465451806784,0,0.0,0,0.0,0.0069602651009336115,0.04989701554179192,0.1462852403521538
confirmation,credit_card_default,onehot_linear,binclass,disjoint_pair32,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
confirmation,credit_card_default,onehot_linear,binclass,independent_pair32,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
confirmation,credit_card_default,onehot_linear,binclass,mutually_disjoint_pack64,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
confirmation,credit_card_default,onehot_linear,binclass,two_disjoint_pairs64,32,3072000,0.0038347465451806784,0,0.0,0,0.0,0.006960265100933695,0.04989701554179424,0.14628524035215618
confirmation,credit_card_default,ordinal_forest,binclass,exact_quotient,32,3000,0.0069872272506472655,0,0.0,0,0.0,0.026179263943864498,0.07142383018508554,0.1668539501260966
confirmation,credit_card_default,ordinal_forest,binclass,disjoint_pair32,32,3072000,0.0069872272506472655,0,0.0,0,0.0,0.026179263943864536,0.07142383018508812,0.16685395012610155
confirmation,credit_card_default,ordinal_forest,binclass,independent_pair32,32,3072000,0.0069872272506472655,0,0.0,0,0.0,0.026179263943864536,0.07142383018508812,0.16685395012610155
confirmation,credit_card_default,ordinal_forest,binclass,mutually_disjoint_pack64,32,3072000,0.0069872272506472655,0,0.0,0,0.0,0.026179263943864536,0.07142383018508812,0.16685395012610155
confirmation,credit_card_default,ordinal_forest,binclass,two_disjoint_pairs64,32,3072000,0.0069872272506472655,0,0.0,0,0.0,0.026179263943864536,0.07142383018508812,0.16685395012610155
confirmation,credit_card_default,native_histgb,binclass,exact_quotient,32,3000,0.02613946085330099,0,0.0,0,0.0,0.040596945586963556,0.0802095173066482,0.16268086461350323
confirmation,credit_card_default,native_histgb,binclass,disjoint_pair32,32,3072000,0.02613946085330099,0,0.0,0,0.0,0.040596945586965374,0.08020951730665761,0.16268086461351747
confirmation,credit_card_default,native_histgb,binclass,independent_pair32,32,3072000,0.02607437619008124,0,0.0,0,0.0,0.04052232813765474,0.07978362659924568,0.16249869484454393
confirmation,credit_card_default,native_histgb,binclass,mutually_disjoint_pack64,32,3072000,0.02613946085330099,0,0.0,0,0.0,0.040596945586965374,0.08020951730665761,0.16268086461351747
confirmation,credit_card_default,native_histgb,binclass,two_disjoint_pairs64,32,3072000,0.02613946085330099,0,0.0,0,0.0,0.040596945586965374,0.08020951730665761,0.16268086461351747
confirmation,credit_card_default,catboost_native,binclass,exact_quotient,32,3000,0.019196124194422737,0,0.0,0,0.0,0.040486832659458745,0.08578321936773137,0.1540861124987714
confirmation,credit_card_default,catboost_native,binclass,disjoint_pair32,32,3072000,0.019196124194422737,0,0.0,0,0.0,0.04048683265945933,0.08578321936773341,0.15408611249877546
confirmation,credit_card_default,catboost_native,binclass,independent_pair32,32,3072000,0.018981374509166926,0,0.0,0,0.0,0.040062754360610034,0.0853217183612287,0.15387720172293484
confirmation,credit_card_default,catboost_native,binclass,mutually_disjoint_pack64,32,3072000,0.019196124194422737,0,0.0,0,0.0,0.04048683265945933,0.08578321936773341,0.15408611249877546
confirmation,credit_card_default,catboost_native,binclass,two_disjoint_pairs64,32,3072000,0.019196124194422737,0,0.0,0,0.0,0.04048683265945933,0.08578321936773341,0.15408611249877546
confirmation,credit_card_default,onehot_adam_mlp,binclass,exact_quotient,32,3000,0.002577499215988155,0,0.0,0,0.0,0.021570103509598995,0.07921185150044038,0.15209778917487712
confirmation,credit_card_default,onehot_adam_mlp,binclass,disjoint_pair32,32,3072000,0.002577499215988155,0,0.0,0,0.0,0.02157010350959929,0.07921185150044127,0.15209778917488484
confirmation,credit_card_default,onehot_adam_mlp,binclass,independent_pair32,32,3072000,0.0016817760398453174,0,0.0,0,0.0,0.020831284316955134,0.0765729263657704,0.15172776330728086
confirmation,credit_card_default,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,3072000,0.002577499215988155,0,0.0,0,0.0,0.02157010350959929,0.07921185150044127,0.15209778917488484
confirmation,credit_card_default,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,3072000,0.002577499215988155,0,0.0,0,0.0,0.02157010350959929,0.07921185150044127,0.15209778917488484
confirmation,credit_card_fraud,onehot_linear,binclass,exact_quotient,32,3000,2.3817556666472228e-05,0,0.0,0,0.0,0.8880734320878982,0.9963414579629898,0.9990883946418763
confirmation,credit_card_fraud,onehot_linear,binclass,disjoint_pair32,32,3072000,2.3817556666472228e-05,0,0.0,0,0.0,0.8880734320879432,0.99634145796299,0.9990883946418763
confirmation,credit_card_fraud,onehot_linear,binclass,independent_pair32,32,3072000,2.3817556666472228e-05,0,0.0,0,0.0,0.8880734320879432,0.99634145796299,0.9990883946418763
confirmation,credit_card_fraud,onehot_linear,binclass,mutually_disjoint_pack64,32,3072000,2.3817556666472228e-05,0,0.0,0,0.0,0.8880734320879432,0.99634145796299,0.9990883946418763
confirmation,credit_card_fraud,onehot_linear,binclass,two_disjoint_pairs64,32,3072000,2.3817556666472228e-05,0,0.0,0,0.0,0.8880734320879432,0.99634145796299,0.9990883946418763
confirmation,credit_card_fraud,ordinal_forest,binclass,exact_quotient,32,3000,0.0,1,0.0003333333333333333,1,0.0003333333333333333,0.7999033585116267,0.990718556046486,0.998978447727859
confirmation,credit_card_fraud,ordinal_forest,binclass,disjoint_pair32,32,3072000,0.0,1024,0.0003333333333333333,1024,0.0003333333333333333,0.7999033585116747,0.9907185560464861,0.998978447727859
confirmation,credit_card_fraud,ordinal_forest,binclass,independent_pair32,32,3072000,0.0,1024,0.0003333333333333333,1024,0.0003333333333333333,0.7999033585116747,0.9907185560464861,0.998978447727859
confirmation,credit_card_fraud,ordinal_forest,binclass,mutually_disjoint_pack64,32,3072000,0.0,1024,0.0003333333333333333,1024,0.0003333333333333333,0.7999033585116747,0.9907185560464861,0.998978447727859
confirmation,credit_card_fraud,ordinal_forest,binclass,two_disjoint_pairs64,32,3072000,0.0,1024,0.0003333333333333333,1024,0.0003333333333333333,0.7999033585116747,0.9907185560464861,0.998978447727859
confirmation,credit_card_fraud,native_histgb,binclass,exact_quotient,32,3000,9.034605704982823e-05,0,0.0,0,0.0,0.8619223289501389,0.9993941536173224,0.9998257599771023
confirmation,credit_card_fraud,native_histgb,binclass,disjoint_pair32,32,3072000,9.034605704982823e-05,0,0.0,0,0.0,0.8619223289503211,0.9993941536173224,0.9998257599771023
confirmation,credit_card_fraud,native_histgb,binclass,independent_pair32,32,3072000,8.425913199516799e-05,0,0.0,0,0.0,0.8597815750676155,0.9993845019489527,0.9998254533857107
confirmation,credit_card_fraud,native_histgb,binclass,mutually_disjoint_pack64,32,3072000,9.034605704982823e-05,0,0.0,0,0.0,0.8619223289503211,0.9993941536173224,0.9998257599771023
confirmation,credit_card_fraud,native_histgb,binclass,two_disjoint_pairs64,32,3072000,9.034605704982823e-05,0,0.0,0,0.0,0.8619223289503211,0.9993941536173224,0.9998257599771023
confirmation,credit_card_fraud,catboost_native,binclass,exact_quotient,32,3000,4.789263286397727e-05,0,0.0,0,0.0,0.8237159321627114,0.9979455009102821,0.9997157733887434
confirmation,credit_card_fraud,catboost_native,binclass,disjoint_pair32,32,3072000,4.789263286397727e-05,0,0.0,0,0.0,0.8237159321628907,0.9979455009102822,0.9997157733887434
confirmation,credit_card_fraud,catboost_native,binclass,independent_pair32,32,3072000,4.2564777970710566e-05,0,0.0,0,0.0,0.8127760577895091,0.9979357030242682,0.9997137859463692
confirmation,credit_card_fraud,catboost_native,binclass,mutually_disjoint_pack64,32,3072000,4.789263286397727e-05,0,0.0,0,0.0,0.8237159321628907,0.9979455009102822,0.9997157733887434
confirmation,credit_card_fraud,catboost_native,binclass,two_disjoint_pairs64,32,3072000,4.789263286397727e-05,0,0.0,0,0.0,0.8237159321628907,0.9979455009102822,0.9997157733887434
confirmation,credit_card_fraud,onehot_adam_mlp,binclass,exact_quotient,32,3000,0.0009497791176045212,0,0.0,0,0.0,0.8115532194529661,0.9965515729412436,0.9979622447863221
confirmation,credit_card_fraud,onehot_adam_mlp,binclass,disjoint_pair32,32,3072000,0.0009497791176045212,0,0.0,0,0.0,0.8115532194530839,0.9965515729412437,0.9979622447863221
confirmation,credit_card_fraud,onehot_adam_mlp,binclass,independent_pair32,32,3072000,0.0008308159376611002,0,0.0,0,0.0,0.773939217862777,0.9964765589684248,0.9979166053235531
confirmation,credit_card_fraud,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,3072000,0.0009497791176045212,0,0.0,0,0.0,0.8115532194530839,0.9965515729412437,0.9979622447863221
confirmation,credit_card_fraud,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,3072000,0.0009497791176045212,0,0.0,0,0.0,0.8115532194530839,0.9965515729412437,0.9979622447863221
confirmation,heloc_credit_risk,onehot_linear,binclass,exact_quotient,32,1417,0.01633473881520331,0,0.0,0,0.0,0.04013937207870185,0.11832210052758456,0.21612866781651974
confirmation,heloc_credit_risk,onehot_linear,binclass,disjoint_pair32,32,1451008,0.01633473881520331,0,0.0,0,0.0,0.022765299072489142,0.11797014717012644,0.2138511072844267
confirmation,heloc_credit_risk,onehot_linear,binclass,independent_pair32,32,1451008,0.01633473881520331,0,0.0,0,0.0,0.022765299072489142,0.11797014717012644,0.2138511072844267
confirmation,heloc_credit_risk,onehot_linear,binclass,mutually_disjoint_pack64,32,1451008,0.01633473881520331,0,0.0,0,0.0,0.022765299072489142,0.11797014717012644,0.2138511072844267
confirmation,heloc_credit_risk,onehot_linear,binclass,two_disjoint_pairs64,32,1451008,0.01633473881520331,0,0.0,0,0.0,0.022765299072489142,0.11797014717012644,0.2138511072844267
confirmation,heloc_credit_risk,ordinal_forest,binclass,exact_quotient,32,1417,0.05700862698722631,0,0.0,0,0.0,0.05943367916997522,0.12912517363205553,0.25362005177885294
confirmation,heloc_credit_risk,ordinal_forest,binclass,disjoint_pair32,32,1451008,0.05700862698722631,0,0.0,0,0.0,0.058147705043666065,0.12827803613618016,0.25290526170283556
confirmation,heloc_credit_risk,ordinal_forest,binclass,independent_pair32,32,1451008,0.05700862698722631,0,0.0,0,0.0,0.058147705043666065,0.12827803613618016,0.25290526170283556
confirmation,heloc_credit_risk,ordinal_forest,binclass,mutually_disjoint_pack64,32,1451008,0.05700862698722631,0,0.0,0,0.0,0.058147705043666065,0.12827803613618016,0.25290526170283556
confirmation,heloc_credit_risk,ordinal_forest,binclass,two_disjoint_pairs64,32,1451008,0.05700862698722631,0,0.0,0,0.0,0.058147705043666065,0.12827803613618016,0.25290526170283556
confirmation,heloc_credit_risk,native_histgb,binclass,exact_quotient,32,1417,0.0384381003677845,0,0.0,0,0.0,0.051585344940423966,0.10148250490427017,0.18174631297588348
confirmation,heloc_credit_risk,native_histgb,binclass,disjoint_pair32,32,1451008,0.0384381003677845,0,0.0,0,0.0,0.05071655288338661,0.10093653947114944,0.18071703612804413
confirmation,heloc_credit_risk,native_histgb,binclass,independent_pair32,32,1451008,0.0384381003677845,0,0.0,0,0.0,0.05071655288338661,0.10093653947114944,0.18071703612804413
confirmation,heloc_credit_risk,native_histgb,binclass,mutually_disjoint_pack64,32,1451008,0.0384381003677845,0,0.0,0,0.0,0.05071655288338661,0.10093653947114944,0.18071703612804413
confirmation,heloc_credit_risk,native_histgb,binclass,two_disjoint_pairs64,32,1451008,0.0384381003677845,0,0.0,0,0.0,0.05071655288338661,0.10093653947114944,0.18071703612804413
confirmation,heloc_credit_risk,catboost_native,binclass,exact_quotient,32,1417,0.0532113432418555,0,0.0,0,0.0,0.06937283533345907,0.10887524551711976,0.21461481545120478
confirmation,heloc_credit_risk,catboost_native,binclass,disjoint_pair32,32,1451008,0.0532113432418555,0,0.0,0,0.0,0.06696475518401712,0.10861223074607551,0.21381452959030867
confirmation,heloc_credit_risk,catboost_native,binclass,independent_pair32,32,1451008,0.051798532251268625,0,0.0,0,0.0,0.06696473329793662,0.1075930253136903,0.21479130496736618
confirmation,heloc_credit_risk,catboost_native,binclass,mutually_disjoint_pack64,32,1451008,0.0532113432418555,0,0.0,0,0.0,0.06696475518401712,0.10861223074607551,0.21381452959030867
confirmation,heloc_credit_risk,catboost_native,binclass,two_disjoint_pairs64,32,1451008,0.0532113432418555,0,0.0,0,0.0,0.06696475518401712,0.10861223074607551,0.21381452959030867
confirmation,heloc_credit_risk,onehot_adam_mlp,binclass,exact_quotient,32,1417,0.04392225682386197,0,0.0,0,0.0,0.06113791702222079,0.11029684694018214,0.20893312022089958
confirmation,heloc_credit_risk,onehot_adam_mlp,binclass,disjoint_pair32,32,1451008,0.04392225682386197,0,0.0,0,0.0,0.06028424936812371,0.10956008813809603,0.20702913776040077
confirmation,heloc_credit_risk,onehot_adam_mlp,binclass,independent_pair32,32,1451008,0.041751080949325114,0,0.0,0,0.0,0.05984065751545131,0.10956008813809603,0.20894209435209632
confirmation,heloc_credit_risk,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,1451008,0.04392225682386197,0,0.0,0,0.0,0.06028424936812371,0.10956008813809603,0.20702913776040077
confirmation,heloc_credit_risk,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,1451008,0.04392225682386197,0,0.0,0,0.0,0.06028424936812371,0.10956008813809603,0.20702913776040077
confirmation,kdd17_stock_direction,onehot_linear,binclass,exact_quotient,128,3000,0.32677341625094414,0,0.0,0,0.0,0.3454841437432915,0.39970160676166416,0.4339446607977152
confirmation,kdd17_stock_direction,onehot_linear,binclass,disjoint_pair32,128,3072000,0.3267732625827193,0,0.0,0,0.0,0.34548390671424645,0.39970155219547576,0.433944387501115
confirmation,kdd17_stock_direction,onehot_linear,binclass,independent_pair32,128,3072000,0.32677324302494526,0,0.0,0,0.0,0.34548390671424645,0.39970154205337294,0.4339443653822039
confirmation,kdd17_stock_direction,onehot_linear,binclass,mutually_disjoint_pack64,128,3072000,0.326773296110332,0,0.0,0,0.0,0.3454839336257436,0.39970156185329087,0.43394443280995826
confirmation,kdd17_stock_direction,onehot_linear,binclass,two_disjoint_pairs64,128,3072000,0.32677329052239656,0,0.0,0,0.0,0.34548392013833007,0.3997015644609941,0.43394444035367113
confirmation,kdd17_stock_direction,ordinal_forest,binclass,exact_quotient,128,3000,0.3022600067779422,0,0.0,0,0.0,0.35430329966545104,0.402306035682559,0.4308035988127813
confirmation,kdd17_stock_direction,ordinal_forest,binclass,disjoint_pair32,128,3072000,0.28709619492292404,0,0.0,0,0.0,0.3517574539845809,0.40045741996727885,0.43028604979626833
confirmation,kdd17_stock_direction,ordinal_forest,binclass,independent_pair32,128,3072000,0.28602036042138934,0,0.0,0,0.0,0.35150669717229904,0.4001049560122192,0.43020598134025934
confirmation,kdd17_stock_direction,ordinal_forest,binclass,mutually_disjoint_pack64,128,3072000,0.29434431763365865,0,0.0,0,0.0,0.35160302416654304,0.4017055521160364,0.4308223138563335
confirmation,kdd17_stock_direction,ordinal_forest,binclass,two_disjoint_pairs64,128,3072000,0.29069397528655827,0,0.0,0,0.0,0.351556182264816,0.4013594642141834,0.4306622735923156
confirmation,kdd17_stock_direction,native_histgb,binclass,exact_quotient,128,3000,0.3913416154682636,0,0.0,0,0.0,0.397233489963226,0.43167459894903004,0.4503618755377829
confirmation,kdd17_stock_direction,native_histgb,binclass,disjoint_pair32,128,3072000,0.39134158939123154,0,0.0,0,0.0,0.39723328363522903,0.431674543693662,0.4503618756309153
confirmation,kdd17_stock_direction,native_histgb,binclass,independent_pair32,128,3072000,0.39134158939123154,0,0.0,0,0.0,0.39723328363522903,0.431674543693662,0.4503618756309153
confirmation,kdd17_stock_direction,native_histgb,binclass,mutually_disjoint_pack64,128,3072000,0.39134158939123154,0,0.0,0,0.0,0.39723328363522903,0.431674543693662,0.4503618756309153
confirmation,kdd17_stock_direction,native_histgb,binclass,two_disjoint_pairs64,128,3072000,0.39134158939123154,0,0.0,0,0.0,0.39723328363522903,0.431674543693662,0.4503618756309153
confirmation,kdd17_stock_direction,catboost_native,binclass,exact_quotient,128,3000,0.3351786779239774,0,0.0,0,0.0,0.35432702948711814,0.41482993512414396,0.4420484036207199
confirmation,kdd17_stock_direction,catboost_native,binclass,disjoint_pair32,128,3072000,0.3177464082837105,0,0.0,0,0.0,0.3547122510760091,0.41483087465167046,0.4420691765844822
confirmation,kdd17_stock_direction,catboost_native,binclass,independent_pair32,128,3072000,0.3177464082837105,0,0.0,0,0.0,0.3555048373527825,0.41483087465167046,0.44209058419801295
confirmation,kdd17_stock_direction,catboost_native,binclass,mutually_disjoint_pack64,128,3072000,0.3252297518774867,0,0.0,0,0.0,0.35433430128591137,0.4152739173732698,0.4420594787225127
confirmation,kdd17_stock_direction,catboost_native,binclass,two_disjoint_pairs64,128,3072000,0.319450119510293,0,0.0,0,0.0,0.35469101039553064,0.4152271516108885,0.44209052436053753
confirmation,kdd17_stock_direction,onehot_adam_mlp,binclass,exact_quotient,128,3000,0.15450289937871275,0,0.0,0,0.0,0.22721493337211723,0.2988019265484763,0.35566900870762763
confirmation,kdd17_stock_direction,onehot_adam_mlp,binclass,disjoint_pair32,128,3072000,0.1194556358968839,0,0.0,0,0.0,0.2187389291501313,0.29752953697461637,0.35727709063794466
confirmation,kdd17_stock_direction,onehot_adam_mlp,binclass,independent_pair32,128,3072000,0.1112643246888183,0,0.0,0,0.0,0.21749934368993853,0.29657219219487163,0.35663133701309563
confirmation,kdd17_stock_direction,onehot_adam_mlp,binclass,mutually_disjoint_pack64,128,3072000,0.1271455593960127,0,0.0,0,0.0,0.22187130109949793,0.29812807103677186,0.35690238859970125
confirmation,kdd17_stock_direction,onehot_adam_mlp,binclass,two_disjoint_pairs64,128,3072000,0.12417947180802003,0,0.0,0,0.0,0.22127201144979336,0.2979680342494976,0.35695973798283376
confirmation,polish_bankruptcy_1year,onehot_linear,binclass,exact_quotient,32,1056,0.0,3,0.002840909090909091,2,0.001893939393939394,2.079730340967252e-20,0.04115255326032639,0.8893606066703796
confirmation,polish_bankruptcy_1year,onehot_linear,binclass,disjoint_pair32,32,1081344,0.0,3072,0.002840909090909091,2048,0.001893939393939394,0.0,0.04053720831871033,0.8891928791999817
confirmation,polish_bankruptcy_1year,onehot_linear,binclass,independent_pair32,32,1081344,0.0,3072,0.002840909090909091,2048,0.001893939393939394,0.0,0.04053720831871033,0.8891928791999817
confirmation,polish_bankruptcy_1year,onehot_linear,binclass,mutually_disjoint_pack64,32,1081344,0.0,3072,0.002840909090909091,2048,0.001893939393939394,0.0,0.04053720831871033,0.8891928791999817
confirmation,polish_bankruptcy_1year,onehot_linear,binclass,two_disjoint_pairs64,32,1081344,0.0,3072,0.002840909090909091,2048,0.001893939393939394,0.0,0.04053720831871033,0.8891928791999817
confirmation,polish_bankruptcy_1year,ordinal_forest,binclass,exact_quotient,32,1056,0.0117237104132073,0,0.0,0,0.0,0.013091107349500817,0.09463024579454213,0.7503994908183813
confirmation,polish_bankruptcy_1year,ordinal_forest,binclass,disjoint_pair32,32,1081344,0.0117237104132073,0,0.0,0,0.0,0.012330503632256296,0.09360288176685572,0.7430605031549931
confirmation,polish_bankruptcy_1year,ordinal_forest,binclass,independent_pair32,32,1081344,0.0117237104132073,0,0.0,0,0.0,0.012330503632256296,0.09360288176685572,0.7430605031549931
confirmation,polish_bankruptcy_1year,ordinal_forest,binclass,mutually_disjoint_pack64,32,1081344,0.0117237104132073,0,0.0,0,0.0,0.012330503632256296,0.09360288176685572,0.7430605031549931
confirmation,polish_bankruptcy_1year,ordinal_forest,binclass,two_disjoint_pairs64,32,1081344,0.0117237104132073,0,0.0,0,0.0,0.012330503632256296,0.09360288176685572,0.7430605031549931
confirmation,polish_bankruptcy_1year,native_histgb,binclass,exact_quotient,32,1056,0.0008382318992516957,0,0.0,0,0.0,0.003308645929500926,0.03268775115720928,0.9785947613418102
confirmation,polish_bankruptcy_1year,native_histgb,binclass,disjoint_pair32,32,1081344,0.0008382318992516957,0,0.0,0,0.0,0.0032300156308338046,0.031430944334715605,0.9783584922552109
confirmation,polish_bankruptcy_1year,native_histgb,binclass,independent_pair32,32,1081344,0.0008382318992516957,0,0.0,0,0.0,0.0032300156308338046,0.031430944334715605,0.9783584922552109
confirmation,polish_bankruptcy_1year,native_histgb,binclass,mutually_disjoint_pack64,32,1081344,0.0008382318992516957,0,0.0,0,0.0,0.0032300156308338046,0.031430944334715605,0.9783584922552109
confirmation,polish_bankruptcy_1year,native_histgb,binclass,two_disjoint_pairs64,32,1081344,0.0008382318992516957,0,0.0,0,0.0,0.0032300156308338046,0.031430944334715605,0.9783584922552109
confirmation,polish_bankruptcy_1year,catboost_native,binclass,exact_quotient,32,1056,0.013852101401425898,0,0.0,0,0.0,0.025604045579093508,0.09605764019070194,0.9410941433161497
confirmation,polish_bankruptcy_1year,catboost_native,binclass,disjoint_pair32,32,1081344,0.013852101401425898,0,0.0,0,0.0,0.02508973446674645,0.08946386561729014,0.940642811357975
confirmation,polish_bankruptcy_1year,catboost_native,binclass,independent_pair32,32,1081344,0.013852101401425898,0,0.0,0,0.0,0.02508973446674645,0.08946386561729014,0.940642811357975
confirmation,polish_bankruptcy_1year,catboost_native,binclass,mutually_disjoint_pack64,32,1081344,0.013852101401425898,0,0.0,0,0.0,0.02508973446674645,0.08946386561729014,0.940642811357975
confirmation,polish_bankruptcy_1year,catboost_native,binclass,two_disjoint_pairs64,32,1081344,0.013852101401425898,0,0.0,0,0.0,0.02508973446674645,0.08946386561729014,0.940642811357975
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,binclass,exact_quotient,32,1056,0.10193975240690634,0,0.0,0,0.0,0.12404651668999576,0.2049793196027167,0.7511791391298175
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,binclass,disjoint_pair32,32,1081344,0.10193975240690634,0,0.0,0,0.0,0.12354221291025169,0.2044367246562615,0.7511284034699202
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,binclass,independent_pair32,32,1081344,0.09181298862677068,0,0.0,0,0.0,0.11733227942691883,0.20097637525759637,0.7446969095617533
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,binclass,mutually_disjoint_pack64,32,1081344,0.10193975240690634,0,0.0,0,0.0,0.12354221291025169,0.2044367246562615,0.7511284034699202
confirmation,polish_bankruptcy_1year,onehot_adam_mlp,binclass,two_disjoint_pairs64,32,1081344,0.10193975240690634,0,0.0,0,0.0,0.12354221291025169,0.2044367246562615,0.7511284034699202
confirmation,polish_bankruptcy_2year,onehot_linear,binclass,exact_quotient,32,1527,5.443364088364433e-07,0,0.0,0,0.0,0.005464831408928148,0.03973361698910594,0.9070691294968128
confirmation,polish_bankruptcy_2year,onehot_linear,binclass,disjoint_pair32,32,1563648,5.443364088364433e-07,0,0.0,0,0.0,0.001293390232603997,0.039708842523396015,0.9067744240164757
