dataset,model,task,metric,control,draws,strength2_mean,control_mean,strength2_minus_control,mc_standard_error,normal_ci_low,normal_ci_high,favorable_point_estimate,favorable_95_mc_interval
polish_bankruptcy_5year,catboost_native,binclass,logloss,iid16,2048,0.10816002790785323,0.10828946701049724,-0.00012943910264401337,1.5290364557890865e-05,-0.00015940821717747947,-9.946998811054727e-05,True,True
polish_bankruptcy_5year,catboost_native,binclass,logloss,four_strength1,2048,0.10816002790785323,0.10826148623373968,-0.00010145832588645542,1.2459832304757924e-05,-0.00012587959720378097,-7.70370545691299e-05,True,True
polish_bankruptcy_5year,catboost_native,binclass,logloss,four_seed_blocks,2048,0.10816002790785323,0.10825323829531669,-9.321038746346044e-05,1.8855977154139882e-05,-0.00013016810268557462,-5.625267224134628e-05,True,True
polish_bankruptcy_5year,catboost_native,binclass,accuracy,iid16,2048,0.9615384615384616,0.9616732360011311,-0.00013477446266951798,2.782774742175606e-05,-0.00018931684761615985,-8.023207772287611e-05,False,False
polish_bankruptcy_5year,catboost_native,binclass,accuracy,four_strength1,2048,0.9615384615384616,0.9615594510039591,-2.0989465497556203e-05,3.0358241103526568e-05,-8.049161806046828e-05,3.851268706535587e-05,False,False
polish_bankruptcy_5year,catboost_native,binclass,accuracy,four_seed_blocks,2048,0.9615384615384616,0.9620024391968325,-0.00046397765837091764,1.938811268868293e-05,-0.0005019783592407362,-0.0004259769575010991,False,False
polish_bankruptcy_5year,catboost_native,binclass,roc_auc,iid16,2048,0.9595442503436048,0.9593888169500577,0.00015543339354706642,2.5128594163698586e-05,0.0001061813489862172,0.00020468543810791564,True,True
polish_bankruptcy_5year,catboost_native,binclass,roc_auc,four_strength1,2048,0.9595442503436048,0.9595137978090204,3.045253458444641e-05,2.5275791386792704e-05,-1.908801653366729e-05,7.999308570256011e-05,True,False
polish_bankruptcy_5year,catboost_native,binclass,roc_auc,four_seed_blocks,2048,0.9595442503436048,0.959477101094556,6.714924904882569e-05,1.2440990904177238e-05,4.2764906876638305e-05,9.153359122101307e-05,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,brier,iid16,2048,0.12669946169652851,0.12768244049055028,-0.0009829787940217605,0.00020588636365620098,-0.0013865160667879144,-0.0005794415212556066,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,brier,four_strength1,2048,0.12669946169652851,0.12748434723812396,-0.0007848855415954481,0.00016291957627873657,-0.0011042079111017718,-0.0004655631720891244,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,brier,four_seed_blocks,2048,0.12669946169652851,0.12699655984107133,-0.0002970981445428178,0.00011796401917638765,-0.0005283076221285376,-6.5888666957098e-05,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,logloss,iid16,2048,0.25592446283533643,0.2568706776090788,-0.0009462147737423487,0.0004651145496513763,-0.0018578392910590462,-3.4590256425651145e-05,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,logloss,four_strength1,2048,0.25592446283533643,0.25703926504520724,-0.0011148022098708132,0.00038479132645852243,-0.0018689932097295172,-0.0003606112100121093,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,logloss,four_seed_blocks,2048,0.25592446283533643,0.2564086634422253,-0.0004842006068888627,0.0002816845572764492,-0.001036302339150703,6.790112537297772e-05,True,False
polish_bankruptcy_5year,onehot_adam_mlp,binclass,accuracy,iid16,2048,0.9307397350466627,0.9303624770220587,0.00037725802460408797,2.417770290964395e-05,0.00032986972690118583,0.0004246463223069901,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,accuracy,four_strength1,2048,0.9307397350466627,0.9305292880373301,0.00021044700933259275,2.248643033455266e-05,0.00016637360587686955,0.00025452041278831595,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,accuracy,four_seed_blocks,2048,0.9307397350466627,0.9303619246677035,0.0003778103789592313,2.4265164809646317e-05,0.00033025065593232455,0.00042537010198613807,True,True
polish_bankruptcy_5year,onehot_adam_mlp,binclass,roc_auc,iid16,2048,0.7386388703270971,0.7378092989338286,0.0008295713932684468,0.0005241421571718512,-0.00019774723478838152,0.001856890021325275,True,False
polish_bankruptcy_5year,onehot_adam_mlp,binclass,roc_auc,four_strength1,2048,0.7386388703270971,0.7382196738273857,0.00041919649971133843,0.00036035908002768075,-0.00028710729714291584,0.0011255002965655926,True,False
polish_bankruptcy_5year,onehot_adam_mlp,binclass,roc_auc,four_seed_blocks,2048,0.7386388703270971,0.7364756413181235,0.0021632290089735884,0.00038792649936497735,0.0014028930702182328,0.002923564947728944,True,True
