panel,dataset,method,mean_test_quotient_regret,mean_validation_quotient_regret,validation_winner_agreement,target_shift_floor,nuisance_selection_term,reconstruction_error
subsample_repeat,credit_card_default,iid16,0.00036983369656096756,3.454653920026797e-05,0.76953125,0.0,0.00036983369656096756,0.0
subsample_repeat,credit_card_default,lhs16,0.00019275230795338564,1.800518780352949e-05,0.8798828125,0.0,0.00019275230795338564,0.0
subsample_repeat,credit_card_default,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,credit_card_default,srswor16,0.00024289924985995752,2.2689464305260742e-05,0.8486328125,0.0,0.00024289924985995752,0.0
subsample_repeat,credit_card_default,strength2,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,credit_card_fraud,four_seed_blocks,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,four_strength1,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,iid16,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,lhs16,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,sobol16,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,srswor16,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,credit_card_fraud,strength2,0.0001308138381004,0.0,1.0,0.0001308136656986,1.7240180000288076e-10,0.0
subsample_repeat,heloc_credit_risk,four_seed_blocks,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,iid16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,heloc_credit_risk,strength2,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,kdd17_stock_return,four_seed_blocks,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,four_strength1,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,iid16,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,lhs16,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,sobol16,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,srswor16,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,kdd17_stock_return,strength2,0.0012528588687522,0.0,1.0,0.0012528596129779,-7.442256999470181e-10,0.0
subsample_repeat,polish_bankruptcy_3year,four_seed_blocks,9.765872239176151e-05,3.000356925180557e-05,0.9501953125,0.0,9.765872239176151e-05,0.0
subsample_repeat,polish_bankruptcy_3year,four_strength1,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,iid16,2.1063646006066208e-05,6.471358073918848e-06,0.9892578125,0.0,2.1063646006066208e-05,0.0
subsample_repeat,polish_bankruptcy_3year,lhs16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,sobol16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,srswor16,0.0,0.0,1.0,0.0,0.0,0.0
subsample_repeat,polish_bankruptcy_3year,strength2,0.0,0.0,1.0,0.0,0.0,0.0
