dataset,model,seed,method,representation_id,shape_match,train_relative_error,validation_relative_error,test_relative_error
credit-g,tabpfn_2_6,1,GramDistance,gram_distance__pivot_tie_v2__orthogonal_all__m7,True,4.3330203334300555e-16,4.4152733922409494e-16,4.457863391099651e-16
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m0,True,6.877940099637435e-16,7.211323382962963e-16,7.256970097314128e-16
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m1,True,5.69597775747367e-16,5.853076271639774e-16,5.686652117079024e-16
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m2,True,1.432660453606104e-13,1.502008448461751e-13,1.4968717644534138e-13
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m3,True,7.619112478226337e-16,7.679850929969323e-16,7.825782674525573e-16
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m4,True,3.1814602150700802e-15,3.2894679939343942e-15,2.8522617630825103e-15
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m5,True,7.805385920950718e-16,8.203375874797176e-16,8.126488704755727e-16
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m6,True,1.4327699509540558e-13,1.502326177262745e-13,1.4971520301807178e-13
credit-g,tabpfn_2_6,1,NystromGram,nystrom_gram__nystrom_degeneracy_v3__orthogonal_all__m7,True,8.463263204790558e-16,8.867916019134205e-16,8.949386329490147e-16
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.837846821097875e-15,2.3141055675896446e-15,2.4207522706342352e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,1.854294151206782e-15,1.83703311300588e-15,1.856557551373238e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.1794495143350625e-15,2.116036024418584e-15,2.190817126325606e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,2.2587590490574893e-15,2.1526698302381685e-15,2.1800817467498877e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.9705210512824963e-15,1.7563041106330899e-15,1.8216385312050336e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.102735617574989e-15,2.1421571799592875e-15,2.158253951705626e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,2.2072254276740947e-15,2.0670110283320556e-15,2.098388813521653e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.01,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,2.2059187677019117e-15,2.1896704763635704e-15,2.2607133648015674e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.837846821097875e-15,2.3141055675896446e-15,2.4207522706342352e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,1.854294151206782e-15,1.83703311300588e-15,1.856557551373238e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.1794495143350625e-15,2.116036024418584e-15,2.190817126325606e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,2.2587590490574893e-15,2.1526698302381685e-15,2.1800817467498877e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.9705210512824963e-15,1.7563041106330899e-15,1.8216385312050336e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.102735617574989e-15,2.1421571799592875e-15,2.158253951705626e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,2.2072254276740947e-15,2.0670110283320556e-15,2.098388813521653e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.05,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,2.2059187677019117e-15,2.1896704763635704e-15,2.2607133648015674e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m0,True,2.837846821097875e-15,2.3141055675896446e-15,2.4207522706342352e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m1,True,1.854294151206782e-15,1.83703311300588e-15,1.856557551373238e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m2,True,2.1794495143350625e-15,2.116036024418584e-15,2.190817126325606e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m3,True,2.2587590490574893e-15,2.1526698302381685e-15,2.1800817467498877e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m4,True,1.9705210512824963e-15,1.7563041106330899e-15,1.8216385312050336e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m5,True,2.102735617574989e-15,2.1421571799592875e-15,2.158253951705626e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m6,True,2.2072254276740947e-15,2.0670110283320556e-15,2.098388813521653e-15
credit-g,tabpfn_2_6,1,HybridSpectral-t0.10,hybrid_spectral__pivot_tie_v2__orthogonal_all__m7,True,2.2059187677019117e-15,2.1896704763635704e-15,2.2607133648015674e-15
