dataset,seed,draw,phases,rmse,mae,quotient_mse
ETTh1,20261121,47,0-4-13-14,0.33575567603111267,0.26701268553733826,0.0012733301846310496
ETTh1,20261121,48,0-3-7-15,0.33973318338394165,0.2707758843898773,0.0008744249935261905
ETTh1,20261121,49,0-3-6-13,0.3422901928424835,0.27406594157218933,0.0005813659518025815
ETTh1,20261121,50,4-5-12-13,0.3293110728263855,0.26228025555610657,0.0006499228184111416
ETTh1,20261121,51,9-10-13-14,0.33763644099235535,0.2688823342323303,0.0014933249913156033
ETTh1,20261121,52,6-10-11-14,0.3360459804534912,0.2678174078464508,0.0008535312372259796
ETTh1,20261121,53,8-9-14-15,0.3319413959980011,0.262888640165329,0.0009647388360463083
ETTh1,20261121,54,2-3-7-8,0.334995836019516,0.26749882102012634,0.0013269345508888364
ETTh1,20261121,55,4-6-11-13,0.32681551575660706,0.25960806012153625,0.0005807683919556439
ETTh1,20261121,56,1-2-7-11,0.32478460669517517,0.25791046023368835,0.0009223241358995438
ETTh1,20261121,57,5-6-10-11,0.3364555835723877,0.2690184712409973,0.0010035709710791707
ETTh1,20261121,58,6-7-8-13,0.32403770089149475,0.2562011480331421,0.001273824949748814
ETTh1,20261121,59,0-4-7-13,0.3282036781311035,0.26021823287010193,0.0005246601649560034
ETTh1,20261121,60,0-3-9-13,0.3434152603149414,0.27501538395881653,0.0006819537375122309
ETTh1,20261121,61,0-1-4-5,0.3306618928909302,0.2632461488246918,0.0015182337956503034
ETTh1,20261121,62,0-4-7-14,0.32948997616767883,0.26120343804359436,0.0006399917765520513
ETTh1,20261121,63,3-5-12-14,0.3403700590133667,0.272925466299057,0.0005313680157996714
ETTh1,20261122,0,0-3-5-9,0.2660277485847473,0.20769549906253815,0.0007166459690779448
ETTh1,20261122,1,4-6-9-11,0.26246604323387146,0.20475900173187256,0.0008268360397778451
ETTh1,20261122,2,0-3-6-10,0.26533663272857666,0.20649296045303345,0.0006773821660317481
ETTh1,20261122,3,1-3-8-15,0.2627969980239868,0.205109640955925,0.0009497629944235086
ETTh1,20261122,4,3-4-7-13,0.2607102394104004,0.2039927989244461,0.0007470609270967543
ETTh1,20261122,5,6-9-12-13,0.26022589206695557,0.20377664268016815,0.001218948164023459
ETTh1,20261122,6,4-5-7-8,0.2671355605125427,0.20805956423282623,0.0019209012389183044
ETTh1,20261122,7,2-5-10-11,0.26400047540664673,0.20592086017131805,0.0007209493778645992
ETTh1,20261122,8,4-6-9-13,0.26082557439804077,0.20395004749298096,0.0005184830515645444
ETTh1,20261122,9,11-12-13-14,0.26299071311950684,0.20662319660186768,0.003564240178093314
ETTh1,20261122,10,1-2-4-15,0.26673293113708496,0.20909559726715088,0.0019540281500667334
ETTh1,20261122,11,1-13-14-15,0.26164382696151733,0.20532603561878204,0.0024206850212067366
ETTh1,20261122,12,0-11-13-15,0.2629530131816864,0.20653294026851654,0.002133930567651987
ETTh1,20261122,13,3-4-7-12,0.26255059242248535,0.20525461435317993,0.0007452582940459251
ETTh1,20261122,14,3-4-5-15,0.2655543386936188,0.208051398396492,0.0015271197771653533
ETTh1,20261122,15,0-10-11-15,0.263651579618454,0.20591337978839874,0.0013339068973436952
ETTh1,20261122,16,0-1-6-13,0.2647774815559387,0.20679332315921783,0.0009452772210352123
ETTh1,20261122,17,0-3-7-12,0.2629171311855316,0.20537202060222626,0.00034221334499306977
ETTh1,20261122,18,1-3-11-13,0.26077181100845337,0.20408092439174652,0.0009108746889978647
ETTh1,20261122,19,1-2-3-7,0.2661629319190979,0.20817093551158905,0.002269856398925185
ETTh1,20261122,20,0-4-7-14,0.26429298520088196,0.20643560588359833,0.0007741213194094598
ETTh1,20261122,21,3-10-12-15,0.2603740394115448,0.2036960870027542,0.0006421679281629622
ETTh1,20261122,22,4-7-9-12,0.2615666091442108,0.20425891876220703,0.0006806489545851946
ETTh1,20261122,23,1-5-14-15,0.26314616203308105,0.20579171180725098,0.00121460878290236
ETTh1,20261122,24,1-4-5-7,0.26751357316970825,0.2084885984659195,0.001742707216180861
ETTh1,20261122,25,0-1-5-7,0.26819682121276855,0.20898477733135223,0.0015130763640627265
ETTh1,20261122,26,0-8-9-12,0.26501747965812683,0.20690488815307617,0.0009865319589152932
ETTh1,20261122,27,0-4-5-14,0.2682124376296997,0.2097836583852768,0.0013073504669591784
ETTh1,20261122,28,2-5-13-15,0.261602520942688,0.2057720571756363,0.0009632057044655085
ETTh1,20261122,29,5-12-14-15,0.2621477544307709,0.2057579904794693,0.0014618681743741035
ETTh1,20261122,30,1-8-9-10,0.2653121054172516,0.20593132078647614,0.001776566612534225
ETTh1,20261122,31,1-6-7-14,0.26111680269241333,0.2033497840166092,0.0007395129068754613
ETTh1,20261122,32,7-10-11-13,0.2596384286880493,0.20241717994213104,0.0015820093685761094
ETTh1,20261122,33,5-11-14-15,0.2606121003627777,0.20424149930477142,0.0010737841948866844
ETTh1,20261122,34,3-5-8-14,0.26283684372901917,0.20506280660629272,0.0005146210314705968
ETTh1,20261122,35,2-6-12-13,0.2609679698944092,0.20494073629379272,0.00069620949216187
ETTh1,20261122,36,4-5-10-14,0.2641739547252655,0.20579691231250763,0.0005628287326544523
ETTh1,20261122,37,1-7-8-11,0.2619398236274719,0.203637957572937,0.0008575635147280991
ETTh1,20261122,38,6-11-12-14,0.26103296875953674,0.20422673225402832,0.0013579275691881776
ETTh1,20261122,39,7-10-12-15,0.25948113203048706,0.20256201922893524,0.0008703367202542722
ETTh1,20261122,40,4-7-11-15,0.2592255771160126,0.2027527242898941,0.00034262650297023356
ETTh1,20261122,41,4-7-9-12,0.2615666091442108,0.20425891876220703,0.0006806489545851946
ETTh1,20261122,42,4-7-9-11,0.26131460070610046,0.2037917971611023,0.0009635657188482583
ETTh1,20261122,43,1-4-12-14,0.26350775361061096,0.20598983764648438,0.0006723513943143189
ETTh1,20261122,44,1-8-12-13,0.2615908086299896,0.20433473587036133,0.000700704928021878
ETTh1,20261122,45,3-6-9-14,0.2596767544746399,0.20278437435626984,0.0003518873418215662
ETTh1,20261122,46,3-7-9-10,0.2615065276622772,0.2033795714378357,0.001290917512960732
ETTh1,20261122,47,0-4-13-14,0.2646092176437378,0.20748090744018555,0.0013819426530972123
ETTh1,20261122,48,0-3-7-15,0.26269015669822693,0.2055141180753708,0.0009723652037791908
ETTh1,20261122,49,0-3-6-13,0.2629101872444153,0.20572762191295624,0.000563506328035146
ETTh1,20261122,50,4-5-12-13,0.26384690403938293,0.20703357458114624,0.0010066715767607093
ETTh1,20261122,51,9-10-13-14,0.26024097204208374,0.2032957226037979,0.0017906833672896028
ETTh1,20261122,52,6-10-11-14,0.2605757713317871,0.20284432172775269,0.0009163483628071845
ETTh1,20261122,53,8-9-14-15,0.26004594564437866,0.20347703993320465,0.0012855441309511662
ETTh1,20261122,54,2-3-7-8,0.26404958963394165,0.20628102123737335,0.0015296154888346791
ETTh1,20261122,55,4-6-11-13,0.26087644696235657,0.20415855944156647,0.0006767415907233953
ETTh1,20261122,56,1-2-7-11,0.2623578906059265,0.20479343831539154,0.0008416343480348587
ETTh1,20261122,57,5-6-10-11,0.26400840282440186,0.20523138344287872,0.0011360434582456946
ETTh1,20261122,58,6-7-8-13,0.2605271637439728,0.20313048362731934,0.0012256648624315858
ETTh1,20261122,59,0-4-7-13,0.2629444897174835,0.20561905205249786,0.00047658689436502755
ETTh1,20261122,60,0-3-9-13,0.2616857886314392,0.20483088493347168,0.0004197829111944884
ETTh1,20261122,61,0-1-4-5,0.27226245403289795,0.21255052089691162,0.002173245884478092
ETTh1,20261122,62,0-4-7-14,0.26429298520088196,0.20643560588359833,0.0007741213194094598
ETTh1,20261122,63,3-5-12-14,0.262376993894577,0.20550091564655304,0.0006645260727964342
ETTh1,20261123,0,0-3-5-9,0.291394978761673,0.22572724521160126,0.0013756848638877273
ETTh1,20261123,1,4-6-9-11,0.27402472496032715,0.2107306718826294,0.000995264621451497
ETTh1,20261123,2,0-3-6-10,0.2907417118549347,0.22508950531482697,0.0012385284062474966
ETTh1,20261123,3,1-3-8-15,0.27950069308280945,0.21463648974895477,0.0008683302439749241
ETTh1,20261123,4,3-4-7-13,0.2770999073982239,0.212854266166687,0.0008483037818223238
ETTh1,20261123,5,6-9-12-13,0.263110488653183,0.2017485499382019,0.0015496070263907313
ETTh1,20261123,6,4-5-7-8,0.28589925169944763,0.22050608694553375,0.002396467374637723
ETTh1,20261123,7,2-5-10-11,0.273602694272995,0.2100507766008377,0.0005701389163732529
ETTh1,20261123,8,4-6-9-13,0.2719973623752594,0.20882321894168854,0.0005863634287379682
ETTh1,20261123,9,11-12-13-14,0.25893086194992065,0.19933633506298065,0.0052688210271298885
ETTh1,20261123,10,1-2-4-15,0.28294000029563904,0.21778099238872528,0.002126088133081794
ETTh1,20261123,11,1-13-14-15,0.26454678177833557,0.2026808261871338,0.002742199460044503
ETTh1,20261123,12,0-11-13-15,0.2752218544483185,0.21258439123630524,0.0026136424858123064
ETTh1,20261123,13,3-4-7-12,0.27720028162002563,0.2128845453262329,0.0007911119610071182
ETTh1,20261123,14,3-4-5-15,0.2864227592945099,0.2210862636566162,0.0019243241986259818
ETTh1,20261123,15,0-10-11-15,0.27861547470092773,0.2154463678598404,0.0019123178208246827
ETTh1,20261123,16,0-1-6-13,0.28202876448631287,0.21756739914417267,0.0009356411173939705
ETTh1,20261123,17,0-3-7-12,0.28304916620254517,0.21832112967967987,0.0005322404904291034
ETTh1,20261123,18,1-3-11-13,0.2687062621116638,0.2059507519006729,0.0008533747750334442
ETTh1,20261123,19,1-2-3-7,0.2865736782550812,0.2208513468503952,0.0029906015843153
ETTh1,20261123,20,0-4-7-14,0.2834729850292206,0.21887743473052979,0.0008217926952056587
ETTh1,20261123,21,3-10-12-15,0.2694251239299774,0.20668263733386993,0.0008033313206396997
ETTh1,20261123,22,4-7-9-12,0.2702285349369049,0.20714198052883148,0.0007540424703620374
ETTh1,20261123,23,1-5-14-15,0.2711026966571808,0.20770996809005737,0.0010646303417161107
ETTh1,20261123,24,1-4-5-7,0.28561997413635254,0.22020955383777618,0.0025602339301258326
ETTh1,20261123,25,0-1-5-7,0.29050013422966003,0.22469665110111237,0.0018360904650762677
ETTh1,20261123,26,0-8-9-12,0.27863267064094543,0.21508873999118805,0.0009606337989680469
ETTh1,20261123,27,0-4-5-14,0.2876591086387634,0.222762331366539,0.0013943597441539168
ETTh1,20261123,28,2-5-13-15,0.2727607190608978,0.2092309594154358,0.0010297127300873399
ETTh1,20261123,29,5-12-14-15,0.26537927985191345,0.20341873168945312,0.0017992827342823148
ETTh1,20261123,30,1-8-9-10,0.2740676999092102,0.21039777994155884,0.0014187839115038514
ETTh1,20261123,31,1-6-7-14,0.2711426913738251,0.2075212001800537,0.0006533135310746729
ETTh1,20261123,32,7-10-11-13,0.2635093629360199,0.20212729275226593,0.002078482648357749
ETTh1,20261123,33,5-11-14-15,0.2656666934490204,0.20365013182163239,0.0013666432350873947
ETTh1,20261123,34,3-5-8-14,0.2774358093738556,0.21316082775592804,0.0005497385282069445
ETTh1,20261123,35,2-6-12-13,0.26709428429603577,0.20461376011371613,0.0007958410424180329
ETTh1,20261123,36,4-5-10-14,0.2738782465457916,0.21044863760471344,0.00044225677265785635
ETTh1,20261123,37,1-7-8-11,0.27195942401885986,0.2083994597196579,0.0010246762540191412
ETTh1,20261123,38,6-11-12-14,0.26145869493484497,0.20052222907543182,0.001973685109987855
ETTh1,20261123,39,7-10-12-15,0.2656112611293793,0.20357219874858856,0.001416558981873095
ETTh1,20261123,40,4-7-11-15,0.2707962095737457,0.20757581293582916,0.0003618778719101101
ETTh1,20261123,41,4-7-9-12,0.2702285349369049,0.20714198052883148,0.0007540424703620374
ETTh1,20261123,42,4-7-9-11,0.27189263701438904,0.20872390270233154,0.0010709186317399144
ETTh1,20261123,43,1-4-12-14,0.26751992106437683,0.20474553108215332,0.0007391314138658345
ETTh1,20261123,44,1-8-12-13,0.2645914852619171,0.20235323905944824,0.001027659047394991
ETTh1,20261123,45,3-6-9-14,0.27253279089927673,0.2091357558965683,0.00042796399793587625
ETTh1,20261123,46,3-7-9-10,0.27574601769447327,0.21169479191303253,0.0011051589390262961
ETTh1,20261123,47,0-4-13-14,0.2786887288093567,0.21514062583446503,0.0015032660448923707
ETTh1,20261123,48,0-3-7-15,0.2883910834789276,0.2227921336889267,0.00133829889819026
ETTh1,20261123,49,0-3-6-13,0.28582385182380676,0.2209121435880661,0.0009838907280936837
ETTh1,20261123,50,4-5-12-13,0.26938000321388245,0.20669375360012054,0.0007232434581965208
ETTh1,20261123,51,9-10-13-14,0.2619628310203552,0.20118753612041473,0.0028329237829893827
ETTh1,20261123,52,6-10-11-14,0.26523029804229736,0.20358937978744507,0.0014921327820047736
ETTh1,20261123,53,8-9-14-15,0.2670298218727112,0.20476405322551727,0.0014934191713109612
ETTh1,20261123,54,2-3-7-8,0.2853277325630188,0.21966047585010529,0.0019546495750546455
ETTh1,20261123,55,4-6-11-13,0.2689856290817261,0.2063797265291214,0.0005042940028943121
ETTh1,20261123,56,1-2-7-11,0.2736714482307434,0.20977388322353363,0.0010888767428696156
ETTh1,20261123,57,5-6-10-11,0.2735081613063812,0.21026647090911865,0.0010191474575549364
ETTh1,20261123,58,6-7-8-13,0.27199265360832214,0.20849578082561493,0.0010482586221769452
ETTh1,20261123,59,0-4-7-13,0.2826719582080841,0.21821479499340057,0.0006249533616937697
ETTh1,20261123,60,0-3-9-13,0.28099679946899414,0.21688991785049438,0.0006131135742180049
ETTh1,20261123,61,0-1-4-5,0.29667147994041443,0.2303929477930069,0.002999222604557872
ETTh1,20261123,62,0-4-7-14,0.2834729850292206,0.21887743473052979,0.0008217926952056587
ETTh1,20261123,63,3-5-12-14,0.2700654864311218,0.20713014900684357,0.0006430614739656448
Exchange,20261121,0,0-3-5-9,1.2260605096817017,1.0171899795532227,2.921806117228698e-05
Exchange,20261121,1,4-6-9-11,1.2258708477020264,1.0170847177505493,2.3330956537392922e-05
Exchange,20261121,2,0-3-6-10,1.2251076698303223,1.0167664289474487,1.376658292429056e-05
Exchange,20261121,3,1-3-8-15,1.2240773439407349,1.0158827304840088,1.6410596799687482e-05
Exchange,20261121,4,3-4-7-13,1.2272546291351318,1.0177197456359863,6.494282570201904e-05
Exchange,20261121,5,6-9-12-13,1.224462866783142,1.0168027877807617,3.199143611709587e-05
Exchange,20261121,6,4-5-7-8,1.2274141311645508,1.0177640914916992,9.042819874593988e-05
Exchange,20261121,7,2-5-10-11,1.2239841222763062,1.0168458223342896,4.872965655522421e-05
Exchange,20261121,8,4-6-9-13,1.226610541343689,1.0173568725585938,3.992837082478218e-05
Exchange,20261121,9,11-12-13-14,1.2233805656433105,1.0164530277252197,9.099105227505788e-05
Exchange,20261121,10,1-2-4-15,1.223842978477478,1.0162452459335327,4.398468809085898e-05
Exchange,20261121,11,1-13-14-15,1.2233178615570068,1.0159497261047363,9.714199404697865e-05
Exchange,20261121,12,0-11-13-15,1.2233389616012573,1.0165783166885376,7.842014019843191e-05
Exchange,20261121,13,3-4-7-12,1.22654390335083,1.01749587059021,5.279176912154071e-05
Exchange,20261121,14,3-4-5-15,1.2282787561416626,1.017791509628296,0.00013945942919235677
Exchange,20261121,15,0-10-11-15,1.2228668928146362,1.0164026021957397,5.990581848891452e-05
Exchange,20261121,16,0-1-6-13,1.2238038778305054,1.016178011894226,2.812662387441378e-05
Exchange,20261121,17,0-3-7-12,1.224334955215454,1.0169143676757812,1.0292143997503445e-05
Exchange,20261121,18,1-3-11-13,1.2241966724395752,1.016181230545044,1.6989672076306306e-05
Exchange,20261121,19,1-2-3-7,1.2234153747558594,1.016206979751587,8.169930515578017e-05
Exchange,20261121,20,0-4-7-14,1.2252936363220215,1.0171544551849365,1.5314337360905483e-05
Exchange,20261121,21,3-10-12-15,1.2243520021438599,1.0166577100753784,1.066453660314437e-05
Exchange,20261121,22,4-7-9-12,1.225367784500122,1.0173232555389404,1.8474871467333287e-05
Exchange,20261121,23,1-5-14-15,1.224560260772705,1.0163334608078003,2.8754380764439702e-05
Exchange,20261121,24,1-4-5-7,1.226759433746338,1.0173373222351074,8.394914766540751e-05
Exchange,20261121,25,0-1-5-7,1.2245434522628784,1.0167549848556519,2.3151411369326524e-05
Exchange,20261121,26,0-8-9-12,1.2229686975479126,1.0162450075149536,4.327268834458664e-05
Exchange,20261121,27,0-4-5-14,1.2267569303512573,1.0174130201339722,4.7193254431476817e-05
Exchange,20261121,28,2-5-13-15,1.2247158288955688,1.017099142074585,2.2345970137394033e-05
Exchange,20261121,29,5-12-14-15,1.224905014038086,1.0169122219085693,3.1851057428866625e-05
Exchange,20261121,30,1-8-9-10,1.2229102849960327,1.0157320499420166,3.056214700336568e-05
Exchange,20261121,31,1-6-7-14,1.2239044904708862,1.0162124633789062,1.5801248082425445e-05
Exchange,20261121,32,7-10-11-13,1.223885416984558,1.0169696807861328,3.5038916394114494e-05
Exchange,20261121,33,5-11-14-15,1.2248761653900146,1.0168638229370117,2.6990959668182768e-05
Exchange,20261121,34,3-5-8-14,1.2264010906219482,1.016923427581787,5.4034018830861896e-05
Exchange,20261121,35,2-6-12-13,1.2235380411148071,1.0166248083114624,1.7257900253753178e-05
Exchange,20261121,36,4-5-10-14,1.2270499467849731,1.0174815654754639,5.526951645151712e-05
Exchange,20261121,37,1-7-8-11,1.2228989601135254,1.0159766674041748,3.182389264111407e-05
Exchange,20261121,38,6-11-12-14,1.2237006425857544,1.0163909196853638,2.665728061401751e-05
Exchange,20261121,39,7-10-12-15,1.2234578132629395,1.016826868057251,3.8910027797101066e-05
Exchange,20261121,40,4-7-11-15,1.2253222465515137,1.0172832012176514,9.785431757336482e-06
Exchange,20261121,41,4-7-9-12,1.225367784500122,1.0173232555389404,1.8474871467333287e-05
Exchange,20261121,42,4-7-9-11,1.2253410816192627,1.0172755718231201,1.8664357412490062e-05
Exchange,20261121,43,1-4-12-14,1.2244739532470703,1.0162488222122192,1.8591954358271323e-05
Exchange,20261121,44,1-8-12-13,1.223109245300293,1.015887975692749,3.385200761840679e-05
Exchange,20261121,45,3-6-9-14,1.22542142868042,1.0166467428207397,1.973223152162973e-05
Exchange,20261121,46,3-7-9-10,1.2248947620391846,1.017001748085022,1.7486670913058333e-05
Exchange,20261121,47,0-4-13-14,1.2254940271377563,1.0170270204544067,5.989304554532282e-05
Exchange,20261121,48,0-3-7-15,1.2245864868164062,1.0169423818588257,1.044682358042337e-05
Exchange,20261121,49,0-3-6-13,1.2255761623382568,1.0169481039047241,2.5307756004622206e-05
Exchange,20261121,50,4-5-12-13,1.2272759675979614,1.017786979675293,6.384263542713597e-05
Exchange,20261121,51,9-10-13-14,1.2239102125167847,1.0165603160858154,7.280864519998431e-05
Exchange,20261121,52,6-10-11-14,1.223941445350647,1.016432762145996,2.046476220129989e-05
Exchange,20261121,53,8-9-14-15,1.223514437675476,1.0161720514297485,5.695264189853333e-05
Exchange,20261121,54,2-3-7-8,1.2240608930587769,1.0166319608688354,6.150509580038488e-05
Exchange,20261121,55,4-6-11-13,1.2263165712356567,1.0172890424728394,3.736941289389506e-05
Exchange,20261121,56,1-2-7-11,1.221956491470337,1.0159755945205688,8.223809709306806e-05
Exchange,20261121,57,5-6-10-11,1.2256803512573242,1.017164945602417,2.8383024982758798e-05
Exchange,20261121,58,6-7-8-13,1.225028157234192,1.0169810056686401,2.5560355425113812e-05
Exchange,20261121,59,0-4-7-13,1.225760579109192,1.0174983739852905,1.7806940377340652e-05
Exchange,20261121,60,0-3-9-13,1.2247865200042725,1.0168017148971558,1.682340371189639e-05
Exchange,20261121,61,0-1-4-5,1.2261775732040405,1.016956090927124,5.709145625587553e-05
Exchange,20261121,62,0-4-7-14,1.2252936363220215,1.0171544551849365,1.5314337360905483e-05
Exchange,20261121,63,3-5-12-14,1.2260857820510864,1.0170764923095703,3.957046283176169e-05
Exchange,20261122,0,0-3-5-9,1.078542947769165,0.9031363725662231,3.535485302563757e-05
Exchange,20261122,1,4-6-9-11,1.079490303993225,0.9038372039794922,5.700246765627526e-05
Exchange,20261122,2,0-3-6-10,1.0791693925857544,0.9033576250076294,4.5334931201068684e-05
Exchange,20261122,3,1-3-8-15,1.0747228860855103,0.9005345702171326,0.00012749283632729203
Exchange,20261122,4,3-4-7-13,1.0788449048995972,0.9018884301185608,0.00016227229207288474
Exchange,20261122,5,6-9-12-13,1.0812208652496338,0.9057385921478271,6.571173435077071e-05
Exchange,20261122,6,4-5-7-8,1.079976201057434,0.9020359516143799,0.0002543982118368149
Exchange,20261122,7,2-5-10-11,1.0770684480667114,0.9037986993789673,9.082000178750604e-05
Exchange,20261122,8,4-6-9-13,1.0809015035629272,0.9049946069717407,5.0898761401185766e-05
Exchange,20261122,9,11-12-13-14,1.0834215879440308,0.9077882766723633,0.00015808094758540392
Exchange,20261122,10,1-2-4-15,1.0732080936431885,0.8998646140098572,0.0003129027027171105
Exchange,20261122,11,1-13-14-15,1.0828453302383423,0.9078984260559082,0.0001735773403197527
Exchange,20261122,12,0-11-13-15,1.0859960317611694,0.9099670648574829,0.00013952585868537426
Exchange,20261122,13,3-4-7-12,1.0761198997497559,0.8987524509429932,0.00024979872978292406
Exchange,20261122,14,3-4-5-15,1.0790005922317505,0.9012011885643005,0.0002481230767443776
Exchange,20261122,15,0-10-11-15,1.084641933441162,0.9091691374778748,7.690964412176982e-05
Exchange,20261122,16,0-1-6-13,1.079420566558838,0.9047785401344299,9.923239122144878e-05
Exchange,20261122,17,0-3-7-12,1.078653335571289,0.9017125368118286,0.00016584090190008283
Exchange,20261122,18,1-3-11-13,1.0747816562652588,0.901884913444519,0.0002285614755237475
Exchange,20261122,19,1-2-3-7,1.0702672004699707,0.8974776268005371,0.00038855531602166593
Exchange,20261122,20,0-4-7-14,1.0838991403579712,0.9058364629745483,0.00020214548567309976
Exchange,20261122,21,3-10-12-15,1.0790454149246216,0.9032986164093018,8.541223360225558e-05
Exchange,20261122,22,4-7-9-12,1.0790237188339233,0.9025545716285706,0.00010547091369517148
Exchange,20261122,23,1-5-14-15,1.0816717147827148,0.905737042427063,9.336955554317683e-05
Exchange,20261122,24,1-4-5-7,1.0765652656555176,0.900343656539917,9.696470078779384e-05
Exchange,20261122,25,0-1-5-7,1.079128623008728,0.9033064246177673,7.967999408720061e-05
Exchange,20261122,26,0-8-9-12,1.0791659355163574,0.9044672846794128,6.917875725775957e-05
Exchange,20261122,27,0-4-5-14,1.0828853845596313,0.9051299691200256,0.00017029729497153312
Exchange,20261122,28,2-5-13-15,1.0809248685836792,0.905752956867218,6.669013964710757e-05
Exchange,20261122,29,5-12-14-15,1.0848370790481567,0.9068024754524231,0.00021758450020570308
Exchange,20261122,30,1-8-9-10,1.075399398803711,0.9035657644271851,0.00047090204316191375
Exchange,20261122,31,1-6-7-14,1.080549955368042,0.9042829275131226,6.259145447984338e-05
Exchange,20261122,32,7-10-11-13,1.083905577659607,0.9086207747459412,9.736108768265694e-05
Exchange,20261122,33,5-11-14-15,1.086146593093872,0.9087749719619751,0.00015558459563180804
Exchange,20261122,34,3-5-8-14,1.0791014432907104,0.9025988578796387,6.121039768913761e-05
Exchange,20261122,35,2-6-12-13,1.077175498008728,0.9026183485984802,3.471941818133928e-05
