dataset,problem_type,model,method,family,selected_alpha,invariant_feature_fraction,disagreement_reduction,normalized_excess_risk,raw_task_error,method_task_error,raw_fallback,inference_multiplier,validation_C_actual,predictive_rank,task_outcome
2dplanes,regression,tabpfn_2_6,SafeGram-t01,safety_reference,1.0,,1.0,0.002452007753409835,0.9646361826974531,0.9701024330579666,False,1.0,0.0034920594934261754,5.0,L
2dplanes,regression,tabpfn_2_6,SafeRankGram-t01,safety_reference,1.0,,1.0,0.0021701473870451658,0.9646361826974531,0.971537799019287,False,1.0,0.0031809151347367646,6.0,L
Brazilian_houses,regression,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.2,0.0,0.004862206234514842,959.1540277399796,1045.924430850446,True,1.0,0.0,5.0,L
Brazilian_houses,regression,catboost,GuardedGram-G2-g0p0-t01,G2,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,True,1.0,0.0,2.5,T
Brazilian_houses,regression,catboost,PureGram,fixed,1.0,,1.0,0.12840598794588615,959.1540277399796,1434.8963521346518,False,1.0,0.16716516473611612,8.0,L
Brazilian_houses,regression,catboost,Raw,fixed,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,True,1.0,0.0,2.5,T
Brazilian_houses,regression,catboost,Raw+Gram@0.5,fixed,0.5,,0.5,0.038108550083651264,959.1540277399796,1106.8398423279673,False,2.0,0.059117191943196756,6.0,L
Brazilian_houses,regression,catboost,Raw+Gram@0.75,fixed,0.75,,0.75,0.0788172200708687,959.1540277399796,1256.3259705370326,False,2.0,0.10984076862275913,7.0,L
Brazilian_houses,regression,catboost,SafeGram-t01,safety_reference,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,True,1.0,0.0,2.5,T
Brazilian_houses,regression,catboost,SafeRankGram-t01,safety_reference,0.0,,0.0,0.0,959.1540277399796,959.1540277399796,True,1.0,0.0,2.5,T
Brazilian_houses,regression,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.9722128386758601,2954.690271671243,1140.245348894303,False,1.0,-1.1805793381179215,2.0,W
Brazilian_houses,regression,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,-0.9144485621298928,2954.690271671243,1294.119219078137,False,2.0,-1.0836686715789805,5.5,W
Brazilian_houses,regression,controlled_mlp,PureGram,fixed,1.0,,1.0,-0.9722128386758601,2954.690271671243,1140.245348894303,False,1.0,-1.1805793381179215,2.0,W
Brazilian_houses,regression,controlled_mlp,Raw,fixed,0.0,,0.0,0.0,2954.690271671243,2954.690271671243,True,1.0,0.0,8.0,T
Brazilian_houses,regression,controlled_mlp,Raw+Gram@0.5,fixed,0.5,,0.5,-0.6784954108619726,2954.690271671243,1743.5807992514913,False,2.0,-0.7653792974582506,7.0,W
Brazilian_houses,regression,controlled_mlp,Raw+Gram@0.75,fixed,0.75,,0.75,-0.9144485621298928,2954.690271671243,1294.119219078137,False,2.0,-1.0836686715789805,5.5,W
Brazilian_houses,regression,controlled_mlp,SafeGram-t01,safety_reference,1.0,,1.0,-0.9722128386758601,2954.690271671243,1140.245348894303,False,1.0,-1.1805793381179215,2.0,W
Brazilian_houses,regression,controlled_mlp,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.9487104277061895,2954.690271671243,1229.2214176814932,False,1.0,-0.8276874639224783,4.0,W
Brazilian_houses,regression,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.0018525621993796294,967.399294306095,960.4296804993199,False,1.0,0.0034551478996573378,5.5,W
Brazilian_houses,regression,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,-0.002777211422403051,967.399294306095,956.9510129580271,False,2.0,0.001287233820761536,2.5,W
Brazilian_houses,regression,tabicl_v2,PureGram,fixed,1.0,,1.0,-0.0018525621993796294,967.399294306095,960.4296804993199,False,1.0,0.0034551478996573378,5.5,W
Brazilian_houses,regression,tabicl_v2,Raw,fixed,0.0,,0.0,0.0,967.399294306095,967.399294306095,True,1.0,0.0,8.0,T
Brazilian_houses,regression,tabicl_v2,Raw+Gram@0.5,fixed,0.5,,0.5,-0.002774980914950029,967.399294306095,956.9594044579433,False,2.0,-2.2565352903350536e-05,4.0,W
Brazilian_houses,regression,tabicl_v2,Raw+Gram@0.75,fixed,0.75,,0.75,-0.002777211422403051,967.399294306095,956.9510129580271,False,2.0,0.001287233820761536,2.5,W
Brazilian_houses,regression,tabicl_v2,SafeGram-t01,safety_reference,0.25,,0.2500000000000001,-0.0018458949714833784,967.399294306095,960.4547635996953,False,2.0,-0.00045392139500128307,7.0,W
Brazilian_houses,regression,tabicl_v2,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.004758211632225714,967.399294306095,949.4981963032191,False,1.0,-0.012267436145592866,1.0,W
Brazilian_houses,regression,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.010874495813312254,2320.516449826237,2294.3194502751508,False,1.0,-0.02834553140710147,7.0,W
Brazilian_houses,regression,tabm_d,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,-0.05389226512159153,2320.516449826237,2226.989072250113,False,2.0,-0.052575481605116665,4.0,W
Brazilian_houses,regression,tabm_d,PureGram,fixed,1.0,,1.0,-0.019781783630894594,2320.516449826237,2272.861516135993,False,1.0,-0.02834553140710147,6.0,W
Brazilian_houses,regression,tabm_d,Raw,fixed,0.0,,0.0,0.0,2320.516449826237,2320.516449826237,True,1.0,0.0,8.0,T
Brazilian_houses,regression,tabm_d,Raw+Gram@0.5,fixed,0.5,,0.5,-0.0598075082446476,2320.516449826237,2215.7335151528505,False,2.0,-0.05069373889136735,2.0,W
Brazilian_houses,regression,tabm_d,Raw+Gram@0.75,fixed,0.75,,0.75,-0.05389226512159153,2320.516449826237,2226.989072250113,False,2.0,-0.052575481605116665,4.0,W
Brazilian_houses,regression,tabm_d,SafeGram-t01,safety_reference,0.75,,0.75,-0.05389226512159153,2320.516449826237,2226.989072250113,False,2.0,-0.052575481605116665,4.0,W
Brazilian_houses,regression,tabm_d,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.08305546317766967,2320.516449826237,2052.9182772980216,False,1.0,-0.09154472977788194,1.0,W
Brazilian_houses,regression,tabpfn_2_6,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.005308566448072117,746.8160385624719,743.6991930931237,False,1.0,0.0027083378780061603,2.5,W
Brazilian_houses,regression,tabpfn_2_6,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,0.002910751054383045,746.8160385624719,756.1258699252595,False,2.0,0.0002930435090813751,5.5,L
Brazilian_houses,regression,tabpfn_2_6,PureGram,fixed,1.0,,1.0,0.016711392890325007,746.8160385624719,757.3049053184997,False,1.0,0.0027083378780061603,7.0,L
Brazilian_houses,regression,tabpfn_2_6,Raw,fixed,0.0,,0.0,0.0,746.8160385624719,746.8160385624719,True,1.0,0.0,4.0,T
Brazilian_houses,regression,tabpfn_2_6,Raw+Gram@0.5,fixed,0.5,,0.5,0.006704002098673117,746.8160385624719,771.8688304765346,False,2.0,-0.000984491822541755,8.0,L
Brazilian_houses,regression,tabpfn_2_6,Raw+Gram@0.75,fixed,0.75,,0.75,0.011324605341254302,746.8160385624719,756.1258699252595,False,2.0,0.0002930435090813751,5.5,L
Brazilian_houses,regression,tabpfn_2_6,SafeGram-t01,safety_reference,0.5,,0.5,0.002910751054383045,746.8160385624719,743.6991930931237,False,2.0,-0.000984491822541755,2.5,W
Brazilian_houses,regression,tabpfn_2_6,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.016334334000054025,746.8160385624719,695.7183869990724,False,1.0,-0.0025770592459653896,1.0,W
JapaneseVowels,classification,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.8571428571428571,0.6111362407407807,0.010572934827662554,0.39376163248045826,0.4122499447089702,False,1.0,0.007512332847462668,8.0,L
JapaneseVowels,classification,catboost,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,0.006922180742615488,0.39376163248045826,0.4062088369005763,False,2.0,0.0011017832397690324,4.5,L
JapaneseVowels,classification,catboost,PureGram,fixed,1.0,,1.0,0.010230448555605632,0.39376163248045826,0.4120869659956204,False,1.0,0.002678915905385392,7.0,L
JapaneseVowels,classification,catboost,Raw,fixed,0.0,,0.0,0.0,0.39376163248045826,0.39376163248045826,True,1.0,0.0,1.0,T
JapaneseVowels,classification,catboost,Raw+Gram@0.5,fixed,0.5,,0.5,0.004140114299432516,0.39376163248045826,0.40126566221568316,False,2.0,0.0001503647426039455,3.0,L
JapaneseVowels,classification,catboost,Raw+Gram@0.75,fixed,0.75,,0.75,0.006922180742615488,0.39376163248045826,0.4062088369005763,False,2.0,0.0011017832397690324,4.5,L
JapaneseVowels,classification,catboost,SafeGram-t01,safety_reference,1.0,,1.0,0.009472591414575316,0.39376163248045826,0.41059393036834824,False,1.0,0.002678915905385392,6.0,L
JapaneseVowels,classification,catboost,SafeRankGram-t01,safety_reference,0.5,,0.5,0.0006522339631458498,0.39376163248045826,0.3946183794671031,False,2.0,0.003477854492236379,2.0,L
JapaneseVowels,classification,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.2857142857142857,0.19243016209189623,-0.005537751399120281,0.3847952030028535,0.37490525549196585,False,1.0,-0.0030986276281344057,7.0,W
JapaneseVowels,classification,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,0.75,,0.7500000014834822,-0.04181941870236531,0.3847952030028535,0.31094604414101745,False,2.0,-0.03831328374755928,2.5,W
JapaneseVowels,classification,controlled_mlp,PureGram,fixed,1.0,,1.0,-0.021377572062766137,0.3847952030028535,0.34661669870152967,False,1.0,-0.038590729225376916,6.0,W
JapaneseVowels,classification,controlled_mlp,Raw,fixed,0.0,,0.0,0.0,0.3847952030028535,0.3847952030028535,True,1.0,0.0,8.0,T
JapaneseVowels,classification,controlled_mlp,Raw+Gram@0.5,fixed,0.5,,0.5000000006209039,-0.03889926172986314,0.3847952030028535,0.3182762303456085,False,2.0,-0.0365163233365117,4.0,W
JapaneseVowels,classification,controlled_mlp,Raw+Gram@0.75,fixed,0.75,,0.7500000014834822,-0.04181941870236531,0.3847952030028535,0.31094604414101745,False,2.0,-0.03831328374755928,2.5,W
JapaneseVowels,classification,controlled_mlp,SafeGram-t01,safety_reference,1.0,,1.0,-0.028695957231652608,0.3847952030028535,0.3440386689409573,False,1.0,-0.038590729225376916,5.0,W
JapaneseVowels,classification,controlled_mlp,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.05589525265662635,0.3847952030028535,0.29249666584725414,False,1.0,-0.037782853914641215,1.0,W
JapaneseVowels,classification,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.0030291583963985074,0.12598476490481525,0.11979097083683221,False,1.0,-0.011622897840030316,6.0,W
JapaneseVowels,classification,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,0.75,,0.7500000010568191,-0.004827545941199827,0.12598476490481525,0.11611376395317488,False,2.0,-0.013174927202194523,3.5,W
JapaneseVowels,classification,tabicl_v2,PureGram,fixed,1.0,,1.0,-0.0030291583963985074,0.12598476490481525,0.11979097083683221,False,1.0,-0.011622897840030316,6.0,W
JapaneseVowels,classification,tabicl_v2,Raw,fixed,0.0,,0.0,0.0,0.12598476490481525,0.12598476490481525,True,1.0,0.0,8.0,T
JapaneseVowels,classification,tabicl_v2,Raw+Gram@0.5,fixed,0.5,,0.5000000014090925,-0.005277927248788506,0.12598476490481525,0.1151928583067122,False,2.0,-0.01178087077121424,2.0,W
JapaneseVowels,classification,tabicl_v2,Raw+Gram@0.75,fixed,0.75,,0.7500000010568191,-0.004827545941199827,0.12598476490481525,0.11611376395317488,False,2.0,-0.013174927202194523,3.5,W
JapaneseVowels,classification,tabicl_v2,SafeGram-t01,safety_reference,1.0,,1.0,-0.0030291583963985074,0.12598476490481525,0.11979097083683221,False,1.0,-0.011622897840030316,6.0,W
JapaneseVowels,classification,tabicl_v2,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.01329888722998737,0.12598476490481525,0.09879220576568111,False,1.0,-0.015193491325620274,1.0,W
JapaneseVowels,classification,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.14285714285714285,0.20403214322912577,0.0015653859480136637,0.17521591745263876,0.2005691211610459,False,1.0,0.002975699185114899,5.0,L
JapaneseVowels,classification,tabm_d,GuardedGram-G2-g0p0-t01,G2,0.75,,0.7500000017109534,-0.00504217085184972,0.17521591745263876,0.20322596901586815,False,2.0,-0.013876817284801043,6.5,L
JapaneseVowels,classification,tabm_d,PureGram,fixed,1.0,,1.0,-0.0030702659508227855,0.17521591745263876,0.21895456808754124,False,1.0,-0.016644689578685846,8.0,L
JapaneseVowels,classification,tabm_d,Raw,fixed,0.0,,0.0,0.0,0.17521591745263876,0.17521591745263876,True,1.0,0.0,2.0,T
JapaneseVowels,classification,tabm_d,Raw+Gram@0.5,fixed,0.5,,0.5000000019657809,-0.004761404672332766,0.17521591745263876,0.1907308538492969,False,2.0,-0.010045791176447987,3.5,L
JapaneseVowels,classification,tabm_d,Raw+Gram@0.75,fixed,0.75,,0.7500000017109534,-0.00504217085184972,0.17521591745263876,0.20322596901586815,False,2.0,-0.013876817284801043,6.5,L
JapaneseVowels,classification,tabm_d,SafeGram-t01,safety_reference,1.0,,1.0,-0.0030702659508227855,0.17521591745263876,0.1907308538492969,False,1.0,-0.016644689578685846,3.5,L
JapaneseVowels,classification,tabm_d,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.012186464971183931,0.17521591745263876,0.15862821880352715,False,1.0,-0.0063932671941039215,1.0,W
JapaneseVowels,classification,tabpfn_2_6,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.001123221409747373,0.10969185778182322,0.11992281376032618,False,1.0,-0.0016852371858441513,7.5,L
JapaneseVowels,classification,tabpfn_2_6,GuardedGram-G2-g0p0-t01,G2,0.75,,0.7499999992278088,-0.004367418600330493,0.10969185778182322,0.11327712304133129,False,2.0,-0.003133892863611565,5.5,L
JapaneseVowels,classification,tabpfn_2_6,PureGram,fixed,1.0,,1.0,-0.001123221409747373,0.10969185778182322,0.11992281376032618,False,1.0,-0.0016852371858441513,7.5,L
JapaneseVowels,classification,tabpfn_2_6,Raw,fixed,0.0,,0.0,0.0,0.10969185778182322,0.10969185778182322,True,1.0,0.0,2.0,T
JapaneseVowels,classification,tabpfn_2_6,Raw+Gram@0.5,fixed,0.5,,0.4999999989704119,-0.004312389684714078,0.10969185778182322,0.11119234474066918,False,2.0,-0.0034777274089949476,3.0,L
JapaneseVowels,classification,tabpfn_2_6,Raw+Gram@0.75,fixed,0.75,,0.7499999992278088,-0.004367418600330493,0.10969185778182322,0.11327712304133129,False,2.0,-0.003133892863611565,5.5,L
JapaneseVowels,classification,tabpfn_2_6,SafeGram-t01,safety_reference,1.0,,1.0,-0.001123221409747373,0.10969185778182322,0.11236707297263074,False,1.0,-0.0016852371858441513,4.0,L
JapaneseVowels,classification,tabpfn_2_6,SafeRankGram-t01,safety_reference,1.0,,1.0,-0.002434403087836659,0.10969185778182322,0.10477328967411301,False,1.0,-0.0008219089046716887,1.0,W
OnlineNewsPopularity,regression,catboost,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.14634146341463414,-0.04694103923817594,0.0,5254.3235099848525,5254.073517473051,True,1.0,-2.046458963650226,6.0,W
OnlineNewsPopularity,regression,catboost,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,0.24694695217184615,5254.3235099848525,5250.599878357612,False,2.0,-2.2286602920259284,1.5,W
OnlineNewsPopularity,regression,catboost,PureGram,fixed,1.0,,1.0,0.4526652264905023,5254.3235099848525,5253.853217365155,False,1.0,-2.867563454909975,5.0,W
OnlineNewsPopularity,regression,catboost,Raw,fixed,0.0,,0.0,0.0,5254.3235099848525,5254.3235099848525,True,1.0,0.0,7.5,T
OnlineNewsPopularity,regression,catboost,Raw+Gram@0.5,fixed,0.5,,0.5,0.10289850224813621,5254.3235099848525,5250.8499943000015,False,2.0,-1.537700113920498,3.5,W
OnlineNewsPopularity,regression,catboost,Raw+Gram@0.75,fixed,0.75,,0.75,0.24694695217184615,5254.3235099848525,5250.599878357612,False,2.0,-2.2286602920259284,1.5,W
OnlineNewsPopularity,regression,catboost,SafeGram-t01,safety_reference,0.0,,0.0,0.0,5254.3235099848525,5250.8499943000015,True,1.0,0.0,3.5,W
OnlineNewsPopularity,regression,catboost,SafeRankGram-t01,safety_reference,0.0,,0.0,0.0,5254.3235099848525,5254.3235099848525,True,1.0,0.0,7.5,T
OnlineNewsPopularity,regression,controlled_mlp,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.7560975609756098,0.7201151281641343,2.163545391795535,5161.020707519959,5396.224620335829,False,1.0,-0.6430190317515488,8.0,L
OnlineNewsPopularity,regression,controlled_mlp,GuardedGram-G2-g0p0-t01,G2,0.25,,0.25,0.0,5161.020707519959,5177.10244286607,True,2.0,0.0,4.0,L
OnlineNewsPopularity,regression,controlled_mlp,PureGram,fixed,1.0,,1.0,1.9249534671442337,5161.020707519959,5325.190997828433,False,1.0,1.7548621266809548,7.0,L
OnlineNewsPopularity,regression,controlled_mlp,Raw,fixed,0.0,,0.0,0.0,5161.020707519959,5161.020707519959,True,1.0,0.0,2.0,T
OnlineNewsPopularity,regression,controlled_mlp,Raw+Gram@0.5,fixed,0.5,,0.5,0.47346616161660604,5161.020707519959,5205.256735494668,False,2.0,0.29563388684136344,5.0,L
OnlineNewsPopularity,regression,controlled_mlp,Raw+Gram@0.75,fixed,0.75,,0.75,0.8472679319938436,5161.020707519959,5247.49388755485,False,2.0,0.6547056414598419,6.0,L
OnlineNewsPopularity,regression,controlled_mlp,SafeGram-t01,safety_reference,0.0,,0.0,0.0,5161.020707519959,5161.020707519959,True,1.0,0.0,2.0,T
OnlineNewsPopularity,regression,controlled_mlp,SafeRankGram-t01,safety_reference,0.0,,0.0,0.0,5161.020707519959,5161.020707519959,True,1.0,0.0,2.0,T
OnlineNewsPopularity,regression,tabicl_v2,BlockGuard-Greedy-t01,BlockGuard-Greedy,,0.2682926829268293,0.26807913924416815,-0.1455871562876209,5203.2604179528935,5194.308090018732,False,1.0,-0.16097295976049067,1.0,W
OnlineNewsPopularity,regression,tabicl_v2,GuardedGram-G2-g0p0-t01,G2,0.0,,0.0,0.0,5203.2604179528935,5203.2604179528935,True,1.0,0.0,3.5,T
OnlineNewsPopularity,regression,tabicl_v2,PureGram,fixed,1.0,,1.0,4.503634112751238,5203.2604179528935,5480.1942526461935,False,1.0,2.3199780553649374,8.0,L
OnlineNewsPopularity,regression,tabicl_v2,Raw,fixed,0.0,,0.0,0.0,5203.2604179528935,5203.2604179528935,True,1.0,0.0,3.5,T
OnlineNewsPopularity,regression,tabicl_v2,Raw+Gram@0.5,fixed,0.5,,0.5,1.0075553425851396,5203.2604179528935,5265.216198041203,False,2.0,0.7363260189205453,6.0,L
OnlineNewsPopularity,regression,tabicl_v2,Raw+Gram@0.75,fixed,0.75,,0.75,2.4582635911653785,5203.2604179528935,5354.421979026617,False,2.0,1.4250622430784512,7.0,L
OnlineNewsPopularity,regression,tabicl_v2,SafeGram-t01,safety_reference,0.0,,0.0,0.0,5203.2604179528935,5203.2604179528935,True,1.0,0.0,3.5,T
OnlineNewsPopularity,regression,tabicl_v2,SafeRankGram-t01,safety_reference,0.0,,0.0,0.0,5203.2604179528935,5203.2604179528935,True,1.0,0.0,3.5,T
OnlineNewsPopularity,regression,tabm_d,BlockGuard-Greedy-t01,BlockGuard-Greedy,,1.0,1.0,-0.2135629011982079,5184.110186614425,5165.661583209531,False,1.0,-0.5799851508905435,1.5,W
OnlineNewsPopularity,regression,tabm_d,GuardedGram-G2-g0p0-t01,G2,0.75,,0.75,-0.21518788002841344,5184.110186614425,5167.210771903969,False,2.0,-0.49255709230544564,3.5,W
OnlineNewsPopularity,regression,tabm_d,PureGram,fixed,1.0,,1.0,-0.2135629011982079,5184.110186614425,5165.661583209531,False,1.0,-0.5799851508905435,1.5,W
OnlineNewsPopularity,regression,tabm_d,Raw,fixed,0.0,,0.0,0.0,5184.110186614425,5184.110186614425,True,1.0,0.0,7.0,T
OnlineNewsPopularity,regression,tabm_d,Raw+Gram@0.5,fixed,0.5,,0.5,-0.1857105817142179,5184.110186614425,5171.079323355288,False,2.0,-0.3558368644001573,5.0,W
OnlineNewsPopularity,regression,tabm_d,Raw+Gram@0.75,fixed,0.75,,0.75,-0.21518788002841344,5184.110186614425,5167.210771903969,False,2.0,-0.49255709230544564,3.5,W
OnlineNewsPopularity,regression,tabm_d,SafeGram-t01,safety_reference,0.0,,0.0,0.0,5184.110186614425,5184.110186614425,True,1.0,0.0,7.0,T
