candidate,dataset,family,features,fit_seconds,input_dimension,invariant_dimension_fraction,invariant_feature_fraction,model,predict_seconds,problem_type,raw_input_dimension,seed,selected_blocks,selected_dimensions,selection_key,validation_C,validation_method_loss,validation_raw_loss,stage
stage_8,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V23"",""V21"",""V2"",""V24"",""V7"",""V6"",""V12"",""V19"",""V3"",""V4"",""V11"",""V5"",""V16"",""V18"",""V10"",""V1"",""V22""]",0.0,371,1.0,1.0,controlled_mlp,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,0.10755004909759537,0.218044608336332,0.001090302120824396,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,controlled_mlp,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.004919322331532231,0.004919322331532231,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V22"",""V2"",""V4"",""V17"",""V23""]",0.5040200690273196,259,0.2631578947368421,0.2631578947368421,controlled_mlp,0.001029736129567027,classification,219,1,5,40,n5__5c14c1ef767991dd,-0.00026858844174451683,0.004378543301065052,0.004919322331532231,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V22"",""V2"",""V4"",""V17"",""V23"",""V21"",""V5"",""V3"",""V16"",""V7""]",0.4873395459726453,299,0.5263157894736842,0.5263157894736842,controlled_mlp,0.0009457799606025219,classification,219,1,10,80,n10__123b6d5b71db384d,0.006227731436794106,0.017458307801364877,0.004919322331532231,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V22"",""V2"",""V4"",""V17"",""V23"",""V21"",""V5"",""V3"",""V16"",""V7"",""V1"",""V11"",""V24"",""V19"",""V12""]",0.22276252903975546,339,0.7894736842105263,0.7894736842105263,controlled_mlp,0.0007717390544712543,classification,219,1,15,120,n15__538f26b2eea6deeb,0.06721646760786881,0.1402537244685665,0.004919322331532231,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V22"",""V2"",""V4"",""V17"",""V23"",""V21"",""V5"",""V3"",""V16"",""V7"",""V1"",""V11"",""V24"",""V19"",""V12"",""V9"",""V10"",""V6"",""V18""]",0.0,371,1.0,1.0,controlled_mlp,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.12091186819004193,0.24836465611839117,0.004919322331532231,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,controlled_mlp,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.004919322331532231,0.004919322331532231,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7""]",0.4895178999286145,243,0.15789473684210525,0.15789473684210525,controlled_mlp,0.00047770701348781586,classification,219,1,3,24,n3__2c5a11164347e346,0.00041837926142578236,0.005761691905933427,0.004919322331532231,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11""]",0.4807907100766897,267,0.3157894736842105,0.3157894736842105,controlled_mlp,0.0006707271095365286,classification,219,1,6,48,n6__0562c5029a88698c,0.012010273993997343,0.029100944905958027,0.004919322331532231,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3""]",0.4659107408951968,291,0.47368421052631576,0.47368421052631576,controlled_mlp,0.00048400694504380226,classification,219,1,9,72,n9__7db075e574bd4ca1,0.014435715304621826,0.0339843560903536,0.004919322331532231,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3"",""V1"",""V12""]",0.5012138769961894,307,0.5789473684210527,0.5789473684210527,controlled_mlp,0.0007057799957692623,classification,219,1,11,88,n11__9ead565aad89615e,0.027063386563404474,0.05940905335591325,0.004919322331532231,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3"",""V1"",""V12"",""V2"",""V22""]",0.4221546580083668,323,0.6842105263157895,0.6842105263157895,controlled_mlp,0.000548963900655508,classification,219,1,13,104,n13__13e98f5005b5c553,0.04517209392419961,0.09586933119206693,0.004919322331532231,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3"",""V1"",""V12"",""V2"",""V22"",""V5"",""V4""]",0.22276252903975546,339,0.7894736842105263,0.7894736842105263,controlled_mlp,0.0007717390544712543,classification,219,1,15,120,n15__538f26b2eea6deeb,0.06721646760786881,0.1402537244685665,0.004919322331532231,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3"",""V1"",""V12"",""V2"",""V22"",""V5"",""V4"",""V9"",""V10""]",0.22499883198179305,355,0.8947368421052632,0.8947368421052632,controlled_mlp,0.0006260909140110016,classification,219,1,17,136,n17__b5ba5efae1b7c93b,0.10338592127498149,0.21307771480704146,0.004919322331532231,7.0
stage_8,cardiotocography,BlockGuard-Greedy,"[""V24"",""V21"",""V7"",""V19"",""V23"",""V11"",""V16"",""V17"",""V3"",""V1"",""V12"",""V2"",""V22"",""V5"",""V4"",""V9"",""V10"",""V6"",""V18""]",0.0,371,1.0,1.0,controlled_mlp,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.12091186819004193,0.24836465611839117,0.004919322331532231,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,tabm_d,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.018010554137550074,0.018010554137550074,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V23"",""V11"",""V10"",""V1""]",0.34454359393566847,259,0.2631578947368421,0.2631578947368421,tabm_d,0.13896417687647045,classification,219,0,5,40,n5__cb90dc4865947201,-0.003414573299507175,0.011180314301398077,0.018010554137550074,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V23"",""V11"",""V10"",""V1"",""V5"",""V3"",""V6"",""V4"",""V7""]",0.34429009398445487,299,0.5263157894736842,0.5263157894736842,tabm_d,0.16493530408479273,classification,219,0,10,80,n10__a4f59f4c6c250263,-0.00418923580789683,0.009630741262465183,0.018010554137550074,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V23"",""V11"",""V10"",""V1"",""V5"",""V3"",""V6"",""V4"",""V7"",""V16"",""V9"",""V24"",""V17"",""V19""]",0.3992241381201893,339,0.7894736842105263,0.7894736842105263,tabm_d,0.16997715109027922,classification,219,0,15,120,n15__cffd944a6b609cc2,0.002875030336491822,0.02376153530327469,0.018010554137550074,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V23"",""V11"",""V10"",""V1"",""V5"",""V3"",""V6"",""V4"",""V7"",""V16"",""V9"",""V24"",""V17"",""V19"",""V18"",""V12"",""V22"",""V21""]",0.0,371,1.0,1.0,tabm_d,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,-0.0011336277983416297,0.015742935589510756,0.018010554137550074,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,tabm_d,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.018010554137550074,0.018010554137550074,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10""]",0.32905677892267704,243,0.15789473684210525,0.15789473684210525,tabm_d,0.14587366906926036,classification,219,0,3,24,n3__06ba33e47bb5c4e1,0.002077103031948099,0.022165425223390177,0.018010554137550074,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23""]",0.3510770369321108,267,0.3157894736842105,0.3157894736842105,tabm_d,0.13938584295101464,classification,219,0,6,48,n6__a5576218484c5ef5,-0.0016458849668920263,0.014718257244051798,0.018010554137550074,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2""]",0.35483390698209405,291,0.47368421052631576,0.47368421052631576,tabm_d,0.14204513397999108,classification,219,0,9,72,n9__a20ccf2ab6bf1750,-0.0017338130957573778,0.01454237283454707,0.018010554137550074,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2"",""V4"",""V16""]",0.3623815269675106,307,0.5789473684210527,0.5789473684210527,tabm_d,0.14666634099557996,classification,219,0,11,88,n11__204f31131d17876e,0.0004745530909106043,0.018959812256089947,0.018010554137550074,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2"",""V4"",""V16"",""V24"",""V9""]",0.3846933441236615,323,0.6842105263157895,0.6842105263157895,tabm_d,0.16419151285663247,classification,219,0,13,104,n13__b1aa3cfeb2b43960,0.00021205386009159652,0.018434729750595624,0.018010554137550074,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2"",""V4"",""V16"",""V24"",""V9"",""V17"",""V18""]",0.42732104915194213,339,0.7894736842105263,0.7894736842105263,tabm_d,0.17515062214806676,classification,219,0,15,120,n15__63e22a142a1e287b,-0.0017653267193181918,0.014479335497771305,0.018010554137550074,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2"",""V4"",""V16"",""V24"",""V9"",""V17"",""V18"",""V12"",""V21""]",0.4127089830581099,355,0.8947368421052632,0.8947368421052632,tabm_d,0.19548676209524274,classification,219,0,17,136,n17__adf9c1f6bcece0a8,-0.0023225261191706734,0.013364758300643424,0.018010554137550074,7.0
stage_8,cardiotocography,BlockGuard-Greedy,"[""V11"",""V6"",""V10"",""V5"",""V1"",""V23"",""V3"",""V7"",""V2"",""V4"",""V16"",""V24"",""V9"",""V17"",""V18"",""V12"",""V21"",""V19"",""V22""]",0.0,371,1.0,1.0,tabm_d,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,-0.0011336277983416297,0.015742935589510756,0.018010554137550074,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,tabm_d,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.01644436853536075,0.01644436853536075,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V12"",""V17"",""V11"",""V7""]",0.3361597249750048,259,0.2631578947368421,0.2631578947368421,tabm_d,0.134200865868479,classification,219,1,5,40,n5__0aa87f505bc81974,0.0012681177199008753,0.018982996093603873,0.01644436853536075,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V12"",""V17"",""V11"",""V7"",""V3"",""V16"",""V21"",""V23"",""V5""]",0.3640067318920046,299,0.5263157894736842,0.5263157894736842,tabm_d,0.14524700213223696,classification,219,1,10,80,n10__711d97e5506e4fea,-0.003753978187018949,0.008929330831010409,0.01644436853536075,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V12"",""V17"",""V11"",""V7"",""V3"",""V16"",""V21"",""V23"",""V5"",""V19"",""V9"",""V4"",""V24"",""V1""]",0.3901173130143434,339,0.7894736842105263,0.7894736842105263,tabm_d,0.17113818204961717,classification,219,1,15,120,n15__29fd2b90f8aff3c6,-0.002264571101130108,0.011910954551224292,0.01644436853536075,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V2"",""V12"",""V17"",""V11"",""V7"",""V3"",""V16"",""V21"",""V23"",""V5"",""V19"",""V9"",""V4"",""V24"",""V1"",""V22"",""V6"",""V10"",""V18""]",0.0,371,1.0,1.0,tabm_d,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.005888012265543868,0.028231499939653078,0.01644436853536075,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,tabm_d,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.01644436853536075,0.01644436853536075,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9""]",0.35458287387154996,243,0.15789473684210525,0.15789473684210525,tabm_d,0.11765702604316175,classification,219,1,3,24,n3__82a1a51cdbd8fb1d,-0.0027845312306823216,0.01087005346345139,0.01644436853536075,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23""]",0.33856886997818947,267,0.3157894736842105,0.3157894736842105,tabm_d,0.14303845795802772,classification,219,1,6,48,n6__8d688cd270ab4a66,0.005017771386320018,0.026489376599179548,0.01644436853536075,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1""]",0.3557574120350182,291,0.47368421052631576,0.47368421052631576,tabm_d,0.14533452806062996,classification,219,1,9,72,n9__7a544aeabd04c5c0,-0.0018600538694580131,0.012720752077109562,0.01644436853536075,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1"",""V19"",""V21""]",0.3853136748075485,307,0.5789473684210527,0.5789473684210527,tabm_d,0.16018596990033984,classification,219,1,11,88,n11__702a0a97f1c2b48f,-0.00024116157121526713,0.01596159047692928,0.01644436853536075,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1"",""V19"",""V21"",""V5"",""V2""]",0.3327796619851142,323,0.6842105263157895,0.6842105263157895,tabm_d,0.1648279100190848,classification,219,1,13,104,n13__f9fef329e0ba5e25,0.006106849432320957,0.028669587077487246,0.01644436853536075,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1"",""V19"",""V21"",""V5"",""V2"",""V4"",""V3""]",0.3848337889648974,339,0.7894736842105263,0.7894736842105263,tabm_d,0.15017524803988636,classification,219,1,15,120,n15__a849ed06e5082bd3,0.003719857423977626,0.023891100349803837,0.01644436853536075,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1"",""V19"",""V21"",""V5"",""V2"",""V4"",""V3"",""V7"",""V6""]",0.36714584892615676,355,0.8947368421052632,0.8947368421052632,tabm_d,0.18432871694676578,classification,219,1,17,136,n17__2a1c39bf4987cdc9,0.002665764789692355,0.02178092668978523,0.01644436853536075,7.0
stage_8,cardiotocography,BlockGuard-Greedy,"[""V11"",""V24"",""V9"",""V17"",""V22"",""V23"",""V16"",""V12"",""V1"",""V19"",""V21"",""V5"",""V2"",""V4"",""V3"",""V7"",""V6"",""V10"",""V18""]",0.0,371,1.0,1.0,tabm_d,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.005888012265543868,0.028231499939653078,0.01644436853536075,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,catboost,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.018162968572197423,0.018162968572197423,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V10"",""V7"",""V12"",""V21"",""V2""]",12.060302641009912,259,0.2631578947368421,0.2631578947368421,catboost,0.004813663894310594,classification,219,0,5,40,n5__21161ec1fa588a98,0.00037340605335462227,0.018909843319107104,0.018162968572197423,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9""]",13.531387350987643,299,0.5263157894736842,0.5263157894736842,catboost,0.00430619902908802,classification,219,0,10,80,n10__90efac44d479d1e7,0.0005370307820147884,0.019237120225060654,0.018162968572197423,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9"",""V19"",""V16"",""V23"",""V6"",""V5""]",14.58335372293368,339,0.7894736842105263,0.7894736842105263,catboost,0.005324651021510363,classification,219,0,15,120,n15__f4493453fb7304b8,0.0011419325329493492,0.020447025201361116,0.018162968572197423,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V10"",""V7"",""V12"",""V21"",""V2"",""V3"",""V11"",""V18"",""V4"",""V9"",""V19"",""V16"",""V23"",""V6"",""V5"",""V1"",""V17"",""V24"",""V22""]",0.0,371,1.0,1.0,catboost,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,0.0041462532823765535,0.02645617068576217,0.018162968572197423,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,catboost,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,0.018162968572197423,0.018162968572197423,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12""]",9.918924181023613,243,0.15789473684210525,0.15789473684210525,catboost,0.011417364934459329,classification,219,0,3,24,n3__2b2b3e3fb7c5a0ba,0.0018949969393620312,0.021953280343432982,0.018162968572197423,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11""]",11.32991012907587,267,0.3157894736842105,0.3157894736842105,catboost,0.004305338952690363,classification,219,0,6,48,n6__b405e28d33dce004,0.0011987294742618227,0.020560628611876026,0.018162968572197423,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2""]",12.820625792024657,291,0.47368421052631576,0.47368421052631576,catboost,0.004579852102324367,classification,219,0,9,72,n9__50a2d5b74b5551a9,0.003531837343778923,0.025227235738096574,0.018162968572197423,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16""]",12.660632529994473,307,0.5789473684210527,0.5789473684210527,catboost,0.003894992871209979,classification,219,0,11,88,n11__f3eb5d42edbe27a8,0.004121817011942519,0.026407294045622372,0.018162968572197423,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16"",""V23"",""V3""]",14.179032356012613,323,0.6842105263157895,0.6842105263157895,catboost,0.009607889922335744,classification,219,0,13,104,n13__004b765777c3308d,0.005185786257460702,0.028535411021303535,0.018162968572197423,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16"",""V23"",""V3"",""V9"",""V17""]",15.540627202950418,339,0.7894736842105263,0.7894736842105263,catboost,0.006661982042714953,classification,219,0,15,120,n15__f4f0804df9b534cf,0.00432005727176967,0.026803807820789,0.018162968572197423,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16"",""V23"",""V3"",""V9"",""V17"",""V19"",""V1""]",15.17124847206287,355,0.8947368421052632,0.8947368421052632,catboost,0.009941180003806949,classification,219,0,17,136,n17__94052b449068314a,0.0035881583788580653,0.02533988725630985,0.018162968572197423,7.0
stage_8,cardiotocography,BlockGuard-Greedy,"[""V7"",""V10"",""V12"",""V21"",""V24"",""V11"",""V18"",""V6"",""V2"",""V22"",""V16"",""V23"",""V3"",""V9"",""V17"",""V19"",""V1"",""V5"",""V4""]",0.0,371,1.0,1.0,catboost,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,0.0041462532823765535,0.02645617068576217,0.018162968572197423,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,catboost,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.017441881152955835,0.017441881152955835,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V21"",""V9"",""V19"",""V7"",""V18""]",9.985986454878002,259,0.2631578947368421,0.2631578947368421,catboost,0.00569483102299273,classification,219,1,5,40,n5__421aa816a0cb3a11,0.0022256797860960497,0.02189521900058223,0.017441881152955835,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V21"",""V9"",""V19"",""V7"",""V18"",""V23"",""V12"",""V2"",""V10"",""V3""]",14.259984484873712,299,0.5263157894736842,0.5263157894736842,catboost,0.007521660067141056,classification,219,1,10,80,n10__bc239274959fb196,0.0018846561249122186,0.021212868562404445,0.017441881152955835,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V21"",""V9"",""V19"",""V7"",""V18"",""V23"",""V12"",""V2"",""V10"",""V3"",""V11"",""V5"",""V16"",""V4"",""V22""]",14.684410021873191,339,0.7894736842105263,0.7894736842105263,catboost,0.005277991993352771,classification,219,1,15,120,n15__c0e5c9ed5edce19c,0.002559577721807843,0.022563311654179023,0.017441881152955835,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V21"",""V9"",""V19"",""V7"",""V18"",""V23"",""V12"",""V2"",""V10"",""V3"",""V11"",""V5"",""V16"",""V4"",""V22"",""V6"",""V1"",""V17"",""V24""]",0.0,371,1.0,1.0,catboost,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.0038671500065690662,0.02517961844755131,0.017441881152955835,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,catboost,0.0,classification,219,1,0,0,n0__4f53cda18c2baa0c,0.0,0.017441881152955835,0.017441881152955835,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7""]",10.215898823924363,243,0.15789473684210525,0.15789473684210525,catboost,0.006460512988269329,classification,219,1,3,24,n3__a34a6c3ad122d427,0.0033094424013907216,0.024063707523812247,0.017441881152955835,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24""]",10.756373872049153,267,0.3157894736842105,0.3157894736842105,catboost,0.007405565120279789,classification,219,1,6,48,n6__a12c297dd5c74108,0.003523434864114908,0.024491882654533982,0.017441881152955835,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6""]",11.506600381108,291,0.47368421052631576,0.47368421052631576,catboost,0.00630750204436481,classification,219,1,9,72,n9__d05120cabefa166b,0.004312777888892712,0.02607127030452866,0.017441881152955835,3.0
stage_4,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6"",""V18"",""V11""]",11.81011223513633,307,0.5789473684210527,0.5789473684210527,catboost,0.005202139029279351,classification,219,1,11,88,n11__98909228296af4e6,0.004389655065710765,0.026225092989751054,0.017441881152955835,4.0
stage_5,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6"",""V18"",""V11"",""V12"",""V16""]",13.071344905998558,323,0.6842105263157895,0.6842105263157895,catboost,0.004304378060624003,classification,219,1,13,104,n13__0399705651b864c6,0.004466861328897003,0.026379574140215276,0.017441881152955835,5.0
stage_6,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6"",""V18"",""V11"",""V12"",""V16"",""V3"",""V17""]",13.308769831201062,339,0.7894736842105263,0.7894736842105263,catboost,0.0063722990453243256,classification,219,1,15,120,n15__4e23257bbad1a522,0.0036866699882509455,0.024818497992876117,0.017441881152955835,6.0
stage_7,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6"",""V18"",""V11"",""V12"",""V16"",""V3"",""V17"",""V2"",""V5""]",14.838267256040126,355,0.8947368421052632,0.8947368421052632,catboost,0.005941783078014851,classification,219,1,17,136,n17__bb9c7d9b019dc3cc,0.004606017058409095,0.026658009286556456,0.017441881152955835,7.0
stage_8,cardiotocography,BlockGuard-Greedy,"[""V21"",""V9"",""V7"",""V19"",""V22"",""V24"",""V10"",""V23"",""V6"",""V18"",""V11"",""V12"",""V16"",""V3"",""V17"",""V2"",""V5"",""V4"",""V1""]",0.0,371,1.0,1.0,catboost,0.0,classification,219,1,19,152,n19__5e2c9f4614fefc50,0.0038671500065690662,0.02517961844755131,0.017441881152955835,8.0
raw_only,cardiotocography,BlockGuard-Grouped,[],0.0,219,0.0,0.0,tabicl_v2,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,4.6418493883098916e-05,4.6418493883098916e-05,
very_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V9"",""V23"",""V12"",""V22"",""V18""]",0.3017848669551313,259,0.2631578947368421,0.2631578947368421,tabicl_v2,0.11924001411534846,classification,219,0,5,40,n5__fb72ddc1517e12bb,-1.4031646459230031e-05,1.8098642080020088e-05,4.6418493883098916e-05,
very_safe_plus_safe_gram,cardiotocography,BlockGuard-Grouped,"[""V9"",""V23"",""V12"",""V22"",""V18"",""V24"",""V17"",""V16"",""V10"",""V6""]",0.32085161400027573,299,0.5263157894736842,0.5263157894736842,tabicl_v2,0.13297713408246636,classification,219,0,10,80,n10__66820fcb28d311c4,-9.235176733331588e-06,2.777928164075e-05,4.6418493883098916e-05,
all_except_dangerous_gram,cardiotocography,BlockGuard-Grouped,"[""V9"",""V23"",""V12"",""V22"",""V18"",""V24"",""V17"",""V16"",""V10"",""V6"",""V7"",""V5"",""V4"",""V11"",""V21""]",0.27641325909644365,339,0.7894736842105263,0.7894736842105263,tabicl_v2,0.13780249189585447,classification,219,0,15,120,n15__61dae5ef02870be7,-3.97257313638425e-06,3.840071187681913e-05,4.6418493883098916e-05,
all_gram,cardiotocography,BlockGuard-Grouped,"[""V9"",""V23"",""V12"",""V22"",""V18"",""V24"",""V17"",""V16"",""V10"",""V6"",""V7"",""V5"",""V4"",""V11"",""V21"",""V2"",""V3"",""V19"",""V1""]",0.0,371,1.0,1.0,tabicl_v2,0.0,classification,219,0,19,152,n19__5e2c9f4614fefc50,3.1100263645275527e-06,5.2695411278573355e-05,4.6418493883098916e-05,
stage_0_raw,cardiotocography,BlockGuard-Greedy,[],0.0,219,0.0,0.0,tabicl_v2,0.0,classification,219,0,0,0,n0__4f53cda18c2baa0c,0.0,4.6418493883098916e-05,4.6418493883098916e-05,0.0
stage_1,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V18""]",0.27084972197189927,243,0.15789473684210525,0.15789473684210525,tabicl_v2,0.11555924918502569,classification,219,0,3,24,n3__50ae30a471c824d2,-1.8258029780401364e-05,9.568598961677147e-06,4.6418493883098916e-05,1.0
stage_2,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V18"",""V10"",""V12"",""V24""]",0.28090732893906534,267,0.3157894736842105,0.3157894736842105,tabicl_v2,0.132160005858168,classification,219,0,6,48,n6__58e39944e9cd507b,-1.8360419683370468e-05,9.361947027661998e-06,4.6418493883098916e-05,2.0
stage_3,cardiotocography,BlockGuard-Greedy,"[""V9"",""V17"",""V18"",""V10"",""V12"",""V24"",""V22"",""V23"",""V16""]",0.38401385117322206,291,0.47368421052631576,0.47368421052631576,tabicl_v2,0.12550639011897147,classification,219,0,9,72,n9__e126f37df06d567f,-9.403503282680015e-06,2.7439550808311917e-05,4.6418493883098916e-05,3.0
