dataset,problem_type,model,embedding,k,method,absolute_task_difference,coordinate_error,denominator_sensitive,disagreement_reduction,fit_seconds,general_validation_C,inference_passes,input_dimension,input_dimension_ratio,invariant_dimension_fraction,invariant_feature_fraction,maximum_method_disagreement,method_disagreement,method_loss,method_task_error,normalized_excess_risk,predict_seconds,raw_disagreement,raw_input_dimension,raw_loss,raw_task_error,relative_task_difference,safety_denominator,seed,selected_blocks,tau,trivial_loss
cardiotocography,classification,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,0.006087868719974099,5.322220267796312e-15,0.0,1.0,0.5732424830785021,0.002377192233601119,1.0,371.0,1.6940639269406392,1.0,1.0,0.0,0.0,0.021795661313739154,0.021795661313739154,0.0030396822863849107,0.2849687138805166,0.012408681686076048,219.0,0.015707792593765053,0.015707792593765053,0.40114780379664583,2.0022598932743048,0.5,19.0,0.01,2.01796768586807
cardiotocography,classification,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,-0.01272456351098446,1.8311324256767205e-14,0.0,1.0,0.5305422974051908,0.002377192233601119,1.0,371.0,1.0,1.0,1.0,0.0,0.0,0.027186992269662362,0.027186992269662362,-0.006432922352961443,0.24997371900826693,0.01538450940094727,371.0,0.039911555780646826,0.039911555780646826,-0.3186739392697616,1.978056130087423,0.5,19.0,0.01,2.01796768586807
debutanizer,regression,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.0017172711305380658,3.829229326767087e-15,0.0,1.0,0.4800980919972062,-0.1699805250496932,1.0,112.0,2.0,1.0,1.0,0.0,0.0,0.09286199830887468,0.09286199830887468,0.02242795576083976,0.0005829300498589873,0.21883499166969206,56.0,0.09114472717833662,0.09114472717833662,0.020776714115506086,0.06579712608655468,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,0.0004420428109516844,1.0886466718160317e-14,0.0,1.0,0.4105403774883598,-0.1699805250496932,1.0,112.0,1.0,1.0,1.0,0.0,0.0,0.08978179477284101,0.08978179477284101,0.0065434218655506795,0.0008392705349251628,0.2192573414535649,112.0,0.08933975196188931,0.08933975196188931,0.004945313877816547,0.06760210130300198,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,-0.02020491095525736,1.8202586413826728e-15,0.0,1.0,0.5084348615491763,-0.1699805250496932,1.0,112.0,2.0,1.0,1.0,0.0,0.0,0.09487046913599456,0.09487046913599456,-0.4857019893957169,0.002643825951963663,0.19770714989048754,56.0,0.11507538009125193,0.11507538009125193,-0.17531398942983695,0.041866473173639375,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,-0.02050529676985774,2.0266648967510337e-15,0.0,1.0,0.3438889334211126,-0.1699805250496932,1.0,112.0,1.0,1.0,1.0,0.0,0.0,0.10140271609093542,0.10140271609093542,-0.5880131985920085,0.0015771345933899283,0.20318279286507118,112.0,0.12190801286079316,0.12190801286079316,-0.168072900869812,0.03503384040409814,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.0064851911847140994,3.829229326767087e-15,0.0,1.0,0.8971401065355167,-0.1699805250496932,1.0,112.0,2.0,1.0,1.0,0.0,0.0,0.0880658972176292,0.0880658972176292,0.08579850686560236,0.0018503440078347921,0.31053561933878315,56.0,0.0815807060329151,0.0815807060329151,0.07973372447516011,0.07536114723197619,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,0.007705747766370674,1.0886466718160317e-14,0.0,1.0,0.505883673322387,-0.1699805250496932,1.0,112.0,1.0,1.0,1.0,0.0,0.0,0.08901922596178466,0.08901922596178466,0.10055803506871633,0.0015181053895503283,0.27531733547207016,112.0,0.08131347819541399,0.08131347819541399,0.09599963654928334,0.07562837506947731,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,0.0017996932644649272,1.8202586413826728e-15,0.0,1.0,0.5669984269188717,-0.1699805250496932,1.0,112.0,2.0,1.0,1.0,0.0,0.0,0.09422980133425829,0.09422980133425829,0.0277466016682552,0.0018853014335036278,0.2988855752922749,56.0,0.09243010806979336,0.09243010806979336,0.019544681436667818,0.06451174519509793,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,-0.004254892595680182,2.0266648967510337e-15,0.0,1.0,0.4689244480105117,-0.1699805250496932,1.0,112.0,1.0,1.0,1.0,0.0,0.0,0.09574231102827162,0.09574231102827162,-0.07497121141509366,0.0014785354724153876,0.3181509734892888,112.0,0.0999972036239518,0.0999972036239518,-0.042475952287688565,0.056944649640939496,0.5,7.0,0.01,0.1569418532648913
debutanizer,regression,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,-0.002398700108095529,1.1842584451183444e-15,0.0,0.09383839971317992,0.464541943394579,-0.012303056359466406,1.0,84.0,1.5,0.5,0.5,0.24845353282064458,0.22926388264481667,0.08512472058294648,0.08512472058294648,-0.03476236034530695,0.04149499849881977,0.25325499669247503,56.0,0.087523420691042,0.087523420691042,-0.02727723373469522,0.06941843257384929,0.5,3.5,0.01,0.1569418532648913
debutanizer,regression,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,0.002499791184547809,6.487734794801871e-15,0.0,-0.04573091860205586,0.4678512484533712,-0.012303056359466406,1.0,112.0,1.0,0.5,0.5,0.22494191318125173,0.20629077806306742,0.08250571399716738,0.08250571399716738,0.03231165173490672,0.04958653205540031,0.1971609893870303,112.0,0.08000592281261958,0.08000592281261958,0.0314175151132971,0.07693593045227172,0.5,3.5,0.01,0.1569418532648913
debutanizer,regression,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,2.478049708341118e-05,1.0956772443093678e-15,0.0,0.22772215723329647,0.4296621405519545,-0.012303056359466406,1.0,84.0,1.5,0.5,0.5,0.18935931920273003,0.1676495621316076,0.08338557179100828,0.08338557179100828,0.00025512638571319364,0.04377041745465249,0.21767967699031002,56.0,0.08336079129392487,0.08336079129392487,0.00036092088003772914,0.07358106197096642,0.5,3.5,0.01,0.1569418532648913
debutanizer,regression,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,8.597638276286457e-05,1.8566794006648103e-15,0.0,0.2879224942144461,0.44818092102650553,-0.012303056359466406,1.0,112.0,1.0,0.5,0.5,0.18762301306619306,0.17290090498994387,0.08611350331045191,0.08611350331045191,0.0012071655941968702,0.05121965648140758,0.24262853571325205,112.0,0.08602752692768904,0.08602752692768904,0.001002961486769365,0.07091432633720225,0.5,3.5,0.01,0.1569418532648913
phoneme,classification,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,0.0,0.05355867524519927,0.0435908131592231,0.3275429214749137,0.3275429214749137,0.0,0.0,0.0435908131592231,40.0,0.3275429214749137,0.3275429214749137,0.0,0.277247872144453,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,0.06899898739648824,0.05879885729911189,0.3244304280847842,0.3244304280847842,0.0,0.0,0.05879885729911189,80.0,0.3244304280847842,0.3244304280847842,0.0,0.28036036553458255,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,0.0,0.056415715453425316,0.045025698879080825,0.35462497219948774,0.35462497219948774,0.0,0.0,0.045025698879080825,40.0,0.35462497219948774,0.35462497219948774,0.0,0.250165821419879,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,0.08696216520197997,0.0735946843599326,0.3786036887633603,0.3786036887633603,0.0,0.0,0.0735946843599326,80.0,0.3786036887633603,0.3786036887633603,0.0,0.2261871048560064,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,0.0,0.16701454222578896,0.11507482505329067,0.3291638776439909,0.3291638776439909,0.0,0.0,0.11507482505329067,40.0,0.3291638776439909,0.3291638776439909,0.0,0.2756269159753758,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,0.13221059138239522,0.11735164748379645,0.33776853313722655,0.33776853313722655,0.0,0.0,0.11735164748379645,80.0,0.33776853313722655,0.33776853313722655,0.0,0.2670222604821402,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1.0,0.0,0.0,0.1386436288601243,0.11451443281741572,0.35739766806275275,0.35739766806275275,0.0,0.0,0.11451443281741572,40.0,0.35739766806275275,0.35739766806275275,0.0,0.24739312555661394,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,0.12356787262594385,0.10174759625732648,0.3585403268649305,0.3585403268649305,0.0,0.0,0.10174759625732648,80.0,0.3585403268649305,0.3585403268649305,0.0,0.24625046675443624,0.5,0.0,0.01,0.6047907936193667
phoneme,classification,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,0.010026389014292009,5.01471482208415e-15,0.0,0.6951970043518556,0.363942873547785,-0.010007610847234736,1.0,76.0,1.9,0.9,0.9,0.045603330330436634,0.03364135959873198,0.3393093727253844,0.3393093727253844,0.03543683145046725,0.08017975091934204,0.11440037043421425,40.0,0.3292829837110924,0.3292829837110924,0.031136914659689523,0.27550780990827434,0.5,4.5,0.01,0.6047907936193667
phoneme,classification,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,0.0008536838622664189,1.579624650246602e-14,0.0,0.6111866151365104,0.35231076751369983,-0.010007610847234736,1.0,80.0,1.0,0.9,0.9,0.040874964509610395,0.03501710605314864,0.328315437658222,0.328315437658222,0.003092844803438397,0.05539405008312315,0.08875588897231602,80.0,0.32746175379595566,0.32746175379595566,0.0025965043945475317,0.27732903982341106,0.5,4.5,0.01,0.6047907936193667
phoneme,classification,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,-0.013436700744582086,2.738109731184791e-15,0.0,0.7995719071797346,0.34276456851512194,-0.010007610847234736,1.0,76.0,1.9,0.9,0.9,0.020924206091451014,0.01871005891625128,0.3198399484008382,0.3198399484008382,-0.04963770581993536,0.056643848423846066,0.09329219843693642,40.0,0.33327664914542027,0.33327664914542027,-0.040220634975429694,0.27151414447394645,0.5,4.5,0.01,0.6047907936193667
phoneme,classification,tabm_d,RBF,16,BlockGuard-Greedy-t01-transferred,-0.006842637953003244,2.125764939418409e-15,0.0,0.6644851098944182,0.32835565542336553,-0.010007610847234736,1.0,80.0,1.0,0.9,0.9,0.04262526389206807,0.03171278168696788,0.34024447750763276,0.34024447750763276,-0.027424538254825527,0.06383307953365147,0.09714126303366309,80.0,0.347087115460636,0.347087115460636,-0.019239496670576124,0.25770367815873074,0.5,4.5,0.01,0.6047907936193667
space-ga,regression,controlled_mlp,PLE,8,BlockGuard-Greedy-t01-transferred,0.0015638082662260966,7.20852723464954e-15,0.0,0.5,0.2944883764721453,-0.16970644641897764,1.0,72.0,1.5,0.5,0.5,0.0685626714374868,0.05555190113549262,0.1001074977843219,0.1001074977843219,0.017596094051618844,0.0010614744387567043,0.10404704191193083,48.0,0.0985436895180958,0.0985436895180958,0.015916643356989203,0.08857865413732127,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,controlled_mlp,PLE,16,BlockGuard-Greedy-t01-transferred,-0.0022366391210516395,4.598456073783264e-15,0.0,0.5,0.3971093494910747,-0.16970644641897764,1.0,96.0,1.0,0.5,0.5,0.1050955844827801,0.08223185148671935,0.09945362904836616,0.09945362904836616,-0.026768093561023904,0.00024005549494177103,0.18269628388068104,96.0,0.10169026816941781,0.10169026816941781,-0.021596230084484903,0.08543207548599926,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,controlled_mlp,RBF,8,BlockGuard-Greedy-t01-transferred,-0.004766921640148344,1.421938038911123e-15,0.0,0.5,0.2567723309621215,-0.16970644641897764,1.0,72.0,1.5,0.5,0.5,0.16466289732796893,0.1534271705186407,0.10725143331310512,0.10725143331310512,-0.061402359805482476,0.00022522849030792713,0.24366422353463146,48.0,0.11201835495325346,0.11201835495325346,-0.04353823582086639,0.07510398870216362,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,controlled_mlp,RBF,16,BlockGuard-Greedy-t01-transferred,0.00014260642536153417,1.0523627777550591e-15,0.0,0.5,0.21032989607192576,-0.16970644641897764,1.0,96.0,1.0,0.5,0.5,0.24245270757194975,0.19323509793119523,0.1171960570104657,0.1171960570104657,0.0019148097991299768,0.0001996449427679181,0.3578329013311773,96.0,0.11705345058510416,0.11705345058510416,0.0012659602891043112,0.07006889307031292,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,resnet_tabular,PLE,8,BlockGuard-Greedy-t01-transferred,0.0005732126933979259,7.20852723464954e-15,0.0,0.5,0.19123479851987213,-0.16970644641897764,1.0,72.0,1.5,0.5,0.5,0.13812449605932178,0.10729541450384666,0.10077336937507861,0.10077336937507861,0.006637352095834371,0.0007959054782986641,0.19946423497834925,48.0,0.10020015668168068,0.10020015668168068,0.005688852321899795,0.0869221869737364,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,resnet_tabular,PLE,16,BlockGuard-Greedy-t01-transferred,-0.00046427278545208006,4.598456073783264e-15,0.0,0.5,0.31855531805194914,-0.16970644641897764,1.0,96.0,1.0,0.5,0.5,0.1203451194907587,0.11085569609627005,0.10326886232225091,0.10326886232225091,-0.005548287522232087,0.0008988754125311971,0.21023072264510265,96.0,0.10373313510770299,0.10373313510770299,-0.004488165743916918,0.08338920854771409,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,resnet_tabular,RBF,8,BlockGuard-Greedy-t01-transferred,-0.0013464068153070663,1.421938038911123e-15,0.0,0.5,0.26786898099817336,-0.16970644641897764,1.0,72.0,1.5,0.5,0.5,0.12528456337159788,0.11430715590672452,0.10386995504862576,0.10386995504862576,-0.0166329417689882,0.0010440235491842031,0.23119468693011863,48.0,0.10521636186393282,0.10521636186393282,-0.012681118577684164,0.08190598179148426,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,resnet_tabular,RBF,16,BlockGuard-Greedy-t01-transferred,0.0023959437364283395,1.0523627777550591e-15,0.0,0.5,0.17219062941148877,-0.16970644641897764,1.0,96.0,1.0,0.5,0.5,0.1565212293468709,0.12702415930462216,0.10862938449694584,0.10862938449694584,0.02934070139435072,0.000738799455575645,0.25742659643651467,96.0,0.1062334407605175,0.1062334407605175,0.02271834441543346,0.08088890289489958,0.5,3.0,0.01,0.18712234365541708
space-ga,regression,tabm_d,PLE,8,BlockGuard-Greedy-t01-transferred,-0.004178346364029313,1.441705446929908e-14,0.0,1.0,0.3882698661182076,-0.05382730305698363,1.0,96.0,2.0,1.0,1.0,0.0,0.0,0.09888029241688068,0.09888029241688068,-0.04970532190220621,0.04411907948087901,0.24288020854525852,48.0,0.10305863878090998,0.10305863878090998,-0.040542862153052264,0.0840637048745071,0.5,6.0,0.01,0.18712234365541708
space-ga,regression,tabm_d,PLE,16,BlockGuard-Greedy-t01-transferred,-0.00315354447217131,9.196912147566528e-15,0.0,1.0,0.43171909800730646,-0.05382730305698363,1.0,96.0,1.0,1.0,1.0,0.0,0.0,0.09873307496438215,0.09873307496438215,-0.03699221975735578,0.04525425541214645,0.21283855806866486,96.0,0.10188661943655346,0.10188661943655346,-0.030955623349195667,0.08523572421886362,0.5,6.0,0.01,0.18712234365541708
space-ga,regression,tabm_d,RBF,8,BlockGuard-Greedy-t01-transferred,0.00067184009963972,2.843876077822246e-15,0.0,1.0,0.4251243534963578,-0.05382730305698363,1.0,96.0,2.0,1.0,1.0,0.0,0.0,0.09990329237209902,0.09990329237209902,0.007645972534764208,0.04412377695553005,0.19133052554114477,48.0,0.0992314522724593,0.0992314522724593,0.006769201932555468,0.08789089138295778,0.5,6.0,0.01,0.18712234365541708
