candidate,family,features,fit_seconds,input_dimension,invariant_dimension_fraction,invariant_feature_fraction,predict_seconds,raw_input_dimension,selected_blocks,selected_dimensions,selection_key,stage,validation_C,validation_method_loss,validation_raw_loss,dataset,model,seed
stage_1,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73']",1.438159970100969,688,0.13157894736842105,0.13157894736842105,0.01682562497444451,608,10,80,n10__52271aad40512b9d,1,-0.131309993932231,0.393177056309742,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_2,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44']",0.5243042660877109,768,0.2631578947368421,0.2631578947368421,0.021140570053830743,608,20,160,n20__78763a01579e09ed,2,-0.1258974219220204,0.4023122594361527,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_3,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22']",0.6687408960424364,848,0.39473684210526316,0.39473684210526316,0.013123934157192707,608,30,240,n30__26c09b237bc4132e,3,-0.05160071704763258,0.5277083722952802,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_4,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22', 'att10', 'att58', 'att48', 'att49', 'att40', 'att28', 'att24', 'att52', 'att29', 'att30']",0.8285021169576794,928,0.5263157894736842,0.5263157894736842,0.02375653199851513,608,40,320,n40__ef8c42fd034f531b,4,-0.02972596291625308,0.5646280330320745,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_5,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22', 'att10', 'att58', 'att48', 'att49', 'att40', 'att28', 'att24', 'att52', 'att29', 'att30', 'att47', 'att69', 'att16', 'att57', 'att70', 'att23', 'att76', 'att59', 'att66']",0.9004457909613848,1000,0.6447368421052632,0.6447368421052632,0.029779303120449185,608,49,392,n49__e04e7c89b13e854a,5,-0.025975329965062285,0.5709582571468026,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_6,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22', 'att10', 'att58', 'att48', 'att49', 'att40', 'att28', 'att24', 'att52', 'att29', 'att30', 'att47', 'att69', 'att16', 'att57', 'att70', 'att23', 'att76', 'att59', 'att66', 'att19', 'att34', 'att39', 'att54', 'att41', 'att61', 'att37', 'att65', 'att15']",1.0670823340769857,1072,0.7631578947368421,0.7631578947368421,0.03648832603357732,608,58,464,n58__13631d75576a20a3,6,0.03475688051355194,0.6734605569760633,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_7,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22', 'att10', 'att58', 'att48', 'att49', 'att40', 'att28', 'att24', 'att52', 'att29', 'att30', 'att47', 'att69', 'att16', 'att57', 'att70', 'att23', 'att76', 'att59', 'att66', 'att19', 'att34', 'att39', 'att54', 'att41', 'att61', 'att37', 'att65', 'att15', 'att71', 'att21', 'att27', 'att38', 'att17', 'att62', 'att56', 'att50', 'att43']",0.5780278709717095,1144,0.881578947368421,0.881578947368421,0.009522724896669388,608,67,536,n67__239ca9da00f7a9bf,7,0.05248331078079984,0.7033787808614882,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_8,BlockGuard-Greedy,"['att75', 'att26', 'att2', 'att5', 'att3', 'att63', 'att8', 'att11', 'att72', 'att73', 'att18', 'att6', 'att13', 'att60', 'att67', 'att53', 'att74', 'att45', 'att1', 'att44', 'att68', 'att9', 'att4', 'att32', 'att46', 'att35', 'att7', 'att14', 'att64', 'att22', 'att10', 'att58', 'att48', 'att49', 'att40', 'att28', 'att24', 'att52', 'att29', 'att30', 'att47', 'att69', 'att16', 'att57', 'att70', 'att23', 'att76', 'att59', 'att66', 'att19', 'att34', 'att39', 'att54', 'att41', 'att61', 'att37', 'att65', 'att15', 'att71', 'att21', 'att27', 'att38', 'att17', 'att62', 'att56', 'att50', 'att43', 'att12', 'att33', 'att36', 'att31', 'att20', 'att51', 'att25', 'att42', 'att55']",0.0,1216,1.0,1.0,0.0,608,76,608,n76__1f2805343c762161,8,0.07169044024579364,0.7357960916717623,0.614798766808152,mfeat-fourier,controlled_mlp,1
stage_0_raw,BlockGuard-Greedy,[],0.0,608,0.0,0.0,0.0,608,0,0,n0__4f53cda18c2baa0c,0,0.0,0.5856303671177399,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_1,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1']",1.2637003881391138,688,0.13157894736842105,0.13157894736842105,0.034063235158100724,608,10,80,n10__89b0b619f64f7ce3,1,-0.03067676351499584,0.532960103866775,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_2,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76']",1.5865585030987859,768,0.2631578947368421,0.2631578947368421,0.0407661369536072,608,20,160,n20__3af53acb0993f6e7,2,-0.08785588505818069,0.4347867948517521,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_3,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45']",1.4842961819376796,848,0.39473684210526316,0.39473684210526316,0.010214930167421699,608,30,240,n30__7d17c01f77ac7096,3,-0.039776412145859606,0.5173365232160786,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_4,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45', 'att52', 'att32', 'att71', 'att68', 'att44', 'att59', 'att4', 'att23', 'att62', 'att65']",1.1963908860925585,928,0.5263157894736842,0.5263157894736842,0.04950893996283412,608,40,320,n40__26c64798455be6c2,4,-0.017285146663384578,0.5559527505514759,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_5,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45', 'att52', 'att32', 'att71', 'att68', 'att44', 'att59', 'att4', 'att23', 'att62', 'att65', 'att19', 'att10', 'att61', 'att51', 'att16', 'att72', 'att56', 'att40', 'att12']",1.7898102679755539,1000,0.6447368421052632,0.6447368421052632,0.03888927190564573,608,49,392,n49__fe418f78cde9e4c6,5,0.016540505457361503,0.6140294769624725,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_6,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45', 'att52', 'att32', 'att71', 'att68', 'att44', 'att59', 'att4', 'att23', 'att62', 'att65', 'att19', 'att10', 'att61', 'att51', 'att16', 'att72', 'att56', 'att40', 'att12', 'att41', 'att37', 'att22', 'att55', 'att53', 'att29', 'att31', 'att57', 'att27']",1.6423166960012168,1072,0.7631578947368421,0.7631578947368421,0.035888473968952894,608,58,464,n58__dc841c7c80104930,6,0.011283836730044058,0.60500407486764,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_7,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45', 'att52', 'att32', 'att71', 'att68', 'att44', 'att59', 'att4', 'att23', 'att62', 'att65', 'att19', 'att10', 'att61', 'att51', 'att16', 'att72', 'att56', 'att40', 'att12', 'att41', 'att37', 'att22', 'att55', 'att53', 'att29', 'att31', 'att57', 'att27', 'att39', 'att54', 'att15', 'att34', 'att50', 'att35', 'att28', 'att17', 'att66']",0.9800249650143087,1144,0.881578947368421,0.881578947368421,0.02979766298085451,608,67,536,n67__d900f7243f31d7e5,7,0.051081822506831236,0.6733349594701457,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_8,BlockGuard-Greedy,"['att18', 'att5', 'att60', 'att13', 'att2', 'att14', 'att8', 'att7', 'att67', 'att1', 'att6', 'att69', 'att11', 'att3', 'att63', 'att73', 'att9', 'att64', 'att75', 'att76', 'att70', 'att26', 'att74', 'att38', 'att48', 'att24', 'att20', 'att33', 'att58', 'att45', 'att52', 'att32', 'att71', 'att68', 'att44', 'att59', 'att4', 'att23', 'att62', 'att65', 'att19', 'att10', 'att61', 'att51', 'att16', 'att72', 'att56', 'att40', 'att12', 'att41', 'att37', 'att22', 'att55', 'att53', 'att29', 'att31', 'att57', 'att27', 'att39', 'att54', 'att15', 'att34', 'att50', 'att35', 'att28', 'att17', 'att66', 'att42', 'att21', 'att47', 'att46', 'att49', 'att43', 'att36', 'att30', 'att25']",0.0,1216,1.0,1.0,0.0,608,76,608,n76__1f2805343c762161,8,0.045311999627252186,0.6634285007972706,0.5856303671177399,mfeat-fourier,controlled_mlp,2
stage_0_raw,BlockGuard-Greedy,[],0.0,608,0.0,0.0,0.0,608,0,0,n0__4f53cda18c2baa0c,0,0.0,0.45921078527783044,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_1,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73']",1.2173397450242192,688,0.13157894736842105,0.13157894736842105,0.3304446500260383,608,10,80,n10__a0e2a29d90f0544b,1,-0.000902543700962586,0.45754706972999926,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_2,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67']",1.0026430920697749,768,0.2631578947368421,0.2631578947368421,0.3177164439111948,608,20,160,n20__46d398783925f72d,2,-0.010857995209245925,0.4391955600553481,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_3,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56']",1.0488723500166088,848,0.39473684210526316,0.39473684210526316,0.35645942692644894,608,30,240,n30__4accd3b2db94d23f,3,-0.0030468445124483354,0.4535943452297994,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_4,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56', 'att23', 'att15', 'att12', 'att70', 'att68', 'att34', 'att20', 'att27', 'att41', 'att53']",1.082640403881669,928,0.5263157894736842,0.5263157894736842,0.3931504301726818,608,40,320,n40__ac2b85daf65fb46c,4,0.0010274479636800968,0.4611047447059877,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_5,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56', 'att23', 'att15', 'att12', 'att70', 'att68', 'att34', 'att20', 'att27', 'att41', 'att53', 'att33', 'att43', 'att72', 'att36', 'att44', 'att71', 'att8', 'att60', 'att29']",1.3065143700223416,1000,0.6447368421052632,0.6447368421052632,0.43438296392560005,608,49,392,n49__121899c9d0f1a9b7,5,0.03212539187519423,0.5184295398776653,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_6,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56', 'att23', 'att15', 'att12', 'att70', 'att68', 'att34', 'att20', 'att27', 'att41', 'att53', 'att33', 'att43', 'att72', 'att36', 'att44', 'att71', 'att8', 'att60', 'att29', 'att46', 'att6', 'att16', 'att37', 'att50', 'att30', 'att38', 'att63', 'att66']",1.3138872541021556,1072,0.7631578947368421,0.7631578947368421,0.4471121442038566,608,58,464,n58__313c3025a690ee5d,6,0.017085395204522656,0.49070536843462204,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_7,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56', 'att23', 'att15', 'att12', 'att70', 'att68', 'att34', 'att20', 'att27', 'att41', 'att53', 'att33', 'att43', 'att72', 'att36', 'att44', 'att71', 'att8', 'att60', 'att29', 'att46', 'att6', 'att16', 'att37', 'att50', 'att30', 'att38', 'att63', 'att66', 'att45', 'att61', 'att62', 'att55', 'att59', 'att65', 'att4', 'att64', 'att54']",1.211334308842197,1144,0.881578947368421,0.881578947368421,0.5072941130492836,608,67,536,n67__afbeadd5129599e7,7,0.017410743360555137,0.4913051031456085,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_8,BlockGuard-Greedy,"['att3', 'att9', 'att75', 'att51', 'att1', 'att19', 'att25', 'att10', 'att7', 'att73', 'att74', 'att14', 'att31', 'att2', 'att76', 'att40', 'att5', 'att32', 'att35', 'att67', 'att18', 'att26', 'att57', 'att17', 'att42', 'att58', 'att69', 'att13', 'att49', 'att56', 'att23', 'att15', 'att12', 'att70', 'att68', 'att34', 'att20', 'att27', 'att41', 'att53', 'att33', 'att43', 'att72', 'att36', 'att44', 'att71', 'att8', 'att60', 'att29', 'att46', 'att6', 'att16', 'att37', 'att50', 'att30', 'att38', 'att63', 'att66', 'att45', 'att61', 'att62', 'att55', 'att59', 'att65', 'att4', 'att64', 'att54', 'att11', 'att22', 'att28', 'att48', 'att39', 'att52', 'att24', 'att47', 'att21']",0.0,1216,1.0,1.0,0.0,608,76,608,n76__1f2805343c762161,8,0.028483305036418542,0.5117158522260203,0.45921078527783044,mfeat-fourier,tabm_d,0
stage_0_raw,BlockGuard-Greedy,[],0.0,608,0.0,0.0,0.0,608,0,0,n0__4f53cda18c2baa0c,0,0.0,0.4728630734829215,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_1,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74']",0.9045230839401484,688,0.13157894736842105,0.13157894736842105,0.3394384190905839,608,10,80,n10__820b40ff7984ace6,1,0.005844679075160774,0.48355714463992444,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_2,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33']",1.1744049859698862,768,0.2631578947368421,0.2631578947368421,0.3343496371526271,608,20,160,n20__f86ada724c5926ce,2,-0.005184450642691444,0.46337702927588575,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_3,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33', 'att20', 'att30', 'att6', 'att37', 'att59', 'att27', 'att13', 'att62', 'att58', 'att51']",1.6582164659630507,848,0.39473684210526316,0.39473684210526316,0.3494530189782381,608,30,240,n30__b17d206837060c64,3,0.00233681287891001,0.4771387647375311,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_4,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33', 'att20', 'att30', 'att6', 'att37', 'att59', 'att27', 'att13', 'att62', 'att58', 'att51', 'att21', 'att14', 'att23', 'att4', 'att48', 'att25', 'att72', 'att29', 'att70', 'att41']",1.6280581019818783,928,0.5263157894736842,0.5263157894736842,0.3723830250091851,608,40,320,n40__0b7a2a9f3e67cf13,4,0.004552627189448646,0.4811930636310856,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_5,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33', 'att20', 'att30', 'att6', 'att37', 'att59', 'att27', 'att13', 'att62', 'att58', 'att51', 'att21', 'att14', 'att23', 'att4', 'att48', 'att25', 'att72', 'att29', 'att70', 'att41', 'att31', 'att61', 'att50', 'att43', 'att3', 'att36', 'att75', 'att16', 'att22']",1.6768449319060892,1000,0.6447368421052632,0.6447368421052632,0.4507682970725,608,49,392,n49__be369667c058e579,5,0.019387857609537457,0.5083372417292817,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_6,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33', 'att20', 'att30', 'att6', 'att37', 'att59', 'att27', 'att13', 'att62', 'att58', 'att51', 'att21', 'att14', 'att23', 'att4', 'att48', 'att25', 'att72', 'att29', 'att70', 'att41', 'att31', 'att61', 'att50', 'att43', 'att3', 'att36', 'att75', 'att16', 'att22', 'att52', 'att28', 'att35', 'att65', 'att66', 'att34', 'att60', 'att18', 'att32']",1.1864722159225494,1072,0.7631578947368421,0.7631578947368421,0.44358215807005763,608,58,464,n58__2b3bdeadb4dcdd02,6,0.016828711255589796,0.5036547445624808,0.4728630734829215,mfeat-fourier,tabm_d,1
stage_7,BlockGuard-Greedy,"['att9', 'att46', 'att17', 'att15', 'att45', 'att5', 'att24', 'att54', 'att71', 'att74', 'att19', 'att1', 'att73', 'att63', 'att44', 'att26', 'att40', 'att8', 'att68', 'att33', 'att20', 'att30', 'att6', 'att37', 'att59', 'att27', 'att13', 'att62', 'att58', 'att51', 'att21', 'att14', 'att23', 'att4', 'att48', 'att25', 'att72', 'att29', 'att70', 'att41', 'att31', 'att61', 'att50', 'att43', 'att3', 'att36', 'att75', 'att16', 'att22', 'att52', 'att28', 'att35', 'att65', 'att66', 'att34', 'att60', 'att18', 'att32', 'att67', 'att69', 'att47', 'att55', 'att53', 'att10', 'att57', 'att64', 'att12']",1.4287217070814222,1144,0.881578947368421,0.881578947368421,0.47920356411486864,608,67,536,n67__8783b455c7376d5c,7,0.05989122515636358,0.5824466819695207,0.4728630734829215,mfeat-fourier,tabm_d,1
