git_commit,git_dirty,task_id,task_seed,seed,depth,model,split,training_seconds,functional_recovery,exact_program,operator_accuracy,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612200,202612200,4,2,MLP,iid,0.68548722891137,-1.0,-1.0,-1.0,0.027395631736624182,0.043443621899724894,0.9992229437151996,0.027875729314233363,0.03264340831859966
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612200,202612200,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612200,202612200,4,2,BeamCompiled,ood,0.04653925006277859,1.0,0.0,1.0,0.03446591645479202,0.03975161041414758,0.9999999316794723,0.0002613819574823529,0.0002644787043796659
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612200,202612200,4,2,MLP,ood,0.68548722891137,-1.0,-1.0,-1.0,104.26761660445482,124.57903655411386,0.32898582753334416,0.819154547363717,0.7734248764980287
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,BeamCompiled,iid,0.047384995967149734,1.0,0.0,1.0,0.0005773230512886585,0.0008239983933686181,0.9999997850465389,0.00046363073787453483,0.00036316923559803765
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,MLP,iid,0.7086824071593583,-1.0,-1.0,-1.0,0.014180935625404345,0.019236260237982927,0.9998828525066846,0.010823469559961718,0.012275786039168613
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,BeamCompiled,ood,0.047384995967149734,1.0,0.0,1.0,0.01389578660018742,0.018950688779739964,0.9999996789458198,0.0005666164313666784,0.0004299493311961802
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,0,2,MLP,ood,0.7086824071593583,-1.0,-1.0,-1.0,14.68204937716655,21.730339235742377,0.5778552985132472,0.6497266359683531,0.4571355290040835
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,BeamCompiled,iid,0.0467514309566468,1.0,0.0,1.0,0.0010219641538924407,0.001263766731196575,0.9999994943784808,0.000711070685090333,0.0006908500938696727
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,MLP,iid,0.7257328680716455,-1.0,-1.0,-1.0,0.015788572360293074,0.02110004033207623,0.999859052205877,0.011872143619540605,0.01312805492361982
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,BeamCompiled,ood,0.0467514309566468,1.0,0.0,1.0,0.02243870919210167,0.030578094672721854,0.9999991641099183,0.0009142702454157364,0.0006920491451733782
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,1,2,MLP,ood,0.7257328680716455,-1.0,-1.0,-1.0,14.053132241519052,20.464627377759783,0.6255998509602327,0.6118824634190518,0.43536517815976306
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,BeamCompiled,iid,0.046531459083780646,1.0,0.0,1.0,0.00045397943233638216,0.00048111639351523273,0.9999999267188927,0.0002707048342862675,0.0007036402005963524
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,MLP,iid,0.721507121110335,-1.0,-1.0,-1.0,0.014052622184067332,0.019121724167193977,0.9998842433870333,0.010759024721912895,0.01253237298940079
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,BeamCompiled,ood,0.046531459083780646,1.0,0.0,1.0,0.002782605584798148,0.003747803120245795,0.9999999874431165,0.0001120575011357299,8.400454683410975e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,2,2,MLP,ood,0.721507121110335,-1.0,-1.0,-1.0,14.186920161169837,20.778872271719724,0.6140133562027112,0.6212782338029305,0.44056265388983484
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,BeamCompiled,iid,0.04677933291532099,1.0,0.0,1.0,0.00014033843660854473,0.000161148914266021,0.9999999917785867,9.067200935113005e-05,0.00015166482688316356
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,MLP,iid,0.7198696141131222,-1.0,-1.0,-1.0,0.014689994851210031,0.01956243674460409,0.9998788460400523,0.011006995954744938,0.011947406689611813
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,BeamCompiled,ood,0.04677933291532099,1.0,0.0,1.0,0.002646898039529333,0.0036045192581317244,0.9999999883848979,0.00010777338293996773,8.139939259442852e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,3,2,MLP,ood,0.7198696141131222,-1.0,-1.0,-1.0,15.358246041971142,22.313018621972272,0.5549129218105826,0.6671484678760923,0.4766838682673875
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,BeamCompiled,iid,0.0461241549346596,1.0,0.0,1.0,0.0009171782934345174,0.0009307276332948404,0.9999997257561298,0.0005236829863473621,0.0010859736835199985
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,MLP,iid,0.9634957551024854,-1.0,-1.0,-1.0,0.014326103107691779,0.018844441957959767,0.9998875761963132,0.010603009180740319,0.013723868998700064
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,BeamCompiled,ood,0.0461241549346596,1.0,0.0,1.0,0.0033935954288608627,0.004478268685454335,0.9999999820713072,0.00013389806833649559,0.00010823432963086809
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612201,202612201,4,2,MLP,ood,0.9634957551024854,-1.0,-1.0,-1.0,14.04065942268062,20.731150927149425,0.6157842559579452,0.6198513886747814,0.43915970406967275
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,BeamCompiled,iid,0.04743822501040995,1.0,1.0,1.0,0.0003897993528880761,0.00043940484650526574,0.9999997544625925,0.0004955173130282482,0.0005045093780322135
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,MLP,iid,0.7945093540474772,-1.0,-1.0,-1.0,0.03949997184759013,0.05440796357870623,0.9962354512736292,0.06135591842985332,0.038436729653946566
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,BeamCompiled,ood,0.04743822501040995,1.0,1.0,1.0,0.01014579739421606,0.0113125498062754,0.9999991708977465,0.0009105505222120874,0.00037696619347413055
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,0,2,MLP,ood,0.7945093540474772,-1.0,-1.0,-1.0,11.825695517472923,14.522656043255253,-0.3664042058476773,1.1689329347091206,0.3972237649896728
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,BeamCompiled,iid,0.04646792309358716,1.0,1.0,1.0,0.0006569814314616451,0.0007428177270789139,0.9999992982983471,0.0008376763413497832,0.0007772115809895094
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,MLP,iid,1.0126324999146163,-1.0,-1.0,-1.0,0.03931651126936231,0.0540724590905116,0.9962817359981812,0.06097756966146502,0.03425596674364252
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,BeamCompiled,ood,0.04646792309358716,0.0,1.0,1.0,0.018473012372851372,0.020575331838304962,0.9999972572843577,0.001656114622334108,0.0006866344109999457
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,1,2,MLP,ood,1.0126324999146163,-1.0,-1.0,-1.0,12.859443814959377,15.689599846283855,-0.5948168721362235,1.2628605909348123,0.44695241201685787
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,BeamCompiled,iid,0.049055662006139755,1.0,1.0,1.0,0.000254163288957443,0.00031888856546918463,0.9999998706799469,0.0003596109746477941,0.00023018645164661183
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,MLP,iid,0.9309805450029671,-1.0,-1.0,-1.0,0.03732474646062656,0.05201762437660878,0.996558965641141,0.0586603303677967,0.03570087418760596
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,BeamCompiled,ood,0.049055662006139755,1.0,1.0,1.0,0.00923073198646307,0.010233183266216663,0.9999993215644593,0.00082367198611375,0.000343543306763783
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,2,2,MLP,ood,0.9309805450029671,-1.0,-1.0,-1.0,10.444889859296381,13.063222750967357,-0.10557383448933289,1.0514627118872704,0.3634685005170969
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,BeamCompiled,iid,0.046410668175667524,1.0,1.0,1.0,0.0003132513862738051,0.00034942258922382577,0.9999998447291482,0.00039404422573087965,0.00047957541383492216
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,MLP,iid,0.8986398980487138,-1.0,-1.0,-1.0,0.03499122824018741,0.04894598280851088,0.9969533533532634,0.05519643690254448,0.02897100752113164
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,BeamCompiled,ood,0.046410668175667524,1.0,1.0,1.0,0.005620830692350864,0.006297736740414589,0.9999997430455807,0.0005069067165174124,0.00020853368956781152
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,3,2,MLP,ood,0.8986398980487138,-1.0,-1.0,-1.0,11.659513513557613,14.26019975615198,-0.3174626299269565,1.1478077495499657,0.39895476891218445
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,BeamCompiled,iid,0.04673274117521942,1.0,1.0,1.0,0.0004836103678371728,0.0005048350729441934,0.9999996758940384,0.0005693030490157067,0.0007316026445451937
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,MLP,iid,0.8519541679415852,-1.0,-1.0,-1.0,0.04310269638540376,0.05902013242412213,0.9955701569461435,0.06655706614519992,0.03724766115748123
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,BeamCompiled,ood,0.04673274117521942,1.0,1.0,1.0,0.0037351585924625397,0.004250684800886513,0.9999998829409781,0.00034213889277721795,0.00013797210453617847
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612202,202612202,4,2,MLP,ood,0.8519541679415852,-1.0,-1.0,-1.0,12.230518181808293,14.777358110579282,-0.41475319372000796,1.1894339803957208,0.42876547008255195
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,BeamCompiled,iid,0.046610327903181314,1.0,1.0,1.0,0.00023483904578824877,0.0002501929175111667,0.9999999644965154,0.0001884236838382077,0.00033137840443572407
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,MLP,iid,0.9052427369169891,-1.0,-1.0,-1.0,0.023682930378754463,0.03858462895147464,0.9991555972982605,0.029058608048897802,0.019567152174898003
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,BeamCompiled,ood,0.046610327903181314,1.0,1.0,1.0,0.0017737187445163727,0.001952632126288184,0.9999999956718807,6.578844327774612e-05,6.999755835677202e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,0,2,MLP,ood,0.9052427369169891,-1.0,-1.0,-1.0,14.797591871581972,17.31751654111439,0.6595686229915158,0.5834649749629229,0.5154420007133103
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,BeamCompiled,iid,0.04641750711016357,1.0,1.0,1.0,0.0006527554402282476,0.0006665419493989282,0.9999997480142786,0.0005019817938405102,0.0008898418005363861
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,MLP,iid,0.8268294031731784,-1.0,-1.0,-1.0,0.031607589135774106,0.04789137262610155,0.9986991251214019,0.03606764309735345,0.029175733099001865
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,BeamCompiled,ood,0.04641750711016357,1.0,1.0,1.0,0.0027743540704250336,0.0030927030579232457,0.9999999891423758,0.00010419992427752706,0.00011507496166233546
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,1,2,MLP,ood,0.8268294031731784,-1.0,-1.0,-1.0,14.918402870185673,17.514197559543565,0.6517919174573106,0.5900915882663381,0.5338030793739889
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,BeamCompiled,iid,0.04692325880751014,1.0,1.0,1.0,0.0005774434659997496,0.0006321168171108368,0.9999997733709142,0.00047605575921544824,0.000813986183041848
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,MLP,iid,0.8575541949830949,-1.0,-1.0,-1.0,0.03452181863099213,0.053056871150836904,0.9984033702086217,0.03995785018464249,0.034086788107397736
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,BeamCompiled,ood,0.04692325880751014,1.0,1.0,1.0,0.005556161515414715,0.006104062828189511,0.9999999577042871,0.00020565921544039807,0.00021626299045294318
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,2,2,MLP,ood,0.8575541949830949,-1.0,-1.0,-1.0,14.476294813677669,17.04539235377438,0.670183511206599,0.574296516438504,0.4979947650328634
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,BeamCompiled,iid,0.046757949981838465,1.0,1.0,1.0,0.0003624075641255331,0.00042590367221651416,0.9999998971169746,0.0003207538393874573,0.0004922949423699246
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,MLP,iid,0.8769939360208809,-1.0,-1.0,-1.0,0.027352778200338435,0.042055430883725625,0.9989968517227468,0.031672516118131266,0.025284682275164116
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,BeamCompiled,ood,0.046757949981838465,1.0,1.0,1.0,0.005467774346470833,0.006016747014144508,0.9999999589056741,0.00020271735486040773,0.00019566930022839237
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,3,2,MLP,ood,0.8769939360208809,-1.0,-1.0,-1.0,14.638010472990572,17.18818560318953,0.6646344651683729,0.5791075330468661,0.5169829851362853
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,BeamCompiled,iid,0.046251225983724,1.0,1.0,1.0,0.0009943543664121535,0.0010012665069833839,0.9999994313823506,0.0007540674037713448,0.0013517587645482444
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,MLP,iid,0.8522739808540791,-1.0,-1.0,-1.0,0.02534632629499356,0.04080967258518289,0.9990554016586017,0.030734318625898246,0.021799642476176287
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,BeamCompiled,ood,0.046251225983724,1.0,1.0,1.0,0.0024415217339992523,0.0028190710181542422,0.9999999909786736,9.498066290977662e-05,0.00010896575275900819
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612203,202612203,4,2,MLP,ood,0.8522739808540791,-1.0,-1.0,-1.0,15.078825018368661,17.586563818305144,0.6489084768061135,0.5925297656606683,0.5394268307119015
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,OracleExact,iid,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,BeamCompiled,iid,0.046996880089864135,1.0,0.0,1.0,0.00011299418247290305,0.00016455968513382985,0.999999991369187,9.290216888141238e-05,7.292106655648161e-05
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,MLP,iid,0.8970716579351574,-1.0,-1.0,-1.0,0.014577094971627957,0.019467868671840857,0.9998792070392104,0.010990585097690532,0.011879978213013108
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,OracleExact,ood,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,program-202612204,202612204,0,2,BeamCompiled,ood,0.046996880089864135,1.0,0.0,1.0,0.002623645603307523,0.0036531104854211262,0.999999988172824,0.00010875282092781447,8.394469101942696e-05
