split_seed,numeric_seed,condition,method,auroc,log_loss
7,3,opaque_informative,e5,0.7008849157476517,0.6986874799098863
7,3,opaque_paraphrase,e5,0.8415195777402673,0.4985313158798504
7,3,negated_description,e5,0.8441139736526012,0.4941761922476582
7,3,ambiguous,e5,0.5571504995558101,0.9032186255203962
7,3,shuffled_description,e5,0.40396721392459045,1.1231983269521484
7,3,clean,gte,0.7757496242683628,0.5919793370621427
7,3,opaque_informative,gte,0.7707818667757993,0.598469254592448
7,3,opaque_paraphrase,gte,0.809949090909091,0.5420133361994501
7,3,negated_description,gte,0.40769139636658747,1.120229112489193
7,3,ambiguous,gte,0.5571504995558101,0.9032186255203962
7,3,shuffled_description,gte,0.3336838088121998,1.223530215101806
7,3,clean,oracle,0.8804287413054457,0.43321614449951606
7,3,opaque_informative,oracle,0.8813762321437607,0.4310241078109879
7,3,opaque_paraphrase,oracle,0.8806908683653512,0.43241091839496987
7,3,negated_description,oracle,0.8810218897245914,0.43214034796530154
7,3,ambiguous,oracle,0.8829493416442652,0.42814154598914206
7,3,shuffled_description,oracle,0.8835281203159417,0.4274161888587481
7,4,clean,structure_only,0.6572937085236125,0.6556201614816531
7,4,opaque_informative,structure_only,0.6369672514694387,0.6641829081427256
7,4,opaque_paraphrase,structure_only,0.5982420300426806,0.6813243168933875
7,4,negated_description,structure_only,0.6221557079053068,0.6706916107824117
7,4,ambiguous,structure_only,0.590932153324148,0.6837539615931918
7,4,shuffled_description,structure_only,0.6093702217656383,0.675182885544886
7,4,clean,tfidf,0.7756276858888358,0.6402669023429395
7,4,opaque_informative,tfidf,0.7774588399818515,0.6324378586473017
7,4,opaque_paraphrase,tfidf,0.7713176349610659,0.6490921204733209
7,4,negated_description,tfidf,0.37071489746638897,1.4297709686108269
7,4,ambiguous,tfidf,0.4768866247217635,1.2234614991404165
7,4,shuffled_description,tfidf,0.3281191113459884,1.5164618371439365
7,4,clean,bge,0.8136862282290294,0.5399086207286646
7,4,opaque_informative,bge,0.7428739403362747,0.6453702998952965
7,4,opaque_paraphrase,bge,0.769558649914505,0.6089655101327272
7,4,negated_description,bge,0.6256492156120117,0.824456492332321
7,4,ambiguous,bge,0.4830717843988952,1.0400133923505985
7,4,shuffled_description,bge,0.37483516056102206,1.2007126078977102
7,4,clean,e5,0.8100620538322295,0.5461249345615196
7,4,opaque_informative,e5,0.7080416040298234,0.6982648995357142
7,4,opaque_paraphrase,e5,0.8441717386620854,0.4937240276370799
7,4,negated_description,e5,0.8438505879531975,0.493575448719471
7,4,ambiguous,e5,0.4830717843988952,1.0400133923505985
7,4,shuffled_description,e5,0.4092107517844572,1.1497783390737342
7,4,clean,gte,0.7739799153444508,0.6007602257667637
7,4,opaque_informative,gte,0.7782118667042306,0.5911789214873067
7,4,opaque_paraphrase,gte,0.8073542546826842,0.5512293609607261
7,4,negated_description,gte,0.4128617428292728,1.1451325269215142
7,4,ambiguous,gte,0.4830717843988952,1.0400133923505985
7,4,shuffled_description,gte,0.3368996925603839,1.2597048284132875
7,4,clean,oracle,0.884263486939576,0.4263249704476749
7,4,opaque_informative,oracle,0.8815948062255273,0.43113510794576493
7,4,opaque_paraphrase,oracle,0.8824909031414448,0.4293435663366824
7,4,negated_description,oracle,0.8794134898849115,0.4347622257390074
7,4,ambiguous,oracle,0.8808598210171407,0.43223399436261933
7,4,shuffled_description,oracle,0.8818624020103965,0.4301798517742322
19,0,clean,structure_only,0.6180143764890484,0.674711717063974
19,0,opaque_informative,structure_only,0.7124720378173144,0.6297681597969799
19,0,opaque_paraphrase,structure_only,0.5915745197801052,0.6869544715886291
19,0,negated_description,structure_only,0.5938004188087335,0.6858828030326924
19,0,ambiguous,structure_only,0.6908334013878841,0.6405590689187547
19,0,shuffled_description,structure_only,0.6388164380002535,0.6649573425243073
19,0,clean,tfidf,0.7337432733458984,0.7099827155219219
19,0,opaque_informative,tfidf,0.7728279884301815,0.6369657999543701
19,0,opaque_paraphrase,tfidf,0.8807349464678702,0.43213093128087265
19,0,negated_description,tfidf,0.40553214222727374,1.3217596996146919
19,0,ambiguous,tfidf,0.40503475068992306,1.3207998643956402
19,0,shuffled_description,tfidf,0.3350681050546763,1.4418241314117985
19,0,clean,bge,0.7008546727876412,0.7003730042933363
19,0,opaque_informative,bge,0.7369090968531908,0.651621615174932
19,0,opaque_paraphrase,bge,0.7369883411559389,0.6470832444729546
19,0,negated_description,bge,0.8459585936298855,0.49133501754454806
19,0,ambiguous,bge,0.41243574203574207,1.1176449962157733
19,0,shuffled_description,bge,0.38135105381434126,1.156724695861114
19,0,clean,e5,0.6992157678520156,0.7056243635825735
19,0,opaque_informative,e5,0.7030477867071202,0.7007101683173089
19,0,opaque_paraphrase,e5,0.8104628833391743,0.5427850364584698
19,0,negated_description,e5,0.5580057914840602,0.9094820471385219
19,0,ambiguous,e5,0.41243574203574207,1.1176449962157733
19,0,shuffled_description,e5,0.41654629877565985,1.106595881665226
19,0,clean,gte,0.8070932805000528,0.570412969026307
19,0,opaque_informative,gte,0.7760489547648379,0.6299195488429685
19,0,opaque_paraphrase,gte,0.6992364391511103,0.7678295450876412
19,0,negated_description,gte,0.5164473378783254,1.1143950258268918
19,0,ambiguous,gte,0.40503475068992306,1.3207998643956402
19,0,shuffled_description,gte,0.3349156403930751,1.4432023493621637
19,0,clean,oracle,0.8840296675849317,0.4269790744453991
19,0,opaque_informative,oracle,0.8821394069465229,0.430522778008779
19,0,opaque_paraphrase,oracle,0.8807349464678702,0.43213093128087265
19,0,negated_description,oracle,0.883289822342837,0.42776787902490654
19,0,ambiguous,oracle,0.8816730916592986,0.43071545693933316
19,0,shuffled_description,oracle,0.882843755127024,0.4289738748198678
19,1,clean,structure_only,0.5902957351523168,0.6828804049435658
19,1,opaque_informative,structure_only,0.6328105726419023,0.6660859485425709
19,1,opaque_paraphrase,structure_only,0.6563942694844409,0.6562474379946561
19,1,negated_description,structure_only,0.6576996544011906,0.6554468343915782
19,1,ambiguous,structure_only,0.6293865968614325,0.6670673794660912
19,1,shuffled_description,structure_only,0.600167592203576,0.6784306520608073
19,1,clean,tfidf,0.738144491791706,0.6987915407029228
19,1,opaque_informative,tfidf,0.770848656460941,0.640687773579919
19,1,opaque_paraphrase,tfidf,0.8835162948970512,0.42758517054702344
19,1,negated_description,tfidf,0.39827114749365244,1.3374820586989786
19,1,ambiguous,tfidf,0.5063503963358562,1.1349005710416753
19,1,shuffled_description,tfidf,0.32843452475526735,1.4777763973736577
19,1,clean,bge,0.6979356419433116,0.69876350894053
19,1,opaque_informative,bge,0.7372458172678854,0.6461761920875057
19,1,opaque_paraphrase,bge,0.7377992956350248,0.6427914523871677
19,1,negated_description,bge,0.8400994100739647,0.4981885376252506
19,1,ambiguous,bge,0.5122927935745933,0.9619746553838359
19,1,shuffled_description,bge,0.37680935638372864,1.158201471276942
19,1,clean,e5,0.7025634774232304,0.692668701629673
19,1,opaque_informative,e5,0.6984386881635203,0.7010620611574377
19,1,opaque_paraphrase,e5,0.8103642091197925,0.5401264221767429
19,1,negated_description,e5,0.5548275033714672,0.9038087084111218
19,1,ambiguous,e5,0.5122927935745933,0.9619746553838359
19,1,shuffled_description,e5,0.41088489739748707,1.1099666943989956
19,1,clean,gte,0.8091046844020671,0.5653301345652674
19,1,opaque_informative,gte,0.7719965851836149,0.6367390360643115
19,1,opaque_paraphrase,gte,0.6961236691880941,0.7823349174881494
19,1,negated_description,gte,0.5130791726777024,1.1233092629080559
19,1,ambiguous,gte,0.5063503963358562,1.1349005710416753
19,1,shuffled_description,gte,0.3300295468323139,1.4742212045806284
19,1,clean,oracle,0.8846087062747551,0.426022906050451
19,1,opaque_informative,oracle,0.8833384695612586,0.42804212623574567
19,1,opaque_paraphrase,oracle,0.8835162948970512,0.42758517054702344
19,1,negated_description,oracle,0.8793721712391017,0.43432654649852825
19,1,ambiguous,oracle,0.8792822501214078,0.43470784229026893
19,1,shuffled_description,oracle,0.8803209427221778,0.4329384369306113
19,2,clean,structure_only,0.6004293759879966,0.689350616945311
19,2,opaque_informative,structure_only,0.6264511112006591,0.6754412827161409
19,2,opaque_paraphrase,structure_only,0.6819448467283418,0.6444252639747085
19,2,negated_description,structure_only,0.6076502174359439,0.6857267632287549
19,2,ambiguous,structure_only,0.6028916666057924,0.6892248702646132
19,2,shuffled_description,structure_only,0.5937391459416452,0.6938969889932859
19,2,clean,tfidf,0.7375319840312944,0.7031405625124354
19,2,opaque_informative,tfidf,0.7725028314804034,0.6407562590960842
19,2,opaque_paraphrase,tfidf,0.8821591950788901,0.4294007787511844
19,2,negated_description,tfidf,0.4103843376950095,1.3270384231754853
19,2,ambiguous,tfidf,0.5514797085266347,1.0611097241157115
19,2,shuffled_description,tfidf,0.3304884840669968,1.4915436983633925
19,2,clean,bge,0.7024562527128044,0.6971325294629519
19,2,opaque_informative,bge,0.7376454943666186,0.6490085031081225
19,2,opaque_paraphrase,bge,0.7397096341196667,0.645677100324948
19,2,negated_description,bge,0.8459658727167357,0.49175677022965136
19,2,ambiguous,bge,0.5569511444681323,0.9109187109624324
19,2,shuffled_description,bge,0.3765268556495974,1.179249040428957
19,2,clean,e5,0.7045937872089596,0.6950682411804585
19,2,opaque_informative,e5,0.7021474667574341,0.7007962112235128
19,2,opaque_paraphrase,e5,0.8123328048266854,0.5394652633498999
19,2,negated_description,e5,0.5618372927234454,0.9035331524480742
19,2,ambiguous,e5,0.5569511444681323,0.9109187109624324
19,2,shuffled_description,e5,0.41003087319441966,1.129999192805205
19,2,clean,gte,0.8086827318275593,0.5700550298472666
19,2,opaque_informative,gte,0.7718941639352134,0.6422073111780702
19,2,opaque_paraphrase,gte,0.7039353816269343,0.7703805359412451
19,2,negated_description,gte,0.5185584122049623,1.1226718487866862
19,2,ambiguous,gte,0.5514797085266347,1.0611097241157115
19,2,shuffled_description,gte,0.3327735805703782,1.4855262089291585
19,2,clean,oracle,0.8794424456769284,0.4340722458682329
19,2,opaque_informative,oracle,0.8798563897145886,0.43394847092348854
19,2,opaque_paraphrase,oracle,0.8821591950788901,0.4294007787511844
19,2,negated_description,oracle,0.8820248577758373,0.43001696031294784
19,2,ambiguous,oracle,0.8816646351821025,0.4310132593257955
19,2,shuffled_description,oracle,0.8789687272802096,0.43528357819771324
19,3,clean,structure_only,0.5737843760678274,0.7052626900092345
19,3,opaque_informative,structure_only,0.5738996893642803,0.7052613688853419
19,3,opaque_paraphrase,structure_only,0.5724710290334135,0.7071760263180635
19,3,negated_description,structure_only,0.6250893549806978,0.6762192896083731
19,3,ambiguous,structure_only,0.5726222645392266,0.7065998225818705
19,3,shuffled_description,structure_only,0.6273451456405752,0.6751971036202941
19,3,clean,tfidf,0.7344904483849546,0.7093908603915264
19,3,opaque_informative,tfidf,0.7678928211601976,0.6465402244450854
19,3,opaque_paraphrase,tfidf,0.8794526947962489,0.4341880785292794
19,3,negated_description,tfidf,0.40503532319539937,1.3290195537179343
19,3,ambiguous,tfidf,0.5099857667081713,1.1388111259667508
19,3,shuffled_description,tfidf,0.3331890039701308,1.4654046029430816
19,3,clean,bge,0.7044451557006326,0.7044142267472907
19,3,opaque_informative,bge,0.7329684649926016,0.6602457416054406
19,3,opaque_paraphrase,bge,0.7350035849886138,0.6582417399860118
19,3,negated_description,bge,0.8461065724324958,0.4907019624281903
19,3,ambiguous,bge,0.5155532938424414,0.9896893495361289
19,3,shuffled_description,bge,0.37677826094696276,1.1917079401042618
19,3,clean,e5,0.7022435194410254,0.7077407090537559
19,3,opaque_informative,e5,0.6962795353163159,0.7153163886869063
19,3,opaque_paraphrase,e5,0.8089486103390322,0.5468577615433053
19,3,negated_description,e5,0.5586557889968166,0.9195708553923958
19,3,ambiguous,e5,0.5155532938424414,0.9896893495361289
19,3,shuffled_description,e5,0.41168745083812325,1.1375845306011372
19,3,clean,gte,0.8094256517116307,0.5679496266885005
19,3,opaque_informative,gte,0.7692664636914303,0.6431068635739177
19,3,opaque_paraphrase,gte,0.6970460974740859,0.7837603905389017
19,3,negated_description,gte,0.514394819131492,1.1207231910957878
19,3,ambiguous,gte,0.5099857667081713,1.1388111259667508
19,3,shuffled_description,gte,0.33364060810375346,1.4665511440434145
19,3,clean,oracle,0.8822578995733698,0.4294791982226589
19,3,opaque_informative,oracle,0.8842105449065821,0.42719983214444224
19,3,opaque_paraphrase,oracle,0.8794526947962489,0.4341880785292794
19,3,negated_description,oracle,0.8815582920457513,0.4312033855662351
19,3,ambiguous,oracle,0.884450689380491,0.4253850396568869
19,3,shuffled_description,oracle,0.8827306188288585,0.4287380541378956
19,4,clean,structure_only,0.5867166017546475,0.6847449107670497
19,4,opaque_informative,structure_only,0.6172914715987835,0.671746696940933
19,4,opaque_paraphrase,structure_only,0.6435826315346003,0.6614712470416088
19,4,negated_description,structure_only,0.6226052363310873,0.6693592537919949
19,4,ambiguous,structure_only,0.5976651756398743,0.6797115881229648
19,4,shuffled_description,structure_only,0.5787772982777039,0.6878870014128318
19,4,clean,tfidf,0.7313940166526749,0.7146371475152827
19,4,opaque_informative,tfidf,0.771432954391416,0.6366238173008064
19,4,opaque_paraphrase,tfidf,0.8792892347452846,0.43435089756145356
19,4,negated_description,tfidf,0.4056102151067732,1.3259476750448238
19,4,ambiguous,tfidf,0.4758168090590852,1.1947983838949736
19,4,shuffled_description,tfidf,0.3290942624332271,1.4663253438871584
19,4,clean,bge,0.7012170672458296,0.7026514745723871
19,4,opaque_informative,bge,0.7368543304686401,0.64918008600263
19,4,opaque_paraphrase,bge,0.7354799910329067,0.6539706230519213
19,4,negated_description,bge,0.8434752317269845,0.49521683119823423
19,4,ambiguous,bge,0.4829421714303116,1.0213809474760165
19,4,shuffled_description,bge,0.3760836223723277,1.1749181631954537
19,4,clean,e5,0.6944298783910128,0.712809170373979
19,4,opaque_informative,e5,0.700560162272359,0.7027452564513063
19,4,opaque_paraphrase,e5,0.8090585183082097,0.5452416101968762
19,4,negated_description,e5,0.5559548626442641,0.9166909309561567
19,4,ambiguous,e5,0.4829421714303116,1.0213809474760165
19,4,shuffled_description,e5,0.4114982631250051,1.124180897673387
19,4,clean,gte,0.8057874285599059,0.5746165283714378
19,4,opaque_informative,gte,0.7695745088233105,0.6403579064227052
19,4,opaque_paraphrase,gte,0.6967873334217879,0.7802401608331176
19,4,negated_description,gte,0.5158300888840495,1.1207280948887335
19,4,ambiguous,gte,0.4758168090590852,1.1947983838949736
19,4,shuffled_description,gte,0.32947615687575793,1.4663074877256637
19,4,clean,oracle,0.8817632164168812,0.43077140781061896
19,4,opaque_informative,oracle,0.8799749152843865,0.4334724724726742
19,4,opaque_paraphrase,oracle,0.8792892347452846,0.43435089756145356
19,4,negated_description,oracle,0.8792365420015071,0.43548080854463767
19,4,ambiguous,oracle,0.8801820731509414,0.43304578746339983
19,4,shuffled_description,oracle,0.8809693579722203,0.43116247379300154
31,0,clean,structure_only,0.6355082758008541,0.6675819127943721
31,0,opaque_informative,structure_only,0.5524736214840062,0.709584273818135
31,0,opaque_paraphrase,structure_only,0.5390637805565264,0.716573571760393
31,0,negated_description,structure_only,0.6306392686277238,0.6693900515370568
31,0,ambiguous,structure_only,0.5941283800551216,0.6878189816630085
31,0,shuffled_description,structure_only,0.5545035068333609,0.7079663523317655
31,0,clean,tfidf,0.8421061520956934,0.507370808024952
31,0,opaque_informative,tfidf,0.8050568520252692,0.5787931336515233
31,0,opaque_paraphrase,tfidf,0.7742737196221366,0.64018612489961
31,0,negated_description,tfidf,0.41228644853440194,1.336818080572327
31,0,ambiguous,tfidf,0.5157636221792606,1.1361689018520449
31,0,shuffled_description,tfidf,0.29511115994829945,1.5694624274534321
31,0,clean,bge,0.7400838998717052,0.6498592822897242
31,0,opaque_informative,bge,0.731157183853127,0.6624850225941264
31,0,opaque_paraphrase,bge,0.7378418774712029,0.6541693426358307
31,0,negated_description,bge,0.7354371130995472,0.6529061251476376
31,0,ambiguous,bge,0.5224371549160179,0.9712798977516971
31,0,shuffled_description,bge,0.3750582974644505,1.195455823633526
31,0,clean,e5,0.7732560771902071,0.64021581894841
31,0,opaque_informative,e5,0.7290538144394312,0.7270099503407599
31,0,opaque_paraphrase,e5,0.7715851792381834,0.6446089645764299
31,0,negated_description,e5,0.6603420486082685,0.8574031396720713
31,0,ambiguous,e5,0.5157636221792606,1.1361689018520449
31,0,shuffled_description,e5,0.36570812795628005,1.4335234495553393
31,0,clean,gte,0.7711604708569232,0.6443046232181978
31,0,opaque_informative,gte,0.6978827914225922,0.7867439692935002
31,0,opaque_paraphrase,gte,0.7357207544505691,0.7163407540417674
31,0,negated_description,gte,0.29338859828312874,1.5596935434108794
31,0,ambiguous,gte,0.5157636221792606,1.1361689018520449
31,0,shuffled_description,gte,0.4036345859926387,1.3592615357815727
31,0,clean,oracle,0.8794090130877145,0.43464218211032574
31,0,opaque_informative,oracle,0.8785385417880158,0.4353813663612146
31,0,opaque_paraphrase,oracle,0.8815457821520135,0.43141617920034875
31,0,negated_description,oracle,0.880938317220191,0.4317019009345315
31,0,ambiguous,oracle,0.8812809074324071,0.4309539200459858
31,0,shuffled_description,oracle,0.8784361701249287,0.43667561608000327
31,1,clean,structure_only,0.5257060304694828,0.7465657758162367
31,1,opaque_informative,structure_only,0.5230580471629748,0.7486031449295519
31,1,opaque_paraphrase,structure_only,0.585761459445747,0.7079764552642284
31,1,negated_description,structure_only,0.494056407612249,0.7675880078443067
31,1,ambiguous,structure_only,0.6505873713966479,0.6661899566719827
31,1,shuffled_description,structure_only,0.48965582515233474,0.7693894293656348
31,1,clean,tfidf,0.8488109317895376,0.49264220777545437
31,1,opaque_informative,tfidf,0.8097704055933233,0.5652976165147354
31,1,opaque_paraphrase,tfidf,0.7735075250960856,0.6351856972145645
31,1,negated_description,tfidf,0.40216242666657775,1.3411324062526366
31,1,ambiguous,tfidf,0.626692254065215,0.9117252375640497
31,1,shuffled_description,tfidf,0.2853648730573254,1.55442783460478
31,1,clean,bge,0.7385272781526111,0.6485941678787899
31,1,opaque_informative,bge,0.7345769459780469,0.6539306684324897
31,1,opaque_paraphrase,bge,0.7364705668109042,0.6513505659114115
31,1,negated_description,bge,0.7372249418210607,0.6486409939619509
31,1,ambiguous,bge,0.6311867628126454,0.8050716851174551
31,1,shuffled_description,bge,0.3684160256289123,1.1862442707746184
31,1,clean,e5,0.77543291166016,0.6333697057842025
31,1,opaque_informative,e5,0.7319602765461566,0.7139082011769879
31,1,opaque_paraphrase,e5,0.7699145066172688,0.6396130551875486
31,1,negated_description,e5,0.6586598668841279,0.8488780504797505
31,1,ambiguous,e5,0.626692254065215,0.9117252375640497
31,1,shuffled_description,e5,0.3592765412848388,1.4115098679224343
31,1,clean,gte,0.7728059950058764,0.6368509179717253
31,1,opaque_informative,gte,0.6988009762308867,0.7782773905166022
31,1,opaque_paraphrase,gte,0.7366629969699194,0.7039372679988388
31,1,negated_description,gte,0.2875923107937968,1.5551092768953614
31,1,ambiguous,gte,0.626692254065215,0.9117252375640497
31,1,shuffled_description,gte,0.39883039039390433,1.339160616244101
31,1,clean,oracle,0.8865416745729029,0.42231640993172176
31,1,opaque_informative,oracle,0.8809281334870059,0.4314815609638774
31,1,opaque_paraphrase,oracle,0.8822926992011388,0.4294642929426885
31,1,negated_description,oracle,0.8814503847469277,0.4310208101701312
31,1,ambiguous,oracle,0.8806889868094632,0.43208371702497533
31,1,shuffled_description,oracle,0.8830096395474649,0.4279649930038711
31,2,clean,structure_only,0.6538041157327866,0.6582632885660751
31,2,opaque_informative,structure_only,0.6538279914948241,0.6582245634423679
31,2,opaque_paraphrase,structure_only,0.6916755196771756,0.6412448286382176
