split_seed,condition,method,role_id,domain,correct_orientation,margin,abstained_tie
7,opaque_informative,tfidf,22,family,1.0,0.23491640083564685,False
7,opaque_informative,tfidf,23,mentoring,1.0,0.35686319392706856,False
7,opaque_informative,tfidf,24,aviation,1.0,0.07751798311652586,False
7,opaque_informative,tfidf,25,taxi,0.0,-0.01743406873899156,False
7,opaque_informative,tfidf,29,research,1.0,0.07132956558378123,False
7,opaque_informative,tfidf,31,prescriptions,1.0,0.11659247212001134,False
7,opaque_informative,tfidf,32,supply_chain,1.0,0.15712320501175242,False
7,opaque_informative,tfidf,33,networking,0.0,-0.11531989096047807,False
7,opaque_informative,tfidf,34,navigation,1.0,0.03310759464689528,False
7,opaque_informative,bge,2,payments,1.0,0.02257116976792184,False
7,opaque_informative,bge,3,shipping,1.0,0.013590749093780385,False
7,opaque_informative,bge,6,charity,1.0,0.014661400903883237,False
7,opaque_informative,bge,7,trade,0.0,-0.0030354267242308497,False
7,opaque_informative,bge,9,insurance,1.0,0.015073770649585816,False
7,opaque_informative,bge,10,housing,1.0,0.016122786650094922,False
7,opaque_informative,bge,11,retail,1.0,0.03153164278426518,False
7,opaque_informative,bge,15,broadcast,1.0,0.021291989418333934,False
7,opaque_informative,bge,21,employment,1.0,0.013445319343325657,False
7,opaque_informative,bge,22,family,1.0,0.0034041110618659443,False
7,opaque_informative,bge,23,mentoring,1.0,0.010064119321008369,False
7,opaque_informative,bge,24,aviation,1.0,0.005064248558604378,False
7,opaque_informative,bge,25,taxi,1.0,0.0070640749631672994,False
7,opaque_informative,bge,29,research,0.0,-0.004393550624942066,False
7,opaque_informative,bge,31,prescriptions,1.0,0.01914914102908677,False
7,opaque_informative,bge,32,supply_chain,1.0,0.03258561609848143,False
7,opaque_informative,bge,33,networking,0.0,-0.006183917203068601,False
7,opaque_informative,bge,34,navigation,0.0,-0.00026626194018286586,False
7,opaque_informative,e5,2,payments,1.0,0.009918332107179018,False
7,opaque_informative,e5,3,shipping,1.0,0.004828449975935012,False
7,opaque_informative,e5,6,charity,1.0,0.008331503004057494,False
7,opaque_informative,e5,7,trade,0.0,-0.008880769302502145,False
7,opaque_informative,e5,9,insurance,1.0,0.010053464588526961,False
7,opaque_informative,e5,10,housing,1.0,0.014519142113298522,False
7,opaque_informative,e5,11,retail,1.0,0.024107552757415607,False
7,opaque_informative,e5,15,broadcast,1.0,0.019293603588155295,False
7,opaque_informative,e5,21,employment,0.0,-0.0006892217764051245,False
7,opaque_informative,e5,22,family,1.0,0.00663036278964213,False
7,opaque_informative,e5,23,mentoring,1.0,0.00842881189857203,False
7,opaque_informative,e5,24,aviation,1.0,0.008139403994303795,False
7,opaque_informative,e5,25,taxi,1.0,0.006487668808504099,False
7,opaque_informative,e5,29,research,0.0,-0.004541449961804445,False
7,opaque_informative,e5,31,prescriptions,1.0,0.01041952625602205,False
7,opaque_informative,e5,32,supply_chain,1.0,0.014180845311706158,False
7,opaque_informative,e5,33,networking,0.0,-0.012771679818204096,False
7,opaque_informative,e5,34,navigation,0.0,-0.0011558706293900434,False
7,opaque_informative,gte,2,payments,1.0,0.023390672434554005,False
7,opaque_informative,gte,3,shipping,1.0,0.018045897455991056,False
7,opaque_informative,gte,6,charity,1.0,0.022393086278237995,False
7,opaque_informative,gte,7,trade,0.0,-0.006662774412540817,False
7,opaque_informative,gte,9,insurance,1.0,0.023665748141948884,False
7,opaque_informative,gte,10,housing,1.0,0.038392471378973836,False
7,opaque_informative,gte,11,retail,1.0,0.06277078151982185,False
7,opaque_informative,gte,15,broadcast,1.0,0.03868230811058082,False
7,opaque_informative,gte,21,employment,1.0,0.005753486669864971,False
7,opaque_informative,gte,22,family,1.0,0.011639216815350961,False
7,opaque_informative,gte,23,mentoring,1.0,0.0003814148652513394,False
7,opaque_informative,gte,24,aviation,0.0,-0.0025664796871686657,False
7,opaque_informative,gte,25,taxi,1.0,0.010251246923577706,False
7,opaque_informative,gte,29,research,1.0,0.0045278921366503355,False
7,opaque_informative,gte,31,prescriptions,1.0,0.024677365064896928,False
7,opaque_informative,gte,32,supply_chain,1.0,0.011135224431278345,False
7,opaque_informative,gte,33,networking,0.0,-0.03788692071293143,False
7,opaque_informative,gte,34,navigation,1.0,0.006082346671765659,False
7,opaque_paraphrase,tfidf,2,payments,1.0,0.08298408422452286,False
7,opaque_paraphrase,tfidf,3,shipping,1.0,0.10634207395536766,False
7,opaque_paraphrase,tfidf,6,charity,1.0,0.12205564541195252,False
7,opaque_paraphrase,tfidf,7,trade,0.0,-0.07200546180134793,False
7,opaque_paraphrase,tfidf,9,insurance,1.0,0.07252193995577633,False
7,opaque_paraphrase,tfidf,10,housing,1.0,0.16099539180980865,False
7,opaque_paraphrase,tfidf,11,retail,1.0,0.18804688817185733,False
7,opaque_paraphrase,tfidf,15,broadcast,1.0,0.25570827569429,False
7,opaque_paraphrase,tfidf,21,employment,1.0,0.03175699854746672,False
7,opaque_paraphrase,tfidf,22,family,1.0,0.20432856853697245,False
7,opaque_paraphrase,tfidf,23,mentoring,1.0,0.09330308892686412,False
7,opaque_paraphrase,tfidf,24,aviation,1.0,0.007819175761533625,False
7,opaque_paraphrase,tfidf,25,taxi,1.0,0.038013180528771895,False
7,opaque_paraphrase,tfidf,29,research,0.0,-0.019623116931772933,False
7,opaque_paraphrase,tfidf,31,prescriptions,1.0,0.17967905914162252,False
7,opaque_paraphrase,tfidf,32,supply_chain,1.0,0.03564205386726926,False
7,opaque_paraphrase,tfidf,33,networking,1.0,0.16697837989338865,False
7,opaque_paraphrase,tfidf,34,navigation,0.0,-0.03176798415214205,False
7,opaque_paraphrase,bge,2,payments,1.0,0.007619128293517297,False
7,opaque_paraphrase,bge,3,shipping,1.0,0.007181321203361957,False
7,opaque_paraphrase,bge,6,charity,1.0,0.01995129683667518,False
7,opaque_paraphrase,bge,7,trade,1.0,0.02069927621021944,False
7,opaque_paraphrase,bge,9,insurance,1.0,0.01135017227161611,False
7,opaque_paraphrase,bge,10,housing,0.0,-0.006596260197238468,False
7,opaque_paraphrase,bge,11,retail,0.0,-0.010050827850121291,False
7,opaque_paraphrase,bge,15,broadcast,1.0,0.033960438397919734,False
7,opaque_paraphrase,bge,21,employment,1.0,0.009367893509329539,False
7,opaque_paraphrase,bge,22,family,1.0,0.011954979576580482,False
7,opaque_paraphrase,bge,23,mentoring,0.0,-0.00873936637427608,False
7,opaque_paraphrase,bge,24,aviation,1.0,0.015945362586259504,False
7,opaque_paraphrase,bge,25,taxi,1.0,0.048718219518642414,False
7,opaque_paraphrase,bge,29,research,1.0,0.036969739364430654,False
7,opaque_paraphrase,bge,31,prescriptions,1.0,0.027828502196238114,False
7,opaque_paraphrase,bge,32,supply_chain,1.0,0.023884465589473436,False
7,opaque_paraphrase,bge,33,networking,1.0,0.015910896145616138,False
7,opaque_paraphrase,bge,34,navigation,1.0,0.021419812151931006,False
7,opaque_paraphrase,e5,2,payments,1.0,0.006314188405462495,False
7,opaque_paraphrase,e5,3,shipping,1.0,0.008798038228494787,False
7,opaque_paraphrase,e5,6,charity,1.0,0.013777944793533115,False
7,opaque_paraphrase,e5,7,trade,1.0,0.01546508679649955,False
7,opaque_paraphrase,e5,9,insurance,1.0,0.005983337912130793,False
7,opaque_paraphrase,e5,10,housing,1.0,0.004682986130774891,False
7,opaque_paraphrase,e5,11,retail,1.0,0.010276624378596888,False
7,opaque_paraphrase,e5,15,broadcast,1.0,0.02429714623725049,False
7,opaque_paraphrase,e5,21,employment,1.0,0.010190169869807142,False
7,opaque_paraphrase,e5,22,family,1.0,0.011375172433285619,False
7,opaque_paraphrase,e5,23,mentoring,0.0,-0.004710955697027508,False
7,opaque_paraphrase,e5,24,aviation,1.0,0.012959527332837728,False
7,opaque_paraphrase,e5,25,taxi,1.0,0.03156695677360771,False
7,opaque_paraphrase,e5,29,research,1.0,0.033181314181702504,False
7,opaque_paraphrase,e5,31,prescriptions,1.0,0.029868244626952478,False
7,opaque_paraphrase,e5,32,supply_chain,1.0,0.010745747629682001,False
7,opaque_paraphrase,e5,33,networking,1.0,0.012149960196773502,False
7,opaque_paraphrase,e5,34,navigation,1.0,0.019557331643862363,False
7,opaque_paraphrase,gte,2,payments,1.0,0.03885150961292666,False
7,opaque_paraphrase,gte,3,shipping,1.0,0.003182192235920145,False
7,opaque_paraphrase,gte,6,charity,1.0,0.04939850093873943,False
7,opaque_paraphrase,gte,7,trade,1.0,0.02266011776319038,False
7,opaque_paraphrase,gte,9,insurance,1.0,0.015568053822800076,False
7,opaque_paraphrase,gte,10,housing,0.0,-0.0032184785027132845,False
7,opaque_paraphrase,gte,11,retail,0.0,-0.0002592545211903552,False
7,opaque_paraphrase,gte,15,broadcast,1.0,0.017318491326760277,False
7,opaque_paraphrase,gte,21,employment,1.0,0.03394474710523088,False
7,opaque_paraphrase,gte,22,family,1.0,0.032085860165985525,False
7,opaque_paraphrase,gte,23,mentoring,1.0,0.01272546466328811,False
7,opaque_paraphrase,gte,24,aviation,1.0,0.03431175660592928,False
7,opaque_paraphrase,gte,25,taxi,1.0,0.06955435160380624,False
7,opaque_paraphrase,gte,29,research,1.0,0.022937446565083064,False
7,opaque_paraphrase,gte,31,prescriptions,1.0,0.048818239171662836,False
7,opaque_paraphrase,gte,32,supply_chain,1.0,0.03424308394463116,False
7,opaque_paraphrase,gte,33,networking,1.0,0.02568714198706834,False
7,opaque_paraphrase,gte,34,navigation,1.0,0.025740716494285443,False
7,negated_description,tfidf,2,payments,0.0,-0.0511679938132778,False
7,negated_description,tfidf,3,shipping,0.0,-0.05129344836324262,False
7,negated_description,tfidf,6,charity,0.0,-0.08186978228675168,False
7,negated_description,tfidf,7,trade,0.0,-0.16553343241731994,False
7,negated_description,tfidf,9,insurance,0.0,-0.12948161421190302,False
7,negated_description,tfidf,10,housing,0.0,-0.034363005637133515,False
7,negated_description,tfidf,11,retail,1.0,0.018876991501337093,False
7,negated_description,tfidf,15,broadcast,1.0,0.07080691452087307,False
7,negated_description,tfidf,21,employment,0.0,-0.11926433918726859,False
7,negated_description,tfidf,22,family,1.0,0.011424422977519222,False
7,negated_description,tfidf,23,mentoring,0.0,-0.07155246485718414,False
7,negated_description,tfidf,24,aviation,0.0,-0.13512393530279948,False
7,negated_description,tfidf,25,taxi,0.0,-0.12000610081476176,False
7,negated_description,tfidf,29,research,0.0,-0.12462677285736745,False
7,negated_description,tfidf,31,prescriptions,1.0,0.02731899540403021,False
7,negated_description,tfidf,32,supply_chain,0.0,-0.13050459712579165,False
7,negated_description,tfidf,33,networking,0.0,-0.0702944588423528,False
7,negated_description,tfidf,34,navigation,0.0,-0.1766416961915852,False
7,negated_description,bge,2,payments,0.0,-0.007078110914377822,False
7,negated_description,bge,3,shipping,0.0,-0.0027725968926786693,False
7,negated_description,bge,6,charity,1.0,0.004344184555259978,False
7,negated_description,bge,7,trade,1.0,0.004474492717551515,False
7,negated_description,bge,9,insurance,0.0,-0.0003506974328112977,False
7,negated_description,bge,10,housing,0.0,-0.005728522953581616,False
7,negated_description,bge,11,retail,0.0,-0.014001342759202895,False
7,negated_description,bge,15,broadcast,1.0,0.016019421399887712,False
7,negated_description,bge,21,employment,1.0,0.002637819385562179,False
7,negated_description,bge,22,family,1.0,0.003444159819870063,False
7,negated_description,bge,23,mentoring,0.0,-0.001568196747064099,False
7,negated_description,bge,24,aviation,1.0,0.0015242448590475077,False
7,negated_description,bge,25,taxi,1.0,0.025455849184975954,False
7,negated_description,bge,29,research,1.0,0.013387424320170926,False
7,negated_description,bge,31,prescriptions,1.0,0.0037135684128241087,False
7,negated_description,bge,32,supply_chain,1.0,0.007443214227297268,False
7,negated_description,bge,33,networking,0.0,-0.00042043250016277067,False
7,negated_description,bge,34,navigation,1.0,0.003414872788321588,False
7,negated_description,e5,2,payments,1.0,0.0030089301196978835,False
7,negated_description,e5,3,shipping,1.0,0.01046062459672098,False
7,negated_description,e5,6,charity,1.0,0.0054549190932957625,False
7,negated_description,e5,7,trade,1.0,0.012347929634586363,False
7,negated_description,e5,9,insurance,1.0,0.0029184605319445,False
7,negated_description,e5,10,housing,1.0,0.001385573018768682,False
7,negated_description,e5,11,retail,1.0,0.004922544400299711,False
7,negated_description,e5,15,broadcast,1.0,0.010538960157277844,False
7,negated_description,e5,21,employment,1.0,0.007039167609464214,False
7,negated_description,e5,22,family,1.0,0.0055567969391598915,False
7,negated_description,e5,23,mentoring,0.0,-0.0020342247312293282,False
7,negated_description,e5,24,aviation,1.0,0.008314582350713307,False
7,negated_description,e5,25,taxi,1.0,0.02339222315683026,False
7,negated_description,e5,29,research,1.0,0.020783259851973934,False
7,negated_description,e5,31,prescriptions,1.0,0.017750765715418504,False
7,negated_description,e5,32,supply_chain,1.0,0.0072949700495326675,False
7,negated_description,e5,33,networking,1.0,0.003653711889510969,False
7,negated_description,e5,34,navigation,1.0,0.010362840612630986,False
7,negated_description,gte,2,payments,1.0,0.01349190130084199,False
7,negated_description,gte,3,shipping,0.0,-0.044299824515996455,False
7,negated_description,gte,6,charity,0.0,-0.0066381767830182015,False
7,negated_description,gte,7,trade,1.0,0.00041712331961257787,False
7,negated_description,gte,9,insurance,0.0,-0.006265621593620263,False
7,negated_description,gte,10,housing,0.0,-0.02073010549882104,False
7,negated_description,gte,11,retail,0.0,-0.030176196941627043,False
7,negated_description,gte,15,broadcast,0.0,-0.038540018379726815,False
7,negated_description,gte,21,employment,0.0,-0.010144255023434745,False
7,negated_description,gte,22,family,0.0,-0.01740183266251788,False
7,negated_description,gte,23,mentoring,0.0,-0.00786739849093826,False
7,negated_description,gte,24,aviation,0.0,-0.02220469522718682,False
7,negated_description,gte,25,taxi,1.0,0.010663814087193968,False
7,negated_description,gte,29,research,0.0,-0.03377473096569433,False
7,negated_description,gte,31,prescriptions,1.0,0.0015346958874470351,False
7,negated_description,gte,32,supply_chain,1.0,0.002183023800969519,False
