layout_seed,held_domain,method,rmse,r2
6,aviation,tfidf,0.9924947158592358,-0.001292334103051962
6,aviation,bge,0.9925070998545552,-0.0013173217966730988
6,aviation,e5,0.9924947158592358,-0.001292334103051962
6,aviation,gte,0.9925070998545552,-0.0013173217966730988
6,aviation,oracle,0.9925101270716006,-0.0013234299836826224
6,taxi,structure_only,0.8516802630297798,0.2554750790839774
6,taxi,tfidf,0.8505775843575939,0.25740171828600356
6,taxi,bge,0.8539509928067451,0.25149971715569175
6,taxi,e5,0.8505775843575939,0.25740171828600356
6,taxi,gte,0.8539509928067451,0.25149971715569175
6,taxi,oracle,0.8516802630297798,0.2554750790839774
6,bike_share,structure_only,0.9818539539929134,0.037264571324494455
6,bike_share,tfidf,0.9818483271560804,0.037275605836554315
6,bike_share,bge,0.9818058544290412,0.03735889496559397
6,bike_share,e5,0.9818483271560804,0.037275605836554315
6,bike_share,gte,0.9818058544290412,0.03735889496559397
6,bike_share,oracle,0.9818539539929134,0.037264571324494455
7,aviation,structure_only,0.9925070998545552,-0.0013173217966730988
7,aviation,tfidf,0.9924947158592358,-0.001292334103051962
7,aviation,bge,0.9925070998545552,-0.0013173217966730988
7,aviation,e5,0.9924947158592358,-0.001292334103051962
7,aviation,gte,0.9925070998545552,-0.0013173217966730988
7,aviation,oracle,0.9925101270716006,-0.0013234299836826224
7,taxi,structure_only,0.8539509928067451,0.25149971715569175
7,taxi,tfidf,0.8505775843575939,0.25740171828600356
7,taxi,bge,0.8539509928067451,0.25149971715569175
7,taxi,e5,0.8505775843575939,0.25740171828600356
7,taxi,gte,0.8539509928067451,0.25149971715569175
7,taxi,oracle,0.8516802630297798,0.2554750790839774
7,bike_share,structure_only,0.9818058544290412,0.03735889496559397
7,bike_share,tfidf,0.9818483271560804,0.037275605836554315
7,bike_share,bge,0.9818058544290412,0.03735889496559397
7,bike_share,e5,0.9818483271560804,0.037275605836554315
7,bike_share,gte,0.9818058544290412,0.03735889496559397
7,bike_share,oracle,0.9818539539929134,0.037264571324494455
8,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
8,aviation,tfidf,0.9924947158592358,-0.001292334103051962
8,aviation,bge,0.9925070998545552,-0.0013173217966730988
8,aviation,e5,0.9924947158592358,-0.001292334103051962
8,aviation,gte,0.9925070998545552,-0.0013173217966730988
8,aviation,oracle,0.9925101270716006,-0.0013234299836826224
8,taxi,structure_only,0.8516802630297798,0.2554750790839774
8,taxi,tfidf,0.8505775843575939,0.25740171828600356
8,taxi,bge,0.8539509928067451,0.25149971715569175
8,taxi,e5,0.8505775843575939,0.25740171828600356
8,taxi,gte,0.8539509928067451,0.25149971715569175
8,taxi,oracle,0.8516802630297798,0.2554750790839774
8,bike_share,structure_only,0.9818539539929134,0.037264571324494455
8,bike_share,tfidf,0.9818483271560804,0.037275605836554315
8,bike_share,bge,0.9818058544290412,0.03735889496559397
8,bike_share,e5,0.9818483271560804,0.037275605836554315
8,bike_share,gte,0.9818058544290412,0.03735889496559397
8,bike_share,oracle,0.9818539539929134,0.037264571324494455
9,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
9,aviation,tfidf,0.9924947158592358,-0.001292334103051962
9,aviation,bge,0.9925070998545552,-0.0013173217966730988
9,aviation,e5,0.9924947158592358,-0.001292334103051962
9,aviation,gte,0.9925070998545552,-0.0013173217966730988
9,aviation,oracle,0.9925101270716006,-0.0013234299836826224
9,taxi,structure_only,0.8516802630297798,0.2554750790839774
9,taxi,tfidf,0.8505775843575939,0.25740171828600356
9,taxi,bge,0.8539509928067451,0.25149971715569175
9,taxi,e5,0.8505775843575939,0.25740171828600356
9,taxi,gte,0.8539509928067451,0.25149971715569175
9,taxi,oracle,0.8516802630297798,0.2554750790839774
9,bike_share,structure_only,0.9818539539929134,0.037264571324494455
9,bike_share,tfidf,0.9818483271560804,0.037275605836554315
9,bike_share,bge,0.9818058544290412,0.03735889496559397
9,bike_share,e5,0.9818483271560804,0.037275605836554315
9,bike_share,gte,0.9818058544290412,0.03735889496559397
9,bike_share,oracle,0.9818539539929134,0.037264571324494455
10,aviation,structure_only,0.992475051866784,-0.001252657902191201
10,aviation,tfidf,0.9924947158592358,-0.001292334103051962
10,aviation,bge,0.9925070998545552,-0.0013173217966730988
10,aviation,e5,0.9924947158592358,-0.001292334103051962
10,aviation,gte,0.9925070998545552,-0.0013173217966730988
10,aviation,oracle,0.9925101270716006,-0.0013234299836826224
10,taxi,structure_only,0.850522030390034,0.2574987180997439
10,taxi,tfidf,0.8505775843575939,0.25740171828600356
10,taxi,bge,0.8539509928067451,0.25149971715569175
10,taxi,e5,0.8505775843575939,0.25740171828600356
10,taxi,gte,0.8539509928067451,0.25149971715569175
10,taxi,oracle,0.8516802630297798,0.2554750790839774
10,bike_share,structure_only,0.9817171686180373,0.037532796457213524
10,bike_share,tfidf,0.9818483271560804,0.037275605836554315
10,bike_share,bge,0.9818058544290412,0.03735889496559397
10,bike_share,e5,0.9818483271560804,0.037275605836554315
10,bike_share,gte,0.9818058544290412,0.03735889496559397
10,bike_share,oracle,0.9818539539929134,0.037264571324494455
11,aviation,structure_only,0.9924947158592358,-0.001292334103051962
11,aviation,tfidf,0.9924947158592358,-0.001292334103051962
11,aviation,bge,0.9925070998545552,-0.0013173217966730988
11,aviation,e5,0.9924947158592358,-0.001292334103051962
11,aviation,gte,0.9925070998545552,-0.0013173217966730988
11,aviation,oracle,0.9925101270716006,-0.0013234299836826224
11,taxi,structure_only,0.8505775843575939,0.25740171828600356
11,taxi,tfidf,0.8505775843575939,0.25740171828600356
11,taxi,bge,0.8539509928067451,0.25149971715569175
11,taxi,e5,0.8505775843575939,0.25740171828600356
11,taxi,gte,0.8539509928067451,0.25149971715569175
11,taxi,oracle,0.8516802630297798,0.2554750790839774
11,bike_share,structure_only,0.9818483271560804,0.037275605836554315
11,bike_share,tfidf,0.9818483271560804,0.037275605836554315
11,bike_share,bge,0.9818058544290412,0.03735889496559397
11,bike_share,e5,0.9818483271560804,0.037275605836554315
11,bike_share,gte,0.9818058544290412,0.03735889496559397
11,bike_share,oracle,0.9818539539929134,0.037264571324494455
12,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
12,aviation,tfidf,0.9924947158592358,-0.001292334103051962
12,aviation,bge,0.9925070998545552,-0.0013173217966730988
12,aviation,e5,0.9924947158592358,-0.001292334103051962
12,aviation,gte,0.9925070998545552,-0.0013173217966730988
12,aviation,oracle,0.9925101270716006,-0.0013234299836826224
12,taxi,structure_only,0.8516802630297798,0.2554750790839774
12,taxi,tfidf,0.8505775843575939,0.25740171828600356
12,taxi,bge,0.8539509928067451,0.25149971715569175
12,taxi,e5,0.8505775843575939,0.25740171828600356
12,taxi,gte,0.8539509928067451,0.25149971715569175
12,taxi,oracle,0.8516802630297798,0.2554750790839774
12,bike_share,structure_only,0.9818539539929134,0.037264571324494455
12,bike_share,tfidf,0.9818483271560804,0.037275605836554315
12,bike_share,bge,0.9818058544290412,0.03735889496559397
12,bike_share,e5,0.9818483271560804,0.037275605836554315
12,bike_share,gte,0.9818058544290412,0.03735889496559397
12,bike_share,oracle,0.9818539539929134,0.037264571324494455
13,aviation,structure_only,0.9924947158592358,-0.001292334103051962
13,aviation,tfidf,0.9924947158592358,-0.001292334103051962
13,aviation,bge,0.9925070998545552,-0.0013173217966730988
13,aviation,e5,0.9924947158592358,-0.001292334103051962
13,aviation,gte,0.9925070998545552,-0.0013173217966730988
13,aviation,oracle,0.9925101270716006,-0.0013234299836826224
13,taxi,structure_only,0.8505775843575939,0.25740171828600356
13,taxi,tfidf,0.8505775843575939,0.25740171828600356
13,taxi,bge,0.8539509928067451,0.25149971715569175
13,taxi,e5,0.8505775843575939,0.25740171828600356
13,taxi,gte,0.8539509928067451,0.25149971715569175
13,taxi,oracle,0.8516802630297798,0.2554750790839774
13,bike_share,structure_only,0.9818483271560804,0.037275605836554315
13,bike_share,tfidf,0.9818483271560804,0.037275605836554315
13,bike_share,bge,0.9818058544290412,0.03735889496559397
13,bike_share,e5,0.9818483271560804,0.037275605836554315
13,bike_share,gte,0.9818058544290412,0.03735889496559397
13,bike_share,oracle,0.9818539539929134,0.037264571324494455
14,aviation,structure_only,0.992475051866784,-0.001252657902191201
14,aviation,tfidf,0.9924947158592358,-0.001292334103051962
14,aviation,bge,0.9925070998545552,-0.0013173217966730988
14,aviation,e5,0.9924947158592358,-0.001292334103051962
14,aviation,gte,0.9925070998545552,-0.0013173217966730988
14,aviation,oracle,0.9925101270716006,-0.0013234299836826224
14,taxi,structure_only,0.850522030390034,0.2574987180997439
14,taxi,tfidf,0.8505775843575939,0.25740171828600356
14,taxi,bge,0.8539509928067451,0.25149971715569175
14,taxi,e5,0.8505775843575939,0.25740171828600356
14,taxi,gte,0.8539509928067451,0.25149971715569175
14,taxi,oracle,0.8516802630297798,0.2554750790839774
14,bike_share,structure_only,0.9817171686180373,0.037532796457213524
14,bike_share,tfidf,0.9818483271560804,0.037275605836554315
14,bike_share,bge,0.9818058544290412,0.03735889496559397
14,bike_share,e5,0.9818483271560804,0.037275605836554315
14,bike_share,gte,0.9818058544290412,0.03735889496559397
14,bike_share,oracle,0.9818539539929134,0.037264571324494455
15,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
15,aviation,tfidf,0.9924947158592358,-0.001292334103051962
15,aviation,bge,0.9925070998545552,-0.0013173217966730988
15,aviation,e5,0.9924947158592358,-0.001292334103051962
15,aviation,gte,0.9925070998545552,-0.0013173217966730988
15,aviation,oracle,0.9925101270716006,-0.0013234299836826224
15,taxi,structure_only,0.8516802630297798,0.2554750790839774
15,taxi,tfidf,0.8505775843575939,0.25740171828600356
15,taxi,bge,0.8539509928067451,0.25149971715569175
15,taxi,e5,0.8505775843575939,0.25740171828600356
15,taxi,gte,0.8539509928067451,0.25149971715569175
15,taxi,oracle,0.8516802630297798,0.2554750790839774
15,bike_share,structure_only,0.9818539539929134,0.037264571324494455
15,bike_share,tfidf,0.9818483271560804,0.037275605836554315
15,bike_share,bge,0.9818058544290412,0.03735889496559397
15,bike_share,e5,0.9818483271560804,0.037275605836554315
15,bike_share,gte,0.9818058544290412,0.03735889496559397
15,bike_share,oracle,0.9818539539929134,0.037264571324494455
16,aviation,structure_only,0.9924947158592358,-0.001292334103051962
16,aviation,tfidf,0.9924947158592358,-0.001292334103051962
16,aviation,bge,0.9925070998545552,-0.0013173217966730988
16,aviation,e5,0.9924947158592358,-0.001292334103051962
16,aviation,gte,0.9925070998545552,-0.0013173217966730988
16,aviation,oracle,0.9925101270716006,-0.0013234299836826224
16,taxi,structure_only,0.8505775843575939,0.25740171828600356
16,taxi,tfidf,0.8505775843575939,0.25740171828600356
16,taxi,bge,0.8539509928067451,0.25149971715569175
16,taxi,e5,0.8505775843575939,0.25740171828600356
16,taxi,gte,0.8539509928067451,0.25149971715569175
16,taxi,oracle,0.8516802630297798,0.2554750790839774
16,bike_share,structure_only,0.9818483271560804,0.037275605836554315
16,bike_share,tfidf,0.9818483271560804,0.037275605836554315
16,bike_share,bge,0.9818058544290412,0.03735889496559397
16,bike_share,e5,0.9818483271560804,0.037275605836554315
16,bike_share,gte,0.9818058544290412,0.03735889496559397
16,bike_share,oracle,0.9818539539929134,0.037264571324494455
17,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
17,aviation,tfidf,0.9924947158592358,-0.001292334103051962
17,aviation,bge,0.9925070998545552,-0.0013173217966730988
17,aviation,e5,0.9924947158592358,-0.001292334103051962
17,aviation,gte,0.9925070998545552,-0.0013173217966730988
17,aviation,oracle,0.9925101270716006,-0.0013234299836826224
17,taxi,structure_only,0.8516802630297798,0.2554750790839774
17,taxi,tfidf,0.8505775843575939,0.25740171828600356
17,taxi,bge,0.8539509928067451,0.25149971715569175
17,taxi,e5,0.8505775843575939,0.25740171828600356
17,taxi,gte,0.8539509928067451,0.25149971715569175
17,taxi,oracle,0.8516802630297798,0.2554750790839774
17,bike_share,structure_only,0.9818539539929134,0.037264571324494455
17,bike_share,tfidf,0.9818483271560804,0.037275605836554315
17,bike_share,bge,0.9818058544290412,0.03735889496559397
17,bike_share,e5,0.9818483271560804,0.037275605836554315
17,bike_share,gte,0.9818058544290412,0.03735889496559397
17,bike_share,oracle,0.9818539539929134,0.037264571324494455
18,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
18,aviation,tfidf,0.9924947158592358,-0.001292334103051962
18,aviation,bge,0.9925070998545552,-0.0013173217966730988
18,aviation,e5,0.9924947158592358,-0.001292334103051962
18,aviation,gte,0.9925070998545552,-0.0013173217966730988
18,aviation,oracle,0.9925101270716006,-0.0013234299836826224
18,taxi,structure_only,0.8516802630297798,0.2554750790839774
18,taxi,tfidf,0.8505775843575939,0.25740171828600356
18,taxi,bge,0.8539509928067451,0.25149971715569175
18,taxi,e5,0.8505775843575939,0.25740171828600356
18,taxi,gte,0.8539509928067451,0.25149971715569175
18,taxi,oracle,0.8516802630297798,0.2554750790839774
18,bike_share,structure_only,0.9818539539929134,0.037264571324494455
18,bike_share,tfidf,0.9818483271560804,0.037275605836554315
18,bike_share,bge,0.9818058544290412,0.03735889496559397
18,bike_share,e5,0.9818483271560804,0.037275605836554315
18,bike_share,gte,0.9818058544290412,0.03735889496559397
18,bike_share,oracle,0.9818539539929134,0.037264571324494455
19,aviation,structure_only,0.9924947158592358,-0.001292334103051962
19,aviation,tfidf,0.9924947158592358,-0.001292334103051962
19,aviation,bge,0.9925070998545552,-0.0013173217966730988
19,aviation,e5,0.9924947158592358,-0.001292334103051962
19,aviation,gte,0.9925070998545552,-0.0013173217966730988
19,aviation,oracle,0.9925101270716006,-0.0013234299836826224
19,taxi,structure_only,0.8505775843575939,0.25740171828600356
19,taxi,tfidf,0.8505775843575939,0.25740171828600356
19,taxi,bge,0.8539509928067451,0.25149971715569175
19,taxi,e5,0.8505775843575939,0.25740171828600356
19,taxi,gte,0.8539509928067451,0.25149971715569175
19,taxi,oracle,0.8516802630297798,0.2554750790839774
19,bike_share,structure_only,0.9818483271560804,0.037275605836554315
19,bike_share,tfidf,0.9818483271560804,0.037275605836554315
19,bike_share,bge,0.9818058544290412,0.03735889496559397
19,bike_share,e5,0.9818483271560804,0.037275605836554315
19,bike_share,gte,0.9818058544290412,0.03735889496559397
19,bike_share,oracle,0.9818539539929134,0.037264571324494455
20,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
20,aviation,tfidf,0.9924947158592358,-0.001292334103051962
20,aviation,bge,0.9925070998545552,-0.0013173217966730988
20,aviation,e5,0.9924947158592358,-0.001292334103051962
20,aviation,gte,0.9925070998545552,-0.0013173217966730988
20,aviation,oracle,0.9925101270716006,-0.0013234299836826224
20,taxi,structure_only,0.8516802630297798,0.2554750790839774
20,taxi,tfidf,0.8505775843575939,0.25740171828600356
20,taxi,bge,0.8539509928067451,0.25149971715569175
20,taxi,e5,0.8505775843575939,0.25740171828600356
20,taxi,gte,0.8539509928067451,0.25149971715569175
20,taxi,oracle,0.8516802630297798,0.2554750790839774
20,bike_share,structure_only,0.9818539539929134,0.037264571324494455
20,bike_share,tfidf,0.9818483271560804,0.037275605836554315
20,bike_share,bge,0.9818058544290412,0.03735889496559397
20,bike_share,e5,0.9818483271560804,0.037275605836554315
20,bike_share,gte,0.9818058544290412,0.03735889496559397
20,bike_share,oracle,0.9818539539929134,0.037264571324494455
21,aviation,structure_only,0.9925070998545552,-0.0013173217966730988
21,aviation,tfidf,0.9924947158592358,-0.001292334103051962
21,aviation,bge,0.9925070998545552,-0.0013173217966730988
21,aviation,e5,0.9924947158592358,-0.001292334103051962
21,aviation,gte,0.9925070998545552,-0.0013173217966730988
21,aviation,oracle,0.9925101270716006,-0.0013234299836826224
21,taxi,structure_only,0.8539509928067451,0.25149971715569175
21,taxi,tfidf,0.8505775843575939,0.25740171828600356
21,taxi,bge,0.8539509928067451,0.25149971715569175
21,taxi,e5,0.8505775843575939,0.25740171828600356
21,taxi,gte,0.8539509928067451,0.25149971715569175
21,taxi,oracle,0.8516802630297798,0.2554750790839774
21,bike_share,structure_only,0.9818058544290412,0.03735889496559397
21,bike_share,tfidf,0.9818483271560804,0.037275605836554315
21,bike_share,bge,0.9818058544290412,0.03735889496559397
21,bike_share,e5,0.9818483271560804,0.037275605836554315
21,bike_share,gte,0.9818058544290412,0.03735889496559397
21,bike_share,oracle,0.9818539539929134,0.037264571324494455
22,aviation,structure_only,0.9925101270716006,-0.0013234299836826224
22,aviation,tfidf,0.9924947158592358,-0.001292334103051962
22,aviation,bge,0.9925070998545552,-0.0013173217966730988
22,aviation,e5,0.9924947158592358,-0.001292334103051962
22,aviation,gte,0.9925070998545552,-0.0013173217966730988
22,aviation,oracle,0.9925101270716006,-0.0013234299836826224
22,taxi,structure_only,0.8516802630297798,0.2554750790839774
22,taxi,tfidf,0.8505775843575939,0.25740171828600356
22,taxi,bge,0.8539509928067451,0.25149971715569175
22,taxi,e5,0.8505775843575939,0.25740171828600356
22,taxi,gte,0.8539509928067451,0.25149971715569175
22,taxi,oracle,0.8516802630297798,0.2554750790839774
22,bike_share,structure_only,0.9818539539929134,0.037264571324494455
22,bike_share,tfidf,0.9818483271560804,0.037275605836554315
22,bike_share,bge,0.9818058544290412,0.03735889496559397
22,bike_share,e5,0.9818483271560804,0.037275605836554315
22,bike_share,gte,0.9818058544290412,0.03735889496559397
22,bike_share,oracle,0.9818539539929134,0.037264571324494455
23,aviation,structure_only,0.9925070998545552,-0.0013173217966730988
23,aviation,tfidf,0.9924947158592358,-0.001292334103051962
23,aviation,bge,0.9925070998545552,-0.0013173217966730988
23,aviation,e5,0.9924947158592358,-0.001292334103051962
23,aviation,gte,0.9925070998545552,-0.0013173217966730988
23,aviation,oracle,0.9925101270716006,-0.0013234299836826224
23,taxi,structure_only,0.8539509928067451,0.25149971715569175
23,taxi,tfidf,0.8505775843575939,0.25740171828600356
23,taxi,bge,0.8539509928067451,0.25149971715569175
23,taxi,e5,0.8505775843575939,0.25740171828600356
23,taxi,gte,0.8539509928067451,0.25149971715569175
23,taxi,oracle,0.8516802630297798,0.2554750790839774
23,bike_share,structure_only,0.9818058544290412,0.03735889496559397
23,bike_share,tfidf,0.9818483271560804,0.037275605836554315
23,bike_share,bge,0.9818058544290412,0.03735889496559397
23,bike_share,e5,0.9818483271560804,0.037275605836554315
23,bike_share,gte,0.9818058544290412,0.03735889496559397
23,bike_share,oracle,0.9818539539929134,0.037264571324494455
24,aviation,structure_only,0.9924947158592358,-0.001292334103051962
24,aviation,tfidf,0.9924947158592358,-0.001292334103051962
24,aviation,bge,0.9925070998545552,-0.0013173217966730988
24,aviation,e5,0.9924947158592358,-0.001292334103051962
24,aviation,gte,0.9925070998545552,-0.0013173217966730988
24,aviation,oracle,0.9925101270716006,-0.0013234299836826224
24,taxi,structure_only,0.8505775843575939,0.25740171828600356
24,taxi,tfidf,0.8505775843575939,0.25740171828600356
24,taxi,bge,0.8539509928067451,0.25149971715569175
24,taxi,e5,0.8505775843575939,0.25740171828600356
24,taxi,gte,0.8539509928067451,0.25149971715569175
24,taxi,oracle,0.8516802630297798,0.2554750790839774
24,bike_share,structure_only,0.9818483271560804,0.037275605836554315
24,bike_share,tfidf,0.9818483271560804,0.037275605836554315
24,bike_share,bge,0.9818058544290412,0.03735889496559397
24,bike_share,e5,0.9818483271560804,0.037275605836554315
24,bike_share,gte,0.9818058544290412,0.03735889496559397
24,bike_share,oracle,0.9818539539929134,0.037264571324494455
25,aviation,structure_only,0.992475051866784,-0.001252657902191201
25,aviation,tfidf,0.9924947158592358,-0.001292334103051962
25,aviation,bge,0.9925070998545552,-0.0013173217966730988
25,aviation,e5,0.9924947158592358,-0.001292334103051962
25,aviation,gte,0.9925070998545552,-0.0013173217966730988
25,aviation,oracle,0.9925101270716006,-0.0013234299836826224
25,taxi,structure_only,0.850522030390034,0.2574987180997439
25,taxi,tfidf,0.8505775843575939,0.25740171828600356
25,taxi,bge,0.8539509928067451,0.25149971715569175
25,taxi,e5,0.8505775843575939,0.25740171828600356
25,taxi,gte,0.8539509928067451,0.25149971715569175
25,taxi,oracle,0.8516802630297798,0.2554750790839774
25,bike_share,structure_only,0.9817171686180373,0.037532796457213524
25,bike_share,tfidf,0.9818483271560804,0.037275605836554315
25,bike_share,bge,0.9818058544290412,0.03735889496559397
25,bike_share,e5,0.9818483271560804,0.037275605836554315
25,bike_share,gte,0.9818058544290412,0.03735889496559397
25,bike_share,oracle,0.9818539539929134,0.037264571324494455
26,aviation,structure_only,0.9924947158592358,-0.001292334103051962
26,aviation,tfidf,0.9924947158592358,-0.001292334103051962
26,aviation,bge,0.9925070998545552,-0.0013173217966730988
26,aviation,e5,0.9924947158592358,-0.001292334103051962
26,aviation,gte,0.9925070998545552,-0.0013173217966730988
26,aviation,oracle,0.9925101270716006,-0.0013234299836826224
26,taxi,structure_only,0.8505775843575939,0.25740171828600356
26,taxi,tfidf,0.8505775843575939,0.25740171828600356
26,taxi,bge,0.8539509928067451,0.25149971715569175
26,taxi,e5,0.8505775843575939,0.25740171828600356
26,taxi,gte,0.8539509928067451,0.25149971715569175
26,taxi,oracle,0.8516802630297798,0.2554750790839774
26,bike_share,structure_only,0.9818483271560804,0.037275605836554315
26,bike_share,tfidf,0.9818483271560804,0.037275605836554315
26,bike_share,bge,0.9818058544290412,0.03735889496559397
26,bike_share,e5,0.9818483271560804,0.037275605836554315
26,bike_share,gte,0.9818058544290412,0.03735889496559397
26,bike_share,oracle,0.9818539539929134,0.037264571324494455
