model,world,cell,rho,effect_gap,n_train,predictive_rmse_mean,predictive_r2_mean,causal_absolute_error_mean,plugin_ate_mean,mean_80_interval_width_mean,predictive_rmse_std,predictive_r2_std,causal_absolute_error_std,plugin_ate_std,mean_80_interval_width_std,n
ridge,high_effect,3,0.35,1.2,2048,0.9355562886666667,0.1216833404757716,0.5967681845029195,0.3532318154970805,,0.012758344835516201,0.014577056626898382,0.025911545386984976,0.025911545386984987,,30
ridge,high_effect,4,0.5,0.6,128,0.8838068676666667,0.21091102376180182,0.3123898853858312,0.4876101146141688,,0.01894422916251782,0.02619048780463706,0.07599440776395841,0.07599440776395845,,30
ridge,high_effect,4,0.5,0.6,512,0.870067708,0.24600489317853919,0.30130950808525087,0.4986904919147491,,0.00959344242528463,0.020058921897712807,0.041179577860241595,0.041179577860241595,,30
ridge,high_effect,4,0.5,0.6,2048,0.8709814313333334,0.24756944299202063,0.2985735962788264,0.5014264037211736,,0.015839857692862943,0.01592131235945869,0.016934424278790664,0.016934424278790678,,30
ridge,high_effect,5,0.5,1.0,128,0.8830684316666667,0.22246131101092456,0.5003360797961552,0.4996639202038447,,0.015311311965452467,0.024737410678935236,0.08397669865654712,0.0839766986565471,,30
ridge,high_effect,5,0.5,1.0,512,0.868259432,0.24389249733042595,0.49113337993621825,0.5088666200637817,,0.012867384535462458,0.01891074761455657,0.04048374856536976,0.040483748565369744,,30
ridge,high_effect,5,0.5,1.0,2048,0.8629830383333333,0.2503446111400997,0.4998387396335602,0.5001612603664398,,0.014844259583031691,0.01657613147152205,0.020229142423003457,0.020229142423003436,,30
ridge,low_effect,0,0.25,0.6,128,0.990519843,0.01722276111420796,0.2990178875625133,0.24901788756251333,,0.02109051142576386,0.026729806164282947,0.08317408547824601,0.08317408547824601,,30
ridge,low_effect,0,0.25,0.6,512,0.9729587366666667,0.052746213566754234,0.32030072410901383,0.2703007241090139,,0.014386166526702989,0.012642541801319993,0.042627921172379735,0.04262792117237975,,30
ridge,low_effect,0,0.25,0.6,2048,0.963807053,0.05632067124137784,0.297990496456623,0.24799049645662305,,0.015058498826291716,0.012107172107934244,0.022031643847727007,0.022031643847727,,30
ridge,low_effect,1,0.25,1.0,128,0.9906422133333332,0.02189431941334064,0.5116816212733587,0.26168162127335864,,0.0230341620235587,0.032617256765062774,0.0742436475287024,0.07424364752870237,,30
ridge,low_effect,1,0.25,1.0,512,0.9787513576666667,0.05124669353547729,0.5003357663750648,0.2503357663750648,,0.018384114406976636,0.015251481197915246,0.044121908172569425,0.044121908172569405,,30
ridge,low_effect,1,0.25,1.0,2048,0.972402019,0.05899578320105417,0.49859241843223573,0.2485924184322357,,0.016083084101699324,0.011432006648733678,0.01896177679183873,0.018961776791838744,,30
ridge,low_effect,2,0.35,0.8,128,0.9629577346666667,0.07494939095106709,0.3788193469246229,0.32881934692462284,,0.018004378558026796,0.029203845586682126,0.08090658485834779,0.08090658485834779,,30
ridge,low_effect,2,0.35,0.8,512,0.945046575,0.1125721246531036,0.3876333753267924,0.3376333753267924,,0.012107485512522817,0.014210973319215933,0.035923454775569234,0.0359234547755692,,30
ridge,low_effect,2,0.35,0.8,2048,0.9388876886666666,0.11831605531462056,0.4038663446903229,0.35386634469032285,,0.011686386446041365,0.012816559303631297,0.016683626683326604,0.01668362668332659,,30
ridge,low_effect,3,0.35,1.2,128,0.9589406336666666,0.07716520337759684,0.6161517257491748,0.36615172574917476,,0.022373652347245022,0.031918764962474956,0.07852973771800034,0.07852973771800033,,30
ridge,low_effect,3,0.35,1.2,512,0.948468683,0.11111626900116688,0.603101592262586,0.3531015922625859,,0.011139556122062494,0.015460176540797347,0.05206905574480772,0.052069055744807725,,30
ridge,low_effect,3,0.35,1.2,2048,0.937275557,0.1222978065857084,0.6065819770097732,0.3565819770097732,,0.014917149861881885,0.012452209102685576,0.020004948564360088,0.020004948564360088,,30
ridge,low_effect,4,0.5,0.6,128,0.8870367659999999,0.21577113570402143,0.29617093106110887,0.49617093106110893,,0.015343746193659882,0.023511837936249332,0.06629266774786813,0.06629266774786814,,30
ridge,low_effect,4,0.5,0.6,512,0.8672167176666666,0.2394420832453737,0.291179413596789,0.491179413596789,,0.01354293152767858,0.019858979058999,0.0412100801989835,0.04121008019898351,,30
ridge,low_effect,4,0.5,0.6,2048,0.8655055686666666,0.24556777730928617,0.29832811852296187,0.49832811852296194,,0.010855146195483611,0.012556022988647279,0.01922485340583797,0.019224853405838013,,30
ridge,low_effect,5,0.5,1.0,128,0.8847309246666666,0.2151461821681176,0.49199501872062684,0.49199501872062684,,0.018387661267199446,0.023890597905474792,0.08498778979751188,0.08498778979751188,,30
ridge,low_effect,5,0.5,1.0,512,0.8700081523333334,0.23424214242891328,0.4940341502428055,0.4940341502428055,,0.011832662626881499,0.01480923645995795,0.03813592769738693,0.03813592769738693,,30
ridge,low_effect,5,0.5,1.0,2048,0.8656502343333333,0.24351436222994047,0.5000242700179418,0.5000242700179418,,0.013420877114263813,0.020120283599207537,0.020175954868657697,0.020175954868657697,,30
tabpfn,high_effect,0,0.25,0.6,128,0.9861931003333333,0.028816929276062202,0.3806813706830144,0.17706054231772816,2.4306222120920817,0.01875233369717641,0.02105710552408312,0.13977579226951678,0.15991537607975018,0.14889356169125798,30
tabpfn,high_effect,0,0.25,0.6,512,0.9741910543333333,0.05579138957577471,0.31792398045460385,0.23207601954539614,2.3917514006296794,0.017182959354375932,0.012356398388092741,0.05766800993070317,0.05766800993070315,0.08646095975401266,30
tabpfn,high_effect,0,0.25,0.6,2048,0.9740637169999999,0.05984657500802045,0.2895508294304212,0.2604491705695788,2.3467753489812213,0.014894723432368449,0.006512847127240186,0.036941273397184636,0.03694127339718465,0.027254411018887145,30
tabpfn,high_effect,1,0.25,1.0,128,0.986512232,0.02806130804060876,0.5947263230880101,0.15527367691198982,2.4649873892466228,0.016755167058324683,0.023305836859813387,0.12859671377357387,0.12859671377357385,0.15137728331434316,30
tabpfn,high_effect,1,0.25,1.0,512,0.9695468543333334,0.05190074838030747,0.5064432628452777,0.24355673715472217,2.353433950742086,0.017371232362720427,0.011520519593372332,0.07984390949701595,0.07984390949701597,0.0790106817188258,30
tabpfn,high_effect,1,0.25,1.0,2048,0.9650607123333333,0.06025263482094202,0.4882716322938601,0.26172836770613983,2.353930362065633,0.013687406640971152,0.009417628586420406,0.04228684417046869,0.04228684417046868,0.03861219425057783,30
tabpfn,high_effect,2,0.35,0.8,128,0.9472537896666666,0.10097381262315053,0.4338143512606621,0.3161856487393379,2.3031821489334106,0.018001334290727852,0.021706860426989785,0.11262502413701954,0.11262502413701954,0.12891122238337296,30
tabpfn,high_effect,2,0.35,0.8,512,0.9415762303333334,0.11873629463705496,0.406202275554339,0.34379772444566087,2.2767375707626343,0.013637094193914125,0.016155422402278085,0.04762283539035532,0.04762283539035534,0.07235143981424375,30
tabpfn,high_effect,2,0.35,0.8,2048,0.9363231893333333,0.1191712527300004,0.39041784356037773,0.35958215643962227,2.29847473303477,0.014804502449157013,0.015800376190982825,0.04592078685120409,0.0459207868512041,0.03433229735416939,30
tabpfn,high_effect,3,0.35,1.2,128,0.9525700183333333,0.09276472494051441,0.6342153889437516,0.31578461105624833,2.3162762403488157,0.023474552693576185,0.02282465799297336,0.15524241022695032,0.15524241022695032,0.19084483495110843,30
tabpfn,high_effect,3,0.35,1.2,512,0.9418949376666668,0.11559604667509782,0.6001673623919487,0.3498326376080513,2.2934157371521,0.012727140686671195,0.012144754792925056,0.061209564329335296,0.06120956432933528,0.07288210854353003,30
tabpfn,high_effect,3,0.35,1.2,2048,0.9352547676666667,0.1222383366016238,0.5943079272905986,0.35569207270940145,2.2709554036458335,0.012739029864330653,0.015220538152477397,0.043828707333273535,0.04382870733327352,0.04044437353717881,30
tabpfn,high_effect,4,0.5,0.6,128,0.8769534736666666,0.22318938198648033,0.30405889948209125,0.49594110051790874,2.1158257285753885,0.021338863275688357,0.026271455529114526,0.12766724434662047,0.1276672443466205,0.13297214680454397,30
tabpfn,high_effect,4,0.5,0.6,512,0.8691272649999999,0.24763412211982824,0.2970113982756933,0.5029886017243067,2.116250681877136,0.009497914993540902,0.019947855494003186,0.06084154490923982,0.06084154490923981,0.07539858624387755,30
tabpfn,high_effect,4,0.5,0.6,2048,0.8709045816666666,0.24770492480060755,0.2973843236764272,0.5026156763235728,2.1108275095621747,0.015572762243288752,0.01538758853407872,0.03731614305657488,0.03731614305657488,0.032859512943393954,30
tabpfn,high_effect,5,0.5,1.0,128,0.8768717906666667,0.23347073132540544,0.49196721414724986,0.5080327858527501,2.1454967061678567,0.013532646554293875,0.01732876631824874,0.12319080626841372,0.12319080626841371,0.13853072878220168,30
tabpfn,high_effect,5,0.5,1.0,512,0.8662063813333333,0.24747298654613636,0.4712014853954315,0.5287985146045685,2.0765713016192118,0.012756506257911535,0.018374963206657192,0.05583094586169044,0.055830945861690455,0.057640204536075476,30
tabpfn,high_effect,5,0.5,1.0,2048,0.8627414546666666,0.25076366925542365,0.4915091027816137,0.5084908972183864,2.1182841777801515,0.015053574995638098,0.016889263621460284,0.0382475317741562,0.03824753177415624,0.03417411801791956,30
tabpfn,low_effect,0,0.25,0.6,128,0.9872078633333333,0.023925640767014526,0.2175085544896622,0.16750855448966223,2.3371557792027793,0.02267961909783353,0.023722804259958208,0.10928834020038758,0.10928834020038755,0.1411621802418995,30
tabpfn,low_effect,0,0.25,0.6,512,0.970856516,0.05685170951919621,0.3244242042303085,0.27442420423030855,2.3559821049372354,0.014915369355681317,0.012495496362228109,0.06210369894750378,0.062103698947503776,0.06281924644240021,30
tabpfn,low_effect,0,0.25,0.6,2048,0.9635566063333333,0.05682580067383806,0.2980120624105135,0.24801206241051352,2.3480583906173704,0.015305380569229941,0.011516317248525339,0.028849930060949828,0.028849930060949838,0.04081403818931648,30
tabpfn,low_effect,1,0.25,1.0,128,0.985142754,0.03287208768618711,0.42560157586509983,0.1756015758650998,2.3712121566136677,0.019442321663816122,0.020742037874065138,0.12784005159691247,0.12784005159691247,0.14996310756576103,30
tabpfn,low_effect,1,0.25,1.0,512,0.9762471519999999,0.05607953984439203,0.49448305467764536,0.24448305467764533,2.356305702527364,0.017145782188729707,0.013511758449081625,0.042951336856400686,0.04295133685640066,0.07412780533374717,30
tabpfn,low_effect,1,0.25,1.0,2048,0.9721306773333332,0.05951448593186236,0.5066341549158097,0.2566341549158096,2.36759881178538,0.01576237464080247,0.011149031533996106,0.034974700246864415,0.03497470024686443,0.04084144201379354,30
tabpfn,low_effect,2,0.35,0.8,128,0.9580430503333334,0.08434262476918032,0.32793183997273445,0.27793183997273446,2.3609865029652912,0.01910842320194574,0.03108812063513162,0.14026057210039375,0.14026057210039375,0.13816499475870073,30
tabpfn,low_effect,2,0.35,0.8,512,0.943099841,0.11621797343775313,0.38742331564426424,0.3374233156442642,2.28192191918691,0.011728688829508484,0.014053321693501125,0.052769658908158115,0.05276965890815812,0.058421700449911386,30
tabpfn,low_effect,2,0.35,0.8,2048,0.9385148583333333,0.11901263030622379,0.39848195811112724,0.34848195811112714,2.2755261421203614,0.011735973513685102,0.013147894103395102,0.0358858476384053,0.0358858476384053,0.029559363259461856,30
tabpfn,low_effect,3,0.35,1.2,128,0.9529490473333334,0.0888615698598583,0.5704410562912623,0.32044105629126224,2.3362618764241536,0.023897691829396394,0.02719178321442468,0.1214183355345252,0.1214183355345252,0.14957437306785532,30
tabpfn,low_effect,3,0.35,1.2,512,0.9465805736666667,0.11468892412014733,0.6081226790944735,0.35812267909447354,2.289068611462911,0.011838779632673456,0.014052940675084028,0.07401814219867638,0.07401814219867642,0.06728943743023053,30
tabpfn,low_effect,3,0.35,1.2,2048,0.9373271973333334,0.1222028593422838,0.6090616216262181,0.3590616216262182,2.2903035481770835,0.014979239232592555,0.012464811072809476,0.046383535738063336,0.046383535738063364,0.03527076942005624,30
tabpfn,low_effect,4,0.5,0.6,128,0.877862394,0.23201393807528303,0.2866667489210764,0.4866667489210765,2.143511871496836,0.016712350395078287,0.020993285473805585,0.09463978771793992,0.09463978771793993,0.1462016983127047,30
tabpfn,low_effect,4,0.5,0.6,512,0.866101975,0.24136603478838292,0.31125193834304804,0.511251938343048,2.1462432463963825,0.013425094315969133,0.020911720026017024,0.06698770206252146,0.06698770206252144,0.07163036342284221,30
tabpfn,low_effect,4,0.5,0.6,2048,0.8651800676666668,0.2461360701731055,0.30763566096623735,0.5076356609662374,2.1147595564524333,0.010924732964458308,0.01260252432633659,0.03366314442462376,0.033663144424623766,0.03538775490393251,30
tabpfn,low_effect,5,0.5,1.0,128,0.8769730906666666,0.22885510758610897,0.4713334043820699,0.4713334043820699,2.1600466847419737,0.018622499478184226,0.02375652178470326,0.12265770013688099,0.12265770013688099,0.15542332558320657,30
tabpfn,low_effect,5,0.5,1.0,512,0.8684724363333333,0.2369517929108298,0.5023035883903504,0.5023035883903504,2.115066234270732,0.012324236367600203,0.01492947593590078,0.07198615166451076,0.07198615166451076,0.06656126176153809,30
tabpfn,low_effect,5,0.5,1.0,2048,0.8656000483333333,0.24360262542400837,0.505971313516299,0.505971313516299,2.1183750152587892,0.013296614571772362,0.019985985868780733,0.03280623491796373,0.03280623491796373,0.03597394163531559,30
