model,world,cell_id,q,p,n_train,auroc_mean,mean_confidence_mean,causal_absolute_error_mean,plugin_ate_mean,paired_observational_summary_distance_mean,auroc_std,mean_confidence_std,causal_absolute_error_std,plugin_ate_std,paired_observational_summary_distance_std,n
logistic,randomized_causal,0,0.0,0.05,2048,0.9486925291609226,0.9468870581907131,0.00936057534313515,0.8951734761483219,0.07786726083084973,0.005678324944591872,0.0050778928650559935,0.006310296259219704,0.010276517397962506,0.016923192263056632,45
logistic,randomized_causal,1,0.05,0.05,128,0.9074918081953475,0.8833940062649923,0.05187365106502558,0.7667790365346564,0.353862438387714,0.00903349435863908,0.027927926968005275,0.048180189644951896,0.0562392675222431,0.08347777959791498,45
logistic,randomized_causal,1,0.05,0.05,512,0.9066220445284134,0.8991649186979729,0.022369274978842144,0.7997866364639394,0.15594917898796132,0.008523912853876584,0.013432676170272329,0.017934866260763304,0.026957980728851628,0.03539699368719709,45
logistic,randomized_causal,1,0.05,0.05,2048,0.9075705772297011,0.9029089401821393,0.009804126769687468,0.8071659948148173,0.07718181975461627,0.008409223525812078,0.005696978878609246,0.006163073727490251,0.011317014801326861,0.016152799130723226,45
logistic,randomized_causal,2,0.1,0.1,128,0.8174178204505259,0.7897155826612252,0.08152839430508949,0.5772907472746827,0.3259495319548191,0.00935706427572922,0.03688051378901857,0.053820032308762394,0.07531743582791371,0.07115725239623133,45
logistic,randomized_causal,2,0.1,0.1,512,0.8192366128257595,0.8190620813192763,0.027047197580888364,0.638920790499139,0.16045613340793513,0.011057306263185471,0.016893178440846382,0.019774641340150105,0.0337345865606085,0.039718296893161135,45
logistic,randomized_causal,2,0.1,0.1,2048,0.8198841005015685,0.8189054737155211,0.012953768896838962,0.6386278001409783,0.08033233867335655,0.010824261893684597,0.00854181516098428,0.011364168302743439,0.017286768430230443,0.018933820161569918,45
logistic,randomized_causal,3,0.15,0.05,128,0.8136572696663027,0.8025028588092052,0.055150009186471116,0.6051757299587227,0.3097097982187879,0.009832844280362225,0.03154868418552894,0.042489310489014546,0.0654655681732693,0.08408228105432196,45
logistic,randomized_causal,3,0.15,0.05,512,0.8143658111046665,0.8112656402010343,0.026956555736758613,0.6232357548938795,0.16757628949609463,0.01007869602604901,0.017206808457207172,0.021968747954373556,0.03433659552339609,0.040374894905469694,45
logistic,randomized_causal,3,0.15,0.05,2048,0.8147337857220827,0.8109933210296917,0.0169935432782212,0.6225886998635375,0.08112504314667722,0.009512927729678084,0.011091703747919731,0.015872351790626637,0.022160765757763424,0.018370802588676943,45
logistic,randomized_causal,4,0.2,0.15,128,0.7109329440822421,0.705640048201431,0.06435323306822785,0.40598602698263964,0.32204015700172506,0.0100585930672676,0.040599607692942324,0.05401282094338355,0.08337859367376271,0.07716915578947874,45
logistic,randomized_causal,4,0.2,0.15,512,0.7118222233342133,0.7095863731117461,0.031160243905375376,0.41933127830738964,0.17726590132543424,0.0122029506410299,0.019624195688424616,0.023743055163547667,0.03945001150284487,0.04317877464578446,45
logistic,randomized_causal,4,0.2,0.15,2048,0.7121476079434209,0.7068410053097032,0.021095325940405467,0.4141834836424704,0.08648058169524013,0.011637404663331689,0.012821749796347428,0.01535884021131052,0.025620692953230346,0.021632088914434636,45
logistic,randomized_causal,5,0.25,0.25,128,0.6138037154923724,0.6316686993320674,0.05401426839441578,0.23356859900436436,0.32040817435456576,0.022204675403717376,0.024985189264102953,0.03985174413815796,0.06554298863328498,0.08197007763766367,45
logistic,randomized_causal,5,0.25,0.25,512,0.6265728374003916,0.6257207041853554,0.0325075436172606,0.2493911265371686,0.16475695158001394,0.0113102518905886,0.019918858498444884,0.025396224402642296,0.04153728783303085,0.04314405275574148,45
logistic,randomized_causal,5,0.25,0.25,2048,0.6260920318820321,0.625187639799512,0.016751232118157815,0.25038228787220207,0.08173466305831935,0.010864793751587788,0.010858381461595824,0.013625838719427484,0.021736953590397453,0.01930119042215715,45
random_forest,hidden_confounding,0,0.0,0.05,128,0.9488564233642316,0.8850391958285062,0.7898754188735607,0.7898754188735607,0.31971342458328056,0.005263371335489312,0.020558468808757908,0.03712616282642772,0.03712616282642772,0.09478096364949458,45
random_forest,hidden_confounding,0,0.0,0.05,512,0.94934419491173,0.9255377924358843,0.8654268444836615,0.8654268444836615,0.1527449686341427,0.004879455795132992,0.009584942751013095,0.028978149820559237,0.028978149820559237,0.03844697759158305,45
random_forest,hidden_confounding,0,0.0,0.05,2048,0.9494441779245877,0.9390245043229858,0.8903433015132587,0.8903433015132587,0.07786726083084973,0.005037793817414391,0.00483510475802939,0.014685247966473317,0.014685247966473317,0.016923192263056632,45
random_forest,hidden_confounding,1,0.05,0.05,128,0.9024753306095462,0.8417741080858105,0.709288248014256,0.709288248014256,0.353862438387714,0.011017219566748317,0.025384844118215164,0.05339547451424431,0.05339547451424431,0.08347777959791498,45
random_forest,hidden_confounding,1,0.05,0.05,512,0.9051441525288008,0.8763281807402653,0.7737733961555489,0.7737733961555489,0.15594917898796132,0.008395561204183164,0.0125499218749625,0.03226671069628089,0.03226671069628089,0.03539699368719709,45
random_forest,hidden_confounding,1,0.05,0.05,2048,0.9039157126663585,0.8922444276354565,0.7988776520702777,0.7988776520702777,0.07718181975461627,0.008002763089692074,0.006488422677747574,0.021794714118961757,0.021794714118961757,0.016152799130723226,45
random_forest,hidden_confounding,2,0.1,0.1,128,0.8183444992042275,0.7630902698083518,0.5522976925463497,0.5522976925463497,0.3259495319548191,0.01101150757853783,0.02631788197274373,0.06359468636346333,0.06359468636346333,0.07115725239623133,45
random_forest,hidden_confounding,2,0.1,0.1,512,0.8191086386365775,0.7989095772664858,0.6297334799518105,0.6297334799518105,0.16045613340793513,0.009559550286570049,0.016107833955338574,0.04473246901229822,0.04473246901229822,0.039718296893161135,45
random_forest,hidden_confounding,2,0.1,0.1,2048,0.8200784263906954,0.8058410367639581,0.62305715740065,0.62305715740065,0.08033233867335655,0.011145694698568277,0.009148551300922824,0.027687731558018697,0.027687731558018697,0.018933820161569918,45
random_forest,hidden_confounding,3,0.15,0.05,128,0.8143577913103908,0.76285669832116,0.5425488682452589,0.5425488682452589,0.3097097982187879,0.008584192139910575,0.02653128203831121,0.0807279995838043,0.0807279995838043,0.08408228105432196,45
random_forest,hidden_confounding,3,0.15,0.05,512,0.814201889775823,0.7883175964016369,0.5945612027242249,0.5945612027242249,0.16757628949609463,0.009818397084001052,0.01606447020889224,0.04586464505924465,0.04586464505924465,0.040374894905469694,45
random_forest,hidden_confounding,3,0.15,0.05,2048,0.8154512811709699,0.8020935734533997,0.6125160497627427,0.6125160497627427,0.08112504314667722,0.008365586679877794,0.009473840252884972,0.03817881193326425,0.03817881193326425,0.018370802588676943,45
random_forest,hidden_confounding,4,0.2,0.15,128,0.6875604697523924,0.6780576792587708,0.34661127290839844,0.34661127290839844,0.32204015700172506,0.019262881981283463,0.025201127004193094,0.08160600209649807,0.08160600209649807,0.07716915578947874,45
random_forest,hidden_confounding,4,0.2,0.15,512,0.6991992818419767,0.6966779407089827,0.39808488455555097,0.39808488455555097,0.17726590132543424,0.011278147126378089,0.016781012023794607,0.056373622180594794,0.056373622180594794,0.04317877464578446,45
random_forest,hidden_confounding,4,0.2,0.15,2048,0.7066570698211072,0.7041422543177842,0.4142620362953926,0.4142620362953926,0.08648058169524013,0.010449720159258083,0.008085550431883838,0.033149019301028336,0.033149019301028336,0.021632088914434636,45
random_forest,hidden_confounding,5,0.25,0.25,128,0.5831930283399381,0.6449152080932206,0.21249781214748387,0.21249781214748387,0.32040817435456576,0.028170533766310936,0.02186195993573146,0.09042598016092555,0.09042598016092555,0.08197007763766367,45
random_forest,hidden_confounding,5,0.25,0.25,512,0.5952871976259414,0.6393001287237234,0.23646733365479544,0.23646733365479544,0.16475695158001394,0.015062896480766162,0.01363495736755967,0.05976218197490263,0.05976218197490263,0.04314405275574148,45
random_forest,hidden_confounding,5,0.25,0.25,2048,0.6077424579103966,0.6339056085881366,0.25389797051385393,0.25389797051385393,0.08173466305831935,0.013822593487706843,0.0074214774319025355,0.03570132880484998,0.03570132880484998,0.01930119042215715,45
random_forest,randomized_causal,0,0.0,0.05,128,0.949687509615941,0.8841780799338816,0.1056819590959131,0.794318040904087,0.31971342458328056,0.005792079463791825,0.017060419492909772,0.033743967438914474,0.03374396743891447,0.09478096364949458,45
random_forest,randomized_causal,0,0.0,0.05,512,0.9501243728162871,0.9257379423856777,0.03494773784499211,0.866827566523459,0.1527449686341427,0.006062968818758502,0.011858355116223436,0.020733624478329167,0.02352797744372768,0.03844697759158305,45
random_forest,randomized_causal,0,0.0,0.05,2048,0.9493371913886494,0.9381165888201519,0.016212342564608732,0.887431809775263,0.07786726083084973,0.006258290338125332,0.005709910213440599,0.014480972439521045,0.017803450781928756,0.016923192263056632,45
random_forest,randomized_causal,1,0.05,0.05,128,0.9074254207944789,0.8395090664923124,0.10344196358463667,0.707139715448377,0.353862438387714,0.008484574716999118,0.028629121428128276,0.05709735751106754,0.05816216328625996,0.08347777959791498,45
random_forest,randomized_causal,1,0.05,0.05,512,0.9076734455490661,0.8784342449276519,0.038345867200147536,0.776123517248512,0.15594917898796132,0.007606245514557468,0.014784559450954408,0.03247493482935045,0.03721218837560963,0.03539699368719709,45
random_forest,randomized_causal,1,0.05,0.05,2048,0.9081040382515305,0.8922629887032307,0.01749779300250587,0.7970031357196597,0.07718181975461627,0.008210307136596524,0.006072944071829632,0.017236359097764865,0.020915682375006843,0.016152799130723226,45
random_forest,randomized_causal,2,0.1,0.1,128,0.8139064602665633,0.7488593669659428,0.12939328081230067,0.5172623030706052,0.3259495319548191,0.009345805874249902,0.033498197695627355,0.07761131649196505,0.08797575504440446,0.07115725239623133,45
random_forest,randomized_causal,2,0.1,0.1,512,0.8184040440526906,0.79695856050987,0.04113781652966101,0.6175390776090658,0.16045613340793513,0.009729557602037597,0.015956041304753088,0.03305927495551495,0.04803892839137969,0.039718296893161135,45
random_forest,randomized_causal,2,0.1,0.1,2048,0.8182869981250688,0.8069395820528674,0.02369826353054488,0.6317192851540417,0.08033233867335655,0.009743146491547686,0.008844531949701723,0.017896204430047403,0.028714403802490362,0.018933820161569918,45
random_forest,randomized_causal,3,0.15,0.05,128,0.810813623030376,0.761537676616122,0.0887946062618439,0.5486493213388355,0.3097097982187879,0.010668042537068332,0.027344505893221398,0.06142076708338917,0.0711887984192066,0.08408228105432196,45
random_forest,randomized_causal,3,0.15,0.05,512,0.8135800853281129,0.7904608097920198,0.04227394944236176,0.6083506199363851,0.16757628949609463,0.00871921380570265,0.016403698321558153,0.03758531697368019,0.052545319786129675,0.040374894905469694,45
random_forest,randomized_causal,3,0.15,0.05,2048,0.8145171047752937,0.7988391606561185,0.031767349647894134,0.6094071437136606,0.08112504314667722,0.009513441115099485,0.011437066946877003,0.025913357970492774,0.035635636578138,0.018370802588676943,45
random_forest,randomized_causal,4,0.2,0.15,128,0.6844706824596614,0.689506180684504,0.08895161211311109,0.37700684591970124,0.32204015700172506,0.026096902631201506,0.03286818832658716,0.0841865366291821,0.1152786564424576,0.07716915578947874,45
random_forest,randomized_causal,4,0.2,0.15,512,0.7040428322827806,0.6993055973130301,0.04571265297155747,0.40466438018482476,0.17726590132543424,0.012152291250509886,0.018462594339509343,0.04323145534975892,0.061364249195271184,0.04317877464578446,45
random_forest,randomized_causal,4,0.2,0.15,2048,0.7085432443006539,0.7006024385156715,0.03162120290190394,0.40453449142828624,0.08648058169524013,0.010101340125708754,0.011715829233184353,0.02430832945323066,0.03699868180903468,0.021632088914434636,45
random_forest,randomized_causal,5,0.25,0.25,128,0.5736756486833982,0.6391589816405153,0.08383649949553791,0.2067813587264869,0.32040817435456576,0.02574243898445299,0.0196899035805127,0.05370121697881687,0.09034277619363418,0.08197007763766367,45
random_forest,randomized_causal,5,0.25,0.25,512,0.5991956303002623,0.6395341134326933,0.04529937320096253,0.24065729694667656,0.16475695158001394,0.01569783826964323,0.012671825145687177,0.037343609091435345,0.058343342340727224,0.04314405275574148,45
random_forest,randomized_causal,5,0.25,0.25,2048,0.6101430004576066,0.6348115185199057,0.02993587062645012,0.2480897962670632,0.08173466305831935,0.011243768241392792,0.008081387343351988,0.0221216872117201,0.03744543734127776,0.01930119042215715,45
tabpfn,hidden_confounding,0,0.0,0.05,128,0.9492148699544237,0.9574650857183669,0.9226017779774136,0.9226017779774136,0.31971342458328056,0.0052185854846914905,0.017528990444339882,0.03315348755949342,0.03315348755949342,0.09478096364949458,45
tabpfn,hidden_confounding,0,0.0,0.05,512,0.949794241010335,0.96352705028322,0.9292337854703268,0.9292337854703268,0.1527449686341427,0.004663002748166458,0.0069418260059252454,0.014017058559255825,0.014017058559255825,0.03844697759158305,45
tabpfn,hidden_confounding,0,0.0,0.05,2048,0.9498861116942864,0.9642356422212389,0.9285285631815593,0.9285285631815593,0.07786726083084973,0.005517298008804191,0.0033954122990052737,0.006986526940659658,0.006986526940659658,0.016923192263056632,45
tabpfn,hidden_confounding,1,0.05,0.05,128,0.9036640077642462,0.9109594874911838,0.8298153109020657,0.8298153109020657,0.353862438387714,0.008345538841313503,0.02632927153453896,0.052820775470038585,0.052820775470038585,0.08347777959791498,45
tabpfn,hidden_confounding,1,0.05,0.05,512,0.9043317421205296,0.9215008205837674,0.8448960026105244,0.8448960026105244,0.15594917898796132,0.007972833643781239,0.011327495928725947,0.023042498270467067,0.023042498270467067,0.03539699368719709,45
tabpfn,hidden_confounding,1,0.05,0.05,2048,0.904373438531651,0.9248625344700283,0.8492058409584893,0.8492058409584893,0.07718181975461627,0.00733757935780136,0.005679890817042071,0.011539115262691848,0.011539115262691848,0.016152799130723226,45
tabpfn,hidden_confounding,2,0.1,0.1,128,0.8205213868953201,0.8231497764587402,0.651445111963484,0.651445111963484,0.3259495319548191,0.010779075008533673,0.031318038016401,0.06076109579883639,0.06076109579883639,0.07115725239623133,45
tabpfn,hidden_confounding,2,0.1,0.1,512,0.8197241357879973,0.8415831989712186,0.6855085253715515,0.6855085253715515,0.16045613340793513,0.009140276168698853,0.017412400185763663,0.03539445005462259,0.03539445005462259,0.039718296893161135,45
tabpfn,hidden_confounding,2,0.1,0.1,2048,0.818557976059224,0.8423324280314975,0.6832067052523295,0.6832067052523295,0.08033233867335655,0.010072337907910667,0.009242044680097001,0.01882384445262289,0.01882384445262289,0.018933820161569918,45
tabpfn,hidden_confounding,3,0.15,0.05,128,0.8153629491342074,0.8188307126363118,0.643531530433231,0.643531530433231,0.3097097982187879,0.008575528695778784,0.030701775125508975,0.06500193753303252,0.06500193753303252,0.08408228105432196,45
tabpfn,hidden_confounding,3,0.15,0.05,512,0.8150345643684364,0.8309984034962125,0.6641009555922615,0.6641009555922615,0.16757628949609463,0.009761562166828943,0.0167713607478745,0.03487262355670074,0.03487262355670074,0.040374894905469694,45
tabpfn,hidden_confounding,3,0.15,0.05,2048,0.8146835456606489,0.839045344458686,0.6763881458176507,0.6763881458176507,0.08112504314667722,0.008709859745616976,0.00976886491462257,0.019384855035894474,0.019384855035894474,0.018370802588676943,45
tabpfn,hidden_confounding,4,0.2,0.15,128,0.7077783128438582,0.694181493918101,0.38881920509868195,0.38881920509868195,0.32204015700172506,0.011379881237113,0.04723741739710802,0.09500229371626025,0.09500229371626025,0.07716915578947874,45
tabpfn,hidden_confounding,4,0.2,0.15,512,0.7087054361442947,0.721182730462816,0.4438331537776523,0.4438331537776523,0.17726590132543424,0.01001021768206246,0.0209627598748581,0.04163138204778608,0.04163138204778608,0.04317877464578446,45
tabpfn,hidden_confounding,4,0.2,0.15,2048,0.7087303612068612,0.729433520634969,0.45792501701249017,0.45792501701249017,0.08648058169524013,0.012280958132839545,0.00976582120115813,0.019659351145361163,0.019659351145361163,0.021632088914434636,45
tabpfn,hidden_confounding,5,0.25,0.25,128,0.6185578064084694,0.6094848301675585,0.2034116705258687,0.2034116705258687,0.32040817435456576,0.0204232477545631,0.04671408706839736,0.10700075634471956,0.10700075634471956,0.08197007763766367,45
tabpfn,hidden_confounding,5,0.25,0.25,512,0.6244643660892268,0.6308560543590122,0.2598653097947438,0.2598653097947438,0.16475695158001394,0.010800486729747445,0.025826533980389078,0.052832995090411096,0.052832995090411096,0.04314405275574148,45
tabpfn,hidden_confounding,5,0.25,0.25,2048,0.6251866527871478,0.6336583905749851,0.2669301741653018,0.2669301741653018,0.08173466305831935,0.012774344007743453,0.01146295478508901,0.02307309511009053,0.02307309511009053,0.01930119042215715,45
tabpfn,randomized_causal,0,0.0,0.05,128,0.9491623776366939,0.957192153400845,0.03290677971310081,0.9219558477401734,0.31971342458328056,0.005429722167885529,0.015885897430790073,0.021905532295202854,0.03308026180757907,0.09478096364949458,45
tabpfn,randomized_causal,0,0.0,0.05,512,0.9500571871207225,0.9633607135878669,0.028789572715759215,0.9283691936069065,0.1527449686341427,0.005386513146398019,0.00894356211994224,0.017189340471369417,0.01788988194434355,0.03844697759158305,45
tabpfn,randomized_causal,0,0.0,0.05,2048,0.9490088944991771,0.9633537332216898,0.026674554083082336,0.9266745540830824,0.07786726083084973,0.006234209658146674,0.004370120339582629,0.008848857074416044,0.008848857074416036,0.016923192263056632,45
tabpfn,randomized_causal,1,0.05,0.05,128,0.9069687266438256,0.9083161089155409,0.047880210505591436,0.8216105527347989,0.353862438387714,0.008448459718648564,0.03077490418744754,0.04045226704447775,0.06199301885989955,0.08347777959791498,45
tabpfn,randomized_causal,1,0.05,0.05,512,0.907448454720262,0.9218010147412617,0.03792204125722241,0.8455851051542495,0.15594917898796132,0.008267295067642386,0.012820397173468416,0.022003916340421127,0.025687700630631013,0.03539699368719709,45
tabpfn,randomized_causal,1,0.05,0.05,2048,0.9074409207069064,0.9246333705054389,0.038940380414326875,0.848940380414327,0.07718181975461627,0.007738180575651509,0.005089035691491674,0.01041109667881949,0.0104110966788195,0.016152799130723226,45
tabpfn,randomized_causal,2,0.1,0.1,128,0.8172862636505474,0.8043174968825446,0.07068454702695207,0.6131671607494354,0.3259495319548191,0.008764878918855792,0.04080079911728273,0.05184374739157466,0.08403134412440806,0.07115725239623133,45
tabpfn,randomized_causal,2,0.1,0.1,512,0.8185894755536336,0.841734340455797,0.04961702442169183,0.6847033394707573,0.16045613340793513,0.01026204452113295,0.017288090942926687,0.027074802545211975,0.034742462202110164,0.039718296893161135,45
tabpfn,randomized_causal,2,0.1,0.1,2048,0.81967581993146,0.8430253399742974,0.04541226916842984,0.6854122691684299,0.08033233867335655,0.01056583957776693,0.008692275204903134,0.01733888061467209,0.017338880614672102,0.018933820161569918,45
tabpfn,randomized_causal,3,0.15,0.05,128,0.8138270696906095,0.8194326334529453,0.056924666643142656,0.6433728079001109,0.3097097982187879,0.010336770254967232,0.034760680701162484,0.04803406387851873,0.07374576914469114,0.08408228105432196,45
tabpfn,randomized_causal,3,0.15,0.05,512,0.8134506630629248,0.8337368077701992,0.04518594741821283,0.66802323129442,0.16757628949609463,0.009589776597917942,0.017630101737205677,0.02666180080850432,0.03633732086426372,0.040374894905469694,45
tabpfn,randomized_causal,3,0.15,0.05,2048,0.8137985241887621,0.8347677310307821,0.040569007237752225,0.6687528689702352,0.08112504314667722,0.009427286149835356,0.011403935404670055,0.020239260255771545,0.023600026058490823,0.018370802588676943,45
tabpfn,randomized_causal,4,0.2,0.15,128,0.7105279570162406,0.7025955067740546,0.08698165867063729,0.4079746921857198,0.32204015700172506,0.011667399986527782,0.05303568439635174,0.07137204412388616,0.11262252552973182,0.07716915578947874,45
tabpfn,randomized_causal,4,0.2,0.15,512,0.711487249714702,0.7245693100823296,0.044213165097766384,0.4495559765232934,0.17726590132543424,0.013208943724094918,0.021266163043042637,0.02957342733396053,0.04450179375226702,0.04317877464578446,45
tabpfn,randomized_causal,4,0.2,0.15,2048,0.7107950402746158,0.7246052596304152,0.03196591782569878,0.44810715979999965,0.08648058169524013,0.011175301609926337,0.013837216235235159,0.021849608428727296,0.026729781340402006,0.021632088914434636,45
tabpfn,randomized_causal,5,0.25,0.25,128,0.6162910722031121,0.5989518430497911,0.0974089748329586,0.1724699238936106,0.32040817435456576,0.025039761200618176,0.039336174753207734,0.07232965121481369,0.09374545528817473,0.08197007763766367,45
tabpfn,randomized_causal,5,0.25,0.25,512,0.6259352226497978,0.6291512873437669,0.04140765468279516,0.25698238809903456,0.16475695158001394,0.01360822711543796,0.02482703938503514,0.030225637079578725,0.051159449395205274,0.04314405275574148,45
tabpfn,randomized_causal,5,0.25,0.25,2048,0.6285602002726334,0.6352173964182536,0.025719421439700612,0.2699447804027133,0.08173466305831935,0.011700636243816426,0.012038403966112426,0.016907739469808017,0.0235703008426114,0.01930119042215715,45
