source,task,split,rule,operator,lambda,inner_mse,outer_gain,deployable
BTS,airline_origin_airport,0,binary,rbf_half,1.0,1.341026865066936,0.00045157026161960287,True
BTS,airline_origin_airport,0,shrink,rbf_half,0.7,1.3409876348680345,0.00045300915416128637,True
BTS,airline_origin_airport,0,oracle_full,rbf_half,1.0,,0.0004515702616196444,False
BTS,airline_origin_airport,0,oracle_shrink,kernel_ridge,0.5723724011950909,,0.0007358776744175776,False
BTS,airline_origin_airport,1,full,rbf_half,1.0,1.339114823543671,0.0003405974218596025,True
BTS,airline_origin_airport,1,binary,rbf_half,1.0,1.339114823543671,0.0003405974218596025,True
BTS,airline_origin_airport,1,shrink,rbf_half,0.9,1.3391127203988173,0.0003318179489672125,True
BTS,airline_origin_airport,1,oracle_full,rbf_half,1.0,,0.00034059742185963245,False
BTS,airline_origin_airport,1,oracle_shrink,rbf_half,1.0,,0.00034059742185963245,False
BTS,airline_origin_airport,2,full,harmonic,1.0,1.2136862066220235,-2.6950674754567712e-05,True
BTS,airline_origin_airport,2,binary,harmonic,1.0,1.2136862066220235,-2.6950674754567712e-05,True
BTS,airline_origin_airport,2,shrink,rbf_half,0.5,1.213527032854031,3.890127992595388e-05,True
BTS,airline_origin_airport,2,oracle_full,kernel_ridge,1.0,,0.00017439416858705518,False
BTS,airline_origin_airport,2,oracle_shrink,kernel_ridge,0.657028523748013,,0.0002397131525871726,False
BTS,airline_origin_airport,3,full,rbf_half,1.0,1.2628420153146362,0.000804879611810596,True
BTS,airline_origin_airport,3,binary,rbf_half,1.0,1.2628420153146362,0.000804879611810596,True
BTS,airline_origin_airport,3,shrink,rbf_half,0.9,1.2628326276020305,0.0007594281461937928,True
BTS,airline_origin_airport,3,oracle_full,rbf_half,1.0,,0.0008048796118106099,False
BTS,airline_origin_airport,3,oracle_shrink,rbf_half,1.0,,0.0008048796118106099,False
BTS,airline_origin_airport,4,full,rbf_half,1.0,1.3614916557373025,0.0006000075445227988,True
BTS,airline_origin_airport,4,binary,rbf_half,1.0,1.3614916557373025,0.0006000075445227988,True
BTS,airline_origin_airport,4,shrink,kernel_ridge,0.3,1.361410911393416,0.00048664833019503246,True
BTS,airline_origin_airport,4,oracle_full,kernel_ridge,1.0,,0.000618811917806995,False
BTS,airline_origin_airport,4,oracle_shrink,knn_5,0.5422740935672303,,0.0007555007828399519,False
BTS,airline_destination_airport,0,full,rbf,1.0,0.9654843228264369,0.0003515374514620219,True
BTS,airline_destination_airport,0,binary,rbf,1.0,0.9654843228264369,0.0003515374514620219,True
BTS,airline_destination_airport,0,shrink,knn_5,0.3,0.9652640137814806,0.0005923089462058353,True
BTS,airline_destination_airport,0,oracle_full,kernel_ridge,1.0,,0.0012739206598335647,False
BTS,airline_destination_airport,0,oracle_shrink,kernel_ridge,1.0,,0.0012739206598335647,False
BTS,airline_destination_airport,1,full,kernel_ridge,1.0,0.9222154777517648,0.0004575278733725154,True
BTS,airline_destination_airport,1,binary,kernel_ridge,1.0,0.9222154777517648,0.0004575278733725154,True
BTS,airline_destination_airport,1,shrink,knn_10,0.6,0.9220630693995823,0.0005007414274232357,True
BTS,airline_destination_airport,1,oracle_full,rbf_double,1.0,,0.0006138295567385522,False
BTS,airline_destination_airport,1,oracle_shrink,rbf_double,1.0,,0.0006138295567385522,False
BTS,airline_destination_airport,2,full,knn_10,1.0,0.9621939446523502,-0.0010248618498460407,True
BTS,airline_destination_airport,2,binary,knn_10,1.0,0.9621939446523502,-0.0010248618498460407,True
BTS,airline_destination_airport,2,shrink,knn_10,0.7,0.9620119338588143,-0.0004336198609737756,True
BTS,airline_destination_airport,2,oracle_full,rbf_double,1.0,,0.0003751477318540671,False
BTS,airline_destination_airport,2,oracle_shrink,rbf_double,1.0,,0.0003751477318540671,False
BTS,airline_destination_airport,3,full,rbf_half,1.0,0.9366677547473614,0.001087606686100778,True
BTS,airline_destination_airport,3,binary,rbf_half,1.0,0.9366677547473614,0.001087606686100778,True
BTS,airline_destination_airport,3,shrink,kernel_ridge,0.6,0.9366083138548433,0.0011918790686806396,True
BTS,airline_destination_airport,3,oracle_full,knn_10,1.0,,0.0022842386553163056,False
BTS,airline_destination_airport,3,oracle_shrink,knn_10,1.0,,0.0022842386553163056,False
BTS,airline_destination_airport,4,full,rbf_half,1.0,0.928631121940574,0.00015321354169675342,True
BTS,airline_destination_airport,4,binary,rbf_half,1.0,0.928631121940574,0.00015321354169675342,True
BTS,airline_destination_airport,4,shrink,knn_10,0.6,0.9283560064063016,-0.00033171909228100414,True
BTS,airline_destination_airport,4,oracle_full,rbf_double,1.0,,0.0005620233457730784,False
BTS,airline_destination_airport,4,oracle_shrink,rbf_double,1.0,,0.0005620233457730784,False
STRING_BENCHMARK,employee_salaries,0,full,kernel_ridge,1.0,0.26829478148268954,0.11208490137376853,True
STRING_BENCHMARK,employee_salaries,0,binary,kernel_ridge,1.0,0.26829478148268954,0.11208490137376853,True
STRING_BENCHMARK,employee_salaries,0,shrink,kernel_ridge,1.0,0.26829478148268954,0.11208490137376853,True
STRING_BENCHMARK,employee_salaries,0,oracle_full,knn_10,1.0,,0.13222590554562078,False
STRING_BENCHMARK,employee_salaries,0,oracle_shrink,knn_1,0.6363634115443604,,0.14370634740240634,False
STRING_BENCHMARK,employee_salaries,1,full,kernel_ridge,1.0,0.24885623495894085,0.08229069563465226,True
STRING_BENCHMARK,employee_salaries,1,binary,kernel_ridge,1.0,0.24885623495894085,0.08229069563465226,True
STRING_BENCHMARK,employee_salaries,1,shrink,kernel_ridge,1.0,0.24885623495894085,0.08229069563465226,True
STRING_BENCHMARK,employee_salaries,1,oracle_full,knn_1,1.0,,0.21560722289708298,False
STRING_BENCHMARK,employee_salaries,1,oracle_shrink,knn_1,1.0,,0.21560722289708298,False
STRING_BENCHMARK,employee_salaries,2,full,kernel_ridge,1.0,0.2501491951646979,0.04047768847738164,True
STRING_BENCHMARK,employee_salaries,2,binary,kernel_ridge,1.0,0.2501491951646979,0.04047768847738164,True
STRING_BENCHMARK,employee_salaries,2,shrink,kernel_ridge,0.9,0.24909412817786108,0.04138439614735147,True
STRING_BENCHMARK,employee_salaries,2,oracle_full,kernel_ridge,1.0,,0.040477688477381646,False
STRING_BENCHMARK,employee_salaries,2,oracle_shrink,kernel_ridge,0.8676465061388192,,0.041442019382744416,False
STRING_BENCHMARK,employee_salaries,3,full,kernel_ridge,1.0,0.24654335263610583,0.41607972716209113,True
STRING_BENCHMARK,employee_salaries,3,binary,kernel_ridge,1.0,0.24654335263610583,0.41607972716209113,True
STRING_BENCHMARK,employee_salaries,3,shrink,kernel_ridge,0.8,0.24525060576363203,0.3576412052857599,True
STRING_BENCHMARK,employee_salaries,3,oracle_full,knn_1,1.0,,0.46929178137061495,False
STRING_BENCHMARK,employee_salaries,3,oracle_shrink,knn_1,1.0,,0.46929178137061495,False
STRING_BENCHMARK,employee_salaries,4,full,kernel_ridge,1.0,0.3480144096818568,0.42160432207971804,True
STRING_BENCHMARK,employee_salaries,4,binary,kernel_ridge,1.0,0.3480144096818568,0.42160432207971804,True
STRING_BENCHMARK,employee_salaries,4,shrink,knn_1,0.6,0.3436508045987111,0.2106774123349439,True
STRING_BENCHMARK,employee_salaries,4,oracle_full,knn_3,1.0,,0.44461281453271834,False
STRING_BENCHMARK,employee_salaries,4,oracle_shrink,knn_3,1.0,,0.44461281453271834,False
STRING_BENCHMARK,medical_charges,0,full,knn_10,1.0,0.29372177781999087,0.06388677985510201,True
STRING_BENCHMARK,medical_charges,0,binary,knn_10,1.0,0.29372177781999087,0.06388677985510201,True
STRING_BENCHMARK,medical_charges,0,shrink,knn_10,1.0,0.29372177781999087,0.06388677985510201,True
STRING_BENCHMARK,medical_charges,0,oracle_full,kernel_ridge,1.0,,0.06593324111457069,False
STRING_BENCHMARK,medical_charges,0,oracle_shrink,kernel_ridge,1.0,,0.06593324111457069,False
STRING_BENCHMARK,medical_charges,1,full,knn_3,1.0,0.31208367012592925,0.03275300078040559,True
STRING_BENCHMARK,medical_charges,1,binary,knn_3,1.0,0.31208367012592925,0.03275300078040559,True
STRING_BENCHMARK,medical_charges,1,shrink,knn_3,1.0,0.31208367012592925,0.03275300078040559,True
STRING_BENCHMARK,medical_charges,1,oracle_full,kernel_ridge,1.0,,0.05757457847139721,False
STRING_BENCHMARK,medical_charges,1,oracle_shrink,kernel_ridge,1.0,,0.05757457847139721,False
STRING_BENCHMARK,medical_charges,2,full,knn_3,1.0,0.286248619387549,0.04495091746202163,True
STRING_BENCHMARK,medical_charges,2,binary,knn_3,1.0,0.286248619387549,0.04495091746202163,True
STRING_BENCHMARK,medical_charges,2,shrink,knn_3,0.9,0.2861008125235703,0.041967984824177976,True
STRING_BENCHMARK,medical_charges,2,oracle_full,knn_5,1.0,,0.056631303484923644,False
STRING_BENCHMARK,medical_charges,2,oracle_shrink,knn_5,1.0,,0.056631303484923644,False
STRING_BENCHMARK,medical_charges,3,full,knn_10,1.0,0.335005470936699,0.03146791233721536,True
STRING_BENCHMARK,medical_charges,3,binary,knn_10,1.0,0.335005470936699,0.03146791233721536,True
STRING_BENCHMARK,medical_charges,3,shrink,knn_10,0.9,0.3349032447355709,0.0301974907479092,True
STRING_BENCHMARK,medical_charges,3,oracle_full,kernel_ridge,1.0,,0.040601518546300716,False
STRING_BENCHMARK,medical_charges,3,oracle_shrink,kernel_ridge,1.0,,0.040601518546300716,False
STRING_BENCHMARK,medical_charges,4,full,kernel_ridge,1.0,0.30448154605724015,0.010607239046824547,True
STRING_BENCHMARK,medical_charges,4,binary,kernel_ridge,1.0,0.30448154605724015,0.010607239046824547,True
STRING_BENCHMARK,medical_charges,4,shrink,kernel_ridge,1.0,0.30448154605724015,0.010607239046824547,True
STRING_BENCHMARK,medical_charges,4,oracle_full,knn_10,1.0,,0.02493608124648445,False
STRING_BENCHMARK,medical_charges,4,oracle_shrink,knn_10,0.8747761849539792,,0.025457756317960444,False
