git_commit,git_dirty,dataset,task,seed,model,training_seconds,operation_count,primary_error,score,accuracy,log_loss,brier,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,diabetes,regression,4,Linear,0.0007251831702888012,-1,0.6858661337373273,0.5295876465922107,-1.0,-1.0,-1.0,42.12861476366553,52.04204843546291,0.5295876465922107,0.6858661337373273,0.267388494073014
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,diabetes,regression,4,RandomForest,0.6693282008636743,-1,0.7189422807307398,0.4831219969776821,-1.0,-1.0,-1.0,45.371111810723605,54.55179539513552,0.4831219969776821,0.7189422807307398,0.26803371368673257
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,diabetes,regression,4,XGBoost,1.3204043409787118,-1,0.7312840175315493,0.4652236857029167,-1.0,-1.0,-1.0,46.08374687794889,55.488259863596134,0.4652236857029167,0.7312840175315493,0.28790707364409407
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,diabetes,regression,4,MLP,0.26018064096570015,-1,0.7713308135539146,0.4050487760622561,-1.0,-1.0,-1.0,44.30739891554061,58.52692469302073,0.4050487760622561,0.7713308135539146,0.26760330718521297
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,diabetes,regression,4,CatBoost,0.18502380000427365,-1,0.6953912964136838,0.516430944872096,-1.0,-1.0,-1.0,43.34733274004067,52.764797311628385,0.516430944872096,0.6953912964136838,0.27605502388036746
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,TabALU-SparseExact,0.03646048693917692,31,0.05604313770425875,0.9980347199475925,0.9736842105263158,0.05604313770425875,0.017794161217757905,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,Linear,0.0031094129662960768,-1,0.04405250848199311,0.9990173599737963,0.9649122807017544,0.04405250848199311,0.012167301772027293,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,RandomForest,0.7779618459753692,-1,0.07627384436455627,0.9977071732721913,0.9736842105263158,0.07627384436455627,0.02120036674410342,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,XGBoost,0.9099862701259553,-1,0.05287937343008382,0.998689813298395,0.9736842105263158,0.05287937343008382,0.017667627585686324,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,MLP,0.032745139906182885,-1,0.3039721007210489,0.99737962659679,0.9736842105263158,0.3039721007210489,0.07959678922753494,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,0,CatBoost,0.2747414920013398,-1,0.06325928712596844,0.9983622666229938,0.9736842105263158,0.06325928712596844,0.017518038971040647,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,TabALU-SparseExact,0.034590689931064844,35,0.10888217720766712,0.9970238095238095,0.9473684210526315,0.10888217720766712,0.036178056564074954,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,Linear,0.0026120541151612997,-1,0.10659233317394125,0.9950396825396826,0.956140350877193,0.10659233317394125,0.03354570788215395,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,RandomForest,0.8419220340438187,-1,0.1319599294138542,0.9871031746031746,0.956140350877193,0.1319599294138542,0.03279731704362869,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,XGBoost,1.3869424911681563,-1,0.07499329550057295,0.9947089947089947,0.9824561403508771,0.07499329550057295,0.01614818232158121,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,MLP,0.023862241068854928,-1,0.4551105667799455,0.996031746031746,0.956140350877193,0.4551105667799455,0.1368217554794034,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,1,CatBoost,0.33221117383800447,-1,0.10028712677908466,0.9933862433862434,0.9824561403508771,0.10028712677908466,0.02370262763540323,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,TabALU-SparseExact,0.0306159439496696,14,0.12567319089590745,0.9793645594497216,0.9736842105263158,0.12567319089590745,0.029976141203932126,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,Linear,0.0030768541619181633,-1,0.09498332771952782,0.9931215198165739,0.9649122807017544,0.09498332771952782,0.028394702522163386,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,RandomForest,0.9148900110740215,-1,0.10205818413708354,0.9944317065181788,0.9649122807017544,0.10205818413708354,0.029204518171774236,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,XGBoost,0.8572159840259701,-1,0.14466489782827152,0.9882083196855552,0.9649122807017544,0.14466489782827152,0.0353087271959347,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,MLP,0.045655695954337716,-1,0.13796985246187943,0.9954143465443827,0.956140350877193,0.13796985246187943,0.03590836677670913,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,2,CatBoost,0.30311077390797436,-1,0.08819171941470301,0.9954143465443825,0.9649122807017544,0.08819171941470301,0.025712759933886793,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,TabALU-SparseExact,0.029904342023655772,43,0.0862386582347859,0.9966931216931216,0.9824561403508771,0.0862386582347859,0.025254127605096603,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,Linear,0.004279806977137923,-1,0.08766488829615987,0.9950396825396826,0.9649122807017544,0.08766488829615987,0.025499671890113585,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,RandomForest,0.7831913200207055,-1,0.14298378811146853,0.9847883597883598,0.956140350877193,0.14298378811146853,0.041598848256183894,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,XGBoost,0.8812011941336095,-1,0.1474729059764538,0.9907407407407407,0.9473684210526315,0.1474729059764538,0.040175131648249755,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,MLP,0.03789708996191621,-1,0.3978228939164729,0.9857804232804234,0.9385964912280702,0.3978228939164729,0.11378790226250997,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,3,CatBoost,0.34132137801498175,-1,0.1364022739393218,0.9900793650793651,0.9473684210526315,0.1364022739393218,0.040903603060848184,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,TabALU-SparseExact,0.03055335907265544,17,0.048710888549654545,0.9976851851851851,0.9912280701754386,0.048710888549654545,0.00990988593173103,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,Linear,0.0029478201176971197,-1,0.03404211909222368,0.9990079365079365,0.9912280701754386,0.03404211909222368,0.008415192061040916,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,RandomForest,0.7719064350239933,-1,0.09968176247547082,0.9940476190476191,0.9649122807017544,0.09968176247547082,0.026733950475245665,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,XGBoost,0.8638845440000296,-1,0.06406714405000541,0.9980158730158729,0.9824561403508771,0.06406714405000541,0.015772987207373277,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,MLP,0.02358010597527027,-1,0.34657474825089823,0.9662698412698413,0.9122807017543859,0.34657474825089823,0.09722286521159425,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,breast_cancer,classification,4,CatBoost,0.2579652378335595,-1,0.08004644358190326,0.9973544973544973,0.9736842105263158,0.08004644358190326,0.02125453144790163,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,TabALU-SparseExact,0.00903816195204854,9,0.1324954986583997,0.9930555555555556,0.9722222222222222,0.1324954986583997,0.03044931290088829,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,Linear,0.0017951740883290768,-1,0.0957796694973653,0.9930555555555556,0.9722222222222222,0.0957796694973653,0.029223380791613154,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,RandomForest,0.8931836460251361,-1,0.11084209352783041,0.9965277777777778,0.9444444444444444,0.11084209352783041,0.03128430656973488,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,XGBoost,0.42175252502784133,-1,0.15674530186386323,0.9965277777777778,0.9444444444444444,0.15674530186386323,0.04681089770951052,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,MLP,0.008671891875565052,-1,0.5566302118396842,0.9166666666666666,0.8055555555555556,0.5566302118396842,0.18358740098912962,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,0,CatBoost,0.8193773298989981,-1,0.19614491966643366,0.9965277777777778,0.9444444444444444,0.19614491966643366,0.047110449748250155,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,TabALU-SparseExact,0.008876479929313064,10,0.09383242225194358,1.0,0.9722222222222222,0.09383242225194358,0.02699788049799338,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,Linear,0.0015785880386829376,-1,0.05722166157041417,1.0,0.9722222222222222,0.05722166157041417,0.012651755469093237,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,RandomForest,0.889404505956918,-1,0.10767914701135789,1.0,0.9722222222222222,0.10767914701135789,0.024979035351525986,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,XGBoost,0.4294914628844708,-1,0.10271732390825934,1.0,0.9722222222222222,0.10271732390825934,0.027662853136685244,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,MLP,0.009866622043773532,-1,0.5007371096455459,0.9791666666666667,0.9444444444444444,0.5007371096455459,0.15805609696432868,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,1,CatBoost,0.828235775930807,-1,0.15879768610223066,1.0,0.9722222222222222,0.15879768610223066,0.03524652945592705,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,TabALU-SparseExact,0.008988657966256142,9,0.03036242809990726,1.0,1.0,0.03036242809990726,0.0036060394590460444,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,Linear,0.0015221729408949614,-1,0.0391165827087823,1.0,1.0,0.0391165827087823,0.005380671378093406,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,RandomForest,0.8965585951227695,-1,0.10262133332113167,1.0,1.0,0.10262133332113167,0.021992064707105068,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,XGBoost,0.47234391886740923,-1,0.06436791082976362,0.9965277777777777,0.9722222222222222,0.06436791082976362,0.017497937666845598,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,MLP,0.014133047079667449,-1,0.44405120706397194,0.9930555555555555,0.8888888888888888,0.44405120706397194,0.13398521606508587,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,2,CatBoost,0.8000257781241089,-1,0.016112833549656293,1.0,1.0,0.016112833549656293,0.0018300079736765572,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,TabALU-SparseExact,0.009919711155816913,10,0.10265110713984157,1.0,0.9722222222222222,0.10265110713984157,0.028652490370898502,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,Linear,0.0014992381911724806,-1,0.045180066012034704,1.0,0.9722222222222222,0.045180066012034704,0.011359305089515782,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,RandomForest,0.9090026910416782,-1,0.09610512393862553,1.0,0.9722222222222222,0.09610512393862553,0.020881368359788363,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,XGBoost,0.41791178402490914,-1,0.11403379708646535,0.9930555555555556,0.9722222222222222,0.11403379708646535,0.026958474259331365,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,MLP,0.0173493018373847,-1,0.36046718666765964,1.0,0.9444444444444444,0.36046718666765964,0.09638358674931308,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,3,CatBoost,0.7945768930949271,-1,0.15695265618492885,1.0,0.9444444444444444,0.15695265618492885,0.039442992626746345,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,TabALU-SparseExact,0.009239906910806894,9,0.013578821474883977,1.0,1.0,0.013578821474883977,0.0009385542195272378,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,Linear,0.001536564202979207,-1,0.017799711739593646,1.0,1.0,0.017799711739593646,0.0015162274538385102,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,RandomForest,0.909958483884111,-1,0.05987706352812196,1.0,1.0,0.05987706352812196,0.0073129213681727805,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,XGBoost,0.8025901750661433,-1,0.020286081038074937,1.0,1.0,0.020286081038074937,0.001979585275756756,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,MLP,0.010074554942548275,-1,0.5001549907120466,1.0,0.9722222222222222,0.5001549907120466,0.15648951170753672,-1.0,-1.0,-1.0,-1.0,-1.0
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,wine_binary,classification,4,CatBoost,0.7916570689994842,-1,0.005945486971276634,1.0,1.0,0.005945486971276634,0.00015287769845396236,-1.0,-1.0,-1.0,-1.0,-1.0
