dataset,model,seed,precision,action,mse_epoch_20,mse_epoch_200,first_material_checkpoint,material_epoch_20,material_epoch_200,delayed_after_epoch_20,exact_all_checkpoints
bank_marketing_subscription,resnet,8404,iea64,1,0.0,0.0,201,False,False,False,True
bank_marketing_subscription,resnet,8404,iea64,2,0.0,0.0,201,False,False,False,True
bank_marketing_subscription,resnet,8404,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8101,fp32,1,0.004885825149171589,0.06298156215733784,5,True,True,False,False
credit_card_default,ft_transformer,8101,fp32,2,0.005284601297737456,0.06646502850068184,5,True,True,False,False
credit_card_default,ft_transformer,8101,fp32,3,0.005260491420530984,0.06182824844425566,5,True,True,False,False
credit_card_default,ft_transformer,8101,iea64,1,0.0,0.010072424063857856,200,False,True,True,False
credit_card_default,ft_transformer,8101,iea64,2,0.0,0.010072424063857856,200,False,True,True,False
credit_card_default,ft_transformer,8101,iea64,3,0.0,0.04339287649827394,50,False,True,True,False
credit_card_default,ft_transformer,8202,fp32,1,0.005668647155900969,0.06268787276064433,5,True,True,False,False
credit_card_default,ft_transformer,8202,fp32,2,0.005547944269890042,0.0626752770266695,5,True,True,False,False
credit_card_default,ft_transformer,8202,fp32,3,0.006360478763906902,0.06380565071904118,2,True,True,False,False
credit_card_default,ft_transformer,8202,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8202,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8202,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8303,fp32,1,0.00661340687540207,0.05832463676409824,2,True,True,False,False
credit_card_default,ft_transformer,8303,fp32,2,0.006971695992297879,0.057945247311574896,2,True,True,False,False
credit_card_default,ft_transformer,8303,fp32,3,0.006297205004074202,0.05896720475483871,2,True,True,False,False
credit_card_default,ft_transformer,8303,iea64,1,0.0,0.040506643853983566,50,False,True,True,False
credit_card_default,ft_transformer,8303,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8303,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8404,fp32,1,0.005384611713684237,0.05333244086713555,2,True,True,False,False
credit_card_default,ft_transformer,8404,fp32,2,0.0037894406909489936,0.05357327656846732,5,True,True,False,False
credit_card_default,ft_transformer,8404,fp32,3,0.00479028988581225,0.05189969369589905,5,True,True,False,False
credit_card_default,ft_transformer,8404,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,ft_transformer,8404,iea64,2,0.0,0.016547375768360642,200,False,True,True,False
credit_card_default,ft_transformer,8404,iea64,3,0.0,0.029232238021809426,100,False,True,True,False
credit_card_default,mlp,8101,fp32,1,9.549214356210147e-16,3.080003676006214e-12,201,False,False,False,False
credit_card_default,mlp,8101,fp32,2,9.745963304723648e-16,1.0641806801894181e-11,201,False,False,False,False
credit_card_default,mlp,8101,fp32,3,9.459287194681088e-16,6.497857638909596e-12,201,False,False,False,False
credit_card_default,mlp,8101,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8101,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8101,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8202,fp32,1,9.36499338229233e-16,2.3471294565701744e-12,201,False,False,False,False
credit_card_default,mlp,8202,fp32,2,9.69447310073663e-16,2.115760380772028e-12,201,False,False,False,False
credit_card_default,mlp,8202,fp32,3,8.894148455693401e-16,8.235342409652243e-13,201,False,False,False,False
credit_card_default,mlp,8202,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8202,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8202,iea64,3,0.0,1.5925152064427573e-14,201,False,False,False,False
credit_card_default,mlp,8303,fp32,1,1.1193600848216004e-15,2.8945815079895324e-12,201,False,False,False,False
credit_card_default,mlp,8303,fp32,2,1.2053430091863182e-15,2.7399212203621164e-12,201,False,False,False,False
credit_card_default,mlp,8303,fp32,3,1.123714240212495e-15,9.242369598434575e-12,201,False,False,False,False
credit_card_default,mlp,8303,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8303,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8303,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8404,fp32,1,8.983005742090767e-16,4.094942664003536e-13,201,False,False,False,False
credit_card_default,mlp,8404,fp32,2,9.731975499299387e-16,8.55393580838352e-13,201,False,False,False,False
credit_card_default,mlp,8404,fp32,3,8.960007033273773e-16,6.572243220884749e-13,201,False,False,False,False
credit_card_default,mlp,8404,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8404,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,mlp,8404,iea64,3,0.0,0.0,201,False,False,False,True
credit_card_default,resnet,8101,fp32,1,6.482043568192566e-14,0.023147994852559563,100,False,True,True,False
credit_card_default,resnet,8101,fp32,2,5.2248964292311905e-14,0.025182376920684032,100,False,True,True,False
credit_card_default,resnet,8101,fp32,3,2.6358523341958074e-14,0.024831744600055505,100,False,True,True,False
credit_card_default,resnet,8101,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,resnet,8101,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,resnet,8101,iea64,3,0.0,0.018327263714080232,200,False,True,True,False
credit_card_default,resnet,8202,fp32,1,9.737860608972149e-14,0.02883570790381526,100,False,True,True,False
credit_card_default,resnet,8202,fp32,2,9.384161868663523e-14,0.02805487202515421,100,False,True,True,False
credit_card_default,resnet,8202,fp32,3,7.315046391812807e-14,0.028950527713492078,100,False,True,True,False
credit_card_default,resnet,8202,iea64,1,3.033901326373505e-15,0.025817290448742616,100,False,True,True,False
credit_card_default,resnet,8202,iea64,2,1.7298122434233552e-15,0.02579319037688824,100,False,True,True,False
credit_card_default,resnet,8202,iea64,3,1.7298122434233552e-15,0.025996091502858566,100,False,True,True,False
credit_card_default,resnet,8303,fp32,1,7.997586064176684e-15,0.024962514288541474,100,False,True,True,False
credit_card_default,resnet,8303,fp32,2,1.126842725845869e-14,0.027385077919558427,100,False,True,True,False
credit_card_default,resnet,8303,fp32,3,1.0265709271510779e-14,0.026185782765038672,100,False,True,True,False
credit_card_default,resnet,8303,iea64,1,0.0,0.015119994804507255,200,False,True,True,False
credit_card_default,resnet,8303,iea64,2,0.0,0.020437274523218852,200,False,True,True,False
credit_card_default,resnet,8303,iea64,3,0.0,0.020437274523218852,200,False,True,True,False
credit_card_default,resnet,8404,fp32,1,2.0152543769715224e-14,0.024118787463403044,100,False,True,True,False
credit_card_default,resnet,8404,fp32,2,1.9453684984971383e-14,0.025775137598101735,100,False,True,True,False
credit_card_default,resnet,8404,fp32,3,1.0434811069143409e-14,0.02300880649613262,100,False,True,True,False
credit_card_default,resnet,8404,iea64,1,0.0,0.0,201,False,False,False,True
credit_card_default,resnet,8404,iea64,2,0.0,0.0,201,False,False,False,True
credit_card_default,resnet,8404,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8101,fp32,1,0.07882718279519448,0.27159665782900644,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8101,fp32,2,0.060728890170982035,0.31559873537136324,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8101,fp32,3,0.06256961464411702,0.24951771370778153,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8101,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8101,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8101,iea64,3,0.0,0.19330068369576642,100,False,True,True,False
fremtpl_claim_count,ft_transformer,8202,fp32,1,0.0715593015975097,0.356493459837604,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8202,fp32,2,0.07279457479935864,0.36228551690623423,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8202,fp32,3,0.06662619571954302,0.3236088741230825,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8202,iea64,1,0.0,0.21612880892697828,100,False,True,True,False
fremtpl_claim_count,ft_transformer,8202,iea64,2,0.0,0.21612880892697828,100,False,True,True,False
fremtpl_claim_count,ft_transformer,8202,iea64,3,0.0,0.21612880892697828,100,False,True,True,False
fremtpl_claim_count,ft_transformer,8303,fp32,1,0.12859987669404635,0.21755462290564118,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8303,fp32,2,0.09117706730507706,0.23138075059194063,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8303,fp32,3,0.09819841582383097,0.2841361106780675,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8303,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8303,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8303,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8404,fp32,1,0.08611227508532106,0.3741909582936705,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8404,fp32,2,0.06682581231535442,0.3151150062217802,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8404,fp32,3,0.06577020848009446,0.35798378730765185,1,True,True,False,False
fremtpl_claim_count,ft_transformer,8404,iea64,1,0.0,0.15924859525752635,200,False,True,True,False
fremtpl_claim_count,ft_transformer,8404,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,ft_transformer,8404,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8101,fp32,1,2.2726247966842194e-15,1.3973393634287661e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8101,fp32,2,2.2522319657417947e-15,1.2820213815984786e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8101,fp32,3,2.7509771081494586e-15,3.0917300155031134e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8101,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8101,iea64,2,0.0,7.347419892408021e-12,201,False,False,False,False
fremtpl_claim_count,mlp,8101,iea64,3,0.0,7.383488653811553e-12,201,False,False,False,False
fremtpl_claim_count,mlp,8202,fp32,1,1.8840999362520114e-15,1.2503511443764011e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8202,fp32,2,1.628506935783906e-15,2.118969665271716e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8202,fp32,3,1.845273933653857e-15,7.789911880713244e-10,201,False,False,False,False
fremtpl_claim_count,mlp,8202,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8202,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8202,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8303,fp32,1,2.065822050460279e-15,1.5951118905640123e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8303,fp32,2,1.860255005592393e-15,6.160396905643036e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8303,fp32,3,2.0853943571985665e-15,1.859337140741139e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8303,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8303,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8303,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8404,fp32,1,1.923624165049246e-15,2.2989724481961572e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8404,fp32,2,1.87727061904767e-15,3.5506242015819386e-09,201,False,False,False,False
fremtpl_claim_count,mlp,8404,fp32,3,2.0498039030036885e-15,9.405080285014116e-10,201,False,False,False,False
fremtpl_claim_count,mlp,8404,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8404,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,mlp,8404,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8101,fp32,1,0.0013783134101402353,0.14675772312906848,20,True,True,False,False
fremtpl_claim_count,resnet,8101,fp32,2,0.0016453068513718927,0.1652606208234559,20,True,True,False,False
fremtpl_claim_count,resnet,8101,fp32,3,0.0037154615873455357,0.16446349613684116,20,True,True,False,False
fremtpl_claim_count,resnet,8101,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8101,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8101,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8202,fp32,1,0.016772711272232486,0.20322455192626182,20,True,True,False,False
fremtpl_claim_count,resnet,8202,fp32,2,0.011515291716363722,0.19540263094643165,20,True,True,False,False
fremtpl_claim_count,resnet,8202,fp32,3,0.01603330509930022,0.18781293923284686,20,True,True,False,False
fremtpl_claim_count,resnet,8202,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8202,iea64,2,0.0,1.2109197788009082e-12,201,False,False,False,False
fremtpl_claim_count,resnet,8202,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8303,fp32,1,0.013544812654294882,0.14728222879468872,20,True,True,False,False
fremtpl_claim_count,resnet,8303,fp32,2,0.006131366814719659,0.1502128418347343,20,True,True,False,False
fremtpl_claim_count,resnet,8303,fp32,3,0.004634042727548815,0.1614290907721025,20,True,True,False,False
fremtpl_claim_count,resnet,8303,iea64,1,0.0,2.4086609790030522e-12,201,False,False,False,False
fremtpl_claim_count,resnet,8303,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8303,iea64,3,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8404,fp32,1,0.008590249824162505,0.15637149409110018,20,True,True,False,False
fremtpl_claim_count,resnet,8404,fp32,2,0.009691510966218756,0.15885547734359196,20,True,True,False,False
fremtpl_claim_count,resnet,8404,fp32,3,0.009557002763714182,0.16475422276978713,20,True,True,False,False
fremtpl_claim_count,resnet,8404,iea64,1,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8404,iea64,2,0.0,0.0,201,False,False,False,True
fremtpl_claim_count,resnet,8404,iea64,3,0.0,0.0,201,False,False,False,True
