dataset,model,config_id,mse_epoch_0,mse_epoch_1,mse_epoch_2,mse_epoch_5,mse_epoch_10,mse_epoch_20
bank_marketing_subscription,ft_transformer,lr0.003__wd0__b128,1.6495413252918627e-15,1.9605842068336226e-08,1.1026367803671325e-06,0.0001587886969275645,0.00718966616874842,0.028584550800425667
bank_marketing_subscription,ft_transformer,lr0.003__wd0__b256,1.6495413252918627e-15,4.4134256434643265e-15,9.812725357387827e-15,1.3132511266421876e-08,0.00016982579133886994,0.023353524420730114
bank_marketing_subscription,mlp,lr0.0003__wd0.0001__b128,7.849623728795052e-17,1.5569143196891844e-16,2.8339463660602876e-16,4.296738384650574e-16,3.895281472413084e-16,4.1787869291630447e-16
bank_marketing_subscription,mlp,lr0.0003__wd0.0001__b256,7.849623728795052e-17,1.0928757898653885e-16,1.6787063637317226e-16,3.8796424207636116e-16,4.645970068803523e-16,4.820985428086785e-16
bank_marketing_subscription,mlp,lr0.0003__wd0__b128,7.849623728795052e-17,1.6638889340410876e-16,2.691396367923704e-16,4.61420139225596e-16,4.210462432086409e-16,3.541506868219695e-16
bank_marketing_subscription,mlp,lr0.0003__wd0__b256,7.849623728795052e-17,1.1622647289044608e-16,1.655938118109527e-16,3.6642645298221033e-16,4.038293103505921e-16,3.947606932729718e-16
bank_marketing_subscription,mlp,lr0.001__wd0.0001__b128,7.849623728795052e-17,4.310087623899302e-16,3.84121677111142e-16,4.240145995862146e-16,4.205465775907296e-16,5.995669523911641e-16
bank_marketing_subscription,mlp,lr0.001__wd0.0001__b256,7.849623728795052e-17,2.5118253831057924e-16,4.0502362680622066e-16,4.845785141060812e-16,4.983452700117264e-16,4.58914634517045e-16
bank_marketing_subscription,mlp,lr0.001__wd0__b128,7.849623728795052e-17,4.4329412825690656e-16,3.8091085755241675e-16,4.513013424655383e-16,4.068213924739488e-16,5.590391031729617e-16
bank_marketing_subscription,mlp,lr0.001__wd0__b256,7.849623728795052e-17,2.3853351296491504e-16,4.657879352041918e-16,4.0918524084823893e-16,3.936818556424856e-16,4.787990869871419e-16
bank_marketing_subscription,mlp,lr0.003__wd0.0001__b128,7.849623728795052e-17,4.3898569517069756e-16,4.214792976261845e-16,4.488698320957757e-16,6.481952898757088e-16,1.3530073539245411e-15
bank_marketing_subscription,mlp,lr0.003__wd0.0001__b256,7.849623728795052e-17,3.7276525271858247e-16,3.8677274906389014e-16,4.735706150957222e-16,5.086340601080162e-16,7.70674773900659e-16
bank_marketing_subscription,mlp,lr0.003__wd0__b128,7.849623728795052e-17,4.73640071797397e-16,3.83892272354594e-16,4.29849428505314e-16,5.834199754496376e-16,1.1072033293413017e-15
bank_marketing_subscription,mlp,lr0.003__wd0__b256,7.849623728795052e-17,3.051595011161227e-16,4.128799985641622e-16,5.279044611163755e-16,4.57170129354598e-16,6.864325101014154e-16
bank_marketing_subscription,resnet,lr0.0003__wd0.0001__b128,2.2046528376044408e-15,1.0036013406679427e-15,2.1131145516833003e-15,2.4926163699279594e-15,4.180541840257598e-15,2.4889988459555395e-14
bank_marketing_subscription,resnet,lr0.0003__wd0.0001__b256,2.2046528376044408e-15,8.833435556371977e-16,8.90600369240641e-16,1.076834115221655e-15,1.7284630554636506e-15,3.656764088367206e-15
bank_marketing_subscription,resnet,lr0.0003__wd0__b128,2.2046528376044408e-15,1.0070894223447359e-15,2.1262062929160628e-15,2.36422593922631e-15,4.776865881790992e-15,2.5212077570689433e-14
bank_marketing_subscription,resnet,lr0.0003__wd0__b256,2.2046528376044408e-15,8.890841802650558e-16,9.377552581029194e-16,1.0583507269353032e-15,1.84756153473392e-15,3.7961673238117e-15
bank_marketing_subscription,resnet,lr0.001__wd0.0001__b128,2.2046528376044408e-15,1.6219186209112262e-14,4.8893712542408554e-14,6.613195420831141e-14,3.4089167519920263e-13,1.6254511205871533e-11
bank_marketing_subscription,resnet,lr0.001__wd0.0001__b256,2.2046528376044408e-15,2.5747000740918477e-15,1.9970896726343007e-15,4.063738396757914e-15,1.3158864993942344e-14,3.423227051578631e-13
bank_marketing_subscription,resnet,lr0.001__wd0__b128,2.2046528376044408e-15,1.6256972348889277e-14,4.972606527930967e-14,6.540511029524698e-14,3.545371929321202e-13,1.611521502615155e-11
bank_marketing_subscription,resnet,lr0.001__wd0__b256,2.2046528376044408e-15,2.645884722979099e-15,1.929273956122595e-15,3.635459762729142e-15,1.36633541468509e-14,3.5333862559311793e-13
bank_marketing_subscription,resnet,lr0.003__wd0.0001__b128,2.2046528376044408e-15,7.140004146009733e-14,5.764673643765452e-14,5.881719163634575e-13,6.096887718619507e-10,0.000622383291863917
bank_marketing_subscription,resnet,lr0.003__wd0.0001__b256,2.2046528376044408e-15,3.3599764138504684e-15,1.2314408367983197e-14,3.5672926404820525e-14,4.060755033074097e-13,3.4197616462695125e-08
bank_marketing_subscription,resnet,lr0.003__wd0__b128,2.2046528376044408e-15,7.029835201007144e-14,5.5117752990480516e-14,5.797952328771527e-13,5.591269023748387e-10,0.0009478227410723814
bank_marketing_subscription,resnet,lr0.003__wd0__b256,2.2046528376044408e-15,3.11527198352049e-15,1.285435347303087e-14,3.65381142327498e-14,4.1876053972943086e-13,7.778975651428566e-08
credit_card_default,ft_transformer,lr0.0003__wd0.0001__b128,1.4247862149356176e-15,3.6549900837383004e-15,1.5701307441717827e-14,2.5138874796207477e-11,4.014879934471993e-06,9.607809753532798e-05
credit_card_default,ft_transformer,lr0.0003__wd0.0001__b256,1.4247862149356176e-15,1.3865500183192954e-15,1.2873364845187678e-15,1.3325386800933092e-15,1.6867113897719073e-15,1.289459394565794e-06
credit_card_default,ft_transformer,lr0.0003__wd0__b128,1.4247862149356176e-15,2.840691007074958e-15,4.333756118725385e-13,6.274635660622064e-08,8.83576243717145e-06,6.854544337907895e-05
credit_card_default,ft_transformer,lr0.0003__wd0__b256,1.4247862149356176e-15,1.3822132096293534e-15,1.1729892953939631e-15,2.1927446837433084e-15,7.169557301722289e-12,2.800866370776408e-06
credit_card_default,ft_transformer,lr0.001__wd0.0001__b128,1.4247862149356176e-15,6.391931977924499e-15,2.1089463364311797e-13,8.027823150416988e-07,0.00015313588177075544,0.012387735684391188
credit_card_default,ft_transformer,lr0.001__wd0.0001__b256,1.4247862149356176e-15,1.3959645071837112e-15,1.415407866143618e-15,1.6434246180354235e-14,1.6047306998976452e-06,0.0005017699170051787
credit_card_default,ft_transformer,lr0.001__wd0__b128,1.4247862149356176e-15,1.8744681009920847e-15,1.781027943760042e-15,3.701304406467532e-12,8.782363256343924e-05,0.00967884634148376
credit_card_default,ft_transformer,lr0.001__wd0__b256,1.4247862149356176e-15,1.3576018203139324e-15,3.4404897189301473e-15,5.1450335239340096e-14,9.57938570019009e-07,0.0005727805684987482
credit_card_default,ft_transformer,lr0.003__wd0.0001__b128,1.4247862149356176e-15,2.831936978033948e-14,1.0915499009586198e-13,5.274709722355375e-06,0.008100447536535134,0.03181270874521158
credit_card_default,ft_transformer,lr0.003__wd0.0001__b256,1.4247862149356176e-15,3.512571093364225e-15,7.375926764618032e-15,1.912917732178672e-07,0.0006991918086456402,0.02394963857763165
credit_card_default,ft_transformer,lr0.003__wd0__b128,1.4247862149356176e-15,1.817794142930836e-14,1.2866823492080348e-14,1.4195192042312432e-07,0.009619106630828414,0.035430269033847946
credit_card_default,ft_transformer,lr0.003__wd0__b256,1.4247862149356176e-15,3.6617121372077106e-15,1.2074624069699502e-14,2.649698977056387e-08,0.0004087045790970208,0.02032963617211086
credit_card_default,mlp,lr0.0003__wd0.0001__b128,1.6766283095677922e-16,1.964190572991712e-16,3.1262662594176155e-16,4.862814373816573e-16,5.245076118776777e-16,6.368433288808028e-16
credit_card_default,mlp,lr0.0003__wd0.0001__b256,1.6766283095677922e-16,2.0171711341594354e-16,2.4800221197410384e-16,3.872830952378707e-16,4.274986061577201e-16,5.406418967666802e-16
credit_card_default,mlp,lr0.0003__wd0__b128,1.6766283095677922e-16,2.1367819228360903e-16,3.0368453441063734e-16,4.3627434436951426e-16,5.038776437864316e-16,6.701124341317389e-16
credit_card_default,mlp,lr0.0003__wd0__b256,1.6766283095677922e-16,1.8988564471213217e-16,2.0705099241751594e-16,3.4641957888436307e-16,4.211501653555818e-16,5.553067220429889e-16
credit_card_default,mlp,lr0.001__wd0.0001__b128,1.6766283095677922e-16,3.9570946378316926e-16,4.622301782653265e-16,5.916145208380039e-16,7.053323814402011e-16,8.894322064092909e-16
credit_card_default,mlp,lr0.001__wd0.0001__b256,1.6766283095677922e-16,3.157292723345171e-16,4.2494917495331766e-16,5.345550501530512e-16,6.379984645480834e-16,1.0180666979225131e-15
credit_card_default,mlp,lr0.001__wd0__b128,1.6766283095677922e-16,3.8386109233285757e-16,4.787853852358763e-16,5.393462113949348e-16,7.310140090164601e-16,8.727170439646879e-16
credit_card_default,mlp,lr0.001__wd0__b256,1.6766283095677922e-16,3.062593028120549e-16,4.453662170699863e-16,5.219711952917722e-16,6.56985923775028e-16,1.0035815287272281e-15
credit_card_default,mlp,lr0.003__wd0.0001__b128,1.6766283095677922e-16,5.394454489121824e-16,5.503553280151555e-16,7.920749027473353e-16,1.0567571882747888e-15,2.11633495076627e-15
credit_card_default,mlp,lr0.003__wd0.0001__b256,1.6766283095677922e-16,5.762066274412897e-16,7.739388024843852e-16,8.187535335974463e-16,1.6125622437979323e-15,2.8992284099540984e-15
credit_card_default,mlp,lr0.003__wd0__b128,1.6766283095677922e-16,5.099926712458418e-16,5.417271167849095e-16,7.564482627159978e-16,9.112367043634744e-16,2.2768044712872855e-15
credit_card_default,mlp,lr0.003__wd0__b256,1.6766283095677922e-16,6.033890364641789e-16,7.052685207876994e-16,8.714958284227197e-16,1.6249938196715241e-15,2.8402418159165395e-15
credit_card_default,resnet,lr0.0003__wd0.0001__b128,1.7349403164113042e-15,1.7350600304011827e-15,2.2790635526434683e-15,1.8616406340388656e-15,3.4928971296844286e-15,6.628522538480571e-15
credit_card_default,resnet,lr0.0003__wd0.0001__b256,1.7349403164113042e-15,1.214534567390892e-15,1.1007345615500139e-15,1.244053100914073e-15,1.2865135920105102e-15,1.8761658020696585e-15
credit_card_default,resnet,lr0.0003__wd0__b128,1.7349403164113042e-15,1.9428722230578157e-15,2.0456286133323925e-15,1.813236371579387e-15,3.329381054400051e-15,6.418065088399442e-15
credit_card_default,resnet,lr0.0003__wd0__b256,1.7349403164113042e-15,1.2532247736669426e-15,1.177767125905109e-15,1.337420978001283e-15,1.4000844754391562e-15,1.8944851483085586e-15
credit_card_default,resnet,lr0.001__wd0.0001__b128,1.7349403164113042e-15,1.6434321848630858e-14,1.0846008426593454e-14,1.1835953337397133e-14,1.942647670829497e-13,5.840657506150779e-13
credit_card_default,resnet,lr0.001__wd0.0001__b256,1.7349403164113042e-15,1.4238877953228965e-15,1.5232453247244575e-15,1.6022653107181269e-15,3.14534881763503e-15,1.3325712449808273e-14
credit_card_default,resnet,lr0.001__wd0__b128,1.7349403164113042e-15,1.7366408762250752e-14,1.1185429210462672e-14,1.1994009261838311e-14,1.943050484317939e-13,4.986524696478064e-13
credit_card_default,resnet,lr0.001__wd0__b256,1.7349403164113042e-15,1.3927254531934108e-15,1.5511465900070142e-15,1.67718735131298e-15,2.9852215447074195e-15,1.2512526018198505e-14
credit_card_default,resnet,lr0.003__wd0.0001__b128,1.7349403164113042e-15,9.326700958040782e-14,6.346791107535339e-14,1.547281118447458e-13,1.35637124621595e-12,1.4586067008727113e-08
credit_card_default,resnet,lr0.003__wd0.0001__b256,1.7349403164113042e-15,3.1666976125028245e-15,3.3114239206252205e-15,7.5090874025343e-15,6.601311626225851e-14,1.7379128150516155e-12
credit_card_default,resnet,lr0.003__wd0__b128,1.7349403164113042e-15,9.033106463621644e-14,6.225598875757184e-14,1.6341955164487303e-13,1.387300567878757e-12,1.4215398189694683e-08
credit_card_default,resnet,lr0.003__wd0__b256,1.7349403164113042e-15,3.3536711005911074e-15,3.3024995814929492e-15,7.37127754194271e-15,6.475206256599506e-14,2.088845637035534e-12
fremtpl_claim_count,ft_transformer,lr0.0003__wd0.0001__b128,8.54961288578327e-15,7.360844284200985e-15,6.418571305287805e-15,2.0842391218763774e-09,4.868553275310271e-05,0.004867828022768566
fremtpl_claim_count,ft_transformer,lr0.0003__wd0.0001__b256,8.54961288578327e-15,6.0627587574698424e-15,4.731662698011345e-15,8.131415779064876e-15,5.844378396604671e-13,0.00017827699583457027
fremtpl_claim_count,ft_transformer,lr0.0003__wd0__b128,8.54961288578327e-15,7.327413587838752e-15,6.515899202575587e-15,8.992690592400055e-06,0.0001014108098968806,0.0030238717181922023
fremtpl_claim_count,ft_transformer,lr0.0003__wd0__b256,8.54961288578327e-15,5.615957983397382e-15,5.010575683293452e-15,5.509323293955124e-15,2.8884452801676362e-11,8.646888213828471e-05
fremtpl_claim_count,ft_transformer,lr0.001__wd0.0001__b128,8.54961288578327e-15,3.1334207937926766e-15,3.000321078721138e-14,9.019091041921673e-05,0.046361893313531105,0.25248512813228285
fremtpl_claim_count,ft_transformer,lr0.001__wd0.0001__b256,8.54961288578327e-15,6.286726882684885e-09,3.948334628496589e-08,2.499944993446708e-05,0.001183315833367897,0.17140481875027058
fremtpl_claim_count,ft_transformer,lr0.001__wd0__b128,8.54961288578327e-15,3.3837918745397862e-15,4.506743686779806e-15,1.7727551502204227e-08,0.03597038715580966,0.25169060748851774
fremtpl_claim_count,ft_transformer,lr0.001__wd0__b256,8.54961288578327e-15,3.885625120349187e-15,4.110625482036702e-15,1.366659421993791e-07,0.0003141779895651556,0.09490650103218656
fremtpl_claim_count,ft_transformer,lr0.003__wd0.0001__b128,8.54961288578327e-15,2.2016396590667417e-15,3.4390868209641876e-13,3.836144829901002e-05,0.05960109388401825,0.2936438348514691
fremtpl_claim_count,ft_transformer,lr0.003__wd0.0001__b256,8.54961288578327e-15,5.390674301188644e-13,2.6134045986492342e-12,2.2570127681112332e-08,0.013496278135864981,0.2863226237757261
fremtpl_claim_count,ft_transformer,lr0.003__wd0__b128,8.54961288578327e-15,6.199858206305201e-12,2.8594662416979577e-11,0.0004740134840788767,0.07823879718566873,0.20408547430739135
fremtpl_claim_count,ft_transformer,lr0.003__wd0__b256,8.54961288578327e-15,3.2437208594955e-15,3.435748650806965e-15,6.37267913401765e-14,5.062215764860616e-05,0.32839306410815083
fremtpl_claim_count,mlp,lr0.0003__wd0.0001__b128,2.9273741001424373e-17,3.5050646873856575e-17,4.38920473633759e-17,8.936924630145928e-17,1.6382534818924362e-16,2.849768941514998e-16
fremtpl_claim_count,mlp,lr0.0003__wd0.0001__b256,2.9273741001424373e-17,3.184787412813019e-17,3.7919406294049017e-17,5.944978384991139e-17,1.0702529515658049e-16,1.7871717560707934e-16
fremtpl_claim_count,mlp,lr0.0003__wd0__b128,2.9273741001424373e-17,3.5214688921308156e-17,4.3831202163331466e-17,8.38108749294187e-17,1.5816377996979587e-16,2.667572154560598e-16
fremtpl_claim_count,mlp,lr0.0003__wd0__b256,2.9273741001424373e-17,2.9781960769776953e-17,3.535169650052654e-17,5.717267694337607e-17,1.0262037090046344e-16,1.7930911046505223e-16
fremtpl_claim_count,mlp,lr0.001__wd0.0001__b128,2.9273741001424373e-17,9.511382374973795e-17,1.3994396010219798e-16,2.656981419276762e-16,4.317736331413008e-16,1.40680229374383e-15
fremtpl_claim_count,mlp,lr0.001__wd0.0001__b256,2.9273741001424373e-17,5.956194512934364e-17,8.942020945045242e-17,1.664870786399113e-16,2.5058368601687045e-16,5.063198734518888e-16
fremtpl_claim_count,mlp,lr0.001__wd0__b128,2.9273741001424373e-17,9.568006527497745e-17,1.4798682028069332e-16,2.925801442303702e-16,4.65831980917449e-16,1.3275620791838745e-15
fremtpl_claim_count,mlp,lr0.001__wd0__b256,2.9273741001424373e-17,4.921967284336864e-17,7.928666019989666e-17,1.6921113659828114e-16,2.3672876809863186e-16,5.30798066836354e-16
fremtpl_claim_count,mlp,lr0.003__wd0.0001__b128,2.9273741001424373e-17,8.697794523641831e-16,5.725812845053824e-16,7.209828685859147e-16,2.4620141989209246e-15,1.7265818819556474e-14
fremtpl_claim_count,mlp,lr0.003__wd0.0001__b256,2.9273741001424373e-17,1.618305150123808e-16,2.2009487625260978e-16,3.1055390102679065e-16,5.898486158237929e-16,2.379636291980023e-15
fremtpl_claim_count,mlp,lr0.003__wd0__b128,2.9273741001424373e-17,8.087433875623012e-16,4.925843871792131e-16,6.907641211596703e-16,2.56803900699464e-15,1.929340893349308e-14
fremtpl_claim_count,mlp,lr0.003__wd0__b256,2.9273741001424373e-17,1.596350761991766e-16,2.4381511632144026e-16,2.748864729951751e-16,5.429060498869596e-16,2.2227217444352695e-15
fremtpl_claim_count,resnet,lr0.0003__wd0.0001__b128,1.5423342850992328e-14,2.230408737838192e-14,1.979363870615973e-14,2.2899403591880238e-14,3.540324297287602e-14,8.036817332511895e-14
fremtpl_claim_count,resnet,lr0.0003__wd0.0001__b256,1.5423342850992328e-14,1.4005893070757197e-14,1.2918196605019952e-14,1.2723236725616325e-14,1.7539490910004063e-14,3.695648229895138e-14
fremtpl_claim_count,resnet,lr0.0003__wd0__b128,1.5423342850992328e-14,2.1090246248630512e-14,1.981177989313539e-14,2.373350742822765e-14,3.5182904856995386e-14,8.459510715989767e-14
fremtpl_claim_count,resnet,lr0.0003__wd0__b256,1.5423342850992328e-14,1.4164240798048705e-14,1.2689664857096217e-14,1.238839330779407e-14,1.7757695632234876e-14,3.7070758337308614e-14
fremtpl_claim_count,resnet,lr0.001__wd0.0001__b128,1.5423342850992328e-14,1.4796311465194284e-13,1.093841418719031e-13,2.362383574803396e-13,1.9073607767081256e-12,1.1761594780693174e-09
fremtpl_claim_count,resnet,lr0.001__wd0.0001__b256,1.5423342850992328e-14,2.890945923586461e-14,2.2133059003181382e-14,3.795579031195401e-14,1.231800938738629e-13,9.734648920922309e-13
fremtpl_claim_count,resnet,lr0.001__wd0__b128,1.5423342850992328e-14,1.4529170939095158e-13,1.142233822717248e-13,2.315944236787413e-13,1.930568562408556e-12,9.944885293594376e-10
fremtpl_claim_count,resnet,lr0.001__wd0__b256,1.5423342850992328e-14,3.04503092933648e-14,2.0763317506667402e-14,3.9952051586365895e-14,1.3138950557608822e-13,8.907098578487803e-13
fremtpl_claim_count,resnet,lr0.003__wd0.0001__b128,1.5423342850992328e-14,5.665252598186619e-13,3.194629879191251e-13,1.1750949104288692e-11,9.238445846194828e-06,0.06430844301177387
fremtpl_claim_count,resnet,lr0.003__wd0.0001__b256,1.5423342850992328e-14,5.620612708257556e-14,6.696225063156092e-14,7.84284068895344e-14,4.361271328865191e-11,5.717469346702518e-05
fremtpl_claim_count,resnet,lr0.003__wd0__b128,1.5423342850992328e-14,5.668775984196654e-13,3.1680070125015533e-13,1.3155123805833072e-11,6.244167456955565e-06,0.10004726113174957
fremtpl_claim_count,resnet,lr0.003__wd0__b256,1.5423342850992328e-14,5.5072870408671405e-14,6.444077923725179e-14,7.902822028329401e-14,9.534274541516174e-12,3.526891588586103e-05
