domain,seed,schema,method,dimension,alpha,train_mse,val_mse,test_mse
cycle,20260880,0,ple_whitened,16,10.0,0.28738523012593814,0.31184954001892157,1.2556819199121783
cycle,20260880,0,u_ple,16,1e-06,0.41752942373789437,0.41879907802148864,2.769972931520671
cycle,20260880,1,ple_local,16,1e-06,0.2961498529774223,0.2674500606305018,0.74714333413481
cycle,20260880,1,ple_whitened,16,1e-06,0.2961498529774223,0.2674500605147215,0.7471433337940202
cycle,20260880,1,u_ple,16,1.0,0.23974595754007932,0.2267598701761139,0.6425990494787293
cycle,20260880,2,ple_local,16,10.0,0.13587972946070428,0.14292779648182288,1.521898864715455
cycle,20260880,2,ple_whitened,16,10.0,0.13587347291983173,0.14292503602911913,1.520008939070376
cycle,20260880,2,u_ple,16,1.0,0.20546700579602936,0.22506868471841565,1.765065559697964
cycle,20260880,3,ple_local,16,1e-06,0.28156413736769337,0.30236148491111037,2.0029740964432934
cycle,20260880,3,ple_whitened,16,1e-06,0.28156413736769337,0.3023614848533652,2.002974095660148
cycle,20260880,3,u_ple,16,0.1,0.183231462183475,0.20064183513441386,2.5884163215507883
cycle,20260880,4,ple_local,16,1e-06,0.33008537083131256,0.3463271043612046,1.9003808458085218
cycle,20260880,4,ple_whitened,16,1e-06,0.33008537083131256,0.34632710431849295,1.9003808516645995
cycle,20260880,4,u_ple,16,1e-06,0.2997532551234178,0.31119127193594887,2.238749337394694
cycle,20260880,5,ple_local,16,1.0,0.4079139218242212,0.4451575643129972,1.4402477258678001
cycle,20260880,5,ple_whitened,16,10.0,0.40794164140237804,0.44504594102597705,1.4448553757336706
cycle,20260880,5,u_ple,16,1e-06,0.25358258232225006,0.2610950429042475,1.6109784594970207
cycle,20260880,6,ple_local,16,1.0,0.24394882401190737,0.2910452901452376,2.186724449432697
cycle,20260880,6,ple_whitened,16,1e-06,0.2439319740087953,0.2910553908648378,2.1890864653533115
cycle,20260880,6,u_ple,16,0.01,0.329581744057665,0.34763357238871234,6.061959395058948
cycle,20260880,7,ple_local,16,1e-06,0.7458343677766042,0.7866378896266265,0.9181044797197099
cycle,20260880,7,ple_whitened,16,1e-06,0.7458343677766042,0.7866378895821339,0.9181044795768109
cycle,20260880,7,u_ple,16,1e-06,0.6212773329435447,0.6341331479261584,7.283943785926497
cycle,20260881,0,ple_local,16,1e-06,0.16392231635020518,0.19144827247999424,1.6140513426587946
cycle,20260881,0,ple_whitened,16,1e-06,0.16392231635020513,0.19144827240126447,1.6140513424586864
cycle,20260881,0,u_ple,16,1e-06,0.29063790428983255,0.32956242415909126,3.230353799577289
cycle,20260881,1,ple_local,16,1.0,0.18276878802509577,0.1740013251197739,1.57878247277775
cycle,20260881,1,ple_whitened,16,1e-06,0.18276102186386184,0.17402577563086932,1.5797279502222772
cycle,20260881,1,u_ple,16,1e-06,0.17399780942331167,0.17120798291143274,329.4839901456042
cycle,20260881,2,ple_local,16,1e-06,0.3751968956629265,0.4733381073879866,0.934852016182875
cycle,20260881,2,ple_whitened,16,1e-06,0.3751968956629265,0.4733381072627844,0.9348520161845658
cycle,20260881,2,u_ple,16,0.0001,0.4005427688413069,0.44530722791493926,803.9720317235333
cycle,20260881,3,ple_local,16,1e-06,0.47127918767342947,0.5426049376153748,1.9828618657461776
cycle,20260881,3,ple_whitened,16,1e-06,0.47127918767342947,0.5426049376352379,1.9828618769879744
cycle,20260881,3,u_ple,16,0.01,0.409679772507488,0.4961811556262889,9.876804452906578
cycle,20260881,4,ple_local,16,1e-06,0.23938643148376296,0.2549606424300799,2.6397478205414235
cycle,20260881,4,ple_whitened,16,1e-06,0.23938643148376296,0.2549606423973841,2.6397478194736315
cycle,20260881,4,u_ple,16,0.1,0.09828189262221289,0.10731175294642245,8.395906675505625
cycle,20260881,5,ple_local,16,1e-06,0.4055078083142827,0.49359002099046073,2.2136192614305705
cycle,20260881,5,ple_whitened,16,1e-06,0.40550780831428274,0.49359002090911674,2.2136192615186707
cycle,20260881,5,u_ple,16,1.0,0.35147109464117354,0.43900662445305,8.231760385696242
cycle,20260881,6,ple_local,16,1e-06,0.3160333612107996,0.3197438050862541,0.7140291193954367
cycle,20260881,6,ple_whitened,16,1e-06,0.31603336121079967,0.3197438049968365,0.7140291195627623
cycle,20260881,6,u_ple,16,1e-06,0.41749958758883526,0.4541248711626523,0.8030453975075256
cycle,20260881,7,ple_local,16,1e-06,0.29987912909605513,0.32498335318194854,2.8889794835774127
cycle,20260881,7,ple_whitened,16,1e-06,0.299879129096055,0.32498335306650816,2.88897950029266
cycle,20260881,7,u_ple,16,1e-06,0.4305145107180251,0.4586163040684661,12.429446763843483
cycle,20260882,0,ple_local,16,1e-06,0.4883863716311214,0.5345328551078586,1.1580936839085676
cycle,20260882,0,ple_whitened,16,1e-06,0.4883863716311214,0.5345328551336164,1.1580936842543266
cycle,20260882,0,u_ple,16,1e-06,0.2817685539687695,0.2688601999106029,9.903487717121743
cycle,20260882,1,ple_local,16,1e-06,0.1901241596449555,0.19194752653109431,1.9356828602707408
cycle,20260882,1,ple_whitened,16,1e-06,0.19012415964495552,0.1919475265166654,1.9356828687171894
cycle,20260882,1,u_ple,16,0.1,0.19297985598682524,0.210700729794005,4.85665353976832
cycle,20260882,2,ple_local,16,1e-06,0.4301825644511899,0.43460563405666086,1.7581578176314339
cycle,20260882,2,ple_whitened,16,1e-06,0.4301825644511899,0.43460563404987373,1.7581578176464496
cycle,20260882,2,u_ple,16,1e-06,0.3252634601470675,0.3306083379904311,2.065199919906044
cycle,20260882,3,ple_local,16,1e-06,0.23983281664339534,0.2581720353333766,2.3541946593395155
cycle,20260882,3,ple_whitened,16,0.1,0.23983282192145433,0.2581720143695069,2.3539973817495206
cycle,20260882,3,u_ple,16,1.0,0.1506753850113327,0.156385368184733,2.9464365874078537
cycle,20260882,4,ple_local,16,1e-06,0.24721720319510052,0.26058609053324056,1.51794886444996
cycle,20260882,4,ple_whitened,16,1e-06,0.24721720319510052,0.26058609043919057,1.5179488708638929
cycle,20260882,4,u_ple,16,0.1,0.28406320719908784,0.2801903904281582,4.273880100971779
cycle,20260882,5,ple_local,16,1e-06,0.34151297993729146,0.38402568953142086,1.3462391051532039
cycle,20260882,5,ple_whitened,16,1e-06,0.34151297993729146,0.38402568945995896,1.346239105084258
cycle,20260882,5,u_ple,16,0.1,0.28281260098330563,0.3058163889827785,3.728972024512622
cycle,20260882,6,ple_local,16,1e-06,0.5042221637585992,0.568917405009907,0.8451199389652718
cycle,20260882,6,ple_whitened,16,1e-06,0.5042221637585992,0.5689174050063965,0.8451199389823271
cycle,20260882,6,u_ple,16,1e-06,0.4322951342253126,0.4740719383048828,1.532134301990954
cycle,20260882,7,ple_local,16,1e-06,0.20363191874168615,0.20107101011410947,1.7185430662749377
cycle,20260882,7,ple_whitened,16,1e-06,0.20363191874168615,0.20107101011575432,1.7185430634420653
cycle,20260882,7,u_ple,16,1.0,0.3591079627564203,0.3523719873806884,2.3328188743021254
cycle,20260883,0,ple_local,16,1e-06,0.25971122839028504,0.2917096249428769,1.8775161247327488
cycle,20260883,0,ple_whitened,16,1e-06,0.259711228390285,0.29170962484131513,1.8775161303013896
cycle,20260883,0,u_ple,16,0.1,0.5289572156801904,0.5294774562426874,12.251268812705145
cycle,20260883,1,ple_local,16,1.0,0.4569272695477404,0.47231636355997053,2.002507186982197
cycle,20260883,1,ple_whitened,16,100.0,0.46012002958177617,0.4712606424850183,1.8956578258485646
cycle,20260883,1,u_ple,16,1e-06,0.4904909896020801,0.4403323284423646,1.8794243294008461
cycle,20260883,2,ple_local,16,10.0,0.42907179895009506,0.44172866645465675,0.9620354722533883
cycle,20260883,2,ple_whitened,16,10.0,0.4288689138459151,0.4416871219763678,0.956487317763258
cycle,20260883,2,u_ple,16,1e-06,0.3009490502996525,0.29967400077779216,12.410636157300438
cycle,20260883,3,ple_local,16,1.0,0.4171402856251348,0.447461640038134,0.9375054553455142
cycle,20260883,3,ple_whitened,16,100.0,0.42056535093641695,0.44672404151272793,0.9159806777195524
cycle,20260883,3,u_ple,16,1e-06,0.31883873118749967,0.2725467352236566,13.914480197850777
cycle,20260883,4,ple_local,16,1.0,0.2076452029639221,0.2123825202257278,1.1007112829196737
cycle,20260883,4,ple_whitened,16,10.0,0.2076814423150729,0.21231842348997482,1.0992349563653165
cycle,20260883,4,u_ple,16,1.0,0.3090766129607644,0.3616503581721621,1.8448041259789658
cycle,20260883,5,ple_local,16,1e-06,0.21205080905739856,0.22582623290732762,2.0907199534732372
cycle,20260883,5,ple_whitened,16,1e-06,0.21205080905739856,0.2258262329251679,2.0907199537068384
cycle,20260883,5,u_ple,16,1e-06,0.1393813393085303,0.15039332915953302,3.021021282985921
cycle,20260883,6,ple_local,16,1.0,0.2904797070256916,0.298937340847107,2.079953723822249
cycle,20260883,6,ple_whitened,16,10.0,0.2905206539304563,0.2987574486344477,2.06624280925305
cycle,20260883,6,u_ple,16,1.0,0.2985610793572752,0.34919126824243796,5.068832949755321
cycle,20260883,7,ple_local,16,1e-06,0.19630757126424997,0.19524382202243018,1.0713271377536902
cycle,20260883,7,ple_whitened,16,1e-06,0.19630757126424994,0.1952438219233696,1.0713271474073074
cycle,20260883,7,u_ple,16,1.0,0.3414906378461568,0.326994200374879,1.0096321109659352
cycle,20260884,0,ple_local,16,1e-06,0.17085377935647078,0.18796157208471936,1.3353288317340302
cycle,20260884,0,ple_whitened,16,1.0,0.17085435419399558,0.18795891220295044,1.334697656975848
cycle,20260884,0,u_ple,16,1e-06,0.1928443256482444,0.22768595233753244,6.030710218291881
cycle,20260884,1,ple_local,16,10.0,0.25008727926611757,0.2213511421553585,1.2254482062077405
cycle,20260884,1,ple_whitened,16,100.0,0.2539306247545096,0.2199817614556451,1.1710510860442873
cycle,20260884,1,u_ple,16,0.1,0.21035185189500125,0.21691884233187808,4.079703782487037
cycle,20260884,2,ple_local,16,1e-06,0.1409492388228622,0.15095975371043863,1.2074751482996995
cycle,20260884,2,ple_whitened,16,1e-06,0.1409492388228622,0.1509597536709311,1.2074751496956941
cycle,20260884,2,u_ple,16,1.0,0.12814820056784085,0.12987173652926953,1.572811529053937
cycle,20260884,3,ple_local,16,1.0,0.26559402689227324,0.3079369844936361,1.984577892371956
cycle,20260884,3,ple_whitened,16,10.0,0.2656129189254263,0.3077281665877836,1.9726462151114674
cycle,20260884,3,u_ple,16,1e-06,0.18251792965239746,0.21402423872290283,6.751906183087853
cycle,20260884,4,ple_local,16,1e-06,0.2066429848783637,0.23073632332670116,0.9684788462090368
cycle,20260884,4,ple_whitened,16,1e-06,0.20664298487836363,0.23073632331785882,0.9684788474788892
cycle,20260884,4,u_ple,16,1.0,0.13224667624199515,0.12864348395909042,1.8529312660551864
cycle,20260884,5,ple_local,16,1.0,0.2849826279761102,0.3388485947656513,1.5832601511260544
cycle,20260884,5,ple_whitened,16,10.0,0.285019734620377,0.3388474859775292,1.5823182765456174
cycle,20260884,5,u_ple,16,0.1,0.38431747696732,0.40897059814686776,4.732841278524855
cycle,20260884,6,ple_local,16,10.0,0.3499035772274286,0.3573641024777217,1.918915229473937
cycle,20260884,6,ple_whitened,16,100.0,0.35288589777305795,0.3568658365791094,1.8280196386850356
cycle,20260884,6,u_ple,16,1e-06,0.5741788418144015,0.5676959283226943,28.763313784236132
cycle,20260884,7,ple_local,16,0.1,0.3244576531160368,0.34330142325146284,0.9873277688186293
cycle,20260884,7,ple_whitened,16,10.0,0.3245037104162973,0.3431395636089033,0.9866976594563024
cycle,20260884,7,u_ple,16,0.1,0.18581130325647707,0.17195671035374716,6.455283787432335
cycle,20260885,0,ple_local,16,1.0,0.31905585331625197,0.3066084025158275,1.3404228757039103
cycle,20260885,0,ple_whitened,16,10.0,0.31907637532143096,0.30626224453079104,1.3359543196305104
cycle,20260885,0,u_ple,16,0.01,0.3598154080612649,0.33037933434002553,3.1257339008035117
cycle,20260885,1,ple_local,16,1.0,0.5230884692194893,0.6044499160474173,0.7404455505138484
cycle,20260885,1,ple_whitened,16,10.0,0.5231121966876323,0.6042705434603232,0.737907460593615
cycle,20260885,1,u_ple,16,1e-06,0.3525423803249578,0.3276236370130019,1.8753969813596973
cycle,20260885,2,ple_local,16,1.0,0.35759796129578864,0.3788452805451074,0.8074435357172295
cycle,20260885,2,ple_whitened,16,10.0,0.35763408069423314,0.3786974363268454,0.8049644992294297
cycle,20260885,2,u_ple,16,1e-06,0.46586228486375014,0.44386945983919907,1.2258219549216471
cycle,20260885,3,ple_local,16,1e-06,0.15496753894231913,0.1603029277573347,1.2657349696260254
cycle,20260885,3,ple_whitened,16,1e-06,0.15496753894231916,0.16030292777596497,1.265734973060554
cycle,20260885,3,u_ple,16,0.1,0.12092754778108644,0.1315163360044366,1.1747518813029665
cycle,20260885,4,ple_local,16,1e-06,0.29659912277399664,0.2685265036691722,1.1247227889526965
cycle,20260885,4,ple_whitened,16,1e-06,0.29659912277399664,0.2685265036985308,1.124722786851603
cycle,20260885,4,u_ple,16,1.0,0.3422097487927065,0.3295473112478834,1.5079145329064099
cycle,20260885,5,ple_local,16,0.1,0.1783632074228901,0.188816827465547,2.084533173358734
cycle,20260885,5,ple_whitened,16,10.0,0.17841917932228413,0.18873425996852675,2.0668853822981172
cycle,20260885,5,u_ple,16,0.1,0.26229925590411396,0.2549417148473405,3.404210419944479
cycle,20260885,6,ple_local,16,1e-06,0.1427543762653403,0.15514565102664263,0.9614619384580705
cycle,20260885,6,ple_whitened,16,1e-06,0.14275437626534027,0.155145651018072,0.9614619387108246
cycle,20260885,6,u_ple,16,0.01,0.18044867830822062,0.18479358149248515,5.404716707397083
cycle,20260885,7,ple_local,16,1e-06,0.2370751647923215,0.26995397765691026,2.311823042684527
cycle,20260885,7,ple_whitened,16,1e-06,0.2370751647923215,0.26995397762754847,2.3118230516963614
cycle,20260885,7,u_ple,16,1e-06,0.2868468620652007,0.31131039528718574,3.2241987235236746
cycle,20260886,0,ple_local,16,1e-06,0.31575073900102113,0.34278561397654395,1.5047936612285397
cycle,20260886,0,ple_whitened,16,1.0,0.3157512133831527,0.3427817118664359,1.5039355496555744
cycle,20260886,0,u_ple,16,1.0,0.44118295590510487,0.41801265751985395,1.0472380899970932
cycle,20260886,1,ple_local,16,10.0,0.4030694830551761,0.36716447563435284,1.1986738273764324
cycle,20260886,1,ple_whitened,16,10.0,0.40291740216466254,0.36723080352304294,1.2234400740839626
cycle,20260886,1,u_ple,16,1.0,0.46241507389215675,0.46710547807536856,0.7682078023801931
cycle,20260886,2,ple_local,16,1.0,0.11678351468266096,0.11634284408079332,1.746833266086644
cycle,20260886,2,ple_whitened,16,10.0,0.11683496115957803,0.11627780780605662,1.7354927188204692
cycle,20260886,2,u_ple,16,0.1,0.33206427637176666,0.35425535040870615,4.2315350431111485
cycle,20260886,3,ple_local,16,1e-06,0.4309557683177353,0.4533908182254789,1.256571370608494
cycle,20260886,3,ple_whitened,16,1.0,0.430956162829547,0.45338839807808173,1.2561927735140217
cycle,20260886,3,u_ple,16,1e-06,0.43292212519158835,0.4124622893352457,1.3963933746244153
cycle,20260886,4,ple_local,16,1e-06,0.20454648341404744,0.2328372044469819,2.103508685099987
cycle,20260886,4,ple_whitened,16,1e-06,0.2045464834140474,0.2328372043750015,2.1035086854920126
cycle,20260886,4,u_ple,16,0.1,0.2799467054875357,0.30917496965913993,8.593023350907776
cycle,20260886,5,ple_local,16,10.0,0.4287441711847569,0.49161965847415134,2.0480075824698023
cycle,20260886,5,ple_whitened,16,10.0,0.428745324516816,0.4914498064566544,2.048553359354925
cycle,20260886,5,u_ple,16,1e-06,0.22801693806971562,0.2314398282658208,3.8765183947761344
cycle,20260886,6,ple_local,16,1e-06,0.3604661920408799,0.31909889032618227,0.8577772721166972
cycle,20260886,6,ple_whitened,16,1e-06,0.3604661920408798,0.31909889027769267,0.8577772833119407
cycle,20260886,6,u_ple,16,10.0,0.3408986585794194,0.3633548902744846,0.9387326017534611
cycle,20260886,7,ple_local,16,1e-06,0.39188810520461953,0.440269146051281,1.58876904774792
cycle,20260886,7,ple_whitened,16,1e-06,0.39188810520461953,0.4402691460467464,1.5887690513897395
cycle,20260886,7,u_ple,16,0.01,0.23562774206970355,0.2757761013840737,15.37629220024001
cycle,20260887,0,ple_local,16,1e-06,0.4753879071320538,0.5176092208609909,1.955652632772911
cycle,20260887,0,ple_whitened,16,100.0,0.4784921206993198,0.5150218200763603,1.853325293143063
cycle,20260887,0,u_ple,16,1e-06,0.4409059941457311,0.49465149859622615,3.551206996384163
cycle,20260887,1,ple_local,16,10.0,0.14258731860712273,0.14254324736531407,1.1744503382585652
cycle,20260887,1,ple_whitened,16,10.0,0.1423305717641613,0.14273683580100102,1.1754284902397896
cycle,20260887,1,u_ple,16,0.01,0.18012225951079927,0.1493522726159372,2.1482482175379
cycle,20260887,2,ple_local,16,1e-06,0.20694571378427867,0.20430117605807438,2.218288649868734
cycle,20260887,2,ple_whitened,16,1e-06,0.20694571378427865,0.20430117602621614,2.2182886550317216
cycle,20260887,2,u_ple,16,0.1,0.16732421078382018,0.19032664575391994,7.862169486883105
cycle,20260887,3,ple_local,16,0.1,0.19514194543883503,0.21356924905626393,1.4036211139282906
cycle,20260887,3,ple_whitened,16,10.0,0.19519669031180326,0.2132979598493407,1.397141450334091
cycle,20260887,3,u_ple,16,1e-06,0.42745348054822024,0.46301328341976744,1.9297791020460442
cycle,20260887,4,ple_local,16,1e-06,0.23666645903811792,0.2515467270580824,0.6681677374768863
cycle,20260887,4,ple_whitened,16,1e-06,0.2366664590381179,0.25154672703354514,0.6681677374732697
cycle,20260887,4,u_ple,16,1.0,0.4653861774417779,0.4724397087545282,0.6431030040751637
cycle,20260887,5,ple_local,16,1.0,0.2531807672652815,0.25813423331414986,2.042349427058138
cycle,20260887,5,ple_whitened,16,1e-06,0.2531588178804265,0.258162996255538,2.046168624261565
cycle,20260887,5,u_ple,16,1.0,0.40265802825845265,0.3974145734602363,2.931860358961388
cycle,20260887,6,ple_local,16,1.0,0.2512017103902368,0.2591518053052596,1.4574232641400322
cycle,20260887,6,ple_whitened,16,10.0,0.25124459006076943,0.25903892869490214,1.4451820079174944
cycle,20260887,6,u_ple,16,1e-06,0.27843546683563486,0.2782709684549595,3.0636446490891345
cycle,20260887,7,ple_local,16,10.0,0.2078669144810725,0.25194911552503635,2.051595846596709
cycle,20260887,7,ple_whitened,16,1.0,0.2078062512575551,0.2519958266029767,2.062023744693258
cycle,20260887,7,u_ple,16,1e-06,0.0983190584128397,0.11052652705980325,78.76072461108575
cycle,20260888,0,ple_local,16,1.0,0.23209472097505682,0.26525202511276147,1.0614033038788728
cycle,20260888,0,ple_whitened,16,1.0,0.2320921683529363,0.26527063282334923,1.0612097614661136
cycle,20260888,0,u_ple,16,0.01,0.306372139574074,0.3252630640606956,120.95181244412653
cycle,20260888,1,ple_local,16,1.0,0.3172672639530751,0.37629349987120136,1.2078268917018526
cycle,20260888,1,ple_whitened,16,10.0,0.31730814883568886,0.3760212525938633,1.2037216184552482
cycle,20260888,1,u_ple,16,1e-06,0.39547438876006974,0.3984556889693046,1.3667939380373253
cycle,20260888,2,ple_local,16,1e-06,0.24207045142133288,0.26524078453294786,1.8688369400061742
cycle,20260888,2,ple_whitened,16,1e-06,0.24207045142133288,0.2652407845417537,1.8688369505738966
cycle,20260888,2,u_ple,16,0.1,0.2077538841787813,0.2472593584146911,5.023620225874794
cycle,20260888,3,ple_local,16,1.0,0.5168087703939418,0.48730061012213677,1.0267143296125505
cycle,20260888,3,ple_whitened,16,1e-06,0.5167837601822483,0.4873470550941045,1.029483438432761
cycle,20260888,3,u_ple,16,1.0,0.5033140447844278,0.5199227945803454,0.7562153965719202
cycle,20260888,4,ple_local,16,1e-06,0.20929162508333976,0.2302577788469829,1.0336063912341091
cycle,20260888,4,ple_whitened,16,10.0,0.2093456315292735,0.2302342510074299,1.0314120668546745
cycle,20260888,4,u_ple,16,1e-06,0.3270029582779394,0.3436221162797585,3.7808001170883534
cycle,20260888,5,ple_local,16,0.01,0.430627837916539,0.4174972708884282,0.43746565395867604
cycle,20260888,5,ple_whitened,16,1e-06,0.43062783551665595,0.41749727548182974,0.4374640883222662
cycle,20260888,5,u_ple,16,1e-06,0.5003410438483702,0.5037867181793643,1.061399416569039
cycle,20260888,6,ple_local,16,1.0,0.12555760109394035,0.1501313911122214,1.274145692858871
cycle,20260888,6,ple_whitened,16,10.0,0.12560629066514717,0.14998136759953706,1.2703150974942563
cycle,20260888,6,u_ple,16,1e-06,0.10693086811454885,0.11101197241334944,22.035877270420574
cycle,20260888,7,ple_local,16,1.0,0.298771752773818,0.2995318383940232,1.3983751356953786
cycle,20260888,7,ple_whitened,16,10.0,0.2987937888090801,0.2995891398305693,1.3965392337547098
cycle,20260888,7,u_ple,16,1e-06,0.34463577322707567,0.33575137899762664,3.496470706392432
cycle,20260889,0,ple_local,16,1.0,0.5651413124689068,0.640077321896631,1.755851751130554
cycle,20260889,0,ple_whitened,16,100.0,0.567707676171855,0.6354405873503393,1.6809192003199964
cycle,20260889,0,u_ple,16,0.1,0.4082117230499224,0.367970598455975,3.40765147023862
cycle,20260889,1,ple_local,16,1e-06,0.30784663533010104,0.3318747287414072,1.2928048597870192
cycle,20260889,1,ple_whitened,16,1.0,0.3078471151920566,0.3318745935770774,1.2923183321260239
cycle,20260889,1,u_ple,16,0.01,0.3365103742611545,0.34428003008541347,71.76439434429152
cycle,20260889,2,ple_local,16,10.0,0.19024069158503218,0.20476367462136844,0.7272519034321467
cycle,20260889,2,ple_whitened,16,10.0,0.19024685947529013,0.20470086528004872,0.7264379143659585
cycle,20260889,2,u_ple,16,1e-06,0.19766729850736722,0.2062273944151899,4.148603883095506
cycle,20260889,3,ple_local,16,10.0,0.47622498364741245,0.43314694612464266,1.7132293647115708
cycle,20260889,3,ple_whitened,16,1e-06,0.4760599524650497,0.4332954760479187,1.7243962696567439
cycle,20260889,3,u_ple,16,0.1,0.4224121971204581,0.4241346024432831,3.340727852082851
cycle,20260889,4,ple_local,16,1e-06,0.41297785608727167,0.3874691575573304,1.1760343445755927
cycle,20260889,4,ple_whitened,16,1e-06,0.41297785608727167,0.38746915750192096,1.1760343579455839
cycle,20260889,4,u_ple,16,1e-06,0.3687704492462543,0.3723699660317717,1.331935248574949
cycle,20260889,5,ple_local,16,1.0,0.15253773287865427,0.14996201971381776,2.379449629422755
cycle,20260889,5,ple_whitened,16,10.0,0.15258644108203345,0.1497040517629416,2.364895364625871
cycle,20260889,5,u_ple,16,1.0,0.05168608345664816,0.05149435663893596,5.048895083004582
cycle,20260889,6,ple_local,16,1e-06,0.19846552262459857,0.2009007947772701,1.206228353747382
cycle,20260889,6,ple_whitened,16,1e-06,0.19846552262459854,0.2009007947838689,1.2062283537253486
cycle,20260889,6,u_ple,16,0.01,0.16097465698387492,0.18177026806256136,48.51385568789882
cycle,20260889,7,ple_local,16,10.0,0.2233467443934407,0.2705307333329553,1.7128946132744416
cycle,20260889,7,ple_whitened,16,10.0,0.22306160868354388,0.27047537752280615,1.6969450697097137
cycle,20260889,7,u_ple,16,1e-06,0.20657711010872862,0.21926022511412174,2.276212266733251
cycle,20260890,0,ple_local,16,1e-06,0.19163507868328006,0.1906480947689932,1.2768905372108024
cycle,20260890,0,ple_whitened,16,1e-06,0.19163507868328006,0.19064809461539226,1.2768905491048244
cycle,20260890,0,u_ple,16,1e-06,0.18456440585079922,0.19120468172613875,2.373049098463829
cycle,20260890,1,ple_local,16,1e-06,0.37001450066806124,0.35232338873875435,1.395523301625299
cycle,20260890,1,ple_whitened,16,10.0,0.3700575295253341,0.35223379412019135,1.3890416640403154
cycle,20260890,1,u_ple,16,1.0,0.43447411939663805,0.44541785362619124,5.324592515531918
cycle,20260890,2,ple_local,16,1.0,0.3409106550708293,0.33165385773825024,2.038150015859205
cycle,20260890,2,ple_whitened,16,10.0,0.3409419776444035,0.3313133590671715,2.0246624312000705
cycle,20260890,2,u_ple,16,1e-06,0.363626475120588,0.3400562503458853,3.7828807208582838
cycle,20260890,3,ple_local,16,10.0,0.4806387676703875,0.503351407244305,1.1359447202220436
cycle,20260890,3,ple_whitened,16,100.0,0.48356420718732257,0.5008642281879044,1.1024298391078522
cycle,20260890,3,u_ple,16,0.1,0.32682247538654857,0.3246743419500139,4.410601782251472
cycle,20260890,4,ple_local,16,10.0,0.5202567995541663,0.5275798910823991,1.461652506785199
cycle,20260890,4,ple_whitened,16,10.0,0.5202571466389473,0.5275712958844535,1.4613264921719504
cycle,20260890,4,u_ple,16,1e-06,0.44114411662254127,0.44744980657342004,12.275961275269534
cycle,20260890,5,ple_local,16,10.0,0.41566868969554527,0.3622686213987166,0.9958837849117074
cycle,20260890,5,ple_whitened,16,1.0,0.41498750241349786,0.36272474583320197,0.997372528055348
cycle,20260890,5,u_ple,16,0.1,0.289463520931531,0.25360321569346445,3.3986421258323873
cycle,20260890,6,ple_local,16,1e-06,0.2561102606363448,0.2627798408322065,1.5147420635015776
cycle,20260890,6,ple_whitened,16,10.0,0.2561610693064741,0.26273353236682134,1.5080250394378816
cycle,20260890,6,u_ple,16,1e-06,0.33238941290344304,0.33024658406012597,4.03292652867702
cycle,20260890,7,ple_local,16,1e-06,0.18728092012371667,0.1894048550723557,1.3206366085216519
cycle,20260890,7,ple_whitened,16,1e-06,0.18728092012371667,0.18940485505418464,1.3206366158888005
cycle,20260890,7,u_ple,16,1e-06,0.0612583920485108,0.06479659919176414,2.072608932452489
cycle,20260891,0,ple_local,16,1.0,0.24984295004786589,0.23656274730048776,2.4784657838742463
cycle,20260891,0,ple_whitened,16,10.0,0.249878326217004,0.23627952264456617,2.4641098553520417
cycle,20260891,0,u_ple,16,1e-06,0.07340335378733488,0.07097021514529742,19.272368836175538
cycle,20260891,1,ple_local,16,0.01,0.1477905559424789,0.14027505953152694,2.283435564027835
cycle,20260891,1,ple_whitened,16,10.0,0.14784876269073038,0.1401822580700808,2.2673862334126618
cycle,20260891,1,u_ple,16,1e-06,0.18442843666642394,0.17244183633725357,2.1495609946545424
cycle,20260891,2,ple_local,16,10.0,0.34447706311556053,0.42128398904035924,0.9083752047160149
cycle,20260891,2,ple_whitened,16,100.0,0.347724214883458,0.41749051080979027,0.8896579104810322
cycle,20260891,2,u_ple,16,1e-06,0.24849142505561844,0.30512572090507784,3.1433867440538474
cycle,20260891,3,ple_local,16,1e-06,0.16945842870704883,0.16040511457223475,1.3773398189758217
cycle,20260891,3,ple_whitened,16,10.0,0.16951515581389212,0.16031627440545865,1.3707037967543434
cycle,20260891,3,u_ple,16,1.0,0.30071212026380856,0.30089606183857287,1.2713188448306831
cycle,20260891,4,ple_local,16,10.0,0.34634301330206485,0.32864776100025384,1.4577366514301147
cycle,20260891,4,ple_whitened,16,10.0,0.3461761575800749,0.3286389824383735,1.4546639145795748
cycle,20260891,4,u_ple,16,0.01,0.20336766948031226,0.19602846043998107,32.043972012079635
cycle,20260891,5,ple_local,16,1e-06,0.24568221238419682,0.2524547641217207,2.0972980457613204
cycle,20260891,5,ple_whitened,16,1e-06,0.2456822123841967,0.25245476409400375,2.0972980456427965
cycle,20260891,5,u_ple,16,0.1,0.2516349891794021,0.2438048249607775,10.267260908942824
cycle,20260891,6,ple_local,16,1e-06,0.27993426581703545,0.3172697906127674,1.6547117404148242
cycle,20260891,6,ple_whitened,16,1.0,0.2799347650303154,0.31726818203881285,1.6535998564708054
cycle,20260891,6,u_ple,16,1e-06,0.2542823694182669,0.24855265916922867,9.879507803748014
cycle,20260891,7,ple_local,16,10.0,0.28295100184717886,0.306932619241888,0.5934237385925006
cycle,20260891,7,ple_whitened,16,10.0,0.2828368031888145,0.30686563210652656,0.582986839365795
cycle,20260891,7,u_ple,16,1e-06,0.3168351549568137,0.3087995616402424,4.9753328982596985
