experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,regularizer,nested_outer_folds,nested_inner_folds,smoothing,split_fingerprint,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
residual_te,C,diamond,regression,mlp,AdamW,0.0001,2,plain_contrast,standard,5,5,20.0,ae5eda1e4664e699,23,6.950137451772838,2.005724775524897,0.061612666549196095,32.55377323952338,1.5126013339835123,8.337742632529952,-51.86334986803127,1.0040059693246546,0.0,23,137985,23,0.021401923149824142,0.02274639531970024,0.02273671142756939,0.15046430677671818,0.15043228517743135,0.0873173251748085,10.332489967346191,0.008317777886986732,6.1957365539856255
residual_te,C,diamond,regression,mlp,AdamW,0.0001,3,plain_contrast,standard,5,5,20.0,ae5eda1e4664e699,23,6.950137451772838,2.005724775524897,0.061612666549196095,32.55377323952338,1.5126013339835123,8.337742632529952,-51.86334986803127,1.0040059693246546,0.0,23,137985,39,0.02090929076075554,0.021864719688892365,0.022098379209637642,0.14751940486830328,0.1483055544567371,0.0630391463637352,11.253365516662598,0.008283829316496849,8.528612446971238
residual_te,C,diamond,regression,mlp,AdamW,0.0001,4,plain_contrast,standard,5,5,20.0,ae5eda1e4664e699,23,6.950137451772838,2.005724775524897,0.061612666549196095,32.55377323952338,1.5126013339835123,8.337742632529952,-51.86334986803127,1.0040059693246546,0.0,23,137985,39,0.020807750523090363,0.022130809724330902,0.02208309806883335,0.14841434464410064,0.14825426637988492,0.07901383191347122,10.952359199523926,0.008346530608832836,8.028390726074576
residual_te,C,diamond,regression,mlp,AdamW,0.0001,0,standard_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.058600141171729,2.0074401300657208,0.005781405679733135,347.223537193187,2.5406091569614,8.409970562882021,-81.42910132185861,1.0040059693246546,0.0,26,138753,37,0.021335985511541367,0.022418752312660217,0.022801319137215614,0.14937671709137668,0.15064585170266565,0.07365290075540543,11.05310344696045,0.008847955614328384,7.832755159121007
residual_te,C,diamond,regression,mlp,AdamW,0.0001,1,standard_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.058600141171729,2.0074401300657208,0.005781405679733135,347.223537193187,2.5406091569614,8.409970562882021,-81.42910132185861,1.0040059693246546,0.0,26,138753,38,0.021262744441628456,0.023029541596770287,0.02280491217970848,0.15139789843652007,0.15065772972394242,0.09010282903909683,11.269832611083984,0.008819573558866978,9.277964436914772
residual_te,C,diamond,regression,mlp,AdamW,0.0001,2,standard_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.058600141171729,2.0074401300657208,0.005781405679733135,347.223537193187,2.5406091569614,8.409970562882021,-81.42910132185861,1.0040059693246546,0.0,26,138753,34,0.021289458498358727,0.022758852690458298,0.022581592202186584,0.15050550076540148,0.14991824485238947,0.08544851839542389,11.053139686584473,0.00884240958839655,8.581948325037956
residual_te,C,diamond,regression,mlp,AdamW,0.0001,3,standard_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.058600141171729,2.0074401300657208,0.005781405679733135,347.223537193187,2.5406091569614,8.409970562882021,-81.42910132185861,1.0040059693246546,0.0,26,138753,36,0.021386630833148956,0.022034909576177597,0.022584108635783195,0.14809241904867054,0.14992659960577814,0.0704493448138237,11.05695915222168,0.008812490850687027,8.440833321074024
residual_te,C,diamond,regression,mlp,AdamW,0.0001,4,standard_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.058600141171729,2.0074401300657208,0.005781405679733135,347.223537193187,2.5406091569614,8.409970562882021,-81.42910132185861,1.0040059693246546,0.0,26,138753,37,0.02118433453142643,0.02265719510614872,0.022498615086078644,0.1501689915168143,0.1496425528566725,0.07815326005220413,11.166526794433594,0.008869948796927929,9.352549356874079
residual_te,C,diamond,regression,mlp,AdamW,0.0001,0,residual_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.022247149936598,2.0069702858909855,0.0020727371831021687,968.2705083175317,2.985996704268824,8.376343636519614,-87.0419120737873,1.0040059693246546,0.0,26,138753,40,0.0209200456738472,0.022393198683857918,0.022563127800822258,0.14929156401769283,0.14985693701791458,0.07360562682151794,11.254486083984375,0.00884103775024414,8.699969029054046
residual_te,C,diamond,regression,mlp,AdamW,0.0001,1,residual_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.022247149936598,2.0069702858909855,0.0020727371831021687,968.2705083175317,2.985996704268824,8.376343636519614,-87.0419120737873,1.0040059693246546,0.0,26,138753,38,0.021058084443211555,0.022619331255555153,0.022527938708662987,0.15004346209045494,0.1497400299349101,0.08998309820890427,11.414865493774414,0.008817383088171482,8.222253852058202
residual_te,C,diamond,regression,mlp,AdamW,0.0001,2,residual_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.022247149936598,2.0069702858909855,0.0020727371831021687,968.2705083175317,2.985996704268824,8.376343636519614,-87.0419120737873,1.0040059693246546,0.0,26,138753,33,0.02143058367073536,0.022843874990940094,0.022770630195736885,0.15078636616713137,0.15054444997159067,0.0854296013712883,10.99976921081543,0.00883970595896244,8.445957388961688
residual_te,C,diamond,regression,mlp,AdamW,0.0001,3,residual_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.022247149936598,2.0069702858909855,0.0020727371831021687,968.2705083175317,2.985996704268824,8.376343636519614,-87.0419120737873,1.0040059693246546,0.0,26,138753,36,0.021480409428477287,0.022318795323371887,0.022824959829449654,0.14904334459183755,0.1507239285083548,0.07049423456192017,11.230501174926758,0.008807898499071598,8.930982084944844
residual_te,C,diamond,regression,mlp,AdamW,0.0001,4,residual_target_encoding,standard,5,5,20.0,ae5eda1e4664e699,26,7.022247149936598,2.0069702858909855,0.0020727371831021687,968.2705083175317,2.985996704268824,8.376343636519614,-87.0419120737873,1.0040059693246546,0.0,26,138753,37,0.021111417561769485,0.022652745246887207,0.022542687132954597,0.15015424433645563,0.1497890434970497,0.07809088379144669,11.26656436920166,0.008867010474205017,8.615847526816651
