experiment,dataset,seed,representation,epoch,train_loss,val_loss
residual_te,adult,1,standard_target_encoding,22,0.2921075312745659,0.31002363743493533
residual_te,adult,1,standard_target_encoding,23,0.29166073039064244,0.3121938403437128
residual_te,adult,1,standard_target_encoding,24,0.2908076457953863,0.3094850447228878
residual_te,adult,1,standard_target_encoding,25,0.28950430017138584,0.3092505322287301
residual_te,adult,1,standard_target_encoding,26,0.2885518859733235,0.31156867337591343
residual_te,adult,2,standard_target_encoding,1,0.40697246848511753,0.3367604711272741
residual_te,adult,2,standard_target_encoding,2,0.3331953016926674,0.3306050999699557
residual_te,adult,2,standard_target_encoding,3,0.327126536454264,0.32692412972340407
residual_te,adult,2,standard_target_encoding,4,0.32528629672029385,0.3291769022255882
residual_te,adult,2,standard_target_encoding,5,0.3227813656119222,0.3278086034309432
residual_te,adult,2,standard_target_encoding,6,0.3195377165767426,0.3219100127138075
residual_te,adult,2,standard_target_encoding,7,0.31676086366030154,0.3232648992485561
residual_te,adult,2,standard_target_encoding,8,0.31368908037131776,0.3201769361155946
residual_te,adult,2,standard_target_encoding,9,0.31120205694393094,0.3164767999553108
residual_te,adult,2,standard_target_encoding,10,0.30886717261494817,0.3175070105036783
residual_te,adult,2,standard_target_encoding,11,0.3071049577041692,0.3132454324896741
residual_te,adult,2,standard_target_encoding,12,0.3038020633362435,0.30967232968345143
residual_te,adult,2,standard_target_encoding,13,0.3027011565406434,0.3118727076634085
residual_te,adult,2,standard_target_encoding,14,0.3003319711298556,0.31140763492165124
residual_te,adult,2,standard_target_encoding,15,0.3000533451905122,0.30864597204907707
residual_te,adult,2,standard_target_encoding,16,0.29814947068837705,0.31081113749529715
residual_te,adult,2,standard_target_encoding,17,0.2978716566609516,0.30856240182917777
residual_te,adult,2,standard_target_encoding,18,0.29771991085068894,0.31247453269339776
residual_te,adult,2,standard_target_encoding,19,0.29610577701643587,0.3092270612434318
residual_te,adult,2,standard_target_encoding,20,0.2947336725286535,0.3094798370804833
residual_te,adult,2,standard_target_encoding,21,0.29368385914209727,0.3096001969846744
residual_te,adult,2,standard_target_encoding,22,0.29313659605728026,0.3117233690234119
residual_te,adult,2,standard_target_encoding,23,0.29240765252335943,0.31111997930779417
residual_te,adult,2,standard_target_encoding,24,0.2920290717914591,0.31076756327102767
residual_te,adult,3,standard_target_encoding,1,0.41853769566561727,0.3377047770577372
residual_te,adult,3,standard_target_encoding,2,0.3310416393549495,0.3285455967580511
residual_te,adult,3,standard_target_encoding,3,0.32607566028906615,0.3264956565304291
residual_te,adult,3,standard_target_encoding,4,0.3235328119129162,0.3247063229555576
residual_te,adult,3,standard_target_encoding,5,0.3203425466721415,0.32377877941866523
residual_te,adult,3,standard_target_encoding,6,0.31733710174185636,0.3211932575344822
residual_te,adult,3,standard_target_encoding,7,0.31421357012497997,0.3189694968939387
residual_te,adult,3,standard_target_encoding,8,0.31130531510791265,0.3233462529336872
residual_te,adult,3,standard_target_encoding,9,0.3094510674769521,0.3139807891747886
residual_te,adult,3,standard_target_encoding,10,0.3060204445290624,0.31173308240915365
residual_te,adult,3,standard_target_encoding,11,0.30359216784962273,0.31116615820875243
residual_te,adult,3,standard_target_encoding,12,0.30200767268126955,0.3100739353775622
residual_te,adult,3,standard_target_encoding,13,0.2995143946470734,0.3084783996202141
residual_te,adult,3,standard_target_encoding,14,0.30073958547460944,0.3079343205130456
residual_te,adult,3,standard_target_encoding,15,0.2975846039868104,0.30679520268013466
residual_te,adult,3,standard_target_encoding,16,0.29728270111564337,0.3056776834537272
residual_te,adult,3,standard_target_encoding,17,0.2970084477701117,0.30699470527888256
residual_te,adult,3,standard_target_encoding,18,0.2959658945075417,0.3075308137961417
residual_te,adult,3,standard_target_encoding,19,0.2949814927519393,0.30787149885017345
residual_te,adult,3,standard_target_encoding,20,0.2940870756306285,0.30827361501529404
residual_te,adult,3,standard_target_encoding,21,0.2945495026703256,0.31303493298852547
residual_te,adult,3,standard_target_encoding,22,0.2931895696121,0.3086261719791315
residual_te,adult,3,standard_target_encoding,23,0.29233341369347726,0.30886549136935604
residual_te,adult,4,standard_target_encoding,1,0.42119262706149707,0.33873505082927313
residual_te,adult,4,standard_target_encoding,2,0.3323461000397984,0.32958509321333745
residual_te,adult,4,standard_target_encoding,3,0.32696253376159384,0.3342488835841804
residual_te,adult,4,standard_target_encoding,4,0.3240770477920551,0.3261183797336437
residual_te,adult,4,standard_target_encoding,5,0.3191867915945498,0.3243449337668135
residual_te,adult,4,standard_target_encoding,6,0.31678455628692664,0.3212316081778983
residual_te,adult,4,standard_target_encoding,7,0.3140342663927805,0.31847623087215793
residual_te,adult,4,standard_target_encoding,8,0.30965249046353804,0.31428057176350294
residual_te,adult,4,standard_target_encoding,9,0.3060180207288822,0.31215363794836526
residual_te,adult,4,standard_target_encoding,10,0.3045878682001803,0.30958269682264844
residual_te,adult,4,standard_target_encoding,11,0.3012116904340739,0.31069373135552475
residual_te,adult,4,standard_target_encoding,12,0.30191420615451636,0.3148662976543463
residual_te,adult,4,standard_target_encoding,13,0.3013544102412184,0.30933565620264947
residual_te,adult,4,standard_target_encoding,14,0.2984743236909627,0.31145141106332996
residual_te,adult,4,standard_target_encoding,15,0.2982745519141307,0.3098360212757092
residual_te,adult,4,standard_target_encoding,16,0.2969451296241629,0.31014536020802597
residual_te,adult,4,standard_target_encoding,17,0.2953771024722725,0.3100386182697633
residual_te,adult,4,standard_target_encoding,18,0.2961123065807896,0.308505964148604
residual_te,adult,4,standard_target_encoding,19,0.2930910962951857,0.30876170851111756
residual_te,adult,4,standard_target_encoding,20,0.29398956030826895,0.3091228431882013
residual_te,adult,4,standard_target_encoding,21,0.2925875479451561,0.3109821096750614
residual_te,adult,4,standard_target_encoding,22,0.2927715131779561,0.3124614813999469
residual_te,adult,4,standard_target_encoding,23,0.29254296143752057,0.31024449149322564
residual_te,adult,4,standard_target_encoding,24,0.2906541180698526,0.30808469437188096
residual_te,adult,4,standard_target_encoding,25,0.28954088878280115,0.30981870339845985
residual_te,adult,4,standard_target_encoding,26,0.2900439217430368,0.30990703248399104
residual_te,adult,4,standard_target_encoding,27,0.2881207554726987,0.31460081795139067
residual_te,adult,4,standard_target_encoding,28,0.2896511816129052,0.31324285305849403
residual_te,adult,4,standard_target_encoding,29,0.2885421190859352,0.3124975981296854
residual_te,adult,4,standard_target_encoding,30,0.28708207409563463,0.31236074685545884
residual_te,adult,4,standard_target_encoding,31,0.2874727932328967,0.31122051796250716
residual_te,adult,0,residual_target_encoding,1,0.4182853332608572,0.3367895688701507
residual_te,adult,0,residual_target_encoding,2,0.33426259176151174,0.3291065626268952
residual_te,adult,0,residual_target_encoding,3,0.3282700672342971,0.3273618842622181
residual_te,adult,0,residual_target_encoding,4,0.3239544173862776,0.3255735831210028
residual_te,adult,0,residual_target_encoding,5,0.321272338271434,0.32329729209786984
residual_te,adult,0,residual_target_encoding,6,0.31893258276384057,0.3205445286067909
residual_te,adult,0,residual_target_encoding,7,0.3155758223457477,0.317363370645788
residual_te,adult,0,residual_target_encoding,8,0.31112714957546544,0.3181858094961418
residual_te,adult,0,residual_target_encoding,9,0.30832532106804905,0.31575070748535256
residual_te,adult,0,residual_target_encoding,10,0.3058139655455325,0.31049205005358044
residual_te,adult,0,residual_target_encoding,11,0.3056610487309955,0.30956682396679985
residual_te,adult,0,residual_target_encoding,12,0.30280047398820265,0.31154765971316867
residual_te,adult,0,residual_target_encoding,13,0.2993308930344312,0.30775924143177974
residual_te,adult,0,residual_target_encoding,14,0.2975905038215019,0.30864830559523543
residual_te,adult,0,residual_target_encoding,15,0.29867113676352347,0.3133892412496916
residual_te,adult,0,residual_target_encoding,16,0.29836038055232467,0.3084656480748977
residual_te,adult,0,residual_target_encoding,17,0.2978034026060409,0.30980851514946806
residual_te,adult,0,residual_target_encoding,18,0.2940824258093166,0.31103326268414533
residual_te,adult,0,residual_target_encoding,19,0.29590640636275384,0.3087455900816837
residual_te,adult,0,residual_target_encoding,20,0.29303672411810855,0.3091963350958599
residual_te,adult,1,residual_target_encoding,1,0.4131639577100552,0.3383592005735814
residual_te,adult,1,residual_target_encoding,2,0.33282153290085476,0.3290411514857745
residual_te,adult,1,residual_target_encoding,3,0.3278282378463839,0.3271954071835331
residual_te,adult,1,residual_target_encoding,4,0.3245964403234477,0.3313237476481488
residual_te,adult,1,residual_target_encoding,5,0.32246388959943223,0.32255496599561573
residual_te,adult,1,residual_target_encoding,6,0.31840221441055694,0.3210960415112276
residual_te,adult,1,residual_target_encoding,7,0.314970424705407,0.3192581694949534
residual_te,adult,1,residual_target_encoding,8,0.3116647401225069,0.3168744225848036
residual_te,adult,1,residual_target_encoding,9,0.30813309909084796,0.3136099710329724
residual_te,adult,1,residual_target_encoding,10,0.3060510268375387,0.31319050431391743
residual_te,adult,1,residual_target_encoding,11,0.3032156122111571,0.3134903394299888
residual_te,adult,1,residual_target_encoding,12,0.30557307505783343,0.3095220797585392
residual_te,adult,1,residual_target_encoding,13,0.3010918301797909,0.3119522610104449
residual_te,adult,1,residual_target_encoding,14,0.29928581998740716,0.30998006601846384
residual_te,adult,1,residual_target_encoding,15,0.29702087577789366,0.3095057329328498
residual_te,adult,1,residual_target_encoding,16,0.2970755856658083,0.31145682770923466
residual_te,adult,1,residual_target_encoding,17,0.2959492640794056,0.30881013165812765
residual_te,adult,1,residual_target_encoding,18,0.29535633852792315,0.30930881188639325
residual_te,adult,1,residual_target_encoding,19,0.29597380208149004,0.30779554935822495
residual_te,adult,1,residual_target_encoding,20,0.29309661851175295,0.3099264293444802
residual_te,adult,1,residual_target_encoding,21,0.2925331868615725,0.30864236717670374
residual_te,adult,1,residual_target_encoding,22,0.29196068571299244,0.3106668164576834
residual_te,adult,1,residual_target_encoding,23,0.2915029998054083,0.31242514066155563
residual_te,adult,1,residual_target_encoding,24,0.2904798275715596,0.3094802104226959
residual_te,adult,1,residual_target_encoding,25,0.28926886424092757,0.30897570816407044
residual_te,adult,1,residual_target_encoding,26,0.28823627520544814,0.3113669486119363
residual_te,adult,2,residual_target_encoding,1,0.40682852246251683,0.33677175088004707
residual_te,adult,2,residual_target_encoding,2,0.33300133346046806,0.33019354955978464
residual_te,adult,2,residual_target_encoding,3,0.327039150772868,0.3270682850188283
residual_te,adult,2,residual_target_encoding,4,0.32526448325091556,0.3282199700200816
residual_te,adult,2,residual_target_encoding,5,0.32274531219749547,0.327109725822237
residual_te,adult,2,residual_target_encoding,6,0.3196631659014512,0.3219595601987358
residual_te,adult,2,residual_target_encoding,7,0.3167033923345936,0.32318848998362715
residual_te,adult,2,residual_target_encoding,8,0.3135463268077344,0.3203623458490952
residual_te,adult,2,residual_target_encoding,9,0.3110117967210765,0.3165059985641774
residual_te,adult,2,residual_target_encoding,10,0.3089144377802162,0.31903983207220604
residual_te,adult,2,residual_target_encoding,11,0.30719760960970227,0.31399426389937934
residual_te,adult,2,residual_target_encoding,12,0.3037310441823205,0.30984538855962285
residual_te,adult,2,residual_target_encoding,13,0.3024999086335484,0.3111603581511576
residual_te,adult,2,residual_target_encoding,14,0.30029456511469377,0.3105145826891231
residual_te,adult,2,residual_target_encoding,15,0.3000372438817411,0.30873895772239635
residual_te,adult,2,residual_target_encoding,16,0.2982370912003576,0.31082179056532405
residual_te,adult,2,residual_target_encoding,17,0.29804161469239276,0.3086099773292243
residual_te,adult,2,residual_target_encoding,18,0.2979713055220517,0.312752527975287
residual_te,adult,2,residual_target_encoding,19,0.2962826797944615,0.30964323315695613
residual_te,adult,2,residual_target_encoding,20,0.2950326846477733,0.30947376709345503
residual_te,adult,2,residual_target_encoding,21,0.29391274354088803,0.3096528391151979
residual_te,adult,2,residual_target_encoding,22,0.29335289757872685,0.31164373100492715
residual_te,adult,2,residual_target_encoding,23,0.29254878072539475,0.31120838227469266
residual_te,adult,2,residual_target_encoding,24,0.29204266794776446,0.3108194290932605
residual_te,adult,3,residual_target_encoding,1,0.41763899499134,0.3370141075185901
residual_te,adult,3,residual_target_encoding,2,0.33065011072217393,0.32824519154615417
residual_te,adult,3,residual_target_encoding,3,0.3259807499240013,0.32658754048577704
residual_te,adult,3,residual_target_encoding,4,0.32353957162149416,0.32456858528636184
residual_te,adult,3,residual_target_encoding,5,0.32039411420904157,0.32424989017663675
residual_te,adult,3,residual_target_encoding,6,0.31741034098573634,0.3212759090825071
residual_te,adult,3,residual_target_encoding,7,0.31448476518108454,0.319338765803191
residual_te,adult,3,residual_target_encoding,8,0.31137477941536496,0.3223264230268059
residual_te,adult,3,residual_target_encoding,9,0.3097374260572016,0.31436161191195383
residual_te,adult,3,residual_target_encoding,10,0.30623666938458377,0.3121445466424936
residual_te,adult,3,residual_target_encoding,11,0.3037455054114433,0.31169418569131147
residual_te,adult,3,residual_target_encoding,12,0.3023280054696948,0.3104502279050867
residual_te,adult,3,residual_target_encoding,13,0.2997301478643675,0.30874117526289263
residual_te,adult,3,residual_target_encoding,14,0.3008793394747179,0.3081515146798685
residual_te,adult,3,residual_target_encoding,15,0.29781997408855165,0.3071559290864006
residual_te,adult,3,residual_target_encoding,16,0.2971968451647559,0.3056058426213374
residual_te,adult,3,residual_target_encoding,17,0.2972351041707126,0.3069340440465571
residual_te,adult,3,residual_target_encoding,18,0.2962814593637312,0.30731714467283605
residual_te,adult,3,residual_target_encoding,19,0.29487373546241835,0.30794240862906924
residual_te,adult,3,residual_target_encoding,20,0.2940989695397876,0.3082820914187657
residual_te,adult,3,residual_target_encoding,21,0.29457371621518524,0.312398769147158
residual_te,adult,3,residual_target_encoding,22,0.29297962901926156,0.30891823294627274
residual_te,adult,3,residual_target_encoding,23,0.2921474352662042,0.30925248754036216
residual_te,adult,4,residual_target_encoding,1,0.42106598154332775,0.3383265069876721
residual_te,adult,4,residual_target_encoding,2,0.3321215128869331,0.32964711709642863
residual_te,adult,4,residual_target_encoding,3,0.3272043495125501,0.3340532907337109
residual_te,adult,4,residual_target_encoding,4,0.324454623299676,0.3254131903187647
residual_te,adult,4,residual_target_encoding,5,0.31970033261934133,0.3245145562068617
residual_te,adult,4,residual_target_encoding,6,0.31708821053879854,0.3208587438576
residual_te,adult,4,residual_target_encoding,7,0.31400557415198344,0.3189536441171079
residual_te,adult,4,residual_target_encoding,8,0.3099565202832515,0.3149597418612051
residual_te,adult,4,residual_target_encoding,9,0.3065882180920397,0.31263955459573506
residual_te,adult,4,residual_target_encoding,10,0.30456293434710113,0.30982880429093324
residual_te,adult,4,residual_target_encoding,11,0.3010898441149503,0.31118027804830134
residual_te,adult,4,residual_target_encoding,12,0.301986432485557,0.3153993252326454
residual_te,adult,4,residual_target_encoding,13,0.301483806945768,0.3092773552234137
residual_te,adult,4,residual_target_encoding,14,0.2981267807231781,0.3111839670591017
residual_te,adult,4,residual_target_encoding,15,0.29810472898166945,0.3097533341181272
residual_te,adult,4,residual_target_encoding,16,0.296717777518734,0.30980522558130574
residual_te,adult,4,residual_target_encoding,17,0.2952520409438768,0.3097942268286008
residual_te,adult,4,residual_target_encoding,18,0.2959617052675758,0.3088800715268131
residual_te,adult,4,residual_target_encoding,19,0.2931591317753241,0.30882359693517014
residual_te,adult,4,residual_target_encoding,20,0.29426725637121925,0.3094783487716622
residual_te,adult,4,residual_target_encoding,21,0.29251212233114593,0.3109413565257358
residual_te,adult,4,residual_target_encoding,22,0.29263285856867893,0.3120155391138556
residual_te,adult,4,residual_target_encoding,23,0.29235014729476383,0.3101793073384686
residual_te,adult,4,residual_target_encoding,24,0.2906498180414008,0.30853515954432315
residual_te,adult,4,residual_target_encoding,25,0.28966168403918385,0.30966738892692836
residual_te,adult,4,residual_target_encoding,26,0.28992920520850424,0.3104080575694112
