experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,realized_block_kappa_max,block_ranks,transform_seed,global_scale_control,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds,categorical_cardinalities,categorical_entropy_mean,ordinal_columns,ordinal_block_condition_mean,family,canonicalization,selected_columns,cross_gram_before,cross_gram_after,joint_reconstruction_error,phase,synthetic_control,nested_outer_folds,nested_inner_folds,smoothing,gamma,clip_min,clip_max,global_rms_matched,utility
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_3,cf26f38091e76190,standard,183,82.80952504713852,2.3357647513602906,0.0062466269999827,373.9241596091388,2.572783526256025,135.91983502041492,-434.2511679480977,4.020346722999055,0.0,3.0,3.0,3.000000000000002,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2849437546902701,0.3117399307967395,0.3082801489891718,0.8506064793489944,0.8565812910754868,0.0630517303943634,10.731218338012695,0.0240067280828952,4.012591873062775,,,,,,,,,,,,,,,,,,,,0.8565812910754868
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_10,cf26f38091e76190,standard,183,55.35220614516161,3.5337335477255696,0.0062466121673476,565.7040093183879,2.7525892567299475,245.19134469264145,-433.38180060038445,9.2559549418192,0.0,10.0,10.000000000000004,10.000000000000009,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2826209963238001,0.3163343940784418,0.3125235117047693,0.8507600184246891,0.8540015969535041,0.0520629398524761,10.739633560180664,0.0240364875644445,3.4379487549886107,,,,,,,,,,,,,,,,,,,,0.8540015969535041
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_10,cf26f38091e76190,standard,183,55.35220614516161,3.5337335477255696,0.0062466121673476,565.7040093183879,2.7525892567299475,245.19134469264145,-433.38180060038445,9.2559549418192,0.0,10.0,10.000000000000004,10.000000000000009,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,3,0.2887964255848811,0.314690694857475,0.311199088695648,0.84692154153232,0.8551686014372581,0.0489801652729511,10.366876602172852,0.0240147206932306,1.9024795219302175,,,,,,,,,,,,,,,,,,,,0.8551686014372581
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_10,cf26f38091e76190,standard,183,55.35220614516161,3.5337335477255696,0.0062466121673476,565.7040093183879,2.7525892567299475,245.19134469264145,-433.38180060038445,9.2559549418192,0.0,10.0,10.000000000000004,10.000000000000009,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,3,0.2902522420126813,0.3151643071026883,0.3119111897132371,0.8496852448948258,0.8546158098396904,0.0615441352128982,10.381896018981934,0.0241043008863925,2.394138467963785,,,,,,,,,,,,,,,,,,,,0.8546158098396904
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_10,cf26f38091e76190,standard,183,55.35220614516161,3.5337335477255696,0.0062466121673476,565.7040093183879,2.7525892567299475,245.19134469264145,-433.38180060038445,9.2559549418192,0.0,10.0,10.000000000000004,10.000000000000009,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,3,0.2888366823577807,0.3141841012451771,0.3109757098096048,0.8484569322892677,0.8568883975185799,0.0548618212342262,10.403447151184082,0.0239875931292772,2.482119432883337,,,,,,,,,,,,,,,,,,,,0.8568883975185799
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_10,cf26f38091e76190,standard,183,55.35220614516161,3.5337335477255696,0.0062466121673476,565.7040093183879,2.7525892567299475,245.19134469264145,-433.38180060038445,9.2559549418192,0.0,10.0,10.000000000000004,10.000000000000009,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2871010516443577,0.3144138582533621,0.3110113348300459,0.8461538461538461,0.8531416989128432,0.0642710179090499,10.79918384552002,0.0240148417651653,2.318823780864477,,,,,,,,,,,,,,,,,,,,0.8531416989128432
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_30,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.0062465608215582,921.5869567516468,2.964536319539562,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,30.0,30.000000000000025,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2843017662715804,0.3188131258162712,0.3136829940079824,0.849531705819131,0.8534488053559364,0.0602743737399578,10.910323143005373,0.0240622479468584,2.3675636369735003,,,,,,,,,,,,,,,,,,,,0.8534488053559364
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_30,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.0062465608215582,921.5869567516468,2.964536319539562,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,30.0,30.000000000000025,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,3,0.2905518811382759,0.3164454122963286,0.3130264976553945,0.8493781667434362,0.8547386524169277,0.0561895258724689,10.532838821411133,0.0240378361195325,2.073121571913361,,,,,,,,,,,,,,,,,,,,0.8547386524169277
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_30,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.0062465608215582,921.5869567516468,2.964536319539562,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,30.0,30.000000000000025,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2761068724708322,0.3182612169241944,0.3168546664416786,0.8481498541378781,0.8530188563356059,0.0681138262152671,11.708507537841797,0.0241165328770875,2.58565004193224,,,,,,,,,,,,,,,,,,,,0.8530188563356059
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_30,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.0062465608215582,921.5869567516468,2.964536319539562,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,30.0,30.000000000000025,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2883810223344579,0.3175881314833207,0.3130455388509742,0.8466144633809305,0.8517290092746146,0.061302974820137,10.94725227355957,0.0239962916821241,2.1971454878803343,,,,,,,,,,,,,,,,,,,,0.8517290092746146
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_30,cf26f38091e76190,standard,183,38.38797303274072,5.756748977703918,0.0062465608215582,921.5869567516468,2.964536319539562,524.1907666641388,-431.99638912977457,27.74782314006987,0.0,30.0,30.0,30.000000000000025,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2907123469863604,0.3183956787707863,0.314234628569356,0.8473821587594043,0.8531416989128432,0.0705629959702491,11.003031730651855,0.0240349173545837,2.0879953908734024,,,,,,,,,,,,,,,,,,,,0.8531416989128432
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_100,cf26f38091e76190,standard,183,27.987253696017923,10.370289782287614,0.0062463055981811,1660.2277329029928,3.220167664160267,1379.0186285154102,-429.8942984939509,92.48514460714416,0.0,100.0,100.0,100.00000000000033,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,4,0.2881317947154803,0.3243824124154965,0.3178380018881028,0.8461538461538461,0.8504391622136233,0.0897966548800468,11.352546691894531,0.0240885708481073,3.000428683124482,,,,,,,,,,,,,,,,,,,,0.8504391622136233
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_100,cf26f38091e76190,standard,183,27.987253696017923,10.370289782287614,0.0062463055981811,1660.2277329029928,3.220167664160267,1379.0186285154102,-429.8942984939509,92.48514460714416,0.0,100.0,100.0,100.00000000000033,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,3,0.2959999581384013,0.3229720393380981,0.3194787185015522,0.8458467680024566,0.8511762176770469,0.0816779434680938,10.92335033416748,0.024046953767538,2.041049992898479,,,,,,,,,,,,,,,,,,,,0.8511762176770469
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_100,cf26f38091e76190,standard,183,27.987253696017923,10.370289782287614,0.0062463055981811,1660.2277329029928,3.220167664160267,1379.0186285154102,-429.8942984939509,92.48514460714416,0.0,100.0,100.0,100.00000000000033,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2788789690664028,0.3219822790587194,0.3209784088509218,0.8453861507753724,0.850316319636386,0.0949975177645683,12.319150924682615,0.0241259541362524,2.616374634904787,,,,,,,,,,,,,,,,,,,,0.850316319636386
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_100,cf26f38091e76190,standard,183,27.987253696017923,10.370289782287614,0.0062463055981811,1660.2277329029928,3.220167664160267,1379.0186285154102,-429.8942984939509,92.48514460714416,0.0,100.0,100.0,100.00000000000033,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2749554594120282,0.3247883597882738,0.3160634577657694,0.844925533548288,0.85148332412014,0.0859881564974784,12.348910331726074,0.0240170024335384,2.6872678860090677,,,,,,,,,,,,,,,,,,,,0.85148332412014
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_100,cf26f38091e76190,standard,183,27.987253696017923,10.370289782287614,0.0062463055981811,1660.2277329029928,3.220167664160267,1379.0186285154102,-429.8942984939509,92.48514460714416,0.0,100.0,100.0,100.00000000000033,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2741873535782803,0.3243599646450708,0.3178212072423979,0.8461538461538461,0.8515447454087587,0.0941173359751701,12.430316925048828,0.0240571778267622,2.7544285519979894,,,,,,,,,,,,,,,,,,,,0.8515447454087587
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_300,cf26f38091e76190,standard,183,22.555903247390987,17.908907063806517,0.0060771823242705,2946.909621632293,3.4693668167361613,3569.9371757525705,-427.5733325020782,277.4534292333936,0.0,300.0,300.0000000000023,300.0000000000084,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2798343890896877,0.3306777996768342,0.3223353562477546,0.8400122831260556,0.8476752042257847,0.1542877256870269,13.125779151916504,0.0241105332970619,3.6706450569909066,,,,,,,,,,,,,,,,,,,,0.8476752042257847
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_300,cf26f38091e76190,standard,183,22.555903247390987,17.908907063806517,0.0060771823242705,2946.909621632293,3.4693668167361613,3569.9371757525705,-427.5733325020782,277.4534292333936,0.0,300.0,300.0000000000023,300.0000000000084,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.282900236822203,0.3282235923406248,0.3236598570299847,0.8436972209427299,0.8484122596892083,0.1362206786870956,13.166930198669434,0.0240487735718488,2.582460219971836,,,,,,,,,,,,,,,,,,,,0.8484122596892083
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_300,cf26f38091e76190,standard,183,22.555903247390987,17.908907063806517,0.0060771823242705,2946.909621632293,3.4693668167361613,3569.9371757525705,-427.5733325020782,277.4534292333936,0.0,300.0,300.0000000000023,300.0000000000084,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,7,0.2734138306896042,0.3253117833348227,0.324724759611452,0.846307385229541,0.8483508384005897,0.1589639037847519,13.803548812866213,0.0241562258452177,2.8379363380372524,,,,,,,,,,,,,,,,,,,,0.8483508384005897
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_300,cf26f38091e76190,standard,183,22.555903247390987,17.908907063806517,0.0060771823242705,2946.909621632293,3.4693668167361613,3569.9371757525705,-427.5733325020782,277.4534292333936,0.0,300.0,300.0000000000023,300.0000000000084,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2766149856913895,0.3295684344387796,0.3205102987907485,0.8444649163212038,0.8493335790184878,0.141946256160736,13.271665573120115,0.0240314956754446,2.6151167538482696,,,,,,,,,,,,,,,,,,,,0.8493335790184878
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_300,cf26f38091e76190,standard,183,22.555903247390987,17.908907063806517,0.0060771823242705,2946.909621632293,3.4693668167361613,3569.9371757525705,-427.5733325020782,277.4534292333936,0.0,300.0,300.0000000000023,300.0000000000084,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.2791142492313694,0.3305665309949764,0.3229751177944663,0.8435436818670352,0.8506848473680978,0.1441042423248291,13.329116821289062,0.0240645557641983,2.525785275036469,,,,,,,,,,,,,,,,,,,,0.8506848473680978
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_1000,cf26f38091e76190,standard,183,18.83458611405777,32.64847275641087,0.003572576581666,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999948,1000.000000000014,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,6,0.290400490586265,0.3333129725666544,0.3293041023511974,0.8420082911100876,0.845095510103802,0.2507810890674591,14.632102012634276,0.024030216038227,2.5553528249729425,,,,,,,,,,,,,,,,,,,,0.845095510103802
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_1000,cf26f38091e76190,standard,183,18.83458611405777,32.64847275641087,0.003572576581666,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999948,1000.000000000014,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,7,0.2826538097544437,0.3293567514454365,0.3298422089667687,0.841701212958698,0.8455868804127511,0.3073884844779968,15.48422145843506,0.0241610538214445,2.8984602361451834,,,,,,,,,,,,,,,,,,,,0.8455868804127511
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_1000,cf26f38091e76190,standard,183,18.83458611405777,32.64847275641087,0.003572576581666,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999948,1000.000000000014,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,7,0.2782553899758967,0.3357700834995494,0.3280724831037713,0.841087056655919,0.8491493151526319,0.2662991881370544,15.352527618408203,0.024024898186326,2.701565499184653,,,,,,,,,,,,,,,,,,,,0.8491493151526319
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_1000,cf26f38091e76190,standard,183,18.83458611405777,32.64847275641087,0.003572576581666,9138.634822821808,3.9608813233927447,10575.500455981688,-424.72345209685614,924.8439964137588,0.0,1000.0,999.9999999999948,1000.000000000014,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,11,0.2638571958140448,0.3350992956289181,0.3272923911963764,0.8392445877475817,0.8474909403599288,0.2444107085466385,18.09549331665039,0.0240610465407371,3.7322249789722255,,,,,,,,,,,,,,,,,,,,0.8474909403599288
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,0,numeric_kappa_3000,cf26f38091e76190,standard,183,16.53962398389746,56.50438312295927,0.0021557436886474,26211.085956332707,4.4184850146540695,29219.676716373662,-421.93545341974334,2774.531832442448,0.0,3000.0,3000.000000000189,3000.0000000006694,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,10,0.2791469114711692,0.3334407100660458,0.3327458318801382,0.8415476738830032,0.8460782507217002,0.5126263499259949,19.71986198425293,0.0241082608699798,3.429653421975672,,,,,,,,,,,,,,,,,,,,0.8460782507217002
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,1,numeric_kappa_3000,cf26f38091e76190,standard,183,16.53962398389746,56.50438312295927,0.0021557436886474,26211.085956332707,4.4184850146540695,29219.676716373662,-421.93545341974334,2774.531832442448,0.0,3000.0,3000.000000000189,3000.0000000006694,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,9,0.2799986945778926,0.338344505847929,0.3317199534486453,0.8435436818670352,0.8460168294330815,0.4318650960922241,18.772829055786133,0.0240181181579828,3.1144362199120224,,,,,,,,,,,,,,,,,,,,0.8460168294330815
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,2,numeric_kappa_3000,cf26f38091e76190,standard,183,16.53962398389746,56.50438312295927,0.0021557436886474,26211.085956332707,4.4184850146540695,29219.676716373662,-421.93545341974334,2774.531832442448,0.0,3000.0,3000.000000000189,3000.0000000006694,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,12,0.2709702322711764,0.3354594429153205,0.3281156024615995,0.8429295255642562,0.8448498249493275,0.5603470802307129,21.475313186645508,0.0241729579865932,3.8469409099780014,,,,,,,,,,,,,,,,,,,,0.8448498249493275
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,3,numeric_kappa_3000,cf26f38091e76190,standard,183,16.53962398389746,56.50438312295927,0.0021557436886474,26211.085956332707,4.4184850146540695,29219.676716373662,-421.93545341974334,2774.531832442448,0.0,3000.0,3000.000000000189,3000.0000000006694,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,7,0.2895279028027926,0.3358240293500475,0.3306406703741714,0.8426224474128666,0.8462010932989374,0.4754469990730285,17.26349639892578,0.0240087937563657,2.7465989848133177,,,,,,,,,,,,,,,,,,,,0.8462010932989374
numeric_kappa,A,adult,binclass,mlp,AdamW,0.0001,4,numeric_kappa_3000,cf26f38091e76190,standard,183,16.53962398389746,56.50438312295927,0.0021557436886474,26211.085956332707,4.4184850146540695,29219.676716373662,-421.93545341974334,2774.531832442448,0.0,3000.0,3000.000000000189,3000.0000000006694,32;32;11;3;2;16,31000.0,geometric_mean_singular_value_1,196,182273,12,0.2756891508692877,0.3394320975655828,0.332735388408287,0.8363273453093812,0.8438056630428107,0.3872637152671814,21.566150665283203,0.0240623652935028,3.6450681849382818,,,,,,,,,,,,,,,,,,,,0.8438056630428107
numeric_kappa,A,california,regression,mlp,AdamW,0.0001,0,numeric_kappa_1,4183c89532fd31d5,standard,262,234.4342537249299,2.2078212086467466,0.0168934589548251,130.69089134147663,2.1162453199601576,263.4243004241136,-69.84816114395682,2.385079740109344,0.0,1.0,1.0000000000000009,1.000000000000001,32;30;32;32;32;32;32;32,31000.0,geometric_mean_singular_value_1,262,199169,24,0.0177635103464126,0.1831653267145156,0.1861327737569809,0.496707329529773,0.5007147283472513,0.1047152951359748,11.867547988891602,0.0281002521514892,3.255645259981975,,,,,,,,,,,,,,,,,,,,-0.5007147283472513
numeric_kappa,A,california,regression,mlp,AdamW,0.0001,1,numeric_kappa_1,4183c89532fd31d5,standard,262,234.4342537249299,2.2078212086467466,0.0168934589548251,130.69089134147663,2.1162453199601576,263.4243004241136,-69.84816114395682,2.385079740109344,0.0,1.0,1.0000000000000009,1.000000000000001,32;30;32;32;32;32;32;32,31000.0,geometric_mean_singular_value_1,262,199169,9,0.0637120380997657,0.1860325634479522,0.1843085587024688,0.5005799032083722,0.4982550169757154,0.085047997534275,10.493146896362305,0.0280538629740476,1.6620759889483452,,,,,,,,,,,,,,,,,,,,-0.4982550169757154
numeric_kappa,A,california,regression,mlp,AdamW,0.0001,2,numeric_kappa_1,4183c89532fd31d5,standard,262,234.4342537249299,2.2078212086467466,0.0168934589548251,130.69089134147663,2.1162453199601576,263.4243004241136,-69.84816114395682,2.385079740109344,0.0,1.0,1.0000000000000009,1.000000000000001,32;30;32;32;32;32;32;32,31000.0,geometric_mean_singular_value_1,262,199169,25,0.0180570501834154,0.1836894750595092,0.1891377717256546,0.4974174962181941,0.5047403897797444,0.0877219513058662,11.954139709472656,0.028090015053749,3.350943734170869,,,,,,,,,,,,,,,,,,,,-0.5047403897797444
numeric_kappa,A,california,regression,mlp,AdamW,0.0001,3,numeric_kappa_1,4183c89532fd31d5,standard,262,234.4342537249299,2.2078212086467466,0.0168934589548251,130.69089134147663,2.1162453199601576,263.4243004241136,-69.84816114395682,2.385079740109344,0.0,1.0,1.0000000000000009,1.000000000000001,32;30;32;32;32;32;32;32,31000.0,geometric_mean_singular_value_1,262,199169,8,0.0766292959451675,0.1878405213356018,0.183792769908905,0.5030064790019075,0.497557336658545,0.0998637750744819,10.34432315826416,0.0279479529708623,1.501803666120395,,,,,,,,,,,,,,,,,,,,-0.497557336658545
numeric_kappa,A,california,regression,mlp,AdamW,0.0001,4,numeric_kappa_1,4183c89532fd31d5,standard,262,234.4342537249299,2.2078212086467466,0.0168934589548251,130.69089134147663,2.1162453199601576,263.4243004241136,-69.84816114395682,2.385079740109344,0.0,1.0,1.0000000000000009,1.000000000000001,32;30;32;32;32;32;32;32,31000.0,geometric_mean_singular_value_1,262,199169,9,0.0646469369530677,0.189756840467453,0.1860400289297104,0.5055657700488752,0.500589968399602,0.0880536139011383,10.489901542663574,0.0279717575758695,2.0074148550629616,,,,,,,,,,,,,,,,,,,,-0.500589968399602
