Task,Family,Variant,State-balanced MSE,Cells
airline_origin_airport,token_dimension,token_dimension_D32_linear_equivalence,1.3192361769213576,10
airline_origin_airport,token_dimension,token_dimension_D64_linear_equivalence,1.3192361769213576,10
citibike_start_station,bandwidth,bandwidth_candidate_0,1.018424621252816,10
citibike_start_station,bandwidth,bandwidth_candidate_1,1.0182545976746442,10
citibike_start_station,bandwidth,bandwidth_candidate_2,1.0176526318366188,10
citibike_start_station,bandwidth,bandwidth_candidate_3,1.0158132718446562,10
citibike_start_station,bandwidth,bandwidth_candidate_4,1.0167503019459878,10
citibike_start_station,bandwidth,bandwidth_candidate_5,1.0216794495015198,10
citibike_start_station,bandwidth,bandwidth_candidate_6,1.022685623697836,10
citibike_start_station,kernel,kernel_gaussian,1.016298207133947,10
citibike_start_station,kernel,kernel_inverse_distance,1.016499208957868,10
citibike_start_station,kernel,kernel_laplacian,1.0152263945565592,10
citibike_start_station,kernel,kernel_triangular,1.0162843749197548,10
citibike_start_station,landmark_budget,budget_farthest_point_m128,1.0123497113248727,10
citibike_start_station,landmark_budget,budget_farthest_point_m16,1.0187581160680046,10
citibike_start_station,landmark_budget,budget_farthest_point_m256,1.0162096242548855,10
citibike_start_station,landmark_budget,budget_farthest_point_m32,1.016298207133947,10
citibike_start_station,landmark_budget,budget_farthest_point_m64,1.0135502854416,10
citibike_start_station,landmark_budget,budget_farthest_point_m8,1.0213154611431967,10
citibike_start_station,landmark_selection,landmark_farthest_point_m16,1.0187581160680046,10
citibike_start_station,landmark_selection,landmark_farthest_point_m32,1.016298207133947,10
citibike_start_station,landmark_selection,landmark_farthest_point_m64,1.0135502854416,10
citibike_start_station,landmark_selection,landmark_frequency_m16,1.0191480593060287,10
citibike_start_station,landmark_selection,landmark_frequency_m32,1.0185340167383707,10
citibike_start_station,landmark_selection,landmark_frequency_m64,1.0167259479590456,10
citibike_start_station,landmark_selection,landmark_k_medoids_m16,1.0189095153693823,10
citibike_start_station,landmark_selection,landmark_k_medoids_m32,1.0158313456886554,10
citibike_start_station,landmark_selection,landmark_k_medoids_m64,1.0132312643428927,10
citibike_start_station,landmark_selection,landmark_uniform_random_m16,1.0187193149361613,10
citibike_start_station,landmark_selection,landmark_uniform_random_m32,1.0149058898177956,10
citibike_start_station,landmark_selection,landmark_uniform_random_m64,1.0140611942045366,10
citibike_start_station,metric_scale,metric_scale_0.5,1.016546434468065,10
citibike_start_station,metric_scale,metric_scale_1,1.016298207133947,10
citibike_start_station,metric_scale,metric_scale_2,1.0170583356406637,10
citibike_start_station,normalization,normalization_partition,1.016298207133947,10
citibike_start_station,normalization,normalization_softmax_distance,1.0152263945565592,10
citibike_start_station,normalization,normalization_unnormalized,1.0165447306648052,10
citibike_start_station,partial_corruption,partial_corruption_0.10,1.0185812989933019,10
citibike_start_station,partial_corruption,partial_corruption_0.25,1.0219328911776704,10
citibike_start_station,partial_corruption,partial_corruption_0.50,1.023045200571594,10
citibike_start_station,partial_corruption,partial_corruption_1.00,1.025953503680353,10
citibike_start_station,token_dimension,token_dimension_D16_linear_equivalence,1.016298207133947,10
citibike_start_station,token_dimension,token_dimension_D32_linear_equivalence,1.016298207133947,10
citibike_start_station,token_dimension,token_dimension_D64_linear_equivalence,1.016298207133947,10
medical_charges,bandwidth,bandwidth_candidate_0,1.368018216684522,10
medical_charges,bandwidth,bandwidth_candidate_1,1.2394710869959493,10
medical_charges,bandwidth,bandwidth_candidate_2,1.134115888275106,10
medical_charges,bandwidth,bandwidth_candidate_3,1.1226417485968323,10
medical_charges,bandwidth,bandwidth_candidate_4,1.1238460567811541,10
medical_charges,bandwidth,bandwidth_candidate_5,1.1224272748087263,10
medical_charges,bandwidth,bandwidth_candidate_6,1.1089779218772429,10
medical_charges,kernel,kernel_gaussian,1.2054916835255016,10
medical_charges,kernel,kernel_inverse_distance,1.204234160755911,10
medical_charges,kernel,kernel_laplacian,1.2121870410603692,10
medical_charges,kernel,kernel_triangular,1.1477707014798315,10
medical_charges,landmark_budget,budget_farthest_point_m16,1.1885780157827195,10
medical_charges,landmark_budget,budget_farthest_point_m32,1.2054916835255016,10
medical_charges,landmark_budget,budget_farthest_point_m60,1.072145761671073,10
medical_charges,landmark_budget,budget_farthest_point_m8,1.2140629255168551,10
medical_charges,landmark_selection,landmark_farthest_point_m16,1.1885780157827195,10
medical_charges,landmark_selection,landmark_farthest_point_m32,1.2054916835255016,10
medical_charges,landmark_selection,landmark_farthest_point_m60,1.072145761671073,10
medical_charges,landmark_selection,landmark_frequency_m16,1.0060578930420734,10
medical_charges,landmark_selection,landmark_frequency_m32,1.1457062794495032,10
medical_charges,landmark_selection,landmark_frequency_m60,1.0721408076248213,10
medical_charges,landmark_selection,landmark_k_medoids_m16,1.213947768987531,10
medical_charges,landmark_selection,landmark_k_medoids_m32,1.1872587156922048,10
medical_charges,landmark_selection,landmark_k_medoids_m60,1.072145761671073,10
medical_charges,landmark_selection,landmark_uniform_random_m16,1.2867641116780966,10
medical_charges,landmark_selection,landmark_uniform_random_m32,1.128219070350737,10
medical_charges,landmark_selection,landmark_uniform_random_m60,1.0721423734523925,10
medical_charges,metric_scale,metric_scale_0.5,1.1227024298031654,10
medical_charges,metric_scale,metric_scale_1,1.2054916835255016,10
medical_charges,metric_scale,metric_scale_2,1.3143448945501992,10
medical_charges,normalization,normalization_partition,1.2054916835255016,10
medical_charges,normalization,normalization_softmax_distance,1.2121870410603692,10
medical_charges,normalization,normalization_unnormalized,1.2061618083731145,10
medical_charges,partial_corruption,partial_corruption_0.10,1.1780751103391538,10
medical_charges,partial_corruption,partial_corruption_0.25,1.3541633730225053,10
medical_charges,partial_corruption,partial_corruption_0.50,1.2975552016021186,10
medical_charges,partial_corruption,partial_corruption_1.00,1.3342800092687246,10
medical_charges,secondary_string_metric,string_jaro_winkler_mpe,1.293339092982304,10
medical_charges,secondary_string_metric,string_jaro_winkler_similarity,1.4174060826049246,10
medical_charges,secondary_string_metric,string_levenshtein_mpe,1.095665374683779,10
medical_charges,secondary_string_metric,string_levenshtein_similarity,1.12378590583321,10
medical_charges,token_dimension,token_dimension_D16_linear_equivalence,1.2054916835255016,10
medical_charges,token_dimension,token_dimension_D32_linear_equivalence,1.2054916835255016,10
medical_charges,token_dimension,token_dimension_D64_linear_equivalence,1.2054916835255016,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_0,0.9825496467723642,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_1,0.9710313396998027,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_2,0.9636013418801529,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_3,0.964787467141304,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_4,0.9654529397876424,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_5,0.9676174141601257,10
tlc_pickup_zone,bandwidth,bandwidth_candidate_6,0.9734898467261232,10
tlc_pickup_zone,kernel,kernel_gaussian,0.9757810751264838,10
tlc_pickup_zone,kernel,kernel_inverse_distance,0.9587757580325464,10
tlc_pickup_zone,kernel,kernel_laplacian,0.9575303736114119,10
tlc_pickup_zone,kernel,kernel_triangular,0.9650817877195642,10
tlc_pickup_zone,landmark_budget,budget_farthest_point_m16,0.9928198998048551,10
tlc_pickup_zone,landmark_budget,budget_farthest_point_m32,0.9757810751264838,10
tlc_pickup_zone,landmark_budget,budget_farthest_point_m55,0.9746504927213632,10
tlc_pickup_zone,landmark_budget,budget_farthest_point_m8,0.9751845744298906,10
tlc_pickup_zone,landmark_selection,landmark_farthest_point_m16,0.9928198998048551,10
tlc_pickup_zone,landmark_selection,landmark_farthest_point_m32,0.9757810751264838,10
tlc_pickup_zone,landmark_selection,landmark_farthest_point_m55,0.9746504927213632,10
tlc_pickup_zone,landmark_selection,landmark_frequency_m16,1.0020062432611732,10
tlc_pickup_zone,landmark_selection,landmark_frequency_m32,0.9950675740266837,10
tlc_pickup_zone,landmark_selection,landmark_frequency_m55,0.9765268017361152,10
tlc_pickup_zone,landmark_selection,landmark_k_medoids_m16,0.9904338280220365,10
tlc_pickup_zone,landmark_selection,landmark_k_medoids_m32,0.9698961571563738,10
tlc_pickup_zone,landmark_selection,landmark_k_medoids_m55,0.9746504927213632,10
tlc_pickup_zone,landmark_selection,landmark_uniform_random_m16,0.9915813557331445,10
tlc_pickup_zone,landmark_selection,landmark_uniform_random_m32,0.978750701659051,10
tlc_pickup_zone,landmark_selection,landmark_uniform_random_m55,0.9765356675932043,10
tlc_pickup_zone,metric_scale,metric_scale_0.5,0.9566149054175422,10
tlc_pickup_zone,metric_scale,metric_scale_1,0.9757810751264838,10
tlc_pickup_zone,metric_scale,metric_scale_2,0.975241830775371,10
tlc_pickup_zone,normalization,normalization_partition,0.9757810751264838,10
tlc_pickup_zone,normalization,normalization_softmax_distance,0.9575303736114119,10
tlc_pickup_zone,normalization,normalization_unnormalized,1.015171043268614,10
tlc_pickup_zone,partial_corruption,partial_corruption_0.10,0.9875659235950855,10
tlc_pickup_zone,partial_corruption,partial_corruption_0.25,1.155935285736374,10
tlc_pickup_zone,partial_corruption,partial_corruption_0.50,1.1413760969691433,10
tlc_pickup_zone,partial_corruption,partial_corruption_1.00,1.1985078345507418,10
tlc_pickup_zone,token_dimension,token_dimension_D16_linear_equivalence,0.9757810751264838,10
tlc_pickup_zone,token_dimension,token_dimension_D32_linear_equivalence,0.9757810751264838,10
tlc_pickup_zone,token_dimension,token_dimension_D64_linear_equivalence,0.9757810751264838,10
