dataset,task,model,seed,representation,bins,max_cardinality,variance_columns,utility_columns,utility_statistics,top8_values,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
churn,binclass,mlp,1,baseline_ple,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,502273,384,9,0.855625,0.842,2.091342556057498,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,variance_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},603,502573,372,9,0.86,0.847,2.2752125791739672,1,,gelu,0.3735137176898444,0.8349505129166147,nan
churn,binclass,mlp,1,utility_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,502273,384,9,0.855625,0.842,2.05489522498101,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,utility_top8,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,502273,384,9,0.855625,0.842,2.4388098400086164,,,gelu,0.372195244146845,0.8337027320078167,nan
churn,binclass,mlp,1,all_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},618,501841,369,5,0.855,0.8475,3.59894381579943,1;2;4,,gelu,0.36389241009242246,0.8396424159136024,nan
churn,binclass,resnet,1,baseline_ple,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,1390849,384,13,0.86,0.849,8.366401511942968,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,variance_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},603,1389661,380,13,0.864375,0.8515,3.40747963800095,1,,gelu,0.3585630305337268,0.8425852663140798,nan
churn,binclass,resnet,1,utility_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,1390849,384,13,0.86,0.849,4.364546546945348,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,utility_top8,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},536,1390849,384,13,0.86,0.849,3.305065169930458,,,gelu,0.35885007436300886,0.8430325548969617,nan
churn,binclass,resnet,1,all_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.04853377909173995},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.009412584964792223},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.006437149676023945}}",{},618,1388657,379,10,0.86,0.845,3.542317558079958,1;2;4,,gelu,0.3725594541593773,0.8353762082575642,nan
churn,binclass,mlp,2,baseline_ple,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,502273,384,7,0.855625,0.8495,2.870213877875358,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,variance_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},603,502573,372,7,0.855625,0.845,2.4999055550433695,1,,gelu,0.3663266667337099,0.8370342607630743,nan
churn,binclass,mlp,2,utility_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,502273,384,7,0.855625,0.8495,1.9578933308366686,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,utility_top8,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,502273,384,7,0.855625,0.8495,1.9204254001379013,,,gelu,0.3659270938698031,0.8363787516329889,nan
churn,binclass,mlp,2,all_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},618,501841,369,7,0.86125,0.85,2.0231380111072212,1;2;4,,gelu,0.36662765790387847,0.8385828046844996,nan
churn,binclass,resnet,2,baseline_ple,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,1390849,384,13,0.86875,0.852,3.642283861991018,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,variance_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},603,1389661,380,11,0.863125,0.856,2.7887533558532596,1,,gelu,0.36596065713889636,0.8400634841312807,nan
churn,binclass,resnet,2,utility_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,1390849,384,13,0.86875,0.852,2.911141935037449,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,utility_top8,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},536,1390849,384,13,0.86875,0.852,2.9417696988675743,,,gelu,0.37116963768002165,0.8414778414778413,nan
churn,binclass,resnet,2,all_identity,128,128,1,,"{""1"":{""cardinality"":67,""fold_wins"":0,""relative_gain"":-0.031198889548721916},""2"":{""cardinality"":11,""fold_wins"":0,""relative_gain"":-0.015267935842498033},""4"":{""cardinality"":4,""fold_wins"":0,""relative_gain"":-0.00934228264883952}}",{},618,1388657,379,7,0.86375,0.853,2.3230655090883374,1;2;4,,gelu,0.36278383448000573,0.8395329073295176,nan
adult,binclass,mlp,0,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,430849,384,6,0.8572086596038692,0.8616792580308335,6.249137503094971,,,gelu,0.3022345632470673,0.9135398926210365,nan
adult,binclass,mlp,0,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,430662,329,6,0.8696453247351451,0.8736564093114674,6.9955241999123245,3;4;5,,gelu,0.2764161001825042,0.9270620121145821,nan
adult,binclass,mlp,0,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,430561,345,6,0.8688776293566712,0.8729193538480438,5.904186276951805,3;4,,gelu,0.27597152831155924,0.9273773805797427,nan
adult,binclass,mlp,0,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,431293,381,11,0.8682634730538922,0.8667772249861803,7.738061337033287,3;4,,gelu,0.2869347326063714,0.9212733149454647,nan
adult,binclass,mlp,0,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,431551,315,6,0.8696453247351451,0.8727350899821879,7.087666528997943,0;2;3;4;5,,gelu,0.2769805261962399,0.9271718814068204,nan
adult,binclass,resnet,0,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,1319425,384,19,0.8601259020420697,0.8616792580308335,15.196614359039813,,,gelu,0.2996808489250813,0.914268967220289,nan
adult,binclass,resnet,0,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,1320100,367,15,0.8704130201136189,0.8692954978195443,9.324557690881193,3;4;5,,gelu,0.28485389315145976,0.9249635807708143,nan
adult,binclass,resnet,0,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,1318369,372,13,0.8685705512052817,0.8724894048277133,8.699654798954725,3;4,,gelu,0.27905942926315136,0.9271605379695687,nan
adult,binclass,resnet,0,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,1319053,383,13,0.865806847842776,0.8662244333886125,7.736184939043596,3;4,,gelu,0.2891030470179384,0.9207251080553879,nan
adult,binclass,resnet,0,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.01019768661167703},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.0033561153277103964},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027668792410538424},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.018287441471217226},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.010883038215533186}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,1319853,362,7,0.8670351604483341,0.8704625023032984,8.245363916037604,0;2;3;4;5,,gelu,0.28091242540742306,0.9261127284657128,nan
adult,binclass,mlp,1,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,430849,384,12,0.8575157377552587,0.8579939807137154,9.69058881001547,,,gelu,0.3023285837055621,0.9139564529103078,nan
adult,binclass,mlp,1,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,430662,329,10,0.8671886995240289,0.8719980345187642,8.419015910942107,3;4;5,,gelu,0.2808521827395254,0.9257878566047346,nan
adult,binclass,mlp,1,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,430561,345,7,0.868417012129587,0.8717523493642897,6.777965826913714,3;4,,gelu,0.27799288387338444,0.9276258279925085,nan
adult,binclass,mlp,1,utility_top8,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",366,431293,381,12,0.8644249961615231,0.8641975308641975,7.036155529087409,3;4,,gelu,0.28979628495344256,0.9209316527063978,nan
adult,binclass,mlp,1,all_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",736,431551,315,7,0.8678028558268079,0.8719366132301456,6.313659386942163,0;2;3;4;5,,gelu,0.2783229587807584,0.9268791789066014,nan
adult,binclass,resnet,1,baseline_ple,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",350,1319425,384,15,0.8596652848149854,0.860573674835698,12.891059938119724,,,gelu,0.30311684558318325,0.9131855905518891,nan
adult,binclass,resnet,1,variance_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",647,1320100,367,12,0.8705665591893137,0.8704625023032984,10.706403473159298,3;4;5,,gelu,0.2794312609957775,0.9264111915501952,nan
adult,binclass,resnet,1,utility_identity,128,128,3;4;5,3;4,"{""0"":{""cardinality"":73,""fold_wins"":0,""relative_gain"":-0.008582651031315296},""2"":{""cardinality"":16,""fold_wins"":0,""relative_gain"":-0.003506499821401756},""3"":{""cardinality"":116,""fold_wins"":5,""relative_gain"":0.027499698005552017},""4"":{""cardinality"":88,""fold_wins"":5,""relative_gain"":0.017893877469805152},""5"":{""cardinality"":93,""fold_wins"":0,""relative_gain"":-0.008277867058827862}}","{""3"":[0.0,15024.0,7688.0,7298.0,99999.0,3103.0,5178.0,4386.0],""4"":[0.0,1902.0,1977.0,1887.0,1848.0,2415.0,1485.0,1602.0]}",554,1318369,372,18,0.8693382465837556,0.8728579325594251,13.897600593976676,3;4,,gelu,0.2769741811811146,0.9273720590962762,nan
