column,feature,selected,value,count,frequency,target_rate,mean_oof_residual
3,capital_gain,1,4934.0,7,0.00026873464373464373,1.0,0.42338300198731843
3,capital_gain,1,5013.0,53,0.0020347051597051596,0.0,-0.5325755785185018
3,capital_gain,1,5060.0,1,3.839066339066339e-05,0.0,-0.014991283115093327
3,capital_gain,1,5178.0,74,0.002840909090909091,1.0,0.45244656773552394
3,capital_gain,1,5455.0,9,0.0003455159705159705,0.0,-0.5511974704663831
3,capital_gain,1,5556.0,3,0.00011517199017199018,1.0,0.2985515320204992
3,capital_gain,1,5721.0,2,7.678132678132678e-05,0.0,-0.226801325475165
3,capital_gain,1,6097.0,1,3.839066339066339e-05,1.0,0.7008970113013153
3,capital_gain,1,6360.0,2,7.678132678132678e-05,0.0,-0.5879973281030124
3,capital_gain,1,6418.0,7,0.00026873464373464373,1.0,0.3563034409404492
3,capital_gain,1,6497.0,10,0.0003839066339066339,0.0,-0.7167586721735012
3,capital_gain,1,6514.0,4,0.00015356265356265356,1.0,0.16604132023087956
3,capital_gain,1,6723.0,2,7.678132678132678e-05,0.0,-0.6566452227225329
3,capital_gain,1,6767.0,5,0.00019195331695331694,0.0,-0.7646654406662561
3,capital_gain,1,6849.0,22,0.0008445945945945946,0.0,-0.6957138020954049
3,capital_gain,1,7298.0,202,0.007754914004914005,1.0,0.10605960488682896
3,capital_gain,1,7430.0,9,0.0003455159705159705,1.0,0.03975932555867496
3,capital_gain,1,7443.0,5,0.00019195331695331694,0.0,-0.8270019656251201
3,capital_gain,1,7688.0,225,0.008637899262899262,1.0,0.018642907815927836
3,capital_gain,1,7896.0,3,0.00011517199017199018,1.0,0.024746025765802464
3,capital_gain,1,7978.0,1,3.839066339066339e-05,0.0,-0.9710025302072373
3,capital_gain,1,8614.0,40,0.0015356265356265355,1.0,0.038091465829588646
3,capital_gain,1,9386.0,18,0.000691031941031941,1.0,0.035917643147014074
3,capital_gain,1,9562.0,2,7.678132678132678e-05,1.0,0.008986871538786856
3,capital_gain,1,10520.0,34,0.0013052825552825552,1.0,0.026484607516487638
3,capital_gain,1,10566.0,5,0.00019195331695331694,0.0,-0.9404504599842156
3,capital_gain,1,10605.0,9,0.0003455159705159705,1.0,0.020433063624999095
3,capital_gain,1,11678.0,2,7.678132678132678e-05,1.0,0.01403497854692215
3,capital_gain,1,13550.0,23,0.000882985257985258,1.0,0.013627211921041316
3,capital_gain,1,14084.0,28,0.001074938574938575,1.0,0.013287142535594963
3,capital_gain,1,14344.0,22,0.0008445945945945946,1.0,0.04199964022154113
3,capital_gain,1,15020.0,3,0.00011517199017199018,1.0,0.0027897276111376046
3,capital_gain,1,15024.0,289,0.01109490171990172,1.0,0.0034858004643542706
3,capital_gain,1,15831.0,5,0.00019195331695331694,1.0,0.049581430157603947
3,capital_gain,1,18481.0,2,7.678132678132678e-05,1.0,0.013464142467156492
3,capital_gain,1,20051.0,27,0.0010365479115479114,1.0,0.012162255112099118
3,capital_gain,1,25124.0,3,0.00011517199017199018,1.0,0.015853245758033856
3,capital_gain,1,25236.0,8,0.0003071253071253071,1.0,0.0030094469015795877
3,capital_gain,1,27828.0,29,0.0011133292383292384,1.0,0.005087731588659624
3,capital_gain,1,34095.0,5,0.00019195331695331694,0.0,-0.36381084665634544
3,capital_gain,1,41310.0,1,3.839066339066339e-05,0.0,-0.9991416067863248
3,capital_gain,1,99999.0,127,0.004875614250614251,1.0,0.01519730280792132
4,capital_loss,1,0.0,24851,0.9540463759213759,0.22751599533217978,0.00010133831739365732
4,capital_loss,1,213.0,2,7.678132678132678e-05,0.0,-0.2557784193206533
4,capital_loss,1,323.0,2,7.678132678132678e-05,0.0,-0.3663944697581669
4,capital_loss,1,419.0,2,7.678132678132678e-05,0.0,-0.05225846159431276
4,capital_loss,1,625.0,9,0.0003455159705159705,0.0,-0.14293426473924262
4,capital_loss,1,653.0,3,0.00011517199017199018,0.6666666666666666,0.3772584729040342
4,capital_loss,1,810.0,2,7.678132678132678e-05,0.0,-0.07898619655298708
4,capital_loss,1,880.0,5,0.00019195331695331694,0.0,-0.09732903181830735
4,capital_loss,1,974.0,1,3.839066339066339e-05,0.0,-0.01387803451100595
4,capital_loss,1,1092.0,5,0.00019195331695331694,0.0,-0.1884314313903948
4,capital_loss,1,1138.0,2,7.678132678132678e-05,0.0,-0.028211835409072666
4,capital_loss,1,1258.0,3,0.00011517199017199018,0.0,-0.3517386815802142
4,capital_loss,1,1340.0,7,0.00026873464373464373,0.0,-0.2472083280967788
4,capital_loss,1,1380.0,5,0.00019195331695331694,0.0,-0.19440118638082007
4,capital_loss,1,1408.0,18,0.000691031941031941,0.0,-0.22372165914574638
4,capital_loss,1,1411.0,1,3.839066339066339e-05,0.0,-0.03375120727747507
4,capital_loss,1,1485.0,39,0.0014972358722358723,0.5641025641025641,0.292559860078638
4,capital_loss,1,1504.0,14,0.0005374692874692875,0.0,-0.12673979321488166
4,capital_loss,1,1539.0,1,3.839066339066339e-05,0.0,-0.2305044217571705
4,capital_loss,1,1564.0,20,0.0007678132678132678,1.0,0.7003955976349687
4,capital_loss,1,1573.0,5,0.00019195331695331694,0.0,-0.050653275469739724
4,capital_loss,1,1579.0,18,0.000691031941031941,0.0,-0.1423463238546484
4,capital_loss,1,1590.0,34,0.0013052825552825552,0.0,-0.16879593798130746
4,capital_loss,1,1594.0,6,0.00023034398034398035,0.0,-0.01525674948950939
4,capital_loss,1,1602.0,37,0.0014204545454545455,0.0,-0.008114378687477499
4,capital_loss,1,1617.0,8,0.0003071253071253071,0.0,-0.0652134215411766
4,capital_loss,1,1628.0,11,0.0004222972972972973,0.0,-0.14556917054709825
4,capital_loss,1,1648.0,1,3.839066339066339e-05,0.0,-0.24688646637199488
4,capital_loss,1,1651.0,8,0.0003071253071253071,0.0,-0.04387881342290471
4,capital_loss,1,1668.0,3,0.00011517199017199018,0.0,-0.13833586134131784
4,capital_loss,1,1669.0,21,0.0008062039312039312,0.0,-0.11661670071372095
4,capital_loss,1,1672.0,23,0.000882985257985258,0.0,-0.1505596158648558
4,capital_loss,1,1719.0,21,0.0008062039312039312,0.0,-0.008720698551427456
4,capital_loss,1,1721.0,13,0.0004990786240786241,0.0,-0.006150210493622666
4,capital_loss,1,1726.0,3,0.00011517199017199018,0.0,-0.053065719132423035
4,capital_loss,1,1735.0,2,7.678132678132678e-05,0.0,-0.037894261117116315
4,capital_loss,1,1740.0,26,0.0009981572481572482,0.0,-0.09806726463344181
4,capital_loss,1,1741.0,21,0.0008062039312039312,0.0,-0.071624586479697
4,capital_loss,1,1755.0,1,3.839066339066339e-05,1.0,0.615939364203029
4,capital_loss,1,1762.0,10,0.0003839066339066339,0.0,-0.04016167750995939
4,capital_loss,1,1816.0,2,7.678132678132678e-05,0.0,-0.2994877303158579
4,capital_loss,1,1825.0,3,0.00011517199017199018,1.0,0.6283699821403638
4,capital_loss,1,1844.0,1,3.839066339066339e-05,0.0,-0.6574593249066512
4,capital_loss,1,1848.0,41,0.001574017199017199,1.0,0.2837453919803141
4,capital_loss,1,1876.0,29,0.0011133292383292384,0.0,-0.8055006738112607
4,capital_loss,1,1887.0,123,0.004722051597051597,1.0,0.11744961528927228
4,capital_loss,1,1902.0,156,0.005988943488943489,0.9487179487179487,0.05881683489567322
4,capital_loss,1,1944.0,1,3.839066339066339e-05,0.0,-0.26237229137322765
4,capital_loss,1,1974.0,15,0.0005758599508599509,0.0,-0.46425842913312887
4,capital_loss,1,1977.0,144,0.005528255528255528,1.0,0.1838317558548444
4,capital_loss,1,1980.0,19,0.0007294226044226044,0.0,-0.5463497100661666
4,capital_loss,1,2001.0,18,0.000691031941031941,0.0,-0.38056331378106045
4,capital_loss,1,2002.0,14,0.0005374692874692875,0.0,-0.6337148894595821
4,capital_loss,1,2042.0,7,0.00026873464373464373,0.0,-0.29945306633757013
4,capital_loss,1,2051.0,17,0.0006526412776412776,0.0,-0.46015398660083184
4,capital_loss,1,2057.0,2,7.678132678132678e-05,0.0,-0.09952838119598625
4,capital_loss,1,2129.0,2,7.678132678132678e-05,0.0,-0.1768763473274649
4,capital_loss,1,2149.0,2,7.678132678132678e-05,0.0,-0.3430652896318173
4,capital_loss,1,2163.0,1,3.839066339066339e-05,0.0,-0.6716890949891822
4,capital_loss,1,2174.0,5,0.00019195331695331694,1.0,0.5211207117759997
4,capital_loss,1,2179.0,15,0.0005758599508599509,0.0,-0.3675344238264811
4,capital_loss,1,2205.0,7,0.00026873464373464373,0.0,-0.2266488523014886
4,capital_loss,1,2206.0,5,0.00019195331695331694,0.0,-0.21308543713215328
4,capital_loss,1,2231.0,3,0.00011517199017199018,1.0,0.8382710721000756
4,capital_loss,1,2238.0,1,3.839066339066339e-05,0.0,-0.027199481166111643
4,capital_loss,1,2246.0,5,0.00019195331695331694,1.0,0.4910542977655332
4,capital_loss,1,2258.0,18,0.000691031941031941,0.6111111111111112,0.1388221714427045
4,capital_loss,1,2267.0,3,0.00011517199017199018,0.0,-0.3509216294658331
4,capital_loss,1,2282.0,1,3.839066339066339e-05,1.0,0.371272873884257
4,capital_loss,1,2339.0,14,0.0005374692874692875,0.0,-0.41135245018829947
4,capital_loss,1,2352.0,2,7.678132678132678e-05,0.0,-0.4748192624655857
4,capital_loss,1,2377.0,14,0.0005374692874692875,0.6428571428571429,0.1259022109478619
4,capital_loss,1,2392.0,6,0.00023034398034398035,1.0,0.24461760328704144
4,capital_loss,1,2415.0,40,0.0015356265356265355,1.0,0.23431087804603656
4,capital_loss,1,2444.0,9,0.0003455159705159705,1.0,0.34376226377336183
4,capital_loss,1,2457.0,1,3.839066339066339e-05,0.0,-0.4520250317022688
4,capital_loss,1,2467.0,1,3.839066339066339e-05,0.0,-0.36199642710157653
4,capital_loss,1,2472.0,1,3.839066339066339e-05,1.0,0.3015829459373398
4,capital_loss,1,2547.0,3,0.00011517199017199018,1.0,0.333854145593014
4,capital_loss,1,2559.0,10,0.0003839066339066339,1.0,0.29632567732858106
4,capital_loss,1,2603.0,4,0.00015356265356265356,0.0,-0.2551649524616689
4,capital_loss,1,2754.0,1,3.839066339066339e-05,0.0,-0.060377444872323376
4,capital_loss,1,2824.0,9,0.0003455159705159705,1.0,0.29830048090495603
4,capital_loss,1,3004.0,2,7.678132678132678e-05,1.0,0.2960183050954904
4,capital_loss,1,3683.0,2,7.678132678132678e-05,0.5,0.0034312042588669767
4,capital_loss,1,3770.0,1,3.839066339066339e-05,0.0,-0.4177858542518748
4,capital_loss,1,3900.0,2,7.678132678132678e-05,0.0,-0.4022785837231245
4,capital_loss,1,4356.0,2,7.678132678132678e-05,0.0,-0.19272654618351004
5,hours_per_week,1,1.0,19,0.0007294226044226044,0.10526315789473684,0.01213432937050169
5,hours_per_week,1,2.0,29,0.0011133292383292384,0.2413793103448276,0.03130738749894762
5,hours_per_week,1,3.0,31,0.0011901105651105652,0.03225806451612903,-0.10424428014407776
5,hours_per_week,1,4.0,40,0.0015356265356265355,0.05,-0.02040278612430673
5,hours_per_week,1,5.0,48,0.0018427518427518428,0.125,0.01651065412181377
5,hours_per_week,1,6.0,43,0.0016507985257985258,0.11627906976744186,-0.021133417484728557
5,hours_per_week,1,7.0,25,0.0009597665847665848,0.16,0.05769388857352054
5,hours_per_week,1,8.0,118,0.00453009828009828,0.0847457627118644,0.0003283154665889438
5,hours_per_week,1,9.0,14,0.0005374692874692875,0.07142857142857142,0.008502754207052906
5,hours_per_week,1,10.0,216,0.008292383292383292,0.0787037037037037,0.000978451006169239
5,hours_per_week,1,11.0,11,0.0004222972972972973,0.0,-0.0572270034404041
5,hours_per_week,1,12.0,150,0.0057585995085995085,0.06666666666666667,0.0066663650473336245
5,hours_per_week,1,13.0,18,0.000691031941031941,0.1111111111111111,0.007582155753757653
5,hours_per_week,1,14.0,31,0.0011901105651105652,0.06451612903225806,0.01186811949738287
5,hours_per_week,1,15.0,327,0.01255374692874693,0.04281345565749235,-0.0023713351417858517
5,hours_per_week,1,16.0,167,0.006411240786240786,0.0658682634730539,0.0051244343031164406
5,hours_per_week,1,17.0,23,0.000882985257985258,0.0,-0.057371762870563225
5,hours_per_week,1,18.0,62,0.0023802211302211304,0.08064516129032258,-0.0031755991413449864
5,hours_per_week,1,19.0,13,0.0004990786240786241,0.0,-0.02679187080158842
5,hours_per_week,1,20.0,966,0.037085380835380835,0.06728778467908902,8.845096702194095e-05
5,hours_per_week,1,21.0,17,0.0006526412776412776,0.11764705882352941,-0.005247634636978145
5,hours_per_week,1,22.0,34,0.0013052825552825552,0.11764705882352941,0.038613692131199195
5,hours_per_week,1,23.0,15,0.0005758599508599509,0.0,-0.015032634173443582
5,hours_per_week,1,24.0,189,0.007255835380835381,0.08465608465608465,0.0033928551623960694
5,hours_per_week,1,25.0,536,0.020577395577395578,0.055970149253731345,-0.000716447903141104
5,hours_per_week,1,26.0,20,0.0007678132678132678,0.1,0.02109483378711632
5,hours_per_week,1,27.0,24,0.0009213759213759214,0.041666666666666664,-0.015240339979637108
5,hours_per_week,1,28.0,69,0.0026489557739557737,0.07246376811594203,-0.005004964249841298
5,hours_per_week,1,29.0,5,0.00019195331695331694,0.2,0.10753473039309684
5,hours_per_week,1,30.0,937,0.035972051597051594,0.0736392742796158,-0.0005640816714706966
5,hours_per_week,1,31.0,4,0.00015356265356265356,0.0,-0.03139321227595697
5,hours_per_week,1,32.0,207,0.007946867321867323,0.12077294685990338,0.0023625747680999765
5,hours_per_week,1,33.0,29,0.0011133292383292384,0.13793103448275862,-0.001389314831887895
5,hours_per_week,1,34.0,24,0.0009213759213759214,0.08333333333333333,-0.05187498656651607
5,hours_per_week,1,35.0,1024,0.03931203931203931,0.1552734375,0.0010563223521550182
5,hours_per_week,1,36.0,182,0.006987100737100737,0.19230769230769232,0.004028691832726576
5,hours_per_week,1,37.0,123,0.004722051597051597,0.15447154471544716,-0.0035405007462667912
5,hours_per_week,1,38.0,373,0.014319717444717444,0.19571045576407506,8.909601431852538e-06
5,hours_per_week,1,39.0,30,0.0011517199017199017,0.2,-0.011982006225233406
5,hours_per_week,1,40.0,12131,0.46571713759213756,0.2129255626081939,0.00023974578518539514
5,hours_per_week,1,41.0,32,0.0012285012285012285,0.1875,-0.047884967246059805
5,hours_per_week,1,42.0,175,0.006718366093366093,0.33714285714285713,0.018211869403890555
5,hours_per_week,1,43.0,122,0.004683660933660933,0.26229508196721313,-0.030311584424052237
5,hours_per_week,1,44.0,175,0.006718366093366093,0.34285714285714286,0.010505106932256278
5,hours_per_week,1,45.0,1469,0.05639588452088452,0.37440435670524164,-0.0008238587088982925
5,hours_per_week,1,46.0,67,0.002572174447174447,0.34328358208955223,0.022968090090481796
5,hours_per_week,1,47.0,42,0.0016124078624078623,0.3333333333333333,-0.05138042162272445
5,hours_per_week,1,48.0,427,0.016392813267813267,0.2903981264637002,0.0026313324538326994
5,hours_per_week,1,49.0,23,0.000882985257985258,0.17391304347826086,-0.05498978989612415
5,hours_per_week,1,50.0,2273,0.08726197788697788,0.4474263088429388,0.00031412096261675837
5,hours_per_week,1,51.0,11,0.0004222972972972973,0.18181818181818182,-0.18624380631287474
5,hours_per_week,1,52.0,113,0.0043381449631449635,0.3185840707964602,-0.002586112390241862
5,hours_per_week,1,53.0,21,0.0008062039312039312,0.2857142857142857,0.028548778292769177
5,hours_per_week,1,54.0,35,0.0013436732186732187,0.34285714285714286,0.034922333745945916
5,hours_per_week,1,55.0,569,0.02184428746928747,0.45694200351493847,-0.008416780259969427
5,hours_per_week,1,56.0,77,0.0029560810810810812,0.44155844155844154,0.08674360683410651
5,hours_per_week,1,57.0,12,0.0004606879606879607,0.4166666666666667,-0.0014563227639777983
5,hours_per_week,1,58.0,25,0.0009597665847665848,0.28,-0.012811604216378622
5,hours_per_week,1,59.0,4,0.00015356265356265356,0.25,-0.18957127264468557
5,hours_per_week,1,60.0,1183,0.04541615479115479,0.4344885883347422,0.000971619843406186
5,hours_per_week,1,61.0,2,7.678132678132678e-05,1.0,0.4658022502997511
5,hours_per_week,1,62.0,15,0.0005758599508599509,0.13333333333333333,-0.16071782627190506
5,hours_per_week,1,63.0,9,0.0003455159705159705,0.2222222222222222,-0.05436481438713788
5,hours_per_week,1,64.0,10,0.0003839066339066339,0.2,-0.08876292415835615
5,hours_per_week,1,65.0,188,0.007217444717444717,0.3882978723404255,0.02882692090486095
5,hours_per_week,1,66.0,16,0.0006142506142506142,0.125,-0.2329489233287016
5,hours_per_week,1,67.0,4,0.00015356265356265356,0.75,0.06350858349906575
5,hours_per_week,1,68.0,10,0.0003839066339066339,0.4,-0.008435583915396195
5,hours_per_week,1,70.0,222,0.008522727272727272,0.3918918918918919,0.00041989078449790166
5,hours_per_week,1,72.0,55,0.0021114864864864866,0.34545454545454546,-0.0029962541559335593
5,hours_per_week,1,73.0,2,7.678132678132678e-05,0.5,0.1824973604126972
5,hours_per_week,1,75.0,47,0.0018043611793611793,0.3404255319148936,0.03080593228502992
5,hours_per_week,1,76.0,3,0.00011517199017199018,0.6666666666666666,0.19147212756053164
5,hours_per_week,1,77.0,6,0.00023034398034398035,0.0,-0.43917492751205617
5,hours_per_week,1,78.0,7,0.00026873464373464373,0.14285714285714285,-0.0341976571408916
5,hours_per_week,1,80.0,103,0.003954238329238329,0.3883495145631068,-0.002324334178446018
5,hours_per_week,1,81.0,2,7.678132678132678e-05,0.0,-0.17591732361302892
5,hours_per_week,1,82.0,1,3.839066339066339e-05,0.0,-0.13941094048479288
5,hours_per_week,1,84.0,36,0.001382063882063882,0.3611111111111111,0.09789447023448905
5,hours_per_week,1,85.0,11,0.0004222972972972973,0.36363636363636365,0.036557270822885804
5,hours_per_week,1,86.0,2,7.678132678132678e-05,0.0,-0.40035222052260583
5,hours_per_week,1,87.0,1,3.839066339066339e-05,0.0,-0.12341873516476641
5,hours_per_week,1,88.0,2,7.678132678132678e-05,0.0,-0.09564981399992714
5,hours_per_week,1,89.0,1,3.839066339066339e-05,0.0,-0.27945883328978766
5,hours_per_week,1,90.0,25,0.0009597665847665848,0.32,0.002160398735863045
5,hours_per_week,1,91.0,3,0.00011517199017199018,0.0,-0.15601542885533873
5,hours_per_week,1,92.0,1,3.839066339066339e-05,0.0,-0.16567928225492404
5,hours_per_week,1,94.0,1,3.839066339066339e-05,0.0,-0.11278421685129762
5,hours_per_week,1,95.0,1,3.839066339066339e-05,0.0,-0.034886607993751276
5,hours_per_week,1,96.0,5,0.00019195331695331694,0.2,-0.08116752344876284
5,hours_per_week,1,97.0,2,7.678132678132678e-05,0.5,0.2535308568306599
5,hours_per_week,1,98.0,7,0.00026873464373464373,0.2857142857142857,0.128441244600071
5,hours_per_week,1,99.0,69,0.0026489557739557737,0.3188405797101449,-0.025167607892414946
