dataset,task,model,seed,representation,selected_columns,utility_statistics,map_metadata,reused_baseline,input_features,parameters,width,best_epoch,val_score,test_score,train_seconds,selected_numeric,members,activation,test_loss,test_auc,test_mae
higgs-small,binclass,resnet,0,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7233554309026007,0.720754716981132,23.774664666038007,,,gelu,0.5423248082704056,0.7997645642016635,nan
higgs-small,binclass,resnet,0,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7233554309026007,0.720754716981132,23.774664666038007,,,gelu,0.5423248082704056,0.7997645642016635,nan
higgs-small,binclass,tabm,0,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}",{},0,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,tabm,0,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}",{},1,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,tabm,0,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,tabm,0,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,tabm,0,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,tabm,0,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00023405811153293622},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.623535752653433e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.23730440980786e-05},""20"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-9.028555826367272e-05}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,18,0.7285186129525753,0.7226415094339622,32.74992775497958,,16,relu,0.5362597047547928,0.8051503674558966,nan
higgs-small,binclass,mlp,1,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},0,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,mlp,1,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},1,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,mlp,1,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,mlp,1,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,mlp,1,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,mlp,1,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,15,0.716598674145844,0.7156042835288118,30.454214160097763,,,gelu,0.5461324886773714,0.7947963371551668,nan
higgs-small,binclass,resnet,1,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},0,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,resnet,1,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},1,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,resnet,1,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,resnet,1,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,resnet,1,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,resnet,1,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,11,0.7269887812340643,0.7176440591534932,22.393011309904978,,,gelu,0.5420926568700055,0.7980915565107747,nan
higgs-small,binclass,tabm,1,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},0,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,tabm,1,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}",{},1,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,tabm,1,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,tabm,1,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,tabm,1,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,tabm,1,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-0.00010540627374697711},""12"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.734783454382907e-05},""16"":{""cardinality"":3,""fold_wins"":0,""relative_gain"":-6.595198738572778e-05},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0001453596927558529}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,2239056,512,11,0.7316420193778684,0.7261601223865375,26.169457240961492,,16,relu,0.5326478438252207,0.8054904529821076,nan
higgs-small,binclass,mlp,2,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},0,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,mlp,2,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},1,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,mlp,2,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,mlp,2,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,mlp,2,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,mlp,2,residual_map_a100,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":100.0,""column_metadata"":{},""columns"":[]}",1,3108,1489921,384,7,0.7206782253952065,0.717389087200408,23.29748359299265,,,gelu,0.5439524199326823,0.7958874942375078,nan
higgs-small,binclass,resnet,2,baseline_ple,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},0,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
higgs-small,binclass,resnet,2,utility_identity,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}",{},1,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
higgs-small,binclass,resnet,2,residual_map_a0,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":0.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
higgs-small,binclass,resnet,2,residual_map_a5,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":5.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
higgs-small,binclass,resnet,2,residual_map_a20,,"{""8"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00016273754194493124},""12"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.00013192228062391086},""16"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-0.0003615673119061167},""20"":{""cardinality"":3,""fold_wins"":1,""relative_gain"":-4.475883194345199e-05}}","{""alpha"":20.0,""column_metadata"":{},""columns"":[]}",1,3108,2378497,384,10,0.7250764915859256,0.7198368179500255,23.932186532067135,,,gelu,0.5400179316204637,0.8003390993475827,nan
