git_commit,git_dirty,task_id,task_seed,seed,model,split,magnitude_multiplier,training_seconds,operation_count,mae,rmse,r2,nrmse,relative_error
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoTime,iid,1.0,0.004831846104934812,12,1.0593744608024531,1.295549687005182,0.8263797094591913,0.416677681836703,0.40301571441247086
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoTime,future,4.0,0.004831846104934812,12,1.7769468150518275,2.4559368013700413,0.9417925788995467,0.241262141871561,0.22393939214677583
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoCategoricalConditions,iid,1.0,0.0047863980289548635,8,0.8838705070518669,1.10368658045279,0.8739961383099846,0.35497022648387777,0.3391445107937693
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,TypedNoCategoricalConditions,future,4.0,0.0047863980289548635,8,3.5361043585494416,4.316460879205537,0.8201958949747223,0.4240331414232591,0.4591880734375753
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,ManualPreprocessingMLP,iid,1.0,0.4553206800483167,-1,0.050385698206108526,0.06516737891699895,0.9995607084610438,0.02095928288268001,0.018233633678595443
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,ManualPreprocessingMLP,future,4.0,0.4553206800483167,-1,1.1864756140646882,1.7140899197789294,0.9716462055799289,0.16838584982138838,0.13654878323668723
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,LearnedEmbeddings,iid,1.0,0.7407667669467628,-1,0.17307138711269715,0.22417025726482992,0.9948018559354138,0.0720981557641124,0.0627850316860987
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,0,LearnedEmbeddings,future,4.0,0.7407667669467628,-1,1.8664122161301147,2.484503947581976,0.940430580688773,0.24406847258756503,0.23532351579979327
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedFull,iid,1.0,0.006450466811656952,8,0.003062855970197245,0.003879416477459114,0.9999985062434766,0.0012221933248880241,0.001093778350790524
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedFull,future,4.0,0.006450466811656952,8,0.012606584865444349,0.017257660093027177,0.9999970217372027,0.0017257644095490822,0.0014427407922019098
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoOrdinal,iid,1.0,0.005473387893289328,6,0.8753596029643824,0.9821925328780773,0.904249674525876,0.30943549485171223,0.37044457473279513
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoOrdinal,future,4.0,0.005473387893289328,6,0.8620210595157041,0.9943806810154934,0.9901120889440838,0.09943797592427264,0.13216438397500824
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoTime,iid,1.0,0.004925407934933901,4,1.0800997381159583,1.3242188520184601,0.8259530025819195,0.4171894023319391,0.4099158539791558
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoTime,future,4.0,0.004925407934933901,4,1.1691626308966634,1.4401208678220305,0.9792605573108594,0.1440119532856235,0.166239627985608
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoCategoricalConditions,iid,1.0,0.0047726870980113745,6,0.835076146291059,1.1066754108795838,0.8784408866348379,0.3486532853210509,0.31595687331312994
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,TypedNoCategoricalConditions,future,4.0,0.0047726870980113745,6,3.17655487085498,4.1437387029486805,0.828294613952821,0.414373486177843,0.4187574341704793
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,ManualPreprocessingMLP,iid,1.0,0.42141762701794505,-1,0.05096719203451697,0.06915639588796693,0.9995253082255272,0.021787422391664982,0.019722074833687854
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,ManualPreprocessingMLP,future,4.0,0.42141762701794505,-1,1.1411362153285394,1.7112773044341723,0.9707153541660265,0.17112757181113022,0.13558252753233901
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,LearnedEmbeddings,iid,1.0,0.5880011769477278,-1,0.14823682787079884,0.19015397359653788,0.9964111292896599,0.05990718412961928,0.05783729256363444
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,1,LearnedEmbeddings,future,4.0,0.5880011769477278,-1,4.424229149065358,4.856427006607617,0.7641516045498574,0.48564225047882986,0.7102851753269678
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedFull,iid,1.0,0.006115339929237962,6,0.002434543222075184,0.002999347596931637,0.9999990315593525,0.0009840938204604577,0.0009486674383668732
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedFull,future,4.0,0.006115339929237962,6,0.004234932165138953,0.00551006862110413,0.9999997114209005,0.0005371955877838703,0.0006789369312705453
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoOrdinal,iid,1.0,0.005466105882078409,6,0.8771823526562343,0.9816656306146098,0.8962599190297582,0.3220870704797723,0.39866064832572135
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoOrdinal,future,4.0,0.005466105882078409,6,0.8753758734099515,0.9864946453213346,0.9907500300161035,0.09617676426193825,0.14444959636914195
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoTime,iid,1.0,0.004865166964009404,4,1.0736857646888178,1.3183827273232658,0.8128876645060822,0.432564833861836,0.4411982307583135
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoTime,future,4.0,0.004865166964009404,4,1.1111861279266377,1.3498749374618382,0.9826803972319826,0.13160396182492903,0.16815418742145002
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoCategoricalConditions,iid,1.0,0.004670433001592755,10,0.8092723646151392,1.0521546386515503,0.8808268115495281,0.3452146990649035,0.31068353362408985
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,TypedNoCategoricalConditions,future,4.0,0.004670433001592755,10,3.269158208004627,4.213762859464027,0.8312316358860329,0.41081426960850226,0.4273837982848929
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,ManualPreprocessingMLP,iid,1.0,0.4275169069878757,-1,0.046281064097409855,0.06270770403448102,0.9995766873855711,0.020574562314393408,0.018106117110996307
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,ManualPreprocessingMLP,future,4.0,0.4275169069878757,-1,1.1108800172608668,1.7032671322407649,0.9724249447744951,0.16605738533863776,0.14055227377587448
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,LearnedEmbeddings,iid,1.0,0.5816187551245093,-1,0.14287246789839525,0.18333348934534205,0.9963817129383212,0.06015219914249788,0.0559650267943741
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,2,LearnedEmbeddings,future,4.0,0.5816187551245093,-1,2.951763548975207,3.6189282633762065,0.8755167817258803,0.3528217939330275,0.43529341648309805
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedFull,iid,1.0,0.006485450081527233,6,0.001811336658541718,0.0021109760555109765,0.9999995464741646,0.000673443268161917,0.0007773553694610236
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedFull,future,4.0,0.006485450081527233,6,0.0026789856147825166,0.0033887236245836337,0.9999998775380494,0.0003499456394421016,0.00040324122394595893
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoOrdinal,iid,1.0,0.005326665006577969,6,0.8810762957236813,0.9874616498832952,0.9007624820717226,0.31501986910078766,0.3810046287329629
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoOrdinal,future,4.0,0.005326665006577969,6,0.8923047551146803,1.020638233125814,0.9888910621314627,0.10539894624016566,0.14620677896424739
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoTime,iid,1.0,0.004819217137992382,4,1.045761205678184,1.2741558992288955,0.8347731754946861,0.40648102600898106,0.39426420730413775
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoTime,future,4.0,0.004819217137992382,4,1.1808723029536443,1.4589478642662208,0.9773009115567316,0.1506621665955605,0.16805003291388398
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoCategoricalConditions,iid,1.0,0.004678905010223389,8,0.8702988729368094,1.087052793168777,0.8797357104165777,0.3467914208619099,0.31938271540710894
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,TypedNoCategoricalConditions,future,4.0,0.004678905010223389,8,3.306396468284838,4.092534447185533,0.8213867968161414,0.42262655286181283,0.4657656283343821
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,ManualPreprocessingMLP,iid,1.0,0.4223723621107638,-1,0.0426796730966993,0.057120571472114606,0.9996679369862813,0.01822259623979766,0.015511035297627377
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,ManualPreprocessingMLP,future,4.0,0.4223723621107638,-1,1.1492732996332138,1.6456156068956664,0.9711207661881994,0.1699389120001673,0.16054024796294986
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,LearnedEmbeddings,iid,1.0,0.5648068198934197,-1,0.12896161631005437,0.16232809756931643,0.9973182220513208,0.05178588561258011,0.048035362820378846
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,3,LearnedEmbeddings,future,4.0,0.5648068198934197,-1,3.6969449133404106,4.032212695508998,0.8266133174599396,0.416397265288883,0.6544477376302986
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedFull,iid,1.0,0.005936349043622613,6,0.001156258870377784,0.0014105348704602433,0.9999997703241844,0.0004792450474815597,0.0004774954443820837
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedFull,future,4.0,0.005936349043622613,6,0.001834269051575559,0.0022704814158589423,0.9999999477003002,0.00022869127606602868,0.00028011049585055254
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedNoOrdinal,iid,1.0,0.005338394083082676,8,0.8695904197791746,0.9811884786247195,0.8888645805279435,0.3333697938806942,0.3990590217539345
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedNoOrdinal,future,4.0,0.005338394083082676,8,1.0155398516533123,1.250131569890333,0.9841446899914696,0.12591787009209754,0.14925160096475684
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedNoTime,iid,1.0,0.004928583046421409,8,1.0632319340945504,1.2979841734725326,0.8055148674220388,0.44100468543765065,0.4335148963462965
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedNoTime,future,4.0,0.004928583046421409,8,1.780731310948813,2.3696146818726778,0.9430336024100543,0.23867634484788333,0.21659174021664154
c000f06e0b8c6989d62ece8a769bbf269910a9b8,True,heterogeneous-202610101,202610101,4,TypedNoCategoricalConditions,iid,1.0,0.004672405077144504,6,0.7812913844407864,1.051037176588558,0.872478395377122,0.3571016726688325,0.30176165803000377
