dataset,problem_type,model,seed,pair,method,split,reconstruction_error,coordinate_error,disagreement,disagreement_reduction,task_error,relative_task_change
bike-sharing,regression,tabm_d,1,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0340410140479624,0.0,65.6622823780662,0.0
bike-sharing,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,68.53775287093889,0.04379181455065
bike-sharing,regression,tabm_d,1,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0470136011114974,0.0,64.65001069972945,0.0
bike-sharing,regression,tabm_d,1,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,63.92420892131744,-0.0112266304453225
bike-sharing,regression,tabm_d,1,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.0483763431931357,0.0,64.45619208016396,0.0
bike-sharing,regression,tabm_d,1,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,68.27390200231574,0.0592295293740546
bike-sharing,regression,tabm_d,2,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.0397448681008804,0.0,63.40764403933048,0.0
bike-sharing,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,64.75753330505185,0.021289062007793
bike-sharing,regression,tabm_d,2,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0382091172652587,0.0,64.2694040885264,0.0
bike-sharing,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,67.94416852034,0.0571775090173837
bike-sharing,regression,tabm_d,2,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0444502658709399,0.0,61.14263967412792,0.0
bike-sharing,regression,tabm_d,2,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,62.68411259190527,0.025211095333681
bike-sharing,regression,tabm_d,2,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.0456012406003782,0.0,63.282525195760606,0.0
bike-sharing,regression,tabm_d,2,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,66.59338260415144,0.0523186677230231
california_housing,regression,tabm_d,0,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0540858443417827,0.0,56437.68786297098,0.0
california_housing,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,55238.7055062017,-0.0212443564250961
california_housing,regression,tabm_d,0,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0464127486895458,0.0,61330.91283739661,0.0
california_housing,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,59895.49966068298,-0.0234043993527254
california_housing,regression,tabm_d,0,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.044821198394856,0.0,56237.98631293107,0.0
california_housing,regression,tabm_d,0,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55305.22092444373,-0.0165860381859522
california_housing,regression,tabm_d,0,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0455676132483689,0.0,61213.62526426933,0.0
california_housing,regression,tabm_d,0,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,59719.42700710045,-0.0244095697766335
california_housing,regression,tabm_d,1,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0606536564970314,0.0,55787.96332869091,0.0
california_housing,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,54999.8873947329,-0.0141262718144922
california_housing,regression,tabm_d,1,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0595994807613955,0.0,60902.85940899757,0.0
california_housing,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,59733.52865866884,-0.0191999318533799
california_housing,regression,tabm_d,1,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0493556826155745,0.0,55525.5602462285,0.0
california_housing,regression,tabm_d,1,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55240.253424398536,-0.0051382970395034
california_housing,regression,tabm_d,1,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0504491285676524,0.0,60757.61536706057,0.0
california_housing,regression,tabm_d,1,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,59679.55036904751,-0.0177437016166623
california_housing,regression,tabm_d,2,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0542397299637435,0.0,55831.39360540311,0.0
california_housing,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,55590.99824058357,-0.0043057382109887
california_housing,regression,tabm_d,2,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0497405784640578,0.0,61122.15675809497,0.0
california_housing,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,60004.79980596521,-0.0182807186688774
california_housing,regression,tabm_d,2,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0378721195003655,0.0,56062.00493092605,0.0
california_housing,regression,tabm_d,2,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55726.31329759589,-0.0059878635047705
california_housing,regression,tabm_d,2,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.03882681118462,0.0,61061.13541817267,0.0
california_housing,regression,tabm_d,2,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,59564.78458400773,-0.0245057813602268
credit-g,classification,tabm_d,0,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0421451655671254,0.0,0.4611763704375772,0.0
credit-g,classification,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4596997744559182,-0.0032018032065647
credit-g,classification,tabm_d,0,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0413492880302027,0.0,0.4930534020268177,0.0
credit-g,classification,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5076463032343582,0.0295969993261435
credit-g,classification,tabm_d,0,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0762390085721943,0.0,0.4508346590518149,0.0
credit-g,classification,tabm_d,0,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4438762470906501,-0.015434509795231
credit-g,classification,tabm_d,0,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0688977550429116,0.0,0.4847935284979979,0.0
credit-g,classification,tabm_d,0,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4887239900381165,0.0081074958906651
credit-g,classification,tabm_d,1,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.098415256482842,0.0,0.49960625253373,0.0
credit-g,classification,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4587637816898114,-0.0817493188621796
credit-g,classification,tabm_d,1,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0988092697081425,0.0,0.5184727186636069,0.0
credit-g,classification,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5000656790735637,-0.0355024265066219
credit-g,classification,tabm_d,1,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0863101446285919,0.0,0.4522125465019911,0.0
credit-g,classification,tabm_d,1,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4553353504408907,0.0069056110076012
credit-g,classification,tabm_d,1,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0829919912718332,0.0,0.4822002260738749,0.0
credit-g,classification,tabm_d,1,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4968555791234433,0.0303926714611767
credit-g,classification,tabm_d,2,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0489063800438846,0.0,0.4521826684873876,0.0
credit-g,classification,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4556491215122358,0.007666045751917
credit-g,classification,tabm_d,2,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0507658988486913,0.0,0.4847609632305104,0.0
credit-g,classification,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5022755727541475,0.0361304041623266
credit-g,classification,tabm_d,2,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0665746946554734,0.0,0.456066876649866,0.0
credit-g,classification,tabm_d,2,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4514192625935815,-0.0101906415357862
credit-g,classification,tabm_d,2,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0652720385227568,0.0,0.4858710300212498,0.0
credit-g,classification,tabm_d,2,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.5270659169398,0.0847856414010699
house_16H,regression,tabm_d,0,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.1349061734468798,0.0,42738.35683130802,0.0
house_16H,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,40997.49406350902,-0.0407330299260295
house_16H,regression,tabm_d,0,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.1566954492688503,0.0,33065.15770698336,0.0
house_16H,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,32330.213973540016,-0.0222271352810793
house_16H,regression,tabm_d,1,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.0548864092340546,0.0,42204.46874676032,0.0
house_16H,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,41017.40774482329,-0.0281264291954427
house_16H,regression,tabm_d,1,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.0583255829972736,0.0,32999.027300840105,0.0
house_16H,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,32370.404587378387,-0.0190497346400787
house_16H,regression,tabm_d,2,local_vs_spectral_hat,Raw,validation,2.0748109606082272e-16,0.0,0.073588596433463,0.0,42261.646819435344,0.0
house_16H,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,40886.87890854012,-0.0325299181257413
house_16H,regression,tabm_d,2,local_vs_spectral_hat,Raw,test,2.0748109606082272e-16,0.0,0.0975255135773232,0.0,32168.679676527438,0.0
house_16H,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,2.0748109606082272e-16,9.499670588806311e-17,0.0,1.0,32445.26228684,0.0085978850575697
phoneme,classification,tabm_d,0,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0359142859906311,0.0,0.2822658298932046,0.0
phoneme,classification,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2755016696954715,-0.0239637939891353
phoneme,classification,tabm_d,0,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0403630049438836,0.0,0.3097351973185215,0.0
phoneme,classification,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3016248352049085,-0.0261848255665711
phoneme,classification,tabm_d,1,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0475606986090525,0.0,0.2804204293448872,0.0
phoneme,classification,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2754653213898705,-0.0176702816074872
phoneme,classification,tabm_d,1,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0542413807960603,0.0,0.3110564752321132,0.0
phoneme,classification,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3037059938416745,-0.0236306972389941
phoneme,classification,tabm_d,2,local_vs_spectral_hat,Raw,validation,1.9568997611320004e-16,0.0,0.0417472751112459,0.0,0.2834570191815046,0.0
phoneme,classification,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.2759417193132773,-0.0265130138245582
phoneme,classification,tabm_d,2,local_vs_spectral_hat,Raw,test,1.9568997611320004e-16,0.0,0.0459974385117261,0.0,0.3050979006330577,0.0
phoneme,classification,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,1.9568997611320004e-16,1.312377686351325e-16,0.0,1.0,0.3035390902132064,-0.0051092138510847
wine-quality-red,regression,tabm_d,0,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.0435072412667171,0.0,0.6601470961003789,0.0
wine-quality-red,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6428359552435176,-0.0262231568677977
wine-quality-red,regression,tabm_d,0,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.0471858107714391,0.0,0.677632291621289,0.0
wine-quality-red,regression,tabm_d,0,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6953087146337079,0.0260855676905931
wine-quality-red,regression,tabm_d,1,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.0375218133051328,0.0,0.6613040940790397,0.0
wine-quality-red,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6544932773478002,-0.0102990693573802
wine-quality-red,regression,tabm_d,1,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.0407815983789855,0.0,0.6713814220631126,0.0
wine-quality-red,regression,tabm_d,1,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6829610317436764,0.0172474383413535
wine-quality-red,regression,tabm_d,2,local_vs_spectral_hat,Raw,validation,2.0028348924293496e-16,0.0,0.2540934451801906,0.0,0.661564217994257,0.0
wine-quality-red,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,validation,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6469541728718865,-0.0220840921032058
wine-quality-red,regression,tabm_d,2,local_vs_spectral_hat,Raw,test,2.0028348924293496e-16,0.0,0.2828142343050885,0.0,0.6756881215684823,0.0
wine-quality-red,regression,tabm_d,2,local_vs_spectral_hat,GramAnchor,test,2.0028348924293496e-16,9.723333224939051e-17,0.0,1.0,0.6993899919328743,0.0350781220030515
bike-sharing,regression,tabpfn_2_6,0,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.0314140315657066,0.0,50.50967311981098,0.0
bike-sharing,regression,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,52.75873678400664,0.044527385058715
bike-sharing,regression,tabpfn_2_6,0,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0319111370678506,0.0,54.27015393041375,0.0
bike-sharing,regression,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,53.8855733715446,-0.0070864099512647
bike-sharing,regression,tabpfn_2_6,0,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0700061093884682,0.0,49.93109760856039,0.0
bike-sharing,regression,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,51.67482305829991,0.0349226340548253
bike-sharing,regression,tabpfn_2_6,0,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.0596181766107822,0.0,53.904468803662496,0.0
bike-sharing,regression,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,53.041380161245854,-0.0160114488014025
bike-sharing,regression,tabpfn_2_6,1,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.023092016944263,0.0,51.374365689379104,0.0
bike-sharing,regression,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,52.62229322710582,0.0242908602564937
bike-sharing,regression,tabpfn_2_6,1,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0195759099061949,0.0,53.97901046916161,0.0
bike-sharing,regression,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,53.51373523810847,-0.0086195583618368
bike-sharing,regression,tabpfn_2_6,1,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0940255357330437,0.0,50.634956224549775,0.0
bike-sharing,regression,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,51.56480726095917,0.0183638163383769
bike-sharing,regression,tabpfn_2_6,1,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.080154865741592,0.0,53.5224126387491,0.0
bike-sharing,regression,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,53.32454135135961,-0.0036969799684671
bike-sharing,regression,tabpfn_2_6,2,local_vs_spectral_hat,Raw,validation,2.1424358174305508e-16,0.0,0.0957881319181395,0.0,51.50378641082585,0.0
bike-sharing,regression,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,validation,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,52.62839974212872,0.0218355466592739
bike-sharing,regression,tabpfn_2_6,2,local_vs_spectral_hat,Raw,test,2.1424358174305508e-16,0.0,0.0818238713434948,0.0,53.764537264286574,0.0
bike-sharing,regression,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,test,2.1424358174305508e-16,1.9777041243197727e-16,0.0,1.0,54.101526956945925,0.0062678804618522
bike-sharing,regression,tabpfn_2_6,2,onehot_vs_helmert,Raw,validation,1.7916185122862606e-16,0.0,0.0951109779836657,0.0,51.90910230909412,0.0
bike-sharing,regression,tabpfn_2_6,2,onehot_vs_helmert,GramAnchor,validation,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,51.79864616707149,-0.0021278761741037
bike-sharing,regression,tabpfn_2_6,2,onehot_vs_helmert,Raw,test,1.7916185122862606e-16,0.0,0.0810592746836155,0.0,54.05415724086341,0.0
bike-sharing,regression,tabpfn_2_6,2,onehot_vs_helmert,GramAnchor,test,1.7916185122862606e-16,7.579601521546418e-17,0.0,1.0,53.455285564182354,-0.011079104869076
california_housing,regression,tabpfn_2_6,0,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.052839030626008,0.0,48191.19611347708,0.0
california_housing,regression,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,47989.41413616416,-0.0041871128667937
california_housing,regression,tabpfn_2_6,0,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0496062478300848,0.0,53558.16291945287,0.0
california_housing,regression,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,54653.1341911479,0.0204445263244332
california_housing,regression,tabpfn_2_6,0,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.0921583147953256,0.0,48065.465098210334,0.0
california_housing,regression,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,48628.97669622447,0.011723835332972
california_housing,regression,tabpfn_2_6,0,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.0940348882693024,0.0,52551.071898163886,0.0
california_housing,regression,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,55129.424755787695,0.0490637538777567
california_housing,regression,tabpfn_2_6,1,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.1198106924686137,0.0,47414.10019228797,0.0
california_housing,regression,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,47763.65532138792,0.0073723877007541
california_housing,regression,tabpfn_2_6,1,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.135325631679826,0.0,54495.75023385165,0.0
california_housing,regression,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,54964.70818367445,0.0086054040509656
california_housing,regression,tabpfn_2_6,1,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.1288576513537297,0.0,49063.24078032915,0.0
california_housing,regression,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,47215.94861372039,-0.0376512463756653
california_housing,regression,tabpfn_2_6,1,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.1192061791924266,0.0,54313.17628513846,0.0
california_housing,regression,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,54401.08839216208,0.0016186147273378
california_housing,regression,tabpfn_2_6,2,local_vs_spectral_hat,Raw,validation,2.0851388871316656e-16,0.0,0.0647987721102888,0.0,50132.81284789267,0.0
california_housing,regression,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,validation,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,48856.12078517824,-0.0254661964926648
california_housing,regression,tabpfn_2_6,2,local_vs_spectral_hat,Raw,test,2.0851388871316656e-16,0.0,0.0635548183087228,0.0,54070.25198906328,0.0
california_housing,regression,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,test,2.0851388871316656e-16,1.206163813876603e-16,0.0,1.0,54752.58119503781,0.0126193087857728
california_housing,regression,tabpfn_2_6,2,onehot_vs_helmert,Raw,validation,1.6019295092324714e-16,0.0,0.1244103005522548,0.0,48520.86799750954,0.0
california_housing,regression,tabpfn_2_6,2,onehot_vs_helmert,GramAnchor,validation,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,49066.01293882446,0.0112352677067297
california_housing,regression,tabpfn_2_6,2,onehot_vs_helmert,Raw,test,1.6019295092324714e-16,0.0,0.122880101312536,0.0,52926.85663083844,0.0
california_housing,regression,tabpfn_2_6,2,onehot_vs_helmert,GramAnchor,test,1.6019295092324714e-16,9.378063810316416e-17,0.0,1.0,53638.79326444816,0.0134513303628709
credit-g,classification,tabpfn_2_6,0,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0357426258390209,0.0,0.4329734862679785,0.0
credit-g,classification,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4522914062082549,0.0446168658196313
credit-g,classification,tabpfn_2_6,0,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0377037044439697,0.0,0.4935887828412507,0.0
credit-g,classification,tabpfn_2_6,0,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.49420621293621,0.0012508997700579
credit-g,classification,tabpfn_2_6,0,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0647912899919773,0.0,0.4414543250930153,0.0
credit-g,classification,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4533333653128569,0.0269088771920824
credit-g,classification,tabpfn_2_6,0,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0649399907682345,0.0,0.4904760786912072,0.0
credit-g,classification,tabpfn_2_6,0,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4921405689682768,0.0033936217266929
credit-g,classification,tabpfn_2_6,1,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0318266718954989,0.0,0.442436763517944,0.0
credit-g,classification,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4518023105378219,0.0211681030875684
credit-g,classification,tabpfn_2_6,1,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0306646792511411,0.0,0.4903243076762495,0.0
credit-g,classification,tabpfn_2_6,1,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.481526258830742,-0.0179433258922106
credit-g,classification,tabpfn_2_6,1,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0625879621618841,0.0,0.4434018988558655,0.0
credit-g,classification,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,validation,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4494813296114454,0.013710881192135
credit-g,classification,tabpfn_2_6,1,onehot_vs_helmert,Raw,test,1.6264399465171795e-16,0.0,0.0576694724534219,0.0,0.4899291129947011,0.0
credit-g,classification,tabpfn_2_6,1,onehot_vs_helmert,GramAnchor,test,1.6264399465171795e-16,5.407521673497937e-17,0.0,1.0,0.4839666133210716,-0.0121701273010367
credit-g,classification,tabpfn_2_6,2,local_vs_spectral_hat,Raw,validation,2.2040031984818126e-16,0.0,0.0295452346405953,0.0,0.4510957071766587,0.0
credit-g,classification,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,validation,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.4547147829147061,0.0080228556389921
credit-g,classification,tabpfn_2_6,2,local_vs_spectral_hat,Raw,test,2.2040031984818126e-16,0.0,0.0280152685599456,0.0,0.4844707293775892,0.0
credit-g,classification,tabpfn_2_6,2,local_vs_spectral_hat,GramAnchor,test,2.2040031984818126e-16,1.1511609960611418e-16,0.0,1.0,0.5005470577733161,0.0331832810960127
credit-g,classification,tabpfn_2_6,2,onehot_vs_helmert,Raw,validation,1.6264399465171795e-16,0.0,0.0620028684410083,0.0,0.4442900589076042,0.0
