dataset,problem_type,model,seed,variant,anchors,selection,normalize,min_empirical_rank,median_empirical_rank,min_anchor_rank,max_coordinate_error,validation_task_error,test_task_error,fit_seconds,raw_task_error,raw_disagreement,disagreement,disagreement_reduction,relative_task_change
california_housing,regression,controlled_mlp,0,m16-random_index-norm1,16,random_index,True,5,8.0,4,6.185127730774118e-16,62770.83695971749,68618.68989802091,0.3673918910790235,65288.85728446,0.1277083441814171,0.0,1.0,0.05100154531810857
california_housing,regression,controlled_mlp,0,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,8.310288330566965e-16,60010.64274014156,64110.49459905955,0.3571645740885287,65288.85728446,0.1277083441814171,0.0,1.0,-0.018048450140065782
california_housing,regression,controlled_mlp,0,m32-random_index-norm1,32,random_index,True,5,8.0,4,4.802095278931476e-16,60280.4862771621,65530.31960802634,0.2751380540430546,65288.85728446,0.1277083441814171,0.0,1.0,0.0036983695780476024
california_housing,regression,controlled_mlp,0,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,6.400446043326516e-16,58762.09104325299,64327.20461552177,0.296719224890694,65288.85728446,0.1277083441814171,0.0,1.0,-0.014729200493559897
california_housing,regression,controlled_mlp,0,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,8.356972739996295e-16,60010.64274014156,64110.49459905955,0.2749957679770887,65288.85728446,0.1277083441814171,0.0,1.0,-0.018048450140065782
california_housing,regression,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,5,8.0,4,5.225732824312473e-16,64273.28859657336,71054.1986224798,0.4004471360240131,64520.1255845563,0.1119555609488974,0.0,1.0,0.1012718586444834
california_housing,regression,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,5,8.0,5,1.1059621792392972e-15,59544.34174040879,63931.130357741866,0.2370188680943101,64520.1255845563,0.1119555609488974,0.0,1.0,-0.009128860514112465
california_housing,regression,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,5,8.0,4,6.185127730774118e-16,62633.570199689646,68104.3354564074,0.487927780020982,64520.1255845563,0.1119555609488974,0.0,1.0,0.055551811770016495
california_housing,regression,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,8.310288330566965e-16,59418.02590503748,65553.17705155397,0.3364871931262314,64520.1255845563,0.1119555609488974,0.0,1.0,0.016011305893132717
california_housing,regression,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,5,8.0,4,4.802095278931476e-16,61521.25237957732,66017.06432254704,0.3495023590512573,64520.1255845563,0.1119555609488974,0.0,1.0,0.023201113209690545
california_housing,regression,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,6.400446043326516e-16,59174.01462349237,67926.8960019761,0.3201577630825341,64520.1255845563,0.1119555609488974,0.0,1.0,0.05280167058811885
california_housing,regression,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,8.356972739996295e-16,59418.02590503748,65553.17705155397,0.4125804139766842,64520.1255845563,0.1119555609488974,0.0,1.0,0.016011305893132717
california_housing,regression,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,5,8.0,4,5.225732824312473e-16,65077.67059479435,70616.23183945358,0.2976656800601631,65093.57645240583,0.1502372796691596,0.0,1.0,0.0848417875930619
california_housing,regression,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,5,8.0,5,1.1059621792392972e-15,57925.82197559488,64145.60553617076,0.6643193960189819,65093.57645240583,0.1502372796691596,0.0,1.0,-0.014563202206721481
california_housing,regression,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,5,8.0,4,6.185127730774118e-16,62939.223843022846,67639.55799065309,0.4843459548428654,65093.57645240583,0.1502372796691596,0.0,1.0,0.039112638711882614
california_housing,regression,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,8.310288330566965e-16,59103.42015650019,64174.45377854668,0.2999343869742006,65093.57645240583,0.1502372796691596,0.0,1.0,-0.014120021113468563
california_housing,regression,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,5,8.0,4,4.802095278931476e-16,61168.415544224,65331.91671433982,0.2377490981016308,65093.57645240583,0.1502372796691596,0.0,1.0,0.003661502024063105
california_housing,regression,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,6.400446043326516e-16,59877.95340284572,63489.9968372604,0.4148433110676706,65093.57645240583,0.1502372796691596,0.0,1.0,-0.02463499015633157
california_housing,regression,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,8.356972739996295e-16,59103.42015650019,64174.45377854668,0.5503783579915762,65093.57645240583,0.1502372796691596,0.0,1.0,-0.014120021113468563
credit-g,classification,controlled_mlp,0,m8-random_index-norm1,8,random_index,True,2,4.0,1,3.6807477407951273e-16,0.4657831905442656,0.512807350630962,0.1609803058672696,0.5118159942199334,0.0281249842742872,0.0,1.0,0.0019369390996457543
credit-g,classification,controlled_mlp,0,m8-gram_pivot-norm1,8,gram_pivot,True,2,4.0,2,5.413654619697899e-16,0.4507404800762223,0.5046610372990428,0.1881987280212342,0.5118159942199334,0.0281249842742872,0.0,1.0,-0.013979549294460035
credit-g,classification,controlled_mlp,0,m16-random_index-norm1,16,random_index,True,2,4.0,2,4.069859018578822e-16,0.4713473789753161,0.5092193669590901,0.1043629350606352,0.5118159942199334,0.0281249842742872,0.0,1.0,-0.005073360915187633
credit-g,classification,controlled_mlp,0,m16-gram_pivot-norm1,16,gram_pivot,True,2,4.0,2,4.371426735514808e-16,0.4660219712687072,0.5025008509495628,0.1529747759923339,0.5118159942199334,0.0281249842742872,0.0,1.0,-0.018200180095129682
credit-g,classification,controlled_mlp,0,m32-random_index-norm1,32,random_index,True,2,4.0,1,3.6547563697821927e-16,0.4772312415839893,0.5149737160611586,0.0892213261686265,0.5118159942199334,0.0281249842742872,0.0,1.0,0.006169642756158754
credit-g,classification,controlled_mlp,0,m32-gram_pivot-norm1,32,gram_pivot,True,2,4.0,2,4.2340141912410873e-16,0.4762512903816714,0.5227032871096314,0.159795040031895,0.5118159942199334,0.0281249842742872,0.0,1.0,0.021271888750353574
credit-g,classification,controlled_mlp,0,m16-gram_pivot-norm0,16,gram_pivot,False,2,4.0,2,5.396097652377725e-16,0.4660219712687072,0.5025008509495628,0.1726967750582844,0.5118159942199334,0.0281249842742872,0.0,1.0,-0.018200180095129682
credit-g,classification,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,2,4.0,1,3.6807477407951273e-16,0.4690708003957963,0.5023446330346519,0.1748695881105959,0.4884530527264273,0.0533436296934266,0.0,1.0,0.028439949818483416
credit-g,classification,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,2,4.0,2,5.413654619697899e-16,0.4589217119220558,0.5016015433913128,0.1490210599731654,0.4884530527264273,0.0533436296934266,0.0,1.0,0.026918637505679993
credit-g,classification,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,2,4.0,2,4.069859018578822e-16,0.4503765601308863,0.5317489549701427,0.160603767959401,0.4884530527264273,0.0533436296934266,0.0,1.0,0.08863882005045957
credit-g,classification,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,2,4.0,2,4.371426735514808e-16,0.4607718693743049,0.5378818561288766,0.1094012649264186,0.4884530527264273,0.0533436296934266,0.0,1.0,0.10119458385314543
credit-g,classification,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,2,4.0,1,3.6547563697821927e-16,0.4625673106869709,0.5418021328198668,0.1629931670613587,0.4884530527264273,0.0533436296934266,0.0,1.0,0.10922048658649537
credit-g,classification,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,2,4.0,2,4.2340141912410873e-16,0.4550453581765289,0.5439183042736009,0.1297932339366525,0.4884530527264273,0.0533436296934266,0.0,1.0,0.11355288136204678
credit-g,classification,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,2,4.0,2,5.396097652377725e-16,0.4607718693743049,0.5378818561288766,0.1636902478057891,0.4884530527264273,0.0533436296934266,0.0,1.0,0.10119458385314543
credit-g,classification,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,2,4.0,1,3.6807477407951273e-16,0.4629964983929892,0.5283985251017352,0.1567469979636371,0.4906803187663125,0.0781676520597565,0.0,1.0,0.07686920565767809
credit-g,classification,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,2,4.0,2,5.413654619697899e-16,0.457346745659205,0.5049064662186984,0.1709127880167216,0.4906803187663125,0.0781676520597565,0.0,1.0,0.028992700355607914
credit-g,classification,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,2,4.0,2,4.069859018578822e-16,0.465259151439313,0.5288536814704164,0.1912518159952014,0.4906803187663125,0.0781676520597565,0.0,1.0,0.07779680831723775
credit-g,classification,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,2,4.0,2,4.371426735514808e-16,0.4679294821293085,0.5369779646634388,0.1253067851066589,0.4906803187663125,0.0781676520597565,0.0,1.0,0.09435399001437363
credit-g,classification,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,2,4.0,1,3.6547563697821927e-16,0.4621159609425843,0.532506124918968,0.1596384430304169,0.4906803187663125,0.0781676520597565,0.0,1.0,0.08524043975885466
credit-g,classification,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,2,4.0,2,4.2340141912410873e-16,0.4561376118937129,0.5319034575508662,0.1557959660422057,0.4906803187663125,0.0781676520597565,0.0,1.0,0.08401221163342867
credit-g,classification,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,2,4.0,2,5.396097652377725e-16,0.4679294821293085,0.5369779646634388,0.2428527290467172,0.4906803187663125,0.0781676520597565,0.0,1.0,0.09435399001437363
house_16H,regression,controlled_mlp,0,m8-random_index-norm1,8,random_index,True,5,8.0,4,1.6049546054510389e-15,41080.07657059474,34576.515200346454,0.2247601891867816,35132.52082471339,0.2227784366449267,0.0,1.0,-0.015825953029132648
house_16H,regression,controlled_mlp,0,m8-gram_pivot-norm1,8,gram_pivot,True,5,8.0,5,2.0014348499903082e-15,38524.09030281295,35185.285242825674,0.2084509811829775,35132.52082471339,0.2227784366449267,0.0,1.0,0.0015018682654609047
house_16H,regression,controlled_mlp,0,m16-random_index-norm1,16,random_index,True,5,8.0,4,8.602769631144531e-16,41582.91219418782,41798.97538687481,0.4551621880382299,35132.52082471339,0.2227784366449267,0.0,1.0,0.1897516718319856
house_16H,regression,controlled_mlp,0,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,1.5296717789644912e-15,40581.73167395974,35945.60891320441,0.342698817839846,35132.52082471339,0.2227784366449267,0.0,1.0,0.023143459945494757
house_16H,regression,controlled_mlp,0,m32-random_index-norm1,32,random_index,True,5,8.0,4,7.608227210496272e-16,39795.55488116835,35781.39195744256,0.4110008419957012,35132.52082471339,0.2227784366449267,0.0,1.0,0.018469244947340355
house_16H,regression,controlled_mlp,0,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,1.6842293155601485e-15,39931.944051720304,38658.89996559827,0.3786423560231924,35132.52082471339,0.2227784366449267,0.0,1.0,0.10037364407976965
house_16H,regression,controlled_mlp,0,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,1.5768489346648995e-15,40430.12514043355,35857.08142405625,0.255435761064291,35132.52082471339,0.2227784366449267,0.0,1.0,0.020623643915502192
house_16H,regression,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,5,8.0,4,1.6049546054510389e-15,37291.05416604736,37265.7892778339,0.3852277260739356,34917.082595512366,0.1591123484240051,0.0,1.0,0.06726526123415011
house_16H,regression,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,5,8.0,5,2.0014348499903082e-15,40878.33080584609,34997.00905360156,0.2922496991232037,34917.082595512366,0.1591123484240051,0.0,1.0,0.002289035971735796
house_16H,regression,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,5,8.0,4,8.602769631144531e-16,43898.85185570604,39119.63187867072,0.2028618408367037,34917.082595512366,0.1591123484240051,0.0,1.0,0.1203579729681791
house_16H,regression,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,1.5296717789644912e-15,41108.8895228214,35378.65451813806,0.3218203948345035,34917.082595512366,0.1591123484240051,0.0,1.0,0.013219086141091694
house_16H,regression,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,5,8.0,4,7.608227210496272e-16,38597.24775413821,33898.05517975472,0.221456462983042,34917.082595512366,0.1591123484240051,0.0,1.0,-0.029184208416330015
house_16H,regression,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,1.6842293155601485e-15,39794.9498869676,39220.85645689145,0.1646583599504083,34917.082595512366,0.1591123484240051,0.0,1.0,0.1232569717016455
house_16H,regression,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,1.5768489346648995e-15,40518.40866854159,35153.574911548,0.3453703720588237,34917.082595512366,0.1591123484240051,0.0,1.0,0.006772968944032812
house_16H,regression,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,5,8.0,4,1.6049546054510389e-15,41545.61894296159,36955.3124314984,0.333017302211374,34582.52622109668,0.2033236663289541,0.0,1.0,0.06861228688823279
house_16H,regression,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,5,8.0,5,2.0014348499903082e-15,40277.49762225383,35309.190612217746,0.4233012699987739,34582.52622109668,0.2033236663289541,0.0,1.0,0.021012472786842554
house_16H,regression,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,5,8.0,4,8.602769631144531e-16,44290.30747553363,38988.42878694237,0.2307131369598209,34582.52622109668,0.2033236663289541,0.0,1.0,0.12740256561008306
house_16H,regression,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,5,8.0,5,1.5296717789644912e-15,40332.395978825305,35721.13693106463,0.2454542028717696,34582.52622109668,0.2033236663289541,0.0,1.0,0.032924451576743216
house_16H,regression,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,5,8.0,4,7.608227210496272e-16,39628.83417519235,35864.38756901887,0.5954873280134052,34582.52622109668,0.2033236663289541,0.0,1.0,0.03706673537169775
house_16H,regression,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,5,8.0,5,1.6842293155601485e-15,40946.58126763407,38188.08289834948,0.3707687421701848,34582.52622109668,0.2033236663289541,0.0,1.0,0.1042594937744388
house_16H,regression,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,5,8.0,5,1.5768489346648995e-15,40777.85123717476,35341.271323808905,0.1949943481013178,34582.52622109668,0.2033236663289541,0.0,1.0,0.021940129470627234
phoneme,classification,controlled_mlp,0,m8-random_index-norm1,8,random_index,True,8,8.0,7,6.197587959735088e-16,0.3114349639090705,0.3819093957647619,0.2802195129916072,0.3585542106189193,0.0441757670137185,0.0,1.0,0.0651371102448581
phoneme,classification,controlled_mlp,0,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,2.1278152783755705e-15,0.2924974896545717,0.3630611946787292,0.2872045449912548,0.3585542106189193,0.0441757670137185,0.0,1.0,0.012569881837477754
phoneme,classification,controlled_mlp,0,m16-random_index-norm1,16,random_index,True,8,8.0,8,5.472080103545632e-16,0.2941316165594851,0.3806430997633172,0.2739093471318483,0.3585542106189193,0.0441757670137185,0.0,1.0,0.06160543786745425
phoneme,classification,controlled_mlp,0,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.5269589046311825e-15,0.2907324601074951,0.3650134968558647,0.3203542018309235,0.3585542106189193,0.0441757670137185,0.0,1.0,0.01801481071940475
phoneme,classification,controlled_mlp,0,m32-random_index-norm1,32,random_index,True,8,8.0,8,7.220410657348891e-16,0.2689451844317316,0.3454781149378894,0.2254498449619859,0.3585542106189193,0.0441757670137185,0.0,1.0,-0.03646895028358075
phoneme,classification,controlled_mlp,0,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.1332815188976677e-15,0.2849982136300264,0.3534950341816942,0.305648217909038,0.3585542106189193,0.0441757670137185,0.0,1.0,-0.014109934529822359
phoneme,classification,controlled_mlp,0,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.057762222225365e-15,0.2907324601074951,0.3650134968558647,0.1692719969432801,0.3585542106189193,0.0441757670137185,0.0,1.0,0.01801481071940475
phoneme,classification,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,8,8.0,7,6.197587959735088e-16,0.3031125254807748,0.3842960241760866,0.3269760278053581,0.3506957337800562,0.0446979564150278,0.0,1.0,0.0958103768011712
phoneme,classification,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,2.1278152783755705e-15,0.3020158191057422,0.3826390548688148,0.3592607430182397,0.3506957337800562,0.0446979564150278,0.0,1.0,0.09108557080079077
phoneme,classification,controlled_mlp,1,m16-random_index-norm1,16,random_index,True,8,8.0,8,5.472080103545632e-16,0.2933028620903548,0.3624955109427276,0.244868709007278,0.3506957337800562,0.0446979564150278,0.0,1.0,0.03364676563209003
phoneme,classification,controlled_mlp,1,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.5269589046311825e-15,0.2957856715849285,0.3629387541973876,0.2760847830213606,0.3506957337800562,0.0446979564150278,0.0,1.0,0.03491066254318842
phoneme,classification,controlled_mlp,1,m32-random_index-norm1,32,random_index,True,8,8.0,8,7.220410657348891e-16,0.2696661290390576,0.3570651033459,0.1912253480404615,0.3506957337800562,0.0446979564150278,0.0,1.0,0.01816209594907268
phoneme,classification,controlled_mlp,1,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.1332815188976677e-15,0.2773010125324754,0.377823176394771,0.2618583010043949,0.3506957337800562,0.0446979564150278,0.0,1.0,0.07735321534230051
phoneme,classification,controlled_mlp,1,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.057762222225365e-15,0.2957856715849285,0.3629387541973876,0.190087673952803,0.3506957337800562,0.0446979564150278,0.0,1.0,0.03491066254318842
phoneme,classification,controlled_mlp,2,m8-random_index-norm1,8,random_index,True,8,8.0,7,6.197587959735088e-16,0.3127784087902105,0.3439925669449575,0.294709739042446,0.3612658719901438,0.053992606553655,0.0,1.0,-0.04781327654901643
phoneme,classification,controlled_mlp,2,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,2.1278152783755705e-15,0.2898894677510202,0.3718900330172743,0.2509950371459126,0.3612658719901438,0.053992606553655,0.0,1.0,0.029408150204180753
phoneme,classification,controlled_mlp,2,m16-random_index-norm1,16,random_index,True,8,8.0,8,5.472080103545632e-16,0.2940916726012347,0.3704412310949935,0.279144741827622,0.3612658719901438,0.053992606553655,0.0,1.0,0.025397802051725506
phoneme,classification,controlled_mlp,2,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.5269589046311825e-15,0.2981434758269599,0.3646301359758646,0.2228938438929617,0.3612658719901438,0.053992606553655,0.0,1.0,0.009312432329097908
phoneme,classification,controlled_mlp,2,m32-random_index-norm1,32,random_index,True,8,8.0,8,7.220410657348891e-16,0.2752092148943387,0.3602733090415188,0.2623016689904034,0.3612658719901438,0.053992606553655,0.0,1.0,-0.0027474583833706867
phoneme,classification,controlled_mlp,2,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.1332815188976677e-15,0.2780549812793739,0.3630158854893168,0.2820318909361958,0.3612658719901438,0.053992606553655,0.0,1.0,0.004844115192870252
phoneme,classification,controlled_mlp,2,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.057762222225365e-15,0.2981434758269599,0.3646301359758646,0.2438712751027196,0.3612658719901438,0.053992606553655,0.0,1.0,0.009312432329097908
wine-quality-red,regression,controlled_mlp,0,m8-random_index-norm1,8,random_index,True,8,8.0,6,9.11123443924272e-16,0.6835165332592092,0.731610275458779,0.2120287960860878,0.691096529890026,0.1073705330301981,0.0,1.0,0.05862241208937906
wine-quality-red,regression,controlled_mlp,0,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,1.5955606397584357e-15,0.6713050945828434,0.7337913773986262,0.2428388381376862,0.691096529890026,0.1073705330301981,0.0,1.0,0.06177841395816908
wine-quality-red,regression,controlled_mlp,0,m16-random_index-norm1,16,random_index,True,8,8.0,7,8.020093766942637e-16,0.6877246828898884,0.7174458273950123,0.1806246670894324,0.691096529890026,0.1073705330301981,0.0,1.0,0.038126797582356875
wine-quality-red,regression,controlled_mlp,0,m16-gram_pivot-norm1,16,gram_pivot,True,8,8.0,8,1.214375584754649e-15,0.6780009183636825,0.6903123753832792,0.2431232570670545,0.691096529890026,0.1073705330301981,0.0,1.0,-0.001134652646673874
wine-quality-red,regression,controlled_mlp,0,m32-random_index-norm1,32,random_index,True,8,8.0,7,8.580190041167358e-16,0.6874266543384209,0.7452185779332247,0.2405072061810642,0.691096529890026,0.1073705330301981,0.0,1.0,0.0783132973505323
wine-quality-red,regression,controlled_mlp,0,m32-gram_pivot-norm1,32,gram_pivot,True,8,8.0,8,1.0147183222443479e-15,0.6848336981981745,0.7241610500345501,0.264341700123623,0.691096529890026,0.1073705330301981,0.0,1.0,0.04784356267826384
wine-quality-red,regression,controlled_mlp,0,m16-gram_pivot-norm0,16,gram_pivot,False,8,8.0,8,1.270527199357285e-15,0.6780009183636825,0.6903123753832792,0.1802949199918657,0.691096529890026,0.1073705330301981,0.0,1.0,-0.001134652646673874
wine-quality-red,regression,controlled_mlp,1,m8-random_index-norm1,8,random_index,True,8,8.0,6,9.11123443924272e-16,0.6826386205441036,0.7102260596023182,0.1686627680901438,0.6897238525837522,0.1442025220153138,0.0,1.0,0.02972523995184931
wine-quality-red,regression,controlled_mlp,1,m8-gram_pivot-norm1,8,gram_pivot,True,8,8.0,8,1.5955606397584357e-15,0.6656501775057836,0.6908554926112477,0.1694195780437439,0.6897238525837522,0.1442025220153138,0.0,1.0,0.001640714647255187
