dataset,problem_type,model,seed,method,transform_family,representation_id,member,is_reference,split,coordinate_error,task_error,disagreement,fit_seconds,track
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9276194820822352,56777.19023928531,0.0994391057695748,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9276194820822352,62029.43220191813,0.0983268942158119,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9276194820822352,56507.61060955927,0.1043600274896491,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9276194820822352,62256.885983300206,0.0975934387186492,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9276194820822352,56424.96736634908,0.1215051826524946,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9276194820822352,61248.21603576114,0.1191174471933729,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9276194820822352,58403.27930178364,0.1156641593079282,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9276194820822352,62658.03408552019,0.1125365878451582,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9276194820822352,56749.32433975287,0.1195983418312933,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9276194820822352,61574.22722372329,0.1134588628962361,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9276194820822352,57187.817041965885,0.1153177906360596,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9276194820822352,61726.16834775977,0.0919185386283839,0.0,hybrid_prediction_mixture
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,validation,0.9541830589999052,61604.49528086206,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,rbf_reference,-1,True,test,0.9541830589999052,65921.01044480214,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9541830589999052,61269.52814605206,0.1213996697342965,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9541830589999052,65757.56663431432,0.1242638334215743,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9541830589999052,61539.9477923815,0.1293987575105475,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9541830589999052,66283.67542518496,0.1270306935756228,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9541830589999052,60732.144804695694,0.1352679787916489,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9541830589999052,65641.59096176321,0.1259363796164061,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9541830589999052,61239.745705310736,0.1317642305046899,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9541830589999052,66862.07835991214,0.126628621038499,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9541830589999052,61086.8582120867,0.1257556985246333,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9541830589999052,66086.15943673151,0.1258344288541348,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9541830589999052,59950.49372119136,0.1251906755257328,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9541830589999052,65905.98062107718,0.1185730095650471,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9541830589999052,61076.45013169301,0.1224281290951708,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9541830589999052,66139.60904885472,0.1145940515599154,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9541830589999052,60808.66204460119,0.1163293626687509,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda1e-06,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9541830589999052,67006.1010421787,0.1241122379199923,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,rbf_reference,-1,True,validation,0.964108284151604,60417.94941885852,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,rbf_reference,-1,True,test,0.964108284151604,64457.87499562235,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.964108284151604,61297.58712449803,0.1103844264797391,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.964108284151604,65034.68105345213,0.1273025191154909,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.964108284151604,61526.8500635341,0.1193719090954641,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.964108284151604,65825.18255489037,0.1348384048149711,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.964108284151604,60050.21566192746,0.1161775317720405,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.964108284151604,64544.57964534943,0.1240227623986606,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.964108284151604,60516.61378410623,0.1116950130377725,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.964108284151604,66154.98572055918,0.1342809850692494,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.964108284151604,60233.697126753774,0.1079513931354894,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.964108284151604,64915.43084703871,0.1300324751854919,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.964108284151604,60888.271392693634,0.1072622398785977,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.964108284151604,64976.4888075724,0.129606602222405,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.964108284151604,60797.35054354309,0.1169168203052071,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.964108284151604,66326.9089779961,0.1347897185052499,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.964108284151604,61981.81125987333,0.119969543939727,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.0001,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.964108284151604,65517.93793242575,0.1341507423499628,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,validation,0.9387872132799528,60351.450090522834,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,rbf_reference,-1,True,test,0.9387872132799528,63601.75928817797,0.0,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.9387872132799528,58753.028921657526,0.1180834640357475,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.9387872132799528,64532.22617968704,0.1175976294551741,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.9387872132799528,58655.95114738156,0.1158316221969594,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.9387872132799528,63601.48995258775,0.1167394801182571,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.9387872132799528,58819.09198449012,0.1282762763631157,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.9387872132799528,64210.49922148156,0.1243464955234436,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.9387872132799528,58652.534083630766,0.1292664965478187,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.9387872132799528,62985.168188018746,0.1316634530209875,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.9387872132799528,59218.315394236924,0.123771125618673,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.9387872132799528,63039.68414732442,0.1207682174154591,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.9387872132799528,58700.57899847538,0.1251861313866159,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.9387872132799528,64416.03401180947,0.1246116417903698,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.9387872132799528,59174.3507732302,0.1203307717508302,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.9387872132799528,63978.56384450474,0.1190610807813216,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.9387872132799528,58696.471865331325,0.1179154632824236,0.0,exploratory_interface
california_housing,regression,catboost,0,MahalanobisGram-lambda0.01,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.9387872132799528,64985.22253157657,0.1241953454940341,0.0,exploratory_interface
phoneme,classification,catboost,0,Raw,condition_le_3_all,rbf_reference,-1,True,validation,0.0,0.2633639857929367,0.0,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,rbf_reference,-1,True,test,0.0,0.299418439536789,0.0,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,validation,0.0,0.2705461420940752,0.0760114681411083,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m0,0,False,test,0.0,0.3105118596321943,0.0871336440945882,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,validation,0.0,0.2782498716336878,0.0809117161554201,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m1,1,False,test,0.0,0.2997844606101511,0.0791427607604898,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,validation,0.0,0.2868979508805758,0.0792298217432989,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m2,2,False,test,0.0,0.302204277324452,0.0903870041139944,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,validation,0.0,0.2798782432123132,0.0719099347811655,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m3,3,False,test,0.0,0.3052385072436891,0.0864145220248686,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,validation,0.0,0.2679848706997739,0.0712203410661394,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m4,4,False,test,0.0,0.3041284324803255,0.0733941277947938,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,validation,0.0,0.2822893505363389,0.0771090978738287,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m5,5,False,test,0.0,0.3081808241294248,0.0775666989413531,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,validation,0.0,0.2809019427804337,0.0890040791609347,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m6,6,False,test,0.0,0.3185888059233934,0.089154919963764,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,validation,0.0,0.2712184699450096,0.0786473172170596,0.0,baseline
phoneme,classification,catboost,0,Raw,condition_le_3_all,condition_le_3_all__m7,7,False,test,0.0,0.3125485040562233,0.0757131692766886,0.0,baseline
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2698255284844683,0.0,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.2969596577289334,0.0,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.2770320932459992,0.0737977968537994,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.3136567912319419,0.0739291588573409,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2781973094672101,0.0799746435725418,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.3107877391068098,0.074279126178645,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2696635645739614,0.0629059151840836,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.3083932045143629,0.0575759569847617,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.275351206880134,0.075374550631245,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.3194365084223003,0.0749890595393302,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.2580521349289472,0.0800651817825501,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.309721423041431,0.0696184894471644,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.2761686768879192,0.0712688644135134,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.3144830799736147,0.0678575872239685,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,validation,1.000148450253796,0.2673573256815006,0.0734940320774024,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m6,6,False,test,1.000148450253796,0.3051420142601777,0.0784106068522079,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,validation,1.000148450253796,0.2704631535451264,0.0714548108082896,0.0,interface
phoneme,classification,catboost,0,GramAnchor,condition_le_3_all,condition_le_3_all__m7,7,False,test,1.000148450253796,0.3159989587781555,0.0720698055127462,0.0,interface
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,validation,1.000148450253796,0.2667689421853813,0.0,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,rbf_reference,-1,True,test,1.000148450253796,0.2954179368475561,0.0,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,validation,1.000148450253796,0.2730639928650782,0.0644007222409768,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m0,0,False,test,1.000148450253796,0.3094225787324998,0.0652283443939891,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,validation,1.000148450253796,0.2758012549112535,0.070826641183431,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m1,1,False,test,1.000148450253796,0.3046947079151768,0.0642904538539233,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,validation,1.000148450253796,0.2716424211464557,0.0551093963124578,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m2,2,False,test,1.000148450253796,0.3034546489688275,0.0502195462100052,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,validation,1.000148450253796,0.2732159266081746,0.0637547076897531,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m3,3,False,test,1.000148450253796,0.3118924715622645,0.0643823771892999,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,validation,1.000148450253796,0.2586228273800379,0.0689279281834392,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m4,4,False,test,1.000148450253796,0.3051996577033131,0.0586403703019937,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,validation,1.000148450253796,0.2756172226788598,0.0629965357989076,0.0,hybrid_prediction_mixture
phoneme,classification,catboost,0,Raw+GramAnchor@0.75,condition_le_3_all,condition_le_3_all__m5,5,False,test,1.000148450253796,0.3096255772531548,0.0579214100313111,0.0,hybrid_prediction_mixture
