dataset,split_seed,model,task,method,budget,reference,residual_mean,residual_median,residual_variance_across_constructions,residual_se,estimator_prediction_variance,residual_to_qcanonical,residual_to_qjoint,residual_to_qcoupled,predictive_loss,estimator_draws
australian_credit_approval,2026082801,ft_transformer,classification,OC1-INDEPENDENT,16,Q_JOINT,0.001138474398375912,0.001056198359038545,1.8372558507231718e-07,1.8943047097665396e-05,0.0005687280233557711,0.0012873510527401778,0.001138474398375912,0.0016100298823606344,0.1979336484323496,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-INDEPENDENT,16,Q_JOINT,0.0011470351030862676,0.0010699807506815433,1.578905392854448e-07,1.7560750540392183e-05,0.0005726727940488574,0.001290785276688664,0.0011470351030862676,0.00160630432077303,0.19783852332254992,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-COUPLED,16,Q_COUPLED,0.0008947348518951829,0.0008890307240607772,8.088097231285036e-08,1.2568637517588605e-05,0.00044626613575591574,0.0013568149538951526,0.00136334379975931,0.0008947348518951829,0.20250496210142327,512
australian_credit_approval,2026082801,ft_transformer,classification,CANONICAL-INDEPENDENT,32,Q_CANONICAL,0.0004247880099503558,0.0003928871957815613,2.6937293632240594e-08,7.253406208497488e-06,0.00021205121979552953,0.0004247880099503558,0.0005663928252341655,0.0008702297855305724,0.19912130921577534,512
australian_credit_approval,2026082801,ft_transformer,classification,IID-JOINT,32,Q_JOINT,0.0005256976506750495,0.0004965717997708608,3.578192669151911e-08,8.359819111043806e-06,0.00026233065828623397,0.0006779391413375487,0.0005256976506750495,0.0009799092913818038,0.19736310639742283,512
australian_credit_approval,2026082801,ft_transformer,classification,SRS-JOINT,32,Q_JOINT,0.000539971253235427,0.0005060436059948889,4.6531061262872186e-08,9.53315157904495e-06,0.00026957336396488883,0.0006847998598759749,0.000539971253235427,0.0009815014474345992,0.19734135462639987,512
australian_credit_approval,2026082801,ft_transformer,classification,OC1-INDEPENDENT,32,Q_JOINT,0.0005359255112460348,0.0005144269231303045,3.4636914374958245e-08,8.224975585896308e-06,0.00026709968745655075,0.0006728261914768535,0.0005359255112460348,0.0009637672679281522,0.19769361922227754,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-INDEPENDENT,32,Q_JOINT,0.0005283755712910756,0.0005041621700967271,3.679786458513841e-08,8.477666498975319e-06,0.00026368401805974454,0.0006694553528137388,0.0005283755712910756,0.0009675989431406207,0.19750028148610818,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-COUPLED,32,Q_COUPLED,0.0004365801479936433,0.0004098526770906323,2.179115187096503e-08,6.523867219523905e-06,0.00021807685462734648,0.0008742138849445167,0.0008830370640724953,0.0004365801479936433,0.2019704637948652,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-PACKED,32,Q_COUPLED,0.00037972851851060573,0.0003605244288747829,1.4985876183211016e-08,5.4101099268253335e-06,0.0001895002861395022,0.0008120108731954035,0.0008217700869411146,0.00037972851851060573,0.20194057629784148,512
australian_credit_approval,2026082801,ft_transformer,classification,CANONICAL-INDEPENDENT,64,Q_CANONICAL,0.0001357774179302874,0.00012728065661474087,2.349089912647424e-09,2.1419771790659905e-06,6.77673215153036e-05,0.0001357774179302874,0.00027725534112999764,0.0005724908213501966,0.1988639242755349,512
australian_credit_approval,2026082801,ft_transformer,classification,IID-JOINT,64,Q_JOINT,0.00022565339706527877,0.00021163651456763808,6.448774302815542e-09,3.548980460665655e-06,0.00011251039452501864,0.0003707709842108195,0.00022565339706527877,0.0006897987569471572,0.1970338279214719,512
australian_credit_approval,2026082801,ft_transformer,classification,SRS-JOINT,64,Q_JOINT,0.00022777902344145765,0.00021081305600190067,6.150845343001131e-09,3.466030843854261e-06,0.00011359058535696069,0.00037026566268152315,0.00022777902344145765,0.0006713774769950369,0.19731753963032464,512
australian_credit_approval,2026082801,ft_transformer,classification,OC1-INDEPENDENT,64,Q_JOINT,0.0002255106643089991,0.00021392921153233816,7.19357791738056e-09,3.7483272095541375e-06,0.00011248264767972733,0.00037609043010599947,0.0002255106643089991,0.0006719934511763537,0.19712253954156306,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-INDEPENDENT,64,Q_JOINT,0.00022379328213603016,0.00021138219549569968,6.413093870866275e-09,3.5391487629846375e-06,0.00011163837425011888,0.00037468936448581234,0.00022379328213603016,0.0006747533026227933,0.1971495765751592,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-COUPLED,64,Q_COUPLED,0.00022863860710325257,0.00021099938470450492,7.3570861407166946e-09,3.7906871235420223e-06,0.00011418281446062976,0.0006654303701292111,0.0006717738858066383,0.00022863860710325257,0.20181352632168903,512
australian_credit_approval,2026082801,ft_transformer,classification,OC2-PACKED,64,Q_COUPLED,0.000132663703527223,0.0001270398053719703,2.5300405244075694e-09,2.222945208329151e-06,6.617619906036021e-05,0.0005765079668739229,0.0005803673923212686,0.000132663703527223,0.20171095970736602,512
australian_credit_approval,2026082811,ft_transformer,classification,CANONICAL-INDEPENDENT,4,Q_CANONICAL,0.0036295932426191257,0.0033978035139087606,1.973805205837148e-06,6.208935732193304e-05,0.0018117238289515815,0.0036295932426191257,0.0038603299671502492,0.003925727990160988,0.2508477508451409,512
australian_credit_approval,2026082811,ft_transformer,classification,IID-JOINT,4,Q_JOINT,0.004096455942106277,0.0038638977798507914,2.7510574686568373e-06,7.330183571009928e-05,0.00204411997530455,0.004352652866874851,0.004096455942106277,0.004428771145740826,0.2521061020167624,512
australian_credit_approval,2026082811,ft_transformer,classification,SRS-JOINT,4,Q_JOINT,0.00404883440180873,0.003786915931688479,2.6594753226076184e-06,7.207140722552879e-05,0.0020212862192868614,0.004263561321700077,0.00404883440180873,0.0043524353412892625,0.2518372672742046,512
australian_credit_approval,2026082811,ft_transformer,classification,OC1-INDEPENDENT,4,Q_JOINT,0.004036444017570655,0.003849193685021278,2.2334788491091653e-06,6.604743278255664e-05,0.0020142509907695627,0.004259692454333934,0.004036444017570655,0.0043308663064618325,0.25199754699244725,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-INDEPENDENT,4,Q_JOINT,0.003929547668627155,0.00368211707071306,2.324750132401286e-06,6.738343715147115e-05,0.0019616982708416356,0.004140014333349732,0.003929547668627155,0.004225110133608859,0.25181236589873157,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-COUPLED,4,Q_COUPLED,0.003924439496395731,0.003654825118490186,2.4071476464178605e-06,6.856719512208358e-05,0.0019595407423879424,0.004212757596444284,0.0042300857224785784,0.003924439496395731,0.25253293643602776,512
australian_credit_approval,2026082811,ft_transformer,classification,CANONICAL-INDEPENDENT,8,Q_CANONICAL,0.0019033617151738328,0.0017847058734687194,4.53439751787444e-07,2.975944413475916e-05,0.0009501172187186064,0.0019033617151738328,0.0021183496604283763,0.0021947460314009123,0.2498141539105146,512
australian_credit_approval,2026082811,ft_transformer,classification,IID-JOINT,8,Q_JOINT,0.002000900773340103,0.0018533652372397008,6.600269220672265e-07,3.590424880376348e-05,0.0009969434321048772,0.0022337137455396765,0.002000900773340103,0.002312245039533609,0.24945432344529697,512
australian_credit_approval,2026082811,ft_transformer,classification,SRS-JOINT,8,Q_JOINT,0.001995196243788741,0.001863110246215261,5.755263442438302e-07,3.352722611701169e-05,0.0009956808924768523,0.0022235115015056617,0.001995196243788741,0.002289728690663034,0.25083854115116844,512
australian_credit_approval,2026082811,ft_transformer,classification,OC1-INDEPENDENT,8,Q_JOINT,0.001977063577528899,0.0018388756711445794,6.049803167832212e-07,3.4374440813156925e-05,0.0009867316920514606,0.0022225013321003923,0.001977063577528899,0.002301088902697732,0.25045330963753715,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-INDEPENDENT,8,Q_JOINT,0.0019641331328156416,0.0018190023970698892,6.04553505996248e-07,3.43623131700839e-05,0.0009798747566126661,0.0022077364480849408,0.0019641331328156416,0.0023028898826950505,0.24955283455668778,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-COUPLED,8,Q_COUPLED,0.001813676492322178,0.0016990426663165063,5.419140105409707e-07,3.253345665369472e-05,0.0009055865244199828,0.0021081949560865015,0.002125720090900684,0.001813676492322178,0.25042747514754504,512
australian_credit_approval,2026082811,ft_transformer,classification,CANONICAL-INDEPENDENT,16,Q_CANONICAL,0.0008627684520380672,0.0008205725997853044,1.1363379298153235e-07,1.4897684448163592e-05,0.00043006080878458917,0.0008627684520380672,0.001079433048177338,0.001135329419529933,0.24914705648793462,512
australian_credit_approval,2026082811,ft_transformer,classification,IID-JOINT,16,Q_JOINT,0.0009740885019016651,0.000899120820805536,1.3863184430986181e-07,1.645494821984253e-05,0.00048657008504868383,0.0011891732649135676,0.0009740885019016651,0.0012827746762330413,0.24913523483708477,512
australian_credit_approval,2026082811,ft_transformer,classification,SRS-JOINT,16,Q_JOINT,0.0009904798892755523,0.0009299877394030401,1.4273149250532603e-07,1.6696480057169683e-05,0.0004943358412016036,0.0012116440608921073,0.0009904798892755523,0.0013142809484583454,0.24895733320248303,512
australian_credit_approval,2026082811,ft_transformer,classification,OC1-INDEPENDENT,16,Q_JOINT,0.0009192817278095727,0.0008572722788750247,1.2681226258094346e-07,1.5737858823658483e-05,0.0004589357207162174,0.001129304757219764,0.0009192817278095727,0.001229056806008363,0.24899499315612048,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-INDEPENDENT,16,Q_JOINT,0.0009686819792305362,0.0008828828519825631,1.5714076473440333e-07,1.7519005568863817e-05,0.00048292028656991034,0.0012101822940085612,0.0009686819792305362,0.0013032446409870211,0.24872626614289334,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-COUPLED,16,Q_COUPLED,0.0007641957064609211,0.0006758170340283396,1.2670146094323338e-07,1.573098187986855e-05,0.0003813589521430002,0.001045197733344095,0.0010846977136494682,0.0007641957064609211,0.24926611575023394,512
australian_credit_approval,2026082811,ft_transformer,classification,CANONICAL-INDEPENDENT,32,Q_CANONICAL,0.0003671454943618183,0.0003478427106882316,1.9456333963910473e-08,6.1644669090897585e-06,0.00018341295679729754,0.0003671454943618183,0.000593968845020386,0.0006547316893953266,0.24847467874088014,512
australian_credit_approval,2026082811,ft_transformer,classification,IID-JOINT,32,Q_JOINT,0.0004572651119703268,0.00043300265121450727,2.949513704754113e-08,7.589972960820003e-06,0.00022814988494900977,0.0006842003366513671,0.0004572651119703268,0.0007698873219984764,0.2484981878749224,512
australian_credit_approval,2026082811,ft_transformer,classification,SRS-JOINT,32,Q_JOINT,0.00044643450608522484,0.000415809367576109,2.8294711515624163e-08,7.4339160897170095e-06,0.00022287322903028725,0.0006585930448671248,0.00044643450608522484,0.0007491455079012874,0.24869686239264724,512
australian_credit_approval,2026082811,ft_transformer,classification,OC1-INDEPENDENT,32,Q_JOINT,0.00046120483474296865,0.00043515936644012744,3.0952427876740595e-08,7.775214511301857e-06,0.00023012580759081876,0.0006730731331587036,0.00046120483474296865,0.0007721265330234834,0.2486767268928844,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-INDEPENDENT,32,Q_JOINT,0.00046522962327607393,0.00044070746691371817,3.021294978811934e-08,7.681775026315245e-06,0.0002320631222194346,0.0006920887248040362,0.00046522962327607393,0.0007804332503560454,0.24857190234430035,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-COUPLED,32,Q_COUPLED,0.0003759459685535666,0.00034425816718573505,2.881452841881076e-08,7.501891482685534e-06,0.00018769112546286674,0.0006555483454772416,0.0006924230956041957,0.0003759459685535666,0.24895106368338388,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-PACKED,32,Q_COUPLED,0.00031740287384999876,0.000286004193512483,1.97755554750204e-08,6.2148315976500295e-06,0.00015800660666814641,0.0006008954063611159,0.0006338225700293652,0.00031740287384999876,0.24888150637281675,512
australian_credit_approval,2026082811,ft_transformer,classification,CANONICAL-INDEPENDENT,64,Q_CANONICAL,0.00012095239462766574,0.0001126118475104437,2.207488754074452e-09,2.076415534714009e-06,6.035505601297247e-05,0.00012095239462766574,0.000344355654753164,0.0004067005605586716,0.24820442865448036,512
australian_credit_approval,2026082811,ft_transformer,classification,IID-JOINT,64,Q_JOINT,0.00019283947244440935,0.00017949840991233123,6.214520208431822e-09,3.4839251975456366e-06,9.612771120017836e-05,0.0004167013808298287,0.00019283947244440935,0.0005121700894462017,0.24820115693840822,512
australian_credit_approval,2026082811,ft_transformer,classification,SRS-JOINT,64,Q_JOINT,0.00019016949081238738,0.0001780654385966846,5.1347619817575296e-09,3.166833117740841e-06,9.496884241506296e-05,0.00040741438116461315,0.00019016949081238738,0.0004999666903708046,0.24829391701382525,512
australian_credit_approval,2026082811,ft_transformer,classification,OC1-INDEPENDENT,64,Q_JOINT,0.0001896492862464589,0.00018158519788220515,5.063280894764403e-09,3.1447131025876944e-06,9.471786046903524e-05,0.00041017493499108187,0.0001896492862464589,0.000504291955972801,0.24829088781044906,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-INDEPENDENT,64,Q_JOINT,0.00019284379461187513,0.00018218536940383702,5.112978076323832e-09,3.1601084325256916e-06,9.625184881653432e-05,0.0004080834058947553,0.00019284379461187513,0.000500625800345966,0.24828932478063587,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-COUPLED,64,Q_COUPLED,0.0001883021387083552,0.0001686919041563069,8.821659433912597e-09,4.150879856351005e-06,9.399804597671116e-05,0.0004710312245721668,0.0005038258189520499,0.0001883021387083552,0.24873019985170286,512
australian_credit_approval,2026082811,ft_transformer,classification,OC2-PACKED,64,Q_COUPLED,0.00010309570554932819,9.407877760555047e-05,2.363906735508844e-09,2.148721792785355e-06,5.145406821370317e-05,0.000389808740185286,0.00041826256391841286,0.00010309570554932819,0.248484650656058,512
australian_credit_approval,2026082821,ft_transformer,classification,CANONICAL-INDEPENDENT,4,Q_CANONICAL,0.006479543460257985,0.00597677759171686,4.331630646828368e-06,9.197943306569494e-05,0.003234168248509432,0.006479543460257985,0.007078113436734564,0.007236113828690679,0.27293118484487355,512
australian_credit_approval,2026082821,ft_transformer,classification,IID-JOINT,4,Q_JOINT,0.006733856142165479,0.006578507185743223,4.490120477311999e-06,9.364703175888704e-05,0.003364176176044928,0.007290465674977389,0.006733856142165479,0.007539919872797959,0.269749213773033,512
australian_credit_approval,2026082821,ft_transformer,classification,SRS-JOINT,4,Q_JOINT,0.006614161309195611,0.006239367815930362,3.887761303591287e-06,8.713945028560102e-05,0.003301206622915212,0.007243725863489808,0.006614161309195611,0.007510877645236962,0.2696054246057086,512
australian_credit_approval,2026082821,ft_transformer,classification,OC1-INDEPENDENT,4,Q_JOINT,0.00657605826909154,0.0062816774234865005,4.398122624059075e-06,9.268270200051022e-05,0.0032775364714325342,0.007194576896161578,0.00657605826909154,0.007489084183281898,0.2694977563799846,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-INDEPENDENT,4,Q_JOINT,0.006587484733262731,0.006260850975951183,4.213373388300522e-06,9.07151856032079e-05,0.00328990721730801,0.007124339140818573,0.006587484733262731,0.007371258564879527,0.2698733868746821,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-COUPLED,4,Q_COUPLED,0.006649959653246108,0.006392091903179315,3.942274796691029e-06,8.774825047992219e-05,0.003320540414085861,0.00746967548486137,0.007523558778496295,0.006649959653246108,0.27056728537389246,512
australian_credit_approval,2026082821,ft_transformer,classification,CANONICAL-INDEPENDENT,8,Q_CANONICAL,0.003104133037139633,0.003024810022524997,9.039441279122154e-07,4.2018042253638444e-05,0.0015488623243159214,0.003104133037139633,0.003692077202676602,0.0039050396685567997,0.2695074858751812,512
australian_credit_approval,2026082821,ft_transformer,classification,IID-JOINT,8,Q_JOINT,0.003273917579317479,0.0031361863866090924,9.18228940445665e-07,4.2348741413505305e-05,0.0016306742504490037,0.0038592891251947765,0.003273917579317479,0.004090379457968857,0.26610469709367734,512
australian_credit_approval,2026082821,ft_transformer,classification,SRS-JOINT,8,Q_JOINT,0.0032952653340456647,0.003072914767759818,1.1338450822366903e-06,4.705891176221073e-05,0.0016449754620265812,0.0038280163390204142,0.0032952653340456647,0.004103116319090712,0.2661956647641931,512
australian_credit_approval,2026082821,ft_transformer,classification,OC1-INDEPENDENT,8,Q_JOINT,0.003296453340030317,0.00323477069198262,8.933765955315125e-07,4.177171486960387e-05,0.0016463035931377715,0.003840301230089819,0.003296453340030317,0.004110844230587669,0.2665199065147188,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-INDEPENDENT,8,Q_JOINT,0.0033501302474268405,0.003136301816668005,1.182427222483597e-06,4.805651016161364e-05,0.0016730415344064214,0.003906470070054152,0.0033501302474268405,0.0041200197087404656,0.26629901415260715,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-COUPLED,8,Q_COUPLED,0.0031231757023677757,0.003034534701858179,8.842637829733908e-07,4.155812436960917e-05,0.0015594753669720088,0.003918521042945879,0.003947984858393802,0.0031231757023677757,0.2675185912508914,512
australian_credit_approval,2026082821,ft_transformer,classification,CANONICAL-INDEPENDENT,16,Q_CANONICAL,0.0014856204893601847,0.001388929417373798,2.578718453711148e-07,2.2442280365204834e-05,0.0007413422388213969,0.0014856204893601847,0.002052866530077661,0.002271420009625579,0.2676322204685323,512
australian_credit_approval,2026082821,ft_transformer,classification,IID-JOINT,16,Q_JOINT,0.0015880521731738784,0.0015305234369688584,2.3198234211380014e-07,2.128592285857054e-05,0.0007929798718171117,0.002136878020007299,0.0015880521731738784,0.0024067199871072227,0.26446609101952984,512
australian_credit_approval,2026082821,ft_transformer,classification,SRS-JOINT,16,Q_JOINT,0.0015889922775813154,0.001528632429548945,2.2947827696819474e-07,2.117072884204758e-05,0.0007922612971671287,0.0021350275014459037,0.0015889922775813154,0.0023856694165473764,0.26455615597052623,512
australian_credit_approval,2026082821,ft_transformer,classification,OC1-INDEPENDENT,16,Q_JOINT,0.0015563684328761245,0.0014883083253472546,2.358714693963764e-07,2.146360789021262e-05,0.0007763943687227338,0.0021192457602029393,0.0015563684328761245,0.0023626558467644927,0.26489588419308846,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-INDEPENDENT,16,Q_JOINT,0.001603123780075003,0.0015400684531344704,2.203843772878774e-07,2.0747005492127904e-05,0.0007994105506577942,0.002141601027995194,0.001603123780075003,0.0024113024625645636,0.2651366756925978,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-COUPLED,16,Q_COUPLED,0.001310570613786094,0.001252440998578754,1.4495590013741315e-07,1.6826080721780844e-05,0.0006542564468549386,0.002097709222471677,0.002105747068719258,0.001310570613786094,0.26524271043333225,512
australian_credit_approval,2026082821,ft_transformer,classification,CANONICAL-INDEPENDENT,32,Q_CANONICAL,0.0006265888087850682,0.0005977336485400086,3.631080584073057e-08,8.421374154951013e-06,0.0003125908792490914,0.0006265888087850682,0.0011957799374969118,0.0014543578970929848,0.26664601416167044,512
australian_credit_approval,2026082821,ft_transformer,classification,IID-JOINT,32,Q_JOINT,0.0007394253872072475,0.0007124323556476293,4.854339781054484e-08,9.737110651970656e-06,0.000368940995093148,0.0012846961769962697,0.0007394253872072475,0.0015258996399087686,0.26390650323669274,512
australian_credit_approval,2026082821,ft_transformer,classification,SRS-JOINT,32,Q_JOINT,0.0007373628389780631,0.0007135033593973182,5.540377326732948e-08,1.0402427344747613e-05,0.0003679081697732231,0.0013084181138712735,0.0007373628389780631,0.0015691928409334549,0.2639626666121967,512
australian_credit_approval,2026082821,ft_transformer,classification,OC1-INDEPENDENT,32,Q_JOINT,0.0007389206542108317,0.0007085087619973029,4.925173833711946e-08,9.80789485260147e-06,0.00036891184817070406,0.001304729383675788,0.0007389206542108317,0.0015569266648965587,0.26377734910825196,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-INDEPENDENT,32,Q_JOINT,0.000725498661835649,0.0007004299720194398,4.697138587313885e-08,9.578151597958466e-06,0.0003620985009224286,0.001295223998249835,0.000725498661835649,0.001537680863003312,0.26381871706829313,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-COUPLED,32,Q_COUPLED,0.0006501378254825221,0.0006187850375452193,5.213355783174208e-08,1.0090755925108943e-05,0.0003244099252734585,0.001458326121257546,0.0014766733694473577,0.0006501378254825221,0.2644286643323475,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-PACKED,32,Q_COUPLED,0.0005579090927417121,0.0005276776866895002,3.500596217210802e-08,8.268677032476142e-06,0.00027840647009405806,0.0013553494862905114,0.0013719752002891916,0.0005579090927417121,0.2644711167955467,512
australian_credit_approval,2026082821,ft_transformer,classification,CANONICAL-INDEPENDENT,64,Q_CANONICAL,0.00020864927115210203,0.0001985017812924458,3.976244140989922e-09,2.7867726562945426e-06,0.00010414606942536426,0.00020864927115210203,0.0007601944200470235,0.0010033896193179332,0.2663738179851667,512
australian_credit_approval,2026082821,ft_transformer,classification,IID-JOINT,64,Q_JOINT,0.00032089437716975,0.00030428608930736214,1.0244923001047151e-08,4.47321084193672e-06,0.00016016274476075078,0.0008865559198572085,0.00032089437716975,0.0011415797297327523,0.263490237483644,512
australian_credit_approval,2026082821,ft_transformer,classification,SRS-JOINT,64,Q_JOINT,0.0003193454921326966,0.00030515165302807794,9.630554433588242e-09,4.337012408110222e-06,0.00015944285014521238,0.0008762399412600312,0.0003193454921326966,0.001141896856662349,0.26338495783999816,512
australian_credit_approval,2026082821,ft_transformer,classification,OC1-INDEPENDENT,64,Q_JOINT,0.0003230594929840814,0.00030883733533464857,8.987387762783266e-09,4.189688738341557e-06,0.00016128734001829225,0.000887042251438399,0.0003230594929840814,0.0011514559836374805,0.2633328822717349,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-INDEPENDENT,64,Q_JOINT,0.00031296576576829763,0.0002936477043313496,9.608421568912668e-09,4.332025897519837e-06,0.00015617245529241496,0.0008750996363305051,0.00031296576576829763,0.0011294482882989918,0.2631867343516756,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-COUPLED,64,Q_COUPLED,0.000322608290656806,0.00030720202663648687,1.4184228985171555e-08,5.26341830340922e-06,0.00016086213283883813,0.0011192619553600724,0.0011326868585067283,0.000322608290656806,0.26446831875762966,512
australian_credit_approval,2026082821,ft_transformer,classification,OC2-PACKED,64,Q_COUPLED,0.00018410885714740654,0.0001759656922829136,4.7956693576986684e-09,3.0604806345172665e-06,9.195054973062883e-05,0.0009826314208724153,0.0009886212192511147,0.00018410885714740654,0.26420509448879215,512
australian_credit_approval,2026082801,mlp,classification,CANONICAL-INDEPENDENT,4,Q_CANONICAL,0.00030232255553244236,0.00028719600041233594,1.1629076203194274e-08,4.7658199147013325e-06,0.00015085139744905324,0.00030232255553244236,0.00031103767861036474,0.00035852087186033835,0.18006149397701182,512
australian_credit_approval,2026082801,mlp,classification,IID-JOINT,4,Q_JOINT,0.00030153696872712936,0.00028757224743581103,1.1500000988860254e-08,4.739297356293196e-06,0.00015061259629951744,0.00031121077472726224,0.00030153696872712936,0.00035259797329293037,0.180906883476313,512
australian_credit_approval,2026082801,mlp,classification,SRS-JOINT,4,Q_JOINT,0.0003068876463153315,0.00029061473215797397,1.2033664205100547e-08,4.848015099046929e-06,0.00015305417917110462,0.0003165642782158639,0.0003068876463153315,0.00035416563329684436,0.18091992712140337,512
australian_credit_approval,2026082801,mlp,classification,OC1-INDEPENDENT,4,Q_JOINT,0.00030516371806030046,0.0002872577565546588,1.3175064526474069e-08,5.0727258848936105e-06,0.0001523423353372136,0.0003150389843044458,0.00030516371806030046,0.0003597993553748036,0.18092989035706705,512
