dataset,split_seed,model,task,canonical_joint_distance,canonical_coupled_distance,joint_coupled_distance,canonical_joint_distance_bootstrap_low,canonical_joint_distance_bootstrap_high,canonical_joint_mc_noise_95,canonical_joint_distinguishable_from_mc
bank_marketing_subscription,2026082821,resnet,classification,0.00018751734661711847,0.0015684222122562032,0.0017138587624952644,0.00028815309143296984,0.0005798509595044832,0.0003198033937650027,False
bank_marketing_subscription,2026082801,tabm,classification,8.123026950096914e-06,7.02955590044812e-05,7.381394583035577e-05,1.0349666699409113e-05,2.310047299292e-05,1.1984136870119124e-05,False
bank_marketing_subscription,2026082811,tabm,classification,5.196778926935139e-06,0.00031789617021791433,0.00030150387238288506,7.534254154691493e-06,2.0244377295396502e-05,1.22429280680078e-05,False
bank_marketing_subscription,2026082821,tabm,classification,3.594501829039663e-06,4.278451938452186e-05,4.442741210809335e-05,5.919392184760069e-06,1.972057730604769e-05,1.2980006367223041e-05,False
credit_card_default,2026082801,ft_transformer,classification,0.00028428263425905236,0.0017987443392934123,0.001688033372107531,0.0004465051714426545,0.0007443583241605817,0.0003880181118234574,False
credit_card_default,2026082811,ft_transformer,classification,0.00023656733882066656,0.0026613355854842704,0.002559050321801002,0.0003919816718955178,0.0006704612767796756,0.0003841120132631898,False
credit_card_default,2026082821,ft_transformer,classification,0.0002660103753249251,0.003993705590299946,0.003739618989167618,0.00046303262210921424,0.0007985958580358581,0.0004503513077096534,False
credit_card_default,2026082801,mlp,classification,1.0324306867120042e-05,0.00025876558431747005,0.00023446600845249035,1.6320398254021977e-05,3.293694955531274e-05,1.9224933419336112e-05,False
credit_card_default,2026082811,mlp,classification,1.12595008491417e-05,0.00017646446929970097,0.00019328520284408497,1.7565094680036037e-05,3.658390433545691e-05,2.2311258933850195e-05,False
credit_card_default,2026082821,mlp,classification,1.100470520869152e-05,0.0002725716819306096,0.0002807934693511338,1.6636254494188206e-05,3.6603352742829875e-05,1.9297706139589532e-05,False
credit_card_default,2026082801,resnet,classification,9.00360082417768e-05,0.001754719985535926,0.0017991402158972023,0.0001526508095937668,0.00030908030516217075,0.00019036570469480672,False
credit_card_default,2026082811,resnet,classification,0.00015117262033734468,0.001956263695282947,0.002157118399847834,0.00018712939949177347,0.00039047996222406974,0.00017577768633138643,False
credit_card_default,2026082821,resnet,classification,0.00010672282172845463,0.0044710485681701845,0.004221732386462559,0.0001675911034406813,0.0003486898396475279,0.00019913957324445685,False
credit_card_default,2026082801,tabm,classification,1.5291370451866814e-05,0.00025073262154799616,0.00021980645170522418,1.850307238777794e-05,4.4234357895142935e-05,2.2545427864550297e-05,False
credit_card_default,2026082811,tabm,classification,1.4055370046580475e-05,0.00037488189935864277,0.00042664941544258027,1.7571151880035568e-05,4.935578540250386e-05,2.5694257083212457e-05,False
credit_card_default,2026082821,tabm,classification,1.339134335083738e-05,0.0005233649976990498,0.0005207919714687344,1.8571721713459095e-05,4.162919624302793e-05,2.15775925578308e-05,False
fremtpl_claim_count,2026082801,ft_transformer,regression,0.0013976213195388593,0.004088557559012763,0.0031742440160918753,0.0019564741972322715,0.0037834104298680115,0.0019818286006931325,False
fremtpl_claim_count,2026082811,ft_transformer,regression,0.001028426687586943,0.00472213242511616,0.0036989528645838044,0.001856541722764514,0.003708786621536079,0.002273851490675061,False
fremtpl_claim_count,2026082821,ft_transformer,regression,0.001433305666360928,0.004309444808258687,0.003993312131209526,0.0020286820680868803,0.0043027616588937985,0.0022267050278178217,False
fremtpl_claim_count,2026082801,mlp,regression,1.6679859871099512e-05,0.0003475516907882215,0.00036238969570792916,2.0093412487353856e-05,4.6057083408503794e-05,2.25936343138422e-05,False
fremtpl_claim_count,2026082811,mlp,regression,2.8831036263140754e-05,0.0004715378755991372,0.00042454652373237126,3.711441897390959e-05,7.71510327581872e-05,3.6553339809898184e-05,False
fremtpl_claim_count,2026082821,mlp,regression,2.518982028655474e-05,0.00025976812406245005,0.00026508636168581513,2.59035687739932e-05,7.934766038969074e-05,3.3970087100993974e-05,False
fremtpl_claim_count,2026082801,resnet,regression,0.0008627064323148274,0.00671603791056544,0.005780670181083853,0.0012831758975505288,0.0025611029025775635,0.0013663829139832966,False
fremtpl_claim_count,2026082811,resnet,regression,0.0010599998687218512,0.005061024863212625,0.004212469504601763,0.001375251193958392,0.0028765042821276435,0.001407993964718531,False
fremtpl_claim_count,2026082821,resnet,regression,0.0011708283104117244,0.006508555633221786,0.005784373460128969,0.0015532123926198565,0.0031047338621580335,0.0014721535358139155,False
fremtpl_claim_count,2026082801,tabm,regression,8.670901334529346e-05,0.001172401560228157,0.000821562134966534,9.210898656993858e-05,0.00024225907375332754,9.384383864592173e-05,False
fremtpl_claim_count,2026082811,tabm,regression,9.15472468117233e-05,0.0011563621655333307,0.0010717394543267983,0.0001146404427636644,0.0002818118913766448,0.00012984608367199032,False
fremtpl_claim_count,2026082821,tabm,regression,5.703122859351821e-05,0.0006872709592453936,0.000621116973999623,8.198567228044371e-05,0.00016195978371067355,8.592456614112405e-05,False
german_credit_risk,2026082801,ft_transformer,classification,0.0009151500481190071,0.002542527334566115,0.0020106192077847702,0.0014097992010618059,0.002565184011324843,0.0013493016780419973,False
german_credit_risk,2026082811,ft_transformer,classification,0.0011672403489958046,0.0025948515271136253,0.0025744889356415523,0.0015841940401254127,0.0029653780202213266,0.00136020016719155,False
german_credit_risk,2026082821,ft_transformer,classification,0.0007486189290139546,0.0017717264738385686,0.0018491614461484446,0.0011348386387422477,0.0021135393271447117,0.0010658721616837211,False
german_credit_risk,2026082801,mlp,classification,2.3705154094033195e-05,0.0004218398361451087,0.00040838694362910503,3.046416341359122e-05,7.517260330625736e-05,3.767820288982645e-05,False
german_credit_risk,2026082811,mlp,classification,2.3952211261980146e-05,0.0019720407344042713,0.0020330455262328006,2.864480703039465e-05,7.486698273311182e-05,3.971164844535161e-05,False
german_credit_risk,2026082821,mlp,classification,2.851874116612663e-05,0.0002815486015659581,0.000286883029653014,3.344544177449766e-05,8.253213232255882e-05,4.178615839701146e-05,False
german_credit_risk,2026082801,resnet,classification,0.0005425930732777788,0.0025677330488909243,0.0021656480801297982,0.0008482353408732772,0.0015563687877717884,0.0008127419386082346,False
german_credit_risk,2026082811,resnet,classification,0.0007844083858224418,0.004953578792259119,0.005422799463850496,0.0010715150730306738,0.0020146608633446962,0.0009504858005124078,False
german_credit_risk,2026082821,resnet,classification,0.000655233837932238,0.0025622985013588474,0.002069294996087274,0.0007801775405762115,0.001722759582044592,0.0007176563523983622,False
german_credit_risk,2026082801,tabm,classification,2.3953076552530407e-05,0.0005809428923886654,0.0005067359055060728,3.5975814513096835e-05,9.449080568972725e-05,5.646548010141052e-05,False
german_credit_risk,2026082811,tabm,classification,3.554240894918999e-05,0.0028460881509328535,0.002921564621167067,4.0042578276732144e-05,0.00010946746836074461,5.59374619750088e-05,False
german_credit_risk,2026082821,tabm,classification,5.3740314959530106e-05,0.0005877168912700856,0.000586139430073171,4.7060193787535837e-05,0.00013944234369222955,5.4610843003649445e-05,False
heloc_credit_risk,2026082801,ft_transformer,classification,0.0005843702286505161,0.004691138995214318,0.004455459633604547,0.0010201929876494803,0.0015167933584217116,0.0008146832544166624,False
heloc_credit_risk,2026082811,ft_transformer,classification,0.0007756089216035854,0.005897254000631371,0.004943547370784731,0.001176689723222527,0.0018650964303231162,0.000872607062260744,False
heloc_credit_risk,2026082821,ft_transformer,classification,0.0008466981908127069,0.004565179035177531,0.0050089341947357445,0.0012237109100177944,0.001956053306844741,0.000900798136241074,False
heloc_credit_risk,2026082801,mlp,classification,1.6582703541341197e-05,0.00016257366669587622,0.00019532658363303974,1.817441063563699e-05,4.241709634689546e-05,1.631826992431163e-05,True
heloc_credit_risk,2026082811,mlp,classification,1.1963239225665343e-05,0.0001434319614487873,0.00015047667708483248,1.699507712175291e-05,3.73677623981037e-05,1.8828139980102145e-05,False
heloc_credit_risk,2026082821,mlp,classification,1.0141404539182958e-05,0.0002335169583747349,0.00021716327211680859,1.401055080118963e-05,2.900692607593561e-05,1.4729186990685786e-05,False
heloc_credit_risk,2026082801,resnet,classification,0.0002355867112363498,0.0048678925648065665,0.004408235221212444,0.0003920666995681222,0.0006536749151229207,0.0003572370478525754,False
heloc_credit_risk,2026082811,resnet,classification,0.0002900245718918061,0.006586599902645627,0.0054415963795664095,0.00040708287617775363,0.0007896084221646791,0.0003537645463042053,False
heloc_credit_risk,2026082821,resnet,classification,0.0002902287692911915,0.00403664295873551,0.003894190503842725,0.00045474912852004276,0.0007473603195709076,0.0003841374078254519,False
heloc_credit_risk,2026082801,tabm,classification,1.1888355274103887e-05,0.0004957086891339199,0.0005202609611603108,1.850574441463741e-05,4.158171985550322e-05,2.433716870058048e-05,False
heloc_credit_risk,2026082811,tabm,classification,2.2856641042868655e-05,0.00039751158831060804,0.0003586337597966838,2.685139579440397e-05,6.25132189451773e-05,2.7457585977931334e-05,False
heloc_credit_risk,2026082821,tabm,classification,1.1352691765008099e-05,0.0006384981635786813,0.0006382192311544528,1.8716860173677005e-05,4.227606296812429e-05,2.5660845489584498e-05,False
kdd17_stock_return,2026082801,ft_transformer,regression,0.002027257501035071,0.014311944282330786,0.013463381643723623,0.003227372880179175,0.004947497721689578,0.002542081002808632,False
kdd17_stock_return,2026082811,ft_transformer,regression,0.0018940969187343734,0.010629240460294764,0.010126839832403327,0.003066535267249289,0.004696616561120139,0.0023924834310518448,False
kdd17_stock_return,2026082821,ft_transformer,regression,0.002023418227194103,0.013581292658042142,0.013425593934924478,0.003364525438945265,0.00507261007497201,0.0025835253618414636,False
kdd17_stock_return,2026082801,mlp,regression,0.00010110034992814014,0.0015870785208008465,0.0015744866754892734,0.00014254755737686816,0.0003592370515174267,0.00019476284909074497,False
kdd17_stock_return,2026082811,mlp,regression,0.0002465717531561138,0.0068914482632308335,0.007151298446259688,0.0003421591070171592,0.0009712471329088003,0.0005789934870732914,False
kdd17_stock_return,2026082821,mlp,regression,0.00013350686380255233,0.00370234941440836,0.004178012327341132,0.00018780953792055743,0.0004818971136833142,0.0002835730543766241,False
kdd17_stock_return,2026082801,resnet,regression,0.0013924321630178873,0.008229784156430709,0.00790393385403322,0.002243994847002493,0.0032596708590511433,0.0016635510291555713,False
kdd17_stock_return,2026082811,resnet,regression,0.0011105557775035401,0.015449293420360137,0.0159514919176146,0.001829474459323163,0.0027750412321828183,0.0014616406325339319,False
kdd17_stock_return,2026082821,resnet,regression,0.001235578476116131,0.014319308831911601,0.014769392782940306,0.0020324892253747217,0.0030668018849124407,0.0015593418425967995,False
kdd17_stock_return,2026082801,tabm,regression,0.00012904552682489796,0.005003078332693472,0.004852643450014604,0.00020340992623335034,0.0004131609072577462,0.0002333294860485589,False
kdd17_stock_return,2026082811,tabm,regression,0.00016723479792620562,0.003647163675946324,0.0034972088433340544,0.0002313067800152523,0.000690646835636887,0.0004115248824526533,False
kdd17_stock_return,2026082821,tabm,regression,0.00017670191391475103,0.0047303534535553145,0.004345020124064984,0.0002523431829258728,0.0005453890608005769,0.0002965849701131379,False
lendingclub_loan_default,2026082801,ft_transformer,classification,0.00036634984421777064,0.002553514895633118,0.0029999721335422034,0.0005372534079217358,0.0009122810683888984,0.0004313664216682525,False
lendingclub_loan_default,2026082811,ft_transformer,classification,0.00034266033540177314,0.0017527651771279064,0.0015705301398819683,0.0005558704101133001,0.0008801589303199749,0.00045785929805712143,False
lendingclub_loan_default,2026082821,ft_transformer,classification,0.000537289424549769,0.0015400761542204724,0.001949096604574411,0.0006686030088340799,0.0012933077738644652,0.0005210803835047924,True
lendingclub_loan_default,2026082801,mlp,classification,6.4640889098799495e-06,0.00013818159204997184,0.0001304332779815617,1.0894220683938169e-05,2.2704130221927454e-05,1.3717313741544517e-05,False
lendingclub_loan_default,2026082811,mlp,classification,7.1489643250996845e-06,0.0001217996741297382,9.618831391440151e-05,9.302499121342525e-06,2.1097006897805323e-05,1.0117508438562607e-05,False
lendingclub_loan_default,2026082821,mlp,classification,8.650811565550479e-06,0.00013105804577806537,0.0001246121384608976,1.1647882746770486e-05,2.3964968111563554e-05,1.240439546636133e-05,False
lendingclub_loan_default,2026082801,resnet,classification,0.00016016266795656348,0.002080072274842674,0.0027005698290852626,0.00018731133083757046,0.0004397348275398496,0.0001703449715566694,False
lendingclub_loan_default,2026082811,resnet,classification,0.0001435140634074659,0.002415849161231121,0.0025467786846585846,0.00019482563753075034,0.0003736661838786302,0.0001867464655247941,False
lendingclub_loan_default,2026082821,resnet,classification,0.00015027449050309478,0.0008720126391116059,0.0009551475281122658,0.00020254299162558563,0.00042671352136628473,0.00019558602021580552,False
lendingclub_loan_default,2026082801,tabm,classification,9.614296303694577e-06,0.00032926417056124087,0.0003286102706397565,1.1422959326318535e-05,2.4924792037395966e-05,1.2264414180274968e-05,False
lendingclub_loan_default,2026082811,tabm,classification,7.675152631991785e-06,0.00015428335305717262,0.00013913458211184024,9.60530315546378e-06,2.2841081277357834e-05,1.1712973491484912e-05,False
lendingclub_loan_default,2026082821,tabm,classification,5.787477181098787e-06,0.00011821966220135603,0.00012886948295143166,7.59133549700254e-06,2.0236535925997114e-05,1.0567611410160255e-05,False
openml-abalone-183,2026082801,ft_transformer,regression,0.00019545567105304663,0.002264863165161095,0.00154832427501013,0.00012880899652228557,0.0007531409781880422,0.00029114819958849094,False
openml-abalone-183,2026082811,ft_transformer,regression,0.00010150794693434584,0.0012482728763239283,0.0012253426511900907,0.00013210053565994667,0.0004421689216128112,0.0002839840936363575,False
openml-abalone-183,2026082821,ft_transformer,regression,0.00042375135461139633,0.0009526646005060686,0.0010680062422280831,0.00021563902627646467,0.0012154400633916014,0.00031249453965895605,True
openml-abalone-183,2026082801,mlp,regression,2.885878603612287e-05,0.0003710813288237983,0.0003895923080031319,2.1861922337222144e-05,0.0001204388470038202,4.69466347239995e-05,False
openml-abalone-183,2026082811,mlp,regression,1.9823398414857197e-05,0.0001899794740271675,0.00015328013886891755,1.6527810808007065e-05,8.736346978140274e-05,4.426248503798022e-05,False
openml-abalone-183,2026082821,mlp,regression,2.2936412834536395e-05,0.00030195625032995374,0.00021876866678532418,1.5878502404847802e-05,8.8972038114954e-05,3.8263237540470695e-05,False
openml-abalone-183,2026082801,resnet,regression,9.992577413310975e-05,0.0056264961042814775,0.004925846523525623,9.962969672864988e-05,0.00047189000440118394,0.00024705257635831767,False
openml-abalone-183,2026082811,resnet,regression,9.545183462969284e-05,0.0010495409217429021,0.0014348180471782717,8.224967400939416e-05,0.0005495380649577379,0.0002643007301370621,False
openml-abalone-183,2026082821,resnet,regression,0.0001453708290675161,0.003416574140107583,0.0034821936216497948,0.000117831966970552,0.000634600971054406,0.0003119446517704607,False
openml-abalone-183,2026082801,tabm,regression,2.01799617053122e-05,0.0004474722477997114,0.0003564440797764936,1.9468255378887956e-05,0.00011984426101238374,6.743850730488388e-05,False
openml-abalone-183,2026082811,tabm,regression,2.477337159819857e-05,0.0004135938747624464,0.0004413952636341334,1.973859373746487e-05,0.0001445799848179835,8.284426702652959e-05,False
openml-abalone-183,2026082821,tabm,regression,3.3522001599919716e-05,0.0002887460995661034,0.0002110688488674696,1.9387751471325548e-05,0.00016298664919413416,7.677922194322289e-05,False
openml-kin8nm-189,2026082801,ft_transformer,regression,0.00012148456323443461,0.003646827389710107,0.0034897693625713182,0.00018923090581793217,0.0003158822221233335,0.00016115067520759978,False
openml-kin8nm-189,2026082811,ft_transformer,regression,0.0001363870980673222,0.003701468681220542,0.003919020705346964,0.00020826563064975736,0.00037549533322058903,0.00019445705210679721,False
openml-kin8nm-189,2026082821,ft_transformer,regression,0.00014200750561776167,0.0024409333627247597,0.002747352743758945,0.0001984968381332723,0.00038002523464697804,0.00017408736703166303,False
openml-kin8nm-189,2026082801,mlp,regression,4.286632222068938e-05,0.0008339131489547342,0.0008958073945400354,6.268928739375447e-05,0.0001871956474398374,0.00010628609280532853,False
openml-kin8nm-189,2026082811,mlp,regression,3.611951707302119e-05,0.0009054453239168353,0.0009077843803416422,5.6768614351006884e-05,0.00015580608720844495,8.994514312759064e-05,False
openml-kin8nm-189,2026082821,mlp,regression,6.501512644045744e-05,0.001177411005614428,0.0012987281638244612,8.208709285698001e-05,0.0002076020033407843,0.00010952689384235215,False
openml-kin8nm-189,2026082801,resnet,regression,0.00016106694658947154,0.003424191766784679,0.0034824015533387667,0.000137567463509233,0.00041557514498582267,0.00013954065354320903,True
openml-kin8nm-189,2026082811,resnet,regression,7.19960677977513e-05,0.0046230540054118825,0.004584176614120713,9.973631859156957e-05,0.00026798656663123266,0.0001421093944513828,False
openml-kin8nm-189,2026082821,resnet,regression,9.91218238067805e-05,0.00437745482288306,0.004523227144171833,0.00010932258444842598,0.00029248908988840764,0.00012723366307141693,False
openml-kin8nm-189,2026082801,tabm,regression,2.481790876659208e-05,0.0015299615607281426,0.001463321738131075,3.437029036410728e-05,0.0001056353235703961,6.180719583809445e-05,False
openml-kin8nm-189,2026082811,tabm,regression,2.361526230182653e-05,0.0009972334788192054,0.0010391261822724034,2.928000504565702e-05,0.0001300465708240826,6.580007452672041e-05,False
openml-kin8nm-189,2026082821,tabm,regression,3.724357032662494e-05,0.00130432586938798,0.0011361860687280176,4.066889278124657e-05,0.0001323073822407603,6.424137559883804e-05,False
openml-pol-201,2026082801,ft_transformer,regression,4.448589700335902e-05,0.0006783716112817363,0.0006203035847418976,5.8699102991799e-05,0.00014895164722842087,8.3274729399039e-05,False
openml-pol-201,2026082811,ft_transformer,regression,4.137792059545807e-05,0.0013320857508171396,0.0014514608991969323,5.8358021403760965e-05,0.0001497106949810536,7.527432326760871e-05,False
openml-pol-201,2026082821,ft_transformer,regression,5.720172981002049e-05,0.0006507453215464625,0.0006639409343685034,6.0202448754512686e-05,0.0001545688910955306,6.704393665385534e-05,False
openml-pol-201,2026082801,mlp,regression,1.515255108298021e-05,0.0002246890830119268,0.00022114419891190837,1.8375197360143137e-05,4.638907065724787e-05,2.0863234239568524e-05,False
openml-pol-201,2026082811,mlp,regression,1.8828089791380396e-05,0.00038070931727505965,0.0003540202045670834,1.9587641940471602e-05,4.888707347591718e-05,1.8628837321810546e-05,True
openml-pol-201,2026082821,mlp,regression,1.0063390534368579e-05,0.00032272685335348094,0.0002943744179611293,1.5536611106470842e-05,4.0489899114770895e-05,2.343576267182053e-05,False
openml-pol-201,2026082801,resnet,regression,3.016898730916173e-05,0.0008534870851229183,0.0007469451797437609,3.987731104328813e-05,0.0001044867139217481,5.398375700999637e-05,False
openml-pol-201,2026082811,resnet,regression,2.8304430492029853e-05,0.0009028058331000156,0.0007954567483369,3.515615705443285e-05,0.00011934280136415098,5.7234329778093526e-05,False
openml-pol-201,2026082821,resnet,regression,5.8879542434808364e-05,0.000886539620211485,0.000737553377082133,4.836512967929045e-05,0.00015107062811199406,4.783409734689224e-05,True
openml-pol-201,2026082801,tabm,regression,1.6948404434189163e-05,0.0002199692223367932,0.0001964801894203653,1.7362873919378664e-05,5.337696264875732e-05,2.250409230540534e-05,False
openml-pol-201,2026082811,tabm,regression,1.3343445151298978e-05,0.0003326136783737587,0.00028149734034131873,1.610292794860984e-05,5.373171609939201e-05,2.8869712929250267e-05,False
openml-pol-201,2026082821,tabm,regression,9.7034108179927e-06,0.0002410802337327507,0.00022434195945777508,1.3274884522600269e-05,4.821521943125201e-05,2.6928333312520237e-05,False
openml-puma32h-308,2026082801,ft_transformer,regression,0.000337753024034744,0.0069242437826732735,0.006393374970277843,0.0004941484370165699,0.0010013795340166225,0.0005308796721561075,False
openml-puma32h-308,2026082811,ft_transformer,regression,0.0003360923071366867,0.006564121507187458,0.005875450982514127,0.0004943156861381127,0.00109831848367969,0.0006139896851681082,False
openml-puma32h-308,2026082821,ft_transformer,regression,0.00024978359261766507,0.003786791245358383,0.0034252531688097106,0.0003879174895986164,0.0006746872264111939,0.0003597551078391485,False
openml-puma32h-308,2026082801,mlp,regression,0.00013013257039506487,0.0025586172220779927,0.0025569786376008,0.00022070034598511585,0.0003308270388290644,0.00017159712995109516,False
openml-puma32h-308,2026082811,mlp,regression,0.00011592644811416437,0.0030688833940161996,0.0028965272026790856,0.0002061910412399764,0.00031039270928958816,0.00017165357475640403,False
openml-puma32h-308,2026082821,mlp,regression,0.00013544331449672986,0.002669053138352466,0.0025712579115457854,0.00021835193187681376,0.00032646723562388953,0.00016627036933425875,False
openml-puma32h-308,2026082801,resnet,regression,0.0003496189725348915,0.00592600076213807,0.005813448336082857,0.0005719672760649521,0.0008425073566364047,0.00042332577078749265,False
openml-puma32h-308,2026082811,resnet,regression,0.0003709981927921552,0.006840505757231602,0.006182999854137573,0.0005861027651416838,0.0008858505841322372,0.00042709772739753775,False
openml-puma32h-308,2026082821,resnet,regression,0.0003149584309454985,0.004845014899283476,0.004812204223353322,0.0005184755302487156,0.0007829648952867254,0.0004092688021013125,False
openml-puma32h-308,2026082801,tabm,regression,0.00017144253903039067,0.0066152812786967816,0.006411136560567802,0.00027363837155662833,0.0005157759436676428,0.000293295840110954,False
openml-puma32h-308,2026082811,tabm,regression,0.00033040682911876274,0.010229881440779487,0.011480196242892952,0.00035541504324248087,0.0008388103054141208,0.00030459645093445283,True
openml-puma32h-308,2026082821,tabm,regression,0.00014755113617568943,0.006425494432896986,0.006793258814802141,0.0002436861777541174,0.000474991157637748,0.0002629154530900915,False
