task,source_unit,split,setting,backbone,mpe,mpe_row_weighted,best_non_mpe,best_non_mpe_row_weighted,best_non_mpe_name,similarity,similarity_name,nystrom,ple,ple_name,unknown,mean_corrupt_mpe,relative_gain_percent,mpe_wins,correct_beats_mean_corrupt
acs_occupation,ACS,0,full_table,ridge,0.4539210561874828,0.4444375903344882,0.4406307409902583,0.4358011652038514,path_to_root,0.45532070744300507,similarity_unnormalized,0.4553264917718555,0.44328390848821864,uniform_ple,0.49428687941780364,0.4794205421915403,-3.016202448189683,False,True
acs_occupation,ACS,0,isolated_field,ridge,0.7942103339981856,0.7701465624833584,0.7385283183964717,0.7302479085013899,path_to_root,0.7974722139270366,similarity_unnormalized,0.7974761116480835,0.747185689936286,uniform_ple,0.8854510265454937,0.8846041668134996,-7.539591132079188,False,True
acs_occupation,ACS,1,full_table,ridge,0.4801682561296807,0.4478225463561661,0.4739919429919628,0.4398388707238818,path_to_root,0.4801682561296807,similarity_same_metric,0.4812973043391631,0.4768684775339007,uniform_ple,0.5131405423083848,0.5026777598275035,-1.303041798291214,False,True
acs_occupation,ACS,1,isolated_field,ridge,0.8489379123606028,0.8989805885352403,0.826973225335319,0.8521137588525292,path_to_root,0.8489379123606028,similarity_same_metric,0.8530941582523162,0.8275219231099178,uniform_ple,0.9329141902873647,0.9343452774100001,-2.656033635959323,False,True
acs_occupation,ACS,2,full_table,ridge,0.43923676943816903,0.43124527148764896,0.43420273546904026,0.42251111176711775,path_to_root,0.4384024170531639,similarity_unnormalized,0.43841015708607095,0.441046204705901,uniform_ple,0.47827653887579163,0.47005679585362936,-1.159374079873274,False,True
acs_occupation,ACS,2,isolated_field,ridge,0.7876694879066359,0.7753577401186228,0.7799174950459764,0.73726456924787,path_to_root,0.7861235728405682,similarity_unnormalized,0.7861248777116849,0.7884279839478562,uniform_ple,0.8827671640282979,0.8878959314064885,-0.9939503742254873,False,True
acs_occupation,ACS,3,full_table,ridge,0.45378377740259557,0.47200109409506935,0.45294915919317785,0.46410004032894236,path_to_root,0.45038914477525827,similarity_unnormalized,0.4504008256507602,0.4476041666432937,uniform_ple,0.4923416241364882,0.48405327441680795,-0.18426311043482013,False,True
acs_occupation,ACS,3,isolated_field,ridge,0.8035369043643467,0.9049745296281312,0.7947390552296139,0.8527285247647219,path_to_root,0.791601063106699,similarity_unnormalized,0.7915998606457716,0.8041983349492188,uniform_ple,0.887932922271207,0.8886670217619373,-1.1070110468134668,False,True
acs_occupation,ACS,4,full_table,ridge,0.3919836675213116,0.4073312665141713,0.3804810408646807,0.4014270493206461,path_to_root,0.38865185966795585,similarity_unnormalized,0.3884751929554493,0.38953134574875814,uniform_ple,0.4284650661729477,0.41786275301383513,-3.0231799803979778,False,True
acs_occupation,ACS,4,isolated_field,ridge,0.7469173894800196,0.7271028159435126,0.6933817996529835,0.6858667041339259,knn_metric,0.739257559859277,similarity_unnormalized,0.7392583083555657,0.7322773069154067,uniform_ple,0.8444370128476101,0.8455490561865322,-7.720939582467991,False,True
airline_destination_airport,BTS,0,full_table,ridge,0.8629207497937451,1.0827818166008591,0.8619405701262935,1.0824630697124076,spatial_rbf,0.8619476561224513,similarity_unnormalized,0.8621355619554154,0.8635492738034178,q_ple,0.8631343086087085,0.8629521475672239,-0.11371777839717484,False,True
airline_destination_airport,BTS,0,isolated_field,ridge,0.8743377692297767,1.0945150599624296,0.8743377692297767,1.0945150599624296,rbf_normalized,0.8743377692297767,similarity_same_metric,0.8739791456401764,0.8751787805091054,q_ple,0.8745510126073609,0.8746549419515912,0.0,False,True
airline_destination_airport,BTS,1,full_table,ridge,0.7142743713442478,0.6371113391052174,0.7142743713442478,0.6371113391052174,rbf_normalized,0.7142743713442478,similarity_same_metric,0.7146945298392188,0.7140452185084145,q_ple,0.7139199923683521,0.7139449520778407,0.0,False,False
airline_destination_airport,BTS,1,isolated_field,ridge,0.7298575605447418,0.6529092623040549,0.7299997670816559,0.6526880942356234,rbf_unnormalized,0.7299997670816559,similarity_unnormalized,0.729971503297095,0.7310024529501842,q_ple,0.7297989804208368,0.729925480785694,0.019480353738002696,True,True
airline_destination_airport,BTS,2,full_table,ridge,0.819318530649799,1.0535770303417507,0.819318530649799,1.0535770303417507,rbf_normalized,0.819318530649799,similarity_same_metric,0.8195499935390954,0.8217305932946674,q_ple,0.8194936327208502,0.8197265272139909,0.0,False,True
airline_destination_airport,BTS,2,isolated_field,ridge,0.8349341553427457,1.0662470438011107,0.8349341553427457,1.0662470438011107,rbf_normalized,0.8349341553427457,similarity_same_metric,0.8349272421069499,0.8352649235761347,q_ple,0.8339603754593801,0.8341294109931068,0.0,False,False
airline_destination_airport,BTS,3,isolated_field,ridge,0.8531992301469636,0.9618002251762183,0.8531992301469636,0.9618002251762183,rbf_normalized,0.8531992301469636,similarity_same_metric,0.8530683647921834,0.8544095236118342,q_ple,0.8534336099808996,0.8534562395413404,0.0,False,True
airline_origin_airport,BTS,0,full_table,ridge,1.1777052159889179,1.0566373164311513,1.1777052159889179,1.0566373164311513,rbf_normalized,1.1777052159889179,similarity_same_metric,1.1818047588554377,1.1798906497550747,q_ple,1.1804672158851834,1.1798694286162374,0.0,False,True
airline_origin_airport,BTS,0,isolated_field,ridge,1.1869916167623311,1.069739942277071,1.1869916167623311,1.069739942277071,rbf_normalized,1.1869916167623311,similarity_same_metric,1.1876082850097405,1.1896407809792358,q_ple,1.186542414305968,1.187513724331266,0.0,False,True
airline_origin_airport,BTS,1,full_table,ridge,1.2306927272085713,1.1284578192718286,1.2313434587088559,1.129028636080711,raw_latlon,1.2306927272085713,similarity_same_metric,1.2323001013001003,1.2332272931465527,q_ple,1.2349424847643673,1.232044623770157,0.052847277961499184,True,True
airline_origin_airport,BTS,1,isolated_field,ridge,1.2490242370213067,1.14299512853396,1.2490242370213067,1.14299512853396,rbf_normalized,1.2490242370213067,similarity_same_metric,1.250397434478769,1.2525512647463062,q_ple,1.2495490234556617,1.2498229024954455,0.0,False,True
airline_origin_airport,BTS,2,full_table,ridge,1.6409734194559726,1.017165076096467,1.6406232243078775,1.0166862006962547,raw_coordinates,1.6403651765876637,similarity_unnormalized,1.6404013039445742,1.6446741247302574,q_ple,1.6448454321728372,1.6410708395273055,-0.02134525117690106,False,True
airline_origin_airport,BTS,2,isolated_field,ridge,1.6566046989272711,1.0309815492977366,1.6566046989272711,1.0309815492977366,rbf_normalized,1.6566046989272711,similarity_same_metric,1.6558901810065947,1.6599608150277225,q_ple,1.6565257488412077,1.6565399952064586,0.0,False,False
airline_origin_airport,BTS,3,full_table,ridge,1.549410030272724,1.102381001426958,1.5482682674656696,1.1012632220406133,raw_latlon,1.5497326640979012,similarity_unnormalized,1.5497622412005434,1.5509076360528609,q_ple,1.55347839343534,1.5502157574742566,-0.07374450739879845,False,True
airline_origin_airport,BTS,3,isolated_field,ridge,1.556357478496747,1.119389391438601,1.556357478496747,1.119389391438601,rbf_normalized,1.556357478496747,similarity_same_metric,1.5564263291340303,1.5574815548805503,q_ple,1.5569620753181943,1.557429198609876,0.0,False,True
airline_origin_airport,BTS,4,isolated_field,ridge,0.9770261726919499,0.948414352653101,0.9770261726919499,0.948414352653101,rbf_normalized,0.9770261726919499,similarity_same_metric,0.9773222333720707,0.9846733945239081,uniform_ple,0.9786550490860519,0.9793670373831376,0.0,False,True
citibike_start_station,CITI_BIKE,0,full_table,ridge,0.9841360390565185,0.9755717565391733,0.9841360390565185,0.9755717565391733,rbf_normalized,0.9841360390565185,similarity_same_metric,0.985630093231751,0.9794527936475677,q_ple,0.9893058312126507,0.9878536015873186,0.0,False,True
citibike_start_station,CITI_BIKE,0,isolated_field,ridge,1.0451009519081487,0.9882705346436385,1.0337247004418144,0.9772838337669609,knn_metric,1.0451009519081487,similarity_same_metric,1.0446411979095775,1.0509519659464932,q_ple,1.058432311741295,1.0599913841966397,-1.1005107512156804,False,True
citibike_start_station,CITI_BIKE,1,full_table,ridge,0.9488202123102496,0.9399600668294229,0.9488202123102496,0.9399600668294229,rbf_normalized,0.9488202123102496,similarity_same_metric,0.9519719033451545,0.9502070984485417,q_ple,0.9600280972304728,0.9572167226339641,0.0,False,True
citibike_start_station,CITI_BIKE,1,isolated_field,ridge,1.0195802552688158,0.9509441709517825,1.01227868730621,0.9459492452405944,knn_metric,1.0195802552688158,similarity_same_metric,1.0209275771266897,1.0250920949144795,q_ple,1.0319927722492588,1.033169285658881,-0.721300176934096,False,True
citibike_start_station,CITI_BIKE,2,isolated_field,ridge,1.0566304390630694,0.987513985694198,1.0446070035539463,0.97834749094657,knn_metric,1.0566304390630694,similarity_same_metric,1.05776037937289,1.064632524810185,uniform_ple,1.0664482664085335,1.0679024262640522,-1.1510008518243848,False,True
employee_salaries,STRING_BENCHMARK,0,full_table,ridge,0.6376364858009508,0.665962302941964,0.6376364858009508,0.665962302941964,rbf_normalized,0.6376364858009508,similarity_same_metric,0.5644726418051098,0.7219243899795783,q_ple,0.6954603668802367,0.812497890782493,0.0,False,True
employee_salaries,STRING_BENCHMARK,0,isolated_field,ridge,1.0111400798156915,1.032848324010865,1.0111400798156915,1.032848324010865,rbf_normalized,1.0111400798156915,similarity_same_metric,0.8549896560287108,1.2252477223265212,q_ple,1.0801612334684925,1.1170375447504544,0.0,False,True
employee_salaries,STRING_BENCHMARK,1,full_table,ridge,0.5860241319375193,0.4488202124953794,0.5318186009302919,0.32038074555669666,character_3gram_hash,0.5860241319375193,similarity_same_metric,0.5116854969332347,0.7117350000169389,uniform_ple,0.6174444817303008,0.6370701796888524,-10.192484977473073,False,True
employee_salaries,STRING_BENCHMARK,1,isolated_field,ridge,1.11376265356625,1.0408899860624987,1.1642534530937443,1.0651506023778046,knn_metric,1.11376265356625,similarity_same_metric,1.1228987506787524,1.19102937152281,uniform_ple,1.0415468877483267,1.0978343677381037,4.336753255343697,True,False
employee_salaries,STRING_BENCHMARK,2,full_table,ridge,0.4207982565722862,0.41722914031882624,0.4207982565722862,0.41722914031882624,rbf_normalized,0.4207982565722862,similarity_same_metric,0.43130010442153915,0.5759819433290453,q_ple,0.4470775629702944,0.5558968673278656,0.0,False,True
employee_salaries,STRING_BENCHMARK,2,isolated_field,ridge,0.6428938476026337,0.47744282073685246,0.7552511748882457,0.6117211696093672,knn_metric,0.6428938476026337,similarity_same_metric,0.6720282204306991,1.1926961390837194,uniform_ple,0.6767558457049669,0.7931238011854223,14.876815954935454,True,True
employee_salaries,STRING_BENCHMARK,3,full_table,ridge,0.7081707100728429,0.713728115245732,0.7081707100728429,0.713728115245732,rbf_normalized,0.7081707100728429,similarity_same_metric,0.7411754308922743,0.7281256849888204,q_ple,0.8576503412975969,0.9008510898389275,0.0,False,True
employee_salaries,STRING_BENCHMARK,3,isolated_field,ridge,1.108950529113754,1.166844373685321,1.060174013600688,1.4329435159527129,knn_metric,1.108950529113754,similarity_same_metric,1.1038986711895509,1.0249524656662756,uniform_ple,1.2168265534814275,1.2953861616768936,-4.600802782121153,False,True
employee_salaries,STRING_BENCHMARK,4,full_table,ridge,0.9571346664871119,1.3245890215439693,0.9571346664871119,1.3245890215439693,rbf_normalized,0.9571346664871119,similarity_same_metric,0.9103439364861664,0.6953211393296452,uniform_ple,0.9907928428573205,0.9255510301482263,0.0,False,False
employee_salaries,STRING_BENCHMARK,4,isolated_field,ridge,1.3992473922010087,1.3548955030852734,0.7395105037823556,0.6390939633803773,knn_metric,1.4155499860859653,similarity_unnormalized,1.3480797567333729,1.2139326041478402,uniform_ple,1.782860388573967,1.7806152679713907,-89.21264607389801,False,True
medical_charges,STRING_BENCHMARK,0,full_table,ridge,0.5558575676001336,0.40306585321893784,0.5558575676001336,0.40306585321893784,rbf_normalized,0.5558575676001336,similarity_same_metric,0.6210652207586744,0.4394438845000204,q_ple,0.9860352170603356,0.6315576077756766,0.0,False,True
medical_charges,STRING_BENCHMARK,0,isolated_field,ridge,1.6781683357942652,1.1874046779253098,1.5119896301366658,1.0724571366226816,knn_metric,1.6781683357942652,similarity_same_metric,1.816393589068572,0.8852948187541493,q_ple,1.9458239916088815,2.147305476963328,-10.99073051463844,False,True
medical_charges,STRING_BENCHMARK,1,full_table,ridge,0.8364914789208953,0.8008090431847071,0.8364914789208953,0.8008090431847071,rbf_normalized,0.8364914789208953,similarity_same_metric,0.945597387318767,0.9251155751738,uniform_ple,1.4729355871688083,0.8361109718533616,0.0,False,False
medical_charges,STRING_BENCHMARK,1,isolated_field,ridge,2.131350709602236,2.075734526492083,2.287517034424547,2.244748688515511,knn_metric,2.131350709602236,similarity_same_metric,2.123833540165374,2.310172067315978,q_ple,2.5907281991511417,2.639056797290542,6.826892323518659,True,True
medical_charges,STRING_BENCHMARK,2,full_table,ridge,0.6268044333866422,0.44571492306735033,0.6268044333866422,0.44571492306735033,rbf_normalized,0.6268044333866422,similarity_same_metric,0.6129191697702006,0.8403934600466142,q_ple,1.12401166694561,0.6791466251677815,0.0,False,True
medical_charges,STRING_BENCHMARK,2,isolated_field,ridge,1.5665529520261112,1.1130948262081601,1.8070438599619845,1.2214980623966314,knn_metric,1.5665529520261112,similarity_same_metric,1.6367633913198965,2.2122884104897658,q_ple,2.0870942151243903,2.3016988888834438,13.308526332113077,True,True
medical_charges,STRING_BENCHMARK,3,full_table,ridge,0.3712045277957,0.349808830611824,0.3712045277957,0.349808830611824,rbf_normalized,0.3712045277957,similarity_same_metric,0.39876268755258726,0.44037430347658235,uniform_ple,0.7285048291066805,0.40593137447030514,0.0,False,True
medical_charges,STRING_BENCHMARK,3,isolated_field,ridge,1.1183089232414014,1.1479720313228978,0.8895247247406,0.8208862577275134,knn_metric,1.1183089232414014,similarity_same_metric,1.1571645119935337,1.2006259308509901,uniform_ple,1.386977979266478,1.419629991946873,-25.7198245464755,False,True
medical_charges,STRING_BENCHMARK,4,full_table,ridge,0.6396296289772551,0.536771794540371,0.6396296289772551,0.536771794540371,rbf_normalized,0.6396296289772551,similarity_same_metric,0.9319784320775162,0.6768497114277391,q_ple,1.1090947478963575,0.6282761286471743,0.0,False,False
medical_charges,STRING_BENCHMARK,4,isolated_field,ridge,2.530548277910376,2.2045071415595396,2.482789530248863,2.244292370176786,knn_metric,2.530548277910376,similarity_same_metric,2.055840574984142,2.6150118649937033,uniform_ple,2.085406147966602,2.5072562465357655,-1.9235922771402216,False,False
tlc_dropoff_zone,NYC_TLC,0,isolated_field,ridge,0.7036680906154611,0.8621501633415033,0.6960616958406782,0.8371863540787001,nystrom,0.6966738923890259,similarity_unnormalized,0.6960616958406782,0.9252628257030228,q_ple,0.956121453754684,1.044129499040379,-1.0927759450397763,False,True
tlc_pickup_zone,NYC_TLC,0,full_table,ridge,0.755498840409255,0.7678088362620636,0.7868959577747052,0.7812696725237545,rbf_unnormalized,0.7868959577747052,similarity_unnormalized,0.7869949864212135,0.9304950056967077,q_ple,0.8252609614799049,0.894339998496771,3.9899960160221726,True,True
tlc_pickup_zone,NYC_TLC,0,isolated_field,ridge,0.9176833778725905,0.7967818188633959,0.9176833778725905,0.7967818188633959,rbf_normalized,0.9176833778725905,similarity_same_metric,0.9429504982347461,1.2136108919010646,q_ple,1.1576536323331172,1.1578133916290565,0.0,False,True
tlc_pickup_zone,NYC_TLC,1,full_table,ridge,0.8239256289587711,0.7924377535020903,0.8116072601467947,0.7817793482688812,nystrom,0.813349715544902,similarity_unnormalized,0.8116072601467947,0.9108644989727077,q_ple,0.8899536080683117,0.9162149253057095,-1.5177745957753421,False,True
tlc_pickup_zone,NYC_TLC,1,isolated_field,ridge,0.9579851281245321,0.8264628912162448,0.9579851281245321,0.8264628912162448,rbf_normalized,0.9579851281245321,similarity_same_metric,1.1067750276366888,1.3179502332858894,q_ple,1.2879912645901122,1.4514266060231347,0.0,False,True
tlc_pickup_zone,NYC_TLC,2,full_table,ridge,1.2587631932112686,0.9220323427826442,1.2117292100659545,0.9162970703044553,spatial_rbf,1.211447853589005,similarity_unnormalized,1.200010092633838,1.1716777748435796,q_ple,1.1933672748158826,1.2058036831570482,-3.881558912222153,False,False
tlc_pickup_zone,NYC_TLC,2,isolated_field,ridge,1.2839092611913259,0.8898388173293715,1.2839092611913259,0.8898388173293715,rbf_normalized,1.2839092611913259,similarity_same_metric,1.572099628862487,1.45775526688564,q_ple,1.57916287168736,1.762549413481917,0.0,False,True
tlc_pickup_zone,NYC_TLC,3,full_table,ridge,0.8347953264395872,0.9279137663743174,0.8574642554986065,0.8922374546703996,raw_coordinates,0.7952015133684099,similarity_unnormalized,0.8120149760382951,0.8993258265127441,q_ple,0.8899794109838224,0.8607978521493578,2.6437170895056785,True,True
tlc_pickup_zone,NYC_TLC,3,isolated_field,ridge,0.9698487154031656,0.9000797248712362,0.9925989604878508,0.8592552569393271,nystrom,0.9926528356097402,similarity_unnormalized,0.9925989604878508,1.1829000748269867,q_ple,1.088228844091707,1.2986739525184476,2.2919875992519345,True,True
tlc_pickup_zone,NYC_TLC,4,full_table,ridge,0.9395022685402972,0.7857251680169499,0.9395022685402972,0.7857251680169499,rbf_normalized,0.9395022685402972,similarity_same_metric,0.8808831943189993,0.9231460723719183,q_ple,0.9430357752837808,0.9954359908063541,0.0,False,True
tlc_pickup_zone,NYC_TLC,4,isolated_field,ridge,1.0158990111140458,0.7777813818222079,0.9890167584516525,0.781632807991825,knn_metric,1.0158990111140458,similarity_same_metric,1.0816713973172218,1.1201387225467858,q_ple,1.1803458570858139,1.2751677289243173,-2.7180785798289815,False,True
