task_type,rho,method,episodes,loss_mean,loss_ci_low,loss_ci_high
regression,0.1,M0 raw,420,0.7232967783949292,0.6921548607675544,0.755190116145727
regression,0.1,M1 robust,420,0.739014921530745,0.7076524197379991,0.7703880512892445
regression,0.1,M2 rank,420,0.6890955965562586,0.6573482128022438,0.7214979760939767
regression,0.1,M3 augmentation,420,0.7270792073531089,0.6966304918816951,0.7591943456723578
regression,0.1,M4 50/50,420,0.6957061295493435,0.6642170946790377,0.7285370043075651
regression,0.1,M4 tuned fixed,420,0.6887434180498642,0.6576168732451628,0.7205104652077992
regression,0.1,M5 learned gate,420,0.6883322288005843,0.6573319290191321,0.7208850410312271
regression,0.1,Oracle gate,420,0.6800595944953451,0.6488804367297676,0.712509924103875
regression,0.25,M0 raw,420,0.7500874219644702,0.719013916476836,0.7825496402647575
regression,0.25,M1 robust,420,0.760348887168227,0.7280360411394293,0.7928284423520183
regression,0.25,M2 rank,420,0.7136365291539026,0.6818795965103488,0.7465011685628284
regression,0.25,M3 augmentation,420,0.7505632864372918,0.7182655995369405,0.7832679154571144
regression,0.25,M4 50/50,420,0.7214112840610194,0.6900471828869426,0.7552666502275485
regression,0.25,M4 tuned fixed,420,0.7134759170016876,0.682103139275335,0.7460613750876953
regression,0.25,M5 learned gate,420,0.7131558350720204,0.681404487005818,0.7460294662211316
regression,0.25,Oracle gate,420,0.7050265294753338,0.6728008724854804,0.7380839488961436
regression,0.5,M0 raw,420,0.7274341751164655,0.6976109247202272,0.7578846730959318
regression,0.5,M1 robust,420,0.7372202148032395,0.7075154570056716,0.7678251107730083
regression,0.5,M2 rank,420,0.6865027635470908,0.6563516835698132,0.7174747428719239
regression,0.5,M3 augmentation,420,0.7273076154593663,0.6978185163439025,0.7578942031087154
regression,0.5,M4 50/50,420,0.6961598875494891,0.6660191095069652,0.7270075671932333
regression,0.5,M4 tuned fixed,420,0.6865952299959348,0.6566763156472236,0.7176818728288248
regression,0.5,M5 learned gate,420,0.6861882881189824,0.6561271464385039,0.7165836475442726
regression,0.5,Oracle gate,420,0.6771682719876594,0.6475059428332876,0.7079967437525345
regression,0.75,M0 raw,420,0.732192751803509,0.7034248719423594,0.7612880057945699
regression,0.75,M1 robust,420,0.7438877228109638,0.7151242568722953,0.7721725334896247
regression,0.75,M2 rank,420,0.6937358105702025,0.6650437640202504,0.7235562943262419
regression,0.75,M3 augmentation,420,0.7347940047354108,0.7065256364411768,0.763611194145206
regression,0.75,M4 50/50,420,0.701945093679494,0.6732114875149889,0.7323493711258998
regression,0.75,M4 tuned fixed,420,0.6935683170666996,0.6639107460190596,0.7231450427474861
regression,0.75,M5 learned gate,420,0.6929023931507089,0.6638931319937684,0.7219547505808711
regression,0.75,Oracle gate,420,0.6836650089692533,0.6545991457815025,0.7127590931030948
regression,0.9,M0 raw,420,0.728217582053224,0.6982000057221476,0.7588215043974631
regression,0.9,M1 robust,420,0.7391506912156287,0.7079635458601722,0.7694011730351817
regression,0.9,M2 rank,420,0.6947680204962995,0.6643429127285987,0.7253636700780193
regression,0.9,M3 augmentation,420,0.730221810651776,0.6998509442070601,0.7609560343237658
regression,0.9,M4 50/50,420,0.7008732463780485,0.6714395345829558,0.7307221434651263
regression,0.9,M4 tuned fixed,420,0.6943175884592611,0.6653150142464135,0.7249374574440608
regression,0.9,M5 learned gate,420,0.6933822387716679,0.6636072966444309,0.7233832248480299
regression,0.9,Oracle gate,420,0.685616439687493,0.6561046227686939,0.7156371428002019
regression,1.0,M0 raw,420,0.7292123937259122,0.698177603496582,0.7609077076409864
regression,1.0,M1 robust,420,0.7395212048538099,0.7086704892250669,0.7709932239096501
regression,1.0,M2 rank,420,0.6946460323214692,0.6640635756081378,0.7268420984452707
regression,1.0,M3 augmentation,420,0.7306457107018218,0.7003015607268422,0.7618618674525701
regression,1.0,M4 50/50,420,0.7011247196922716,0.6709500172485257,0.7323651731859133
regression,1.0,M4 tuned fixed,420,0.6942304983970549,0.6635278663809724,0.725435802534161
regression,1.0,M5 learned gate,420,0.6935083833808431,0.6625342645331354,0.7248654380756363
regression,1.0,Oracle gate,420,0.6857123198651304,0.6562671575198872,0.7165035489947803
