episode_index,split,task_type,context_size,feature_count,rho,mechanism,method,loss,competence_argmin,query_best_expert
6,development,classification,64,8,0.0,linear,fixed,0.5956319441496734,interaction,linear
6,development,classification,64,8,0.0,linear,competence,0.5988913583639168,interaction,linear
6,development,classification,64,8,0.0,linear,matched_family,0.5803835355202026,interaction,linear
6,development,classification,64,8,0.0,linear,best_individual_oracle,0.5803835286106243,interaction,linear
7,development,classification,64,8,0.0,threshold,uniform,0.6624259545689463,additive,threshold
7,development,classification,64,8,0.0,threshold,fixed,0.665165884421832,additive,threshold
7,development,classification,64,8,0.0,threshold,competence,0.6619705898642356,additive,threshold
7,development,classification,64,8,0.0,threshold,matched_family,0.6768725314062831,additive,threshold
7,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6768725307859678,additive,threshold
8,development,classification,64,8,0.0,additive,uniform,0.5242997954400996,interaction,threshold
8,development,classification,64,8,0.0,additive,fixed,0.5229422257260496,interaction,threshold
8,development,classification,64,8,0.0,additive,competence,0.5284882172378863,interaction,threshold
8,development,classification,64,8,0.0,additive,matched_family,0.5315057258941529,interaction,threshold
8,development,classification,64,8,0.0,additive,best_individual_oracle,0.5237910112952666,interaction,threshold
9,development,classification,64,8,0.0,interaction,uniform,0.7282735379911126,interaction,interaction
9,development,classification,64,8,0.0,interaction,fixed,0.7255501490784739,interaction,interaction
9,development,classification,64,8,0.0,interaction,competence,0.6777379081988564,interaction,interaction
9,development,classification,64,8,0.0,interaction,matched_family,0.6811224303077067,interaction,interaction
9,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6811224302308436,interaction,interaction
10,development,classification,64,8,0.0,interaction,uniform,0.671576300173605,linear,threshold
10,development,classification,64,8,0.0,interaction,fixed,0.6631553711101971,linear,threshold
10,development,classification,64,8,0.0,interaction,competence,0.6581111581069592,linear,threshold
10,development,classification,64,8,0.0,interaction,matched_family,0.6557979146859246,linear,threshold
10,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6515405770090026,linear,threshold
11,development,classification,64,8,0.0,threshold,uniform,0.6067255649419295,threshold,threshold
11,development,classification,64,8,0.0,threshold,fixed,0.6035549382539458,threshold,threshold
11,development,classification,64,8,0.0,threshold,competence,0.600070107794025,threshold,threshold
11,development,classification,64,8,0.0,threshold,matched_family,0.6097042622952356,threshold,threshold
11,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6097042641972558,threshold,threshold
12,development,classification,64,8,0.0,additive,uniform,0.5493206389828176,linear,linear
12,development,classification,64,8,0.0,additive,fixed,0.5504213033956713,linear,linear
12,development,classification,64,8,0.0,additive,competence,0.5486965765911276,linear,linear
12,development,classification,64,8,0.0,additive,matched_family,0.5918879428914601,linear,linear
12,development,classification,64,8,0.0,additive,best_individual_oracle,0.5533854112324391,linear,linear
13,development,classification,64,8,0.0,linear,uniform,0.5497006580532806,linear,linear
13,development,classification,64,8,0.0,linear,fixed,0.5379635940800476,linear,linear
13,development,classification,64,8,0.0,linear,competence,0.5342584099600243,linear,linear
13,development,classification,64,8,0.0,linear,matched_family,0.48520516636257804,linear,linear
13,development,classification,64,8,0.0,linear,best_individual_oracle,0.485205165432448,linear,linear
14,development,classification,64,8,0.0,additive,uniform,0.5503785330326516,additive,additive
14,development,classification,64,8,0.0,additive,fixed,0.5596144050604546,additive,additive
14,development,classification,64,8,0.0,additive,competence,0.522614514817433,additive,additive
14,development,classification,64,8,0.0,additive,matched_family,0.5147605322604663,additive,additive
14,development,classification,64,8,0.0,additive,best_individual_oracle,0.5147605323918847,additive,additive
15,development,classification,64,8,0.0,threshold,uniform,0.6058608910183483,linear,threshold
15,development,classification,64,8,0.0,threshold,fixed,0.6011405265999444,linear,threshold
15,development,classification,64,8,0.0,threshold,competence,0.6086914297140681,linear,threshold
15,development,classification,64,8,0.0,threshold,matched_family,0.6200877922861119,linear,threshold
15,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6200877920409771,linear,threshold
16,development,classification,64,8,0.0,additive,uniform,0.5711179425482087,linear,additive
16,development,classification,64,8,0.0,additive,fixed,0.5769082783185621,linear,additive
16,development,classification,64,8,0.0,additive,competence,0.5723239303283358,linear,additive
16,development,classification,64,8,0.0,additive,matched_family,0.5743264161631326,linear,additive
16,development,classification,64,8,0.0,additive,best_individual_oracle,0.5743264181114222,linear,additive
17,development,classification,64,8,0.0,partition,uniform,0.5998070326660554,interaction,linear
17,development,classification,64,8,0.0,partition,fixed,0.5982679081424631,interaction,linear
17,development,classification,64,8,0.0,partition,competence,0.6056962401500086,interaction,linear
17,development,classification,64,8,0.0,partition,matched_family,0.7375712365857388,interaction,linear
17,development,classification,64,8,0.0,partition,best_individual_oracle,0.5960865914486837,interaction,linear
18,development,classification,64,8,0.0,interaction,uniform,0.7014680886377584,threshold,interaction
18,development,classification,64,8,0.0,interaction,fixed,0.6872813566282455,threshold,interaction
18,development,classification,64,8,0.0,interaction,competence,0.7144688028160531,threshold,interaction
18,development,classification,64,8,0.0,interaction,matched_family,0.6696285828296091,threshold,interaction
18,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6696285825890225,threshold,interaction
19,development,classification,64,8,0.0,periodic,uniform,0.6405283083380738,threshold,threshold
19,development,classification,64,8,0.0,periodic,fixed,0.6505652321768964,threshold,threshold
19,development,classification,64,8,0.0,periodic,competence,0.6282435674022162,threshold,threshold
19,development,classification,64,8,0.0,periodic,matched_family,0.6771715677146375,threshold,threshold
19,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6485296163198033,threshold,threshold
20,development,classification,64,8,0.0,linear,uniform,0.5429778730263205,linear,linear
20,development,classification,64,8,0.0,linear,fixed,0.5346842275561641,linear,linear
20,development,classification,64,8,0.0,linear,competence,0.5255579486658939,linear,linear
20,development,classification,64,8,0.0,linear,matched_family,0.5229930994389419,linear,linear
20,development,classification,64,8,0.0,linear,best_individual_oracle,0.5229930991723359,linear,linear
21,development,classification,64,8,0.0,linear,uniform,0.6124993926005523,linear,linear
21,development,classification,64,8,0.0,linear,fixed,0.6003703016377036,linear,linear
21,development,classification,64,8,0.0,linear,competence,0.5596558666196599,linear,linear
21,development,classification,64,8,0.0,linear,matched_family,0.5392675939458289,linear,linear
21,development,classification,64,8,0.0,linear,best_individual_oracle,0.5392675988883877,linear,linear
22,development,classification,64,8,0.0,periodic,uniform,0.61194775050564,threshold,partition
22,development,classification,64,8,0.0,periodic,fixed,0.6278494318099497,threshold,partition
22,development,classification,64,8,0.0,periodic,competence,0.637198645809546,threshold,partition
22,development,classification,64,8,0.0,periodic,matched_family,0.6430284719419779,threshold,partition
22,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6145482081484922,threshold,partition
23,development,classification,64,8,0.0,periodic,uniform,0.7420875079708993,interaction,threshold
23,development,classification,64,8,0.0,periodic,fixed,0.7306992856586578,interaction,threshold
23,development,classification,64,8,0.0,periodic,competence,0.7734159294954381,interaction,threshold
23,development,classification,64,8,0.0,periodic,matched_family,0.8550687369860347,interaction,threshold
23,development,classification,64,8,0.0,periodic,best_individual_oracle,0.7018552898881776,interaction,threshold
24,development,classification,64,8,0.0,interaction,uniform,0.686900960421009,interaction,interaction
24,development,classification,64,8,0.0,interaction,fixed,0.6992951257456476,interaction,interaction
24,development,classification,64,8,0.0,interaction,competence,0.6493519334665825,interaction,interaction
24,development,classification,64,8,0.0,interaction,matched_family,0.6370862844607698,interaction,interaction
24,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6370862816730634,interaction,interaction
25,development,classification,64,8,0.0,linear,uniform,0.5565147066830336,partition,linear
25,development,classification,64,8,0.0,linear,fixed,0.5499914887028309,partition,linear
25,development,classification,64,8,0.0,linear,competence,0.549926720283819,partition,linear
25,development,classification,64,8,0.0,linear,matched_family,0.5273955417111302,partition,linear
25,development,classification,64,8,0.0,linear,best_individual_oracle,0.5273955467054885,partition,linear
26,development,classification,64,8,0.0,interaction,uniform,0.7300343406100593,interaction,threshold
26,development,classification,64,8,0.0,interaction,fixed,0.7296725567862701,interaction,threshold
26,development,classification,64,8,0.0,interaction,competence,0.6962110162328459,interaction,threshold
26,development,classification,64,8,0.0,interaction,matched_family,0.7159853296795475,interaction,threshold
26,development,classification,64,8,0.0,interaction,best_individual_oracle,0.706526648933721,interaction,threshold
27,development,classification,64,8,0.0,partition,uniform,0.6412451030307631,partition,interaction
27,development,classification,64,8,0.0,partition,fixed,0.6389706718013555,partition,interaction
27,development,classification,64,8,0.0,partition,competence,0.6467740484409668,partition,interaction
27,development,classification,64,8,0.0,partition,matched_family,0.7704309431071876,partition,interaction
27,development,classification,64,8,0.0,partition,best_individual_oracle,0.6505461518060245,partition,interaction
28,development,classification,64,8,0.0,additive,uniform,0.5322597847456986,threshold,linear
28,development,classification,64,8,0.0,additive,fixed,0.5294481610110174,threshold,linear
28,development,classification,64,8,0.0,additive,competence,0.5459500112415621,threshold,linear
28,development,classification,64,8,0.0,additive,matched_family,0.5544334091905347,threshold,linear
28,development,classification,64,8,0.0,additive,best_individual_oracle,0.5123147562865031,threshold,linear
29,development,classification,64,8,0.0,threshold,uniform,0.6073767710327033,threshold,periodic
29,development,classification,64,8,0.0,threshold,fixed,0.617001681450478,threshold,periodic
29,development,classification,64,8,0.0,threshold,competence,0.6189412016001077,threshold,periodic
29,development,classification,64,8,0.0,threshold,matched_family,0.6280308161505171,threshold,periodic
29,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6110807213385263,threshold,periodic
30,development,classification,64,8,0.0,periodic,uniform,0.636380328468234,additive,additive
30,development,classification,64,8,0.0,periodic,fixed,0.6453570791684402,additive,additive
30,development,classification,64,8,0.0,periodic,competence,0.6032193937790755,additive,additive
30,development,classification,64,8,0.0,periodic,matched_family,0.6399388900035463,additive,additive
30,development,classification,64,8,0.0,periodic,best_individual_oracle,0.5999522674339265,additive,additive
31,development,classification,64,8,0.0,linear,uniform,0.5889590608630759,linear,linear
31,development,classification,64,8,0.0,linear,fixed,0.5755253054016869,linear,linear
31,development,classification,64,8,0.0,linear,competence,0.5679349112992819,linear,linear
31,development,classification,64,8,0.0,linear,matched_family,0.5347015636632824,linear,linear
31,development,classification,64,8,0.0,linear,best_individual_oracle,0.5347015644745852,linear,linear
32,development,classification,64,8,0.0,periodic,uniform,0.7285459138320988,threshold,linear
32,development,classification,64,8,0.0,periodic,fixed,0.7280988860828967,threshold,linear
32,development,classification,64,8,0.0,periodic,competence,0.7146758734874687,threshold,linear
32,development,classification,64,8,0.0,periodic,matched_family,0.7860819820163443,threshold,linear
32,development,classification,64,8,0.0,periodic,best_individual_oracle,0.7344810498288913,threshold,linear
33,development,classification,64,8,0.0,threshold,uniform,0.5969092914367504,linear,linear
33,development,classification,64,8,0.0,threshold,fixed,0.5915173378473919,linear,linear
33,development,classification,64,8,0.0,threshold,competence,0.5911894549467895,linear,linear
33,development,classification,64,8,0.0,threshold,matched_family,0.6183906387533137,linear,linear
33,development,classification,64,8,0.0,threshold,best_individual_oracle,0.5879913033394595,linear,linear
34,development,classification,64,8,0.0,periodic,uniform,0.6542968241109349,additive,periodic
34,development,classification,64,8,0.0,periodic,fixed,0.657561890259172,additive,periodic
34,development,classification,64,8,0.0,periodic,competence,0.6810458487399633,additive,periodic
34,development,classification,64,8,0.0,periodic,matched_family,0.6336961919253243,additive,periodic
34,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6336961917217261,additive,periodic
35,development,classification,64,8,0.0,additive,uniform,0.6250363577462079,additive,additive
35,development,classification,64,8,0.0,additive,fixed,0.6318865404147342,additive,additive
35,development,classification,64,8,0.0,additive,competence,0.6307665847404161,additive,additive
35,development,classification,64,8,0.0,additive,matched_family,0.6522898958139788,additive,additive
35,development,classification,64,8,0.0,additive,best_individual_oracle,0.6522898963849253,additive,additive
36,development,classification,64,8,0.0,interaction,uniform,0.7269489931267596,interaction,interaction
36,development,classification,64,8,0.0,interaction,fixed,0.7163104319761141,interaction,interaction
36,development,classification,64,8,0.0,interaction,competence,0.6663769508391573,interaction,interaction
36,development,classification,64,8,0.0,interaction,matched_family,0.671512523809827,interaction,interaction
36,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6715125257984194,interaction,interaction
37,development,classification,64,8,0.0,interaction,uniform,0.7408863855594963,threshold,interaction
37,development,classification,64,8,0.0,interaction,fixed,0.7260998240932846,threshold,interaction
37,development,classification,64,8,0.0,interaction,competence,0.7346274806069333,threshold,interaction
37,development,classification,64,8,0.0,interaction,matched_family,0.6750038800330656,threshold,interaction
37,development,classification,64,8,0.0,interaction,best_individual_oracle,0.675003885370587,threshold,interaction
38,development,classification,64,8,0.0,linear,uniform,0.49566407274151825,partition,linear
38,development,classification,64,8,0.0,linear,fixed,0.48708365323045355,partition,linear
38,development,classification,64,8,0.0,linear,competence,0.46590675525179054,partition,linear
38,development,classification,64,8,0.0,linear,matched_family,0.4447590678559753,partition,linear
38,development,classification,64,8,0.0,linear,best_individual_oracle,0.4447590727946862,partition,linear
39,development,classification,64,8,0.0,partition,uniform,0.6337188009845945,partition,linear
39,development,classification,64,8,0.0,partition,fixed,0.6247692790023438,partition,linear
39,development,classification,64,8,0.0,partition,competence,0.6438902981492195,partition,linear
39,development,classification,64,8,0.0,partition,matched_family,0.7178906310530779,partition,linear
39,development,classification,64,8,0.0,partition,best_individual_oracle,0.6296917777066547,partition,linear
40,development,classification,64,8,0.0,partition,uniform,0.5406912349250195,periodic,periodic
40,development,classification,64,8,0.0,partition,fixed,0.548240809256161,periodic,periodic
40,development,classification,64,8,0.0,partition,competence,0.5289791626740254,periodic,periodic
40,development,classification,64,8,0.0,partition,matched_family,0.5751034325733214,periodic,periodic
40,development,classification,64,8,0.0,partition,best_individual_oracle,0.5545302080157153,periodic,periodic
41,development,classification,64,8,0.0,additive,uniform,0.5827722599512195,interaction,linear
41,development,classification,64,8,0.0,additive,fixed,0.5886746881795385,interaction,linear
41,development,classification,64,8,0.0,additive,competence,0.6201685783369519,interaction,linear
41,development,classification,64,8,0.0,additive,matched_family,0.6081808289523163,interaction,linear
41,development,classification,64,8,0.0,additive,best_individual_oracle,0.6033053564089663,interaction,linear
42,development,classification,64,8,0.0,linear,uniform,0.5320350555166646,linear,linear
42,development,classification,64,8,0.0,linear,fixed,0.5227852765162625,linear,linear
42,development,classification,64,8,0.0,linear,competence,0.500392761854288,linear,linear
42,development,classification,64,8,0.0,linear,matched_family,0.48249729230613625,linear,linear
42,development,classification,64,8,0.0,linear,best_individual_oracle,0.4824972946327879,linear,linear
43,development,classification,64,8,0.0,linear,uniform,0.5812127435297536,linear,linear
43,development,classification,64,8,0.0,linear,fixed,0.5796001684904465,linear,linear
43,development,classification,64,8,0.0,linear,competence,0.5748255674684855,linear,linear
43,development,classification,64,8,0.0,linear,matched_family,0.5881944880227795,linear,linear
43,development,classification,64,8,0.0,linear,best_individual_oracle,0.5881944868503709,linear,linear
44,development,classification,64,8,0.0,threshold,uniform,0.5947967644766737,threshold,additive
44,development,classification,64,8,0.0,threshold,fixed,0.5981009637829897,threshold,additive
44,development,classification,64,8,0.0,threshold,competence,0.588082548807299,threshold,additive
44,development,classification,64,8,0.0,threshold,matched_family,0.6098478892146217,threshold,additive
44,development,classification,64,8,0.0,threshold,best_individual_oracle,0.5890593993648154,threshold,additive
45,development,classification,64,8,0.0,partition,uniform,0.6561011247898312,threshold,interaction
45,development,classification,64,8,0.0,partition,fixed,0.6574974476542048,threshold,interaction
45,development,classification,64,8,0.0,partition,competence,0.6488178489194258,threshold,interaction
45,development,classification,64,8,0.0,partition,matched_family,0.837434585190631,threshold,interaction
45,development,classification,64,8,0.0,partition,best_individual_oracle,0.6393175689638716,threshold,interaction
46,development,classification,64,8,0.0,partition,uniform,0.6369868642078451,partition,linear
46,development,classification,64,8,0.0,partition,fixed,0.6254441412099436,partition,linear
46,development,classification,64,8,0.0,partition,competence,0.6390285352455105,partition,linear
46,development,classification,64,8,0.0,partition,matched_family,0.6967683304332052,partition,linear
46,development,classification,64,8,0.0,partition,best_individual_oracle,0.6294917282098014,partition,linear
47,development,classification,64,8,0.0,partition,uniform,0.6249254745781543,periodic,threshold
47,development,classification,64,8,0.0,partition,fixed,0.6234829949725784,periodic,threshold
47,development,classification,64,8,0.0,partition,competence,0.6790401288575778,periodic,threshold
47,development,classification,64,8,0.0,partition,matched_family,0.6486226781199814,periodic,threshold
47,development,classification,64,8,0.0,partition,best_individual_oracle,0.6389227129972732,periodic,threshold
48,development,classification,64,8,0.0,periodic,uniform,0.6055726686120211,threshold,additive
48,development,classification,64,8,0.0,periodic,fixed,0.633802041124623,threshold,additive
48,development,classification,64,8,0.0,periodic,competence,0.6554374006810466,threshold,additive
48,development,classification,64,8,0.0,periodic,matched_family,0.5678644747897134,threshold,additive
48,development,classification,64,8,0.0,periodic,best_individual_oracle,0.5634794094183286,threshold,additive
49,development,classification,64,8,0.0,additive,uniform,0.6060514334794428,interaction,linear
49,development,classification,64,8,0.0,additive,fixed,0.5970505044937837,interaction,linear
49,development,classification,64,8,0.0,additive,competence,0.5915012141073532,interaction,linear
49,development,classification,64,8,0.0,additive,matched_family,0.6249889192629239,interaction,linear
49,development,classification,64,8,0.0,additive,best_individual_oracle,0.5771628787345171,interaction,linear
50,development,classification,64,8,0.0,periodic,uniform,0.644486624202184,periodic,periodic
50,development,classification,64,8,0.0,periodic,fixed,0.6636132866693605,periodic,periodic
50,development,classification,64,8,0.0,periodic,competence,0.6211592846220482,periodic,periodic
50,development,classification,64,8,0.0,periodic,matched_family,0.6181031427008628,periodic,periodic
50,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6181031498897898,periodic,periodic
51,development,classification,64,8,0.0,threshold,uniform,0.7126078493261735,threshold,threshold
51,development,classification,64,8,0.0,threshold,fixed,0.7141366880173551,threshold,threshold
51,development,classification,64,8,0.0,threshold,competence,0.7076014077887844,threshold,threshold
51,development,classification,64,8,0.0,threshold,matched_family,0.7135373459433685,threshold,threshold
51,development,classification,64,8,0.0,threshold,best_individual_oracle,0.7135373441710555,threshold,threshold
52,development,classification,64,8,0.0,additive,uniform,0.5778668507255609,linear,additive
52,development,classification,64,8,0.0,additive,fixed,0.5898241424906898,linear,additive
52,development,classification,64,8,0.0,additive,competence,0.5930331734088758,linear,additive
52,development,classification,64,8,0.0,additive,matched_family,0.5835619221827235,linear,additive
52,development,classification,64,8,0.0,additive,best_individual_oracle,0.5835619243486275,linear,additive
53,development,classification,64,8,0.0,periodic,uniform,0.6434276147600584,periodic,periodic
53,development,classification,64,8,0.0,periodic,fixed,0.6464068442390678,periodic,periodic
53,development,classification,64,8,0.0,periodic,competence,0.64520894658366,periodic,periodic
53,development,classification,64,8,0.0,periodic,matched_family,0.6362035809251336,periodic,periodic
53,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6362035805992917,periodic,periodic
54,development,classification,64,8,0.0,partition,uniform,0.6653406444711005,additive,threshold
54,development,classification,64,8,0.0,partition,fixed,0.661968765003774,additive,threshold
54,development,classification,64,8,0.0,partition,competence,0.6619010779147525,additive,threshold
54,development,classification,64,8,0.0,partition,matched_family,0.8889933418766137,additive,threshold
54,development,classification,64,8,0.0,partition,best_individual_oracle,0.6469107905886855,additive,threshold
55,development,classification,64,8,0.0,periodic,uniform,0.6155809133312771,additive,partition
55,development,classification,64,8,0.0,periodic,fixed,0.6255959346154492,additive,partition
55,development,classification,64,8,0.0,periodic,competence,0.6435424445429598,additive,partition
55,development,classification,64,8,0.0,periodic,matched_family,0.6557491048335222,additive,partition
55,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6173702918065648,additive,partition
56,development,classification,64,8,0.0,threshold,uniform,0.6042732464149432,linear,linear
56,development,classification,64,8,0.0,threshold,fixed,0.5898891373082442,linear,linear
56,development,classification,64,8,0.0,threshold,competence,0.581656467897419,linear,linear
56,development,classification,64,8,0.0,threshold,matched_family,0.5938639517486625,linear,linear
56,development,classification,64,8,0.0,threshold,best_individual_oracle,0.5888049857968106,linear,linear
57,development,classification,64,8,0.0,threshold,uniform,0.625074614957557,linear,periodic
57,development,classification,64,8,0.0,threshold,fixed,0.6269710584651029,linear,periodic
57,development,classification,64,8,0.0,threshold,competence,0.6401469052224229,linear,periodic
57,development,classification,64,8,0.0,threshold,matched_family,0.6437488290310813,linear,periodic
57,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6057729675058374,linear,periodic
58,development,classification,64,8,0.0,additive,uniform,0.5782853061257025,linear,linear
58,development,classification,64,8,0.0,additive,fixed,0.5626161642995602,linear,linear
58,development,classification,64,8,0.0,additive,competence,0.528159193796918,linear,linear
58,development,classification,64,8,0.0,additive,matched_family,0.5803486587769865,linear,linear
58,development,classification,64,8,0.0,additive,best_individual_oracle,0.5085877861960412,linear,linear
59,development,classification,64,8,0.0,interaction,uniform,0.7474200292330423,additive,linear
59,development,classification,64,8,0.0,interaction,fixed,0.7119948479535518,additive,linear
59,development,classification,64,8,0.0,interaction,competence,0.7902355253005925,additive,linear
59,development,classification,64,8,0.0,interaction,matched_family,0.7711523197720036,additive,linear
59,development,classification,64,8,0.0,interaction,best_individual_oracle,0.689448614747967,additive,linear
60,development,classification,64,8,0.0,partition,uniform,0.5379656724773674,linear,threshold
60,development,classification,64,8,0.0,partition,fixed,0.5406416223671917,linear,threshold
60,development,classification,64,8,0.0,partition,competence,0.5449630637856046,linear,threshold
60,development,classification,64,8,0.0,partition,matched_family,0.6101702358115566,linear,threshold
60,development,classification,64,8,0.0,partition,best_individual_oracle,0.5426423521256785,linear,threshold
61,development,classification,64,8,0.0,additive,uniform,0.5664312579791673,linear,periodic
61,development,classification,64,8,0.0,additive,fixed,0.5658426671555559,linear,periodic
61,development,classification,64,8,0.0,additive,competence,0.5647962478073051,linear,periodic
61,development,classification,64,8,0.0,additive,matched_family,0.5949195384191854,linear,periodic
61,development,classification,64,8,0.0,additive,best_individual_oracle,0.5717746627199726,linear,periodic
62,development,classification,64,8,0.0,interaction,uniform,0.6747493416179411,threshold,interaction
62,development,classification,64,8,0.0,interaction,fixed,0.6802121777040893,threshold,interaction
62,development,classification,64,8,0.0,interaction,competence,0.667358981910517,threshold,interaction
62,development,classification,64,8,0.0,interaction,matched_family,0.6369751836298052,threshold,interaction
62,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6369751877406613,threshold,interaction
63,development,classification,64,8,0.0,interaction,uniform,0.7187728383037337,interaction,threshold
63,development,classification,64,8,0.0,interaction,fixed,0.7068296452466669,interaction,threshold
63,development,classification,64,8,0.0,interaction,competence,0.6922813544251386,interaction,threshold
63,development,classification,64,8,0.0,interaction,matched_family,0.7084465819038778,interaction,threshold
63,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6904613831703713,interaction,threshold
64,development,classification,64,8,0.0,threshold,uniform,0.6025040224040759,threshold,linear
64,development,classification,64,8,0.0,threshold,fixed,0.6036027419058354,threshold,linear
64,development,classification,64,8,0.0,threshold,competence,0.6048172735212684,threshold,linear
64,development,classification,64,8,0.0,threshold,matched_family,0.6276899356583518,threshold,linear
64,development,classification,64,8,0.0,threshold,best_individual_oracle,0.6134954493951266,threshold,linear
65,development,classification,64,8,0.0,linear,uniform,0.5805693642212646,threshold,linear
65,development,classification,64,8,0.0,linear,fixed,0.5694564344117319,threshold,linear
65,development,classification,64,8,0.0,linear,competence,0.5836956053756007,threshold,linear
65,development,classification,64,8,0.0,linear,matched_family,0.5303771036785963,threshold,linear
65,development,classification,64,8,0.0,linear,best_individual_oracle,0.530377099486072,threshold,linear
66,development,classification,64,8,0.0,periodic,uniform,0.6164240039522744,periodic,threshold
66,development,classification,64,8,0.0,periodic,fixed,0.6338832406811065,periodic,threshold
66,development,classification,64,8,0.0,periodic,competence,0.5903575568384071,periodic,threshold
66,development,classification,64,8,0.0,periodic,matched_family,0.6198057802162734,periodic,threshold
66,development,classification,64,8,0.0,periodic,best_individual_oracle,0.6138086120285065,periodic,threshold
67,development,classification,64,8,0.0,threshold,uniform,0.5280712222339694,additive,additive
67,development,classification,64,8,0.0,threshold,fixed,0.5409241106482915,additive,additive
67,development,classification,64,8,0.0,threshold,competence,0.5214494064345991,additive,additive
67,development,classification,64,8,0.0,threshold,matched_family,0.5884728241853083,additive,additive
67,development,classification,64,8,0.0,threshold,best_individual_oracle,0.513328757521769,additive,additive
68,development,classification,64,8,0.0,interaction,uniform,0.7125308827263128,threshold,interaction
68,development,classification,64,8,0.0,interaction,fixed,0.7031674030041852,threshold,interaction
68,development,classification,64,8,0.0,interaction,competence,0.6862577385004744,threshold,interaction
68,development,classification,64,8,0.0,interaction,matched_family,0.6400773240217196,threshold,interaction
68,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6400773226606395,threshold,interaction
69,development,classification,64,8,0.0,interaction,uniform,0.6995015800154707,threshold,interaction
69,development,classification,64,8,0.0,interaction,fixed,0.701152953604752,threshold,interaction
69,development,classification,64,8,0.0,interaction,competence,0.6959180721300015,threshold,interaction
69,development,classification,64,8,0.0,interaction,matched_family,0.6195768856666666,threshold,interaction
69,development,classification,64,8,0.0,interaction,best_individual_oracle,0.6195768926582976,threshold,interaction
70,development,classification,64,8,0.0,linear,uniform,0.5248681838435236,linear,linear
70,development,classification,64,8,0.0,linear,fixed,0.5226989185208462,linear,linear
70,development,classification,64,8,0.0,linear,competence,0.5170753282855578,linear,linear
